dates,satname,nzd0057-0000,nzd0057-0001
1999-09-27 22:04:25.056000,L7,284.48,271.60
1999-10-13 22:04:24.936000,L7,283.67,258.97
1999-11-14 22:04:18.343000,L7,279.37,267.28
2000-01-01 22:04:13.486000,L7,276.79,264.88
2000-01-17 22:04:11.868000,L7,281.63,268.30
2000-02-18 22:04:05.276000,L7,522.03,253.71
2000-05-24 22:03:22.722000,L7,285.02,274.23
2000-08-12 22:02:30.151000,L7,276.40,276.81
2000-10-15 22:01:32.252000,L7,302.42,270.50
2001-03-08 22:01:45.126000,L7,267.48,250.62
2001-03-24 22:01:35.778000,L7,279.18,277.75
2001-06-12 22:01:01.040000,L7,,240.72
2001-08-15 22:00:14.727000,L7,278.19,277.19
2001-11-19 21:59:56.393000,L7,277.62,271.38
2001-12-05 21:59:55.034000,L7,276.41,263.33
2002-01-22 22:00:16.971000,L7,275.40,264.56
2002-02-23 22:00:19.685000,L7,279.24,260.94
2002-03-27 22:00:13.634000,L7,275.42,261.16
2002-04-28 22:00:14.417000,L7,306.22,280.47
2002-06-15 21:59:55.710000,L7,334.05,334.23
2002-07-17 21:59:44.793000,L7,271.16,255.86
2002-08-18 21:59:33.737000,L7,278.69,278.97
2002-10-21 21:59:12.494000,L7,280.75,277.21
2002-11-22 21:59:33.639000,L7,,259.72
2002-12-24 21:59:45.194000,L7,293.03,287.76
2003-03-30 22:00:07.079000,L7,277.15,261.30
2003-08-29 21:48:38.429000,L5,259.60,247.29
2004-06-12 21:52:47.645000,L5,254.36,241.04
2004-07-30 21:54:04.170000,L5,253.12,245.06
2004-09-16 21:55:17.605000,L5,247.24,241.56
2004-10-18 21:55:59.918000,L5,252.76,235.35
2004-11-03 21:56:19.004000,L5,238.52,232.37
2004-11-19 21:56:31.297000,L5,239.26,231.75
2005-02-23 21:58:07.648000,L5,245.81,233.98
2005-03-11 21:58:20.185000,L5,256.64,235.68
2005-03-27 21:58:27.646000,L5,257.92,242.46
2005-04-12 21:58:31.220000,L5,260.19,237.80
2005-09-19 21:59:32.955000,L5,303.61,268.81
2005-11-22 21:59:59.141000,L5,286.28,269.65
2006-02-10 22:01:51.332000,L5,250.81,236.02
2006-03-14 22:02:31.280000,L5,250.41,236.97
2006-05-17 22:03:33.996000,L5,249.00,233.75
2006-08-21 22:04:55.513000,L5,256.52,246.49
2006-11-25 22:06:19.953000,L5,251.38,271.72
2006-12-11 22:06:28.205000,L5,288.90,339.85
2007-02-13 22:06:23.395000,L5,245.99,223.71
2007-09-25 22:04:24.972000,L5,256.49,243.43
2009-01-01 21:56:07.642000,L5,246.36,228.34
