dates,satname,nzd0444-0000,nzd0444-0001,nzd0444-0002,nzd0444-0003,nzd0444-0004,nzd0444-0005,nzd0444-0006,nzd0444-0007,nzd0444-0008,nzd0444-0009,nzd0444-0010,nzd0444-0011,nzd0444-0012,nzd0444-0013,nzd0444-0014,nzd0444-0015,nzd0444-0016,nzd0444-0017,nzd0444-0018,nzd0444-0019,nzd0444-0020,nzd0444-0021,nzd0444-0022,nzd0444-0023,nzd0444-0024,nzd0444-0025,nzd0444-0026,nzd0444-0027,nzd0444-0028,nzd0444-0029,nzd0444-0030,nzd0444-0031,nzd0444-0032,nzd0444-0033,nzd0444-0034,nzd0444-0035,nzd0444-0036,nzd0444-0037,nzd0444-0038
2001-01-10 22:10:27.647000,L7,355.09,353.62,354.86,350.37,351.01,303.42,311.52,356.92,350.85,349.63,349.94,360.65,369.57,377.50,363.99,377.43,373.00,376.64,377.95,373.51,372.82,371.73,371.31,370.50,369.65,386.13,405.12,411.57,410.18,392.83,370.47,361.86,358.95,358.46,370.03,366.75,375.42,389.15,351.45
2001-01-26 22:10:30.842000,L7,,,,,,,,,,,,,216.41,193.14,205.84,206.64,197.57,212.85,176.56,178.73,206.49,193.98,208.97,212.82,218.28,229.34,,,,,,,,,,,,,
2001-02-18 22:16:35.003000,L7,268.54,258.02,249.45,246.29,237.89,229.99,230.55,179.17,198.48,213.99,224.88,241.72,257.43,264.06,254.40,248.63,250.73,251.46,253.31,253.85,256.15,259.36,260.55,261.91,267.54,272.76,295.69,313.44,298.95,263.74,275.25,397.41,387.94,393.05,397.18,427.12,413.66,426.81,391.80
2001-02-27 22:10:18.214000,L7,361.54,352.35,349.43,351.51,355.49,351.19,360.05,370.12,312.94,354.58,342.89,315.83,384.21,382.38,368.42,366.85,370.16,379.74,335.81,393.03,393.44,395.67,388.79,376.77,376.24,390.92,414.21,408.85,412.00,403.78,392.52,358.69,366.80,372.25,382.65,382.42,386.02,389.86,404.60
2001-03-15 22:10:15.982000,L7,,,,,,,,,,,,,228.28,232.60,200.34,223.95,216.49,226.12,226.98,225.46,226.84,231.79,213.93,209.73,239.62,254.85,207.36,,,,252.05,237.31,230.37,234.28,232.87,,,,
2001-03-31 22:10:07.582000,L7,,,,,228.60,213.91,219.88,211.06,189.07,206.36,215.51,238.23,247.31,253.36,240.29,243.29,238.80,239.29,243.56,241.81,246.18,250.06,235.55,244.79,260.33,265.09,289.63,312.80,292.37,257.11,265.24,257.57,258.02,248.85,243.78,257.53,353.48,351.40,343.92
2001-08-29 22:14:52.879000,L7,211.43,196.16,,,,,,,,,,,241.98,241.63,230.98,238.43,243.57,243.27,242.05,246.48,236.67,249.83,226.06,232.38,247.31,260.47,287.37,305.25,,252.26,263.74,254.44,255.57,249.76,245.32,255.08,,,
2001-09-07 22:08:34.815000,L7,,,,,,,,,193.68,206.68,209.22,235.04,245.84,249.73,241.41,231.75,236.00,242.30,241.06,239.21,244.64,249.96,235.39,245.37,258.70,262.14,283.40,305.35,288.02,247.41,267.48,256.10,253.61,244.98,242.09,246.84,237.15,,
2001-09-23 22:08:26.958000,L7,459.72,384.92,375.94,365.53,361.60,361.83,337.61,379.21,327.59,358.03,372.66,372.02,392.33,399.78,393.95,390.20,396.56,393.57,368.50,400.92,413.27,408.87,409.17,379.64,422.29,432.41,466.07,439.05,442.27,426.27,409.02,392.05,375.09,394.19,391.27,405.50,545.70,439.63,441.76
2002-01-20 22:15:01.686000,L7,368.32,365.10,363.52,361.16,353.58,356.28,366.12,367.49,363.10,359.84,371.00,382.74,401.44,401.43,397.28,402.08,405.49,405.04,399.72,412.09,399.61,398.65,410.00,403.99,429.67,431.34,409.36,464.64,317.64,270.00,425.70,424.32,409.68,411.45,416.18,414.93,427.43,450.87,411.38
2002-01-29 22:08:45.213000,L7,275.37,259.66,251.32,248.84,240.66,233.37,233.22,198.51,313.37,220.52,313.64,325.10,346.43,342.80,341.52,329.22,346.90,347.78,350.28,255.66,338.08,334.78,334.98,334.12,342.03,375.68,366.41,408.35,406.00,378.81,370.91,358.80,360.43,361.01,369.24,361.38,267.72,333.51,374.15
2002-02-05 22:15:01.569000,L7,,,,,,,,,,,,,227.74,225.58,207.67,209.14,223.02,,179.56,208.36,206.88,211.40,215.72,170.35,214.26,241.81,272.03,,231.40,234.85,249.88,226.22,228.42,227.58,,,,,
2002-02-14 22:08:53.179000,L7,251.86,244.00,239.07,232.34,229.71,213.80,216.97,,190.16,208.51,185.02,208.42,238.14,248.36,248.77,239.34,241.65,242.88,251.83,244.84,245.70,241.11,243.28,228.98,207.79,,,,,,491.96,543.11,507.71,525.14,234.35,227.40,439.71,542.28,493.22
2002-03-09 22:15:05.816000,L7,,,,,,,,,186.50,206.43,187.82,222.72,234.74,247.13,215.47,237.83,236.33,226.26,229.43,232.95,214.27,243.08,219.67,225.09,218.94,259.23,278.40,303.07,300.08,247.56,261.41,249.05,246.90,246.59,223.54,252.29,247.42,197.17,257.89
2002-04-03 22:08:45.014000,L7,,,,,,,,,,,,,,235.48,208.19,225.98,214.73,225.88,228.13,225.95,210.30,182.83,213.73,205.82,239.46,224.22,,,,,,,220.60,222.59,,,,,
2002-10-12 22:07:38.359000,L7,,,,,,,,,,,,,,,,,,211.06,221.30,216.39,212.50,227.03,221.02,211.23,224.13,254.53,270.10,,,,256.48,226.94,228.20,241.65,219.14,,,,
2002-10-28 22:07:46.304000,L7,,,,,,,,,,,,,,,,,208.28,198.61,207.52,214.06,203.99,219.19,210.62,214.99,217.08,247.51,272.00,268.39,293.19,239.97,250.01,241.11,236.02,238.00,226.31,247.30,247.98,254.87,296.75
2002-12-31 22:08:20.096000,L7,,,,,,,,,191.00,204.99,189.47,226.75,227.23,236.20,214.49,223.94,237.80,238.87,233.76,219.50,216.93,244.47,222.56,231.58,225.92,258.09,274.32,260.75,286.30,246.06,260.61,236.60,228.62,241.87,231.61,190.57,249.93,288.31,310.86
2003-01-07 22:14:28.836000,L7,,,,,,,,,193.68,208.66,208.07,232.00,232.57,250.72,234.63,235.11,234.38,243.68,240.01,231.35,244.14,245.95,242.70,244.31,231.11,262.07,278.87,301.71,291.72,254.96,269.80,257.90,245.96,246.82,241.26,248.73,254.90,296.05,314.69
2003-02-01 22:08:33.805000,L7,,,,,,,,,,,,,219.03,222.29,201.48,204.79,224.40,194.67,183.64,172.83,208.26,215.66,212.36,212.76,207.31,242.12,266.70,,203.34,228.73,242.56,221.93,225.55,232.61,192.29,,,,
2003-02-24 22:14:49.328000,L7,,,,,226.13,213.63,222.53,179.17,199.46,214.44,222.90,243.02,250.05,260.54,247.60,244.00,247.61,247.41,245.64,249.72,249.41,252.33,235.04,252.35,262.13,266.31,288.54,308.60,303.42,257.17,273.15,264.87,261.61,255.09,251.10,261.26,268.15,315.24,317.29
2003-04-13 22:14:55.747000,L7,346.22,334.17,291.62,287.35,330.86,320.72,323.33,332.67,290.23,329.07,291.57,355.69,364.99,365.90,360.48,357.79,299.07,329.88,336.64,345.35,346.03,402.78,361.80,372.22,407.62,414.61,409.20,425.92,448.70,268.98,292.24,406.79,368.91,405.14,402.65,409.80,365.79,421.56,416.97
2003-08-11 22:03:03.501000,L5,246.86,228.39,217.31,209.26,193.46,193.89,174.62,,,,,,205.24,218.99,210.87,204.28,204.72,207.33,206.92,204.02,200.52,199.58,210.17,208.83,213.28,216.11,220.26,,,,,,,,,,,,
2003-08-20 21:57:03.003000,L5,246.27,217.35,216.60,212.62,195.30,196.53,189.89,,,,,,201.85,214.96,205.74,199.60,199.51,199.14,213.75,212.65,213.95,214.31,216.41,217.16,211.53,217.02,233.37,249.27,,,209.42,204.27,214.11,210.43,219.79,,,,
2003-08-27 22:03:21.662000,L5,238.80,225.30,212.01,206.79,194.37,187.94,180.21,,,,,,212.61,221.81,214.81,209.69,206.76,207.30,210.98,208.52,212.44,217.16,216.81,219.61,222.77,223.10,230.92,181.18,,,,,,,,,,,
2003-12-10 21:58:29.659000,L5,258.17,241.00,229.65,229.88,218.77,213.50,210.46,,189.37,204.76,217.92,233.58,249.39,250.62,240.11,234.98,236.03,234.13,240.63,238.25,244.21,251.22,253.41,255.45,258.37,274.22,289.17,291.84,269.52,250.39,261.73,259.41,248.52,241.72,243.50,258.92,261.68,301.77,308.41
2004-01-18 22:04:57.325000,L5,297.31,298.70,294.31,302.40,333.96,339.67,331.67,331.44,336.10,310.54,343.54,349.84,372.27,374.47,359.01,363.57,361.22,355.95,319.86,387.03,357.99,348.15,371.68,362.49,385.09,376.91,389.31,407.75,405.03,356.95,378.34,376.83,354.12,384.65,348.00,370.77,386.90,398.86,375.62
2004-01-27 21:58:50.060000,L5,,,,,,,,,,,,,223.66,214.18,218.45,210.75,215.70,207.62,,,,,,,,239.29,263.99,252.91,252.15,237.45,245.94,241.29,237.18,224.71,221.45,224.73,222.27,,
2004-02-19 22:05:07.713000,L5,,,,,,,,,,,,,206.25,215.77,208.43,201.82,198.00,201.14,208.39,215.36,214.03,221.71,219.28,225.12,227.46,225.36,220.59,182.34,234.16,201.54,222.75,215.33,224.48,210.55,217.35,197.87,,,
2004-05-18 22:00:38.480000,L5,250.21,231.06,218.49,211.32,194.93,191.57,186.08,,,,,,,215.04,207.39,200.94,195.00,192.30,197.83,196.50,197.12,,,,,,,,,,,,,,,,,,
2004-08-22 22:03:12.259000,L5,236.39,220.49,210.67,202.71,188.27,175.54,175.88,,,,,,185.85,203.59,206.07,196.72,194.40,196.07,199.15,192.02,193.05,196.70,195.70,205.73,205.58,208.26,198.79,,,,,,,,,,,,
2004-09-30 22:10:21.832000,L5,220.55,206.53,197.41,192.44,179.11,174.03,,,,,,,198.80,213.27,202.44,196.56,191.01,196.74,195.11,195.40,188.19,197.63,199.75,206.92,211.78,218.16,200.54,165.04,,,,,,,,,,,
2004-10-09 22:04:22.371000,L5,221.79,207.29,198.45,197.30,185.64,179.75,,,,,,,211.33,214.31,209.52,203.27,195.22,198.65,194.69,198.84,193.78,201.37,202.88,212.45,223.59,224.77,216.12,171.30,,,216.43,217.00,212.84,201.01,199.63,188.46,,,
2004-11-10 22:04:59.688000,L5,,,,,,,,,,,,,,,,,,162.35,201.26,193.29,201.51,219.48,221.14,224.80,219.46,176.03,,,,,,,,,,,,,
2004-11-26 22:05:17.306000,L5,276.77,266.80,262.08,263.60,247.97,239.10,243.71,240.59,237.82,227.96,242.60,255.88,281.12,331.45,287.85,277.24,292.64,289.76,296.73,278.57,302.08,276.50,309.55,284.51,308.82,314.63,333.58,344.71,368.38,338.26,338.51,327.23,328.41,302.37,327.34,336.39,350.34,332.36,357.94
2005-03-02 22:06:47.890000,L5,225.47,212.65,199.46,197.60,182.72,175.17,,,,,,,209.88,216.33,209.69,204.11,202.72,198.82,196.16,201.62,201.80,206.88,206.83,212.82,223.31,227.36,230.12,171.96,,211.74,225.53,217.44,201.48,199.03,198.16,,,,
2005-06-13 22:13:43.158000,L5,246.86,227.07,212.85,203.51,189.67,185.58,178.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-29 22:13:46.730000,L5,241.41,222.09,213.11,203.03,186.79,185.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-08 22:07:39.349000,L5,239.33,224.92,211.47,208.33,188.41,189.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-09 22:07:58.986000,L5,242.16,224.50,213.88,212.37,198.11,196.63,189.50,,,,,,209.98,217.79,211.06,204.22,198.17,197.09,209.67,211.06,206.36,211.27,216.90,217.10,219.13,220.78,237.35,255.38,,,,,,,,,,,
2005-09-10 22:08:07.620000,L5,270.04,254.85,244.18,240.61,232.79,228.18,219.09,,180.82,200.35,213.49,223.22,246.62,248.34,249.09,248.08,246.11,248.68,250.24,252.61,251.83,253.29,248.59,251.30,259.56,262.23,285.93,303.38,276.20,254.50,270.91,264.12,258.84,252.04,247.19,245.48,249.78,277.55,294.70
2005-11-13 22:08:20.468000,L5,278.80,265.62,262.63,260.62,254.19,252.20,249.68,203.94,242.72,249.58,247.91,266.56,301.00,291.13,283.76,290.10,279.81,282.45,288.93,309.90,290.06,306.44,305.94,308.66,309.12,327.86,324.81,344.35,335.82,287.70,320.21,331.18,314.01,330.01,314.28,348.49,327.54,336.81,343.40
2005-11-20 22:14:41.400000,L5,213.68,198.60,193.08,193.02,180.55,180.88,,,,,,,195.90,196.44,197.00,192.94,181.20,186.99,191.70,209.74,210.35,213.52,214.37,222.46,218.35,215.29,181.93,,,188.63,217.64,211.02,212.37,207.34,208.42,,,,
2006-01-23 22:16:11.550000,L5,263.26,243.54,237.94,230.83,223.05,219.32,214.49,,189.84,208.50,219.31,233.89,242.88,249.12,245.64,240.63,235.46,240.60,239.08,249.34,248.49,254.80,254.89,254.85,261.85,268.41,286.56,288.11,269.81,250.48,264.06,256.52,249.90,247.47,246.50,253.37,261.39,291.90,306.48
2006-02-01 22:10:13.684000,L5,224.11,211.21,204.31,203.88,191.24,185.79,174.99,,,,,,218.83,220.73,218.40,208.79,204.19,204.83,206.96,208.36,210.98,193.80,,,223.85,234.36,260.01,190.58,238.94,218.66,228.54,228.46,219.68,211.25,210.03,210.67,219.20,229.21,244.96
2006-02-08 22:16:33.840000,L5,221.19,209.17,203.64,198.71,185.89,181.97,,,,,,,206.47,218.32,210.06,205.42,200.93,200.86,203.37,209.31,208.58,212.36,213.51,214.92,223.43,226.99,232.58,179.36,235.41,208.45,228.04,221.55,220.54,210.15,210.86,189.54,,,
2006-03-12 22:17:13.956000,L5,232.40,216.65,209.50,204.23,192.90,188.46,169.46,,,,,,209.52,215.46,216.02,209.06,207.89,203.35,207.64,210.22,211.90,203.67,211.28,213.43,211.32,222.10,220.77,177.75,,,232.17,221.00,213.99,190.44,207.85,,,,
2006-04-13 22:17:50.097000,L5,,,,,,,,,,,,,,,,,,,,,,,210.64,215.60,225.98,228.31,249.67,240.27,,,,,,,,,,,
2006-06-25 22:12:44.015000,L5,246.87,226.61,215.77,207.00,185.60,177.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-27 22:13:10.785000,L5,237.32,219.15,210.82,202.45,189.02,182.49,176.30,,,,,,202.30,217.67,210.56,201.77,201.90,198.30,201.52,198.38,203.82,206.95,201.43,214.64,213.99,201.07,185.44,,,,,,,,,,,,
2006-10-22 22:20:22.725000,L5,271.45,253.84,250.83,244.49,237.59,232.92,230.58,219.60,237.20,235.09,248.18,265.01,276.27,287.42,283.59,268.35,262.50,276.18,306.87,278.30,298.07,276.97,305.10,309.51,313.42,334.07,357.89,344.05,340.96,333.75,319.28,329.18,304.46,322.53,313.42,336.51,355.78,346.24,354.70
2006-12-09 22:20:48.644000,L5,272.29,258.70,251.31,246.37,239.91,238.86,232.05,174.38,191.73,199.73,217.08,234.10,248.03,260.64,268.68,268.40,261.95,268.12,259.91,262.74,258.21,265.84,255.96,256.18,261.49,266.74,293.13,301.13,279.66,276.01,280.55,280.31,273.00,260.22,260.37,266.35,246.81,275.85,267.38
2007-01-26 22:21:06.903000,L5,263.51,245.90,242.02,238.17,225.36,215.49,207.66,,175.20,192.81,200.13,221.46,241.95,258.19,254.97,251.25,248.79,249.64,251.53,248.35,236.98,241.89,244.66,242.89,250.32,255.25,289.68,296.62,277.54,266.13,270.48,268.95,257.97,242.34,234.69,245.54,244.24,279.69,292.06
2007-02-04 22:14:57.320000,L5,264.02,254.01,249.59,243.14,235.64,229.31,224.56,,199.45,212.80,218.28,231.81,250.19,254.79,247.80,243.94,246.45,255.82,255.92,257.47,257.17,263.52,263.14,260.89,257.08,265.73,290.73,297.77,276.26,257.27,274.02,274.95,263.77,260.85,255.54,270.33,267.62,285.38,303.53
2007-02-11 22:21:08.430000,L5,215.88,202.26,198.27,197.51,185.24,181.83,,,,,,,205.44,215.54,204.66,201.48,194.59,198.82,200.69,212.68,209.72,214.89,218.63,216.98,225.59,219.69,208.48,161.94,,154.71,225.64,222.04,216.75,212.09,208.78,,,,
2007-09-07 22:19:19.580000,L5,233.42,215.99,209.09,202.10,192.51,189.30,,,,,,,212.31,220.88,221.21,213.18,210.91,212.59,215.08,214.36,214.22,213.66,215.97,221.56,218.42,228.62,238.59,182.71,,,235.96,230.78,223.64,216.45,210.61,184.98,,,
2007-10-02 22:12:54.699000,L5,268.46,251.83,245.15,240.90,229.79,223.48,222.24,,189.72,212.36,222.36,240.01,261.68,266.51,258.43,262.07,260.87,263.47,257.84,257.86,254.24,258.38,257.72,260.67,261.73,281.80,307.81,311.12,279.09,264.52,291.45,286.27,264.64,252.31,248.32,261.73,262.10,291.10,308.24
2008-12-23 22:04:28.225000,L5,256.61,238.15,232.89,227.27,218.04,219.50,214.35,,172.48,196.06,203.13,220.22,240.10,243.85,241.00,243.60,243.95,245.38,247.59,253.26,256.65,260.87,260.89,266.11,268.32,280.58,293.54,298.90,274.97,256.67,270.80,268.59,259.40,257.07,260.10,266.82,266.05,305.20,311.19
2010-01-27 22:10:50.221000,L5,205.14,187.03,187.56,181.95,173.35,165.76,,,,,,,,195.95,195.16,191.22,191.15,186.45,195.20,189.76,196.53,199.41,210.45,212.09,212.25,225.23,200.72,171.76,,,,,,,,,,,
2011-01-21 22:16:06.266000,L5,257.15,241.57,232.91,227.88,220.41,214.46,210.96,,,172.35,190.26,194.13,225.46,230.71,243.30,244.49,245.59,245.43,250.80,250.86,250.01,234.23,241.87,236.77,244.51,254.67,278.93,273.98,268.52,249.45,269.18,263.93,260.27,247.64,248.37,247.37,238.15,283.64,294.03
2011-02-06 22:16:08.397000,L5,216.36,206.98,202.93,193.19,187.41,181.75,167.89,,,,,,186.24,193.17,208.75,210.03,208.67,205.54,210.14,210.99,209.86,203.18,207.34,203.63,208.24,216.87,224.12,170.94,232.61,207.08,230.70,228.13,220.16,209.58,205.13,192.26,,,
2011-02-15 22:09:58.365000,L5,257.28,237.55,230.64,225.88,217.90,217.50,211.72,,177.73,193.57,211.83,217.61,241.46,238.49,234.99,236.17,235.49,237.76,239.24,242.68,254.60,257.13,258.27,256.30,262.85,274.08,297.66,290.36,259.40,242.30,260.10,256.43,250.23,244.50,257.11,260.89,255.14,293.69,309.35
2013-05-02 22:27:58.439000,L8,259.83,245.21,240.00,229.64,222.26,215.24,213.90,,,,,174.09,226.28,230.31,231.09,231.30,228.60,228.41,231.80,233.65,227.67,231.13,233.80,232.03,237.71,238.21,256.32,252.26,,217.65,250.75,244.58,242.05,229.37,233.79,,,,
2013-05-11 22:21:55.010000,L8,262.26,246.29,241.55,229.19,223.43,216.50,214.44,,,,,,,227.46,224.06,227.69,225.99,224.23,229.79,234.60,234.66,195.53,236.23,234.05,218.14,210.34,220.33,164.51,,,208.04,250.33,249.57,231.32,235.60,,,,
2013-05-27 22:22:02.838000,L8,273.52,255.38,247.75,237.41,230.88,228.78,220.91,,,,,,227.23,236.83,234.13,237.30,232.58,228.83,236.52,238.38,239.87,239.50,242.56,241.17,236.39,236.75,259.76,275.30,,,257.26,253.19,250.66,238.73,238.79,,,,
2013-06-12 22:21:59.086000,L8,270.42,251.72,245.16,233.58,226.50,222.31,216.65,,,,,,,,,223.75,226.65,228.91,233.89,238.57,232.92,237.18,240.28,237.06,240.55,239.46,257.91,167.18,,,255.06,247.84,251.22,235.05,239.18,,,,
2013-07-14 22:21:58.456000,L8,269.21,250.59,246.89,232.39,225.73,209.99,215.54,,,,,,,,,,,,,,,190.91,231.88,229.40,207.98,214.39,175.86,,,,,237.30,249.15,227.19,234.16,,,,
2013-07-14 22:22:22.423000,L8,262.89,247.81,242.06,228.82,220.71,205.98,212.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-31 22:22:26.282000,L8,286.49,267.23,261.27,255.72,247.25,241.72,235.53,230.45,205.76,224.70,230.93,245.25,259.22,263.68,258.90,255.00,253.97,255.79,258.33,261.43,262.48,266.64,267.19,267.70,269.87,281.76,297.74,321.73,300.06,262.82,287.06,278.73,277.10,264.65,263.23,275.36,260.60,319.55,309.27
2013-09-16 22:21:57.385000,L8,281.74,262.73,257.89,252.77,245.43,242.54,234.07,230.91,205.62,223.72,231.43,243.05,259.29,264.09,259.68,257.00,256.12,259.59,263.75,263.79,264.96,267.15,267.44,270.21,270.07,282.55,299.91,324.29,306.72,266.37,290.89,281.84,279.82,269.14,265.87,278.36,270.53,316.05,309.27
2013-09-16 22:22:21.348000,L8,281.01,261.77,257.23,251.96,245.01,242.05,233.62,208.04,204.41,223.37,230.94,242.67,259.02,263.80,259.41,256.72,255.80,259.29,263.48,263.44,264.58,266.93,267.41,269.81,269.82,282.11,299.73,324.09,305.91,266.08,289.96,281.42,279.60,268.82,265.56,278.01,270.11,316.25,309.28
2013-09-23 22:28:04.083000,L8,275.20,259.82,253.13,247.19,237.70,234.02,230.61,223.84,200.18,218.04,225.31,241.47,256.46,262.08,256.56,253.78,252.88,254.31,255.96,256.49,258.18,261.24,261.44,265.86,267.88,278.97,296.73,317.75,307.07,262.44,283.25,275.95,274.26,262.68,259.39,273.60,268.91,304.74,307.10
2013-11-19 22:22:01.448000,L8,272.27,257.18,250.97,247.39,239.74,235.52,230.45,,,,203.77,200.41,255.16,256.61,254.11,253.22,252.68,254.65,255.51,255.32,257.69,260.41,262.11,261.94,267.47,276.31,295.84,315.98,288.95,256.73,275.11,271.52,272.39,261.45,258.16,264.68,268.13,291.67,309.40
2013-12-21 22:21:27.090000,L8,276.98,257.45,251.79,245.89,241.76,236.29,230.63,169.76,200.69,211.44,223.04,221.13,258.99,261.34,256.40,255.15,254.62,257.76,256.92,257.32,260.40,264.20,266.26,263.99,270.18,280.40,299.19,320.22,301.26,260.24,279.44,275.02,275.09,263.76,260.29,275.83,272.30,296.58,308.40
2013-12-21 22:21:51.057000,L8,278.42,258.12,252.56,246.72,242.86,237.20,231.06,172.29,200.73,211.67,223.24,221.02,259.74,261.36,256.32,254.98,254.37,257.46,256.88,257.46,260.42,264.22,266.14,264.11,269.92,280.00,298.69,320.09,300.73,260.19,279.34,275.20,275.23,263.84,260.56,275.62,272.14,294.68,308.26
2014-02-07 22:20:57.101000,L8,278.88,259.56,253.31,247.55,241.98,238.46,231.93,185.25,203.62,214.68,225.33,223.89,260.20,262.55,260.05,257.15,255.48,256.68,258.37,259.99,264.24,265.09,271.09,267.77,270.05,278.31,308.06,284.74,248.61,263.70,284.43,242.98,290.47,255.30,238.14,266.41,270.27,301.79,316.13
2014-02-07 22:21:21.056000,L8,279.22,259.91,253.61,247.87,242.68,238.93,232.40,184.96,203.53,214.96,225.54,222.08,260.58,262.59,260.03,257.22,255.75,256.86,258.89,260.31,264.00,264.98,270.39,267.03,269.95,278.21,322.33,280.39,245.78,256.56,281.91,236.10,288.35,252.60,236.70,264.63,269.54,300.39,316.30
2014-03-02 22:26:45.220000,L8,255.97,237.53,234.11,230.47,,,,,,,,184.45,241.86,239.98,237.82,231.09,231.06,,,,,203.27,243.53,241.59,243.35,234.67,270.67,259.38,268.31,241.66,257.97,253.94,252.91,229.23,232.48,,,,
2014-04-28 22:19:46.299000,L8,261.76,248.88,241.95,233.77,227.51,224.70,217.34,,,,,180.76,238.42,230.70,236.07,222.80,225.81,190.14,205.08,227.32,197.88,199.10,233.36,229.46,,,,,,,,,,,,,,,
2014-04-28 22:20:10.258000,L8,261.43,248.16,240.88,233.32,226.76,223.52,215.83,,,,,181.41,238.98,232.38,235.54,223.50,226.90,196.16,212.61,229.29,211.91,203.84,234.15,231.25,168.86,191.26,176.31,179.70,,,,,,,,,,,
2014-05-14 22:19:32.642000,L8,268.50,252.30,246.13,236.55,229.75,226.14,220.55,,,,,183.27,240.72,237.28,235.40,224.52,234.75,232.89,237.35,241.31,242.69,243.46,242.88,241.23,239.04,245.16,267.95,301.80,,239.14,251.81,251.99,250.61,235.95,240.53,,,,
2014-05-30 22:19:34.937000,L8,266.63,248.92,242.98,233.37,225.15,219.42,212.96,,,,,,,223.15,215.36,210.21,217.40,222.22,224.35,228.55,227.80,196.47,228.19,215.02,220.68,217.00,177.48,,,,236.92,232.40,234.02,224.31,229.19,,,,
