dates,satname,nzd0120-0000,nzd0120-0001,nzd0120-0002,nzd0120-0003,nzd0120-0004,nzd0120-0005,nzd0120-0006,nzd0120-0007,nzd0120-0008,nzd0120-0009,nzd0120-0010,nzd0120-0011,nzd0120-0012,nzd0120-0013,nzd0120-0014,nzd0120-0015,nzd0120-0016,nzd0120-0017,nzd0120-0018,nzd0120-0019,nzd0120-0020,nzd0120-0021,nzd0120-0022,nzd0120-0023,nzd0120-0024,nzd0120-0025,nzd0120-0026,nzd0120-0027,nzd0120-0028,nzd0120-0029,nzd0120-0030,nzd0120-0031,nzd0120-0032
1999-10-22 21:58:28.758000,L7,360.85,364.52,362.01,356.41,363.37,360.96,357.57,362.01,377.72,380.28,373.15,372.09,377.75,374.73,361.99,363.23,275.72,370.54,214.40,197.51,230.39,379.95,378.98,381.85,379.36,380.86,365.33,366.33,366.04,353.81,354.93,367.54,358.91
1999-12-09 21:58:33.708000,L7,401.79,399.83,402.25,405.07,355.65,408.74,355.98,407.95,398.69,416.78,417.17,422.03,425.08,413.13,421.39,423.45,405.96,414.90,420.54,435.65,424.46,379.92,409.97,422.79,408.60,400.63,393.30,400.09,378.99,367.53,393.55,,
2000-03-14 21:58:11.336000,L7,391.64,397.25,400.85,400.46,390.90,402.11,403.89,406.58,400.63,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-22 21:56:05.544000,L7,,,,,,,,306.40,297.45,218.49,,,,,,,,,,,,,,,,,,,,,,,
2000-12-11 21:56:00.959000,L7,,456.19,435.57,406.22,412.51,392.69,,514.59,509.28,535.55,469.48,502.23,486.49,390.25,,,,446.24,420.11,420.73,424.12,448.43,,,,,,,,,,,
2000-12-27 21:56:05.061000,L7,380.26,321.38,386.20,376.85,380.89,386.03,389.51,409.21,399.28,404.67,407.50,413.14,403.66,320.21,387.55,386.73,378.18,370.01,382.71,364.10,388.46,380.99,395.42,402.55,386.74,375.11,374.58,,233.84,286.46,272.99,245.99,209.54
2001-01-12 21:56:06.772000,L7,381.83,423.78,380.89,376.73,344.80,382.13,390.74,393.69,370.19,417.08,407.72,388.89,380.93,413.58,400.83,372.03,386.26,389.23,231.26,237.89,247.03,409.86,388.92,376.23,381.76,372.49,373.76,362.69,365.07,353.82,,185.26,192.76
2001-06-05 21:55:16.607000,L7,,,,,374.01,372.12,371.05,382.31,416.56,,,461.26,442.18,367.10,,,,,,222.18,227.69,,,,,,,,,,,,
2001-10-11 21:53:46.024000,L7,386.54,396.87,375.95,494.31,489.31,474.40,450.53,389.87,429.18,,408.82,503.57,489.74,482.73,478.12,,,,,,398.70,393.84,424.40,,,,,,,,,,
2002-01-15 21:54:23.534000,L7,,,,456.54,511.58,541.44,487.23,406.01,404.96,418.17,410.69,403.00,401.89,399.51,386.56,412.49,396.11,396.65,,411.72,401.58,386.95,,,,,,,,,,,
2002-01-31 21:54:26.647000,L7,466.38,484.38,463.36,432.77,428.76,434.96,434.20,443.66,454.16,454.26,419.33,427.26,441.48,449.70,451.41,421.70,,476.39,492.76,463.07,447.57,438.58,,,,,,,,,,,
2002-08-27 21:53:36.267000,L7,394.58,396.14,373.74,380.40,383.30,409.79,388.44,417.63,456.01,454.87,359.28,450.46,428.21,403.49,393.88,399.26,410.03,361.50,336.95,416.42,418.81,414.77,414.61,419.94,415.78,410.70,399.81,393.54,387.82,364.86,365.87,,
2002-10-14 21:53:19.813000,L7,438.34,422.51,,,,,,,,,,,,,,,,,519.04,487.94,487.09,398.14,,,,,,,,,,,
2002-10-30 21:53:25.867000,L7,412.97,382.38,382.05,344.68,402.39,405.09,418.32,420.63,430.53,430.21,427.99,421.07,430.94,418.10,425.34,268.19,278.65,336.36,423.76,423.24,423.60,418.39,423.61,432.96,420.52,411.77,408.81,405.06,,,,187.97,325.39
2003-05-10 21:54:22.508000,L7,,,,390.54,343.61,365.93,358.26,369.71,371.25,,,377.10,376.82,375.87,378.03,369.48,,,,,,,,,,,,,,,,,
2005-06-08 21:53:09.034000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.27,331.16,303.87,278.21,191.72
2006-02-19 21:56:15.936000,L5,,,,,,,,,,,,,,,,,,,,,173.58,194.51,175.38,187.83,218.56,182.82,172.66,193.91,194.49,183.88,203.82,222.64,200.15
2008-12-25 21:50:10.387000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,173.17,184.81,201.75,200.66,208.11,226.52,210.80
2010-01-13 21:56:25.416000,L5,,,,,,,,,,,,,,,,,,,186.00,212.10,205.27,212.50,197.04,222.49,248.18,231.07,240.39,256.62,223.16,219.07,222.18,263.66,218.52
2010-10-28 21:55:27.339000,L5,,,,,,,,,,,,,,,,,,,,,178.85,191.68,175.07,188.25,232.95,177.33,174.63,185.28,208.83,203.00,214.77,238.34,204.71
2010-11-13 21:55:25.438000,L5,,,,,,,,,,,,,,,,,,,,170.72,195.59,207.33,196.89,213.49,246.42,206.92,187.35,200.84,217.00,211.35,225.51,250.21,217.02
2010-12-31 21:55:32.560000,L5,,,,,,,,,,,,,,,,,,,,,175.45,200.48,186.70,191.35,233.17,176.43,171.20,191.26,208.51,206.26,221.13,220.16,209.16
2013-04-11 22:07:51.092000,L8,,,387.02,362.72,369.19,,,,,,,,,,,,,,,,,,,,,,,,197.39,213.46,221.30,230.69,201.43
2013-05-29 22:07:41.466000,L8,,402.61,390.51,400.25,401.43,397.44,389.02,378.59,,,,,,,,,,,,,,,,,,,,,200.24,212.14,220.13,235.86,202.60
2013-07-16 22:07:36.609000,L8,,392.49,393.53,384.69,373.58,,,,,,,,,,,,,,,,,,,,,,,,,207.36,218.99,230.42,199.41
2013-11-21 22:07:13.797000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.19,223.75,233.13,205.77
2013-12-07 22:07:14.870000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.65,214.96,222.04,231.53,207.02
2014-01-08 22:06:55.162000,L8,,379.76,386.19,372.84,377.10,,,,,,,,,,,,,,,,,,,,,,,,,211.50,217.94,223.92,202.37
2014-01-24 22:06:45.554000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.65,219.45,227.42,204.29
2014-02-09 22:06:33.299000,L8,392.17,393.99,517.70,520.06,506.95,378.58,379.41,378.96,376.77,386.72,382.75,379.35,354.55,376.28,362.31,,,,,,,,,,,,,,197.39,213.86,221.64,223.08,203.90
2014-03-29 22:05:52.007000,L8,,404.37,354.16,387.46,365.92,369.53,360.29,,,,,,,,,,,,,,,,,,,,,,,202.07,219.38,225.01,197.39
2014-04-30 22:05:22.578000,L8,,,399.67,373.26,380.20,346.90,356.79,379.97,372.45,388.23,378.21,,,,,,,,,,,,,,,,,,,211.87,220.49,308.43,201.32
2014-05-16 22:05:09.831000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.04,222.86,195.65
2014-06-17 22:05:20.950000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.80,213.86,220.58,311.74,204.93
2014-08-04 22:05:38.545000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.91,219.12,190.24
2014-08-20 22:05:42.763000,L8,,387.32,383.47,372.42,349.66,371.67,376.25,375.73,373.53,374.55,372.62,362.42,,,,,,,,,,,,,,,,,230.22,210.39,219.40,304.46,200.48
2014-10-07 22:05:49.968000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.58,201.06,219.24,233.17,200.24
2014-11-08 22:05:52.173000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.09,214.56,225.83,285.70,205.54
2015-02-28 22:05:24.487000,L8,,372.59,390.47,377.37,370.33,366.73,343.63,379.39,395.95,377.71,369.72,386.56,,,,,,,,,,,,,,,,,,209.37,219.85,274.39,199.69
2015-03-16 22:05:13.611000,L8,,,,346.34,340.74,336.75,,,,,,,,,,,,,,,,,,,,,,,191.52,202.03,213.82,219.00,192.84
