dates,satname,nzd0284-0000,nzd0284-0001,nzd0284-0002,nzd0284-0003,nzd0284-0004,nzd0284-0005,nzd0284-0006,nzd0284-0007,nzd0284-0008,nzd0284-0009,nzd0284-0010,nzd0284-0011,nzd0284-0012,nzd0284-0013,nzd0284-0014,nzd0284-0015,nzd0284-0016,nzd0284-0017,nzd0284-0018,nzd0284-0019,nzd0284-0020,nzd0284-0021,nzd0284-0022,nzd0284-0023,nzd0284-0024,nzd0284-0025,nzd0284-0026,nzd0284-0027,nzd0284-0028,nzd0284-0029,nzd0284-0030,nzd0284-0031,nzd0284-0032,nzd0284-0033,nzd0284-0034,nzd0284-0035,nzd0284-0036,nzd0284-0037,nzd0284-0038,nzd0284-0039,nzd0284-0040,nzd0284-0041,nzd0284-0042,nzd0284-0043,nzd0284-0044,nzd0284-0045,nzd0284-0046,nzd0284-0047,nzd0284-0048,nzd0284-0049,nzd0284-0050,nzd0284-0051,nzd0284-0052,nzd0284-0053,nzd0284-0054,nzd0284-0055,nzd0284-0056,nzd0284-0057,nzd0284-0058,nzd0284-0059,nzd0284-0060,nzd0284-0061,nzd0284-0062,nzd0284-0063,nzd0284-0064,nzd0284-0065,nzd0284-0066,nzd0284-0067,nzd0284-0068,nzd0284-0069,nzd0284-0070,nzd0284-0071,nzd0284-0072,nzd0284-0073,nzd0284-0074,nzd0284-0075,nzd0284-0076,nzd0284-0077,nzd0284-0078,nzd0284-0079,nzd0284-0080,nzd0284-0081,nzd0284-0082,nzd0284-0083,nzd0284-0084,nzd0284-0085,nzd0284-0086,nzd0284-0087,nzd0284-0088,nzd0284-0089,nzd0284-0090,nzd0284-0091,nzd0284-0092,nzd0284-0093,nzd0284-0094,nzd0284-0095,nzd0284-0096,nzd0284-0097,nzd0284-0098,nzd0284-0099,nzd0284-0100,nzd0284-0101,nzd0284-0102,nzd0284-0103,nzd0284-0104,nzd0284-0105,nzd0284-0106,nzd0284-0107,nzd0284-0108,nzd0284-0109,nzd0284-0110,nzd0284-0111,nzd0284-0112,nzd0284-0113,nzd0284-0114,nzd0284-0115,nzd0284-0116,nzd0284-0117,nzd0284-0118,nzd0284-0119,nzd0284-0120,nzd0284-0121,nzd0284-0122,nzd0284-0123,nzd0284-0124,nzd0284-0125,nzd0284-0126,nzd0284-0127,nzd0284-0128,nzd0284-0129,nzd0284-0130,nzd0284-0131,nzd0284-0132,nzd0284-0133,nzd0284-0134,nzd0284-0135,nzd0284-0136,nzd0284-0137,nzd0284-0138,nzd0284-0139,nzd0284-0140,nzd0284-0141,nzd0284-0142,nzd0284-0143,nzd0284-0144,nzd0284-0145,nzd0284-0146,nzd0284-0153,nzd0284-0154,nzd0284-0155,nzd0284-0156,nzd0284-0157,nzd0284-0158,nzd0284-0159,nzd0284-0160,nzd0284-0161,nzd0284-0162,nzd0284-0163,nzd0284-0164,nzd0284-0165,nzd0284-0147,nzd0284-0148,nzd0284-0149,nzd0284-0150,nzd0284-0151,nzd0284-0152,nzd0284-0166,nzd0284-0167,nzd0284-0168,nzd0284-0169
1999-08-21 21:46:56.985000,L7,416.40,410.17,387.24,413.62,415.14,415.58,415.93,422.18,442.70,449.82,444.58,422.54,424.70,427.56,314.83,339.75,319.05,292.45,250.68,280.78,290.64,414.89,386.69,411.25,404.43,408.39,296.42,298.41,322.01,315.34,333.09,324.02,417.97,408.69,401.97,407.53,415.32,449.07,361.65,338.93,324.76,300.03,302.42,264.04,248.43,246.03,232.20,252.74,235.11,266.39,250.08,236.77,274.75,273.28,233.29,238.60,214.78,287.63,313.01,277.76,165.08,294.77,311.41,288.28,277.96,261.58,247.80,248.52,230.70,169.75,180.65,360.33,331.21,301.74,316.24,282.50,269.63,298.99,323.67,303.36,285.20,260.40,236.88,213.49,232.74,290.37,294.58,347.63,310.70,311.53,423.33,427.92,413.59,256.32,235.26,245.17,256.27,236.96,253.71,177.46,164.46,195.55,169.86,168.02,157.63,317.61,292.21,346.40,332.69,339.57,259.64,278.46,279.46,323.26,276.82,306.92,213.40,406.75,398.56,399.98,404.25,328.17,309.60,291.49,252.88,333.86,335.34,269.75,238.80,188.98,175.12,340.95,335.31,324.10,318.24,341.97,338.95,338.78,340.69,398.64,404.61,404.35,399.56,393.97,392.75,391.86,391.86,339.18,335.31,334.30,338.56,337.50,404.61,335.11,322.29,216.75,254.65,304.75,281.06,181.94,,,,,,,,,,
1999-08-28 21:53:11.984000,L7,329.63,328.42,341.51,346.20,342.59,340.89,347.04,332.28,316.53,319.44,329.38,323.48,317.73,313.54,324.24,339.83,324.62,306.04,257.12,292.51,314.10,300.45,286.00,285.28,308.93,310.48,298.63,308.02,331.32,336.62,335.74,328.59,316.41,332.86,326.12,280.14,286.41,277.68,357.48,340.90,320.91,310.37,306.84,272.34,269.43,248.48,236.70,258.82,241.36,276.52,326.88,317.51,281.43,276.45,254.65,263.11,284.44,304.39,316.17,277.12,175.49,293.56,309.81,287.08,280.49,263.15,250.90,249.39,232.12,178.89,346.12,348.53,340.29,304.78,327.45,306.55,278.16,329.56,336.81,333.18,298.77,265.72,253.86,240.04,321.30,304.65,312.42,349.73,315.60,317.74,348.03,319.90,332.02,317.38,280.25,324.90,287.29,240.81,339.78,265.43,232.40,305.16,332.84,331.72,318.49,325.50,312.70,339.62,343.73,337.57,313.96,309.63,315.99,332.03,324.70,340.46,308.55,313.28,310.82,321.04,330.36,334.49,329.55,304.14,274.14,334.31,331.55,308.06,335.19,332.43,335.90,333.57,337.48,264.79,319.91,340.28,327.48,323.13,325.54,333.61,304.44,221.30,243.57,287.97,331.95,190.35,,331.40,335.26,333.61,339.00,331.44,,334.63,322.44,306.48,299.29,312.88,302.34,314.18,315.36,326.49,213.63,203.97,332.46,332.80,299.46,290.69,274.00,291.24
1999-09-22 21:47:00.785000,L7,332.54,332.19,349.60,349.27,350.29,343.54,353.32,340.08,324.41,345.60,339.74,335.29,325.94,312.87,324.15,345.84,327.18,297.80,260.40,292.83,297.09,303.21,295.55,286.49,302.90,313.90,298.92,311.69,330.52,329.58,344.54,332.75,324.87,320.64,326.97,292.73,316.67,321.47,360.74,343.87,333.25,310.94,304.11,264.21,252.95,249.67,233.68,259.84,259.59,340.63,340.58,333.17,283.66,271.70,243.39,325.83,329.06,317.70,320.28,289.14,237.56,301.67,313.63,289.22,279.15,262.76,257.06,251.44,240.20,190.96,346.32,363.00,352.09,315.53,337.32,297.26,280.85,350.96,351.72,448.98,418.39,413.62,401.84,413.81,337.00,328.72,344.89,348.89,341.60,341.29,355.00,325.66,347.73,331.57,309.88,338.63,345.18,342.18,336.62,273.62,268.62,314.18,327.77,329.03,329.20,325.24,324.02,358.45,352.10,336.79,311.70,315.85,327.51,339.38,337.35,343.86,341.82,341.25,319.72,339.97,344.92,339.41,342.11,317.41,294.59,340.38,342.58,315.02,334.34,353.37,346.97,344.28,352.82,341.99,335.54,347.90,348.90,343.59,349.69,347.76,340.06,342.56,339.61,334.21,333.97,307.88,315.36,345.95,348.48,345.34,344.76,341.45,321.49,337.94,326.59,315.02,306.44,317.98,313.95,313.42,318.97,327.43,329.07,318.79,336.74,348.44,304.65,295.85,289.60,290.53
1999-09-29 21:53:16.190000,L7,331.50,330.16,338.51,343.29,335.96,343.82,347.66,338.36,322.57,346.82,341.38,333.35,326.62,324.93,330.24,339.72,326.30,295.00,259.66,288.03,300.26,299.63,304.03,298.92,310.96,317.73,307.39,322.97,335.62,331.77,331.73,332.51,327.49,330.30,323.62,298.55,320.50,347.14,352.02,342.17,323.53,331.07,309.43,267.19,256.26,308.14,242.43,265.16,264.14,336.27,337.64,325.07,285.13,272.93,247.20,321.04,329.83,324.39,327.28,288.06,190.24,297.38,313.47,285.46,279.11,261.43,257.75,346.06,347.11,336.46,164.17,351.67,348.71,340.63,338.60,301.54,342.28,344.79,347.03,332.78,303.38,273.75,407.41,413.09,393.91,403.55,323.06,323.12,332.17,332.04,342.76,336.13,329.23,320.68,310.98,332.71,333.24,334.57,334.80,274.54,307.02,321.92,333.75,331.51,328.03,339.47,318.42,342.08,340.53,342.67,315.27,317.72,324.81,332.24,327.23,327.85,336.11,329.20,317.73,323.63,337.66,334.83,326.81,318.10,316.74,333.25,332.20,318.74,334.75,337.52,339.26,339.63,334.06,334.80,334.79,333.60,332.20,332.43,329.30,333.48,328.70,325.43,319.97,319.55,320.68,307.00,315.66,335.41,337.97,335.55,335.03,327.82,313.75,328.31,325.51,315.00,305.93,310.07,306.56,307.37,319.02,324.67,323.65,326.43,332.00,335.28,298.50,295.32,290.18,286.40
1999-10-24 21:46:56.203000,L7,,,493.34,520.92,443.80,506.74,,529.46,511.05,481.93,442.21,434.34,472.29,466.69,437.76,473.86,438.36,426.95,436.90,432.18,418.81,415.88,431.92,419.37,442.69,423.84,435.73,508.39,438.98,484.33,518.27,461.99,510.48,531.82,532.26,427.06,414.95,431.60,438.35,434.38,459.63,441.41,426.85,404.57,410.62,410.88,414.18,404.47,410.15,415.20,412.36,411.49,410.23,401.91,391.03,398.39,404.41,404.72,407.82,409.60,412.68,416.55,414.49,438.45,434.29,432.34,442.56,434.21,423.17,434.90,431.27,433.26,438.73,432.16,429.26,423.67,436.84,427.42,432.14,426.73,431.22,423.93,425.17,435.18,436.93,440.63,,,532.77,454.71,432.73,,,455.56,466.26,500.84,439.74,428.65,430.22,428.79,440.44,433.10,435.99,435.74,432.66,438.53,433.55,429.87,427.19,426.01,416.74,412.53,416.66,474.03,467.39,425.06,421.30,413.84,401.15,417.99,417.60,419.20,412.16,413.29,413.42,413.53,491.65,420.43,410.40,414.47,417.50,422.27,414.82,418.81,428.29,424.06,426.22,432.29,432.30,421.02,412.06,416.08,413.92,405.30,407.50,403.55,407.40,412.36,408.72,400.61,409.10,409.79,409.88,405.93,397.07,392.11,387.08,377.59,368.47,374.97,402.97,413.23,413.09,413.57,407.08,414.49,361.52,367.86,342.59,355.32
1999-10-31 21:53:08.082000,L7,382.37,408.21,427.51,420.98,418.08,407.15,395.22,505.68,488.73,460.37,398.26,492.24,442.25,429.75,418.62,433.94,486.53,499.84,500.10,493.43,530.66,470.09,480.15,512.17,531.75,531.66,508.88,417.36,411.48,412.70,415.56,429.21,420.00,420.72,500.65,458.12,400.25,405.25,518.30,477.29,447.79,423.28,423.52,535.14,527.00,441.23,433.84,452.31,410.66,434.85,474.35,493.70,423.47,427.73,417.74,415.89,409.84,436.22,424.92,417.03,422.74,422.62,415.14,427.37,431.22,430.18,428.51,431.48,423.93,417.30,397.72,500.02,,468.89,421.36,366.12,359.63,365.38,355.43,374.26,367.13,519.26,511.12,458.07,391.42,396.75,414.30,518.00,,,,,,526.48,414.26,413.58,401.50,410.31,382.38,402.48,408.84,414.04,434.71,406.56,405.81,404.30,385.74,396.05,394.45,389.09,396.83,398.11,402.89,397.50,396.27,393.00,397.03,398.61,401.66,409.24,412.90,410.63,409.99,407.89,397.82,404.07,403.82,417.70,425.05,417.04,420.65,365.06,,518.99,418.45,417.33,485.60,424.36,406.07,397.35,396.74,411.91,408.44,369.27,384.10,407.52,394.83,361.95,379.71,384.03,393.01,367.25,384.59,363.75,373.62,378.23,376.90,371.69,373.74,339.73,367.11,365.51,414.94,426.30,413.30,382.93,336.74,334.65,335.51,331.94
2000-01-19 21:53:01.775000,L7,,,,,,,,,,,,475.13,491.53,440.91,441.65,430.22,423.35,426.16,414.06,412.42,413.17,419.86,391.55,379.53,414.57,416.83,420.62,420.41,387.98,397.77,486.58,431.87,521.30,478.32,435.60,417.57,403.65,422.87,420.71,434.84,444.18,435.35,410.86,423.29,425.27,420.63,424.56,423.91,417.74,424.47,419.39,420.45,428.97,412.36,393.62,398.34,403.11,412.55,419.13,355.64,351.75,340.42,360.30,405.13,419.26,437.37,445.84,451.69,445.29,438.19,429.95,399.86,405.72,404.57,401.13,395.79,387.35,391.48,389.95,395.47,417.48,421.72,438.80,,,,,445.05,407.97,418.80,423.13,460.29,472.44,,,,538.49,512.53,470.35,497.74,451.42,449.48,438.73,436.38,478.42,436.99,427.45,512.25,454.17,440.94,426.83,423.38,440.68,413.78,392.06,405.77,419.90,421.94,419.88,379.11,380.69,385.23,412.47,421.80,453.41,411.43,405.55,412.30,406.99,387.83,392.80,394.27,408.19,421.22,431.85,426.52,421.66,421.63,414.37,409.68,411.61,410.30,406.83,361.24,380.55,405.20,411.41,427.17,440.58,429.20,435.21,396.42,415.89,430.40,439.99,436.68,432.08,472.76,359.04,440.13,408.81,407.44,405.33,401.25,394.00,413.44,480.04,358.82,395.37,384.50
2000-02-04 21:53:01.324000,L7,463.84,433.02,426.75,430.36,432.55,431.55,427.06,432.08,437.60,433.90,458.43,473.60,471.29,454.22,406.35,401.59,407.39,397.54,449.15,430.68,431.92,377.91,399.62,396.58,419.45,467.79,490.42,450.38,457.68,432.82,425.85,425.64,429.30,464.46,454.51,425.75,538.77,,437.21,448.16,441.95,429.47,417.71,400.55,407.84,414.43,413.25,419.13,412.43,410.55,409.21,413.08,407.54,404.61,398.83,400.13,404.30,411.61,412.26,415.95,416.22,422.31,428.27,434.04,427.00,412.59,417.77,421.86,420.81,423.56,409.16,424.47,431.06,432.14,486.36,436.73,430.45,438.79,448.95,439.90,431.49,424.50,427.89,426.31,431.42,425.48,416.17,436.61,439.27,422.85,429.29,426.56,417.57,507.13,447.16,491.84,452.84,439.38,423.44,433.33,433.54,435.69,435.98,430.92,433.89,441.99,421.65,421.51,419.72,402.00,398.22,406.08,395.12,401.07,407.79,393.78,402.40,404.53,411.80,413.61,418.92,410.31,407.40,401.81,408.28,415.27,404.41,403.04,406.76,404.19,407.77,419.73,415.70,414.80,412.36,416.99,420.12,433.34,442.69,460.93,425.35,412.67,465.05,449.52,437.58,389.57,394.26,422.61,431.06,445.38,404.97,397.98,406.07,412.84,416.56,434.26,415.36,370.54,344.99,342.34,399.06,395.17,416.56,400.93,404.40,408.63,398.27,378.86,400.33,390.17
2000-02-13 21:46:48.016000,L7,310.26,284.86,322.39,328.53,324.25,328.55,338.63,332.89,331.67,335.40,333.06,332.75,291.03,238.42,298.41,317.61,293.52,278.95,230.96,310.68,323.14,323.97,330.52,329.71,330.53,327.59,329.64,330.09,337.15,339.60,344.76,341.82,332.50,333.70,335.79,339.30,352.97,380.53,428.32,411.55,402.53,459.63,456.24,385.14,338.38,339.56,337.05,338.49,333.55,343.53,369.23,379.60,471.53,,,,,,,,465.56,458.67,392.75,,432.07,260.64,253.91,253.79,232.04,200.71,346.36,403.39,365.10,350.82,355.76,350.20,352.03,351.81,355.85,351.87,358.01,356.69,351.57,348.92,342.80,330.06,339.14,351.24,353.04,354.49,358.88,418.57,415.21,364.23,418.76,422.55,350.34,347.92,350.90,427.11,410.84,450.12,356.33,352.93,351.41,356.22,352.62,498.75,377.13,,,,,,,,386.29,403.65,445.62,344.02,341.36,344.26,342.63,338.22,338.06,338.45,339.43,339.37,342.26,335.27,338.68,342.07,335.38,342.78,339.66,342.28,336.06,336.72,336.35,338.10,336.72,328.84,328.83,323.19,317.61,322.14,323.78,328.66,326.67,331.42,333.15,331.38,313.85,319.89,322.97,310.35,303.87,310.80,306.35,305.78,324.56,327.17,326.07,333.50,333.14,328.72,304.29,294.13,287.84,286.12
2000-02-20 21:52:53.613000,L7,409.15,400.03,407.94,416.76,413.57,409.28,400.77,414.56,420.33,418.36,410.73,415.44,430.81,411.29,409.91,407.93,409.81,408.82,405.66,405.74,430.60,406.75,409.43,405.23,406.32,398.55,403.27,397.19,407.23,409.67,404.33,487.26,436.41,401.09,414.24,410.05,415.34,417.92,415.82,409.21,409.72,412.84,398.77,398.50,387.72,406.44,424.55,411.08,407.06,404.56,396.47,409.69,393.57,380.58,383.11,401.21,396.55,401.81,405.43,401.48,404.94,414.19,408.62,409.15,418.75,404.99,417.66,420.37,419.77,415.42,408.48,414.53,408.24,414.71,408.89,411.09,411.60,407.69,414.11,418.58,399.08,415.13,401.42,397.26,403.26,403.20,399.48,398.75,418.30,415.69,409.99,414.35,413.92,407.11,413.14,409.65,408.58,410.07,403.89,413.19,402.76,409.83,406.82,413.32,399.86,402.31,400.92,393.30,395.38,395.81,406.41,399.29,402.16,399.50,405.61,393.03,410.53,396.17,405.03,410.84,405.00,405.86,458.91,414.70,411.09,513.06,501.81,406.72,485.71,475.65,404.41,408.14,404.20,403.35,406.18,435.36,418.26,415.85,415.40,405.07,388.30,395.79,386.84,394.31,407.11,402.55,380.84,390.40,401.41,397.88,395.43,376.15,384.02,390.04,377.23,378.47,369.46,376.21,383.35,386.64,380.74,373.37,379.93,377.07,367.80,386.58,370.87,375.60,372.30,366.19
