dates,satname,nzd0515-0000,nzd0515-0001,nzd0515-0002,nzd0515-0003,nzd0515-0004,nzd0515-0005,nzd0515-0006,nzd0515-0007,nzd0515-0008,nzd0515-0009,nzd0515-0010,nzd0515-0011,nzd0515-0012,nzd0515-0013,nzd0515-0014,nzd0515-0015,nzd0515-0016,nzd0515-0017,nzd0515-0018,nzd0515-0019,nzd0515-0020,nzd0515-0021,nzd0515-0022,nzd0515-0023,nzd0515-0024,nzd0515-0025,nzd0515-0026,nzd0515-0027,nzd0515-0028,nzd0515-0029,nzd0515-0030,nzd0515-0031,nzd0515-0032,nzd0515-0033,nzd0515-0034,nzd0515-0037,nzd0515-0038,nzd0515-0039,nzd0515-0040,nzd0515-0041,nzd0515-0042,nzd0515-0043,nzd0515-0044,nzd0515-0035,nzd0515-0036
1999-08-17 22:13:37.953000,L7,233.78,193.67,214.18,196.35,271.74,282.17,280.21,287.00,300.71,292.52,277.82,263.46,261.73,250.35,251.10,226.68,211.84,164.35,191.45,290.08,281.58,264.90,171.45,175.26,283.89,266.75,255.05,230.89,256.29,283.89,241.30,259.71,243.50,226.39,245.04,213.35,238.67,250.88,193.21,179.81,183.11,175.25,175.00,,
1999-12-07 22:13:41.663000,L7,344.92,322.75,306.66,291.76,291.53,294.05,296.08,349.70,357.86,370.51,356.85,273.16,288.82,258.04,273.48,284.27,300.94,307.76,318.09,322.40,323.76,305.33,315.38,302.18,293.56,278.96,287.81,248.51,263.73,288.10,292.84,297.62,292.13,279.78,262.75,236.51,299.28,294.49,285.99,259.12,267.92,267.36,281.62,269.94,252.56
1999-12-16 22:07:33.708000,L7,245.95,227.13,208.43,244.78,282.45,283.22,287.08,295.73,302.75,299.03,285.35,270.59,287.75,255.59,271.15,280.07,187.22,225.07,250.34,308.88,319.55,297.98,306.79,309.81,290.64,281.16,284.69,250.21,266.42,294.02,229.20,196.05,287.69,274.52,253.50,228.77,295.66,289.67,281.39,253.92,264.00,268.69,273.93,263.98,246.32
2000-05-08 22:06:44.900000,L7,364.08,300.66,298.07,287.79,290.45,289.06,287.48,305.94,315.02,311.00,287.40,282.57,291.08,257.47,277.38,281.80,296.06,290.28,320.53,317.65,323.41,308.04,314.63,311.87,295.64,290.02,284.17,273.24,277.90,294.67,295.71,298.55,357.96,342.14,340.20,256.75,305.62,303.09,283.47,265.00,266.00,259.76,280.84,331.99,257.52
2000-05-15 22:12:54.183000,L7,298.07,299.12,305.07,294.44,293.46,295.73,295.14,311.13,317.28,306.98,288.00,292.84,296.35,263.72,285.49,288.14,303.16,289.72,324.02,318.86,322.43,309.42,312.19,311.55,292.78,289.43,289.93,275.69,272.59,301.06,302.58,304.92,306.75,295.01,279.50,274.77,307.26,304.46,290.92,269.86,271.49,271.86,283.17,270.39,263.31
2000-06-16 22:12:38.425000,L7,,,,,,,,,,,161.80,229.53,222.14,197.01,,,,,,205.19,235.00,225.33,232.98,232.54,232.40,260.05,197.24,182.19,249.37,262.11,271.25,280.03,278.34,274.22,202.53,223.59,242.42,220.76,,,,,,,215.48
2000-06-25 22:06:19.852000,L7,292.74,295.62,295.37,294.67,291.42,290.85,295.50,302.67,312.03,295.62,297.82,301.92,298.54,260.35,276.75,286.91,304.37,280.31,318.07,318.07,296.11,301.85,315.00,299.63,288.89,272.62,288.62,183.70,276.38,296.70,297.04,308.97,297.48,295.40,246.21,276.99,302.40,310.74,302.35,264.31,268.89,272.69,280.76,271.18,255.47
2000-07-27 22:05:48.258000,L7,301.31,303.00,313.83,293.66,296.97,284.18,286.33,313.06,310.06,304.74,288.70,292.89,296.38,268.46,276.91,287.40,303.86,274.96,320.45,315.01,277.04,277.97,283.81,244.40,235.42,209.45,242.54,261.83,284.30,298.48,300.23,302.88,298.82,288.63,278.19,273.83,304.28,298.83,286.06,259.73,264.28,267.41,282.86,270.54,260.36
2000-09-20 22:11:14.930000,L7,292.44,304.34,299.38,287.60,284.41,284.81,285.92,293.47,310.27,305.70,241.58,281.09,284.57,255.72,270.59,279.52,296.38,300.78,316.46,310.04,312.42,298.89,312.36,309.59,292.51,276.01,272.30,244.74,256.00,287.83,243.10,243.00,243.83,228.98,272.22,263.69,296.69,249.07,281.57,253.49,258.84,258.56,265.97,265.90,236.47
2000-12-18 22:05:01.704000,L7,494.91,422.81,389.62,382.15,407.97,419.10,404.47,425.63,393.61,386.32,368.67,376.52,397.75,382.39,361.39,430.91,437.75,414.01,471.11,443.85,413.44,412.43,404.97,417.99,391.00,344.07,341.93,368.47,466.06,469.78,476.63,453.18,433.35,365.00,370.59,381.96,410.96,409.32,395.71,384.49,414.31,477.93,445.35,370.28,406.69
