dates,satname,nzd0330-0000,nzd0330-0001,nzd0330-0002,nzd0330-0003,nzd0330-0004,nzd0330-0005,nzd0330-0006,nzd0330-0007,nzd0330-0008,nzd0330-0009,nzd0330-0010,nzd0330-0011,nzd0330-0012,nzd0330-0013,nzd0330-0014,nzd0330-0015,nzd0330-0016,nzd0330-0017,nzd0330-0018,nzd0330-0019,nzd0330-0020,nzd0330-0021,nzd0330-0022,nzd0330-0023,nzd0330-0024,nzd0330-0025,nzd0330-0026,nzd0330-0027,nzd0330-0028,nzd0330-0029,nzd0330-0030,nzd0330-0031,nzd0330-0032,nzd0330-0033,nzd0330-0034,nzd0330-0035,nzd0330-0036,nzd0330-0037,nzd0330-0038,nzd0330-0039,nzd0330-0040,nzd0330-0041,nzd0330-0042,nzd0330-0043,nzd0330-0044,nzd0330-0045,nzd0330-0046,nzd0330-0047,nzd0330-0048,nzd0330-0049,nzd0330-0050,nzd0330-0051,nzd0330-0052,nzd0330-0053,nzd0330-0054,nzd0330-0055,nzd0330-0056,nzd0330-0057,nzd0330-0058,nzd0330-0059,nzd0330-0060,nzd0330-0061,nzd0330-0062
1999-08-21 21:47:44.927000,L7,340.37,332.90,343.55,370.15,373.86,378.66,269.51,264.98,411.20,400.37,356.20,352.14,361.93,340.31,344.88,349.39,324.47,323.69,313.39,390.34,365.85,417.49,414.60,435.97,380.98,363.89,408.26,412.19,396.25,398.95,403.72,353.59,340.21,333.14,345.98,372.94,376.50,376.54,368.03,367.74,352.51,374.78,370.04,371.00,353.69,351.61,348.16,344.38,343.95,358.32,364.22,370.24,361.41,377.22,378.84,373.67,371.38,359.13,363.23,365.42,366.55,366.71,365.24
1999-08-28 21:53:35.950000,L7,,,264.05,317.61,334.55,243.92,252.51,252.68,285.58,312.76,343.30,338.86,308.66,312.20,286.82,287.51,274.31,265.16,279.78,305.45,282.86,288.24,312.53,321.09,322.02,334.47,349.09,330.20,318.61,320.82,328.62,313.65,321.72,323.22,314.77,324.57,321.06,331.56,325.90,341.35,352.33,406.95,399.71,458.27,377.72,351.01,326.24,326.40,336.60,345.38,352.40,370.51,370.19,344.23,370.41,366.55,361.04,353.74,346.40,350.85,352.57,355.81,354.36
1999-09-22 21:47:48.716000,L7,378.04,387.78,503.54,521.63,523.03,513.65,487.39,480.24,506.38,528.26,490.41,434.09,495.47,506.47,490.37,485.06,492.56,381.55,501.83,487.24,483.21,515.68,473.36,504.79,442.86,415.23,383.06,412.48,503.50,493.43,507.95,515.87,520.98,498.53,501.01,367.92,367.34,538.25,503.22,497.51,360.42,367.09,374.69,489.19,487.62,520.87,357.12,352.99,356.30,385.44,384.26,507.05,510.17,514.02,510.45,385.30,391.45,385.27,384.43,383.32,389.49,383.71,382.17
1999-09-29 21:53:40.155000,L7,415.32,423.70,430.15,416.08,421.69,418.77,417.11,415.61,414.59,478.15,451.87,424.20,419.54,414.92,409.76,409.82,423.55,424.62,457.34,424.13,433.74,431.17,432.45,417.69,431.51,417.96,409.53,412.61,407.69,414.47,416.57,413.58,419.88,439.14,420.93,425.54,421.01,405.81,434.44,448.37,429.88,414.78,437.73,496.91,480.98,455.48,425.41,419.62,486.21,506.01,480.97,481.77,462.11,487.52,510.15,470.75,482.18,468.01,416.87,428.34,465.87,472.22,454.30
1999-10-24 21:47:44.121000,L7,378.59,389.29,385.90,384.52,384.50,386.91,378.50,383.02,380.00,382.77,380.71,376.69,380.55,371.62,364.11,372.42,371.68,375.25,378.28,420.41,410.28,408.94,408.54,404.38,410.43,371.62,370.28,380.02,372.07,425.70,472.85,355.73,360.54,373.81,379.62,378.23,352.88,362.21,373.59,369.92,363.42,368.42,380.67,375.73,372.38,370.95,369.84,367.07,361.45,486.64,393.63,416.70,389.28,423.94,432.03,401.14,421.99,394.46,396.84,411.18,412.38,395.52,407.07
1999-11-16 21:53:32.114000,L7,396.13,401.74,368.06,359.89,362.12,371.84,369.02,362.57,355.62,362.04,350.04,400.90,352.19,393.80,351.25,391.12,394.68,395.48,396.65,401.83,406.59,407.41,349.47,320.91,302.96,313.87,314.83,317.30,302.87,307.94,380.18,391.20,392.11,381.53,377.33,384.55,386.47,389.74,385.30,386.54,381.33,377.93,388.84,399.87,411.90,407.14,425.60,381.11,382.46,413.06,409.57,406.99,403.83,421.96,414.50,403.31,398.13,391.16,425.12,445.80,420.27,446.60,454.79
1999-12-11 21:47:48.967000,L7,409.09,420.95,423.81,414.11,395.83,415.27,432.63,426.95,373.08,403.30,426.71,474.70,450.97,433.76,407.95,402.95,297.60,290.48,293.17,308.28,310.78,324.19,323.05,319.14,317.23,316.40,324.04,327.65,318.81,320.97,334.03,314.92,332.26,333.46,328.29,340.43,336.40,344.22,343.78,335.54,338.22,361.46,347.46,354.60,392.02,369.27,369.54,353.86,358.87,374.16,381.26,377.48,366.74,385.28,386.91,388.38,383.34,384.94,421.35,408.85,400.43,413.01,389.11
2000-01-12 21:47:42.353000,L7,331.70,315.60,296.35,327.16,326.41,,,,,,,461.33,459.25,436.85,395.95,299.56,296.88,298.28,298.39,308.35,308.22,316.75,310.57,319.33,308.21,313.56,316.01,320.59,312.29,312.42,332.81,314.46,322.49,324.91,320.81,317.13,322.48,331.26,331.34,329.14,344.59,361.58,343.98,349.13,351.90,351.03,338.09,330.08,331.48,345.61,358.19,362.40,353.94,371.01,371.67,372.54,363.27,242.54,254.38,366.87,370.66,371.14,364.59
2000-01-19 21:53:25.812000,L7,384.54,386.86,379.53,396.53,450.13,399.27,394.26,391.33,385.00,383.71,377.01,378.28,380.81,510.83,459.49,476.54,368.83,357.00,390.67,377.75,389.36,383.66,383.86,423.23,417.01,403.10,376.00,386.79,372.93,373.76,368.38,367.09,365.66,370.12,359.25,355.41,351.06,356.77,364.54,360.38,357.14,365.59,377.65,377.30,370.28,369.66,369.22,367.08,366.41,399.83,377.65,397.19,379.55,390.71,394.86,389.82,402.43,392.89,396.22,394.37,401.19,391.17,395.86
2000-04-17 21:47:08.557000,L7,457.98,461.20,463.92,467.47,388.99,483.98,488.08,497.90,482.13,486.34,470.16,375.25,382.89,373.73,498.98,440.25,403.77,425.39,389.96,389.88,367.19,436.90,439.90,442.59,430.64,352.98,359.05,364.94,364.21,372.72,364.32,361.52,361.37,362.53,361.81,359.35,360.97,360.42,369.78,360.96,362.56,368.34,377.74,373.74,460.25,458.66,441.79,345.56,352.72,379.65,370.67,374.40,362.46,389.08,392.90,387.38,386.21,380.85,383.91,381.51,379.40,375.54,371.80
2000-05-03 21:47:07.085000,L7,345.91,394.78,380.23,400.64,400.58,396.61,395.48,280.40,396.30,390.61,391.42,373.06,372.26,372.79,369.29,388.20,389.12,430.05,434.36,439.04,432.77,433.33,449.15,428.82,418.99,387.50,443.86,480.02,448.40,462.90,386.77,448.68,458.26,451.32,372.20,368.34,358.68,377.40,378.82,371.44,359.51,369.49,374.40,374.45,373.84,368.99,373.04,374.02,371.82,406.44,382.25,391.48,376.26,390.91,395.11,386.24,392.16,387.07,386.69,399.83,405.14,399.08,397.84
2000-05-19 21:46:55.786000,L7,314.70,322.04,432.95,469.60,343.25,169.46,257.54,257.25,358.69,399.04,358.31,338.03,376.78,363.95,325.55,359.36,332.52,327.67,361.39,370.41,391.30,368.59,377.32,399.60,360.39,356.01,356.47,337.49,354.31,372.13,389.01,353.19,373.62,348.01,386.40,429.51,421.83,335.80,225.86,265.31,334.90,352.09,356.56,369.38,368.75,364.70,347.35,351.18,347.80,358.11,355.49,365.32,358.39,380.66,382.56,381.03,378.62,373.63,378.56,377.40,378.92,377.45,367.82
2000-05-26 21:52:36.566000,L7,312.69,302.46,298.14,345.38,326.72,,245.03,241.83,280.26,309.98,335.17,333.58,296.73,305.36,297.86,307.87,287.46,293.73,295.46,320.24,310.36,319.27,316.47,324.31,428.05,437.82,458.00,470.12,468.08,323.83,350.37,327.86,343.43,336.38,327.44,343.32,326.50,330.74,338.96,323.24,350.52,347.31,354.01,352.10,370.78,368.28,349.44,335.23,355.17,362.23,362.70,366.16,361.71,378.64,385.26,375.37,370.75,363.11,372.79,375.02,377.83,372.59,368.82
2000-06-20 21:46:40.813000,L7,487.31,485.63,492.86,489.67,397.56,450.45,240.03,245.24,497.17,428.21,354.24,337.06,300.34,329.95,310.20,304.44,281.57,283.45,296.14,362.36,313.06,324.66,323.73,341.60,337.07,337.89,319.80,324.82,323.57,325.31,330.06,322.66,328.27,335.91,340.05,400.71,427.58,390.10,376.30,342.51,351.98,374.80,352.01,357.75,352.30,349.08,350.48,347.45,377.48,367.48,372.45,373.03,357.24,373.50,372.88,370.65,371.48,363.32,362.75,373.16,373.82,377.08,372.36
2000-07-06 21:46:26.953000,L7,,,,335.49,292.84,,,,,207.60,304.81,289.49,290.77,285.71,292.27,295.23,292.70,289.26,294.95,320.89,311.65,309.41,322.49,268.60,295.91,296.42,310.50,312.31,259.00,290.63,301.85,234.74,257.83,246.40,,,,335.65,339.88,331.17,,,,290.37,245.37,183.29,,,,217.86,293.37,291.35,279.90,331.33,316.27,265.00,239.36,237.68,208.26,253.51,271.79,374.83,368.23
2000-07-13 21:52:07.753000,L7,326.94,313.25,296.87,372.05,341.58,,248.50,255.70,303.29,353.16,355.69,347.69,316.93,331.06,320.42,322.75,317.44,308.40,372.97,369.09,328.67,344.33,343.72,340.49,342.18,371.97,360.04,340.69,339.49,342.15,343.26,339.36,357.45,342.13,348.30,364.14,347.15,358.63,356.44,356.73,347.67,353.86,356.00,356.50,350.07,348.14,348.68,337.95,355.36,374.06,370.42,373.05,364.98,380.46,381.06,377.95,381.93,374.69,369.46,376.06,380.72,372.88,375.15
2000-07-29 21:51:50.349000,L7,326.65,317.39,455.58,465.32,478.37,478.09,474.04,450.21,446.69,366.16,372.50,395.28,388.44,409.93,351.90,484.64,496.21,517.79,513.44,499.66,530.63,475.32,521.52,402.96,383.90,373.08,382.40,386.19,344.08,430.77,458.13,468.30,499.24,423.06,492.21,356.84,365.18,365.02,477.38,476.24,491.47,454.60,491.04,469.71,500.82,500.96,498.10,357.07,370.82,409.53,383.79,411.83,376.70,399.02,395.06,386.10,393.39,387.10,381.70,395.63,413.38,389.16,409.34
2000-08-14 21:51:44.223000,L7,329.65,318.56,295.91,358.95,350.32,231.04,250.04,251.00,279.97,320.05,359.94,343.40,315.13,330.46,473.17,479.28,486.79,491.04,310.62,328.12,325.93,345.05,329.85,346.06,326.98,514.49,522.00,522.55,503.42,324.75,338.31,323.81,334.77,345.33,344.01,355.07,351.07,351.60,361.92,358.72,354.93,357.24,358.07,359.03,351.65,348.27,339.64,344.29,348.62,371.60,370.24,373.92,366.19,378.62,384.94,371.81,372.64,360.24,363.43,368.00,368.95,365.39,368.76
2000-09-15 21:51:13.624000,L7,325.19,315.45,295.75,342.15,341.95,268.18,241.41,238.47,270.00,305.21,336.03,345.22,306.68,314.13,311.36,301.68,306.24,293.62,293.84,317.49,311.44,321.11,318.64,322.11,314.96,315.42,321.92,327.50,314.42,323.56,329.44,318.85,317.85,323.87,318.17,319.05,324.10,332.63,339.28,332.64,341.10,352.08,342.75,352.08,347.46,345.88,325.70,329.78,336.03,348.51,354.53,357.71,246.99,267.30,370.62,363.36,366.40,349.03,351.11,361.73,366.53,365.28,256.43
