dates,satname,nzd0053-0000,nzd0053-0001,nzd0053-0002,nzd0053-0003,nzd0053-0004,nzd0053-0005,nzd0053-0006,nzd0053-0007,nzd0053-0008,nzd0053-0009,nzd0053-0010,nzd0053-0011,nzd0053-0012
1999-08-17 22:10:26.276000,L7,275.93,338.74,313.56,266.96,302.90,335.25,295.17,309.92,315.46,311.88,236.27,322.19,350.69
1999-09-27 22:04:25.056000,L7,,170.48,281.43,269.02,309.98,404.90,416.91,420.54,434.06,448.64,233.22,452.17,452.46
1999-11-14 22:04:18.343000,L7,,,215.93,269.14,309.34,332.01,307.64,322.68,341.08,350.55,235.74,331.53,453.75
2000-01-17 22:04:11.868000,L7,,177.63,279.25,292.18,314.47,334.82,327.34,331.34,346.46,358.40,270.68,335.55,497.09
2000-02-09 22:10:19.398000,L7,392.45,387.12,397.66,404.27,315.85,329.72,302.44,318.71,328.84,426.84,430.57,430.16,424.60
2000-04-29 22:09:53.797000,L7,,208.08,315.28,332.29,321.72,332.56,337.68,346.84,337.17,344.91,284.18,335.99,359.74
2000-05-15 22:09:42.527000,L7,,,,,174.06,196.10,209.11,188.43,296.56,196.22,,,
2000-05-24 22:03:22.722000,L7,251.87,293.93,307.42,317.24,318.21,339.82,337.93,360.60,346.64,364.17,248.07,349.87,389.42
2000-06-16 22:09:26.713000,L7,370.70,379.26,382.09,390.75,391.09,396.78,394.42,402.62,406.73,415.04,416.77,428.08,527.59
2000-08-03 22:08:44.137000,L7,,,392.75,399.74,403.90,413.09,409.07,311.34,321.04,310.51,254.35,235.73,239.87
2000-08-12 22:02:30.151000,L7,316.67,289.04,309.38,325.23,328.93,345.14,333.33,362.17,369.18,359.35,331.53,235.16,173.37
2000-08-19 22:08:38.248000,L7,431.82,416.58,437.68,436.70,465.29,467.61,450.15,462.63,494.69,463.51,445.93,451.25,437.67
2000-09-04 22:08:22.800000,L7,,206.82,314.87,292.15,315.94,328.38,318.04,322.03,322.93,310.29,234.65,241.66,231.24
2000-09-13 22:02:02.316000,L7,320.37,325.80,300.32,335.40,407.81,427.06,425.43,437.21,439.57,455.65,464.10,375.82,391.50
2000-09-20 22:08:03.348000,L7,354.48,343.99,206.31,357.71,368.68,360.22,362.54,364.00,375.77,375.90,384.97,385.79,363.09
2000-10-15 22:01:32.252000,L7,,174.67,305.14,330.58,323.42,348.19,335.76,361.51,363.28,370.84,365.00,379.24,388.43
2000-10-22 22:07:50.487000,L7,420.53,410.68,415.32,423.67,425.57,436.30,429.47,420.65,431.69,442.42,439.93,441.80,436.85
2001-02-04 22:01:50.443000,L7,229.34,232.88,271.80,303.57,311.10,340.17,313.92,326.72,373.80,387.73,404.09,468.23,489.53
2001-02-27 22:07:54.461000,L7,432.20,439.24,415.79,436.63,453.13,499.23,527.36,516.04,491.87,473.00,474.13,418.35,407.64
2001-03-24 22:01:35.778000,L7,,,,,218.22,179.56,216.42,163.68,178.27,200.85,188.30,263.13,333.05
2001-06-03 22:07:16.736000,L7,,,,293.27,256.72,247.27,247.05,247.12,322.78,336.17,269.83,280.61,311.56
2001-06-19 22:07:05.722000,L7,,332.72,321.65,289.68,255.21,270.40,245.17,246.49,344.59,331.43,271.34,324.96,305.46
2001-08-15 22:00:14.727000,L7,334.59,274.95,317.69,301.93,318.25,361.24,364.96,367.46,377.18,383.52,394.07,331.46,379.38
2001-09-07 22:06:11.116000,L7,,172.67,295.26,352.85,360.38,359.52,295.04,360.97,356.17,357.36,285.70,338.87,351.90
2001-11-19 21:59:56.393000,L7,,,,250.69,305.75,333.20,303.42,309.46,329.07,359.86,189.51,259.45,216.38
2001-12-05 21:59:55.034000,L7,,,,254.08,308.64,252.43,244.85,217.93,343.92,337.55,185.30,241.17,172.29
2001-12-21 22:00:05.972000,L7,354.88,354.52,363.77,372.74,384.42,389.36,395.44,409.26,417.14,392.82,435.90,429.93,472.71
2001-12-28 22:06:14.106000,L7,424.54,419.54,417.15,424.40,431.68,438.23,435.22,440.43,439.13,455.06,449.38,455.94,468.41
2002-01-22 22:00:16.971000,L7,,,263.84,260.82,311.33,339.90,345.92,348.13,358.46,362.01,468.06,481.36,482.45
2002-02-23 22:00:19.685000,L7,,,271.67,261.05,310.47,332.23,337.31,333.66,368.52,361.75,179.26,255.84,316.25
