dates,satname,nzd0482-0000,nzd0482-0001,nzd0482-0002,nzd0482-0003,nzd0482-0004,nzd0482-0005,nzd0482-0006,nzd0482-0007,nzd0482-0008,nzd0482-0009,nzd0482-0010,nzd0482-0011,nzd0482-0012,nzd0482-0013,nzd0482-0014,nzd0482-0015,nzd0482-0016,nzd0482-0017,nzd0482-0018,nzd0482-0019,nzd0482-0020,nzd0482-0021,nzd0482-0022,nzd0482-0023,nzd0482-0024,nzd0482-0025,nzd0482-0026,nzd0482-0027,nzd0482-0028,nzd0482-0029,nzd0482-0030,nzd0482-0031,nzd0482-0032,nzd0482-0033,nzd0482-0034,nzd0482-0035,nzd0482-0036,nzd0482-0037,nzd0482-0038,nzd0482-0039,nzd0482-0040,nzd0482-0041,nzd0482-0042,nzd0482-0043,nzd0482-0044,nzd0482-0045,nzd0482-0046,nzd0482-0047,nzd0482-0048,nzd0482-0049,nzd0482-0050,nzd0482-0051,nzd0482-0052,nzd0482-0053,nzd0482-0054,nzd0482-0055,nzd0482-0056,nzd0482-0057,nzd0482-0058,nzd0482-0059,nzd0482-0060,nzd0482-0061,nzd0482-0062,nzd0482-0063,nzd0482-0064,nzd0482-0065,nzd0482-0066,nzd0482-0067,nzd0482-0068,nzd0482-0069,nzd0482-0070,nzd0482-0071,nzd0482-0072,nzd0482-0073,nzd0482-0074,nzd0482-0075,nzd0482-0076,nzd0482-0077,nzd0482-0078,nzd0482-0079,nzd0482-0080,nzd0482-0081,nzd0482-0082,nzd0482-0083,nzd0482-0084,nzd0482-0085,nzd0482-0086,nzd0482-0087,nzd0482-0088,nzd0482-0089,nzd0482-0090,nzd0482-0091,nzd0482-0092,nzd0482-0093,nzd0482-0094,nzd0482-0095,nzd0482-0096,nzd0482-0097,nzd0482-0098,nzd0482-0099,nzd0482-0100,nzd0482-0101,nzd0482-0102,nzd0482-0103,nzd0482-0104,nzd0482-0105,nzd0482-0106,nzd0482-0107,nzd0482-0108,nzd0482-0109,nzd0482-0110,nzd0482-0111,nzd0482-0112,nzd0482-0113,nzd0482-0114,nzd0482-0115,nzd0482-0116,nzd0482-0117,nzd0482-0118,nzd0482-0119,nzd0482-0120,nzd0482-0121,nzd0482-0122,nzd0482-0123,nzd0482-0124,nzd0482-0125,nzd0482-0126,nzd0482-0127,nzd0482-0128,nzd0482-0129,nzd0482-0130,nzd0482-0131,nzd0482-0132,nzd0482-0133,nzd0482-0134,nzd0482-0135,nzd0482-0136,nzd0482-0137,nzd0482-0138,nzd0482-0139,nzd0482-0140,nzd0482-0141,nzd0482-0142,nzd0482-0143,nzd0482-0144,nzd0482-0145,nzd0482-0146,nzd0482-0147,nzd0482-0148,nzd0482-0149,nzd0482-0150
2013-10-11 22:16:05.328000,L8,331.15,344.81,375.05,365.43,350.64,361.88,371.83,374.81,358.71,368.05,381.32,365.99,351.69,382.35,386.16,369.34,375.79,376.46,365.25,377.25,388.83,386.90,362.08,379.34,356.78,348.41,337.15,347.12,344.74,350.83,353.23,362.59,370.51,365.72,359.53,352.36,351.07,345.97,362.01,349.42,371.90,345.92,346.64,354.50,350.40,349.39,366.18,348.09,341.04,362.99,353.41,349.49,353.22,362.75,363.87,375.44,369.99,371.88,387.77,370.44,397.04,375.02,358.88,379.47,371.35,371.48,368.83,370.23,375.76,373.94,369.39,401.96,369.81,366.99,368.11,374.01,390.20,387.03,406.15,388.67,367.85,362.94,371.23,367.57,376.00,380.74,384.75,382.73,374.92,385.86,380.05,375.18,377.14,367.52,373.46,373.15,374.96,388.25,381.31,383.96,409.77,395.32,386.67,391.61,393.47,389.32,396.57,402.79,401.16,407.08,393.51,381.08,379.92,381.28,406.51,396.31,393.17,421.03,399.36,393.28,387.58,391.69,378.92,372.74,380.40,380.43,385.21,377.88,380.93,383.61,385.39,380.54,374.15,378.91,381.78,383.39,372.40,374.21,388.43,381.95,367.38,358.84,366.60,370.96,380.70,383.29,373.10,369.63,374.51,365.46,371.53
2013-10-11 22:16:29.291000,L8,326.62,336.55,370.01,352.89,344.31,355.77,365.69,369.32,351.18,360.44,376.03,355.53,347.18,353.24,378.51,366.46,372.65,370.52,358.72,364.96,383.27,381.48,352.25,354.31,352.37,345.29,331.39,344.72,340.82,343.88,346.03,356.88,365.09,361.66,355.49,348.76,347.11,341.61,354.39,346.00,338.19,341.40,342.39,351.59,345.67,346.24,362.96,344.18,337.43,359.94,349.88,345.13,350.04,355.25,359.61,366.54,366.39,364.80,374.41,358.16,391.45,371.25,352.00,373.98,367.25,368.05,362.70,365.24,369.69,369.64,363.91,398.89,363.79,361.64,360.91,369.16,385.66,381.41,400.47,378.52,363.14,358.39,367.98,362.77,371.12,375.21,379.28,378.62,371.08,380.32,374.62,369.81,372.72,362.86,368.19,369.04,369.60,382.20,376.69,378.15,403.97,391.54,382.58,387.09,389.20,383.60,392.14,396.25,394.72,400.79,385.43,374.76,374.12,373.11,400.98,390.20,385.71,415.41,393.21,385.22,381.39,385.58,374.03,368.07,375.36,372.48,377.14,366.07,374.53,378.99,379.43,373.84,367.38,370.61,375.47,376.52,364.03,367.87,375.57,376.75,361.57,354.23,359.35,366.46,363.22,374.79,367.02,360.20,369.40,358.11,367.16
2013-10-18 22:22:13.444000,L8,292.09,319.69,323.36,344.22,310.41,309.19,309.15,318.63,321.75,334.89,325.15,327.21,337.20,349.45,345.56,337.87,334.47,345.44,335.41,325.52,326.96,335.99,337.20,338.76,338.61,330.85,316.47,319.88,319.33,320.14,321.41,310.80,325.81,322.35,322.84,317.78,310.35,303.73,320.28,312.90,321.43,324.05,319.70,317.21,274.51,328.29,335.04,325.48,314.01,319.41,325.78,327.08,335.21,324.74,330.61,304.23,318.18,316.32,306.39,320.21,326.10,319.73,307.53,321.35,324.58,321.48,319.19,324.87,313.95,319.73,314.34,317.53,323.74,326.83,320.77,328.81,323.62,326.75,316.28,329.15,331.57,329.39,330.80,323.90,328.79,286.19,292.57,296.46,299.76,289.93,306.27,316.37,318.37,306.49,312.45,317.62,322.28,322.84,327.24,327.35,333.28,320.01,314.29,328.69,336.27,340.75,348.55,280.13,270.72,312.58,303.10,261.69,218.87,300.71,313.88,333.18,325.55,325.00,333.38,322.64,328.90,266.69,221.78,251.12,296.59,326.65,329.89,327.65,329.36,339.13,341.40,345.39,346.66,339.78,330.44,331.89,318.52,299.26,307.17,312.26,307.17,314.67,325.19,328.86,332.07,343.00,344.52,329.89,338.44,327.25,366.85
2013-10-27 22:15:55.590000,L8,322.63,339.35,348.87,340.21,332.98,347.39,351.33,348.59,343.71,350.57,360.83,370.90,362.67,361.15,359.85,353.40,363.20,368.68,346.41,341.53,336.23,373.09,344.11,346.68,343.72,335.34,330.54,339.50,350.37,346.69,347.30,346.92,352.35,348.92,346.96,348.49,344.30,350.91,366.56,381.61,378.07,398.99,350.41,352.54,347.68,352.95,357.89,353.02,339.66,334.15,360.86,360.50,368.27,381.12,395.33,402.91,400.16,390.17,393.16,394.92,384.96,385.71,372.12,373.64,367.62,379.15,364.81,365.12,363.49,370.06,369.25,359.75,381.53,357.17,351.08,356.30,359.49,365.01,352.78,359.33,373.33,371.00,370.38,366.40,373.27,378.74,378.69,361.80,364.66,360.42,369.05,367.11,361.99,362.46,370.21,363.07,363.22,363.97,366.25,366.29,362.69,361.20,356.35,367.91,374.62,371.98,372.13,362.29,364.79,368.26,369.03,359.19,361.88,369.36,372.23,375.42,369.37,361.88,368.68,366.45,383.23,387.31,379.25,369.76,363.28,363.59,368.69,376.99,376.57,367.11,368.62,366.43,368.67,373.02,376.79,377.75,371.53,359.54,361.28,354.66,356.11,356.93,360.37,362.16,359.47,361.90,361.55,362.19,373.49,368.04,367.82
2013-10-27 22:16:19.549000,L8,322.70,339.37,348.95,340.29,333.11,347.48,351.40,348.77,343.78,350.63,361.03,370.92,362.41,361.24,359.93,353.62,363.32,368.82,346.47,341.65,336.27,373.18,344.21,346.77,343.78,335.43,330.69,339.65,350.43,346.86,347.46,347.07,352.54,349.07,347.31,348.64,344.37,351.02,366.69,382.40,378.16,399.32,350.43,352.57,347.73,353.09,358.05,353.13,339.75,334.22,360.91,360.62,368.51,381.28,395.45,403.09,400.20,390.25,393.27,395.03,385.08,385.84,372.30,373.70,367.81,379.26,364.92,365.29,363.58,370.19,369.40,359.93,381.76,357.32,351.18,356.44,359.61,365.10,352.85,359.38,373.44,371.15,370.50,366.49,373.36,378.83,378.88,361.84,364.76,360.52,369.14,367.26,362.14,362.57,370.31,363.16,363.40,364.07,366.41,366.39,362.79,361.32,356.42,367.98,374.81,372.13,372.25,362.41,364.97,368.38,369.13,359.23,361.95,369.45,372.34,375.54,369.46,361.97,368.72,366.55,383.28,387.40,379.32,369.85,363.37,363.63,368.75,377.10,376.63,367.11,368.35,366.56,368.71,373.13,376.91,377.88,371.52,359.60,361.30,354.67,355.97,356.86,360.61,362.04,359.51,361.88,361.59,362.07,373.36,368.06,367.78
2013-11-19 22:22:01.448000,L8,450.69,358.95,367.85,406.19,408.31,342.27,350.44,345.06,355.13,356.74,357.80,357.43,368.09,377.39,369.25,361.09,351.69,353.58,350.64,457.98,420.11,471.96,469.21,460.55,472.69,447.53,452.21,463.12,471.13,496.57,450.41,481.25,495.16,491.11,345.94,339.21,338.22,330.36,339.85,335.16,333.82,340.30,344.40,343.62,349.56,366.34,371.91,377.32,375.79,385.32,392.20,409.82,409.78,415.30,399.52,431.70,433.24,457.18,503.39,428.75,443.34,434.64,445.22,431.38,438.44,429.69,428.36,435.82,447.55,453.47,521.33,492.18,404.30,443.53,472.46,349.12,354.96,349.90,353.91,366.78,364.61,357.59,357.78,359.97,362.67,368.80,374.49,364.94,372.72,374.78,385.93,384.91,372.73,375.49,379.95,374.78,373.98,381.61,384.79,385.85,380.58,378.89,382.93,388.62,388.70,387.57,393.38,390.14,390.70,399.20,389.76,385.68,382.87,389.55,391.33,392.68,395.16,394.28,392.71,394.86,395.47,392.96,399.97,400.84,402.76,405.30,408.27,418.16,415.03,406.01,398.04,400.89,408.17,412.52,416.28,415.62,402.83,391.76,393.69,392.97,397.58,396.81,399.08,520.91,465.56,473.63,506.40,448.19,498.74,479.25,438.06
2013-12-05 22:22:00.725000,L8,316.32,336.09,339.50,357.97,349.57,349.73,330.34,343.01,347.50,359.23,347.28,354.34,368.06,384.01,395.65,370.95,363.29,363.12,351.92,342.88,349.70,361.93,352.35,346.71,353.64,348.26,373.42,350.03,339.08,342.06,342.12,340.62,344.80,339.93,338.67,329.75,310.97,302.23,303.68,297.61,298.13,317.46,312.25,312.25,283.02,280.73,254.65,254.83,298.55,312.70,333.32,352.65,346.35,330.11,325.97,321.43,323.91,324.79,327.79,334.23,333.51,322.09,308.56,311.45,316.04,324.89,333.40,332.60,334.96,335.81,330.41,321.77,315.69,318.21,326.02,322.84,325.35,328.42,355.09,368.09,356.40,352.41,359.52,357.50,343.62,312.21,318.61,309.42,310.14,296.06,339.46,315.47,317.60,329.13,343.92,356.26,336.12,359.40,358.75,358.41,360.44,349.61,359.29,366.16,373.61,361.47,343.87,313.12,290.10,284.30,279.36,269.47,313.96,302.70,289.80,274.66,290.41,304.43,318.75,302.60,283.55,286.12,275.88,284.43,316.29,313.18,327.34,348.58,348.31,308.81,237.82,210.54,232.67,256.88,270.74,292.08,279.55,274.51,246.75,245.98,223.78,180.77,154.79,193.58,210.61,229.71,265.67,311.49,278.60,340.33,179.75
2013-12-30 22:15:37.096000,L8,278.46,297.79,326.09,326.57,303.88,312.84,314.90,314.65,334.81,351.77,282.99,308.93,326.08,325.64,,,,,,,,,,,,238.88,239.83,216.29,284.65,240.71,282.90,242.95,272.59,304.40,300.67,303.50,279.14,284.42,293.66,282.30,285.02,348.64,238.82,382.18,455.36,283.70,,158.02,275.11,294.50,308.02,312.34,317.46,310.00,295.93,296.20,304.05,290.79,291.57,310.01,321.60,318.05,313.33,310.94,306.16,316.49,314.12,318.38,307.65,310.56,303.51,308.84,306.98,294.96,297.52,307.11,304.63,302.73,314.71,324.43,328.75,345.19,335.91,322.92,334.08,302.17,324.09,318.07,311.52,324.00,304.88,341.36,334.15,353.58,354.71,342.05,335.79,338.80,338.17,339.54,341.84,333.74,326.66,334.65,344.84,344.41,342.64,310.76,300.93,330.91,338.11,335.61,326.62,333.99,341.00,334.93,335.46,339.74,345.91,344.18,345.04,343.83,339.05,345.31,339.74,340.02,341.72,318.53,343.72,346.14,340.89,335.73,338.43,335.18,338.79,334.94,339.67,322.31,327.92,329.40,335.62,333.42,340.41,342.18,339.04,338.80,340.91,326.28,360.40,341.99,344.78
2013-12-30 22:16:01.055000,L8,277.08,295.85,324.87,325.31,302.41,310.71,312.62,309.51,331.32,345.84,279.71,306.59,236.49,253.65,,,,,,,,,,,,233.63,238.67,215.65,283.06,238.37,278.79,242.23,270.33,303.52,299.74,302.23,277.78,282.57,292.81,281.54,283.88,346.15,259.17,,,,,155.18,274.13,294.04,307.55,312.03,316.72,309.40,294.75,295.06,303.12,289.12,290.68,309.32,320.82,317.28,312.11,310.22,304.72,315.80,313.69,317.94,307.14,309.97,302.81,308.33,306.23,292.67,297.00,306.10,303.31,301.41,314.03,324.05,328.00,344.34,335.37,322.32,333.59,301.40,307.01,316.96,310.99,322.65,303.77,340.53,333.05,352.58,353.99,341.05,335.30,338.15,337.11,338.55,341.28,332.76,325.83,333.40,343.84,343.25,341.58,309.75,299.58,329.00,334.83,334.68,325.00,332.88,339.47,333.73,334.16,338.53,345.25,343.56,344.02,343.29,337.94,343.24,338.38,339.17,341.04,315.47,338.93,344.47,339.68,333.85,336.61,333.44,336.95,333.65,338.77,321.03,326.72,328.25,334.81,332.32,339.68,340.95,337.68,337.94,340.31,325.74,359.94,341.45,344.37
2014-01-22 22:21:31.494000,L8,328.67,350.56,346.47,340.77,335.23,388.24,373.34,374.13,373.72,388.15,400.46,388.93,361.49,422.88,421.15,427.83,433.79,415.01,386.78,363.92,382.17,376.01,398.71,436.15,462.53,469.11,346.94,373.54,382.37,396.03,422.41,413.61,429.98,412.52,411.79,420.47,393.10,381.46,384.75,380.20,388.02,389.78,405.52,413.98,398.36,442.43,430.04,418.94,410.57,406.97,394.38,419.25,413.32,439.64,433.42,439.98,372.67,382.69,430.39,431.95,458.40,482.77,,472.79,444.08,442.51,437.37,416.01,433.12,440.93,434.93,403.92,427.66,433.84,438.39,440.41,428.45,452.77,441.18,441.31,449.20,464.12,495.42,423.70,431.85,440.09,432.09,476.98,485.48,440.63,448.30,451.45,453.46,499.09,518.54,463.22,464.43,473.32,472.14,475.21,386.30,383.74,371.93,375.01,468.37,385.76,398.58,440.91,383.43,387.20,449.58,445.85,426.58,427.82,430.86,452.95,467.06,455.05,491.34,481.86,479.75,465.44,452.27,438.50,465.57,472.10,394.06,409.42,405.93,394.47,436.43,426.49,446.08,487.17,445.43,430.15,428.51,420.86,444.94,454.41,445.03,422.78,523.90,,,,,,,,
2014-02-07 22:21:21.056000,L8,260.92,285.11,305.16,303.63,286.79,286.49,287.91,293.23,288.55,297.09,305.70,303.12,310.65,349.52,314.83,314.25,307.11,313.11,311.85,307.28,303.21,309.73,302.53,290.65,292.47,279.73,289.27,285.48,318.93,293.35,298.16,299.12,297.58,301.55,283.61,213.24,206.96,214.04,,,,,312.71,281.61,259.53,238.02,273.34,261.02,295.06,286.45,292.05,298.23,307.16,215.90,265.03,222.73,234.17,243.77,,,,,198.99,297.72,290.55,293.69,298.08,300.69,286.38,291.99,289.75,292.29,275.72,268.19,281.58,291.07,282.46,285.87,299.93,303.31,304.66,308.49,309.19,300.99,318.03,294.29,295.64,297.90,303.69,296.98,291.38,308.83,313.64,311.29,318.74,318.19,314.49,320.57,316.34,324.81,326.39,321.98,312.68,330.59,333.61,340.59,337.50,308.72,298.07,323.18,330.99,321.52,318.44,319.53,320.53,324.49,320.02,324.97,328.89,329.54,332.21,327.20,322.12,301.88,321.67,326.98,332.65,314.25,326.04,323.15,316.21,319.25,325.33,323.03,319.09,327.02,328.26,302.57,312.75,316.23,322.18,322.90,328.44,324.77,326.48,351.18,339.51,322.52,361.60,338.98,342.46
2014-02-23 22:21:08.076000,L8,323.58,342.17,380.79,339.56,347.23,344.13,349.65,341.93,354.00,357.78,348.66,352.60,367.05,362.17,359.09,353.77,341.91,366.94,381.14,375.08,388.81,375.27,377.25,385.66,363.75,348.70,354.80,344.46,350.14,374.72,380.20,373.61,397.17,370.06,371.53,388.02,376.68,340.60,346.88,350.11,355.05,380.27,349.87,353.19,371.18,375.79,401.91,393.27,360.62,390.37,371.60,398.77,416.96,423.24,426.81,429.88,395.71,384.93,397.88,377.72,355.03,359.54,357.29,366.10,378.86,395.74,385.97,384.96,386.44,402.98,372.86,361.04,367.25,396.06,381.01,378.60,370.71,429.50,394.19,391.15,372.60,372.69,389.91,393.55,401.83,417.32,420.42,413.49,419.58,431.19,439.28,422.34,405.35,427.23,416.13,418.29,418.01,402.78,404.47,413.01,380.02,378.14,409.41,386.58,411.96,427.47,449.65,436.59,419.12,446.77,383.04,423.91,444.78,441.08,435.26,419.69,404.92,427.22,443.04,429.58,432.64,443.87,447.45,432.48,429.62,411.99,442.98,470.37,471.04,466.48,437.68,447.48,461.98,449.99,418.56,399.96,383.54,396.98,443.54,428.41,411.78,361.92,438.85,425.05,440.79,428.77,425.42,407.80,424.78,433.77,364.41
2014-03-11 22:20:55.957000,L8,314.66,334.98,334.57,332.71,332.72,334.41,339.44,346.92,342.29,349.34,343.06,347.42,343.06,355.99,355.35,351.51,348.83,348.85,349.83,350.66,348.21,402.45,382.03,357.88,344.97,328.71,328.84,359.25,360.44,356.67,352.44,348.03,353.05,341.67,348.37,349.30,345.54,344.72,344.85,336.89,348.30,352.74,348.74,351.71,359.39,355.33,359.03,354.09,339.35,331.10,332.13,349.86,354.40,364.65,417.48,370.30,382.14,374.12,377.21,389.27,401.75,364.96,368.05,365.54,350.13,374.92,404.32,380.72,388.45,395.16,405.48,431.79,389.42,364.47,372.50,386.17,382.79,376.27,374.34,382.40,376.05,371.53,371.76,376.03,376.33,380.71,387.12,379.76,373.26,383.51,394.56,372.75,407.72,391.26,396.60,419.39,408.93,402.60,399.87,405.02,395.64,386.62,391.63,409.68,383.86,411.06,400.70,419.42,426.62,431.75,422.98,399.40,392.21,415.47,428.52,383.82,449.34,421.07,385.59,408.98,416.09,420.46,425.31,425.96,398.16,377.17,409.26,385.65,391.15,393.17,402.65,437.09,416.70,384.90,422.28,434.43,378.99,436.27,371.57,421.50,393.26,369.55,373.47,375.63,376.19,373.05,372.13,367.89,379.75,361.92,372.00
2014-03-20 22:14:37.534000,L8,437.53,399.48,397.98,408.25,381.84,390.69,392.52,382.70,404.38,415.98,421.07,413.61,418.27,410.04,400.17,400.62,391.78,400.44,397.34,405.29,423.32,421.24,416.58,387.87,382.55,366.75,354.49,357.73,355.10,368.94,395.10,395.86,418.12,414.01,368.91,408.91,365.03,349.04,355.66,352.61,365.61,384.96,391.18,386.86,392.15,379.94,368.31,365.76,361.36,353.05,363.28,357.70,371.89,371.89,427.32,431.73,403.78,378.43,401.11,425.27,460.66,434.88,388.28,394.02,408.32,420.00,433.67,423.86,446.38,465.93,442.94,446.64,435.73,425.41,454.13,456.34,446.99,397.89,410.55,430.70,392.87,444.35,437.45,441.30,436.57,442.85,449.86,433.69,426.33,466.83,462.16,445.74,436.69,446.31,446.91,457.45,445.31,470.90,463.46,463.43,459.99,459.77,464.32,456.77,472.28,466.52,478.15,467.84,467.11,480.13,478.15,447.27,444.47,464.96,480.48,488.06,440.95,450.68,460.27,455.02,456.24,460.43,458.74,459.46,467.13,474.60,486.89,494.51,490.14,470.57,439.69,441.67,435.36,478.12,449.28,443.17,444.21,436.85,461.84,442.75,444.12,456.30,448.44,436.34,441.98,446.00,424.03,441.73,428.80,403.80,406.79
2014-03-20 22:15:01.497000,L8,439.01,401.46,398.27,409.27,382.76,391.48,394.02,383.79,404.93,417.16,421.40,414.80,418.66,411.27,400.74,401.21,392.47,401.66,398.32,405.85,423.85,422.06,416.96,388.59,382.90,367.77,355.74,358.73,356.72,369.99,395.82,396.48,418.52,414.72,369.44,363.36,366.19,349.48,356.33,352.90,366.13,385.45,391.45,387.95,391.99,380.55,368.77,366.88,362.16,353.55,363.28,358.09,372.60,372.19,427.71,432.36,405.33,378.48,400.73,425.32,461.95,435.84,388.78,394.16,408.80,420.16,434.05,425.34,445.71,466.67,443.14,447.62,436.51,425.27,454.66,456.47,447.94,398.10,411.02,432.64,393.04,444.11,438.24,441.66,437.12,442.65,450.35,434.00,426.71,467.31,462.91,446.33,436.45,445.76,447.14,457.46,445.57,470.78,464.64,463.01,461.53,459.78,464.40,456.47,472.39,465.66,478.56,468.50,466.66,479.99,478.92,447.37,445.80,464.91,480.12,488.15,444.96,450.19,460.01,455.32,456.13,459.81,459.23,459.16,466.29,474.53,486.26,493.52,490.00,470.40,441.72,441.63,434.96,478.16,447.95,442.62,443.91,434.09,461.50,441.99,442.89,454.01,447.75,435.98,441.85,444.60,423.53,441.91,427.38,403.01,406.09
2014-05-23 22:13:42.455000,L8,254.44,278.94,189.55,155.94,279.80,277.20,241.27,279.53,191.78,179.14,288.30,285.59,287.82,306.46,301.11,291.73,294.55,288.80,292.05,285.26,289.95,297.26,294.24,261.49,283.18,275.56,271.27,272.09,277.47,282.59,266.47,282.42,241.40,293.60,177.01,279.36,282.00,265.29,278.69,272.21,,228.10,279.55,280.21,,268.20,288.72,282.43,277.66,274.75,285.64,296.32,290.99,281.92,275.11,272.98,268.77,259.27,228.71,265.67,281.97,271.91,277.05,266.18,210.11,280.71,284.42,151.82,260.44,266.85,230.52,272.36,256.00,156.64,237.29,257.69,272.14,247.52,,268.31,293.06,288.21,292.04,271.71,,,,221.71,276.47,264.15,283.72,298.02,295.67,288.86,301.39,293.72,290.88,277.96,281.41,287.97,285.51,,,,,,304.58,228.11,191.03,166.40,156.75,294.04,293.60,287.52,297.64,296.44,293.29,290.35,304.77,306.63,306.38,310.26,280.02,194.13,252.59,296.12,302.88,283.86,,309.23,307.65,306.08,312.07,311.33,300.93,297.44,307.90,286.54,289.30,285.19,298.64,296.64,305.36,309.51,305.46,312.32,312.61,299.72,335.66,318.06,325.12
2014-05-30 22:19:58.900000,L8,302.32,315.78,311.73,310.14,317.19,323.74,322.26,318.20,315.70,323.16,325.78,324.04,335.81,349.50,346.06,339.23,336.13,333.22,329.68,325.54,331.37,327.63,338.41,326.28,326.84,319.29,313.60,318.69,318.09,318.79,333.03,308.88,317.46,326.66,328.21,338.11,319.40,318.14,330.94,324.54,288.80,331.60,332.60,334.79,324.47,342.68,342.80,335.97,336.23,326.38,330.54,336.87,336.99,323.52,327.69,320.96,325.32,333.84,341.52,348.95,348.23,344.94,332.08,332.57,332.91,340.44,337.68,341.76,340.10,338.76,325.85,449.05,439.96,421.13,341.78,345.08,333.73,337.01,337.33,346.72,352.82,351.10,345.19,343.43,353.11,358.26,362.24,344.45,353.93,350.55,347.91,356.78,356.77,355.57,365.30,363.28,361.02,362.31,364.45,368.70,362.17,356.30,366.95,370.08,374.43,364.30,366.03,356.96,364.98,370.01,380.72,371.95,369.35,373.51,378.29,377.23,376.53,366.34,373.79,374.73,383.45,372.43,374.64,372.21,377.77,371.99,393.46,403.55,391.78,387.28,378.96,379.37,384.01,388.68,393.99,394.60,386.24,375.79,383.81,378.98,375.54,375.46,380.00,378.53,382.04,380.61,382.76,371.48,400.12,377.88,383.48
2014-07-01 22:20:10.138000,L8,284.11,305.26,288.59,272.45,298.73,301.31,310.37,301.93,307.31,311.57,315.62,311.37,318.47,332.08,333.31,323.89,321.97,315.99,318.26,320.84,330.24,325.12,326.77,316.83,324.67,299.51,301.51,303.13,333.27,305.26,319.56,304.27,307.33,309.38,312.91,318.19,313.88,300.21,313.55,303.79,284.68,313.69,317.30,326.79,268.83,337.14,302.73,305.60,298.47,309.83,324.48,330.34,335.17,311.93,305.30,306.86,304.49,299.95,302.91,315.26,320.83,318.52,307.05,306.26,303.03,323.17,316.15,317.26,312.06,317.30,306.71,311.90,309.09,311.24,309.39,317.07,317.50,321.15,283.86,367.27,333.25,331.72,331.33,321.25,327.72,302.46,329.14,324.98,330.87,288.03,322.83,333.85,335.31,345.77,340.93,342.17,338.36,341.11,336.76,343.16,348.20,340.31,327.64,342.61,351.52,351.02,343.07,329.65,337.57,346.33,343.07,338.54,339.05,348.01,361.58,354.09,351.65,347.71,349.20,350.23,358.29,352.21,352.36,351.63,348.81,352.53,359.90,340.17,360.62,350.91,360.89,356.59,357.10,360.00,362.78,365.09,356.26,343.25,348.14,345.19,348.82,348.71,349.60,355.24,348.91,351.71,352.70,353.92,374.83,356.16,366.75
2014-07-17 22:20:15.980000,L8,,,,,,278.60,230.99,281.47,227.48,156.32,289.20,286.53,293.45,309.85,304.24,296.39,289.36,271.74,290.82,291.13,288.75,294.26,290.89,261.91,289.92,278.13,274.64,280.36,276.32,285.51,275.05,279.23,244.57,260.21,,,277.04,263.37,280.80,266.92,,,,,,,,,197.62,273.69,290.32,294.05,288.37,264.61,,,,,,,,,,,179.75,205.50,280.28,272.05,259.53,259.82,209.56,261.58,,,,,,,,,293.54,286.43,281.63,,,,,169.11,236.40,256.56,233.49,287.43,260.54,277.54,,,,,,,,,,,,,,,,279.43,286.00,291.11,282.12,249.30,,,,,276.18,310.70,303.32,309.30,,,,,,,,,305.57,306.04,312.17,,,,236.90,280.11,281.86,268.06,286.95,212.65,301.64,307.40,301.22,307.79,306.36,256.77,239.99,317.09,318.41
2014-08-11 22:14:15.733000,L8,280.66,301.48,313.97,307.18,298.61,297.48,301.67,303.22,308.39,312.00,316.94,316.05,326.62,340.32,336.67,332.39,328.17,331.12,322.28,322.90,325.66,331.06,322.46,327.16,318.82,306.26,314.77,315.91,312.22,309.97,326.30,305.42,308.57,311.99,325.46,320.23,322.49,317.49,319.85,312.72,283.66,219.56,278.01,292.89,228.84,331.35,335.39,337.51,325.70,322.71,325.19,329.01,340.04,331.34,340.62,339.07,347.54,445.07,429.71,431.87,474.05,,,,494.68,482.65,473.04,484.23,459.79,355.72,333.92,346.57,322.14,322.63,318.41,321.92,318.94,329.84,327.49,341.87,344.60,343.68,345.30,343.32,344.38,288.44,303.86,328.85,334.17,288.10,333.71,345.13,341.16,345.14,345.33,344.01,341.53,345.15,350.05,350.15,352.10,345.96,342.84,341.97,349.89,349.35,346.71,316.83,321.89,343.48,340.89,342.19,335.91,349.47,361.94,349.73,347.45,345.99,353.09,350.75,372.48,352.84,353.25,347.81,349.36,344.64,343.59,325.16,327.85,354.36,352.52,355.15,358.89,357.25,364.60,362.29,353.27,345.97,359.59,348.15,345.78,343.90,349.09,356.82,348.91,351.89,350.50,333.65,373.66,367.63,373.08
