dates,satname,nzd0239-0000,nzd0239-0001,nzd0239-0002,nzd0239-0003,nzd0239-0004,nzd0239-0005,nzd0239-0006,nzd0239-0007,nzd0239-0008,nzd0239-0009,nzd0239-0010,nzd0239-0011,nzd0239-0012,nzd0239-0013,nzd0239-0014,nzd0239-0015,nzd0239-0016,nzd0239-0017,nzd0239-0023,nzd0239-0024,nzd0239-0025,nzd0239-0026,nzd0239-0027,nzd0239-0028,nzd0239-0029,nzd0239-0030,nzd0239-0031,nzd0239-0032,nzd0239-0033,nzd0239-0034,nzd0239-0035,nzd0239-0036,nzd0239-0041,nzd0239-0042,nzd0239-0043,nzd0239-0044,nzd0239-0049,nzd0239-0050,nzd0239-0051,nzd0239-0052,nzd0239-0053,nzd0239-0054,nzd0239-0055,nzd0239-0056,nzd0239-0057,nzd0239-0058,nzd0239-0059,nzd0239-0060,nzd0239-0061,nzd0239-0062,nzd0239-0065,nzd0239-0066,nzd0239-0067,nzd0239-0068,nzd0239-0069,nzd0239-0070,nzd0239-0071,nzd0239-0073,nzd0239-0074,nzd0239-0075,nzd0239-0078,nzd0239-0079,nzd0239-0080,nzd0239-0081,nzd0239-0082,nzd0239-0083,nzd0239-0084,nzd0239-0085,nzd0239-0086,nzd0239-0092,nzd0239-0093,nzd0239-0094,nzd0239-0095,nzd0239-0096,nzd0239-0097,nzd0239-0098,nzd0239-0099,nzd0239-0100,nzd0239-0101,nzd0239-0102,nzd0239-0103,nzd0239-0104,nzd0239-0105,nzd0239-0106,nzd0239-0113,nzd0239-0114,nzd0239-0115,nzd0239-0117,nzd0239-0118,nzd0239-0119,nzd0239-0120,nzd0239-0121,nzd0239-0124,nzd0239-0125,nzd0239-0126,nzd0239-0127,nzd0239-0128,nzd0239-0129,nzd0239-0130,nzd0239-0131,nzd0239-0132,nzd0239-0133,nzd0239-0134,nzd0239-0135,nzd0239-0136,nzd0239-0137,nzd0239-0018,nzd0239-0019,nzd0239-0020,nzd0239-0021,nzd0239-0022,nzd0239-0037,nzd0239-0038,nzd0239-0039,nzd0239-0040,nzd0239-0045,nzd0239-0046,nzd0239-0047,nzd0239-0048,nzd0239-0063,nzd0239-0064,nzd0239-0072,nzd0239-0076,nzd0239-0077,nzd0239-0087,nzd0239-0088,nzd0239-0089,nzd0239-0090,nzd0239-0091,nzd0239-0107,nzd0239-0108,nzd0239-0109,nzd0239-0110,nzd0239-0111,nzd0239-0112,nzd0239-0116,nzd0239-0122,nzd0239-0123,nzd0239-0138,nzd0239-0139,nzd0239-0140
2003-11-28 21:32:10.197000,L5,287.87,279.37,525.84,403.36,,,,,489.13,342.06,345.52,353.76,345.09,349.51,346.44,344.22,329.38,325.75,308.91,307.19,307.88,308.71,307.54,308.18,304.36,309.40,308.05,295.55,300.75,307.75,309.64,312.81,308.35,312.50,297.50,285.67,310.33,312.79,311.72,316.91,319.36,321.77,319.53,323.25,327.16,331.45,327.87,336.72,339.96,344.45,342.97,342.78,340.30,334.21,335.12,334.85,335.09,335.82,335.19,336.16,335.39,330.26,327.62,333.62,332.58,336.42,337.23,342.11,344.38,333.49,336.74,334.57,334.34,332.34,336.47,334.79,339.65,338.56,341.06,341.04,343.68,342.53,347.07,344.27,358.09,359.06,361.42,364.85,360.59,361.48,358.45,357.12,358.09,355.44,354.35,347.06,335.90,328.05,327.44,326.63,330.83,325.13,316.07,303.92,287.27,262.60,318.38,316.79,312.91,307.17,309.22,316.18,317.49,316.26,313.01,272.60,295.14,300.69,300.94,344.15,347.66,334.10,332.03,333.45,344.23,338.03,338.75,339.89,338.65,347.75,347.31,349.82,350.35,358.47,356.11,360.43,357.24,359.85,256.03,247.34,230.26
2003-11-28 21:32:34.027000,L5,288.62,280.38,531.20,406.53,,,,,490.43,347.07,347.13,355.34,349.35,351.54,350.30,346.04,334.38,328.96,312.17,310.05,311.23,311.86,312.91,311.27,308.00,312.14,311.72,294.11,305.90,311.84,312.96,317.02,314.18,315.52,301.44,287.51,313.44,315.85,314.80,319.41,322.67,324.51,321.61,328.59,329.30,334.63,330.46,339.42,342.25,347.52,345.42,346.96,343.23,338.05,337.80,339.81,337.16,338.58,339.97,338.82,338.67,332.29,332.23,336.77,337.96,338.74,340.52,344.31,347.79,339.65,340.42,338.19,336.80,334.84,339.79,338.56,342.20,341.11,343.98,344.94,346.42,344.67,348.69,347.04,361.48,361.77,366.12,367.85,363.12,364.43,361.13,361.78,360.64,359.61,356.86,349.85,338.05,332.59,330.16,329.56,332.95,328.12,318.86,305.13,288.30,265.74,321.19,321.69,317.47,309.09,311.83,319.35,320.61,319.61,315.73,275.19,299.69,303.39,306.19,348.14,351.11,340.35,336.23,336.68,346.74,340.99,341.51,343.61,341.32,350.92,349.86,352.46,352.73,361.70,358.71,362.86,360.30,364.97,259.96,249.24,234.14
2003-12-14 21:32:14.677000,L5,,,,,,,,,,,,,364.39,362.48,368.18,365.55,359.07,353.66,320.94,325.04,319.27,321.38,323.79,322.20,324.33,326.48,323.61,323.55,322.65,323.72,326.22,335.80,327.68,319.69,317.64,318.40,324.04,322.98,329.17,326.20,331.55,333.17,335.18,341.20,338.24,338.16,347.68,346.64,350.16,352.56,353.83,353.50,350.35,346.62,349.34,350.45,348.55,347.39,344.73,345.29,347.77,343.72,342.11,342.91,344.04,345.12,346.32,344.50,346.56,349.54,345.55,348.76,346.71,345.76,345.24,346.54,346.14,351.51,350.34,350.92,352.79,355.06,359.31,361.53,371.92,381.17,378.95,376.19,375.90,371.64,372.47,373.12,367.63,365.31,362.43,358.26,350.88,338.62,332.32,332.07,337.37,339.08,334.11,316.87,303.82,278.48,342.99,339.44,332.43,330.58,325.06,336.78,339.39,330.85,326.47,311.91,322.26,325.68,324.87,359.89,359.66,348.46,342.62,342.25,348.73,347.53,346.20,355.26,348.64,355.03,359.49,364.00,362.89,363.66,371.05,380.91,367.33,369.18,276.57,264.70,236.40
2003-12-14 21:32:38.364000,L5,,,,,,,,,,,,,370.12,373.01,375.05,374.46,365.52,361.10,331.55,333.42,326.69,329.95,332.58,331.67,333.95,332.61,331.13,328.54,330.20,331.96,335.29,345.07,335.78,328.29,327.76,326.23,330.89,333.18,336.15,335.48,338.96,341.57,343.30,347.66,344.97,346.28,354.74,355.94,354.78,361.66,363.40,362.42,357.89,356.23,356.95,358.36,357.60,355.58,352.06,352.84,353.16,353.87,349.57,352.10,350.94,352.07,355.14,353.18,352.30,356.89,355.10,352.95,353.18,351.52,353.26,353.50,355.27,358.71,357.18,357.67,359.90,361.69,366.74,368.57,381.07,389.42,388.67,384.60,382.30,377.92,380.33,381.07,377.03,372.75,369.94,366.42,359.05,344.66,340.76,340.42,345.83,346.80,341.60,325.68,311.42,288.93,349.66,349.15,340.58,337.05,332.85,345.96,347.65,336.89,334.48,322.41,329.69,332.60,330.35,367.24,367.39,357.42,350.21,351.17,356.68,352.56,356.79,361.61,359.44,363.58,366.59,371.62,370.02,370.42,378.76,389.37,375.93,375.65,283.24,270.45,241.85
2003-12-30 21:32:48.382000,L5,280.98,265.24,261.34,274.76,,,,,,,317.04,318.55,329.27,325.18,315.81,294.48,300.73,300.33,303.80,300.91,306.18,301.19,298.36,295.30,300.45,295.38,290.90,258.68,284.06,297.33,300.26,303.95,307.06,294.53,278.20,241.44,298.01,304.80,305.93,304.64,305.55,313.07,315.13,311.30,313.80,322.38,325.75,328.64,333.77,333.93,339.11,334.88,326.11,328.85,330.06,331.47,330.12,323.34,326.55,322.29,329.69,325.72,325.16,329.57,330.19,331.77,332.60,324.85,331.41,328.62,331.41,331.65,329.21,328.00,330.34,330.49,332.26,328.92,336.15,335.58,336.38,337.42,340.80,339.97,351.46,350.91,356.04,355.76,353.15,355.23,355.99,355.81,352.76,346.58,338.40,333.02,324.25,318.26,311.79,313.08,307.15,304.17,288.10,275.36,258.98,237.14,294.37,294.39,283.00,277.80,299.82,306.17,304.46,304.81,297.69,235.32,249.68,263.77,285.37,335.96,343.71,332.01,327.61,323.55,326.13,331.34,329.61,336.01,332.00,342.70,342.25,345.75,344.26,347.81,346.63,352.37,349.99,352.83,224.36,223.98,213.82
2004-01-15 21:32:26.348000,L5,,,,,,,,,,,,,,,,,,,308.98,304.64,305.43,300.70,304.39,304.01,305.21,304.74,296.66,265.48,292.07,306.90,302.98,307.70,306.15,300.49,283.98,243.94,309.01,307.42,308.59,313.53,312.47,314.26,313.94,319.24,321.44,325.10,327.55,336.96,338.10,340.55,340.21,339.14,336.32,333.06,334.23,336.27,331.78,332.00,333.84,333.45,331.93,328.10,328.24,331.03,331.33,335.29,336.39,337.76,337.16,333.67,335.05,333.26,330.61,328.11,332.23,332.76,334.86,333.01,338.30,337.41,339.38,338.70,343.81,337.19,350.91,355.67,358.78,362.56,357.77,359.93,356.69,357.96,354.86,348.81,342.57,334.02,326.11,323.93,320.68,319.89,316.73,307.74,302.42,281.59,258.70,244.53,303.28,303.62,291.27,290.24,303.33,309.98,309.93,310.01,303.79,238.87,252.17,270.26,288.82,338.51,344.21,335.82,332.84,325.58,334.95,338.85,337.19,344.44,336.50,343.14,343.26,348.24,345.35,350.65,347.35,354.81,353.77,354.78,229.28,226.72,213.06
2004-01-15 21:32:50.035000,L5,,,,,,,,,,,,,,,,,,302.58,301.89,301.27,296.22,295.11,291.68,299.97,292.32,300.21,287.34,260.48,285.61,302.67,290.56,302.99,296.54,295.01,278.18,239.64,299.64,300.39,301.44,307.72,304.49,309.60,308.59,313.15,315.41,318.68,321.55,327.00,331.56,334.41,335.38,330.31,329.41,323.63,330.51,325.16,328.18,326.53,327.13,326.74,319.39,323.76,319.54,325.92,323.60,330.30,328.66,329.69,330.05,326.51,329.23,326.70,324.03,322.43,325.76,326.91,326.70,328.02,331.12,330.80,330.34,333.13,334.95,331.96,343.35,350.89,350.27,355.29,351.89,349.33,352.45,347.84,350.03,341.49,337.83,324.62,322.05,315.91,314.76,313.78,311.50,300.76,299.99,278.33,259.07,237.67,299.26,292.79,287.30,281.31,299.66,303.26,305.94,303.04,299.82,236.56,248.14,264.23,284.10,332.48,335.80,327.39,324.78,322.37,329.14,331.83,334.08,332.59,332.58,335.09,337.72,338.62,340.71,341.86,340.66,350.20,348.60,347.71,225.38,220.82,208.96
2004-01-22 21:38:40.402000,L5,318.00,302.83,300.20,305.05,331.00,352.41,358.07,362.68,358.98,365.62,371.45,373.82,367.46,361.10,359.50,361.32,364.83,359.99,334.61,337.28,343.88,339.88,341.49,348.88,346.93,362.01,345.00,348.19,338.23,354.63,341.95,353.43,334.29,335.31,331.87,320.56,331.35,327.04,332.41,330.75,335.82,330.60,342.09,337.86,344.11,351.71,356.73,357.10,352.25,359.58,363.53,366.32,355.77,358.61,357.72,351.55,351.52,357.03,350.79,352.14,347.85,349.96,344.97,350.32,345.64,347.47,345.13,354.34,350.16,357.60,358.80,355.05,349.56,351.64,349.36,356.02,352.81,357.08,349.12,352.54,354.87,355.95,358.92,359.13,376.91,378.97,381.65,379.12,374.85,376.13,372.08,370.50,436.67,365.90,366.32,359.01,353.38,345.07,337.97,339.25,344.75,351.29,335.23,332.75,317.11,294.97,358.47,354.76,350.09,351.94,336.27,353.69,345.73,340.63,334.64,321.56,325.61,332.62,338.32,363.53,368.76,352.84,346.12,345.30,359.29,361.51,361.66,361.40,359.21,362.77,363.09,365.63,371.08,378.35,375.33,376.79,451.15,455.80,289.99,279.39,263.48
2004-02-16 21:33:00.436000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.36,271.26,274.90,266.73,223.45,281.61,285.16,287.89,289.36,292.33,293.38,294.82,296.89,301.49,302.00,307.60,311.03,315.77,318.94,318.47,316.90,311.98,310.12,316.26,313.37,314.44,307.67,312.19,307.55,306.61,306.79,305.18,307.82,308.94,310.87,315.14,312.45,316.06,,,,,,,,280.81,280.35,289.99,301.16,303.97,303.23,304.47,280.20,276.29,302.24,309.69,326.17,339.32,339.40,337.44,334.16,326.24,322.10,316.37,303.95,293.83,287.52,288.51,288.60,285.85,280.79,266.97,251.27,239.02,216.45,,,,,,250.61,238.05,282.51,259.26,211.35,211.31,239.22,257.21,317.54,319.31,314.34,311.51,306.30,307.69,306.90,282.19,280.53,,296.92,304.15,271.73,281.56,261.65,288.27,322.25,333.41,332.98,201.33,184.88,189.94
2004-03-19 21:33:10.985000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.20,257.42,243.10,191.90,269.70,201.60,198.87,215.02,219.78,230.48,232.36,291.63,293.35,292.31,299.16,304.57,192.95,237.43,243.57,301.22,302.90,260.86,262.73,253.37,264.95,252.31,254.81,260.34,254.66,253.46,234.49,201.21,259.59,238.95,301.15,299.48,297.32,301.86,302.14,302.33,293.02,288.38,296.79,301.13,295.53,298.37,303.73,306.18,306.31,312.54,320.28,311.74,317.87,330.52,323.06,326.85,335.73,328.77,325.06,321.64,318.64,310.69,316.27,305.62,302.05,282.14,283.36,278.70,277.99,273.43,262.98,249.03,236.16,208.91,,,,,,,,275.37,266.03,198.79,,224.13,251.79,270.65,275.66,169.93,264.09,261.58,299.90,303.10,303.24,309.43,304.29,315.90,322.47,316.26,322.40,312.27,317.32,325.22,325.31,325.91,193.91,,
2004-05-06 21:33:58.336000,L5,256.12,242.33,216.07,251.02,260.55,282.36,294.99,297.43,295.44,,,,,,,,,,290.84,278.35,282.39,275.30,276.76,275.13,280.78,277.61,270.00,241.41,259.65,267.56,289.70,287.08,282.92,256.90,210.14,195.71,276.32,280.68,287.89,288.98,285.78,292.56,296.28,294.58,298.15,297.40,305.18,310.02,316.19,316.09,321.12,314.34,310.50,305.93,316.25,310.65,313.97,307.21,305.57,307.55,302.90,311.14,306.76,308.03,307.28,312.17,310.06,305.73,309.44,280.62,,,,,,298.00,302.41,300.69,305.55,302.55,269.02,288.82,,300.29,,,,,,248.49,280.26,300.62,311.83,301.53,308.33,298.82,298.21,257.37,283.77,284.11,278.60,274.53,254.99,,,,,,265.20,260.43,277.49,283.09,272.75,277.21,266.16,206.06,218.76,217.71,243.77,317.58,316.54,311.85,303.69,304.73,308.64,308.36,303.41,313.88,235.20,297.43,174.05,258.97,,,,,311.25,314.26,,,
2004-05-06 21:34:22.023000,L5,259.41,246.20,222.36,258.16,267.16,288.03,298.52,301.96,299.32,,,,,,,,,,291.66,279.87,284.49,277.25,281.53,274.93,283.67,278.74,271.29,243.77,261.34,270.67,290.07,293.73,282.72,275.03,253.91,205.88,276.44,283.27,288.09,291.69,289.00,296.01,297.20,296.63,299.77,300.55,306.87,311.69,316.89,318.92,322.43,316.42,312.57,307.13,317.07,311.47,314.57,307.76,308.65,309.68,304.87,311.62,307.76,309.79,308.53,311.98,311.70,308.31,311.76,293.73,308.74,,,,,300.01,305.78,302.49,307.76,304.60,274.98,298.19,305.10,304.15,,,,,246.35,277.13,289.52,301.96,316.79,309.10,313.41,301.24,301.19,289.22,288.55,287.50,282.24,278.97,261.03,,,,,,,261.59,278.43,286.37,286.49,282.91,269.97,207.61,221.18,222.88,247.61,319.74,318.57,313.14,305.98,305.81,308.80,309.45,306.07,315.92,304.07,296.70,297.87,276.08,307.13,,,,317.45,316.99,,,
2004-06-07 21:34:54.755000,L5,,,,,221.70,290.55,305.09,296.95,298.32,251.05,289.81,306.67,312.68,309.20,189.14,235.48,280.66,,288.80,291.37,278.65,279.15,280.93,279.49,282.97,284.47,270.24,174.80,260.61,272.28,287.64,274.49,280.36,219.19,259.44,215.62,206.05,208.71,205.48,223.72,221.33,227.78,221.09,166.22,249.63,236.86,245.59,243.30,243.53,257.39,268.59,263.30,276.28,262.53,262.29,267.99,267.46,309.92,312.90,310.80,265.28,196.85,218.85,197.45,264.81,242.85,316.59,306.77,308.70,312.89,308.18,310.49,291.76,295.74,291.42,298.57,301.22,298.23,309.30,305.02,307.31,304.67,321.83,310.54,316.26,323.15,318.16,319.13,333.27,331.51,328.63,323.39,315.12,311.76,313.67,307.59,302.79,293.85,288.47,294.21,283.69,285.19,265.78,247.52,232.88,203.58,282.03,270.83,269.51,259.62,279.70,290.29,,,254.80,203.93,219.46,240.98,179.31,290.86,285.07,244.51,312.56,259.12,306.72,313.68,310.68,323.09,312.54,319.96,328.25,320.92,314.16,312.91,317.19,324.48,320.58,321.95,193.87,,
2004-06-07 21:35:18.585000,L5,262.36,243.13,187.15,240.65,272.57,291.52,306.44,298.16,299.19,264.83,292.63,307.58,312.98,272.55,188.94,269.57,281.14,,289.09,290.26,279.45,280.40,281.62,280.74,283.57,284.10,270.88,245.95,262.27,274.10,288.47,280.50,281.66,269.17,258.13,212.69,279.39,283.32,283.45,287.63,292.44,293.28,295.56,297.20,299.07,300.42,308.50,313.26,315.45,317.44,315.03,317.66,308.02,312.31,314.19,315.43,317.35,307.97,312.52,311.79,261.96,191.44,208.51,185.95,308.77,312.56,317.75,306.65,310.57,313.75,308.80,311.13,294.49,292.31,295.41,302.69,303.88,296.78,307.21,305.60,309.92,307.59,323.29,313.44,319.30,327.75,330.01,333.82,335.66,336.53,331.13,325.59,320.44,313.35,315.57,309.13,302.59,295.85,289.76,296.19,284.88,285.37,267.77,249.72,234.53,207.03,282.77,273.57,270.79,261.24,280.53,293.11,280.80,290.09,263.04,207.49,220.62,240.41,256.67,315.43,321.93,315.08,312.34,253.82,307.90,313.62,313.20,322.33,314.69,321.80,329.18,324.04,317.49,316.02,320.57,328.24,324.75,326.13,196.78,176.07,184.53
2004-06-23 21:35:22.995000,L5,272.11,254.91,196.39,264.46,276.67,305.94,320.48,312.54,308.02,271.37,308.86,323.78,320.69,318.55,200.14,231.52,289.27,265.12,299.65,294.57,292.27,282.69,287.85,293.16,290.18,294.88,279.43,252.79,175.91,209.78,233.45,252.96,291.84,270.78,267.19,228.48,286.54,294.41,293.36,300.61,300.33,303.69,299.92,306.99,309.58,309.02,311.79,324.62,200.95,246.48,252.32,326.26,321.03,319.52,321.31,326.20,322.26,315.70,317.45,321.85,312.89,316.19,313.65,320.24,314.46,322.96,317.28,321.65,317.02,315.42,322.91,319.54,313.69,314.83,309.85,317.01,313.72,315.21,321.14,316.72,317.24,320.89,328.88,322.62,333.27,339.87,337.07,335.98,342.76,340.30,343.23,337.83,333.75,326.69,321.11,312.83,318.25,306.00,306.67,303.49,300.60,291.36,281.28,257.82,244.46,215.92,291.68,292.16,280.01,268.34,289.91,215.89,259.30,181.95,223.95,213.42,234.07,248.56,268.65,280.15,274.35,322.66,320.87,313.49,316.44,316.13,318.61,326.83,323.06,326.72,331.60,330.83,332.41,333.70,330.51,337.43,333.90,331.99,204.56,195.76,196.83
2004-06-23 21:35:46.683000,L5,264.89,247.54,185.81,254.38,260.62,295.60,311.60,301.30,301.00,254.49,300.16,314.18,313.54,308.70,192.24,212.29,278.14,,292.36,287.49,281.41,274.78,276.17,283.94,278.02,288.86,269.15,244.84,173.71,209.50,234.67,254.82,284.69,242.05,252.40,214.56,278.48,284.99,287.70,290.39,289.04,293.77,294.64,298.78,302.02,298.98,305.62,315.17,318.99,319.17,318.55,317.49,309.41,308.38,314.52,315.84,317.84,309.50,310.03,312.91,303.82,308.40,305.49,313.17,308.26,312.29,311.82,310.15,310.15,307.87,310.87,312.31,299.97,308.43,295.71,308.82,303.35,305.11,305.33,305.50,305.99,309.92,321.80,312.59,320.14,328.57,325.59,325.11,335.67,332.23,337.56,330.08,321.79,314.77,309.55,305.14,308.00,299.44,294.18,296.67,290.63,283.86,269.29,246.75,232.85,208.82,283.90,281.89,272.61,261.18,281.89,217.35,257.63,180.99,227.24,203.59,226.39,240.39,259.11,317.01,317.15,313.68,312.17,306.63,308.37,304.60,307.08,318.28,312.85,316.50,325.98,317.57,325.87,323.94,312.68,331.49,323.09,321.58,190.32,182.03,186.03
2004-06-30 21:41:46.478000,L5,268.17,244.73,187.62,249.39,272.71,296.75,313.11,302.18,301.82,243.31,297.90,311.31,322.97,318.39,194.03,178.12,287.63,198.18,294.99,288.65,287.79,280.36,286.35,283.79,290.47,287.44,278.61,248.06,262.69,280.48,230.09,245.84,284.13,276.11,252.45,215.93,197.01,203.16,202.61,210.26,215.27,229.30,200.82,225.11,240.35,187.19,237.57,315.38,221.46,236.25,254.57,264.29,210.73,310.77,316.98,318.69,319.31,310.08,312.75,310.82,307.07,312.68,307.58,315.81,312.60,315.02,315.09,311.99,309.91,309.83,312.40,314.60,291.86,295.92,288.31,292.36,298.73,292.51,299.98,294.30,297.72,304.79,309.95,314.40,318.46,319.32,324.24,318.67,333.12,337.75,333.62,337.88,326.24,315.68,324.98,308.55,312.71,302.56,290.65,289.83,287.49,283.73,269.71,249.96,233.53,207.26,224.23,235.88,214.54,195.26,172.61,206.49,254.74,216.10,224.99,206.23,224.02,239.21,257.28,279.15,271.65,315.37,315.82,307.62,308.21,303.44,311.29,319.49,314.83,315.89,322.20,314.00,308.32,306.43,306.82,324.01,326.39,333.82,197.90,190.53,195.39
2004-07-25 21:36:14.167000,L5,,,,,,293.56,309.83,300.54,304.94,289.51,294.40,313.43,316.11,313.58,192.96,188.02,287.49,285.86,295.47,294.44,288.94,283.81,284.85,292.04,287.63,296.40,276.28,251.62,266.35,288.51,293.66,297.74,292.42,237.78,260.82,221.32,286.94,291.05,288.84,288.75,294.62,301.02,300.14,301.74,305.74,307.57,311.15,314.52,323.25,322.00,324.85,319.44,314.67,311.45,323.07,319.25,319.43,314.19,313.31,316.30,256.36,194.77,207.93,169.33,308.66,307.39,310.45,309.49,308.36,316.83,324.62,323.38,303.38,310.48,301.32,314.11,315.58,306.66,320.13,307.80,311.61,318.64,333.99,321.64,336.95,344.13,340.62,338.44,348.53,344.12,346.00,340.21,332.10,320.23,321.80,311.63,313.00,301.22,297.74,296.97,296.08,288.32,275.82,252.36,240.60,218.14,287.75,287.24,275.98,262.24,287.41,296.23,298.16,294.33,283.75,210.28,227.14,239.67,265.30,322.84,318.90,315.11,312.27,203.32,311.46,310.41,314.14,324.71,320.82,329.46,335.06,331.80,336.12,330.56,335.27,343.16,340.29,337.48,207.46,194.94,199.48
2004-07-25 21:36:37.854000,L5,,,,,,288.44,303.53,296.60,299.96,246.21,286.96,308.75,312.38,309.86,187.94,188.08,278.76,275.59,290.03,291.42,283.54,277.82,280.87,286.35,281.75,292.12,272.19,245.16,173.98,280.40,288.35,295.42,287.60,224.54,253.39,211.08,282.93,286.15,281.80,285.84,287.93,296.66,296.40,297.39,300.71,300.15,308.41,311.62,317.72,318.99,319.77,316.06,311.19,307.70,318.62,314.67,315.47,308.35,309.70,309.78,293.68,294.06,297.57,198.76,303.04,302.56,305.37,304.77,305.37,310.34,317.21,319.88,294.84,303.82,291.64,304.92,308.18,302.24,313.62,303.65,304.58,314.34,326.29,313.77,330.41,336.98,337.42,335.21,343.72,339.23,340.52,332.46,321.40,315.85,316.68,307.48,305.59,294.17,291.77,290.35,292.68,282.66,271.84,245.44,235.60,211.57,280.50,280.94,272.32,259.76,281.26,213.23,293.29,290.31,277.58,202.40,222.08,234.62,258.67,318.56,314.70,310.60,309.31,295.61,307.09,304.31,307.86,320.18,313.43,322.86,330.73,322.36,332.17,321.07,329.29,338.75,330.91,331.73,202.24,185.35,195.90
2004-08-26 21:36:59.731000,L5,,,,,,,,,,,,,,337.88,263.91,306.46,311.05,314.99,313.88,314.64,308.56,312.12,309.89,316.00,311.52,312.66,302.22,269.78,297.68,312.79,312.86,320.66,318.32,317.19,299.44,261.35,312.77,312.44,316.65,319.95,324.69,324.31,329.57,330.88,335.74,333.17,339.64,344.85,350.87,348.61,350.94,351.09,345.62,341.31,346.06,342.95,345.41,345.77,341.92,346.58,339.45,340.40,342.50,346.07,349.82,349.73,348.85,345.02,343.80,346.24,345.70,347.82,341.46,348.08,344.91,349.28,343.27,342.92,348.45,354.04,346.22,353.32,354.36,353.76,365.50,368.66,365.41,368.81,366.61,366.71,364.57,367.01,362.89,358.86,354.11,348.63,338.70,338.96,332.60,331.93,327.62,319.97,306.41,288.28,268.88,250.72,316.98,310.30,300.05,293.71,307.18,321.37,323.86,323.31,314.34,244.97,261.72,287.36,297.07,357.49,352.68,346.26,340.56,340.50,346.96,346.84,344.99,347.78,344.61,352.55,360.53,355.61,363.56,362.68,367.33,371.86,365.60,363.25,235.77,240.51,240.19
2004-09-11 21:37:49.351000,L5,,,,,,,,,,,,,,,,,,,281.56,283.95,275.01,266.01,264.22,261.09,269.73,276.34,223.71,226.73,239.15,251.05,,,,,,,,,,273.65,285.20,293.46,291.50,296.42,300.49,302.78,308.95,312.32,317.25,320.16,316.30,316.19,306.95,310.76,315.28,316.49,318.03,306.87,314.20,312.77,310.84,305.95,305.09,308.31,312.26,308.89,315.36,310.04,314.61,310.00,311.93,314.78,305.17,305.29,305.82,307.50,307.34,301.53,306.52,303.51,310.64,312.53,323.52,314.99,317.00,316.78,306.64,327.21,331.17,325.02,328.82,328.35,,,,,,,,,,,,,,,,,,,271.65,,,,,,,,,318.45,317.57,314.53,316.34,307.85,311.31,315.17,309.77,321.01,315.10,318.46,317.96,311.65,314.92,310.81,312.92,325.39,327.85,298.44,,,
2004-10-20 21:44:28.706000,L5,334.30,328.93,317.42,328.35,346.76,364.66,382.15,394.22,371.31,365.48,363.76,374.78,374.99,377.88,378.66,373.35,371.25,366.81,360.47,360.39,362.22,353.03,368.08,357.56,360.56,358.24,353.80,353.90,362.34,354.01,367.65,367.76,362.40,357.98,355.57,356.28,343.26,343.35,348.46,352.47,361.11,356.45,362.13,360.27,359.92,362.15,366.32,358.93,361.22,367.43,378.43,376.97,374.84,367.47,373.20,369.83,362.59,367.30,365.61,358.69,364.85,365.44,359.67,365.18,361.34,366.43,362.48,367.55,372.53,365.78,360.26,365.24,373.56,366.99,364.78,370.14,369.51,367.87,375.79,372.64,368.78,371.19,363.19,371.51,377.66,384.20,386.99,378.70,383.82,389.67,389.26,382.62,378.27,378.20,383.36,379.67,380.15,370.84,370.87,379.14,383.90,380.17,384.98,378.03,375.43,349.76,361.54,360.80,356.48,353.99,374.55,364.59,365.00,367.38,363.55,345.91,346.83,338.93,340.65,379.58,380.88,364.05,363.47,367.74,373.67,367.45,366.40,362.87,367.74,372.39,377.39,379.71,379.21,380.80,374.74,391.59,381.22,377.68,320.48,310.64,282.44
2004-10-29 21:38:28.692000,L5,,,,,,,,,,,,,169.01,315.50,292.45,272.14,284.94,226.38,278.67,284.33,267.68,271.11,280.12,278.59,281.15,280.35,270.16,251.74,269.04,280.30,283.13,286.10,241.85,257.72,254.47,226.34,,,,,,,,,,302.12,303.08,307.20,315.60,319.44,321.34,323.96,314.79,305.52,314.14,312.12,311.15,311.03,314.31,310.85,310.07,308.68,307.97,307.67,312.83,311.06,315.41,315.95,321.58,320.36,324.14,324.21,320.30,316.56,312.99,314.23,321.64,316.99,316.94,317.84,313.77,319.43,319.49,318.89,325.55,340.37,349.31,351.87,346.87,352.00,339.97,333.62,339.26,331.61,339.39,327.37,324.13,316.13,309.26,306.52,301.91,293.13,283.89,265.56,252.46,228.26,252.82,269.26,208.48,,,280.13,,,,211.90,200.93,237.43,247.84,321.25,322.34,313.37,311.17,309.23,316.83,321.87,321.74,326.01,323.47,318.24,334.53,338.93,338.48,339.52,330.95,355.42,291.21,335.96,219.63,209.90,213.53
