dates,satname,nzd0493-0000,nzd0493-0001,nzd0493-0002,nzd0493-0003,nzd0493-0004,nzd0493-0005,nzd0493-0006,nzd0493-0007,nzd0493-0008,nzd0493-0009
1999-08-26 22:07:32.686000,L7,,,,,173.71,238.19,259.71,257.19,249.30,264.06
1999-12-16 22:07:33.708000,L7,304.18,281.27,266.87,248.48,224.30,273.30,274.54,267.55,273.67,278.79
2000-05-08 22:06:44.900000,L7,,,278.54,296.84,230.65,303.18,298.15,298.95,320.57,333.42
2000-06-25 22:06:19.852000,L7,,,,,,307.51,280.70,272.85,269.57,306.51
2000-07-11 22:06:05.496000,L7,,,,,,227.47,257.72,,223.52,248.29
2000-07-27 22:05:48.258000,L7,,,342.93,360.36,352.49,367.67,370.58,375.13,399.77,401.52
2000-09-20 22:10:50.972000,L7,269.74,273.15,299.00,282.57,231.01,294.84,294.45,292.18,,
2000-12-18 22:05:01.704000,L7,310.01,278.96,271.75,269.80,260.82,281.44,286.67,289.97,286.88,294.43
2001-01-03 22:05:00.181000,L7,309.92,280.36,273.23,271.72,255.99,285.53,289.56,291.67,288.85,292.76
2001-02-20 22:05:00.525000,L7,274.30,281.32,273.42,272.61,263.12,288.16,296.12,295.20,302.37,299.92
2001-03-31 22:10:31.555000,L7,165.09,412.53,359.39,284.10,266.42,345.98,354.88,387.14,393.92,386.96
2001-04-09 22:04:41.882000,L7,,339.20,335.99,318.42,320.05,333.44,339.96,338.85,341.92,338.63
2001-07-14 22:03:57.537000,L7,,,,,181.17,290.99,285.86,285.88,248.22,313.88
2001-08-15 22:03:26.328000,L7,,,,,190.75,282.33,282.20,288.91,249.43,283.80
2001-10-02 22:02:52.358000,L7,453.05,455.41,289.14,304.03,305.04,324.94,319.87,317.42,325.81,467.26
2002-02-23 22:03:31.354000,L7,297.08,349.97,317.19,308.37,340.73,327.97,343.75,250.54,282.13,317.20
2002-03-11 22:03:31.366000,L7,266.85,283.73,283.07,280.66,234.43,296.89,299.52,302.35,303.61,287.37
2002-04-12 22:03:25.302000,L7,,,276.51,282.09,242.16,384.23,371.21,368.98,353.57,285.51
2002-05-14 22:03:19.418000,L7,269.60,214.50,411.85,426.43,410.35,412.70,418.25,436.30,438.62,419.74
2002-05-30 22:03:13.672000,L7,,,,,,249.44,247.16,236.44,,
2002-06-15 22:03:07.576000,L7,,,,,,290.43,280.39,278.83,248.85,292.22
