dates,satname,nzd0425-0000,nzd0425-0001,nzd0425-0002,nzd0425-0003,nzd0425-0004,nzd0425-0005,nzd0425-0006,nzd0425-0007,nzd0425-0008,nzd0425-0009,nzd0425-0010,nzd0425-0011,nzd0425-0012,nzd0425-0013,nzd0425-0023,nzd0425-0024,nzd0425-0025,nzd0425-0026,nzd0425-0022,nzd0425-0021,nzd0425-0015,nzd0425-0016,nzd0425-0017,nzd0425-0018,nzd0425-0014,nzd0425-0019,nzd0425-0020
1999-11-21 22:12:47.994000,L7,293.03,280.55,279.42,298.92,285.67,273.85,266.80,254.28,251.50,249.64,207.43,,,,,,,,,,,,,,,,
2003-08-20 21:57:03.003000,L5,328.33,312.18,308.86,309.38,300.63,285.33,292.63,290.45,297.61,298.13,267.48,267.52,200.15,,,,,,,,,,,,,,
2003-12-10 21:58:29.659000,L5,301.61,290.76,287.99,289.25,287.14,284.47,289.69,288.45,298.76,292.29,272.27,266.27,182.02,,,,,,,,,,,,,,
2004-01-27 21:58:50.060000,L5,306.60,297.29,297.03,296.56,286.69,277.86,279.87,278.64,285.31,283.43,261.85,257.74,185.94,,,,,,,,,,,,,,
2004-05-18 22:00:38.480000,L5,303.44,287.84,279.51,279.53,267.14,252.61,255.79,257.29,249.61,261.30,227.57,192.77,,,,,,,,,,,,,,,
2004-08-22 22:03:12.259000,L5,289.28,273.36,268.61,263.00,,,,245.25,226.30,246.88,204.11,,,,,,,,,,,,,,,,
2004-11-26 22:05:17.306000,L5,272.62,256.72,251.30,,,,231.08,235.37,207.93,239.89,211.34,,,,,,,,,,,,,,,,
2005-02-14 22:06:33.160000,L5,269.65,256.63,245.98,244.14,247.07,248.85,252.57,253.27,242.50,260.84,234.19,217.75,,,,,,,,,,,,,,,
2005-03-02 22:06:47.890000,L5,311.48,295.84,294.83,297.33,289.83,283.71,281.71,279.84,283.77,284.42,270.49,267.17,188.11,,,,,,,,,,,,,,
2005-07-08 22:07:39.349000,L5,295.90,282.73,277.32,277.91,,,260.21,257.81,236.71,263.19,224.28,,,,,,,,,,,,,,,,
2005-09-10 22:08:07.620000,L5,327.98,309.78,309.72,318.12,302.92,299.05,291.67,288.20,286.44,289.67,268.39,267.59,198.21,,,,,,,,,,,,,,
2005-11-13 22:08:20.468000,L5,309.20,298.61,299.74,303.47,298.28,290.11,289.77,287.71,300.82,296.86,277.07,275.44,213.27,169.17,,,,,,,,,,,,,
2006-02-01 22:10:13.684000,L5,,,251.02,251.58,252.57,244.99,252.29,249.05,231.37,250.93,230.28,219.95,,,,,,,,,,,,,,,
2006-06-25 22:12:44.015000,L5,296.02,280.62,278.28,276.51,,,,212.27,229.93,250.18,221.19,,,,,,,,,,,,,,,,
2006-09-13 22:13:47.312000,L5,274.94,264.03,257.94,257.60,,,,,,,,,,,,,,,,,,,,,,,
2006-10-31 22:14:17.081000,L5,280.40,266.34,262.62,253.58,258.15,252.63,260.56,252.34,238.56,251.36,227.83,218.73,,,,,,,,,,,,,,,
2007-02-04 22:14:57.320000,L5,308.88,298.21,296.09,299.46,295.71,294.45,292.16,288.72,296.75,293.59,276.23,261.65,196.59,,,,,,,,,,,,,,
2007-10-02 22:12:54.699000,L5,293.55,283.21,274.24,259.08,259.87,240.20,253.52,250.45,238.12,255.38,223.97,,,,,,,,,,,,,,,,
2010-01-27 22:10:50.221000,L5,270.96,259.03,253.82,242.11,248.99,253.55,255.00,252.13,234.19,258.73,233.34,232.95,,,,,,,,,,,,,,,
2011-02-15 22:09:58.365000,L5,304.73,290.91,295.89,301.57,300.21,295.79,294.62,291.67,295.24,295.04,278.45,262.28,211.21,,,,,,,,,,,,,,
2013-05-11 22:21:55.010000,L8,308.98,294.83,290.14,294.34,283.29,274.03,279.80,273.92,254.50,280.07,261.46,,,,,,,,,,,,,,,,
2013-05-27 22:22:02.838000,L8,314.45,302.62,304.59,297.96,286.64,277.11,281.82,274.92,252.52,278.90,260.43,,,,,,,,,,,,,,,,
2013-06-28 22:21:56.988000,L8,309.63,294.95,291.51,293.03,281.76,274.49,279.74,271.57,257.10,279.40,257.22,,,,,,,,,,,,,,,,
2013-07-14 22:21:58.456000,L8,318.86,305.90,303.17,303.12,292.67,286.51,289.66,281.07,266.19,287.05,271.19,268.44,,,,,,,,,,,,,,,
2013-07-30 22:21:59.508000,L8,314.15,300.08,294.74,294.89,284.25,276.42,283.20,273.67,255.94,280.14,257.85,,,,,,,,,,,,,,,,
2013-09-16 22:21:57.385000,L8,321.84,309.78,314.02,342.84,328.53,308.71,308.80,306.81,308.35,330.31,310.93,290.01,236.21,185.06,,,,,,,,,,,,,
2013-10-18 22:21:49.490000,L8,306.15,295.78,295.16,310.99,307.73,293.64,305.70,275.23,260.40,293.91,261.25,256.40,,,,,,,,,,,,,,,
2013-12-21 22:21:27.090000,L8,328.10,322.74,333.57,335.44,346.35,355.22,357.51,342.01,354.17,347.30,350.77,355.78,239.53,188.08,,,,,,,,,,,,,
