dates,satname,nzd0521-0000,nzd0521-0001,nzd0521-0002,nzd0521-0003,nzd0521-0004,nzd0521-0005,nzd0521-0006,nzd0521-0007,nzd0521-0008,nzd0521-0009,nzd0521-0010,nzd0521-0011,nzd0521-0012,nzd0521-0013,nzd0521-0014,nzd0521-0015,nzd0521-0016,nzd0521-0017,nzd0521-0018,nzd0521-0019,nzd0521-0020,nzd0521-0021,nzd0521-0022,nzd0521-0023,nzd0521-0024,nzd0521-0025,nzd0521-0026,nzd0521-0027,nzd0521-0028,nzd0521-0029,nzd0521-0030,nzd0521-0031,nzd0521-0032,nzd0521-0033,nzd0521-0034,nzd0521-0035,nzd0521-0036,nzd0521-0037,nzd0521-0038,nzd0521-0039,nzd0521-0040,nzd0521-0041,nzd0521-0042,nzd0521-0043,nzd0521-0044,nzd0521-0045,nzd0521-0046,nzd0521-0047,nzd0521-0048,nzd0521-0049,nzd0521-0050,nzd0521-0051,nzd0521-0052,nzd0521-0053,nzd0521-0054,nzd0521-0055,nzd0521-0056,nzd0521-0057,nzd0521-0058,nzd0521-0059,nzd0521-0060,nzd0521-0061,nzd0521-0062,nzd0521-0063,nzd0521-0064,nzd0521-0065,nzd0521-0066,nzd0521-0067,nzd0521-0068,nzd0521-0069,nzd0521-0070,nzd0521-0071,nzd0521-0072,nzd0521-0073,nzd0521-0074,nzd0521-0075,nzd0521-0076,nzd0521-0077,nzd0521-0078,nzd0521-0079,nzd0521-0080,nzd0521-0081,nzd0521-0082,nzd0521-0083,nzd0521-0084,nzd0521-0085,nzd0521-0086,nzd0521-0087,nzd0521-0088,nzd0521-0089,nzd0521-0090,nzd0521-0091,nzd0521-0092,nzd0521-0093,nzd0521-0094,nzd0521-0095,nzd0521-0096,nzd0521-0097,nzd0521-0098,nzd0521-0099,nzd0521-0100
2001-01-03 22:05:00.181000,L7,359.47,354.63,389.69,382.86,368.44,354.55,361.79,374.10,383.05,358.06,383.88,383.27,393.40,396.82,348.28,413.95,412.03,396.43,401.34,397.75,401.22,399.50,400.32,394.40,400.01,395.96,395.53,399.48,441.21,508.51,500.68,489.40,468.08,454.20,448.83,455.37,459.48,465.94,452.09,434.65,428.14,426.78,438.30,482.66,472.21,444.62,418.08,439.48,428.59,469.39,494.57,340.94,348.89,354.17,347.54,342.73,331.13,315.23,317.83,298.59,300.99,337.29,335.45,327.96,338.09,350.39,496.77,490.87,366.68,359.48,347.66,349.71,325.11,423.38,416.11,310.50,295.16,320.58,311.68,346.21,345.60,344.38,357.54,371.50,374.43,384.49,385.25,390.67,400.50,393.36,392.46,397.72,412.03,421.88,425.73,448.02,462.97,463.23,461.97,457.00,450.55
2001-02-11 22:11:12.788000,L7,,,,302.52,508.13,467.67,480.87,429.32,336.10,350.87,344.90,299.51,300.06,316.79,333.57,348.49,343.99,339.70,335.77,329.63,327.62,324.80,328.69,336.72,334.40,337.48,334.44,331.84,326.53,323.57,318.42,309.47,301.84,295.27,294.26,270.96,283.08,301.60,301.71,299.57,296.44,289.89,303.76,310.28,305.44,302.73,300.31,297.32,282.95,283.55,285.03,289.03,290.39,257.11,249.95,255.81,256.68,259.73,274.41,294.66,302.36,300.22,300.80,293.26,282.69,245.42,229.88,271.79,293.27,270.27,260.60,238.39,221.90,179.96,145.23,226.05,264.55,283.92,305.15,316.81,317.16,326.28,375.66,398.90,407.39,389.44,426.61,437.06,355.22,346.33,350.25,341.12,351.20,365.23,393.28,445.74,408.16,413.98,407.72,401.98,399.71
2001-02-20 22:05:00.525000,L7,,,382.18,384.20,368.49,359.50,361.82,372.01,386.73,395.26,383.61,352.10,381.65,400.57,394.44,515.52,508.08,484.64,471.91,467.72,464.24,471.04,414.10,503.71,493.94,429.10,469.12,409.30,415.73,464.37,433.83,420.93,399.87,307.34,413.63,374.61,372.12,390.92,368.34,511.09,494.27,472.29,493.07,493.65,481.68,480.91,478.46,467.35,468.11,469.77,509.52,498.76,490.61,493.86,498.24,495.80,479.41,448.61,468.95,491.49,499.68,348.89,476.70,466.69,436.59,446.23,424.01,515.45,502.54,484.96,457.82,445.80,431.06,404.33,414.08,313.80,313.14,337.47,349.66,351.89,346.26,344.99,375.92,381.02,392.33,397.76,412.40,415.60,384.31,386.11,392.51,404.17,419.12,432.04,443.50,468.36,472.69,476.79,467.24,458.94,447.09
2001-04-16 22:10:54.636000,L7,,,,305.85,327.92,326.84,328.49,335.91,339.34,351.80,179.21,179.77,176.90,265.09,300.31,304.45,346.77,348.48,333.57,329.34,336.59,332.58,329.55,331.98,338.20,339.13,316.94,336.13,320.36,328.43,323.21,322.89,315.96,298.50,293.96,257.81,283.71,305.43,301.43,301.83,296.49,288.99,308.90,309.80,295.81,305.32,300.52,295.46,287.79,278.94,282.96,288.99,294.26,292.46,249.07,255.22,262.96,259.12,274.27,299.67,304.30,293.86,290.04,286.31,279.54,234.92,217.69,236.52,256.51,270.47,258.27,234.60,219.52,184.27,141.69,230.79,254.66,285.20,179.38,313.43,307.35,314.83,336.15,346.89,350.46,352.11,362.47,357.98,363.38,347.81,355.67,343.41,352.50,369.12,393.27,426.15,408.24,410.33,406.94,401.47,404.70
2001-06-19 22:10:17.246000,L7,,,,325.10,484.36,448.75,,423.70,494.03,515.91,426.63,415.25,461.98,486.18,480.42,503.57,460.34,489.38,497.07,498.18,479.35,473.65,354.16,466.23,461.81,456.83,457.40,444.84,431.42,450.87,423.41,422.96,410.01,403.30,397.76,494.46,495.28,491.33,471.48,424.01,418.63,417.45,461.28,425.78,464.96,463.44,459.53,413.81,393.76,350.71,346.35,295.72,311.70,305.67,255.77,257.64,260.99,346.33,286.88,300.96,316.92,500.11,485.05,462.91,286.24,446.94,364.27,436.26,427.63,395.09,391.48,400.58,359.98,369.36,363.70,376.91,354.59,441.31,420.88,484.37,455.71,426.26,429.76,416.03,445.48,355.30,365.04,364.06,367.89,360.86,324.31,321.28,175.38,,,,,,,,181.41
2001-08-15 22:03:26.328000,L7,296.69,366.29,221.42,375.42,414.38,477.15,374.70,418.07,352.56,440.73,,365.66,393.23,364.14,,,,,407.75,433.05,429.78,352.39,449.76,437.58,434.86,502.63,505.66,347.71,487.86,487.01,474.39,455.15,486.76,487.83,487.08,483.33,406.41,384.96,388.88,474.40,453.84,462.30,468.80,482.29,410.70,478.91,473.91,455.24,439.85,436.41,422.19,435.21,458.53,437.80,265.46,343.66,362.09,337.48,427.43,431.84,373.05,354.02,416.79,455.60,414.07,420.61,436.16,430.56,429.49,405.52,406.22,402.02,437.07,429.58,420.39,400.12,383.88,438.84,440.48,435.80,426.07,436.45,472.84,483.44,405.58,461.30,473.35,482.57,470.68,460.77,455.87,446.67,443.21,467.56,403.99,429.34,417.28,421.89,424.62,414.72,421.66
2002-03-11 22:03:31.366000,L7,,,225.74,407.62,391.73,332.84,340.89,375.54,382.51,394.73,387.02,387.42,413.46,413.42,414.93,419.01,421.36,412.60,396.97,421.69,394.95,389.00,394.76,403.81,404.15,410.32,445.14,404.86,439.31,404.84,396.53,409.76,436.86,413.33,414.46,425.69,507.22,481.03,462.03,476.21,464.89,456.43,477.10,475.66,476.63,477.35,480.43,472.87,461.27,485.67,475.27,486.64,515.20,326.28,355.77,338.08,341.49,463.69,487.90,446.15,476.88,467.17,,341.29,361.29,298.53,357.60,,,,,505.37,478.22,457.03,444.49,307.03,308.53,338.19,362.35,360.71,368.12,375.16,337.78,383.30,392.24,426.03,428.15,412.28,402.43,407.17,403.77,403.93,403.27,410.93,423.15,,,,,,
2002-04-12 22:03:25.302000,L7,,,,305.10,329.79,323.90,330.72,331.22,337.70,349.83,348.40,244.91,304.48,327.46,349.01,353.42,351.83,343.81,336.89,331.18,340.01,338.06,330.55,340.22,339.87,337.22,340.88,335.59,334.30,331.59,323.73,318.40,307.63,306.11,296.72,490.13,488.58,492.94,489.86,298.35,297.77,296.28,311.32,313.39,308.32,306.40,305.82,301.82,288.17,281.46,282.97,287.10,300.01,263.46,245.18,260.37,260.80,259.01,276.18,300.92,302.16,287.50,292.36,286.23,280.64,239.52,219.44,245.27,240.08,224.45,226.22,197.04,158.47,177.58,143.64,130.53,121.28,132.25,147.69,308.43,308.08,313.00,327.04,346.74,345.09,352.08,364.20,366.99,370.53,344.45,348.53,346.97,352.25,362.20,388.24,410.22,407.88,419.50,416.55,415.56,410.31
2002-05-05 22:09:37.985000,L7,404.61,454.97,207.95,332.06,390.02,342.46,347.27,353.66,372.48,382.81,396.88,397.47,415.32,422.62,397.76,411.75,411.26,390.80,386.50,352.03,503.05,500.13,504.45,351.34,359.94,355.84,354.36,360.74,398.50,382.79,349.38,346.49,334.75,324.81,317.91,339.08,353.11,359.36,360.34,327.20,347.05,439.78,432.84,428.92,447.57,438.80,435.58,457.67,451.70,467.95,489.13,481.17,328.92,323.35,322.35,410.06,454.23,493.76,395.67,423.52,421.34,434.55,430.51,427.37,345.20,399.02,394.77,520.76,504.19,469.35,417.36,427.62,408.53,523.54,506.81,474.94,457.15,469.19,496.28,,396.93,368.68,402.59,413.38,411.44,,,424.93,438.91,419.00,427.99,418.30,371.17,502.69,,,518.43,444.37,463.84,454.22,451.30
2002-05-14 22:03:19.418000,L7,,,,321.52,332.98,329.06,336.84,333.95,344.33,353.33,462.86,425.37,416.96,441.98,431.61,359.70,363.78,360.49,360.31,353.92,348.25,344.77,349.02,347.49,352.42,347.06,349.01,350.95,350.12,355.43,343.50,336.65,330.86,319.21,308.54,278.19,388.19,402.38,381.46,383.64,350.84,311.59,362.24,317.75,344.87,342.93,356.25,299.53,299.37,294.67,295.90,297.04,315.06,308.23,314.85,278.33,352.01,274.92,294.04,346.69,364.29,343.36,379.47,372.33,375.37,384.64,388.76,410.21,395.82,330.10,309.34,302.87,282.24,184.74,151.01,204.48,201.00,306.27,310.81,314.28,342.32,315.28,338.05,348.74,376.45,372.71,372.96,374.90,367.22,356.99,361.79,350.28,358.73,369.93,393.55,425.05,419.86,433.56,425.75,427.31,425.09
2002-06-15 22:03:07.576000,L7,,,,308.91,334.07,328.86,340.47,342.96,331.54,353.92,190.19,224.88,189.65,177.61,168.15,203.55,181.36,357.24,355.95,362.58,360.17,350.40,362.51,342.69,375.98,351.61,344.23,327.30,348.74,327.61,345.26,360.18,323.89,310.06,297.92,269.33,313.74,315.01,342.74,310.22,311.19,292.08,307.20,315.58,309.19,313.29,307.97,305.97,304.19,292.68,299.30,291.98,307.20,295.15,304.27,257.51,282.18,253.50,283.92,300.92,307.23,313.99,302.50,298.45,310.60,309.20,304.05,295.16,257.28,317.87,307.89,199.12,175.14,169.13,152.76,198.12,201.75,279.88,299.35,316.46,328.09,304.46,346.07,347.00,363.62,361.74,369.95,369.34,357.66,368.15,362.91,339.29,358.81,363.17,360.62,413.50,409.07,414.73,416.74,410.29,399.75
2002-08-09 22:08:57.725000,L7,,,,305.42,324.74,322.29,325.49,329.11,334.83,347.67,340.11,231.93,299.14,260.25,307.47,318.25,309.74,331.30,339.42,323.12,337.12,303.69,328.78,334.42,335.38,346.90,340.13,339.49,329.35,332.03,315.36,320.94,302.45,298.82,310.39,259.36,272.71,301.57,306.63,301.22,296.94,294.88,299.78,301.79,303.11,297.83,293.50,294.84,279.91,280.15,282.26,285.54,296.38,298.63,233.45,260.46,271.94,286.55,284.11,300.13,302.51,284.94,285.17,289.47,280.55,246.66,215.08,228.72,254.28,280.28,223.05,194.36,151.87,142.16,355.73,355.69,361.54,399.73,417.47,415.24,314.51,310.60,322.33,308.32,349.14,353.98,354.28,353.10,368.38,350.02,335.55,340.51,341.78,367.85,382.44,408.13,416.89,413.51,413.18,400.62,392.62
2002-09-10 22:08:43.416000,L7,,,,282.35,316.27,315.17,317.04,323.85,328.91,342.70,333.08,262.30,299.27,312.13,322.13,329.83,339.63,326.97,322.31,303.67,320.24,301.01,300.02,298.94,287.23,327.27,323.12,162.45,299.55,275.78,233.54,269.09,216.98,256.34,276.67,195.18,228.40,294.72,290.87,288.80,285.30,265.49,299.02,297.57,287.54,297.09,282.83,284.82,267.55,266.93,272.14,279.01,276.92,197.45,238.94,249.41,264.07,247.41,273.16,291.40,294.11,284.17,282.67,282.74,272.66,224.61,213.17,220.60,239.95,221.15,213.54,184.77,143.87,142.10,143.47,133.61,121.80,267.84,208.48,284.10,241.89,271.75,154.54,243.83,306.22,327.87,314.98,307.63,291.73,335.98,340.26,324.14,339.53,348.34,376.85,401.08,396.08,403.86,399.00,389.33,384.09
2002-11-29 22:09:01.492000,L7,269.98,345.10,411.00,406.60,379.18,377.27,362.10,383.75,359.91,453.35,477.87,474.74,403.39,394.36,398.03,413.50,431.46,401.85,393.32,411.14,381.15,392.78,432.74,411.24,403.94,414.23,409.89,399.16,397.93,400.86,444.37,413.20,352.37,340.67,346.48,345.33,348.19,348.75,346.05,357.62,338.34,311.18,345.70,345.43,316.50,342.14,341.65,334.85,397.90,386.93,404.73,407.01,306.75,345.37,340.28,337.60,321.39,326.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-24 22:02:57.022000,L7,,,,302.22,318.38,320.17,374.45,418.78,397.23,402.63,445.63,340.53,303.77,325.34,346.87,355.63,351.91,350.12,365.02,384.57,394.45,397.52,341.96,339.67,338.65,339.14,342.21,345.90,336.44,398.96,490.23,435.94,357.32,303.72,343.66,343.74,355.42,361.13,354.61,352.36,345.51,342.95,353.01,303.21,298.82,302.71,294.44,289.75,277.84,275.00,275.29,285.78,287.00,293.26,258.61,261.19,274.17,250.77,277.17,295.10,294.02,287.81,285.41,277.88,273.22,244.01,223.52,274.31,272.77,287.10,286.86,267.96,247.19,230.56,299.73,312.18,331.54,362.79,372.62,377.11,370.65,367.61,393.87,400.87,430.71,417.28,414.03,457.71,444.64,429.58,417.15,422.34,423.67,427.22,438.74,457.25,448.35,413.20,405.96,400.93,391.78
2003-02-01 22:09:21.746000,L7,,362.12,409.41,405.09,373.37,358.30,336.14,370.35,374.26,383.47,381.33,362.44,384.15,342.31,409.58,362.23,403.95,394.22,391.03,385.94,384.83,389.90,408.16,411.82,404.46,351.67,391.30,387.64,385.84,388.09,375.08,360.40,319.64,349.40,335.14,273.65,342.37,354.83,373.13,331.47,323.31,346.28,358.30,356.35,350.85,346.38,336.84,332.13,330.23,328.71,338.70,350.12,349.48,349.54,339.42,335.40,317.99,317.07,318.71,314.79,317.18,330.25,353.43,367.89,352.65,324.80,346.56,325.96,490.67,475.91,466.48,465.87,445.37,426.37,227.54,258.61,251.49,317.85,362.56,382.56,369.05,364.03,389.28,390.10,385.14,392.62,395.86,402.35,364.56,399.47,385.47,381.64,391.21,391.47,,,442.58,449.55,453.31,417.70,439.01
2003-08-13 21:51:32.649000,L5,,,512.24,509.79,466.42,467.04,471.59,370.48,388.60,386.56,485.88,491.53,448.00,353.64,373.26,382.98,369.87,363.33,362.01,358.41,360.62,353.38,362.71,362.08,360.36,356.79,356.90,357.17,352.76,351.44,352.16,333.72,328.01,316.04,298.56,293.79,316.20,321.78,327.81,327.77,320.77,322.95,334.25,331.63,328.94,334.75,331.46,319.27,315.34,309.98,316.77,314.33,326.81,314.39,293.67,278.99,282.04,295.49,324.05,332.73,332.86,325.70,330.55,328.63,313.81,291.92,260.16,271.47,287.32,277.24,263.17,239.85,205.33,192.71,152.82,233.07,248.40,313.43,342.89,339.88,343.91,344.85,365.16,377.10,381.31,380.20,379.83,382.44,382.51,381.12,382.00,381.47,386.78,393.89,418.91,443.41,448.97,444.33,436.98,432.75,423.22
2003-08-29 21:51:49.928000,L5,,,,356.45,460.70,466.92,469.53,363.20,386.18,474.71,485.22,486.94,443.84,350.87,373.26,374.25,370.99,359.56,363.69,355.24,356.75,355.97,358.35,355.68,355.07,362.01,355.11,355.53,352.68,345.72,347.50,343.11,328.36,316.86,303.43,294.65,310.48,328.68,328.21,325.55,318.38,319.40,332.25,328.36,331.44,329.46,331.30,315.70,314.60,309.05,306.60,319.27,319.78,319.09,271.40,282.22,280.72,287.55,319.85,324.49,332.61,330.40,329.85,322.33,315.62,286.47,269.83,267.06,284.60,269.42,256.38,242.76,200.19,184.46,151.31,225.38,240.56,313.96,337.44,340.94,338.41,344.80,369.45,377.61,380.22,382.42,380.58,379.93,383.16,381.49,381.34,383.95,385.76,399.11,421.38,436.64,446.30,449.00,434.73,432.89,425.66
2003-10-07 21:58:35.519000,L5,,,,363.24,363.63,362.73,366.08,364.35,383.91,384.98,370.02,291.34,338.20,354.03,374.25,377.31,375.90,369.66,365.68,361.25,365.41,360.92,358.46,359.79,358.88,355.47,355.27,354.36,349.07,347.90,339.95,334.77,324.76,315.75,306.19,295.64,321.16,335.18,331.08,330.05,326.43,323.94,339.66,335.46,326.83,329.40,326.69,319.87,314.81,305.04,306.11,303.84,312.28,318.57,283.87,288.18,296.76,296.67,322.66,337.54,339.06,336.18,329.03,323.23,315.71,287.25,260.68,263.69,278.56,272.05,260.09,241.08,202.26,190.73,158.43,230.66,249.24,315.81,334.62,339.23,341.13,343.75,365.37,375.77,381.50,384.87,387.14,388.08,389.36,388.32,386.62,385.01,395.88,402.25,419.21,435.65,446.29,445.39,438.25,431.45,425.16
