dates,satname,nzd0468-0000,nzd0468-0001,nzd0468-0002,nzd0468-0006,nzd0468-0007,nzd0468-0008,nzd0468-0009,nzd0468-0026,nzd0468-0027,nzd0468-0028,nzd0468-0029,nzd0468-0030,nzd0468-0031,nzd0468-0032,nzd0468-0033,nzd0468-0034,nzd0468-0035,nzd0468-0036,nzd0468-0037,nzd0468-0038,nzd0468-0039,nzd0468-0040,nzd0468-0041,nzd0468-0042,nzd0468-0043,nzd0468-0044,nzd0468-0045,nzd0468-0046,nzd0468-0047,nzd0468-0048,nzd0468-0049,nzd0468-0050,nzd0468-0051,nzd0468-0052,nzd0468-0053,nzd0468-0054,nzd0468-0055,nzd0468-0056,nzd0468-0057,nzd0468-0058,nzd0468-0059,nzd0468-0060,nzd0468-0061,nzd0468-0062,nzd0468-0063,nzd0468-0064,nzd0468-0065,nzd0468-0066,nzd0468-0067,nzd0468-0068,nzd0468-0069,nzd0468-0070,nzd0468-0077,nzd0468-0080,nzd0468-0081,nzd0468-0082,nzd0468-0083,nzd0468-0084,nzd0468-0085,nzd0468-0086,nzd0468-0087,nzd0468-0088,nzd0468-0089,nzd0468-0093,nzd0468-0094,nzd0468-0095,nzd0468-0096,nzd0468-0097,nzd0468-0098,nzd0468-0099,nzd0468-0100,nzd0468-0101,nzd0468-0102,nzd0468-0103,nzd0468-0104,nzd0468-0105,nzd0468-0106,nzd0468-0107,nzd0468-0108,nzd0468-0109,nzd0468-0110,nzd0468-0111,nzd0468-0112,nzd0468-0113,nzd0468-0114,nzd0468-0115,nzd0468-0116,nzd0468-0117,nzd0468-0118,nzd0468-0119,nzd0468-0120,nzd0468-0121,nzd0468-0122,nzd0468-0123,nzd0468-0124,nzd0468-0125,nzd0468-0126,nzd0468-0127,nzd0468-0128,nzd0468-0129,nzd0468-0130,nzd0468-0131,nzd0468-0132,nzd0468-0003,nzd0468-0004,nzd0468-0010,nzd0468-0011,nzd0468-0012,nzd0468-0014,nzd0468-0015,nzd0468-0016,nzd0468-0017,nzd0468-0018,nzd0468-0023,nzd0468-0024,nzd0468-0025,nzd0468-0071,nzd0468-0072,nzd0468-0073,nzd0468-0074,nzd0468-0075,nzd0468-0076,nzd0468-0078,nzd0468-0079,nzd0468-0090,nzd0468-0091,nzd0468-0092,nzd0468-0013,nzd0468-0022,nzd0468-0019,nzd0468-0020,nzd0468-0021,nzd0468-0005
1999-09-27 22:07:12.757000,L7,,,,,,,,,,,,,,,,,,,,,,,256.56,265.67,226.63,212.02,171.61,256.09,282.54,238.90,151.06,158.43,,,,,,,290.79,280.69,286.85,274.09,284.81,234.69,160.10,,,,188.47,238.88,246.31,,299.09,147.44,157.52,259.88,227.92,209.03,218.30,265.90,226.90,219.07,233.73,,,,,,,,,,,,,,,,,291.19,263.94,235.52,223.45,202.54,289.45,296.94,308.60,307.38,303.01,309.24,312.95,312.32,320.67,317.86,308.02,184.20,240.52,,,,,,,,,,,,,,,,,,,,,,,,,266.58,296.16,269.29,154.81,,,,,,,,
1999-10-13 22:07:12.582000,L7,,,231.86,,,242.72,254.28,,,,,,,,,,,,,,,,185.93,248.14,,,,,,,,,,,,,,,279.18,279.90,278.03,274.35,291.55,284.46,253.29,232.08,203.13,288.92,290.81,294.28,298.36,299.72,272.50,,,,295.46,297.36,293.03,280.06,296.26,262.71,184.57,271.55,262.94,250.59,275.56,271.31,242.22,270.30,267.56,288.21,275.03,258.76,284.54,289.35,277.81,264.38,288.99,267.04,248.43,226.56,,,,264.11,306.53,,,,,,,,,,,,,,,,,266.95,253.19,249.09,173.21,239.42,,,,,,,,,300.05,233.98,302.29,298.94,240.41,273.64,,,239.57,,260.37,,,,,,
1999-12-16 22:07:09.748000,L7,,273.62,290.57,,,,,,,,,203.08,298.85,306.08,292.94,256.24,229.58,,,,,,,,,,,,,,,,,,,,,,290.16,308.68,297.87,291.53,302.79,286.85,278.67,268.64,245.90,,,,,,,300.97,293.93,265.45,,,,,297.33,288.00,301.85,247.66,262.33,260.69,258.59,239.14,237.33,237.13,264.62,280.25,263.11,192.21,187.71,250.40,279.16,290.59,285.33,247.53,268.45,245.50,,,,,,,,,,,,,,,,,,,,,,289.36,257.08,,,,,217.58,233.32,289.03,269.31,,,,,,,,,,293.45,295.13,250.07,,214.92,,,270.30,276.90,260.69,
2000-03-21 22:06:49.022000,L7,343.25,488.23,524.03,273.48,347.49,380.27,316.27,320.92,331.01,341.29,357.98,355.15,349.65,351.77,362.39,360.38,358.00,314.27,345.52,359.88,332.36,340.08,347.08,350.68,353.00,359.31,364.84,369.07,362.22,369.36,357.64,343.39,321.88,323.15,332.21,322.32,358.34,365.74,366.61,364.20,371.20,365.51,361.51,362.39,329.22,313.54,312.13,301.50,308.82,357.43,420.68,496.13,179.30,411.31,353.98,352.19,349.91,343.41,352.83,357.55,345.75,335.07,406.47,474.26,461.93,338.62,338.89,341.38,344.19,342.34,337.11,340.85,338.27,341.32,335.68,335.21,336.92,342.00,348.12,339.71,344.53,351.70,340.10,352.70,342.04,343.12,348.21,348.19,349.98,340.44,348.77,339.02,346.78,340.66,341.36,338.10,349.20,328.45,331.64,340.21,339.07,328.58,344.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-25 22:05:55.844000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.99,273.47,238.28,260.13,270.90,278.31,270.29,169.22,,,,,283.10,285.49,274.98,258.32,226.97,276.74,267.93,264.57,262.47,269.45,179.22,,275.33,259.75,254.30,247.44,256.96,181.58,250.72,268.58,261.77,230.91,256.24,,,195.95,198.57,218.12,180.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.49,246.95,264.20,273.96,285.93,296.21,,,,,,,,,
2000-08-12 22:05:17.927000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.50,270.46,277.72,280.19,288.97,283.79,284.02,278.54,283.44,282.92,282.00,277.15,155.67,167.08,,294.64,288.60,281.40,284.62,283.83,287.28,273.26,287.22,286.00,293.13,288.97,275.33,277.30,274.83,255.99,,,,,,,,,,,,,,,,,,259.66,275.51,303.50,298.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.00,,,286.39,,,,,,
2000-12-18 22:04:37.758000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.35,261.87,154.26,,,,235.04,239.10,235.81,247.03,218.25,195.67,,,,253.27,224.11,,,,,,,,,,,,,,,,,,,,245.94,255.79,231.56,223.13,249.88,172.37,187.42,176.88,258.27,156.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.91,263.16,,,,,,,,,
2001-01-03 22:04:36.218000,L7,,,,,,,,250.45,271.65,286.12,281.12,,,,,,,,196.58,229.00,211.56,191.67,205.27,260.88,252.75,245.19,275.87,281.53,213.95,,,,,,,,,,,291.84,295.37,237.85,219.74,,,280.54,233.42,,,,,,303.82,264.29,223.38,206.29,277.91,288.18,266.71,276.38,297.67,293.30,298.87,247.84,239.48,213.20,179.45,276.73,274.10,267.67,276.38,278.71,276.85,280.93,264.19,263.34,234.37,277.19,261.61,218.34,177.61,266.50,276.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.15,296.82,,,,,202.65,306.71,278.41,253.89,266.68,,212.59,,,,,,
2001-02-20 22:04:36.568000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.60,294.30,241.00,299.28,294.01,272.25,282.70,285.48,256.70,213.79,253.21,,,,300.48,221.34,219.65,222.54,245.49,268.26,288.34,271.44,293.80,288.36,183.16,248.09,244.68,247.30,256.60,249.62,268.18,267.73,269.00,273.55,214.30,257.48,272.26,249.23,235.26,227.99,218.24,183.06,146.40,256.01,266.67,268.45,,190.59,203.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.78,229.10,204.31,201.55,286.04,212.00,245.49,,219.23,,,,,,
2001-04-09 22:04:17.927000,L7,,,,,,,,,,,,,,,261.33,257.41,,,,,,,,,,,,,,,,,,,,,,,,228.64,251.02,263.66,258.44,215.83,,194.08,230.36,245.09,221.49,216.19,,,272.98,276.75,277.19,271.39,271.67,288.01,278.87,255.02,,,,249.34,246.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.01,234.96,266.23,271.88,278.27,,,177.29,,,,,,
