dates,satname,nzd0151-0000,nzd0151-0001,nzd0151-0002,nzd0151-0003,nzd0151-0004,nzd0151-0005,nzd0151-0006,nzd0151-0007,nzd0151-0008,nzd0151-0009,nzd0151-0010,nzd0151-0011,nzd0151-0012
1999-08-26 22:04:44.971000,L7,,283.58,254.98,261.44,274.69,274.45,221.97,255.29,290.97,273.80,302.85,291.65,253.37
1999-09-27 22:04:48.949000,L7,,299.92,286.84,276.86,275.65,276.79,295.15,262.81,326.37,325.20,315.12,300.18,272.52
1999-11-14 22:04:42.286000,L7,,235.17,264.16,233.33,270.72,270.51,223.37,251.71,306.88,313.29,305.35,239.70,265.61
1999-12-09 21:58:33.708000,L7,305.92,314.23,313.39,312.05,324.17,330.99,331.81,332.69,325.32,324.37,311.32,319.26,291.57
1999-12-09 21:58:57.676000,L7,314.64,320.73,319.68,318.11,329.38,335.44,337.80,336.83,332.64,332.92,317.51,325.57,297.86
1999-12-25 21:58:52.197000,L7,325.19,331.89,333.06,327.90,339.20,340.85,343.07,344.16,346.52,350.00,347.41,342.25,354.89
2000-01-01 22:04:37.439000,L7,199.58,244.86,281.11,271.58,232.01,281.77,215.74,299.36,320.32,341.59,335.12,330.61,310.09
2000-02-11 21:58:22.025000,L7,369.57,355.22,357.10,353.16,362.57,369.91,374.82,371.00,375.25,385.28,376.31,375.29,373.87
2000-03-30 21:58:09.573000,L7,263.42,301.84,298.91,330.19,344.50,334.04,352.52,339.87,337.13,333.07,329.46,323.52,299.98
2000-03-30 21:58:33.541000,L7,354.34,306.39,369.53,458.34,350.25,339.25,357.85,345.00,341.32,336.53,337.59,330.15,305.54
2000-05-24 22:03:46.662000,L7,,280.52,267.36,279.98,285.05,295.44,288.87,308.00,309.64,312.73,308.16,302.69,267.72
2000-07-11 22:03:17.779000,L7,,,,267.20,243.86,276.37,280.84,267.42,294.12,312.78,303.40,265.63,246.38
2000-07-20 21:56:59.837000,L7,193.16,278.47,248.83,267.78,269.82,278.09,279.27,307.33,309.21,308.28,302.31,,
2000-09-06 21:56:22.949000,L7,334.64,330.56,321.59,320.81,333.46,339.38,354.38,353.03,365.84,365.22,366.23,291.22,330.32
2000-09-13 22:02:26.190000,L7,,278.23,273.02,224.19,253.33,273.28,282.54,247.16,294.05,307.15,,235.17,238.05
2000-10-15 22:01:56.204000,L7,332.10,335.79,342.68,340.18,372.02,363.54,362.37,358.89,366.35,365.41,365.51,358.47,357.02
2000-11-09 21:56:21.390000,L7,235.12,208.14,,,,188.35,263.09,314.83,329.55,205.52,308.55,279.63,239.94
2000-12-11 21:56:00.959000,L7,240.70,298.44,299.55,302.25,310.91,318.31,314.79,328.72,336.89,331.41,326.98,321.02,307.69
