dates,satname,nzd0387-0000,nzd0387-0001,nzd0387-0002,nzd0387-0003,nzd0387-0004,nzd0387-0005,nzd0387-0006,nzd0387-0007,nzd0387-0042,nzd0387-0043,nzd0387-0044,nzd0387-0045,nzd0387-0046,nzd0387-0047,nzd0387-0048,nzd0387-0049,nzd0387-0008,nzd0387-0009,nzd0387-0010,nzd0387-0011,nzd0387-0012,nzd0387-0013,nzd0387-0014,nzd0387-0015,nzd0387-0016,nzd0387-0017,nzd0387-0018,nzd0387-0019,nzd0387-0020,nzd0387-0021,nzd0387-0022,nzd0387-0023,nzd0387-0024,nzd0387-0025,nzd0387-0026,nzd0387-0028,nzd0387-0029,nzd0387-0030,nzd0387-0031,nzd0387-0032,nzd0387-0033,nzd0387-0034,nzd0387-0035,nzd0387-0036,nzd0387-0037,nzd0387-0038,nzd0387-0039,nzd0387-0040,nzd0387-0041,nzd0387-0027
2000-06-18 21:59:03.789000,L7,,,275.72,328.47,328.80,300.55,304.40,248.12,422.61,438.62,440.89,446.77,425.03,414.28,426.04,423.10,,,,,,,,,,,,,,,,,,,,362.06,377.39,327.73,318.48,313.04,296.69,346.06,374.14,391.04,377.35,399.35,393.68,397.50,418.45,
2000-08-05 21:58:20.584000,L7,,,293.32,319.42,336.00,309.05,312.08,280.75,346.23,222.54,191.69,425.83,390.32,326.87,366.51,369.75,,,,298.58,330.59,,,,,,,,,,,,184.19,308.28,321.35,331.19,342.49,334.31,324.26,244.98,,,359.34,387.15,379.49,209.17,330.95,354.72,353.81,
2000-09-06 21:57:58.861000,L7,,,283.27,315.70,325.65,312.70,314.78,293.07,180.29,188.55,216.77,377.63,,287.56,312.83,314.14,,334.15,336.49,333.38,327.87,342.64,,,,,,,,294.08,279.95,249.02,,,,,269.55,321.55,318.89,246.01,,345.12,334.23,386.97,380.72,393.55,389.65,382.10,385.86,
2000-11-25 21:57:34.931000,L7,,,217.54,203.70,243.69,309.79,303.65,295.90,376.68,390.74,383.26,277.54,232.76,217.06,260.42,217.82,291.87,277.94,329.26,,,,263.87,297.01,297.73,273.62,248.40,296.35,282.37,219.24,221.42,179.44,213.33,278.64,264.44,,301.10,317.76,306.63,310.16,308.34,313.72,322.98,257.06,292.41,272.75,280.85,328.90,376.14,
2000-12-11 21:57:36.803000,L7,367.42,358.46,370.31,386.92,390.38,399.05,392.88,390.59,460.61,472.16,472.13,473.66,463.45,449.33,445.65,434.98,386.59,392.35,387.97,390.91,399.37,441.07,408.43,409.72,406.43,412.09,415.29,416.81,418.89,416.14,422.85,421.18,424.87,420.15,421.61,425.88,432.08,436.48,429.35,430.14,431.05,433.63,433.79,436.89,440.79,449.50,462.07,462.16,459.94,427.58
2001-02-13 21:57:39.607000,L7,379.14,361.01,366.26,387.23,388.61,388.99,378.31,369.05,449.81,465.29,472.52,470.15,455.96,437.69,438.05,430.05,364.41,380.22,382.27,384.55,389.70,492.31,475.52,395.45,398.86,410.06,407.42,498.26,488.79,436.34,487.10,406.11,413.67,409.77,412.59,415.60,416.95,417.94,423.65,416.26,421.34,421.20,423.17,419.43,429.28,438.47,443.46,441.17,447.19,408.03
2001-05-20 21:57:04.892000,L7,,,295.34,331.76,340.96,314.93,324.01,287.81,,254.61,220.89,431.70,331.33,193.22,,,,344.05,310.79,323.31,332.65,327.27,,,283.22,336.71,315.72,359.72,327.34,373.21,348.74,383.65,397.81,388.61,396.06,375.10,319.54,282.27,276.27,290.35,,332.12,340.27,384.30,390.28,394.29,169.87,,,393.04
2001-06-05 21:56:52.440000,L7,,,342.44,370.81,361.29,320.84,336.90,288.98,451.80,463.71,465.07,465.79,458.38,447.37,455.30,446.94,,348.70,320.01,533.42,508.22,517.07,505.89,,385.16,412.13,407.22,417.25,414.09,410.67,409.55,416.28,420.85,413.34,413.53,414.54,427.34,428.70,424.57,425.59,428.66,422.05,424.36,427.27,431.56,445.05,456.22,455.11,449.73,419.22
2001-07-07 21:56:36.067000,L7,,,281.00,334.21,335.59,306.44,322.28,274.02,423.16,300.61,436.92,444.27,423.01,217.10,256.88,328.17,,,,236.57,320.70,,,,,,,,,,,353.97,372.53,315.03,350.81,346.61,343.30,398.57,336.30,326.34,333.23,352.49,326.55,267.53,381.58,400.47,403.72,404.15,414.25,
2001-08-08 21:56:12.984000,L7,,,278.71,320.47,335.53,311.63,306.48,280.52,390.98,411.11,415.37,418.89,,,,,,327.42,332.30,275.96,215.64,338.70,,,,,,,,,,,173.83,293.77,197.50,287.60,326.91,336.19,327.68,313.25,,,,,302.99,275.05,291.66,387.96,388.93,
2001-08-24 21:56:00.447000,L7,,,280.17,320.62,327.21,312.05,311.40,293.67,388.79,403.84,406.73,408.51,,299.61,312.33,,,336.64,333.54,332.53,334.17,269.88,226.96,304.35,,,,,,,,,196.69,304.07,313.36,256.78,342.04,334.11,322.14,317.12,,,,244.94,347.15,367.86,371.07,382.17,391.32,230.41
2001-09-25 21:55:40.572000,L7,,,190.26,251.60,241.67,290.43,291.77,175.03,259.81,284.34,310.18,302.55,,,215.22,232.68,,314.20,320.99,261.96,306.27,,,,,,,,,,,,,,,,298.78,306.77,303.73,305.92,,,,,,,,308.26,360.72,
2001-10-11 21:55:21.747000,L7,,,,218.84,190.72,324.05,322.44,302.84,337.01,336.78,262.01,293.24,295.24,,,,295.25,304.44,328.59,341.43,354.96,,241.71,301.56,192.30,282.56,,,,,239.92,275.58,183.33,235.93,339.25,,273.36,280.06,281.48,280.86,285.71,273.51,253.09,211.08,144.53,287.98,264.06,282.82,325.37,
2001-12-30 21:55:49.115000,L7,248.66,,,,334.54,327.13,324.26,168.09,276.91,294.31,353.90,376.43,358.55,214.83,177.84,371.07,282.63,,,345.98,349.97,363.34,334.14,335.69,315.00,317.24,316.32,312.13,310.75,312.25,312.94,311.26,319.17,319.96,326.98,329.85,328.42,330.21,320.80,317.84,327.87,333.65,340.01,323.10,294.45,271.46,213.58,379.19,176.82,255.16
2002-02-16 21:56:06.046000,L7,,,,210.01,330.11,321.43,317.59,315.84,145.82,168.90,186.28,175.99,283.17,297.24,334.39,205.62,298.74,,342.13,320.56,336.56,344.51,258.12,322.96,303.75,314.43,308.09,303.26,295.89,232.83,225.62,259.61,229.19,308.12,,230.32,320.63,327.51,313.81,310.99,306.48,333.47,328.85,252.80,336.94,351.04,298.67,290.93,,
2002-03-04 21:56:09.860000,L7,404.02,410.12,411.67,409.78,422.71,416.19,419.93,421.53,511.14,513.33,498.45,497.04,496.59,534.86,,,423.03,430.84,431.15,424.79,,,429.78,393.21,439.14,444.20,448.39,441.14,440.73,436.92,443.09,445.00,435.76,436.48,444.30,416.67,476.03,428.43,418.25,407.68,407.28,403.73,408.79,409.50,460.74,479.79,498.95,516.09,510.42,444.27
2002-05-07 21:56:03.729000,L7,,,286.16,319.58,319.89,292.63,297.03,259.19,175.50,202.79,200.70,423.76,393.80,373.71,384.34,393.10,,,,233.79,299.58,,,,,,,,,,,,,,,,339.36,324.45,315.65,313.11,,340.72,359.11,260.15,359.06,371.57,323.19,352.57,401.40,
2002-09-12 21:55:07.575000,L7,358.27,364.35,377.54,379.12,425.01,468.90,428.18,495.01,434.16,442.00,436.51,437.49,424.36,408.78,417.63,418.72,499.56,386.21,386.66,379.70,391.19,420.96,386.93,385.84,381.15,479.95,480.14,483.78,517.38,409.36,400.08,405.77,403.19,403.23,403.45,415.58,418.80,416.92,416.79,415.67,412.78,412.95,414.69,417.68,421.14,422.60,429.86,423.28,432.04,410.33
2002-10-14 21:54:55.882000,L7,,,205.27,265.28,303.89,303.35,302.69,276.10,274.08,295.53,313.23,271.61,,,,245.11,269.36,313.17,200.15,291.81,302.04,325.45,229.23,286.84,280.01,269.97,,,,,,,,,,,,,,,,326.66,208.97,247.30,192.40,271.20,285.51,197.34,249.08,
2002-10-30 21:55:01.471000,L7,370.58,361.82,373.91,390.26,403.27,404.94,404.29,405.09,465.07,482.54,474.59,477.46,462.83,446.15,444.78,437.44,405.99,410.39,405.02,404.99,414.44,474.14,461.18,457.38,417.15,437.35,431.16,423.16,423.62,423.09,459.37,457.69,462.77,465.34,429.30,477.56,445.81,450.51,454.16,439.58,436.88,434.83,444.32,444.70,463.83,468.89,468.76,461.17,470.06,445.95
2003-01-02 21:55:34.113000,L7,405.83,393.38,416.73,418.99,454.91,445.48,446.40,458.60,489.71,493.22,493.98,488.31,476.76,469.39,462.77,459.57,452.21,467.62,467.26,472.62,456.79,475.44,442.15,475.02,481.73,492.77,484.95,470.18,433.46,441.68,472.55,477.36,491.64,507.76,503.86,495.95,501.63,504.60,491.79,489.97,456.33,462.43,473.24,488.36,485.71,506.67,506.87,514.69,509.65,504.18
2003-01-18 21:55:42.118000,L7,266.24,244.11,223.84,209.57,329.43,336.21,329.87,335.17,,,,,,,,,287.93,289.10,,352.95,357.53,365.61,340.93,338.91,319.62,314.76,314.87,315.95,311.65,283.83,304.17,313.22,313.35,319.60,315.38,328.12,331.91,335.45,320.71,320.89,311.12,,,250.72,296.86,211.83,,,,
2003-02-19 21:55:54.479000,L7,191.93,497.85,,504.39,387.63,371.34,378.37,361.56,458.60,466.50,463.59,455.90,275.53,,417.80,434.77,371.40,375.93,380.87,372.84,393.79,403.88,387.97,392.75,396.79,402.53,402.57,401.37,405.36,400.08,397.88,403.12,403.00,399.76,405.99,446.11,444.54,446.37,443.51,440.66,411.07,402.15,404.62,402.10,410.38,416.64,428.82,435.44,448.75,408.42
2003-03-23 21:55:52.571000,L7,,,,325.28,336.51,317.24,309.92,290.51,,,,,,,,,297.60,184.47,316.06,342.71,284.35,,232.12,331.79,314.94,310.10,315.04,306.75,307.24,,,,,,,,,,,,,,,,,,,,,
2003-04-08 21:55:59.443000,L7,,273.87,306.23,329.07,345.79,326.92,322.04,308.46,420.61,434.63,190.87,354.10,399.57,368.04,393.01,376.41,291.78,351.66,351.95,346.92,200.96,270.69,323.53,338.00,305.52,174.36,231.68,225.00,274.96,313.24,321.33,288.69,295.14,343.81,357.47,304.37,400.47,377.44,331.95,201.25,245.96,237.88,197.99,139.16,361.01,384.43,396.55,417.62,420.38,153.58
2003-04-24 21:55:58.309000,L7,,,307.03,336.53,339.69,316.89,319.04,294.71,221.78,234.79,225.03,192.79,397.65,,356.28,367.43,,353.26,343.61,331.58,317.00,360.34,,,,,276.97,306.11,,153.13,233.83,,332.30,333.71,358.14,344.38,353.35,355.64,325.29,334.01,359.73,355.98,314.82,268.11,357.95,377.68,389.91,396.38,425.13,
2003-07-21 21:43:45.776000,L5,251.73,294.15,387.33,402.45,418.33,391.43,392.02,403.58,459.43,474.13,469.76,476.66,463.35,448.87,445.02,439.41,393.56,392.32,394.93,388.12,414.45,232.95,309.08,407.75,415.57,427.09,431.36,413.72,427.34,413.20,425.09,429.30,427.39,425.66,434.29,445.31,437.84,443.11,438.66,432.58,439.50,432.67,427.10,441.79,433.90,458.46,452.10,457.95,460.62,434.18
2003-12-28 21:45:57.554000,L5,437.34,428.27,428.18,418.35,431.77,433.71,425.49,429.83,488.46,496.60,496.38,499.50,483.81,471.12,464.29,458.67,426.88,427.84,439.22,443.91,483.01,472.67,461.77,453.75,464.09,461.71,462.51,441.33,445.52,437.71,439.18,443.08,442.28,446.20,464.20,469.39,470.45,473.02,471.52,468.18,447.37,454.16,463.83,462.43,459.33,463.20,474.62,497.61,493.78,472.76
2004-04-02 21:46:30.745000,L5,475.50,493.75,454.46,466.86,469.67,477.94,470.98,465.59,495.40,499.58,492.69,494.54,490.15,484.01,492.50,476.00,467.97,486.31,477.85,475.02,516.86,506.64,478.73,490.85,494.72,502.35,501.22,498.41,479.91,486.43,480.53,487.76,492.96,486.20,491.00,493.27,487.40,497.63,492.85,488.55,495.39,492.30,495.70,487.49,496.82,504.41,505.20,510.36,506.09,482.87
2004-05-04 21:47:27.968000,L5,,287.55,323.74,349.43,346.62,347.66,339.89,315.42,408.16,426.60,426.21,432.66,404.42,285.29,392.83,395.91,,357.90,351.70,350.46,360.11,363.18,,,322.15,348.60,329.84,348.37,390.79,375.37,360.30,367.44,381.75,379.69,379.60,380.59,384.49,394.52,342.49,342.09,339.35,383.31,376.52,375.78,370.93,381.99,392.38,408.39,418.27,381.47
2004-06-21 21:48:52.640000,L5,224.90,161.10,335.35,365.46,358.49,349.91,355.17,316.06,423.46,444.36,432.66,357.15,318.46,,401.40,419.62,304.17,367.90,352.32,353.15,373.95,377.52,193.13,233.73,301.55,387.54,396.86,391.87,400.33,389.51,397.26,401.33,404.60,402.33,405.37,405.93,409.27,421.13,402.30,403.32,397.27,389.92,391.15,408.14,406.35,420.19,424.45,427.02,427.03,406.71
2004-07-07 21:49:21.098000,L5,,,313.08,352.99,344.13,334.15,338.55,294.71,412.01,436.53,436.17,441.81,422.62,383.46,413.04,409.70,,361.31,336.38,339.00,243.87,,,,275.80,346.64,378.63,359.01,393.93,371.30,365.76,376.82,396.96,391.48,395.94,382.25,386.74,395.08,346.89,334.25,368.75,355.71,362.00,385.94,383.54,398.42,404.23,422.07,419.96,395.38
2004-08-24 21:50:29.935000,L5,285.56,312.28,329.70,352.41,364.26,363.50,355.58,339.74,,,414.72,177.07,353.55,261.51,404.27,403.74,347.24,366.39,365.65,359.16,371.65,382.36,324.33,358.19,382.98,386.04,397.02,389.89,404.05,395.83,395.36,397.77,405.43,400.92,395.91,385.51,376.04,371.53,366.80,379.97,374.54,357.27,316.69,278.95,311.38,385.51,379.72,328.33,,329.89
2004-09-25 21:51:19.231000,L5,513.13,508.56,493.48,477.78,482.01,495.51,468.87,514.98,500.75,496.58,491.39,492.44,492.23,479.35,477.55,477.62,466.06,473.67,470.44,478.64,517.27,,480.78,475.20,485.47,486.62,490.50,476.26,476.37,,526.25,494.35,491.89,481.46,491.44,487.56,494.19,495.07,490.64,498.51,485.62,487.09,495.37,496.49,499.34,503.04,503.09,510.97,502.46,486.70
2004-10-27 21:51:59.516000,L5,378.01,356.48,371.92,389.97,393.51,394.12,394.01,384.37,455.03,469.32,466.17,463.28,451.77,433.06,433.11,428.42,387.38,399.13,399.48,401.39,414.23,432.89,426.07,423.65,412.09,421.67,414.78,414.35,417.45,417.27,409.85,416.81,434.75,432.18,435.42,443.87,440.77,441.76,430.50,429.62,433.79,440.30,437.14,429.45,437.60,448.42,457.78,461.59,458.55,443.02
2005-01-15 21:53:21.356000,L5,381.28,370.38,382.99,398.44,399.75,399.01,396.73,396.77,475.28,487.02,484.72,477.95,458.46,446.88,444.70,435.26,411.62,409.64,415.81,415.33,425.85,445.41,424.52,418.04,411.01,412.93,417.81,416.74,417.82,414.99,415.85,439.21,437.75,435.88,438.99,446.41,443.64,440.34,430.56,430.95,429.56,427.97,431.06,431.18,455.58,462.95,471.64,475.19,477.18,443.55
2005-03-04 21:54:04.136000,L5,438.36,432.41,438.72,441.88,443.29,441.52,457.14,455.66,491.16,494.12,493.34,493.42,488.10,465.81,459.37,455.88,465.43,470.25,459.60,460.79,481.62,500.94,479.31,486.39,475.72,466.19,474.08,459.33,461.15,463.41,467.86,472.60,475.28,474.30,472.80,476.58,476.35,485.12,481.98,470.35,472.77,469.06,460.69,464.32,470.30,478.07,482.47,488.50,493.07,467.60
2005-04-05 21:54:19.058000,L5,,486.65,475.73,466.34,473.79,460.09,462.27,454.29,507.09,511.21,510.18,518.80,505.26,483.40,483.22,475.32,462.43,465.06,465.02,470.76,509.32,499.71,464.88,456.98,476.21,481.53,479.19,474.31,482.27,474.76,485.28,485.81,496.58,485.45,489.36,477.58,504.39,492.97,486.90,477.51,482.09,490.45,506.09,496.75,505.84,505.50,507.79,512.96,512.17,482.26
2005-04-21 21:54:22.812000,L5,,,,,500.55,503.89,483.75,481.03,494.55,500.17,500.01,505.44,492.00,478.40,476.02,479.26,480.12,487.81,480.43,482.45,509.53,503.95,472.36,474.86,478.40,484.15,477.61,487.59,483.53,491.68,486.39,490.26,487.37,489.11,500.26,494.23,492.23,496.22,490.12,482.18,477.55,477.95,503.97,484.12,491.66,492.61,515.63,512.87,501.25,507.35
2005-06-08 21:54:44.925000,L5,260.73,283.43,395.78,407.56,412.03,408.99,391.37,412.71,464.92,476.58,474.23,477.47,468.45,452.44,450.35,445.22,394.58,405.65,405.50,408.45,429.85,223.61,347.58,419.02,424.01,427.31,436.59,457.61,431.76,427.15,432.11,431.74,435.87,430.10,453.31,442.77,442.14,446.40,446.02,436.72,447.94,438.61,445.22,444.52,452.88,461.44,469.02,474.14,467.01,436.04
2005-07-10 21:54:55.488000,L5,237.26,225.30,350.51,360.40,359.20,352.28,349.83,319.75,440.78,461.28,452.61,447.72,429.38,421.82,426.55,421.96,207.16,374.65,358.71,364.64,383.30,374.75,208.93,265.06,387.47,402.16,405.03,395.34,403.33,394.29,396.13,404.97,410.08,412.52,413.49,413.95,415.86,418.08,409.59,400.01,398.73,401.05,406.12,410.03,425.85,432.17,441.06,447.21,445.57,419.30
2005-08-27 21:55:20.007000,L5,259.64,299.49,329.43,346.05,342.39,336.93,338.59,316.16,409.77,426.71,420.94,424.97,379.94,298.79,382.08,383.94,330.58,356.69,352.76,348.91,366.79,368.07,243.76,344.08,323.86,343.28,385.97,336.35,385.07,364.28,340.53,365.83,384.38,390.11,378.55,387.77,369.17,371.52,336.60,340.39,333.41,353.42,373.82,392.15,401.66,401.51,416.34,390.57,421.48,394.49
2005-09-28 21:55:20.450000,L5,,,,,505.94,514.07,500.72,480.87,498.62,489.10,487.28,499.85,492.25,473.04,481.21,465.44,478.48,496.92,473.27,489.81,519.62,488.79,476.41,478.82,481.09,479.93,484.11,475.54,485.66,500.30,487.54,500.49,487.84,494.17,,487.92,484.75,493.13,494.58,492.59,496.29,469.47,488.64,519.86,491.24,498.79,525.85,498.51,508.81,481.07
2005-10-30 21:55:15.307000,L5,323.56,295.04,291.60,,,,318.56,290.98,417.31,435.34,423.13,428.08,398.43,384.72,399.17,390.71,355.55,369.03,319.79,346.40,340.98,357.85,341.07,344.13,367.26,378.52,384.68,386.60,406.42,397.64,396.72,399.71,406.06,362.93,356.01,394.93,378.95,388.16,320.36,356.72,343.57,403.44,408.46,417.02,423.32,430.08,439.55,445.33,423.62,309.50
2006-02-19 21:57:51.685000,L5,427.85,447.77,445.35,459.70,486.63,440.00,446.05,504.30,494.79,498.00,495.24,492.71,479.85,465.51,448.97,440.32,468.62,442.98,463.78,447.77,484.93,491.70,457.31,488.96,464.24,486.16,459.99,467.17,465.78,472.92,444.24,476.43,473.55,470.15,454.48,473.63,477.64,483.26,481.18,495.14,483.34,505.38,475.62,448.71,469.00,476.40,491.66,492.81,517.00,476.30
2006-06-27 22:00:00.431000,L5,255.52,280.15,387.90,401.16,405.60,397.37,392.43,395.68,470.82,475.53,480.33,474.27,467.09,453.00,448.21,441.54,389.16,400.34,388.19,406.25,417.51,187.73,362.29,410.22,420.64,421.97,428.53,417.50,423.14,425.79,430.44,431.80,436.49,443.39,432.36,435.12,444.69,442.48,449.55,437.59,449.71,448.09,442.41,437.44,451.28,462.16,463.25,460.20,471.73,436.77
2006-11-02 22:01:32.743000,L5,488.86,457.34,463.27,466.74,482.37,471.00,469.89,459.87,519.45,519.23,508.50,511.18,497.94,482.76,470.08,468.17,465.93,475.04,461.27,461.82,488.58,509.12,480.65,490.23,486.57,487.81,509.79,494.90,503.73,492.77,481.70,485.62,497.75,489.05,486.16,485.74,481.55,481.85,478.69,477.86,496.19,493.06,491.15,491.02,487.48,510.50,515.44,520.43,511.30,477.75
2007-01-05 22:02:04.371000,L5,466.71,460.73,450.66,453.54,444.03,454.94,448.44,461.42,491.79,502.11,502.51,498.91,482.60,468.80,459.60,451.73,447.32,454.67,461.98,453.73,492.03,490.65,497.69,493.62,505.60,496.11,484.79,459.53,456.32,454.28,461.97,464.44,466.07,466.91,470.77,478.26,503.08,483.96,483.69,474.23,459.42,453.12,458.73,452.78,459.63,468.30,480.84,486.27,486.59,473.12
2007-01-21 22:02:09.591000,L5,465.51,452.36,452.70,457.71,446.58,438.98,438.69,439.88,497.74,501.58,499.24,497.51,485.87,479.61,509.30,473.93,437.54,460.14,435.40,438.14,529.32,488.19,474.72,468.27,476.10,476.32,471.88,475.11,459.87,448.04,453.07,468.50,467.96,479.65,471.14,472.21,476.29,475.49,479.31,467.53,467.05,470.25,463.13,459.93,460.51,467.66,479.91,475.01,473.59,471.13
2007-02-06 22:02:11.997000,L5,461.06,455.70,467.07,454.97,466.44,447.08,455.77,451.84,499.82,503.75,502.53,503.09,488.81,473.22,465.74,461.72,462.12,466.97,456.81,456.80,,498.00,484.52,482.84,494.16,484.86,491.82,480.80,464.83,465.99,470.62,474.92,483.96,468.76,470.24,477.02,483.46,478.30,486.81,472.04,471.64,472.23,461.17,460.01,463.82,479.87,482.27,477.91,483.72,479.50
2008-02-25 21:57:37.029000,L5,452.29,469.86,457.44,456.81,454.78,450.56,457.37,451.25,485.24,489.83,484.26,483.10,470.75,454.44,460.27,468.87,462.09,455.20,450.20,473.03,487.82,487.10,475.50,473.46,461.70,467.19,482.44,463.30,455.98,461.71,462.39,457.51,465.74,471.00,475.99,471.90,471.19,478.33,475.21,472.60,469.42,469.78,455.86,462.95,469.08,472.37,480.41,486.75,485.93,475.05
2008-12-25 21:51:46.135000,L5,411.13,426.67,418.95,424.82,423.98,416.02,416.57,424.18,484.34,489.27,487.15,491.23,478.38,467.05,456.44,457.96,450.23,442.89,429.01,426.02,468.20,469.65,444.96,454.77,442.48,468.95,454.94,459.42,432.24,443.07,431.52,433.19,435.32,430.82,441.98,460.93,454.56,464.77,455.45,452.48,457.34,437.12,442.96,441.69,450.58,466.96,469.85,471.04,486.68,450.29
2010-01-29 21:58:05.346000,L5,440.42,442.75,447.33,453.24,468.51,454.49,445.78,456.59,508.95,507.12,508.27,520.35,512.15,488.33,487.24,485.33,456.96,470.66,461.31,481.91,524.67,509.90,462.17,481.97,479.21,492.82,482.80,493.62,480.61,474.06,486.07,473.43,491.44,475.79,477.07,493.32,495.73,492.21,489.15,473.70,485.34,486.56,467.42,471.49,479.55,498.34,506.81,513.46,519.40,488.65
2010-10-12 21:57:13.086000,L5,444.02,434.63,441.03,441.66,444.24,436.54,437.49,450.35,484.87,502.10,498.16,498.16,483.74,472.56,461.34,453.78,447.09,455.94,459.45,448.99,462.96,480.64,473.83,473.14,474.51,473.51,471.19,466.66,472.36,460.47,458.38,466.86,474.33,469.66,461.37,484.87,489.70,491.61,486.86,487.21,483.54,493.09,484.85,480.40,472.87,495.11,502.50,502.50,488.15,467.90
2011-09-13 21:55:45.838000,L5,290.05,319.01,344.82,357.42,356.72,350.27,349.60,339.08,427.57,430.26,428.64,430.66,409.62,381.98,400.88,397.02,349.53,363.45,363.21,360.65,375.27,385.07,347.75,358.84,331.27,349.33,379.87,363.87,381.40,366.53,330.26,356.27,389.14,384.69,385.88,392.77,370.56,383.47,360.23,387.42,356.20,373.43,349.41,326.16,398.41,390.21,413.18,402.39,423.21,396.19
2013-05-29 22:09:17.297000,L8,,,281.48,325.25,332.25,309.81,319.70,279.82,406.83,197.82,273.15,265.77,393.80,370.24,411.43,387.55,,,,241.65,326.98,,,,,,298.45,292.37,345.38,292.70,296.45,255.45,284.12,304.02,286.50,302.02,312.69,322.26,309.08,327.47,309.03,343.45,196.03,264.90,385.50,388.07,387.35,408.69,414.37,265.19
2013-06-30 22:09:11.994000,L8,,,285.81,333.25,335.61,310.96,320.32,278.78,416.30,434.98,430.44,434.83,411.10,372.34,412.48,408.26,,,,238.77,322.47,,,,248.70,318.85,371.27,376.92,378.30,300.30,353.02,311.02,299.30,388.62,397.53,379.18,319.47,374.25,334.86,376.07,384.23,346.37,371.09,321.38,402.65,408.32,403.25,421.34,428.46,391.08
