dates,satname,nzd0405-0000,nzd0405-0001,nzd0405-0002
1999-09-04 22:00:33.926000,L7,302.09,290.94,292.43
1999-10-22 22:00:28.631000,L7,312.21,345.25,374.31
1999-12-09 22:00:33.510000,L7,277.79,282.70,276.98
2000-01-26 22:00:26.187000,L7,184.13,272.85,247.85
2000-02-11 22:00:21.827000,L7,,239.04,
2000-02-27 22:00:16.353000,L7,237.16,273.55,290.25
2000-04-15 21:59:55.745000,L7,,,269.65
2000-05-01 21:59:54.563000,L7,,,267.88
2000-10-08 21:58:00.300000,L7,308.48,274.33,291.09
2000-11-25 21:57:58.896000,L7,285.76,283.23,294.01
2001-09-25 21:56:04.528000,L7,290.41,296.85,300.64
2001-12-30 21:56:13.010000,L7,244.52,281.90,282.69
2002-03-20 21:56:24.055000,L7,,280.68,238.81
2002-10-14 21:55:19.836000,L7,293.30,292.59,289.39
2002-10-30 21:55:25.430000,L7,332.16,354.92,387.37
2003-07-21 21:44:09.463000,L5,,277.14,296.69
2004-04-02 21:46:54.575000,L5,305.48,334.70,328.08
2004-05-04 21:47:51.656000,L5,,308.76,288.16
2004-05-20 21:48:20.187000,L5,,306.98,308.82
2004-06-05 21:48:48.638000,L5,,,291.54
2004-08-08 21:50:26.495000,L5,,313.12,288.13
2004-09-25 21:51:43.061000,L5,331.28,348.07,353.10
2004-10-27 21:52:23.346000,L5,318.74,336.25,344.28
2005-01-15 21:53:45.186000,L5,321.16,340.45,370.70
2005-03-04 21:54:27.824000,L5,295.57,328.37,306.28
2005-04-05 21:54:42.889000,L5,309.09,331.61,335.88
2005-04-21 21:54:46.500000,L5,307.56,337.36,343.80
2005-06-08 21:55:08.756000,L5,,,272.34
2005-06-24 21:55:13.674000,L5,,,266.00
2005-07-10 21:55:19.319000,L5,,187.73,297.67
2005-08-27 21:55:43.837000,L5,298.28,324.49,344.02
2005-09-28 21:55:44.137000,L5,322.64,335.40,353.06
2006-02-19 21:58:15.515000,L5,331.33,347.16,336.87
2006-11-02 22:01:56.430000,L5,340.56,356.96,376.74
2007-01-05 22:02:28.201000,L5,306.94,331.35,334.81
2007-01-21 22:02:33.422000,L5,317.65,326.53,329.83
