dates,satname,nzd0524-0000,nzd0524-0001,nzd0524-0002,nzd0524-0003,nzd0524-0004,nzd0524-0005,nzd0524-0006,nzd0524-0007,nzd0524-0008,nzd0524-0009,nzd0524-0012,nzd0524-0013,nzd0524-0014,nzd0524-0015,nzd0524-0016,nzd0524-0017,nzd0524-0022,nzd0524-0023,nzd0524-0024,nzd0524-0025,nzd0524-0027,nzd0524-0028,nzd0524-0029,nzd0524-0030,nzd0524-0032,nzd0524-0033,nzd0524-0034,nzd0524-0035,nzd0524-0036,nzd0524-0037,nzd0524-0038,nzd0524-0039,nzd0524-0040,nzd0524-0041,nzd0524-0042,nzd0524-0043,nzd0524-0044,nzd0524-0045,nzd0524-0046,nzd0524-0047,nzd0524-0048,nzd0524-0049,nzd0524-0050,nzd0524-0051,nzd0524-0052,nzd0524-0053,nzd0524-0054,nzd0524-0055,nzd0524-0056,nzd0524-0057,nzd0524-0058,nzd0524-0059,nzd0524-0060,nzd0524-0010,nzd0524-0011,nzd0524-0018,nzd0524-0019,nzd0524-0020,nzd0524-0021,nzd0524-0031,nzd0524-0026
2001-02-11 22:11:12.788000,L7,,439.87,451.29,493.93,489.58,487.14,449.53,497.70,484.17,479.54,336.51,466.75,470.39,471.77,470.71,479.92,431.75,417.94,411.02,412.35,447.85,463.87,429.79,458.19,448.74,451.53,469.90,471.60,476.86,516.03,,,,,494.25,472.73,464.58,481.94,474.08,511.10,491.17,490.72,498.11,495.90,492.28,472.00,453.82,436.55,414.96,402.47,445.49,447.08,435.37,470.04,468.28,473.39,427.53,446.48,434.36,445.75,462.09
2001-02-20 22:05:00.525000,L7,380.09,341.42,337.44,342.82,337.05,329.72,338.70,338.11,482.06,475.90,327.33,332.26,331.77,455.26,460.52,436.84,346.50,344.35,348.16,347.70,346.10,345.07,344.42,336.62,343.36,345.27,342.85,353.42,351.43,364.33,340.56,354.13,364.28,356.20,352.78,345.82,346.62,341.85,332.41,268.22,275.94,271.52,272.76,319.42,332.03,274.81,258.22,259.96,238.01,238.95,195.25,227.64,232.13,478.47,455.90,269.82,338.91,349.30,345.76,343.47,349.73
2001-04-16 22:10:54.636000,L7,374.25,309.24,308.01,319.33,303.24,283.15,267.76,331.40,335.35,328.31,326.25,329.75,309.25,293.27,329.20,327.01,338.96,291.76,324.50,298.03,293.53,297.51,303.41,300.28,330.19,339.17,318.66,335.65,331.89,335.51,336.36,342.40,348.54,354.08,347.53,341.32,345.90,332.89,337.71,329.50,317.93,326.90,324.25,305.47,328.89,324.94,322.29,314.79,301.65,304.45,311.18,313.32,343.33,333.58,324.83,245.97,209.59,234.89,256.50,305.60,274.17
2001-07-14 22:03:57.537000,L7,374.05,295.31,290.72,258.05,273.12,278.21,260.17,270.05,173.57,135.90,304.09,315.14,160.67,243.21,228.07,156.89,225.10,258.91,247.12,258.67,256.79,261.26,259.18,275.74,261.15,,201.30,302.37,287.06,285.11,265.46,298.25,319.18,306.60,314.07,326.85,341.26,319.88,223.73,282.32,277.52,280.56,292.70,,,275.82,263.45,147.44,215.38,191.87,149.61,246.64,254.46,267.20,276.37,170.92,198.93,235.45,241.22,284.23,264.41
2001-08-15 22:03:26.328000,L7,218.96,223.86,274.88,261.67,251.33,235.24,,,280.48,268.99,,,,,,,,,,,225.07,177.75,281.86,289.08,307.67,304.12,292.97,310.77,304.75,311.69,226.54,319.74,221.54,267.85,152.38,300.58,328.85,,284.28,287.38,282.42,293.84,299.07,154.97,295.58,272.50,271.17,204.30,222.00,214.79,221.44,258.03,266.30,254.84,,,,,,300.70,255.40
2002-01-29 22:09:33.112000,L7,456.77,489.78,375.62,358.67,393.25,442.39,398.28,393.92,388.56,454.62,182.76,151.93,154.94,241.72,375.56,432.36,398.30,402.26,397.65,391.50,388.86,394.78,376.83,408.46,384.25,413.71,324.62,330.54,341.90,342.67,338.20,350.92,354.94,345.47,343.96,341.68,343.02,333.29,329.82,326.70,321.03,320.95,321.55,310.81,328.21,320.14,306.44,304.07,297.02,296.23,298.08,294.32,299.36,413.39,412.85,489.50,480.50,407.89,402.20,420.20,398.40
2002-03-11 22:03:31.366000,L7,336.42,299.94,293.73,299.17,286.78,261.25,263.04,284.21,268.40,233.64,302.33,297.86,236.24,185.26,193.02,163.67,,,,252.58,252.44,255.24,268.76,282.32,304.87,322.69,314.97,284.18,287.31,203.89,307.47,153.35,341.71,333.75,341.62,333.28,335.41,325.12,229.12,268.76,260.73,206.31,240.10,268.34,316.32,313.58,303.70,298.25,258.71,286.14,297.60,296.55,213.15,187.30,290.58,162.55,172.76,,,286.41,258.24
2002-04-12 22:03:25.302000,L7,354.35,295.88,287.03,295.93,281.50,267.64,260.33,317.09,298.72,301.81,303.78,301.75,299.54,209.21,202.32,169.50,309.01,278.95,289.98,285.40,260.60,268.05,278.60,185.57,307.41,324.98,314.79,327.58,323.76,331.30,327.48,344.31,345.86,337.31,342.27,338.36,322.92,325.18,334.97,328.54,318.17,312.31,322.81,309.15,321.28,312.92,306.88,294.59,293.79,295.78,288.84,288.17,284.89,283.50,301.92,161.86,194.05,228.73,235.81,218.22,271.49
2002-05-05 22:09:37.985000,L7,262.79,232.98,,,,,,,,,,,,,,,,,,188.17,135.17,205.20,236.82,248.27,,,218.59,244.74,279.09,271.01,261.07,302.36,210.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.08
2002-05-14 22:03:19.418000,L7,376.06,335.77,338.28,343.45,319.77,296.22,372.75,350.93,374.01,377.69,337.77,331.65,325.28,325.90,338.82,399.69,373.09,362.22,355.05,347.51,346.54,314.20,316.66,317.73,344.47,356.52,349.89,347.25,348.29,352.92,345.72,351.91,363.86,350.33,366.57,356.87,357.71,350.09,344.65,336.86,334.85,332.30,335.27,330.26,340.81,336.90,330.51,367.49,361.70,358.72,338.06,362.86,356.16,350.55,340.33,253.15,350.67,365.31,378.31,318.93,342.64
2002-06-15 22:03:07.576000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,291.03,197.56,,,,,,,,,,,,,,,,,,,,,,,154.12,232.85,211.72,,,,,,,,
2002-08-09 22:08:57.725000,L7,381.74,348.56,334.49,339.24,314.29,296.18,335.44,373.50,350.58,344.04,373.72,341.45,339.81,310.24,220.04,,354.05,363.42,356.15,361.15,344.91,338.32,316.49,325.53,345.30,342.40,339.68,357.38,348.16,350.77,346.07,362.64,364.68,353.54,353.26,350.49,349.09,344.20,341.60,335.56,333.41,333.79,336.79,329.99,339.77,382.59,323.93,308.06,302.03,316.09,352.36,352.73,366.11,339.15,372.14,,,364.34,355.68,328.41,336.56
2002-09-10 22:08:43.416000,L7,375.13,333.01,334.41,330.65,320.68,304.24,330.64,337.14,330.52,337.07,332.00,321.60,324.48,316.98,285.09,374.44,342.68,336.26,341.40,334.56,321.72,319.94,323.00,325.81,334.02,332.59,329.96,332.41,339.63,339.82,338.69,351.69,354.46,346.00,343.51,342.48,345.69,334.22,320.87,326.17,316.00,318.73,321.12,320.49,334.86,318.41,250.51,297.72,297.43,301.07,342.37,360.57,383.07,321.71,329.06,,,344.23,343.26,326.55,326.22
2002-12-24 22:02:57.022000,L7,375.90,340.64,338.40,340.18,336.48,329.37,338.12,338.17,339.54,339.97,328.77,326.95,326.33,320.34,330.09,353.13,342.47,340.18,337.45,334.13,318.82,318.85,319.54,318.49,323.43,318.29,322.88,327.63,330.17,335.43,334.52,352.81,348.93,338.40,340.40,338.89,334.32,328.75,,212.75,285.74,431.95,451.36,470.58,467.60,395.96,209.24,258.06,295.71,300.88,296.61,290.03,,333.43,329.35,265.69,336.13,346.66,342.76,321.68,326.56
2003-02-01 22:09:21.746000,L7,179.12,178.54,278.83,276.93,271.55,236.09,333.87,335.93,337.76,338.35,326.92,327.95,323.17,318.94,326.43,351.83,341.43,336.08,336.08,334.57,320.26,319.94,319.94,322.17,327.58,324.43,326.19,335.61,339.16,341.27,339.08,352.09,351.56,294.10,317.21,284.95,308.86,332.04,326.31,319.50,311.14,316.95,316.62,320.32,328.26,323.53,310.80,303.26,297.41,300.89,299.33,297.11,298.34,334.86,331.51,239.92,217.76,348.52,343.63,323.03,323.68
2003-08-13 21:51:32.649000,L5,406.77,336.30,348.03,347.71,336.67,349.02,352.84,354.21,353.91,354.59,347.15,349.57,336.80,329.94,364.06,346.99,365.91,365.56,362.05,357.17,343.44,337.43,334.18,341.84,352.30,355.44,351.52,352.42,359.50,364.31,360.77,372.99,378.93,369.73,368.96,365.80,371.75,365.26,359.46,351.17,344.38,351.59,348.60,358.37,358.13,347.57,345.97,330.21,322.20,329.17,326.63,320.74,351.59,349.92,339.38,264.99,319.94,371.06,360.41,343.14,344.40
2003-08-29 21:51:49.928000,L5,428.59,372.51,384.80,382.21,386.69,384.50,382.58,386.82,395.10,389.43,376.08,370.57,375.22,373.76,391.58,390.48,392.65,395.91,389.45,382.55,375.12,370.68,367.19,365.69,375.81,382.93,377.41,391.16,398.04,397.51,411.36,401.53,425.98,433.71,413.42,411.39,427.33,426.71,410.06,386.25,398.70,385.00,399.84,401.32,394.08,389.38,374.36,366.67,357.68,346.45,354.26,356.53,374.69,383.71,379.21,338.48,401.68,408.75,396.32,379.56,379.69
2003-10-07 21:58:35.519000,L5,397.40,357.23,359.72,362.37,355.51,353.90,364.00,359.48,363.98,362.44,353.52,353.50,350.61,347.87,373.97,362.20,376.45,374.42,373.79,367.32,349.06,346.93,346.31,344.50,352.79,355.97,352.32,357.40,358.55,369.44,369.98,382.23,387.35,381.79,383.00,377.85,376.66,368.26,363.94,357.33,348.04,344.28,351.32,350.46,359.27,356.78,347.44,342.57,341.48,342.18,337.27,340.12,357.35,354.61,352.43,281.32,370.96,381.81,375.30,343.56,358.14
2003-11-17 21:52:57.120000,L5,413.07,401.57,410.62,403.91,402.64,394.51,395.34,396.34,396.12,393.89,393.90,408.10,409.14,426.02,430.30,423.37,440.74,422.40,421.05,408.98,404.67,410.10,407.95,384.08,395.40,394.32,402.26,400.32,406.00,419.43,411.53,422.89,433.81,452.22,442.29,433.98,433.84,436.21,424.32,428.24,431.28,414.74,413.88,420.48,428.30,405.62,380.33,381.27,380.46,382.96,388.45,392.75,393.35,391.43,398.62,433.43,451.03,433.70,437.40,400.19,417.99
2003-12-26 21:59:30.091000,L5,421.33,400.82,397.30,405.98,403.23,401.60,400.15,397.62,398.81,395.83,400.63,401.07,408.02,414.73,421.32,420.13,437.05,432.05,421.92,418.18,393.96,387.39,383.60,382.43,397.06,387.45,390.08,392.05,393.97,403.07,411.39,423.63,429.20,426.53,424.54,424.63,425.93,430.45,412.96,414.40,401.72,405.56,405.27,414.59,409.76,390.84,374.86,369.17,391.53,396.81,392.96,393.58,406.89,391.40,392.26,441.37,438.82,433.60,433.12,398.96,395.97
2004-01-20 21:53:24.777000,L5,370.82,343.37,352.95,352.03,348.96,351.54,354.94,353.03,357.31,356.23,345.24,344.33,338.99,337.58,351.22,341.17,352.26,350.16,349.89,350.91,337.19,340.50,341.20,293.05,211.61,356.08,351.37,356.39,362.80,364.42,354.00,371.27,378.16,369.37,360.09,359.91,361.94,353.46,351.16,346.15,339.64,345.84,347.28,353.64,349.02,346.73,340.13,333.77,320.05,316.22,318.84,318.60,328.85,351.11,346.82,272.23,352.62,358.15,352.44,309.18,343.17
2004-01-27 21:59:38.149000,L5,374.48,348.67,358.50,361.95,354.73,352.28,358.47,357.87,364.58,364.84,355.27,353.48,349.83,348.54,368.77,350.13,363.35,360.24,361.19,357.35,347.21,343.75,344.28,346.19,363.68,366.34,358.68,364.99,368.57,380.45,364.36,328.38,308.26,281.21,,,,,,,,,,,,,,226.96,297.47,272.63,219.98,193.62,208.32,359.76,355.33,287.59,366.23,377.12,361.19,346.95,352.16
2004-03-31 21:59:59.745000,L5,396.05,370.98,380.84,381.98,374.87,374.14,374.82,375.05,374.33,376.53,372.97,376.63,369.56,370.76,388.39,372.93,392.71,392.10,378.29,375.94,360.29,353.41,355.27,356.85,362.92,370.45,366.28,374.35,379.31,386.95,383.52,396.43,402.71,397.87,395.85,389.10,389.15,382.93,368.97,370.41,367.81,366.81,363.99,367.73,366.41,365.92,368.80,362.65,354.24,345.88,350.94,350.82,360.75,370.39,369.70,330.18,396.18,397.80,394.40,355.91,364.59
2004-05-02 22:00:57.398000,L5,409.20,418.87,418.53,419.36,424.26,425.51,422.47,444.94,438.92,430.80,400.98,401.03,406.74,401.61,418.22,423.03,430.39,429.82,415.79,402.94,398.61,395.58,387.79,386.09,417.12,404.25,409.15,413.19,423.57,423.20,428.12,420.25,436.81,434.04,431.39,448.63,438.30,426.81,411.08,402.96,408.44,415.30,443.34,425.03,416.05,403.44,411.92,406.16,390.54,,,,,409.09,417.83,419.54,432.15,453.63,437.55,394.18,397.16
2004-05-18 22:01:26.569000,L5,406.60,425.42,431.75,440.84,435.74,441.46,439.87,430.27,442.11,430.53,418.05,409.74,414.62,417.67,416.61,433.23,450.76,432.17,434.83,426.23,415.57,407.37,405.33,407.48,409.68,416.25,411.54,414.74,426.53,429.49,440.75,438.32,446.88,442.76,441.04,433.78,438.38,435.06,421.78,430.38,427.41,422.91,428.15,440.49,437.82,420.48,411.38,403.25,399.69,393.72,386.55,386.85,399.45,420.62,418.73,430.26,433.70,449.37,450.90,409.71,422.54
2004-06-12 21:55:59.429000,L5,280.08,293.67,288.74,282.78,259.73,,,,276.35,258.11,241.14,254.96,271.13,207.27,182.97,151.86,252.53,264.51,243.24,263.48,268.92,270.30,282.75,298.31,314.33,310.65,309.95,322.64,312.66,322.27,315.78,320.63,321.75,337.85,345.80,330.69,334.29,322.15,312.73,301.61,264.12,251.74,255.92,190.13,313.35,318.49,296.17,254.25,260.66,287.02,279.22,279.59,273.43,,156.92,,205.98,231.53,234.55,298.43,261.14
2004-07-30 21:57:15.668000,L5,364.80,333.67,338.05,309.56,299.01,305.07,343.00,331.79,348.32,342.06,340.76,339.03,337.46,334.86,357.19,347.32,371.27,363.31,365.17,365.48,355.91,341.28,349.84,362.89,368.11,366.51,373.56,370.40,382.43,379.65,391.21,385.69,404.39,393.05,387.14,385.41,380.85,371.39,360.57,361.55,348.73,352.19,353.32,373.04,371.52,372.02,353.88,356.87,354.93,366.41,350.03,344.11,380.23,343.97,338.08,274.86,357.82,375.00,369.54,362.03,365.58
2004-10-18 21:59:11.702000,L5,373.93,349.14,356.69,358.93,355.66,356.94,359.43,360.80,365.83,359.18,353.57,353.87,348.74,344.30,367.03,352.69,363.91,361.24,360.60,356.91,343.65,340.13,334.75,341.51,354.53,356.46,352.78,362.09,362.50,368.08,365.44,377.71,379.44,371.19,371.27,365.52,365.17,357.36,350.79,346.84,343.85,346.31,349.08,352.83,358.40,351.58,348.44,335.77,329.68,327.06,318.31,322.38,337.78,353.99,352.63,283.21,357.14,363.60,364.13,339.90,348.28
2005-01-13 22:06:52.927000,L5,377.18,360.23,363.65,367.23,360.11,359.93,363.04,361.66,356.42,356.56,342.49,344.86,341.29,337.22,352.95,358.18,373.11,367.90,365.29,364.28,351.54,349.53,348.54,347.91,342.48,351.08,345.90,349.78,355.02,357.46,355.67,372.84,377.65,366.82,374.76,375.39,376.66,368.77,364.06,361.06,356.86,353.70,360.22,359.31,342.59,343.20,333.63,326.25,320.34,317.87,319.25,329.93,351.22,352.68,345.37,293.39,359.12,375.82,371.02,347.16,356.06
2005-01-22 22:00:50.292000,L5,380.97,354.42,362.12,363.04,356.95,356.14,363.19,364.55,367.25,363.97,357.01,357.91,350.46,350.90,369.91,356.00,363.97,234.55,256.69,254.79,264.92,275.07,205.96,347.81,360.15,364.41,357.91,362.30,371.99,373.73,369.96,386.00,387.70,374.69,363.28,366.45,371.05,362.43,358.70,353.43,348.17,346.57,356.05,360.74,364.66,360.17,352.43,348.15,336.88,337.39,327.89,332.27,339.73,359.17,356.44,307.08,362.65,367.72,367.82,349.76,257.50
2005-02-14 22:07:21.106000,L5,411.41,413.21,416.98,418.48,421.40,418.61,420.30,428.54,436.42,419.25,410.53,409.68,410.09,411.79,426.54,409.49,427.63,433.53,417.46,421.12,414.44,408.53,412.32,404.47,423.42,409.10,427.99,432.14,438.56,443.97,440.18,440.96,440.51,436.09,426.97,438.34,440.55,439.91,431.69,422.85,416.53,418.59,418.63,432.33,428.24,398.82,382.24,376.50,366.84,362.41,368.09,359.42,374.53,420.68,406.00,404.73,419.18,414.75,424.75,410.12,419.28
2005-04-12 22:01:42.862000,L5,407.95,383.97,386.49,386.62,381.90,379.94,388.67,384.85,389.80,393.35,379.54,377.84,382.80,379.44,389.40,393.72,398.55,393.58,389.38,388.16,374.61,368.44,372.79,374.07,381.84,385.08,373.56,384.55,385.96,393.85,393.78,410.05,411.01,412.70,403.30,398.94,405.63,393.46,390.29,389.32,384.67,389.68,390.73,396.34,398.17,375.43,369.96,363.40,357.67,353.61,354.49,360.40,374.37,388.68,378.80,388.12,395.74,409.61,399.82,373.04,377.00
2005-05-14 22:01:54.308000,L5,396.68,366.04,377.78,373.62,378.64,377.54,374.95,375.33,377.79,373.43,368.27,365.02,363.69,359.35,383.75,382.41,384.78,383.38,377.23,373.40,362.35,360.49,358.91,358.22,371.66,371.13,370.38,374.85,376.60,381.62,384.23,399.88,399.63,401.14,391.75,387.20,388.06,377.74,379.72,371.39,366.84,373.28,375.64,382.92,376.44,371.69,365.46,358.16,355.84,354.88,353.12,355.04,368.15,371.72,368.30,370.78,387.45,390.95,391.59,362.28,368.93
2005-06-15 22:02:10.206000,L5,386.47,338.86,361.68,357.79,355.16,370.57,366.04,368.53,371.42,365.48,354.55,344.41,338.81,343.50,380.47,369.03,378.56,376.85,378.21,367.79,360.36,348.78,345.60,349.30,363.34,366.42,357.32,363.35,362.24,369.16,370.85,382.70,391.03,383.46,384.19,380.57,381.52,372.54,358.68,359.31,354.60,349.47,354.02,371.09,373.53,364.36,355.59,353.80,353.67,346.47,341.51,329.00,356.09,356.60,353.04,347.33,380.45,391.54,387.24,342.72,360.53
2005-06-22 22:08:22.866000,L5,398.73,369.21,378.62,364.66,363.16,397.31,382.19,383.91,384.15,376.29,378.19,370.12,348.12,354.21,388.63,367.51,387.79,389.61,382.44,381.68,369.74,359.71,360.98,355.20,359.39,371.00,368.34,370.88,377.83,379.26,381.76,406.31,396.26,389.00,383.29,398.43,382.35,400.27,368.88,374.69,360.10,367.40,364.98,386.86,408.80,387.23,374.14,368.79,356.71,355.02,345.90,352.66,367.53,363.92,371.47,367.99,264.70,395.28,382.21,354.58,380.87
2005-08-09 22:08:46.932000,L5,394.22,362.08,373.70,374.54,365.92,377.48,371.79,389.08,381.77,384.47,368.38,372.43,367.35,359.68,377.67,375.71,382.25,383.47,377.75,373.70,362.24,356.46,356.36,355.70,368.98,371.43,366.84,373.74,376.27,381.04,383.70,387.54,387.47,388.93,380.50,387.34,383.62,375.52,366.88,358.91,365.02,371.26,364.26,371.47,383.23,374.09,368.67,369.87,359.84,343.40,339.82,336.58,357.38,373.63,373.37,326.67,377.67,386.59,385.55,360.25,369.69
2005-08-25 22:08:52.862000,L5,396.31,370.88,372.78,374.07,368.57,375.12,374.57,376.95,375.63,374.31,368.44,366.67,364.69,362.43,380.41,377.08,387.39,382.48,377.98,372.71,361.49,362.51,356.01,355.80,363.15,368.23,358.39,366.51,371.22,372.48,377.29,387.67,394.17,386.71,383.72,385.84,389.31,383.15,376.18,369.88,362.88,370.27,368.05,376.77,379.65,360.35,352.95,353.68,345.29,341.72,339.85,337.98,356.31,369.54,363.64,281.75,381.18,384.98,384.87,364.82,369.96
2005-09-10 22:08:55.708000,L5,409.96,407.96,404.66,403.97,399.30,408.21,405.55,412.08,405.13,405.73,394.15,394.90,401.69,395.41,403.08,405.21,407.89,401.62,397.12,400.02,390.41,394.03,381.40,387.73,398.81,398.65,403.33,406.21,391.54,402.14,403.31,408.29,418.79,407.72,406.85,409.51,406.97,396.54,404.55,406.02,398.70,396.98,395.89,400.60,398.36,387.69,379.18,373.16,362.38,359.79,358.75,362.85,369.32,394.30,395.86,405.91,414.52,418.55,411.65,393.76,385.94
2005-11-06 22:02:46.848000,L5,379.85,364.55,366.55,369.68,363.51,362.57,365.87,364.38,367.89,374.56,358.66,363.79,358.05,355.76,381.48,359.46,369.75,371.41,369.04,364.34,352.92,349.82,349.39,350.33,373.40,372.78,371.33,376.40,379.28,386.30,382.22,398.71,400.01,392.03,387.39,377.37,369.72,367.81,363.90,359.33,358.43,353.79,360.61,363.91,378.41,377.29,367.74,365.35,364.63,359.55,358.74,353.20,362.56,364.17,363.78,344.28,377.07,385.83,374.29,351.76,358.09
2005-11-13 22:09:08.414000,L5,372.99,346.63,352.78,354.74,346.51,347.91,352.28,357.26,361.45,360.36,339.83,340.99,347.61,348.81,374.03,352.64,360.45,357.60,352.73,351.70,,335.48,330.86,338.56,357.32,,,,,,,,,316.75,383.31,366.21,356.76,350.39,355.55,352.79,345.92,344.16,338.39,340.83,348.86,351.95,346.62,340.87,331.12,337.51,337.36,167.38,178.29,359.54,352.33,256.85,235.63,348.77,357.29,341.63,336.06
2006-02-01 22:11:01.629000,L5,387.18,367.75,366.02,368.98,361.50,364.26,365.17,367.36,374.00,368.88,370.28,362.22,359.56,358.71,376.24,372.07,377.50,380.13,375.82,369.18,351.15,350.54,351.65,347.82,363.96,364.41,367.01,368.13,369.53,374.85,371.39,387.47,397.16,390.58,380.13,380.87,380.13,371.23,365.45,361.70,358.62,359.54,363.34,367.83,365.59,362.10,350.31,349.07,337.99,335.08,335.83,337.50,351.01,369.61,368.89,350.24,371.49,384.51,380.65,351.55,360.53
