dates,satname,nzd0230-0000,nzd0230-0001,nzd0230-0002,nzd0230-0003,nzd0230-0004,nzd0230-0005,nzd0230-0006,nzd0230-0007,nzd0230-0008,nzd0230-0009,nzd0230-0010,nzd0230-0011,nzd0230-0012,nzd0230-0013,nzd0230-0014,nzd0230-0015,nzd0230-0016,nzd0230-0017,nzd0230-0018,nzd0230-0019,nzd0230-0020,nzd0230-0021,nzd0230-0022,nzd0230-0023,nzd0230-0024,nzd0230-0025,nzd0230-0026,nzd0230-0027,nzd0230-0028,nzd0230-0029,nzd0230-0030,nzd0230-0031,nzd0230-0032,nzd0230-0033,nzd0230-0034,nzd0230-0035,nzd0230-0036,nzd0230-0037,nzd0230-0038,nzd0230-0039,nzd0230-0040,nzd0230-0041,nzd0230-0042,nzd0230-0043,nzd0230-0044,nzd0230-0045,nzd0230-0046,nzd0230-0047,nzd0230-0048,nzd0230-0049,nzd0230-0050,nzd0230-0051,nzd0230-0052,nzd0230-0053,nzd0230-0054,nzd0230-0055,nzd0230-0056,nzd0230-0057,nzd0230-0058,nzd0230-0059
2000-08-14 21:50:56.232000,L7,383.96,378.05,386.78,390.01,388.34,383.31,373.74,364.86,379.11,384.93,372.91,372.05,373.40,369.67,369.92,387.66,390.03,386.76,390.11,382.10,376.42,383.51,377.37,370.52,366.71,367.41,377.02,370.02,356.27,355.29,353.99,358.66,365.38,365.62,380.55,369.10,373.56,376.18,372.97,370.51,359.96,369.69,363.50,351.75,350.25,361.26,357.39,366.37,344.61,321.49,342.04,395.25,425.19,459.49,467.96,459.59,246.25,384.12,349.52,321.61
2000-12-04 21:50:10.162000,L7,330.09,317.28,320.84,324.36,319.58,318.38,309.38,308.94,310.23,311.40,318.01,322.90,328.92,324.78,323.17,323.37,322.62,338.95,333.99,335.50,339.72,340.85,350.85,324.06,354.75,362.75,383.32,374.32,441.33,555.81,440.00,364.29,343.48,338.45,343.94,361.58,374.43,351.56,335.90,320.91,327.12,324.76,318.49,313.02,311.26,327.73,491.07,428.66,,,,,,317.80,513.27,437.33,,,483.82,527.32
2001-01-05 21:50:16.585000,L7,373.80,387.42,394.64,406.67,400.29,415.92,498.81,,,,,483.92,400.66,484.41,482.95,465.59,466.03,445.11,422.26,451.30,482.24,480.69,504.69,497.53,437.16,406.10,385.82,390.20,396.09,380.56,381.36,387.98,389.74,411.00,386.24,440.92,399.49,436.29,395.89,394.05,373.20,394.68,370.71,357.13,358.49,361.39,350.38,348.13,343.97,413.23,416.47,420.39,442.74,465.65,543.46,338.58,388.81,404.38,402.25,396.82
2001-03-03 21:44:00.567000,L7,,,,,,,,,,,255.10,247.00,202.49,225.59,219.60,,,253.52,245.75,238.24,246.23,228.73,222.27,227.13,222.13,221.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-10 21:50:10.732000,L7,,,,,,,,,,,,246.21,256.33,244.29,244.00,256.38,234.42,265.08,251.30,250.74,254.72,255.08,244.12,241.87,236.58,228.54,217.89,210.09,203.87,193.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-04 21:43:43.008000,L7,,,,,,,,,,,253.87,255.67,203.67,,,,221.83,254.48,245.94,231.53,223.13,225.00,206.82,210.91,215.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-20 21:43:46.702000,L7,,,,,194.59,192.83,209.45,221.88,241.07,,263.88,254.44,257.03,,,,,,,226.03,217.20,214.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-07 21:43:18.779000,L7,384.43,401.28,422.69,425.49,391.50,371.65,356.53,417.88,395.66,419.66,449.48,385.19,376.00,546.19,537.57,473.70,509.78,464.72,,,,,,,425.66,407.65,466.59,487.47,506.93,492.05,354.87,377.42,377.79,365.33,377.38,390.75,376.54,386.03,371.42,360.86,359.65,340.56,345.62,336.11,333.02,344.81,332.51,343.65,328.75,483.39,505.70,,,208.13,254.00,535.32,409.71,344.55,351.15,342.95
2001-06-30 21:49:12.248000,L7,347.35,334.07,341.47,333.23,328.40,326.45,321.89,317.93,319.10,320.80,326.41,323.11,399.56,498.00,497.17,482.66,486.06,467.88,335.60,328.57,326.84,320.64,312.82,315.98,310.05,314.31,322.84,335.78,487.00,478.68,434.66,389.73,354.42,317.98,357.19,346.29,315.88,305.12,296.19,282.58,286.81,273.25,265.90,273.39,266.68,224.83,254.61,284.13,259.75,274.64,271.11,299.99,307.98,275.36,196.76,211.15,,,,
2001-07-25 21:42:54.824000,L7,377.58,375.78,377.91,371.19,370.41,359.84,363.67,371.89,375.94,412.49,371.33,369.86,358.19,362.69,363.29,359.06,359.73,356.43,366.48,359.69,363.53,352.97,353.37,341.62,342.08,355.75,349.89,350.26,343.62,348.27,341.65,348.10,360.92,361.99,350.66,360.77,354.28,358.86,358.04,344.92,335.42,329.79,340.44,324.55,322.53,323.89,319.54,312.19,301.14,332.37,353.18,357.56,368.40,449.90,170.10,420.80,268.43,301.80,342.50,324.37
2001-09-02 21:48:29.341000,L7,354.79,347.88,336.05,357.44,340.06,343.72,344.25,333.95,320.99,344.62,330.48,322.79,321.93,318.74,338.40,325.97,314.72,315.39,314.47,309.48,308.40,310.18,307.76,305.53,301.48,313.76,313.02,310.11,309.25,311.03,315.14,325.85,317.46,309.63,329.16,351.66,,492.40,551.96,306.25,297.94,275.55,287.60,289.53,287.61,269.44,298.41,300.05,294.18,326.84,337.17,349.73,369.13,359.71,180.33,,,,,300.68
2001-09-18 21:48:17.356000,L7,,,,,,,,,,,,,,,,,,,,241.95,245.25,247.86,216.04,225.07,222.60,216.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-27 21:42:05.338000,L7,395.78,428.48,437.10,434.75,436.80,430.43,442.10,447.81,434.11,471.31,441.75,456.80,449.03,465.15,456.44,439.46,435.01,435.87,459.11,465.61,461.17,462.75,477.74,483.46,490.45,456.75,452.29,436.69,430.08,417.20,410.45,435.13,432.07,443.02,413.27,424.52,413.82,427.32,439.66,423.33,396.66,358.95,348.28,357.56,348.21,351.86,347.51,342.78,334.74,357.19,377.18,418.99,487.52,492.35,526.07,507.32,338.48,343.07,351.29,338.67
2001-10-13 21:41:51.963000,L7,,,,,,,,,,,241.32,251.52,205.05,248.27,229.95,265.55,212.70,220.98,254.34,245.93,252.71,252.13,235.91,222.36,214.50,225.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-02-09 21:48:45.674000,L7,327.80,311.38,315.53,314.75,314.59,372.73,334.33,328.65,350.41,417.12,489.60,,,322.43,361.13,313.72,544.74,458.04,356.09,418.14,288.29,286.30,287.51,289.43,255.49,290.59,291.64,287.48,276.23,281.11,269.90,275.10,281.44,280.75,276.48,267.72,562.56,494.43,457.27,475.66,445.89,360.27,398.85,335.86,281.39,283.35,465.64,421.00,437.21,358.75,323.74,361.71,418.34,,,,,,,
2002-02-18 21:42:30.251000,L7,388.27,426.42,389.64,379.08,380.97,377.78,366.05,365.36,389.77,387.11,414.49,392.58,381.72,363.11,369.15,383.67,397.57,387.66,411.44,385.77,400.18,398.38,369.94,359.72,368.58,365.55,402.44,364.07,363.35,370.06,363.06,365.73,367.58,387.18,414.54,396.31,419.98,363.69,370.13,352.22,365.65,354.79,325.84,333.21,323.21,308.23,344.44,347.84,369.83,405.84,429.02,452.06,461.15,436.90,403.39,433.01,,,,
2002-02-25 21:48:47.943000,L7,,222.95,186.39,216.58,211.48,243.15,233.96,236.62,240.99,,231.54,258.53,199.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-22 21:42:28.269000,L7,381.53,391.88,400.06,384.33,380.38,374.34,360.65,358.13,367.71,373.19,368.85,379.55,393.69,394.70,386.97,379.25,375.23,367.59,370.44,386.12,379.80,396.42,405.18,397.65,381.16,379.53,371.45,366.78,365.53,369.44,378.98,401.70,377.58,372.06,372.00,380.55,377.93,375.25,372.40,356.07,349.69,341.09,348.66,331.57,323.36,338.43,322.88,347.52,371.70,398.70,418.21,433.32,440.20,423.21,400.19,423.41,347.14,354.91,336.44,287.11
2002-04-07 21:42:28.931000,L7,196.89,254.36,193.66,184.86,199.17,199.53,216.34,,,,221.10,248.24,251.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-04-14 21:48:38.601000,L7,,,,,203.66,195.33,211.99,,,,222.73,263.83,184.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-05-16 21:48:34.178000,L7,392.20,390.10,385.99,388.29,392.63,391.93,382.43,372.45,397.37,381.56,375.57,388.88,390.29,384.53,385.43,377.91,378.03,376.91,407.54,377.04,381.83,375.11,373.12,365.76,381.48,374.88,370.47,367.43,362.39,363.55,379.11,373.37,381.01,370.91,378.08,369.74,387.01,379.14,382.91,363.44,345.78,326.00,332.49,318.93,326.30,323.57,342.12,359.81,364.41,374.89,385.06,391.50,302.90,436.73,431.11,401.26,,436.58,407.50,371.22
2002-06-01 21:48:28.245000,L7,385.58,381.48,381.44,388.58,371.80,379.10,370.11,362.02,367.10,375.49,381.31,389.31,383.28,377.76,381.03,379.87,383.78,376.69,371.75,378.61,364.07,361.41,364.01,366.70,370.09,378.38,368.86,362.84,369.65,382.12,371.28,365.51,367.98,362.74,365.39,371.47,357.47,360.07,353.05,347.38,327.48,320.53,314.72,298.96,307.83,309.65,326.53,347.38,353.26,338.08,354.68,360.60,419.27,454.42,268.13,366.48,,414.11,389.56,364.26
2002-08-20 21:47:58.545000,L7,201.25,249.05,213.37,260.96,214.06,274.05,251.95,260.40,244.87,,,,,,,,,,255.75,257.33,226.12,210.31,212.95,233.41,226.92,221.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-29 21:41:39.340000,L7,401.07,385.02,373.67,375.39,375.88,374.30,380.13,371.46,380.10,375.22,386.68,378.97,375.70,391.17,410.72,398.86,392.57,408.65,395.89,383.78,406.81,377.25,367.15,367.00,366.34,371.69,375.83,375.38,360.33,360.59,355.70,367.90,377.68,403.53,435.50,444.58,387.84,362.43,359.22,343.06,335.47,321.10,325.71,317.03,316.32,321.24,331.29,327.96,333.53,339.11,519.92,457.35,559.81,533.87,467.09,446.66,473.83,500.41,429.17,341.95
2002-09-14 21:41:31.043000,L7,334.46,321.56,448.13,526.92,506.98,408.94,435.96,328.83,348.31,311.88,311.35,309.70,304.69,308.26,308.22,316.33,315.20,305.89,298.61,293.06,299.18,283.84,274.51,284.65,292.14,300.13,296.25,224.52,245.09,224.82,252.49,276.56,267.74,269.28,226.59,227.43,233.35,222.06,264.70,301.51,431.14,346.79,272.24,241.18,246.25,252.23,266.33,274.65,249.46,213.64,269.31,,,,,,,,,
2002-10-23 21:47:39.211000,L7,,201.14,186.09,289.78,208.50,229.10,,,,180.02,222.01,191.75,195.48,,,,,,,233.76,233.04,217.07,207.38,204.46,199.44,220.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-08 21:47:44.401000,L7,,,,,,,,,,,245.70,244.57,208.59,250.26,219.56,264.21,238.97,252.46,246.09,247.46,249.95,242.91,234.96,219.97,212.85,216.15,212.89,211.82,207.07,193.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-11 21:48:14.464000,L7,,,187.82,215.17,207.32,221.99,208.94,196.40,234.92,186.83,231.99,247.61,201.59,,,,,,,229.12,226.36,219.00,202.04,203.72,198.66,215.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-21 21:42:20.469000,L7,366.27,366.58,358.06,371.10,367.31,376.80,368.03,362.94,371.03,362.63,379.43,378.26,377.90,381.35,378.99,387.46,378.71,374.76,372.36,375.00,373.36,370.91,363.91,371.16,364.94,365.98,368.49,356.83,355.68,365.48,357.09,362.75,372.94,369.31,364.33,360.88,354.60,357.99,344.53,336.14,328.83,311.73,310.48,313.35,300.51,375.08,445.47,497.02,506.77,494.40,471.96,465.63,463.56,458.57,434.71,438.81,412.94,388.26,364.83,336.41
2003-03-16 21:48:34.204000,L7,,,,,,,,,,,,,,,,,,,,228.06,226.29,221.17,202.80,206.98,204.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-10 21:42:26.045000,L7,,,,,,,,,,,212.44,204.98,194.36,,,,,,,221.47,218.31,213.18,199.56,203.20,215.22,211.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-26 21:42:25.606000,L7,349.61,337.38,332.39,322.27,324.05,319.40,315.14,314.80,312.92,313.17,324.42,324.36,324.48,324.23,328.38,324.68,324.87,326.20,325.52,323.69,318.47,321.07,328.02,324.13,313.49,321.74,320.86,307.76,303.06,299.45,317.78,301.11,319.44,306.88,329.62,319.44,316.82,312.18,292.00,287.88,281.08,266.62,253.90,224.70,236.32,261.46,281.78,296.99,287.97,219.31,,,405.07,396.01,351.33,,,,,
2003-05-28 21:42:22.600000,L7,392.43,383.03,388.30,383.28,378.68,371.37,369.08,364.65,370.27,366.54,370.85,373.83,383.66,390.43,378.78,387.74,387.57,375.34,376.03,375.73,375.80,374.39,371.43,369.46,386.56,372.21,376.54,362.81,368.16,362.50,362.18,372.00,387.07,367.40,377.50,379.97,373.46,366.45,351.55,338.28,321.62,306.95,318.19,301.59,296.42,417.85,460.13,478.26,474.38,465.20,464.39,457.81,452.99,430.56,418.43,221.44,,355.65,343.93,320.79
2003-07-23 21:30:14.355000,L5,332.22,313.34,309.66,307.61,311.33,303.73,293.01,293.31,288.47,284.33,298.97,301.27,303.48,306.07,301.52,300.02,302.41,304.55,295.97,289.46,285.07,289.77,283.85,271.25,271.31,271.83,282.62,259.70,258.43,245.97,261.45,253.81,259.13,241.97,214.93,226.61,214.47,205.77,189.16,,,,,,177.88,208.53,229.47,249.91,218.16,207.37,,,,,,,,,,
2003-07-30 21:36:33.470000,L5,346.93,338.60,343.47,338.52,335.81,345.50,334.01,330.44,339.26,326.89,338.13,343.86,342.81,342.69,339.21,336.87,334.08,339.99,341.81,333.80,329.01,327.16,329.41,332.16,331.72,330.12,329.59,331.56,319.17,311.04,314.17,315.46,328.44,324.74,324.06,322.33,315.09,312.10,299.31,283.86,272.74,263.42,257.08,284.95,312.23,334.45,373.14,402.84,365.92,355.80,363.71,370.49,378.94,391.34,350.93,,,334.36,300.72,275.17
2003-08-15 21:36:48.503000,L5,369.46,376.13,370.16,366.83,367.98,358.68,348.68,342.75,344.11,344.94,351.43,356.22,360.45,363.55,360.64,367.94,360.93,365.47,367.31,364.80,361.23,366.42,359.03,360.82,350.18,340.03,350.85,341.96,335.12,333.41,337.59,340.56,357.14,356.49,359.82,352.06,349.76,334.85,319.57,304.15,309.00,310.27,314.01,321.22,339.33,368.67,394.82,335.42,347.17,343.00,385.89,323.29,385.20,259.33,326.23,421.04,363.96,288.92,231.99,315.89
2003-08-24 21:30:48.871000,L5,340.17,334.48,328.77,331.25,326.92,326.76,320.96,321.75,321.56,319.62,320.95,331.39,323.93,329.05,327.20,325.89,326.48,323.70,325.29,320.84,321.60,317.81,317.90,318.03,313.98,317.49,320.45,318.22,312.31,309.30,305.08,306.95,317.87,313.56,320.46,317.97,312.17,311.47,298.73,287.10,262.97,251.86,231.86,257.93,284.67,308.86,343.32,368.70,332.61,296.05,355.76,285.96,370.98,384.74,,,,322.08,294.41,265.46
2003-10-18 21:37:48.406000,L5,325.28,303.28,291.10,262.52,256.28,257.18,,228.54,239.14,243.67,260.14,272.21,,,,,,,,,,,,,,245.09,257.25,223.87,232.88,241.23,285.93,270.15,295.42,264.90,228.03,233.62,217.73,193.92,203.94,,,,,178.20,200.04,261.02,263.13,266.69,212.28,,,,,,,,,,,
2003-11-19 21:38:14.402000,L5,325.32,310.40,304.21,318.34,317.57,317.53,313.54,309.83,308.63,313.30,321.73,324.22,317.62,303.94,305.39,304.96,304.53,307.11,305.17,301.86,298.79,303.05,301.73,309.28,312.79,311.07,313.93,309.62,308.41,306.34,295.09,280.39,296.17,290.93,294.68,292.51,292.52,296.34,291.49,277.91,277.39,269.54,278.31,276.17,255.00,226.32,267.35,277.69,273.19,194.03,,,400.24,399.32,,,,,,
2003-11-28 21:32:10.197000,L5,320.44,311.57,313.58,305.28,307.83,301.13,296.89,308.84,298.32,301.75,309.62,310.68,315.08,309.42,311.88,309.17,306.34,299.63,304.68,306.24,297.33,299.20,293.66,288.67,298.49,294.96,302.88,294.21,293.07,289.04,296.56,296.42,296.56,302.57,287.55,288.63,284.32,281.57,269.49,267.78,264.35,267.62,254.83,272.49,270.76,234.67,265.30,276.99,268.38,170.46,,,,,,,,,,
2003-12-30 21:32:24.694000,L5,323.72,315.62,317.24,316.66,313.67,313.12,302.24,303.87,302.15,295.77,298.52,305.80,304.06,302.30,303.54,301.38,300.28,306.86,304.00,303.22,304.09,304.58,302.89,297.68,297.18,298.75,299.05,289.68,278.40,282.31,282.86,290.63,288.03,293.05,299.57,303.44,297.18,285.36,277.86,267.95,259.92,247.68,247.24,262.34,254.24,235.02,259.34,281.83,290.51,191.68,,,,,,,,,,
2004-01-15 21:32:26.348000,L5,323.61,308.46,310.49,300.47,301.06,306.31,304.10,304.42,305.73,300.82,307.56,310.67,309.94,302.81,301.18,301.93,302.43,306.62,300.96,298.50,294.83,299.09,303.84,297.61,297.48,303.86,312.42,298.73,291.32,298.77,291.88,308.92,304.15,265.03,291.45,281.08,332.40,301.35,279.88,261.36,249.84,249.62,237.96,254.90,246.86,221.37,257.13,270.89,270.05,199.19,,,,,,,,,,
2004-01-22 21:38:40.402000,L5,352.86,353.07,350.34,339.95,335.46,345.83,346.11,334.99,339.07,334.59,341.47,344.46,325.56,325.37,329.86,342.20,347.28,366.69,363.36,367.64,361.41,356.68,342.41,330.89,335.63,335.53,321.49,312.10,323.15,325.01,324.97,323.14,331.68,328.42,331.95,329.29,327.06,326.75,311.17,298.89,268.96,264.71,270.90,279.88,263.89,277.28,290.55,368.75,432.63,422.91,,,405.73,385.68,,,,311.30,301.25,287.71
2004-04-04 21:33:01.582000,L5,325.72,305.72,300.76,302.18,304.33,300.78,293.20,288.77,288.43,291.03,302.22,306.72,305.85,303.36,297.48,294.05,289.91,295.97,283.68,275.67,275.84,279.03,272.74,270.77,272.33,262.55,265.70,259.56,260.73,260.66,268.80,275.82,273.95,252.69,220.11,227.16,220.25,223.43,204.25,,,,,185.92,236.52,217.11,237.95,260.70,222.68,192.20,,,,,,,,,,
2004-06-07 21:34:54.755000,L5,347.28,336.66,333.78,335.75,338.14,337.08,331.62,331.89,331.90,335.21,339.68,345.11,339.31,346.80,335.18,338.04,341.21,341.54,340.71,339.12,335.63,330.68,334.69,328.24,324.35,328.32,330.29,326.56,323.85,317.97,320.64,326.95,335.23,320.80,315.64,312.96,313.40,315.94,299.68,291.04,267.59,272.36,284.25,278.07,277.88,280.07,286.42,299.15,343.12,284.24,,,383.46,399.75,490.63,389.33,,326.32,300.98,268.39
2004-06-23 21:35:22.995000,L5,328.04,307.06,305.75,303.11,305.99,300.83,292.30,288.56,284.41,282.96,293.36,301.24,306.03,297.55,292.59,287.48,287.65,291.80,287.26,281.23,273.53,281.96,270.61,272.79,264.57,261.05,268.52,246.77,253.62,249.25,259.73,253.65,259.64,238.97,216.31,219.58,213.39,211.48,178.09,,,,,,,,,,,,,,,,,,,,,
2004-06-30 21:41:46.478000,L5,329.88,310.54,310.48,306.50,309.46,310.02,296.69,294.51,293.22,292.25,292.06,305.92,304.06,306.10,299.92,291.24,292.17,296.80,289.98,279.40,282.31,292.50,277.09,278.48,272.87,274.38,273.92,270.23,256.02,264.98,260.10,268.65,265.27,254.28,243.61,232.33,225.20,227.85,209.39,181.36,179.31,,,,,220.16,242.76,262.68,308.69,179.14,,,,,,,,,,
2004-07-25 21:36:14.167000,L5,330.44,309.59,305.57,300.18,306.73,303.78,293.98,289.45,283.60,281.74,293.84,303.09,305.16,301.52,292.38,290.70,292.54,294.44,286.06,282.62,278.37,283.11,270.09,268.90,267.83,268.80,269.67,251.80,251.85,245.06,257.74,251.88,261.11,235.09,216.47,218.46,214.65,218.41,191.80,,,,,,,211.92,223.08,261.38,222.94,185.93,,,,,,,,,,
2004-08-26 21:36:59.731000,L5,326.07,302.46,301.10,297.42,301.48,293.00,281.78,282.34,274.10,276.39,287.64,296.34,298.39,292.31,283.85,281.77,283.53,283.77,280.37,275.90,270.06,278.37,264.74,263.75,262.94,257.36,261.95,240.61,240.18,237.36,253.26,245.75,259.83,238.14,212.75,222.03,208.07,206.78,188.41,,,,,,,,,,,,,,,,,,,,,
2004-09-02 21:43:21.489000,L5,296.00,270.96,275.35,270.20,269.33,260.86,246.27,222.96,232.55,240.97,246.06,247.18,256.31,266.15,262.87,253.65,255.25,244.71,226.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-18 21:43:46.845000,L5,356.86,353.44,356.61,344.97,346.97,344.16,342.43,348.42,339.91,350.90,348.12,352.16,358.47,352.33,347.35,345.82,346.36,348.50,343.06,343.49,341.47,344.80,342.50,335.48,333.41,334.57,341.57,332.77,322.67,320.67,326.51,321.29,330.98,330.29,318.57,309.31,311.83,297.47,301.90,288.10,288.03,280.44,281.70,292.26,313.31,313.89,347.10,352.89,369.24,457.82,477.30,398.83,518.04,509.24,383.94,,344.81,357.00,356.74,295.38
2004-10-20 21:44:28.706000,L5,316.08,296.77,294.26,287.01,288.00,282.36,276.91,274.31,270.25,270.63,281.37,288.51,293.08,291.07,288.02,288.37,284.80,284.22,284.02,280.92,276.18,276.04,265.04,257.94,256.03,255.52,255.46,230.84,236.64,230.85,256.67,252.13,265.70,240.46,215.50,226.61,221.70,197.57,182.81,,,,,,,,,,,,,,,,,,,,,
2004-12-07 21:45:24.093000,L5,318.42,294.56,295.36,292.71,297.15,293.88,268.93,269.06,264.98,260.74,274.97,278.64,282.95,278.95,274.52,279.14,285.95,287.82,283.43,280.83,277.63,275.55,265.83,264.97,263.83,246.95,244.38,220.75,227.28,217.12,241.52,235.73,265.69,246.81,219.46,227.12,221.95,213.23,196.32,,,,,,,,,,,,,,,,,,,,,
2004-12-23 21:45:40.703000,L5,338.08,327.35,343.22,355.74,356.06,352.85,326.19,332.09,324.43,327.36,344.51,338.79,338.01,354.07,338.95,349.61,333.76,359.31,362.12,351.93,350.20,345.67,353.86,350.87,352.05,333.94,340.89,306.01,314.42,302.94,322.13,324.56,310.88,346.31,335.86,314.13,317.80,303.25,305.07,310.45,263.49,261.57,270.49,280.75,273.70,314.11,363.44,377.83,378.89,373.35,,,378.06,372.95,,,317.19,305.09,278.06,273.62
