dates,satname,nzd0406-0000,nzd0406-0001,nzd0406-0002,nzd0406-0003,nzd0406-0004,nzd0406-0005,nzd0406-0006,nzd0406-0007,nzd0406-0008,nzd0406-0009,nzd0406-0010
1999-09-04 22:00:33.926000,L7,321.37,322.25,320.07,293.70,312.38,364.12,364.91,350.63,334.20,339.60,346.93
1999-10-22 22:00:28.631000,L7,363.77,361.21,374.72,376.76,378.64,389.47,392.15,388.40,375.83,369.57,385.82
1999-12-09 22:00:33.510000,L7,307.62,307.15,,,221.30,232.41,304.43,297.43,282.83,297.70,196.87
2000-01-26 22:00:26.187000,L7,322.74,324.91,,,,335.65,349.82,338.02,307.94,321.57,324.87
2000-02-11 22:00:21.827000,L7,318.26,265.89,,,,342.98,326.25,338.95,332.22,331.97,
2000-02-27 22:00:16.353000,L7,333.27,331.51,337.88,346.03,343.31,347.14,352.18,356.46,345.36,341.94,334.13
2000-03-30 22:00:09.363000,L7,384.27,392.93,392.47,364.77,369.91,384.47,379.20,369.12,388.23,359.88,366.96
2000-04-15 21:59:55.745000,L7,346.25,340.03,164.98,263.69,364.70,372.94,371.97,365.55,357.56,360.40,369.40
2000-05-01 21:59:54.563000,L7,299.06,306.61,,,282.03,354.66,357.67,343.31,334.29,337.31,337.40
2000-06-18 21:59:27.736000,L7,254.25,256.00,,,238.79,358.24,359.62,345.37,339.42,344.47,348.22
2000-08-05 21:58:44.520000,L7,312.34,318.66,319.77,339.38,277.15,360.12,357.57,341.70,341.74,346.08,348.84
2000-09-06 21:58:22.821000,L7,308.34,311.43,,195.82,278.86,350.68,345.02,251.37,250.51,202.47,321.99
2000-10-08 21:58:00.300000,L7,304.36,313.89,307.90,240.76,330.08,363.09,359.93,346.21,322.55,328.92,328.32
2000-11-25 21:57:58.896000,L7,356.95,349.37,359.08,367.26,370.46,381.16,378.56,376.53,370.11,362.24,377.01
2001-02-13 21:58:03.568000,L7,328.65,332.33,340.84,356.48,383.34,399.33,406.91,397.64,381.79,382.60,400.83
2001-07-07 21:57:00.006000,L7,,,,,243.12,342.65,353.74,334.22,245.86,,213.05
2001-08-24 21:56:24.380000,L7,303.00,307.24,306.87,338.25,336.40,337.67,341.52,346.28,338.03,326.25,338.79
2001-09-25 21:56:04.528000,L7,337.63,328.22,348.60,348.39,364.27,374.19,370.56,356.08,356.17,414.44,425.72
2001-12-30 21:56:13.010000,L7,,,,,,,,,237.84,188.12,
2002-02-16 21:56:30.006000,L7,317.01,234.74,,,,,349.96,342.80,281.01,259.41,306.51
2002-03-20 21:56:24.055000,L7,327.24,324.88,338.81,345.59,346.97,362.45,355.66,352.58,344.78,346.69,338.04
2002-05-07 21:56:27.687000,L7,291.62,301.12,261.76,,269.28,352.15,361.13,348.70,345.91,332.79,333.48
2002-10-14 21:55:19.836000,L7,337.20,327.95,344.98,348.47,356.57,362.87,372.45,358.99,343.32,338.28,356.25
2002-10-30 21:55:25.430000,L7,369.13,342.09,354.05,354.08,362.69,372.97,377.86,364.36,357.34,358.73,364.61
2003-01-18 21:56:06.129000,L7,334.63,331.03,345.70,213.98,207.52,229.95,362.95,352.05,343.20,339.78,339.05
2003-05-10 21:56:22.313000,L7,301.97,308.91,310.21,342.36,355.79,443.44,435.83,426.90,418.16,337.44,358.42
2003-07-21 21:44:09.463000,L5,295.61,317.23,234.09,345.67,243.86,360.70,369.75,363.49,348.90,342.92,336.75
2004-04-02 21:46:54.575000,L5,336.52,329.74,347.26,355.70,352.74,366.52,375.82,369.10,348.44,349.20,346.68
2004-05-04 21:47:51.656000,L5,344.95,345.99,364.49,375.35,377.59,384.81,388.87,382.00,372.10,368.82,364.08
2004-05-20 21:48:20.187000,L5,306.94,285.76,325.74,344.13,238.98,355.95,362.34,347.43,333.17,342.03,332.55
2004-06-05 21:48:48.638000,L5,307.48,317.05,328.14,347.53,244.05,365.74,370.63,358.45,345.00,348.25,342.57
2004-07-07 21:49:44.929000,L5,309.27,321.28,338.67,355.61,246.14,366.85,372.25,362.25,349.22,352.54,343.08
2004-08-08 21:50:26.495000,L5,326.50,327.20,329.74,265.21,349.82,360.23,367.27,359.84,341.78,345.88,341.71
2004-09-25 21:51:43.061000,L5,391.91,368.13,377.48,388.99,394.03,404.48,408.22,400.84,390.51,385.84,395.23
2004-10-27 21:52:23.346000,L5,444.39,388.16,403.17,404.66,405.84,395.79,397.23,392.54,386.06,378.66,393.94
2005-01-15 21:53:45.186000,L5,422.14,381.44,393.41,385.73,382.58,389.16,393.93,385.21,377.61,375.12,377.69
2005-03-04 21:54:27.824000,L5,336.65,331.78,345.60,348.41,346.61,356.28,364.11,357.17,332.21,334.15,334.42
2005-04-05 21:54:42.889000,L5,340.68,328.44,343.58,350.89,357.00,373.00,375.49,368.68,349.34,347.99,342.14
2005-04-21 21:54:46.500000,L5,344.14,338.74,342.75,353.72,356.60,367.86,373.47,364.90,350.17,355.69,345.07
2005-06-08 21:55:08.756000,L5,353.92,362.99,380.11,380.07,396.69,392.76,393.21,386.07,385.19,378.92,379.73
2005-06-24 21:55:13.674000,L5,357.67,388.38,382.71,389.12,400.14,399.26,397.66,391.96,394.38,390.85,378.98
2005-07-10 21:55:19.319000,L5,306.16,304.54,271.31,340.94,245.86,360.06,360.78,356.07,337.67,345.79,331.77
2005-08-27 21:55:43.837000,L5,336.30,331.75,344.83,354.53,364.42,368.89,369.78,357.26,346.12,343.57,339.16
2005-09-28 21:55:44.137000,L5,371.26,365.85,376.01,384.60,391.47,399.03,399.59,400.38,387.59,384.82,385.59
2006-02-19 21:58:15.515000,L5,334.34,329.37,338.04,351.93,346.84,362.70,368.28,364.54,350.53,348.11,343.91
2006-06-27 22:00:24.118000,L5,,,,,239.47,362.90,373.17,361.53,350.38,348.46,338.51
2006-07-13 22:00:37.941000,L5,319.95,308.80,,,,362.56,366.86,352.47,169.97,251.33,225.21
2006-11-02 22:01:56.430000,L5,387.93,375.46,379.43,385.71,389.35,391.36,407.92,400.18,386.99,383.28,404.21
2007-01-05 22:02:28.201000,L5,396.52,386.72,397.95,400.01,400.63,406.80,399.47,389.19,377.24,373.57,386.99
2007-01-21 22:02:33.422000,L5,400.08,386.83,396.45,401.88,410.21,410.48,415.45,410.70,400.27,391.07,388.54
2008-02-25 21:58:00.859000,L5,455.03,396.63,404.56,459.60,460.51,437.04,450.16,415.03,423.63,450.30,420.19
2008-12-25 21:52:09.965000,L5,335.15,329.29,338.73,349.95,339.54,363.74,367.65,352.06,327.14,328.97,326.25
2010-01-13 21:58:24.995000,L5,339.88,336.12,349.02,350.16,351.77,364.79,370.94,363.13,340.24,343.52,349.54
2010-01-29 21:58:29.033000,L5,335.65,329.08,342.64,355.82,352.21,372.11,372.67,370.58,337.12,341.64,340.00
2011-09-13 21:56:09.668000,L5,337.45,327.79,332.32,341.36,348.99,361.49,365.80,356.27,331.98,336.64,334.29
2013-05-29 22:09:41.256000,L8,,,,,251.36,342.66,349.99,338.25,330.10,323.05,328.94
2013-06-30 22:09:35.948000,L8,286.20,310.55,307.84,289.91,249.35,341.57,348.66,341.18,331.08,334.56,333.31
2013-07-16 22:09:36.403000,L8,,,309.30,336.15,247.43,345.06,336.51,336.29,258.79,322.92,328.67
2013-09-02 22:09:40.433000,L8,318.64,312.15,321.61,287.17,324.71,352.92,353.39,348.56,325.25,323.66,326.31
2014-01-24 22:08:45.323000,L8,291.53,264.30,215.47,159.44,,325.83,326.15,319.89,274.28,258.07,222.31
2014-03-13 22:08:09.214000,L8,327.83,320.27,307.24,344.23,329.19,350.12,355.52,352.43,326.88,329.00,330.04
2014-04-30 22:07:22.351000,L8,326.48,314.88,321.93,341.16,288.70,352.88,361.09,341.96,335.59,339.57,341.22
2014-06-01 22:07:14.657000,L8,318.46,307.24,300.47,,249.87,315.23,344.83,340.73,338.72,336.83,346.20
2014-07-03 22:07:25.958000,L8,325.29,315.80,329.14,342.17,344.25,354.21,353.89,351.84,349.92,350.31,355.41
2014-08-04 22:07:38.344000,L8,298.82,306.76,304.56,329.04,266.46,332.71,,331.02,248.53,322.34,322.95
2014-10-23 22:07:51.237000,L8,355.34,340.25,352.83,368.63,371.34,371.43,370.49,370.03,358.11,353.25,380.50
2014-11-08 22:07:51.967000,L8,312.28,306.45,321.15,335.99,326.01,355.75,357.94,346.30,332.93,334.68,322.56
2014-12-26 22:07:42.898000,L8,317.52,310.73,326.91,339.27,335.70,345.30,342.47,340.45,323.25,330.80,332.39
2015-02-12 22:07:27.072000,L8,307.39,307.48,322.83,338.08,271.94,341.78,348.60,347.05,316.61,322.29,321.35
2015-02-28 22:07:24.273000,L8,327.73,326.07,343.09,349.39,347.78,361.28,367.70,350.89,353.70,348.29,365.71
2015-04-01 22:07:01.610000,L8,315.18,309.44,310.17,348.54,288.81,352.82,364.38,348.78,274.67,338.59,349.88
2015-05-19 22:06:40.529000,L8,,,,,260.09,352.16,346.85,340.67,258.28,232.53,324.04
2015-06-20 22:06:56.810000,L8,,,,,243.26,344.65,351.43,339.72,263.41,323.35,333.69
2015-07-22 22:07:13.408000,L8,,,,,252.13,333.72,339.90,337.45,269.22,323.22,327.88
2015-08-23 22:07:24.416000,L8,299.12,302.14,184.72,294.69,291.97,346.27,348.27,340.96,287.37,321.00,320.96
2015-09-08 22:07:30.411000,L8,306.16,305.26,159.53,329.92,283.57,348.40,347.90,330.37,292.74,318.57,319.40
2015-10-10 22:07:38.780000,L8,302.36,298.01,312.32,331.00,269.52,345.85,352.73,339.77,297.34,317.90,315.29
2015-11-27 22:07:47.119000,L8,420.74,363.05,357.88,397.28,404.76,395.42,401.19,384.38,371.97,370.56,388.45
2015-12-13 22:07:45.395000,L8,360.32,362.28,355.90,362.13,354.92,384.31,379.49,388.26,355.35,364.51,409.41
2016-02-15 22:07:33.404000,L8,304.96,304.89,319.02,338.19,323.44,342.24,344.75,338.82,330.37,326.84,322.38
2016-03-02 22:07:31.352000,L8,294.86,267.74,304.72,228.28,268.12,341.38,342.44,330.04,275.88,284.77,309.08
2016-03-18 22:07:25.821000,L8,317.91,309.08,325.31,344.83,326.07,350.90,355.80,350.16,329.67,338.28,327.27
2016-04-19 22:07:10.819000,L8,320.51,310.30,311.38,343.94,291.53,352.20,359.55,347.22,335.32,335.56,338.99
2016-06-06 22:07:18.940000,L8,295.61,287.69,311.30,334.85,253.25,349.19,356.43,341.44,263.88,339.38,334.73
2016-07-08 22:07:32.591000,L8,315.47,315.67,323.70,340.42,336.51,350.25,357.39,348.22,340.50,335.67,337.39
2016-07-24 22:07:37.782000,L8,,,298.47,322.75,261.15,341.53,347.82,340.71,271.18,322.04,321.48
2016-08-09 22:07:39.758000,L8,338.71,333.36,340.91,344.40,351.48,354.81,357.97,343.29,338.87,342.40,344.24
2016-09-10 22:07:51.328000,L8,313.78,308.40,308.31,326.68,289.18,345.58,346.69,339.63,320.55,328.93,323.77
2016-10-12 22:07:57.049000,L8,448.31,390.17,455.51,486.94,422.77,427.24,430.80,394.79,405.47,437.74,441.58
2016-12-15 22:07:53.950000,L8,355.53,362.49,352.49,363.41,370.76,374.71,375.26,367.72,367.56,367.54,380.27
2016-12-31 22:07:51.584000,L8,302.94,299.79,333.74,329.96,319.87,345.52,353.16,341.76,314.38,319.27,317.06
2017-01-16 22:07:46.911000,L8,328.63,319.76,333.87,339.75,353.01,347.21,354.39,333.78,323.22,327.70,337.98
2017-04-06 22:07:09.788000,L8,307.39,309.08,313.79,335.05,281.58,343.53,345.27,338.87,323.03,327.91,326.23
2017-04-22 22:07:00.199000,L8,300.68,309.31,318.89,336.43,281.33,346.40,350.43,340.46,329.42,321.46,323.30
2017-05-24 22:07:10.251000,L8,291.52,301.08,299.85,324.44,261.70,345.51,350.96,340.37,329.83,329.37,325.50
2017-06-25 22:07:23.481000,L8,321.75,327.54,342.79,348.90,349.80,364.46,361.06,359.95,354.08,343.29,355.24
2017-08-28 22:07:43.849000,L8,308.71,306.12,322.39,330.92,315.68,335.69,338.58,338.27,324.45,323.73,327.30
2017-10-31 22:07:55.807000,L8,381.85,370.07,356.24,374.14,373.35,380.84,380.81,369.45,475.27,440.90,476.89
2017-12-02 22:07:46.733000,L8,309.64,307.27,325.26,329.40,335.18,347.83,352.64,337.47,320.37,324.99,324.53
2018-04-25 22:06:50.725000,L8,338.32,322.01,330.81,345.82,357.48,366.73,365.89,352.40,354.04,360.15,361.62
2018-05-27 22:06:28.609000,L8,,,,,241.94,330.03,337.72,327.72,258.24,250.17,320.69
2018-06-28 22:06:40.110000,L8,275.50,305.46,266.97,332.19,249.80,343.44,352.54,341.27,273.35,330.49,332.81
2018-08-31 22:07:11.120000,L8,312.75,304.09,308.42,324.76,292.99,339.61,344.46,330.00,300.82,323.32,318.47
2018-10-18 22:07:29.549000,L8,312.04,303.29,318.89,328.12,329.83,348.46,342.57,338.67,319.35,325.74,320.96
2018-12-21 22:07:30.529000,L8,300.86,290.19,307.47,262.96,314.31,334.40,337.91,330.66,306.29,314.69,316.24
2019-01-22 22:07:26.086000,L8,301.72,292.43,317.98,328.55,323.97,348.29,349.87,336.13,318.13,321.24,318.88
2019-02-07 22:07:23.498000,L8,343.06,333.30,344.96,355.57,361.52,366.45,364.27,367.88,354.87,359.92,366.40
2019-03-11 22:07:14.802000,L8,311.82,305.41,309.33,329.68,276.32,330.89,337.40,328.36,311.91,317.71,321.29
2019-05-30 22:07:21.058000,L8,,,,,249.11,330.96,346.02,338.68,260.85,257.98,320.24
2019-06-15 22:07:27.730000,L8,190.69,305.68,270.03,331.97,248.72,342.60,347.28,339.82,274.51,325.99,334.45
2019-07-01 22:07:32.340000,L8,301.58,308.01,307.72,336.94,299.87,350.22,357.15,349.14,337.58,346.51,350.66
2019-08-02 22:07:41.830000,L8,336.07,329.17,333.64,346.13,368.57,368.55,371.65,356.61,350.33,352.28,362.59
2019-08-18 22:07:47.079000,L8,319.51,312.40,320.27,334.42,342.36,349.73,352.08,339.80,333.75,328.80,337.56
2019-10-05 22:08:00.157000,L8,336.33,320.81,331.90,346.20,354.77,362.08,348.90,347.78,332.12,333.58,343.96
2019-10-21 22:08:01.720000,L8,326.33,315.72,328.23,341.86,347.65,343.26,345.31,345.11,329.39,333.54,336.27
2019-12-08 22:07:56.574000,L8,351.08,345.41,355.76,362.05,360.31,368.16,366.68,377.97,351.56,352.94,365.46
2020-01-09 22:07:49.551000,L8,319.75,309.57,335.54,342.12,346.93,354.20,354.02,347.65,336.97,331.71,321.29
2020-02-10 22:07:40.719000,L8,319.31,304.85,332.26,337.63,346.08,344.41,351.07,349.52,337.78,345.79,322.04
2020-03-13 22:07:30.028000,L8,314.43,314.94,325.47,336.71,331.41,343.22,354.84,345.35,342.62,335.58,325.57
2020-05-16 22:07:03.451000,L8,263.81,302.55,300.31,334.31,277.57,343.14,345.49,340.91,258.43,338.49,346.30
2020-06-01 22:07:08.444000,L8,,,,,247.42,311.81,286.51,335.73,255.05,303.33,325.61
2020-08-04 22:07:35.564000,L8,,,,,218.96,332.40,334.20,324.07,264.10,280.55,314.41
2020-09-21 22:07:54.687000,L8,298.36,269.14,303.78,,337.90,345.51,348.83,335.16,319.05,329.95,322.04
2021-02-12 22:07:43.180000,L8,310.03,305.60,329.10,339.33,323.62,345.24,348.91,340.48,324.86,335.26,323.06
2021-03-16 22:07:27.743000,L8,322.28,312.64,321.82,333.63,334.13,343.48,347.53,342.06,325.30,337.25,334.93
2021-04-17 22:07:18.077000,L8,306.90,270.29,223.79,325.31,289.43,342.14,347.27,338.00,259.75,322.18,323.84
2021-05-03 22:07:08.587000,L8,323.52,316.86,323.53,336.52,285.65,350.70,356.81,344.54,331.29,341.79,344.88
2021-05-19 22:07:16.079000,L8,,,,,257.63,341.33,348.58,273.74,251.04,,
2021-07-22 22:07:36.760000,L8,256.95,301.51,299.73,329.80,251.74,334.23,347.44,338.56,253.90,328.07,331.10
2021-08-23 22:07:49.080000,L8,307.84,302.91,308.44,334.07,282.23,341.18,345.37,336.80,293.79,326.43,322.54
2021-09-24 22:07:56.691000,L8,304.81,301.53,305.35,323.62,287.53,341.54,345.67,333.94,291.96,317.12,313.59
2021-12-21 22:07:55.088000,L9,293.97,264.91,228.20,248.46,,330.57,331.04,309.69,281.46,254.58,293.84
2021-12-29 22:07:53.106000,L8,331.24,322.89,334.40,347.55,350.49,358.19,360.97,354.94,348.73,342.88,363.45
2022-01-14 22:07:51.275000,L8,335.84,308.49,320.65,339.53,338.72,352.46,365.69,356.48,352.01,343.01,365.01
2022-01-30 22:07:46.196000,L8,320.31,308.55,317.94,339.76,341.99,350.52,361.83,344.24,333.73,339.28,326.69
2022-03-11 22:07:39.629000,L9,334.60,330.25,333.99,349.30,364.29,359.43,361.75,361.22,369.57,354.60,384.07
2022-04-28 22:07:22.893000,L9,323.81,317.58,311.25,341.46,343.38,357.31,360.24,349.89,341.08,342.12,341.63
2022-05-06 22:07:29.527000,L8,324.70,316.32,318.50,342.07,299.21,352.53,349.83,344.58,337.43,341.35,341.54
2022-05-22 22:07:34.435000,L8,327.63,313.74,319.26,339.60,347.95,344.15,348.04,342.32,332.50,336.05,340.62
2022-06-07 22:07:43.386000,L8,,,,,247.94,336.71,340.61,329.90,269.52,322.74,320.78
2022-07-01 22:07:30.281000,L9,299.73,305.96,262.50,,251.06,332.46,344.37,334.47,254.69,325.90,336.57
2022-07-17 22:07:29.165000,L9,298.48,265.87,,,225.78,160.83,216.95,,,,
2022-08-02 22:07:43.151000,L9,,,,,248.69,342.45,339.10,336.27,267.19,290.10,317.13
2022-08-26 22:08:10.171000,L8,324.24,309.53,307.69,339.38,337.31,349.66,350.71,342.81,330.45,331.98,338.46
2022-09-03 22:07:51.912000,L9,312.77,300.86,304.82,332.35,331.52,335.45,334.36,333.68,301.01,326.99,322.51
2022-10-21 22:08:05.375000,L9,304.96,289.11,294.66,322.41,317.37,338.91,341.52,331.03,301.04,319.14,315.69
2022-10-29 22:08:16.390000,L8,346.90,332.35,343.86,382.09,377.85,381.52,364.60,356.31,369.22,363.92,359.63
2022-11-14 22:08:11.017000,L8,301.50,289.02,299.20,264.06,215.27,331.86,334.97,337.73,300.62,316.98,315.08
2022-11-22 22:08:05.589000,L9,330.43,307.87,318.34,341.97,343.00,351.44,362.66,352.17,342.03,343.27,344.09
2022-12-24 22:08:01.921000,L9,288.65,265.62,264.85,249.07,199.15,322.59,320.11,311.59,273.94,258.53,297.04
2023-01-01 22:08:03.014000,L8,339.19,339.09,347.56,357.54,371.81,356.59,363.08,350.58,351.76,355.30,356.99
2023-01-25 22:08:01.087000,L9,325.32,318.09,331.31,337.79,344.50,348.74,345.80,336.90,337.53,341.98,355.62
2023-02-18 22:07:49.813000,L8,317.35,305.65,316.78,341.77,329.88,345.26,346.27,343.42,308.34,326.81,321.47
2023-03-06 22:07:38.056000,L8,338.72,320.63,332.52,360.96,360.73,353.62,358.57,356.41,356.42,362.71,365.55
2023-03-14 22:07:47.070000,L9,304.64,293.65,277.27,251.48,307.74,325.51,334.45,338.49,296.02,317.60,319.50
2023-03-22 22:07:28.676000,L8,318.72,305.92,301.10,329.53,327.23,343.80,350.12,338.88,327.96,331.38,335.99
2023-04-15 22:07:28.766000,L9,316.89,305.41,305.30,331.79,329.41,343.35,348.36,343.69,326.36,336.18,338.78
2023-04-23 22:07:09.009000,L8,313.91,306.29,305.18,334.48,322.39,341.73,347.43,332.90,325.78,326.95,334.83
