dates,satname,nzd0185-0000,nzd0185-0001,nzd0185-0002,nzd0185-0003,nzd0185-0004,nzd0185-0005,nzd0185-0006
1999-09-29 21:52:52.243000,L7,348.64,343.91,290.05,274.62,259.84,263.18,251.90
1999-12-09 21:58:57.676000,L7,308.97,265.78,281.58,271.41,261.18,263.61,215.37
2000-02-27 21:58:40.521000,L7,302.26,262.21,258.25,247.00,251.17,257.88,215.26
2000-03-14 21:58:35.291000,L7,301.07,253.95,245.79,238.97,244.40,253.80,202.87
2000-03-30 21:58:33.541000,L7,243.45,265.17,244.06,238.73,246.51,257.92,204.60
2001-01-12 21:56:30.696000,L7,321.50,252.84,255.71,,,,
2001-06-05 21:55:40.577000,L7,334.72,199.35,234.22,277.37,260.43,267.62,270.13
2001-06-21 21:55:29.297000,L7,253.61,303.53,172.04,191.16,206.91,261.13,218.34
2001-09-09 21:54:36.880000,L7,303.19,250.80,173.83,233.61,242.32,248.28,
2001-09-25 21:54:28.694000,L7,,251.37,183.93,153.72,,,
2001-10-11 21:54:09.862000,L7,310.17,258.44,250.07,258.55,252.77,258.50,199.20
2001-10-20 21:48:09.707000,L7,330.62,256.02,267.81,271.54,245.54,,
2002-01-24 21:48:42.967000,L7,377.79,367.84,365.00,345.87,266.87,266.52,256.51
2002-01-31 21:54:50.570000,L7,,253.49,247.19,240.52,240.99,235.50,
2002-02-16 21:54:54.191000,L7,319.41,245.11,261.01,257.14,245.12,250.34,231.73
2002-02-25 21:48:47.943000,L7,378.08,302.88,365.75,352.08,332.65,264.97,256.94
2002-03-20 21:54:48.224000,L7,305.61,249.91,183.87,239.21,243.23,243.77,205.10
2002-08-27 21:54:00.253000,L7,342.75,294.44,191.27,269.65,254.12,259.34,212.42
2002-10-14 21:53:43.769000,L7,372.46,358.90,351.65,337.04,305.25,262.16,249.21
2002-10-23 21:47:39.211000,L7,356.31,319.41,295.14,277.29,264.59,252.02,241.13
2002-11-24 21:48:02.112000,L7,446.54,420.54,376.68,461.35,,,
2002-12-01 21:54:16.937000,L7,,250.86,173.03,,,,
2003-01-18 21:54:30.278000,L7,350.33,267.46,267.00,273.80,259.59,270.22,257.93
2003-03-23 21:54:40.711000,L7,303.04,257.60,244.86,243.75,245.62,264.09,
2003-05-10 21:54:46.466000,L7,,300.83,239.91,290.68,281.16,261.87,263.46
2003-05-26 21:54:43.917000,L7,314.00,303.98,,,,,
