dates,satname,nzd0337-0000,nzd0337-0001,nzd0337-0002,nzd0337-0003,nzd0337-0004,nzd0337-0005,nzd0337-0006
2003-12-03 21:51:55.424000,L5,225.50,227.23,206.81,193.62,186.20,182.55,
2004-01-04 21:52:10.021000,L5,226.42,219.48,207.81,223.76,214.91,210.90,203.90
2006-10-31 22:13:29.135000,L5,214.30,214.25,194.76,191.94,181.86,,
2011-01-07 22:03:20.155000,L5,232.71,217.00,203.26,201.44,195.63,198.93,
2011-01-23 22:03:20.850000,L5,228.03,216.00,200.49,196.20,192.93,196.89,
2013-09-16 22:21:09.463000,L8,290.61,271.61,256.00,254.28,253.21,,
2013-10-18 22:21:01.576000,L8,250.94,229.34,217.31,206.04,200.41,,
2013-11-03 22:20:56.205000,L8,289.51,240.78,245.18,250.51,252.45,224.32,192.58
2013-11-19 22:20:49.563000,L8,286.75,262.15,247.40,248.71,248.51,250.81,220.26
2013-12-14 22:14:33.459000,L8,283.45,258.59,247.61,249.44,243.87,249.28,245.18
2013-12-14 22:14:57.422000,L8,306.60,283.15,270.85,271.52,267.48,273.37,294.57
2013-12-21 22:20:39.177000,L8,258.85,243.39,229.85,209.32,223.99,,
2014-02-07 22:20:09.196000,L8,283.94,257.99,244.92,249.74,245.99,193.51,
2014-02-16 22:13:50.683000,L8,268.38,256.72,240.50,248.06,237.16,,
2014-09-28 22:13:08.778000,L8,281.63,256.45,239.58,219.32,234.15,,
2014-09-28 22:13:32.732000,L8,280.00,255.32,235.40,211.10,225.28,,
2014-10-14 22:13:14.573000,L8,268.80,255.01,243.86,222.22,227.34,167.22,
2014-10-14 22:13:38.532000,L8,259.29,237.23,221.82,209.41,211.19,,
2014-10-21 22:19:25.564000,L8,240.66,241.46,231.80,213.34,202.32,,
2014-11-06 22:19:25.282000,L8,285.16,258.57,246.42,249.58,243.27,243.77,
2014-12-01 22:13:12.181000,L8,252.20,243.65,229.03,210.45,218.14,,
2014-12-01 22:13:36.144000,L8,256.47,251.17,237.06,215.09,229.47,,
2015-01-25 22:19:08.635000,L8,275.04,252.52,239.00,224.55,231.14,212.63,180.93
2015-02-10 22:19:02.830000,L8,237.96,240.45,225.92,210.58,210.88,166.47,
2015-02-19 22:12:49.582000,L8,283.63,258.23,243.63,249.64,245.66,180.87,
2015-02-19 22:13:13.545000,L8,282.58,256.28,237.41,248.48,238.70,,
2015-10-24 22:19:16.646000,L8,284.63,258.03,246.18,249.51,243.75,244.71,
2015-12-20 22:13:09.373000,L8,284.38,259.25,248.02,250.83,251.12,250.19,277.13
2015-12-20 22:13:33.327000,L8,284.19,259.03,247.71,250.56,251.15,251.28,235.16
2015-12-27 22:19:19.236000,L8,285.61,260.81,249.21,250.99,251.18,252.83,277.04
2016-01-05 22:13:05.152000,L8,283.89,258.82,246.92,250.24,245.60,246.62,218.97
2016-01-05 22:13:29.107000,L8,284.21,259.58,245.85,250.38,251.21,239.87,217.95
2016-02-06 22:13:01.784000,L8,263.53,253.70,232.12,217.01,228.42,199.14,
2016-02-06 22:13:25.747000,L8,268.85,255.38,234.49,219.98,233.13,209.81,
2016-02-13 22:19:08.559000,L8,284.27,259.04,246.91,248.95,243.22,191.77,
2016-09-08 22:19:24.689000,L8,205.27,,,,,,
2017-01-23 22:13:07.208000,L8,262.34,256.57,243.22,247.65,238.91,247.50,
2017-01-23 22:13:31.167000,L8,252.37,255.80,239.61,219.27,237.23,193.00,
