dates,satname,nzd0325-0000,nzd0325-0001,nzd0325-0002,nzd0325-0003,nzd0325-0004,nzd0325-0005,nzd0325-0006,nzd0325-0010,nzd0325-0011,nzd0325-0012,nzd0325-0013,nzd0325-0014,nzd0325-0018,nzd0325-0019,nzd0325-0020,nzd0325-0021,nzd0325-0022,nzd0325-0032,nzd0325-0033,nzd0325-0034,nzd0325-0035,nzd0325-0036,nzd0325-0037,nzd0325-0038,nzd0325-0039,nzd0325-0040,nzd0325-0041,nzd0325-0042,nzd0325-0054,nzd0325-0055,nzd0325-0056,nzd0325-0057,nzd0325-0058,nzd0325-0059,nzd0325-0060,nzd0325-0079,nzd0325-0080,nzd0325-0081,nzd0325-0082,nzd0325-0083,nzd0325-0084,nzd0325-0085,nzd0325-0086,nzd0325-0087,nzd0325-0088,nzd0325-0089,nzd0325-0090,nzd0325-0091,nzd0325-0092,nzd0325-0093,nzd0325-0094,nzd0325-0095,nzd0325-0096,nzd0325-0007,nzd0325-0008,nzd0325-0009,nzd0325-0015,nzd0325-0016,nzd0325-0017,nzd0325-0023,nzd0325-0024,nzd0325-0025,nzd0325-0026,nzd0325-0027,nzd0325-0028,nzd0325-0029,nzd0325-0030,nzd0325-0031,nzd0325-0043,nzd0325-0044,nzd0325-0045,nzd0325-0046,nzd0325-0047,nzd0325-0048,nzd0325-0049,nzd0325-0050,nzd0325-0051,nzd0325-0052,nzd0325-0053,nzd0325-0061,nzd0325-0062,nzd0325-0063,nzd0325-0064,nzd0325-0065,nzd0325-0066,nzd0325-0067,nzd0325-0068,nzd0325-0069,nzd0325-0070,nzd0325-0071,nzd0325-0072,nzd0325-0073,nzd0325-0074,nzd0325-0075,nzd0325-0076,nzd0325-0077,nzd0325-0078
2000-05-17 21:58:55.442000,L7,215.50,237.58,294.79,226.60,239.81,242.69,276.27,188.06,306.43,222.64,202.45,,240.43,265.58,201.38,202.73,271.92,229.05,281.76,201.91,258.46,225.55,247.77,274.64,271.38,226.90,224.66,,,,203.86,223.45,204.38,202.03,211.96,172.52,187.87,196.45,202.27,216.33,225.06,217.71,231.39,234.36,249.21,243.84,194.51,252.10,241.93,255.76,247.91,240.06,259.01,,,,,190.87,207.23,277.19,216.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-05-26 21:53:00.524000,L7,228.83,220.91,286.50,274.51,255.07,268.61,287.02,289.20,289.32,252.50,223.09,286.99,252.90,282.17,238.34,251.28,280.21,222.75,281.92,253.31,270.21,286.58,248.25,274.49,256.90,233.38,259.70,284.46,247.43,256.05,229.67,242.23,223.17,233.71,217.94,200.88,205.56,218.19,214.14,232.60,236.57,231.09,244.75,255.57,256.17,256.13,256.25,262.09,266.95,271.62,271.12,275.43,267.71,254.03,251.78,285.64,259.13,261.40,238.30,293.77,250.20,,,229.65,274.45,292.21,274.35,252.58,257.31,274.13,253.30,,,201.74,256.76,204.38,,,196.98,207.25,207.66,,,,,,176.52,198.80,197.73,203.87,207.86,194.74,213.03,219.91,213.74,192.47,193.26
2000-06-18 21:58:39.829000,L7,204.88,241.70,281.22,269.51,248.98,261.10,270.36,269.72,275.70,186.64,212.94,282.53,,,,,,226.85,278.08,247.65,283.27,280.01,236.21,289.82,237.90,268.23,,,,,,,,,,177.46,202.71,206.19,212.95,213.33,220.75,225.43,232.59,239.54,249.50,243.69,239.50,243.13,245.44,251.36,251.25,258.51,260.07,222.02,,,203.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.45,169.34,173.85,174.29,178.45,179.73,179.01,,,,,
2000-07-13 21:52:07.753000,L7,220.66,244.30,281.02,270.09,249.69,231.85,281.76,280.01,282.87,233.43,205.63,282.14,237.10,184.34,204.61,283.04,276.48,215.06,290.75,249.15,273.57,279.29,286.57,286.50,294.57,266.04,274.44,270.01,219.12,209.80,218.63,226.19,200.10,205.49,221.53,197.47,200.76,212.93,212.99,223.00,227.85,234.37,233.67,240.26,246.69,248.64,247.74,252.18,257.43,262.54,266.25,263.20,257.63,255.95,273.71,275.18,262.04,254.83,248.42,284.62,218.03,,232.80,257.25,264.63,277.15,274.63,253.59,247.91,227.45,202.05,228.29,201.55,167.21,224.23,205.03,256.31,,196.86,202.05,207.83,,,,,,,,,,,,,,,,
2000-08-05 21:57:56.710000,L7,222.11,236.29,274.35,225.86,250.36,254.92,272.09,182.75,288.59,266.38,215.46,283.98,254.41,279.49,243.81,285.69,274.82,226.33,291.36,261.86,270.59,302.86,291.06,287.67,296.42,223.97,283.51,171.90,,,,,,,,185.56,202.21,212.87,217.14,220.89,232.02,227.99,232.01,240.05,252.68,253.62,253.42,249.42,250.10,255.94,258.99,265.38,262.03,252.80,,288.39,264.87,202.39,250.40,286.27,,,256.85,260.05,266.79,229.53,,,281.50,255.60,,,,221.62,253.62,,,,,,,,,,,170.86,188.86,187.81,197.91,197.51,183.23,198.01,169.41,196.45,196.76,176.85,183.84
2000-08-14 21:52:08.182000,L7,269.95,266.86,284.33,232.53,253.82,261.33,282.31,297.89,298.40,283.92,243.99,294.93,251.75,231.83,273.51,315.70,286.10,230.79,291.29,254.84,276.40,283.08,286.81,293.59,292.58,276.65,285.75,229.14,233.51,223.76,220.82,238.05,208.36,203.43,197.69,187.70,202.42,213.97,212.15,220.13,219.56,222.59,232.30,244.05,252.29,255.25,200.25,249.39,243.78,254.62,248.05,254.45,257.78,253.48,265.11,286.67,275.78,276.40,252.38,284.21,251.69,,240.66,205.20,266.81,288.39,263.84,231.12,,,,233.17,274.09,257.62,262.40,205.27,256.50,244.11,194.17,204.23,193.04,,,,,,,,,,190.84,198.41,181.43,208.06,186.72,172.30,182.41
2000-09-22 21:57:17.413000,L7,438.75,433.28,425.81,429.58,331.29,337.10,321.40,433.82,433.10,511.64,,,327.08,368.32,339.69,382.11,389.75,307.39,326.77,320.89,328.66,329.25,329.04,341.04,336.97,327.56,319.98,319.70,274.68,425.62,294.35,288.62,265.66,238.46,254.24,200.50,217.18,223.10,229.57,247.08,238.83,227.25,233.08,243.59,,,,256.80,273.07,270.07,275.60,277.61,277.77,323.79,408.07,435.82,241.38,426.61,359.77,324.65,309.00,265.58,308.54,314.61,313.29,326.75,324.33,322.27,317.00,321.66,376.54,335.92,379.63,324.60,349.64,358.68,418.07,241.27,241.33,224.69,211.71,176.15,206.63,197.29,193.19,201.48,204.36,208.20,210.54,211.19,214.91,232.53,406.31,390.68,202.58,192.10,193.80
2000-11-25 21:57:10.965000,L7,361.89,353.37,354.91,356.56,356.19,356.45,350.13,371.44,366.75,364.54,360.13,360.69,347.00,350.54,352.94,358.58,354.77,356.67,361.25,369.51,366.51,363.04,370.88,372.73,369.80,365.31,355.82,352.20,309.47,305.02,291.41,299.70,295.07,296.59,297.33,273.03,279.37,280.76,288.24,289.21,292.62,289.65,300.85,297.18,298.48,300.22,300.31,304.89,306.38,317.18,313.87,311.06,314.04,355.26,369.29,371.12,353.68,359.96,356.05,349.76,348.31,349.53,352.37,357.28,353.18,355.10,355.53,357.71,349.42,349.39,347.37,347.77,346.45,346.68,336.64,336.33,324.26,324.34,314.89,298.22,293.42,301.05,283.42,283.24,281.11,285.91,295.11,307.37,309.56,308.40,310.09,315.06,317.99,309.00,291.13,270.26,269.27
2000-12-04 21:50:58.069000,L7,396.06,387.46,395.61,396.73,381.79,394.30,397.36,396.77,414.97,395.72,419.58,405.47,399.33,410.93,408.48,411.82,421.25,433.05,452.00,442.55,441.82,433.45,467.64,457.78,446.64,452.90,443.71,444.47,416.18,408.50,398.68,395.32,405.81,390.61,396.73,340.17,340.54,324.55,325.50,324.06,324.71,324.08,331.77,332.29,341.79,340.44,336.96,342.15,346.80,351.60,350.60,369.52,386.05,381.41,393.42,386.56,418.83,415.35,431.78,420.43,432.43,433.94,421.54,435.09,422.73,437.45,427.12,431.54,439.07,442.78,441.63,477.46,437.83,434.14,433.10,419.74,459.90,410.48,421.10,386.63,414.70,409.45,404.50,386.72,391.42,386.09,380.57,377.20,379.20,384.90,425.24,384.66,373.03,393.56,359.27,329.12,330.16
2000-12-04 21:51:22.024000,L7,397.97,389.74,386.99,397.91,380.60,392.78,396.11,393.06,413.55,392.91,415.61,404.49,401.09,409.91,408.40,409.09,416.99,431.31,449.75,439.82,440.36,431.71,465.21,454.25,445.96,450.49,440.06,442.36,413.07,407.00,395.67,395.07,402.29,388.07,394.27,338.38,338.37,324.83,324.31,322.91,323.23,323.23,331.93,331.54,340.84,339.72,337.54,341.20,346.07,350.06,349.65,367.96,384.73,380.42,388.96,384.06,416.60,410.93,430.13,419.24,430.62,433.40,420.55,434.02,416.15,432.28,426.74,427.31,435.38,436.62,430.84,477.46,435.85,432.79,429.55,416.59,459.63,407.43,419.04,379.35,407.56,408.12,401.46,372.92,386.74,388.21,366.74,375.71,377.51,382.68,419.87,382.79,369.31,389.46,355.97,328.89,326.00
2000-12-20 21:51:28.881000,L7,388.26,376.44,336.35,337.01,340.41,331.83,329.12,336.55,441.70,363.85,318.31,290.41,457.49,300.87,350.14,438.21,389.28,306.45,242.44,267.39,317.63,328.93,337.71,338.03,342.41,487.07,474.01,505.27,263.80,263.73,259.28,252.08,248.16,243.38,243.86,222.35,228.84,230.87,231.75,216.50,,,,,,,,,,,,,,323.55,320.36,334.18,453.92,464.91,457.83,393.20,396.59,361.02,242.41,311.48,312.27,321.33,320.38,330.75,525.48,319.55,311.57,312.25,292.58,272.96,284.01,289.12,278.86,274.62,266.87,234.94,228.15,198.25,216.17,212.08,199.58,220.45,227.90,236.77,239.45,242.00,248.49,238.72,235.49,235.18,227.76,204.53,208.72
2001-01-05 21:51:04.492000,L7,330.13,316.57,302.21,303.64,309.38,315.49,314.18,311.52,315.71,314.25,323.99,332.07,256.10,197.00,315.70,309.52,306.10,310.43,314.54,313.95,315.72,323.25,315.98,327.97,316.28,303.96,313.16,298.84,254.92,229.42,237.81,240.94,218.09,205.87,217.49,209.84,223.75,219.22,224.11,230.20,234.88,224.07,238.33,245.40,254.13,254.86,196.59,248.59,246.03,251.42,252.56,261.64,265.89,307.70,309.93,310.05,292.14,292.59,296.51,295.09,212.19,263.61,281.48,279.43,301.81,307.32,314.41,304.12,307.99,307.77,294.38,290.24,295.42,287.53,281.77,273.46,273.70,260.85,256.59,215.36,210.47,,193.53,193.05,190.05,197.50,202.97,210.61,214.58,217.77,220.29,216.71,216.04,209.90,213.09,187.71,188.41
2001-01-05 21:51:28.457000,L7,226.58,,,,259.22,307.30,287.82,298.87,304.39,277.45,306.72,313.31,,174.97,287.89,299.42,288.75,297.52,300.11,273.32,298.34,313.00,308.28,313.13,287.78,293.61,294.07,277.86,215.17,218.11,229.35,227.49,204.86,200.56,191.06,195.29,215.74,214.21,214.43,210.94,222.44,169.30,229.52,238.49,251.46,247.53,,,,,,,,294.43,288.82,286.95,274.94,,,254.43,206.42,202.26,266.75,266.96,288.50,288.12,264.51,261.39,298.80,261.88,279.96,253.86,247.13,273.77,217.94,224.12,253.51,248.48,195.81,,,,,185.79,182.03,181.50,192.60,187.64,196.58,,,,,191.93,186.88,171.70,176.69
2001-01-21 21:51:10.359000,L7,434.53,389.54,377.95,414.51,414.95,401.76,415.34,385.66,384.32,383.27,387.60,385.98,383.04,374.51,402.95,406.67,411.67,426.27,424.03,408.77,400.63,393.67,391.38,380.88,377.54,364.86,352.95,356.79,363.01,351.63,334.62,313.20,333.82,315.20,292.26,259.82,307.00,308.93,310.80,305.94,310.84,304.96,328.43,315.77,321.79,385.01,389.35,382.35,413.72,411.36,410.17,426.08,306.26,399.72,385.82,389.64,387.67,388.45,385.78,399.15,379.97,374.18,381.47,395.19,383.55,403.67,413.46,423.04,348.61,365.88,369.27,369.84,373.78,360.95,378.78,378.87,402.44,399.01,372.07,298.87,284.36,315.51,286.70,271.69,280.67,277.21,287.42,317.53,356.62,294.20,308.15,306.18,305.35,301.84,312.74,259.92,258.87
2001-01-21 21:51:34.318000,L7,434.49,397.35,382.10,417.00,409.80,407.21,414.17,387.33,385.42,380.53,389.88,388.15,386.39,375.11,406.27,408.47,411.24,427.63,429.14,408.33,398.60,391.85,395.52,380.70,376.88,366.03,351.94,356.01,367.85,348.48,341.06,312.15,335.92,315.47,293.99,262.70,309.12,310.45,312.94,306.96,311.55,306.03,331.34,317.79,326.54,354.35,390.95,390.02,413.29,412.42,412.19,426.09,308.21,398.35,387.11,391.76,385.81,387.51,385.58,394.99,382.43,374.25,380.90,397.80,386.30,409.85,415.72,425.25,350.61,367.57,370.81,370.02,374.74,364.29,381.93,383.63,414.08,402.16,371.38,301.11,285.77,314.20,286.29,273.44,285.17,279.22,289.28,318.84,357.40,295.41,309.80,307.73,306.90,303.73,316.83,259.52,258.45
2001-02-06 21:51:02.555000,L7,373.05,353.73,356.98,355.06,361.85,359.20,362.90,369.55,362.77,366.61,369.16,366.60,358.78,368.33,365.30,372.80,380.29,373.79,372.27,383.31,378.34,378.08,382.91,393.83,384.22,384.36,366.08,361.53,337.05,328.19,329.90,350.27,344.56,353.07,362.23,328.32,307.79,309.98,306.92,307.65,308.23,306.18,298.15,304.85,314.02,317.94,319.57,319.92,323.54,326.66,321.81,323.48,321.93,351.67,360.19,369.21,363.08,363.45,368.64,375.52,362.71,364.35,360.46,358.94,361.39,360.16,372.43,374.32,364.83,373.59,365.13,365.48,370.39,377.12,366.59,351.37,341.98,346.52,336.55,359.42,382.87,396.34,378.05,350.88,347.07,353.60,343.79,341.73,332.45,337.22,346.74,336.64,329.04,338.16,339.67,327.43,331.17
2001-02-06 21:51:26.449000,L7,373.00,353.83,356.68,355.59,362.99,355.35,362.86,369.57,362.77,366.11,368.78,366.61,358.77,368.36,363.65,372.62,380.37,373.89,372.18,383.25,377.87,378.13,382.12,394.66,382.66,383.00,366.08,361.56,336.90,328.07,329.90,350.28,344.56,353.12,363.05,328.59,307.91,309.97,306.44,307.91,308.14,305.99,298.36,304.87,314.06,318.04,319.86,320.02,324.83,325.80,319.88,322.35,321.49,351.61,361.73,368.54,363.02,363.58,367.57,375.53,362.79,364.36,360.50,358.96,361.94,359.92,372.49,373.40,363.78,373.54,365.17,365.38,370.41,377.91,370.19,351.27,342.06,340.68,336.77,359.52,382.79,396.48,378.65,351.31,347.49,353.32,343.10,341.71,332.91,334.33,346.08,336.72,329.09,338.64,339.70,327.55,330.81
2001-03-10 21:50:58.754000,L7,282.07,304.82,293.22,306.51,309.06,276.95,281.61,318.30,302.25,277.79,317.64,286.01,299.93,298.63,296.25,324.10,288.35,305.89,321.13,281.13,328.33,330.33,317.44,321.31,285.13,284.34,293.79,270.88,241.65,216.55,229.18,223.12,216.25,202.05,,,,,,,,,229.30,183.37,241.05,247.17,172.19,244.86,243.91,239.43,195.67,,,293.88,304.90,321.35,311.17,298.82,258.41,210.69,211.69,201.50,274.88,251.94,293.99,316.21,259.55,257.78,296.46,251.74,279.96,246.88,282.07,286.35,199.81,272.18,267.02,247.60,254.45,,,,,,,,,,,,,,,,,,
2001-03-17 21:57:04.487000,L7,319.27,318.35,324.33,325.01,320.22,323.77,317.94,335.81,334.74,331.37,323.40,332.33,323.85,326.58,336.58,336.13,331.41,321.90,339.09,333.54,333.41,342.21,335.79,331.59,333.05,327.55,323.19,315.61,263.62,265.88,252.20,251.59,253.67,233.86,246.44,223.43,227.00,239.30,246.70,284.58,346.00,398.20,244.77,257.56,255.03,271.87,273.70,267.13,271.00,268.05,264.92,275.43,274.43,321.27,321.88,332.07,326.49,331.30,327.44,330.02,303.13,284.42,309.56,315.24,316.84,332.11,327.68,334.18,311.90,315.44,314.07,305.92,314.07,304.54,302.55,301.88,287.58,278.79,260.68,253.49,216.68,210.97,221.16,215.59,186.93,205.56,210.57,215.75,226.25,222.97,297.79,303.68,245.03,273.75,243.16,216.15,207.64
2001-04-02 21:56:54.678000,L7,221.88,269.61,226.90,222.17,240.80,224.41,276.26,,,,,,241.87,246.06,198.31,261.19,,230.05,244.55,268.78,274.15,270.55,290.50,284.02,268.76,275.79,,,,,,,,,,,,,,,,,,,,,,231.89,207.62,228.21,204.18,220.20,,,,,,,,,,,241.82,234.25,248.83,200.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-27 21:50:43.832000,L7,219.60,268.87,254.08,223.83,245.89,229.64,279.85,234.14,281.10,250.56,,282.85,,,,,,229.79,293.58,271.97,289.06,277.73,296.18,308.17,271.43,281.77,260.66,268.63,,,,,,,,,,,,,,,,,,,,,,,,,,207.49,208.03,275.63,267.39,264.68,,218.83,206.12,187.02,223.42,232.76,242.98,284.03,254.11,209.17,278.89,216.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-27 21:51:07.792000,L7,191.11,223.88,207.43,220.52,241.79,222.47,271.49,,,,,,,,,,,,,252.00,283.81,273.32,292.28,302.13,267.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.42,230.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-13 21:50:57.045000,L7,208.35,217.89,265.55,231.75,228.41,232.35,260.21,248.08,254.40,217.34,213.78,200.80,231.77,233.52,215.99,281.13,277.56,,,175.94,269.20,285.20,245.42,272.18,270.17,276.41,286.25,268.95,221.09,205.36,206.18,213.74,198.08,195.94,,,184.99,191.49,196.57,206.58,201.54,217.49,216.60,227.45,238.79,238.45,210.72,241.23,217.05,241.79,239.26,251.21,245.96,231.17,232.31,263.28,,,231.31,289.86,206.68,,222.56,239.10,267.23,269.56,256.42,252.49,,,250.85,230.13,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-20 21:56:40.935000,L7,,,,270.83,248.10,231.00,249.41,194.30,174.70,221.30,174.56,270.16,,,,,271.86,227.18,276.79,251.36,264.41,269.38,231.46,251.30,235.15,222.03,,,,,,,,,,177.13,191.91,192.36,200.48,212.35,222.01,214.32,,,,,,238.10,240.73,245.54,251.32,239.86,254.49,227.22,,,,,,278.98,183.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-05-29 21:50:49.329000,L7,220.62,224.67,275.23,251.45,244.54,249.06,268.36,197.34,278.12,247.53,202.73,208.06,,,,,,228.65,279.67,258.61,259.01,184.95,239.97,284.30,271.91,276.68,284.63,,231.77,219.52,223.67,239.52,215.86,195.42,,195.36,205.00,211.02,209.63,215.43,224.15,225.59,235.73,237.88,247.48,245.95,247.38,249.75,251.07,253.64,250.79,249.71,248.60,246.46,264.26,271.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.31,183.17,179.84,192.70,194.19,199.83,204.87,,,,191.91,175.68,183.39
2001-06-05 21:56:28.634000,L7,277.49,295.13,297.46,303.98,309.87,309.16,317.18,321.22,333.79,346.05,316.55,293.97,514.73,539.77,550.37,492.02,350.10,,,,,,,,186.89,190.76,271.09,308.82,253.39,238.64,229.39,240.47,224.59,227.80,224.62,199.40,216.10,215.36,220.41,222.24,238.08,233.43,243.58,245.79,257.54,256.49,260.54,255.53,261.55,264.68,260.47,268.90,265.80,299.83,307.64,318.02,290.79,315.69,406.87,293.71,288.87,246.82,427.89,421.57,473.50,489.23,489.69,,303.00,360.91,288.91,295.82,291.06,277.02,266.49,263.35,266.81,245.29,240.30,213.16,214.15,185.82,,,182.37,192.93,208.85,200.33,214.68,207.45,220.49,210.21,212.21,214.25,211.40,194.59,197.05
