dates,satname,nzd0092-0000,nzd0092-0001,nzd0092-0002,nzd0092-0003,nzd0092-0004,nzd0092-0005,nzd0092-0006,nzd0092-0007,nzd0092-0008,nzd0092-0009,nzd0092-0010,nzd0092-0011,nzd0092-0012,nzd0092-0013,nzd0092-0014,nzd0092-0016,nzd0092-0017,nzd0092-0018,nzd0092-0019,nzd0092-0020,nzd0092-0021,nzd0092-0022,nzd0092-0023,nzd0092-0024,nzd0092-0025,nzd0092-0026,nzd0092-0027,nzd0092-0028,nzd0092-0029,nzd0092-0030,nzd0092-0031,nzd0092-0032,nzd0092-0033,nzd0092-0015
1999-08-26 22:04:44.971000,L7,,,,,,,,,,,,,,,,,,,,,234.18,215.52,232.10,262.94,253.75,258.61,244.15,302.41,247.24,301.14,312.45,322.75,310.74,
1999-09-27 22:04:48.949000,L7,,,,,,,,,,,,,,,,,,,,,231.03,235.18,232.45,254.69,,252.51,233.37,277.13,248.21,230.23,,,,
1999-10-04 22:11:02.075000,L7,,,,,,478.34,538.39,512.28,,,,,,,,,,,,,199.52,217.36,212.45,196.54,212.53,214.66,186.34,234.16,216.05,231.27,216.08,252.07,227.22,
1999-11-14 22:04:42.286000,L7,,,,343.10,351.02,403.45,,,,,,,,,,,,,,188.53,240.70,242.12,245.10,254.74,247.33,255.65,238.17,300.09,277.72,455.05,447.84,325.68,180.34,
1999-12-07 22:10:53.996000,L7,286.07,276.38,276.42,237.09,232.07,222.94,230.80,218.77,214.26,195.73,276.53,303.79,315.94,285.23,237.39,474.27,511.04,298.41,292.53,291.10,331.94,249.44,257.18,286.11,291.92,252.13,279.62,275.65,268.78,256.68,264.98,366.82,252.39,
2000-01-01 22:04:37.439000,L7,,,,,,,,,,,,,,,,,,,,201.85,221.59,232.82,196.62,,,,,,,,,216.69,255.68,
2000-01-17 22:04:35.821000,L7,,,,,,,,,,,,,,,,,,,,,219.73,241.89,238.98,256.68,,256.09,231.56,287.07,272.14,298.24,287.38,256.96,179.50,
2000-02-18 22:04:29.218000,L7,,,,,,,,,,,,,318.17,,,,,,,205.70,230.38,239.66,240.51,250.62,250.47,252.55,248.97,288.63,269.21,290.28,280.82,305.89,,
2000-03-28 22:10:31.187000,L7,217.30,217.51,215.65,215.92,210.31,205.15,212.44,201.99,,,,,,,523.05,,,,,,,,,496.98,515.64,482.22,184.92,249.74,223.65,228.23,248.50,445.36,231.74,
2000-04-29 22:10:17.743000,L7,220.82,220.55,221.46,221.44,215.30,206.04,216.77,211.25,,,,,,,,,,,,,240.82,259.94,271.24,279.39,215.21,221.90,265.03,262.53,249.92,245.08,254.83,255.98,235.78,
2000-07-11 22:03:17.779000,L7,,,,,,,,,,,,,,,,,,,,,178.28,201.60,218.18,314.32,261.11,311.97,232.70,234.42,228.04,253.72,267.25,325.02,321.62,
2000-08-03 22:09:08.077000,L7,,371.77,452.77,471.45,468.76,449.90,,,,,,,,,,,,213.46,203.92,186.27,205.24,206.67,211.00,226.40,219.50,220.03,194.36,254.24,196.61,245.00,251.60,256.30,240.64,
2000-10-06 22:08:23.636000,L7,220.79,213.44,213.30,213.56,206.78,205.21,215.11,196.01,,,,,,,,,,,,,,,,,205.11,210.80,179.92,229.43,239.41,241.73,239.05,243.30,,
2000-11-23 22:08:18.410000,L7,232.76,232.74,233.96,237.20,230.78,226.76,244.66,215.36,211.71,194.92,,,,,,,286.54,298.92,,175.87,239.23,232.72,218.39,227.15,214.29,221.21,245.01,263.81,251.32,245.74,254.82,262.39,235.95,
2001-03-24 22:01:59.719000,L7,,,,,,,,,,,,,,,460.00,399.04,347.15,348.78,357.08,,241.30,252.63,246.50,259.98,257.73,261.25,313.60,315.48,306.79,309.75,315.86,327.19,310.46,406.34
2001-06-03 22:07:40.672000,L7,,,,,,,,,,,,,,,,,,,,,,185.32,188.41,211.07,201.59,195.64,185.33,194.82,174.95,185.33,205.43,217.25,232.76,
2001-11-03 22:00:10.954000,L7,,,,,,,,,,,,,,,,,,,,207.40,257.99,270.91,256.93,267.71,264.45,269.32,255.95,309.60,314.45,308.52,327.24,331.20,315.64,
2001-12-05 22:00:18.987000,L7,,,,,,,,,,,,,,,,,,,,203.99,240.13,243.77,240.48,254.48,252.11,259.24,491.77,479.21,279.26,191.17,316.03,326.93,,
2001-12-12 22:06:38.912000,L7,224.59,229.19,226.83,225.24,223.43,216.08,217.85,210.29,210.21,195.20,,,,,,,,211.02,210.74,207.14,243.01,244.78,230.46,277.71,281.53,271.77,218.79,262.18,253.96,245.77,254.10,257.44,236.80,
2002-01-06 22:00:31.992000,L7,,,,,,,,,,,,,,,,,,525.39,515.52,518.45,247.10,244.30,254.89,259.13,260.23,259.79,260.96,296.66,281.60,277.02,218.56,,,
2002-01-22 22:00:40.906000,L7,,,,,,,,,,,,,,,,548.46,510.65,506.53,510.73,530.94,451.11,249.90,246.12,260.15,255.29,263.57,245.15,294.86,280.59,296.43,323.23,327.46,300.52,540.71
2002-02-14 22:06:53.474000,L7,,,,,,,,,,,,,,,,,,,,,,,,,195.43,210.60,182.39,219.97,205.21,218.54,241.54,243.48,,
2002-02-23 22:00:43.620000,L7,,,,,,,,,,,,,,,,548.20,,,,,239.75,249.36,240.72,257.55,251.92,258.87,250.29,306.44,292.87,299.89,321.92,329.42,309.12,458.46
2002-03-18 22:06:46.073000,L7,224.94,230.05,499.15,473.73,478.36,451.05,217.56,211.28,,474.21,427.21,,,,,,,,,184.83,239.18,224.71,217.87,224.47,211.62,217.81,192.41,255.75,248.17,241.68,253.97,256.71,234.49,
2002-03-27 22:00:37.575000,L7,,,,,,,,,,260.04,294.89,284.75,,,288.32,305.68,326.03,345.08,359.57,201.50,274.10,284.04,282.79,291.47,291.64,293.85,284.11,318.36,312.57,313.02,326.76,337.09,322.65,274.29
2002-04-12 22:00:37.812000,L7,,,,,,,,,,,,,,,,434.47,464.14,218.21,211.99,265.69,270.61,287.26,283.89,286.92,283.74,289.84,288.34,321.68,312.13,313.54,328.35,337.82,322.94,282.43
2002-05-21 22:06:41.364000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.95,212.26,230.22,225.33,
2002-09-19 21:59:35.083000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,243.18,282.52,221.56,289.86,282.75,312.16,,
2002-10-21 21:59:36.443000,L7,480.29,446.72,455.56,476.01,,,,268.45,275.26,292.53,291.22,443.75,451.92,477.95,472.92,,,213.56,209.30,268.38,314.20,254.43,246.01,260.33,258.18,264.83,249.23,305.73,309.69,325.40,325.21,384.65,296.62,507.22
2002-10-28 22:05:46.496000,L7,,220.49,214.50,212.00,208.55,202.76,209.62,197.57,,,,,,,,,,,,,,,,,203.12,216.02,185.09,235.82,215.86,229.37,241.31,203.28,,
2002-12-24 22:00:09.147000,L7,,,,,,,,,,,,,,,,,,,,185.82,230.49,247.48,244.87,258.07,259.63,259.62,248.24,308.15,295.74,438.78,406.14,441.40,,
2002-12-31 22:06:20.175000,L7,467.17,453.23,448.01,436.28,431.82,208.87,214.97,208.43,,,,,447.10,441.36,452.99,502.86,549.92,547.36,,,,,,,204.21,220.01,189.90,254.93,247.85,238.21,250.35,463.04,422.19,462.63
2003-01-16 22:06:26.858000,L7,453.27,399.20,404.54,412.76,407.06,417.71,214.07,205.31,410.10,417.53,347.70,388.09,418.65,415.38,,,,,,,,,,,380.40,360.21,395.94,400.10,419.05,233.05,248.47,250.06,226.47,
2003-05-24 22:06:41.120000,L7,,,,,,,,,,,,,,,,,,,,,,,,,210.77,211.86,183.60,180.98,,,,,,
2003-07-28 21:48:28.960000,L5,,,183.64,193.00,191.43,189.92,194.24,194.02,201.43,197.94,188.33,183.16,170.79,,,,264.96,259.37,264.06,277.53,286.20,309.35,335.95,335.10,319.79,346.52,339.69,337.66,262.39,326.08,345.64,334.26,339.31,
2003-08-13 21:48:45.123000,L5,,,,,,,,,,,,,,,,,198.32,219.25,214.59,244.68,253.90,298.07,310.79,307.49,317.90,320.56,320.92,314.93,258.40,319.00,331.09,324.18,315.84,
2003-09-14 21:49:18.766000,L5,,,,,,,,,,,,,,,,,204.47,226.88,224.77,247.58,268.42,295.20,305.09,313.21,318.22,320.18,325.93,323.10,307.99,321.66,338.22,331.48,318.71,
2003-09-21 21:55:35.642000,L5,224.59,228.06,232.83,231.82,230.89,226.54,220.33,209.14,211.13,192.51,181.46,172.81,,,,,199.57,224.34,226.61,202.40,254.91,263.33,279.66,282.87,278.70,274.36,279.38,267.44,255.99,244.37,255.03,267.31,245.90,
2003-09-30 21:49:30.432000,L5,,,,,,,,,,,,,,,,,212.62,235.77,229.14,254.83,271.61,302.19,326.53,320.01,324.07,326.81,330.29,330.60,322.60,336.01,347.92,341.59,333.57,
2004-05-18 21:58:38.758000,L5,,,,,,,,,,,,,,,,,,,,171.64,181.44,195.54,195.55,199.26,199.62,199.75,253.56,206.94,205.14,209.62,232.58,228.35,200.21,
2004-06-12 21:53:11.618000,L5,,,,,,,,,,,,,,,,,,,,,193.13,270.05,288.67,303.49,303.73,304.72,243.98,254.99,247.46,282.89,278.81,304.47,312.10,
