dates,satname,nzd0280-0000,nzd0280-0001,nzd0280-0002,nzd0280-0003,nzd0280-0004,nzd0280-0005,nzd0280-0006,nzd0280-0007,nzd0280-0008,nzd0280-0009,nzd0280-0010,nzd0280-0011,nzd0280-0012,nzd0280-0013,nzd0280-0014,nzd0280-0015,nzd0280-0016,nzd0280-0017,nzd0280-0018,nzd0280-0019,nzd0280-0020,nzd0280-0021,nzd0280-0022,nzd0280-0023,nzd0280-0024,nzd0280-0025,nzd0280-0026,nzd0280-0027,nzd0280-0028,nzd0280-0029,nzd0280-0030,nzd0280-0031,nzd0280-0032,nzd0280-0033,nzd0280-0034,nzd0280-0035,nzd0280-0036,nzd0280-0037,nzd0280-0038,nzd0280-0039,nzd0280-0040,nzd0280-0041,nzd0280-0042,nzd0280-0043,nzd0280-0044,nzd0280-0045,nzd0280-0046,nzd0280-0047,nzd0280-0049,nzd0280-0050,nzd0280-0051,nzd0280-0052,nzd0280-0053,nzd0280-0054,nzd0280-0055,nzd0280-0056,nzd0280-0057,nzd0280-0058,nzd0280-0059,nzd0280-0060,nzd0280-0061,nzd0280-0062,nzd0280-0063,nzd0280-0064,nzd0280-0065,nzd0280-0066,nzd0280-0067,nzd0280-0068,nzd0280-0069,nzd0280-0070,nzd0280-0071,nzd0280-0072,nzd0280-0073,nzd0280-0074,nzd0280-0075,nzd0280-0076,nzd0280-0077,nzd0280-0078,nzd0280-0079,nzd0280-0080,nzd0280-0081,nzd0280-0082,nzd0280-0083,nzd0280-0084,nzd0280-0085,nzd0280-0086,nzd0280-0087,nzd0280-0088,nzd0280-0089,nzd0280-0090,nzd0280-0091,nzd0280-0092,nzd0280-0093,nzd0280-0094,nzd0280-0095,nzd0280-0096,nzd0280-0097,nzd0280-0098,nzd0280-0099,nzd0280-0100,nzd0280-0101,nzd0280-0102,nzd0280-0103,nzd0280-0104,nzd0280-0105,nzd0280-0106,nzd0280-0107,nzd0280-0108,nzd0280-0109,nzd0280-0110,nzd0280-0111,nzd0280-0112,nzd0280-0113,nzd0280-0114,nzd0280-0115,nzd0280-0116,nzd0280-0117,nzd0280-0118,nzd0280-0119,nzd0280-0120,nzd0280-0121,nzd0280-0122,nzd0280-0123,nzd0280-0124,nzd0280-0125,nzd0280-0126,nzd0280-0127,nzd0280-0128,nzd0280-0129,nzd0280-0130,nzd0280-0131,nzd0280-0132,nzd0280-0133,nzd0280-0134,nzd0280-0135,nzd0280-0137,nzd0280-0138,nzd0280-0139,nzd0280-0140,nzd0280-0141,nzd0280-0142,nzd0280-0143,nzd0280-0144,nzd0280-0145,nzd0280-0146,nzd0280-0147,nzd0280-0148,nzd0280-0149,nzd0280-0150,nzd0280-0151,nzd0280-0152,nzd0280-0153,nzd0280-0154,nzd0280-0155,nzd0280-0156,nzd0280-0157,nzd0280-0158,nzd0280-0159,nzd0280-0160,nzd0280-0161,nzd0280-0162,nzd0280-0163,nzd0280-0164,nzd0280-0165,nzd0280-0166,nzd0280-0167,nzd0280-0168,nzd0280-0048,nzd0280-0136
1999-08-21 21:46:56.985000,L7,308.62,456.57,467.86,461.65,436.63,474.41,468.65,485.82,474.81,482.96,472.64,449.67,447.69,459.77,453.46,452.59,452.58,447.06,435.31,439.40,463.11,466.67,458.40,431.05,410.97,430.66,430.00,420.72,437.53,431.78,422.70,413.37,415.95,418.62,416.97,418.86,409.07,401.23,407.22,382.06,407.02,423.57,417.70,171.32,206.46,239.77,296.12,309.36,267.89,286.22,337.34,164.63,243.00,311.75,353.33,258.94,257.87,236.33,219.82,234.20,239.26,208.96,249.01,302.71,319.36,313.55,250.17,299.08,267.16,297.68,304.73,303.93,284.45,311.65,305.36,303.35,322.84,322.91,324.08,296.19,327.99,325.46,420.64,419.01,422.51,421.85,426.94,432.01,432.59,294.24,297.78,262.96,260.66,280.37,298.62,308.98,256.23,239.49,247.18,273.58,296.81,275.07,296.35,233.32,256.18,261.48,221.59,279.48,297.26,305.52,304.96,306.92,256.55,213.18,233.61,207.00,271.08,239.37,414.79,198.04,221.98,195.48,313.67,305.50,305.21,319.84,331.94,297.36,315.56,304.45,287.77,287.27,383.94,406.37,402.77,412.95,212.10,271.73,301.77,246.92,219.96,408.97,417.68,456.71,216.96,211.00,249.17,322.84,348.42,350.24,350.10,328.34,308.85,279.10,259.05,238.43,287.81,340.28,339.32,335.01,312.33,323.01,299.55,290.89,314.33,307.80,307.56,,
1999-09-22 21:47:00.785000,L7,313.64,348.50,350.47,350.89,352.44,357.13,481.01,470.18,486.89,498.32,486.80,333.78,328.48,483.35,493.50,483.18,463.85,480.78,481.71,469.31,463.47,455.14,454.12,451.02,450.77,435.27,444.04,415.10,439.76,442.18,430.17,428.68,423.85,418.97,413.35,407.71,409.27,408.21,441.18,436.94,428.67,392.33,417.10,385.75,410.05,404.46,410.87,411.09,,284.85,330.74,260.03,240.06,221.20,353.14,254.16,255.23,225.99,219.72,235.74,238.62,217.97,400.68,423.14,413.48,402.22,248.88,293.82,255.74,297.38,309.67,299.30,288.19,311.78,308.54,303.46,325.04,326.39,324.25,305.21,337.08,332.29,,,,,,,,241.07,296.67,268.38,261.40,281.36,304.18,309.23,269.25,242.65,242.40,275.39,300.77,275.13,285.45,237.37,263.69,258.24,226.61,269.63,297.28,310.24,305.33,306.27,253.34,217.43,225.78,201.43,271.97,242.64,425.70,206.19,220.64,187.57,315.62,329.85,332.25,330.73,329.41,298.31,316.96,318.87,317.87,292.57,202.23,222.54,228.70,423.06,220.77,275.57,300.14,256.34,220.32,153.69,457.07,433.56,227.31,226.09,252.50,323.22,350.71,349.17,349.10,333.98,318.96,286.94,270.95,240.43,272.58,330.45,339.15,334.71,316.16,333.41,301.94,290.82,316.49,314.58,315.25,410.38,195.21
1999-10-24 21:46:56.203000,L7,321.06,357.46,360.39,358.16,360.72,360.27,355.95,357.83,354.28,352.84,346.04,336.20,338.43,331.06,329.00,349.93,366.44,364.60,359.88,352.24,352.14,355.61,348.91,352.46,366.66,357.19,354.01,350.91,351.29,350.21,341.32,318.99,329.17,315.71,234.70,219.31,230.56,227.63,200.38,182.56,155.79,153.94,411.23,177.48,213.36,310.28,315.73,319.80,298.89,295.18,347.78,345.55,347.83,341.18,350.44,273.83,271.27,255.02,234.71,243.65,259.30,225.33,270.84,319.69,324.21,321.78,257.35,304.55,397.52,395.84,408.62,317.11,333.37,408.94,413.84,417.77,403.09,403.33,327.60,314.51,343.08,340.86,294.96,429.52,,420.37,422.53,421.05,431.85,305.26,214.37,267.40,275.81,294.27,316.23,321.74,308.65,287.07,261.74,287.55,318.20,277.57,296.61,265.23,305.25,265.11,236.29,292.17,310.35,315.92,308.70,311.29,285.30,219.97,236.40,212.40,277.96,257.30,,228.08,235.21,212.91,324.21,341.85,338.59,345.71,330.08,313.88,323.68,320.75,322.38,305.76,210.98,252.60,242.51,154.87,251.92,302.34,311.35,278.28,313.27,190.75,166.08,213.04,238.38,234.41,257.62,331.42,355.63,354.83,368.24,338.80,325.29,313.23,286.93,258.52,294.95,333.61,341.45,338.24,330.27,333.43,312.63,336.80,402.50,418.83,410.66,,269.42
2000-02-13 21:46:48.016000,L7,393.87,429.04,396.76,418.15,391.99,389.28,406.15,423.14,416.30,419.34,412.68,420.12,432.98,414.09,409.43,410.96,414.00,394.24,386.61,383.43,379.61,378.78,395.18,386.96,392.54,385.59,387.67,393.16,408.17,410.71,405.46,411.77,402.68,401.27,404.01,416.40,411.42,412.38,411.50,214.26,231.07,235.15,247.64,261.52,269.29,398.93,395.42,408.86,415.43,403.52,381.05,391.04,384.96,381.64,383.53,389.34,426.14,427.54,416.82,422.15,413.94,413.86,392.92,416.23,414.24,405.98,409.12,393.07,378.95,382.96,395.37,392.99,381.94,399.91,401.97,393.44,393.97,381.70,412.94,412.73,411.25,413.10,415.61,405.07,404.08,425.98,424.30,428.45,454.21,436.71,441.13,440.62,434.43,440.04,433.56,422.85,425.19,429.89,425.90,424.06,425.11,440.96,420.61,417.28,404.75,406.35,409.13,408.20,407.58,406.55,405.60,402.48,405.84,396.60,401.98,425.48,426.71,424.10,422.26,422.66,399.15,417.40,415.12,414.86,402.73,408.50,408.03,417.49,427.07,409.56,394.44,396.00,389.38,390.01,388.10,408.54,416.36,416.01,413.23,398.85,412.94,408.08,408.69,388.29,392.09,407.14,411.36,408.84,420.90,432.94,425.26,423.10,430.00,422.25,420.19,415.65,410.39,408.44,401.36,403.23,395.23,385.08,402.69,406.97,403.36,404.81,397.21,420.47,403.43
2000-04-01 21:46:34.573000,L7,251.61,444.78,431.43,447.49,450.99,460.28,452.79,439.17,355.21,347.32,328.62,336.95,331.67,330.91,321.75,356.46,368.62,363.11,354.90,350.73,349.69,350.92,344.12,347.80,351.10,336.79,417.21,411.61,421.92,346.83,431.00,431.31,411.81,407.90,421.68,424.03,415.02,233.14,210.25,191.75,164.32,163.49,419.46,405.38,419.89,417.58,323.49,297.86,176.75,290.82,351.76,361.25,365.28,363.35,252.12,266.68,285.69,263.23,228.65,244.96,235.23,206.79,247.78,236.07,338.42,335.64,250.13,380.37,372.87,523.64,381.16,382.44,,,,391.38,390.26,391.53,395.99,,390.27,419.73,,,,,,,446.63,290.25,295.97,251.99,252.48,263.73,289.48,302.59,265.71,238.87,240.56,264.27,272.35,270.47,265.42,223.26,214.52,231.70,200.35,233.94,183.51,177.40,183.01,243.37,196.66,208.67,217.91,,,,,,180.32,192.44,311.70,308.39,316.66,319.73,302.85,273.32,303.14,300.65,277.95,,,,,,,,,,,,,,,,175.81,281.55,295.99,312.28,296.12,225.44,220.64,225.72,224.13,210.24,243.51,293.02,306.10,305.65,251.74,402.64,411.16,407.75,414.09,396.85,288.72,436.16,
2000-05-19 21:46:07.873000,L7,318.88,344.06,343.84,350.01,346.85,348.00,348.63,349.47,341.55,334.85,324.49,327.06,322.69,322.63,314.80,338.92,359.97,357.56,348.34,344.93,338.18,340.15,336.86,335.04,329.88,330.85,328.19,330.50,322.86,332.61,319.22,327.22,312.51,323.22,225.70,209.79,230.15,211.73,197.73,176.39,,,,,,,,,,,,,,,,,,198.20,218.61,239.30,236.70,203.89,241.49,290.03,309.78,311.89,222.05,289.85,242.77,290.49,307.34,253.60,280.56,297.12,290.96,286.56,299.92,300.58,321.51,296.07,339.42,328.20,,,,416.62,415.28,412.10,415.33,295.41,299.05,277.15,255.77,273.99,291.61,304.56,265.44,248.85,248.75,273.09,310.44,272.90,275.12,225.28,256.44,258.88,226.04,280.63,301.52,313.28,311.16,316.44,257.80,214.48,232.75,204.41,269.30,245.18,,208.91,229.88,208.42,304.62,288.75,273.40,266.37,254.72,273.44,308.33,272.50,256.99,,,,,398.91,205.45,263.74,292.51,242.27,230.40,407.81,391.60,413.57,224.30,229.59,243.74,327.22,350.39,339.06,347.58,321.55,308.36,293.70,280.41,245.11,288.14,343.11,339.78,336.66,328.48,327.23,300.38,302.85,319.31,319.00,313.22,,
2000-08-07 21:45:08.975000,L7,230.49,446.78,447.26,448.59,308.21,298.98,,,291.34,201.99,257.19,306.96,303.24,300.50,293.38,302.09,326.04,283.35,277.77,284.25,258.09,285.24,290.54,276.87,242.18,233.10,238.18,254.56,264.76,261.64,262.41,267.56,219.78,229.55,209.73,210.42,223.58,205.82,,,,,,,,,,,,,,,,,,174.56,182.25,180.41,181.31,195.05,184.98,164.65,155.01,181.42,184.84,192.35,179.23,175.92,172.13,155.83,184.89,207.43,225.56,216.84,254.61,246.45,250.93,249.19,230.94,240.01,,,,,,,,,,,,,,243.22,271.90,265.27,,,,,204.06,246.98,223.94,171.56,203.31,194.10,,,,,,,,,,,,,,,,,,,277.36,262.27,222.09,259.81,281.92,271.93,254.53,,,,,,,,,,,,,,,171.29,206.77,286.42,,,,,,,,198.94,237.22,280.30,,,,,,,,220.46,182.90,,
2000-10-26 21:44:22.850000,L7,233.96,354.75,354.02,356.08,356.31,358.00,351.96,356.61,352.94,350.03,339.38,327.70,335.79,334.09,336.11,335.83,357.59,359.95,352.84,349.18,346.13,346.62,343.51,345.09,349.68,341.80,336.94,334.14,340.00,341.63,339.80,307.40,301.84,248.26,236.64,227.20,237.55,231.37,215.98,191.66,165.88,160.89,168.95,182.62,214.91,257.59,297.64,223.50,428.83,281.61,333.55,333.96,343.39,336.74,344.16,253.30,257.10,224.19,220.12,234.24,237.60,207.67,251.79,311.71,310.57,314.57,245.52,298.12,239.82,294.54,309.03,262.46,284.89,300.72,297.06,296.40,309.61,320.47,322.89,296.66,338.40,328.11,424.96,420.93,394.79,427.60,429.78,442.51,443.78,293.32,291.78,258.95,259.86,279.61,297.13,299.70,271.83,247.90,236.18,274.58,301.61,272.92,290.96,236.09,258.26,256.24,206.79,214.50,255.99,305.48,301.65,296.14,250.48,214.45,223.36,186.73,269.86,417.87,418.97,177.93,222.39,209.93,352.52,354.51,349.54,350.60,351.07,297.78,315.70,315.20,318.97,275.49,385.64,409.69,412.21,414.50,413.84,406.32,418.34,425.01,425.50,425.87,412.25,440.15,478.43,502.65,399.51,387.58,356.29,390.71,319.55,251.92,361.88,277.85,203.76,172.16,258.16,233.66,,,,,,257.33,289.40,257.38,256.70,422.54,419.85
2000-11-27 21:44:26.720000,L7,348.74,365.26,364.23,343.47,329.69,343.72,336.37,352.07,357.57,357.77,352.92,350.69,351.76,367.66,356.27,363.10,417.97,417.69,414.24,361.28,357.31,362.71,357.22,369.87,421.85,418.79,386.78,357.37,356.50,401.72,400.88,397.69,384.37,389.25,388.11,303.34,357.45,229.09,347.97,404.10,162.18,157.67,169.23,358.84,354.28,350.40,351.90,340.97,307.08,306.20,351.50,345.15,359.51,359.07,360.08,344.43,295.14,282.45,265.45,257.03,290.74,230.10,281.68,327.04,325.39,341.39,325.17,326.27,305.48,324.19,327.32,326.80,327.75,325.08,313.29,323.31,333.04,353.24,347.98,329.91,348.37,345.56,276.71,,,338.50,354.32,350.06,276.27,343.66,327.46,329.41,302.58,325.83,419.93,414.34,318.98,318.54,318.39,308.56,407.23,413.62,347.21,343.90,357.35,338.21,387.78,408.05,401.98,406.01,413.10,384.64,341.04,198.23,217.51,197.46,284.63,276.82,285.61,240.78,274.16,233.90,334.98,409.28,414.92,408.63,402.64,401.54,390.43,365.50,400.03,319.23,317.01,319.74,407.96,399.21,332.07,351.20,357.44,353.32,340.04,252.29,357.50,360.92,351.50,266.53,344.58,405.31,403.65,379.23,360.00,353.52,410.31,420.45,377.83,348.59,338.48,388.38,388.06,345.39,343.12,348.78,401.31,399.58,402.61,407.89,351.58,,416.04
2000-12-13 21:44:28.287000,L7,394.19,416.04,413.78,410.75,416.74,419.51,414.12,410.13,410.19,412.46,417.61,415.97,419.29,411.43,411.38,400.18,405.80,400.56,405.82,412.79,404.37,406.32,411.60,400.72,396.16,397.02,400.16,394.20,410.72,399.54,401.58,403.50,390.50,386.37,388.07,390.72,399.12,400.02,395.90,388.01,379.17,385.87,392.56,403.16,408.11,409.19,398.81,403.61,400.42,395.13,396.73,388.52,400.58,413.09,405.65,410.19,415.49,407.73,408.55,396.42,397.88,387.55,397.92,378.89,378.93,379.65,388.12,400.67,386.96,385.36,398.02,384.87,368.17,376.20,374.96,390.88,391.50,411.52,408.14,394.32,402.82,410.31,397.40,391.49,389.12,397.87,398.96,405.13,426.59,410.31,399.20,410.84,414.41,399.44,404.10,401.12,390.82,394.11,400.58,396.43,395.17,404.66,398.36,410.52,402.42,400.35,393.56,404.09,404.61,400.41,377.44,404.08,421.32,433.47,396.86,389.50,390.54,395.51,404.25,385.88,408.03,389.99,384.96,384.62,411.44,432.61,391.56,397.33,383.28,388.32,382.09,386.48,398.97,384.32,405.24,378.47,396.33,409.61,395.62,375.05,381.89,394.79,383.68,416.34,416.86,417.26,419.69,411.37,417.02,402.59,414.70,394.14,390.75,391.78,393.70,404.10,387.34,413.13,410.56,382.14,378.82,391.61,388.23,382.46,403.85,392.87,384.07,398.58,407.41
