dates,satname,nzd0249-0000,nzd0249-0001,nzd0249-0002,nzd0249-0003,nzd0249-0004,nzd0249-0005,nzd0249-0006,nzd0249-0007,nzd0249-0008,nzd0249-0009,nzd0249-0010,nzd0249-0011,nzd0249-0012,nzd0249-0013,nzd0249-0014,nzd0249-0015
1999-08-21 21:46:56.985000,L7,405.59,396.24,391.05,333.39,283.86,362.20,371.23,380.18,385.63,374.15,371.58,364.06,354.82,291.03,343.97,335.63
1999-09-06 21:46:35.553000,L7,277.13,277.65,445.00,415.94,249.40,234.34,224.84,178.77,189.08,187.26,159.85,385.09,419.31,384.72,369.91,347.00
1999-09-22 21:46:36.849000,L7,286.29,281.15,337.85,279.65,279.38,279.21,272.96,265.12,271.36,263.79,252.16,260.65,283.30,290.14,246.95,
1999-09-22 21:47:00.785000,L7,287.63,281.58,301.73,279.63,278.17,280.07,274.27,266.35,272.55,265.12,253.48,258.84,284.52,291.75,279.34,249.81
1999-10-24 21:46:32.266000,L7,416.64,401.32,404.75,397.01,233.13,203.05,222.93,399.66,415.34,418.13,410.35,403.88,410.31,408.61,397.56,375.66
1999-10-24 21:46:56.203000,L7,273.20,279.36,284.49,279.68,279.56,277.50,272.47,266.74,269.93,263.13,253.92,249.16,283.20,290.55,277.78,251.26
2000-02-13 21:46:48.016000,L7,201.78,208.50,243.54,235.36,247.17,221.70,169.33,224.47,240.62,232.68,214.08,211.09,247.22,260.02,246.08,
2000-04-01 21:46:10.627000,L7,273.68,277.46,332.63,280.84,281.17,279.68,277.68,272.49,273.10,268.38,253.93,249.34,407.26,425.09,406.26,393.79
2000-04-01 21:46:34.573000,L7,273.25,275.09,324.44,279.13,280.62,182.32,193.21,271.65,272.53,266.94,253.46,248.54,278.54,293.26,278.91,393.20
2000-05-19 21:45:43.918000,L7,284.65,278.81,298.33,348.92,353.86,353.50,363.29,368.25,370.81,363.44,356.06,330.65,390.10,420.17,391.64,365.36
2000-05-19 21:46:07.873000,L7,346.55,361.24,352.04,349.78,354.85,353.31,364.00,371.14,371.70,386.45,325.91,378.22,391.28,297.99,392.66,365.59
2000-08-07 21:44:45.034000,L7,189.89,252.10,283.19,280.47,283.60,280.54,285.43,276.26,284.09,277.17,261.14,444.52,454.17,476.41,461.40,421.51
2000-08-07 21:45:08.975000,L7,357.30,344.17,332.31,282.13,285.50,282.03,436.71,445.72,462.69,471.57,442.40,447.63,457.81,479.14,465.36,426.26
2000-10-26 21:44:22.850000,L7,326.66,356.20,366.74,380.22,190.51,207.16,229.22,210.07,338.74,407.25,406.66,372.87,387.42,378.23,376.40,350.67
2000-11-27 21:44:26.720000,L7,365.68,372.90,362.94,356.63,365.64,379.66,379.37,385.19,380.50,374.94,366.07,377.19,381.23,387.51,383.17,349.98
2001-01-14 21:44:09.210000,L7,343.38,345.07,317.13,352.67,391.40,369.37,224.26,205.74,195.84,202.41,350.58,358.52,378.95,384.54,373.16,374.32
2001-01-14 21:44:33.150000,L7,279.72,280.02,281.11,270.24,266.02,275.71,271.01,266.16,270.11,264.72,252.49,252.51,278.04,289.91,281.76,373.42
2001-04-04 21:43:43.008000,L7,286.42,284.57,284.05,281.59,279.87,278.77,273.04,265.38,272.42,267.97,433.94,423.17,450.59,467.24,456.98,416.87
