dates,satname,nzd0058-0000,nzd0058-0001,nzd0058-0002,nzd0058-0003,nzd0058-0004,nzd0058-0005
1999-07-25 22:04:15.362000,L7,,,,,,286.89
1999-09-27 22:04:25.056000,L7,,,,291.98,255.83,284.36
1999-10-13 22:04:24.936000,L7,478.31,441.67,468.62,484.53,501.03,
1999-11-14 22:04:18.343000,L7,,220.02,284.89,301.02,298.95,292.28
2000-01-17 22:04:11.868000,L7,212.98,,,266.09,276.79,
2000-08-12 22:02:30.151000,L7,,,,,,247.40
2000-09-13 22:02:02.316000,L7,,,,262.95,271.30,296.00
2000-10-15 22:01:32.252000,L7,,,,,296.21,295.23
2001-03-08 22:01:45.126000,L7,206.64,,,,,
2001-08-15 22:00:14.727000,L7,,224.95,286.11,258.53,259.12,295.36
2001-12-05 21:59:55.034000,L7,,,,296.23,302.06,300.67
2002-01-22 22:00:16.971000,L7,222.58,,,,,
2002-03-27 22:00:13.634000,L7,,,284.54,221.71,305.22,300.69
2002-04-28 22:00:14.417000,L7,,,,,,289.09
2002-06-15 21:59:55.710000,L7,192.46,,,,,303.08
2002-07-17 21:59:44.793000,L7,,221.10,295.58,208.91,284.64,301.72
2002-08-18 21:59:33.737000,L7,,233.46,293.93,301.53,309.09,304.11
2003-01-09 21:59:45.950000,L7,213.54,,,,,
2003-08-29 21:48:38.429000,L5,,,,267.15,278.63,283.99
2004-07-30 21:54:04.170000,L5,,,,,234.89,271.15
2004-09-16 21:55:17.605000,L5,,203.56,270.08,298.86,302.16,317.43
2004-11-19 21:56:31.297000,L5,,214.78,279.11,302.27,309.68,310.79
2005-03-11 21:58:20.185000,L5,,,,261.55,288.85,300.92
2005-03-27 21:58:27.646000,L5,,193.29,266.31,299.31,306.75,308.93
2005-04-12 21:58:31.220000,L5,,,,292.49,301.24,301.10
2005-09-19 21:59:32.955000,L5,,,,245.17,268.64,256.41
2006-03-14 22:02:31.280000,L5,,205.21,274.87,303.27,315.01,317.51
2006-05-17 22:03:33.996000,L5,,,,,271.28,279.46
2006-08-21 22:04:55.513000,L5,,203.33,275.24,297.14,306.39,310.52
2006-10-24 22:05:38.832000,L5,,,,,264.17,287.37
