dates,satname,nzd0546-0000,nzd0546-0020,nzd0546-0021,nzd0546-0022,nzd0546-0023,nzd0546-0024,nzd0546-0025,nzd0546-0026,nzd0546-0027,nzd0546-0028,nzd0546-0029,nzd0546-0030,nzd0546-0031,nzd0546-0032,nzd0546-0033,nzd0546-0034,nzd0546-0035,nzd0546-0036,nzd0546-0037,nzd0546-0038,nzd0546-0039,nzd0546-0040,nzd0546-0057,nzd0546-0058,nzd0546-0059,nzd0546-0060,nzd0546-0061,nzd0546-0062,nzd0546-0063,nzd0546-0064,nzd0546-0065,nzd0546-0066,nzd0546-0067,nzd0546-0068,nzd0546-0069,nzd0546-0070,nzd0546-0071,nzd0546-0072,nzd0546-0073,nzd0546-0074,nzd0546-0075,nzd0546-0076,nzd0546-0077,nzd0546-0078,nzd0546-0079,nzd0546-0080,nzd0546-0081,nzd0546-0082,nzd0546-0083,nzd0546-0084,nzd0546-0085,nzd0546-0086,nzd0546-0087,nzd0546-0088,nzd0546-0090,nzd0546-0091,nzd0546-0098,nzd0546-0099,nzd0546-0100,nzd0546-0101,nzd0546-0102,nzd0546-0107,nzd0546-0108,nzd0546-0109,nzd0546-0110,nzd0546-0111,nzd0546-0112,nzd0546-0116,nzd0546-0117,nzd0546-0118,nzd0546-0119,nzd0546-0120,nzd0546-0121,nzd0546-0123,nzd0546-0124,nzd0546-0125,nzd0546-0126,nzd0546-0138,nzd0546-0139,nzd0546-0140,nzd0546-0141,nzd0546-0142,nzd0546-0143,nzd0546-0144,nzd0546-0145,nzd0546-0146,nzd0546-0147,nzd0546-0148,nzd0546-0149,nzd0546-0150,nzd0546-0163,nzd0546-0164,nzd0546-0165,nzd0546-0166,nzd0546-0167,nzd0546-0168,nzd0546-0169,nzd0546-0170,nzd0546-0171,nzd0546-0172,nzd0546-0173,nzd0546-0174,nzd0546-0175,nzd0546-0176,nzd0546-0177,nzd0546-0178,nzd0546-0179,nzd0546-0180,nzd0546-0181,nzd0546-0182,nzd0546-0183,nzd0546-0184,nzd0546-0185,nzd0546-0188,nzd0546-0189,nzd0546-0190,nzd0546-0191,nzd0546-0192,nzd0546-0193,nzd0546-0194,nzd0546-0195,nzd0546-0001,nzd0546-0002,nzd0546-0003,nzd0546-0004,nzd0546-0005,nzd0546-0006,nzd0546-0007,nzd0546-0008,nzd0546-0009,nzd0546-0010,nzd0546-0011,nzd0546-0012,nzd0546-0013,nzd0546-0014,nzd0546-0015,nzd0546-0016,nzd0546-0017,nzd0546-0018,nzd0546-0019,nzd0546-0044,nzd0546-0045,nzd0546-0046,nzd0546-0047,nzd0546-0048,nzd0546-0049,nzd0546-0050,nzd0546-0051,nzd0546-0052,nzd0546-0053,nzd0546-0054,nzd0546-0055,nzd0546-0056,nzd0546-0089,nzd0546-0092,nzd0546-0093,nzd0546-0094,nzd0546-0095,nzd0546-0096,nzd0546-0097,nzd0546-0106,nzd0546-0127,nzd0546-0128,nzd0546-0130,nzd0546-0131,nzd0546-0132,nzd0546-0136,nzd0546-0137,nzd0546-0151,nzd0546-0152,nzd0546-0153,nzd0546-0154,nzd0546-0155,nzd0546-0156,nzd0546-0157,nzd0546-0158,nzd0546-0159,nzd0546-0041,nzd0546-0042,nzd0546-0043,nzd0546-0103,nzd0546-0104,nzd0546-0105,nzd0546-0122,nzd0546-0129,nzd0546-0133,nzd0546-0134,nzd0546-0135,nzd0546-0162,nzd0546-0186,nzd0546-0187,nzd0546-0160,nzd0546-0161,nzd0546-0114,nzd0546-0115,nzd0546-0113
2020-08-02 22:20:44.744000,L8,,461.21,492.06,,482.37,489.41,485.79,452.64,460.01,524.94,481.76,485.57,500.59,396.05,400.29,412.78,431.33,452.57,480.96,484.67,,,253.10,225.10,188.73,171.63,163.78,169.88,165.79,163.12,175.22,168.09,159.79,153.19,146.39,148.01,142.18,160.12,173.18,209.85,228.43,245.41,283.86,315.68,342.85,380.67,406.05,431.60,445.06,453.76,475.93,473.15,449.81,389.84,,,,,,,,259.27,278.20,255.56,450.52,288.89,295.05,,,,,,,,,,,249.11,263.27,331.75,265.65,235.69,223.16,342.32,370.03,329.36,351.96,428.15,423.94,408.92,,,,,,491.61,468.52,454.49,408.01,401.90,386.95,406.83,372.58,359.77,513.15,484.14,412.64,258.57,398.58,517.95,470.90,478.01,,,,,,,,,,,,,448.88,491.44,405.16,,,510.90,461.13,490.40,469.26,392.45,451.53,348.48,375.37,411.95,421.09,430.09,151.84,181.14,212.89,205.36,228.15,240.97,247.72,233.80,256.82,264.28,289.31,291.18,288.50,365.53,,,,,,,218.13,,,,,,,369.12,257.09,320.65,238.46,327.75,315.55,,,,,,,,,,213.71,,,,,,,,,,,,,
2020-09-19 22:21:03.690000,L8,327.18,444.52,476.07,478.79,475.05,482.90,484.42,522.56,,,,,,,,,,,,,,,245.19,222.27,183.63,173.80,151.86,160.60,,,,,,,501.06,507.41,492.72,161.81,183.33,199.07,220.24,245.78,275.70,308.14,339.09,259.81,317.12,205.21,363.24,357.13,326.15,281.25,225.85,163.76,381.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.48,470.34,481.68,479.76,469.18,462.01,442.77,,,,514.50,465.14,422.56,369.33,432.26,432.73,422.98,351.71,332.92,312.03,321.69,336.35,329.50,285.27,213.94,183.95,168.36,151.94,283.17,,,469.74,388.06,299.55,194.26,297.36,317.56,327.49,,,,,383.70,429.23,205.64,221.66,228.49,245.57,256.82,259.65,281.63,298.24,330.32,494.34,455.68,443.25,472.81,143.94,191.66,216.88,212.41,233.52,242.47,247.69,234.62,257.52,268.24,295.69,299.20,282.45,456.10,,,,,,,,,,296.17,182.95,201.75,,,435.13,419.41,196.51,290.58,325.09,310.23,322.17,279.41,238.30,,,,,,,,,,,,,,,241.06,268.86,,,
2020-11-22 22:21:06.915000,L8,241.71,,,,,,,,,,,,,481.37,393.37,521.64,426.27,447.73,468.88,473.04,501.42,499.03,268.87,246.30,211.68,178.91,184.22,190.80,200.38,207.48,221.65,212.55,189.58,169.20,161.54,161.48,168.88,177.86,197.82,222.19,246.77,272.21,293.59,326.50,358.08,390.40,418.23,453.61,480.42,494.11,491.75,488.85,476.12,448.33,247.95,,,,,,,,,,,,,,,,,,,,,,,,,,480.80,411.05,476.04,484.25,458.95,466.60,471.90,487.36,439.73,437.19,222.87,226.63,,488.25,437.70,424.06,421.37,399.99,372.23,335.19,334.90,326.93,309.49,319.11,337.86,348.17,260.43,218.40,181.04,164.44,,,,491.02,377.45,146.25,,,243.14,277.09,242.01,385.00,236.32,276.71,471.55,466.64,516.21,488.90,,,,,,493.06,451.83,,,,,,166.43,191.16,217.56,220.00,239.35,250.28,250.21,238.87,256.94,269.34,303.73,315.95,302.16,396.60,,,,,,,,,,,,,,,436.79,421.92,382.12,399.85,358.86,330.01,318.20,299.35,241.89,512.94,524.64,,,,,,,,,,219.56,,,210.62,213.22,,,
2020-11-22 22:21:30.887000,L8,243.56,,,,,,,,,,,,,480.30,476.93,519.85,426.72,448.11,469.92,473.58,502.08,499.37,267.86,245.86,209.54,177.91,183.69,190.56,199.78,207.24,221.32,211.96,188.88,168.57,160.90,161.15,168.29,177.71,197.60,222.13,246.46,272.27,293.63,326.58,358.27,390.44,418.13,453.73,480.34,493.84,491.56,488.51,475.69,447.78,244.76,,,,,,,,,,,,,,,,,,,,,,,,,,491.21,408.38,474.93,484.05,458.20,466.31,471.10,486.78,439.36,436.70,222.44,225.96,,488.72,438.87,426.27,423.14,403.31,374.10,336.63,336.02,328.16,310.26,320.32,339.15,349.64,261.72,219.58,182.28,165.38,,,,492.27,378.97,147.24,,,245.97,296.90,243.91,385.43,236.86,277.15,473.89,464.76,514.21,517.50,,,,,,,,,,,,,165.46,190.84,217.04,219.59,239.13,249.95,249.86,238.48,256.51,269.09,303.47,314.83,301.03,395.71,,,,,,,,,,,,,,,436.28,421.27,381.13,385.85,357.91,329.48,317.91,298.82,241.39,513.27,525.01,,,,,,,,,,219.40,,,209.74,213.11,,,
2021-02-17 22:27:01.970000,L8,227.19,170.43,180.39,201.97,195.86,214.61,184.45,232.62,233.32,244.41,268.25,252.00,282.43,298.61,314.11,322.50,364.21,398.84,449.05,476.04,496.73,524.39,519.20,507.76,498.83,505.29,507.39,515.56,514.44,497.90,471.99,447.99,442.47,436.31,437.66,448.51,458.40,475.15,493.16,507.97,198.52,297.09,349.29,392.70,442.32,483.02,511.57,508.52,484.05,451.04,395.54,313.53,,484.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.60,423.18,470.12,311.95,469.52,467.42,458.07,454.75,450.91,447.57,446.08,467.26,522.01,421.41,434.21,422.08,453.64,325.42,441.56,,,,,,,301.83,219.20,235.02,291.82,289.89,223.41,234.12,218.82,,,,,,,,,,,,,,,,,,,152.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.11,259.01,352.55,297.57,204.00,242.24,503.65,497.76,498.24,,,,,,,,,,,,474.29,263.58,336.80,484.46,483.12,,,
2021-05-24 22:26:39.339000,L8,304.23,161.53,174.48,189.15,191.42,207.57,185.52,229.15,232.16,240.72,263.01,244.35,277.00,283.85,298.89,306.78,346.64,380.46,435.61,464.21,481.24,507.85,507.67,492.72,483.00,487.42,492.39,494.81,501.63,489.31,460.23,434.97,426.24,422.18,420.89,428.90,439.96,462.46,477.28,495.39,289.20,372.88,424.07,468.91,513.06,471.61,498.39,494.33,507.27,461.76,405.12,327.19,271.50,431.46,,,,,,,,,,,,,,,,,,,,,,,,431.24,401.79,386.19,364.53,363.24,364.79,382.03,354.16,349.15,336.55,324.06,303.06,284.58,471.86,465.43,464.87,459.55,456.25,452.74,450.89,447.63,445.22,434.18,427.80,423.21,420.92,411.58,410.11,403.66,394.67,380.24,368.77,371.92,366.35,360.02,352.05,336.94,333.52,330.18,323.27,320.76,316.59,313.85,301.18,,,,,,,,,,,,,,,,,,,150.68,,,,,,,,,,,,,,358.80,,,,,,,,,,,,,,,252.15,239.65,228.98,195.36,165.91,148.80,509.65,499.82,494.21,,,,,,,,,,,,478.12,281.05,341.12,489.38,482.07,,,
2021-06-18 22:20:38.709000,L8,332.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.06,504.45,471.87,438.59,474.23,507.64,483.46,494.34,520.91,473.84,486.75,521.96,267.46,169.55,225.47,284.49,325.32,359.80,374.24,364.66,330.02,291.37,240.15,172.83,,,,,,,,491.50,477.34,462.96,454.02,490.15,331.09,182.76,,,,,,,,,,508.57,458.10,440.80,422.82,420.64,412.79,413.16,258.35,249.34,245.23,446.48,422.20,406.10,,,,505.16,460.04,425.39,381.13,369.65,378.58,364.08,353.74,340.15,321.35,331.96,350.46,361.01,263.66,225.80,189.55,178.49,148.74,499.71,422.03,518.50,453.44,387.77,129.44,,309.09,336.18,329.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.40,,,,,,,423.97,,,,,,,,380.98,327.80,,338.11,326.41,290.39,198.86,264.47,,,,,,,,,,,,,,,,,,246.54,202.52,338.30
2021-06-18 22:21:02.676000,L8,337.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.57,503.67,468.43,498.20,473.65,508.77,483.39,492.46,158.00,190.54,215.70,244.31,269.98,303.52,333.56,365.01,393.75,421.50,446.07,456.70,453.15,452.39,424.30,392.50,,,,,,,,501.88,276.54,258.84,328.62,348.29,233.95,391.69,175.22,,,,,,,,,484.85,459.80,442.05,425.30,420.07,414.07,413.05,262.49,255.50,210.59,235.91,422.91,406.00,,,,509.27,471.24,432.94,386.03,372.92,382.65,369.95,358.73,345.76,325.25,334.83,353.08,378.55,282.75,244.34,193.74,181.43,153.40,507.91,369.59,,457.49,398.02,288.36,155.81,312.65,341.72,332.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.93,,,,,,,423.59,,,,,,,490.81,381.22,328.90,,334.87,326.10,288.82,281.61,263.08,,,,,,,,,,,,,,,,,,398.21,402.37,357.12
2021-07-27 22:26:59.768000,L8,,,,,,,,,,,,,,,,,,,,272.50,243.13,,296.22,305.63,375.53,176.38,297.07,355.86,281.04,,381.91,386.72,355.76,342.60,272.55,354.26,381.53,411.73,434.27,170.01,329.54,397.03,207.41,295.09,355.99,396.09,424.86,407.41,311.65,223.57,228.16,205.51,191.90,201.00,,,,,,,,,,,,,,,,,,,,,,,,427.38,412.40,394.27,374.25,368.54,371.67,380.67,371.31,355.89,344.94,344.62,310.07,296.08,465.09,309.07,460.40,454.63,452.46,449.55,448.26,445.18,442.59,430.94,426.42,419.86,406.75,392.71,399.72,393.38,370.61,360.38,348.90,352.87,294.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.16,312.29,292.12,242.98,301.50,213.89,,,199.27,169.44,240.63,346.19,383.02,465.96,,,,,,,,,,,,,,,288.97,,,,,,,,,,,408.09,,,,,,,,,467.86,,,,,,,
2021-08-12 22:27:06.377000,L8,286.85,,,,,,,,,,,,,,,,,,,,217.56,224.38,301.41,380.10,382.26,181.38,372.79,370.94,223.79,,412.34,401.82,389.14,373.80,351.89,380.43,397.22,430.20,450.31,472.38,335.46,401.87,260.35,313.91,375.73,416.56,443.50,450.73,360.71,501.54,448.80,494.96,415.56,201.89,,,,,,,,375.12,457.39,447.70,434.13,425.13,408.32,,,,,,,,,,,379.71,352.71,340.91,350.88,349.59,346.82,350.71,339.34,339.24,334.07,287.42,267.41,211.77,,385.23,425.44,297.23,425.68,434.37,439.10,432.97,430.84,418.82,412.69,405.47,280.64,174.56,389.10,384.98,182.08,353.06,346.65,351.67,,,,305.37,305.71,309.95,305.31,294.17,302.38,296.51,288.04,,,,,,,,,,,,,,,,,,,,366.34,331.51,338.45,221.81,,,,,,,245.03,354.81,377.57,478.35,,,,,,,367.14,,,,,462.86,418.49,401.33,,,,,,,,,,250.13,387.17,396.70,,500.13,490.47,,,481.85,480.21,472.56,,,,,,374.55,363.77,359.11
2021-09-22 22:21:05.391000,L8,,443.15,475.55,475.21,475.07,457.27,447.17,443.09,451.26,453.04,452.40,408.79,391.05,387.03,393.95,406.04,424.23,446.24,473.35,479.48,511.05,500.28,272.66,487.82,479.45,419.35,407.94,407.11,390.20,378.18,366.43,354.63,346.66,330.62,317.38,310.95,307.10,316.49,323.79,347.82,382.58,439.09,464.31,496.51,350.73,384.20,412.05,446.08,474.08,486.52,487.46,480.76,471.41,438.96,231.17,,,,,,,,,,,,,,,,,,,,,,,,,490.45,495.47,489.94,467.13,479.00,496.41,506.30,494.26,480.59,468.33,469.89,228.74,228.43,176.02,489.63,443.12,398.63,343.71,355.91,365.24,342.81,329.63,319.88,310.32,318.37,334.90,344.35,247.10,205.19,163.77,149.55,,,,496.51,422.76,265.77,,,,,,410.49,285.99,282.90,297.22,302.85,260.78,209.86,215.65,226.42,247.28,258.88,260.25,280.67,299.52,328.08,359.46,397.23,413.61,419.75,179.05,195.39,220.88,216.93,241.71,252.50,259.10,247.96,264.21,273.74,299.85,307.38,299.81,388.36,,,,,,,,,,,,,,,434.49,418.38,382.52,372.03,350.75,323.13,307.43,303.39,239.53,516.42,,,,,,,,,,,220.40,,,205.57,218.92,,,
2021-12-19 22:21:04.274000,L9,314.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.29,460.58,176.92,491.71,227.20,304.94,166.45,302.19,306.62,315.17,,369.75,422.54,456.00,494.38,351.46,377.41,414.15,449.77,475.75,488.05,488.86,491.49,476.57,451.59,270.58,,,,,,,,,,,,,,,,,,,,,,,,,491.57,490.05,453.07,467.88,468.88,491.82,490.52,488.56,472.82,460.38,453.44,221.49,224.42,179.98,493.36,453.07,415.98,367.42,355.87,364.13,342.24,336.07,323.40,309.02,317.71,335.36,349.37,274.27,220.50,182.51,163.33,137.98,,,518.31,450.82,263.01,,,278.76,306.06,308.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.22,,,,,,,,,,,,,,,443.67,435.36,378.84,391.78,355.37,329.63,310.03,308.60,243.06,,,,,,,,,,,,230.68,,,215.30,222.69,,,
2022-01-27 22:27:14.862000,L9,304.23,161.81,169.04,190.65,190.64,205.46,169.74,231.14,233.27,243.75,264.32,244.49,279.51,288.11,300.78,308.11,342.16,387.90,440.87,468.32,484.28,513.06,516.30,502.36,489.28,495.23,501.34,502.35,510.64,498.32,466.31,440.63,435.69,430.42,430.46,436.44,447.91,472.29,484.84,504.18,189.01,293.44,349.64,389.17,442.53,479.47,508.13,508.22,485.87,446.46,396.60,317.56,261.30,475.06,,,,,,,,,,,,,,,,,,,,,,,,446.45,415.70,418.60,385.12,377.51,388.79,401.88,393.49,519.12,366.04,426.01,376.70,420.28,362.37,465.33,463.89,459.61,455.06,450.82,446.62,442.94,442.40,432.60,427.58,422.44,414.18,404.13,403.51,398.38,388.59,381.03,369.85,369.98,365.34,358.26,351.51,337.62,334.02,332.27,323.12,320.31,316.12,312.02,303.37,,,,,,,,,,,,,,,,,,,155.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.16,264.71,472.05,496.90,190.56,174.17,508.14,500.48,493.44,,,,,,,,,,,,475.24,278.61,341.01,488.85,479.28,,,
2022-01-28 22:20:55.692000,L8,325.20,418.41,467.37,469.17,467.12,450.75,440.81,431.90,435.48,443.00,439.52,408.92,389.17,383.80,387.89,400.81,420.51,440.66,467.55,475.02,501.56,497.59,284.43,261.37,230.73,208.93,197.96,206.02,217.97,223.53,230.22,225.69,201.46,183.30,179.54,181.91,182.15,196.95,211.11,239.74,262.88,284.48,305.95,334.94,373.85,400.59,429.69,467.00,493.64,507.34,507.29,500.11,492.67,,,,,,,,,,,,,,,,,,,,,,,,,,,495.09,501.27,456.67,473.68,481.23,500.16,495.82,498.09,501.24,494.00,517.78,240.31,237.60,208.00,135.67,435.79,387.35,338.93,352.57,365.97,334.32,328.65,316.64,304.60,310.83,328.50,321.83,245.77,207.43,180.11,158.99,134.42,,,516.45,456.65,388.03,,,224.05,306.39,319.97,383.07,276.65,274.26,289.86,297.24,239.65,198.18,211.41,221.32,241.21,248.53,255.31,271.23,294.16,320.15,356.08,390.24,393.26,408.05,177.69,200.91,231.00,225.95,250.22,256.92,259.97,245.22,265.29,277.92,310.36,324.06,323.87,,,,,,,,,,,,,,,,465.94,444.26,386.75,412.84,358.03,351.09,331.94,320.78,253.21,512.17,,,,,,,,,,,247.24,,,250.39,253.24,,,
2022-02-13 22:20:52.491000,L8,291.17,432.93,469.97,471.76,474.41,457.83,448.38,442.55,446.82,449.37,445.29,418.29,395.26,391.81,392.96,406.21,424.41,444.70,472.26,477.61,511.34,497.83,278.40,246.24,217.95,193.20,184.82,190.75,202.09,210.08,225.91,218.78,196.54,174.68,170.79,168.81,175.87,185.56,205.11,227.46,253.23,273.17,291.61,326.57,184.74,246.02,292.82,283.22,340.89,323.61,496.48,494.71,484.56,482.55,349.38,,,,,,,,,,,,,,,,,,,,,,,,,491.11,499.15,453.30,471.58,484.38,506.81,504.09,499.89,491.43,485.81,488.23,236.46,227.10,179.47,484.78,442.59,396.22,342.14,357.74,364.46,337.52,333.82,317.39,307.79,312.99,329.33,319.81,248.61,209.52,170.38,152.31,,,,445.84,410.32,360.12,,,245.91,279.15,291.60,398.24,282.38,278.23,289.37,299.92,243.11,201.03,215.01,223.69,244.94,252.43,259.41,279.36,299.42,324.70,359.00,392.60,411.82,419.54,173.85,196.53,217.17,210.33,233.08,244.11,251.37,243.64,263.66,272.05,298.52,311.19,305.93,425.19,,,,,,,,,,,,,,,485.34,448.24,378.64,420.86,352.57,341.86,335.71,324.38,244.77,512.71,,,,,,,,,,,216.25,,448.97,240.13,247.03,,,
2022-02-13 22:21:16.458000,L8,291.87,433.61,470.11,471.79,474.43,457.70,448.40,442.59,446.94,449.39,445.26,418.15,395.31,391.86,393.11,406.45,424.51,444.95,472.52,477.72,510.86,497.98,278.14,489.99,468.14,413.67,399.56,407.85,387.85,376.34,363.33,352.85,339.06,324.93,310.17,304.05,300.31,309.68,317.99,336.66,370.37,426.72,455.04,492.76,361.83,392.85,422.07,460.93,484.49,501.49,496.61,494.77,484.47,482.60,349.02,,,,,,,,,,,,,,,,,,,,,,,,,491.25,499.66,453.34,471.74,484.80,507.90,504.80,501.14,491.38,486.14,488.07,237.04,226.10,179.97,485.10,442.92,396.86,342.41,358.08,365.19,337.62,334.07,318.44,308.15,313.56,329.83,319.73,248.68,209.58,171.27,152.86,,,,446.29,410.07,360.30,,,255.98,279.37,292.03,396.99,281.82,278.18,289.23,299.64,242.43,201.25,215.24,223.86,245.00,252.45,259.47,279.37,299.57,324.85,359.25,392.81,411.90,419.66,174.05,196.83,217.43,210.67,233.55,244.43,251.76,243.81,263.82,272.44,298.80,310.64,305.61,424.71,,,,,,,,,,,,,,,485.65,448.33,378.59,386.55,352.76,352.31,336.18,324.94,244.66,512.89,,,,,,,,,,,216.92,,450.24,240.62,247.43,,,
2022-02-20 22:26:59.945000,L8,303.52,162.37,180.66,192.05,193.24,214.08,173.25,230.45,235.41,245.86,264.87,248.75,278.68,291.60,305.20,319.36,356.31,395.90,445.77,471.40,490.11,519.00,515.84,502.51,492.15,497.64,501.83,503.23,506.43,493.20,464.68,438.56,431.87,427.60,426.75,431.28,444.27,466.00,481.58,500.14,159.32,280.07,338.00,382.99,430.54,472.21,499.27,499.62,461.17,387.82,312.03,251.59,236.70,244.07,,,,,,,,,,,,,,,,,,,,,,,,510.23,413.46,415.77,386.35,376.28,386.97,401.05,391.64,380.13,361.66,352.22,343.17,338.34,470.32,464.52,462.71,458.44,455.03,450.36,448.11,444.47,442.21,429.51,425.52,421.98,418.54,405.94,405.21,399.39,393.50,380.17,369.47,369.04,364.66,357.63,349.58,336.84,332.95,331.55,323.36,320.62,315.83,310.87,301.64,,,,,,375.62,344.40,300.16,234.55,,,,,,,510.16,478.06,514.47,152.38,,,,,,,,,,,,,,389.54,,,,,,,,,,,,,,,310.88,266.75,266.55,186.94,198.41,175.05,507.03,500.54,456.50,,,,,,,,,,,,474.30,279.64,340.13,482.53,475.94,,,
2022-03-01 22:20:48.516000,L8,289.61,438.81,469.11,470.81,469.71,452.09,442.79,442.17,446.69,443.64,443.74,408.62,393.49,391.17,394.07,403.02,422.81,441.66,465.41,472.83,503.78,495.69,284.68,485.55,457.13,410.87,402.82,404.22,388.42,375.56,362.12,346.99,333.13,316.19,302.36,299.54,298.78,308.11,318.16,331.82,370.76,419.97,454.14,488.08,187.22,179.60,234.77,281.41,309.05,308.36,271.53,206.40,144.10,454.46,249.42,,,,,,,,,,,,,,,,,,,,,,,,,493.92,500.83,453.81,475.03,478.08,504.74,502.12,504.63,483.70,480.79,499.13,244.32,230.99,525.42,482.39,438.79,393.22,338.72,356.31,364.70,316.88,333.70,314.18,304.44,308.43,325.83,312.12,240.21,203.98,163.78,147.63,,177.89,240.98,345.14,245.91,145.00,,,177.88,274.97,290.76,380.79,279.24,277.81,288.52,297.06,237.52,201.53,215.60,223.01,242.73,248.09,258.24,274.80,293.58,321.60,355.68,391.98,411.36,420.08,182.91,207.47,225.19,224.75,247.48,255.06,260.10,251.74,267.57,278.26,306.61,315.27,316.87,404.72,,,,,,,,,,,,,,,487.76,461.02,458.42,425.77,402.31,357.86,343.06,333.81,247.28,503.59,519.86,525.12,,,,,,,,,248.88,489.04,471.06,242.24,253.49,,,
2022-03-01 22:21:12.479000,L8,289.84,438.92,469.51,471.12,470.14,452.30,443.15,442.43,446.84,444.05,444.27,409.04,394.00,392.48,394.65,403.29,423.00,441.89,465.77,473.38,504.12,496.05,285.32,257.70,223.11,202.33,187.85,196.27,204.89,213.98,225.78,220.79,196.86,178.77,162.39,164.16,173.64,190.40,202.35,229.65,251.65,272.08,293.06,324.63,363.06,391.30,423.94,456.29,485.61,498.00,500.25,490.55,482.16,455.02,249.93,,,,,,,,,,,,,,,,,,,,,,,,,494.38,500.94,454.24,475.02,477.98,504.80,502.45,504.76,483.07,480.85,499.75,244.32,231.65,178.80,483.19,438.86,393.80,338.83,356.92,364.95,316.96,333.72,314.17,304.74,308.41,325.53,312.31,240.94,204.92,163.70,147.60,,156.66,240.31,346.53,247.32,146.01,,,177.21,276.15,291.00,384.10,280.09,278.26,289.47,297.85,238.31,202.06,216.06,223.33,243.02,248.52,258.71,275.67,294.36,321.95,355.77,392.13,411.93,420.31,183.03,207.63,225.49,225.00,247.77,255.43,260.45,252.39,267.73,278.29,306.57,315.59,317.21,405.64,,,,,,,,,,,,,,,487.78,461.25,416.14,426.60,402.58,356.79,342.62,334.01,248.08,505.37,520.06,139.81,,,,,,,,,249.13,488.36,470.08,242.24,253.50,,,
2022-03-09 22:20:49.257000,L9,,386.07,376.91,366.98,368.03,377.05,377.44,367.88,341.87,319.67,312.46,319.75,329.99,356.56,384.04,392.87,416.17,432.76,454.58,463.13,478.12,484.55,282.26,491.27,483.02,400.15,389.60,392.42,376.28,362.86,354.32,341.92,340.20,324.07,311.55,299.93,295.62,298.94,309.05,319.08,359.18,408.73,444.87,481.71,512.27,402.31,428.33,468.59,491.76,506.04,506.59,502.46,490.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.86,263.86,504.23,460.96,412.67,383.20,317.45,303.84,311.41,295.56,290.60,285.22,279.26,290.56,308.28,290.86,226.84,184.91,149.32,133.29,,128.54,222.84,318.08,224.70,,,,,,,351.94,270.39,270.82,276.78,289.52,226.78,170.15,191.02,212.62,203.40,224.26,247.32,256.20,273.27,305.51,314.58,374.30,382.54,386.27,180.89,204.94,234.48,232.96,250.06,260.64,259.32,251.41,267.56,282.08,311.56,328.86,321.39,,,,,,,,,,,,,,,,518.37,479.66,493.94,475.60,421.30,402.83,373.93,360.14,309.39,492.30,512.93,,,,,,,,,,268.48,312.70,303.19,256.92,270.29,,,
2022-03-17 22:20:41.710000,L8,296.44,431.25,469.61,468.96,471.14,453.03,444.16,438.75,440.36,439.87,440.11,408.99,391.99,388.54,390.78,403.94,422.86,442.67,467.99,474.89,503.10,494.50,277.67,485.77,463.38,413.50,398.63,404.49,386.94,376.47,362.43,348.81,337.90,322.13,303.97,301.70,299.48,308.04,318.19,337.37,372.90,423.68,455.03,139.95,191.45,254.09,298.47,338.97,346.07,335.27,296.71,256.71,207.08,452.87,245.71,,,,,,,,,,,,,,,,,,,,,,,,,493.26,488.38,455.59,468.70,475.79,502.08,505.57,490.80,483.97,469.67,473.36,239.26,227.77,182.80,483.18,442.00,394.13,341.46,355.41,358.45,334.09,329.92,313.88,306.38,307.02,326.41,308.64,243.57,204.86,165.12,146.79,,,,336.21,241.88,146.96,,,,290.29,297.76,380.30,281.08,276.35,289.48,297.27,236.37,200.99,212.47,223.51,244.32,250.42,258.39,276.29,296.61,320.86,356.13,389.61,405.90,418.35,183.81,206.61,224.46,223.57,246.15,254.63,262.28,250.29,268.28,278.37,307.79,318.65,311.75,397.62,,,,,,,,,,,,,,,478.27,455.74,454.37,423.10,397.61,341.77,325.22,316.88,249.46,506.17,520.20,,,,,,,,,,238.49,,450.22,241.87,252.63,,,
