dates,satname,nzd0533-0000,nzd0533-0001,nzd0533-0002,nzd0533-0003,nzd0533-0004,nzd0533-0005,nzd0533-0006,nzd0533-0007,nzd0533-0008,nzd0533-0009,nzd0533-0010,nzd0533-0011,nzd0533-0012,nzd0533-0013,nzd0533-0014,nzd0533-0015,nzd0533-0016,nzd0533-0017,nzd0533-0018,nzd0533-0019,nzd0533-0020,nzd0533-0021,nzd0533-0022,nzd0533-0023,nzd0533-0024,nzd0533-0025,nzd0533-0026,nzd0533-0027,nzd0533-0028,nzd0533-0029,nzd0533-0030,nzd0533-0031,nzd0533-0032,nzd0533-0042,nzd0533-0043,nzd0533-0044,nzd0533-0045,nzd0533-0046,nzd0533-0047,nzd0533-0048,nzd0533-0049,nzd0533-0050,nzd0533-0051,nzd0533-0052,nzd0533-0053,nzd0533-0054,nzd0533-0055,nzd0533-0056,nzd0533-0057,nzd0533-0058,nzd0533-0059,nzd0533-0060,nzd0533-0061,nzd0533-0062,nzd0533-0063,nzd0533-0033,nzd0533-0034,nzd0533-0035,nzd0533-0036,nzd0533-0037,nzd0533-0038,nzd0533-0039,nzd0533-0040,nzd0533-0041
2013-09-07 22:28:59.661000,L8,302.26,300.03,253.37,245.50,241.88,228.81,226.31,238.18,218.27,205.12,203.06,201.28,195.53,197.89,203.00,202.01,206.50,212.80,220.53,237.40,245.89,253.98,229.54,241.28,236.71,236.68,241.08,247.45,242.44,273.30,271.33,257.34,301.45,385.16,404.66,416.44,411.72,413.28,419.24,433.55,433.23,437.45,418.61,404.47,396.34,395.65,400.25,402.19,378.34,375.70,391.66,398.03,394.37,405.68,398.00,318.98,388.66,392.71,328.30,356.63,483.60,,396.59,497.77
2013-09-23 22:28:51.997000,L8,267.65,260.93,243.58,236.55,234.61,226.46,223.53,236.45,218.00,207.12,203.62,202.41,193.80,197.67,196.14,193.59,195.16,190.44,209.54,237.48,248.16,254.27,229.25,235.54,233.32,233.57,232.84,240.92,239.28,250.35,255.97,251.81,247.97,366.97,382.35,377.17,384.01,438.37,505.04,494.50,388.60,384.26,359.71,278.78,303.01,326.54,333.85,339.75,330.52,340.13,467.76,470.73,478.05,373.94,358.96,253.36,265.21,275.28,275.47,251.85,255.09,271.85,273.16,320.53
2013-12-28 22:28:23.669000,L8,273.03,265.59,253.58,244.75,239.38,230.98,227.46,239.32,220.07,208.98,206.98,205.44,200.32,196.45,207.36,205.65,214.14,225.77,221.01,241.99,251.41,262.03,236.18,241.38,239.95,240.84,242.71,249.20,248.91,264.59,270.82,266.53,267.21,362.03,379.79,383.21,387.58,391.49,389.49,397.58,393.35,389.98,372.53,281.33,324.58,342.99,340.42,354.00,344.19,340.99,357.79,369.19,371.90,371.92,371.61,274.68,283.43,295.12,286.21,258.85,266.06,274.57,334.30,339.47
2014-06-22 22:26:41.138000,L8,232.23,209.83,184.52,182.50,,,,,,,,,,,,,,,,,,,,,,,,,,,216.62,221.55,218.91,283.06,288.95,284.40,286.92,335.09,328.10,345.33,314.81,329.52,293.29,241.91,275.35,235.02,248.02,265.65,220.85,237.94,311.11,329.00,330.29,325.38,324.99,219.85,227.73,,,,193.58,209.91,204.07,264.38
2014-10-12 22:27:11.441000,L8,273.27,267.50,253.52,243.00,237.79,232.09,230.92,240.23,220.76,209.98,206.12,206.17,199.60,199.48,209.77,207.91,215.26,223.52,224.39,242.99,252.04,258.71,236.35,245.78,240.01,245.40,245.54,252.53,244.94,258.45,278.03,261.67,264.12,367.21,382.54,384.32,387.00,391.98,393.21,399.73,390.42,390.26,371.06,280.72,317.71,338.73,342.03,347.93,344.88,337.58,360.47,374.00,377.49,368.96,360.40,261.64,279.73,292.43,281.48,260.45,255.77,275.22,290.95,351.00
2014-10-28 22:27:08.358000,L8,270.32,265.15,253.05,241.28,236.98,228.90,228.52,236.40,218.78,207.08,205.52,202.69,197.84,194.86,205.06,201.16,211.81,215.42,217.80,239.08,249.45,257.34,234.50,242.84,237.96,241.95,241.91,245.36,249.23,258.76,266.95,262.09,269.91,337.54,355.51,372.14,374.55,385.81,376.57,390.09,383.66,378.99,345.83,286.16,314.08,330.06,334.55,340.26,335.56,325.23,358.85,365.76,374.56,360.14,355.56,271.67,280.45,296.02,286.09,267.24,253.98,274.37,269.90,304.29
2014-12-15 22:27:04.889000,L8,268.33,264.47,253.95,242.26,236.86,231.09,228.55,239.16,220.27,209.93,207.41,205.65,202.72,197.76,208.91,205.47,216.20,221.78,223.37,243.24,249.98,261.01,236.07,245.19,239.97,245.34,245.69,252.81,244.91,261.01,273.40,260.45,266.27,363.00,374.45,378.77,382.31,386.57,382.93,390.69,385.33,383.26,361.04,278.91,314.23,333.55,338.24,343.54,337.22,334.22,362.28,381.65,383.64,363.49,365.11,268.90,276.93,291.23,279.13,265.47,253.33,280.03,260.48,355.68
2014-12-31 22:26:59.445000,L8,273.62,274.36,255.70,251.86,245.64,234.10,233.12,236.39,218.91,206.70,204.84,201.76,197.83,197.48,205.86,200.68,211.29,215.93,214.70,240.39,248.41,257.27,232.60,240.64,235.89,237.61,237.45,242.03,242.68,254.52,260.26,256.41,276.22,358.45,370.72,378.43,384.51,425.03,410.26,395.76,390.45,391.87,375.53,362.48,350.32,353.50,348.56,358.86,344.09,336.22,355.13,370.05,379.47,369.75,374.93,271.30,280.82,298.96,287.03,267.93,257.09,298.30,294.47,338.73
2015-01-16 22:26:59.157000,L8,369.93,336.95,443.30,389.08,384.46,350.12,348.33,345.38,372.54,311.08,352.93,345.94,354.37,307.48,306.70,303.63,310.15,308.40,337.60,351.57,360.40,367.45,321.43,353.10,369.06,376.87,376.02,376.87,414.25,447.54,335.95,335.83,341.67,425.03,424.66,393.44,431.78,395.34,396.11,406.37,418.43,409.25,390.70,374.07,359.73,363.25,355.30,373.77,359.19,362.12,379.99,396.42,394.12,396.71,387.14,341.28,368.12,381.56,386.70,381.66,373.63,360.93,411.24,385.96
2015-04-06 22:26:20.815000,L8,284.54,297.53,261.45,257.30,250.73,236.26,234.36,245.83,225.32,212.77,207.13,207.64,203.63,203.24,219.49,214.52,224.49,235.14,237.09,254.08,260.64,268.55,243.59,252.00,248.03,258.70,260.68,269.47,311.48,320.78,304.62,298.79,310.71,369.10,381.14,387.59,391.85,393.62,395.50,401.33,395.87,393.20,370.21,336.43,323.08,364.38,351.91,355.01,351.50,348.19,369.86,379.15,382.68,379.56,376.69,311.76,325.13,324.44,317.54,312.86,291.43,283.90,347.77,360.01
2015-07-11 22:26:29.559000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.71,308.35,325.15,332.55,332.01,312.82,343.18,301.07,321.07,265.30,235.44,268.09,298.33,199.31,,,,,,,298.06,324.31,,,,,,183.79,202.61,209.98,249.71
2015-09-29 22:26:59.056000,L8,268.89,271.28,247.41,239.60,229.23,224.00,222.67,236.20,218.21,205.60,202.69,197.36,192.05,192.90,204.27,191.75,209.25,212.66,211.48,235.10,247.56,256.44,231.90,238.49,232.63,238.35,236.49,241.88,240.51,249.90,259.29,256.90,257.03,363.97,379.97,386.81,387.27,389.72,388.22,397.54,397.47,387.66,373.60,352.94,305.71,337.90,340.48,343.79,338.19,335.01,356.07,366.96,372.94,366.90,365.57,252.81,260.98,299.55,278.36,262.67,275.94,260.58,338.86,349.89
2015-10-31 22:27:04.990000,L8,272.04,265.96,251.79,242.10,236.15,231.20,226.57,238.36,220.24,208.25,206.40,203.95,201.86,200.41,209.41,207.34,215.10,220.80,224.00,238.16,248.82,252.00,239.32,243.87,240.97,247.82,251.32,248.88,244.44,255.24,264.77,258.52,263.83,366.87,379.74,383.86,387.45,391.61,379.76,388.06,385.00,385.80,367.06,292.33,309.76,343.69,343.50,349.58,337.20,336.41,357.37,372.03,375.30,364.19,448.62,259.86,269.28,294.86,279.69,263.82,251.55,263.94,265.34,345.39
2016-01-03 22:27:03.506000,L8,259.41,257.63,247.44,239.13,229.62,218.53,229.94,230.28,213.56,202.00,199.49,190.35,164.89,160.28,186.07,182.63,207.29,210.63,225.67,220.21,230.38,251.07,229.38,228.37,230.37,233.66,228.53,231.94,241.70,246.67,250.63,252.96,256.73,359.07,372.61,379.45,398.21,377.13,369.93,389.89,389.54,389.87,355.37,275.65,291.65,325.79,329.88,335.96,328.54,329.30,344.46,354.02,357.88,350.38,347.58,256.85,271.68,290.17,287.71,266.28,251.67,264.09,328.64,355.13
2016-01-19 22:27:03.476000,L8,282.98,296.31,282.54,288.50,243.55,243.81,244.61,256.57,241.06,227.08,221.64,220.86,223.84,229.24,235.14,233.86,244.91,260.80,256.73,273.32,280.32,290.32,310.20,274.81,273.20,307.28,307.55,317.43,311.47,422.74,456.93,334.43,326.48,,,,421.74,406.85,433.30,451.72,483.33,,458.42,458.56,447.90,409.48,411.25,370.68,,,,,,,,,,,,,,,,
2016-02-04 22:27:00.087000,L8,302.68,306.59,291.96,298.54,290.88,297.30,297.42,298.22,306.32,293.00,303.28,301.82,308.40,310.68,311.63,304.83,306.06,309.36,307.51,313.99,310.10,307.00,311.21,312.45,307.56,313.35,315.20,313.95,314.16,321.28,313.35,318.98,320.68,367.89,386.58,395.61,407.01,395.42,395.16,405.41,408.41,405.21,384.04,367.07,355.41,352.26,353.68,361.90,355.36,353.20,360.13,395.11,407.57,411.02,376.37,319.13,323.53,323.72,319.89,309.22,309.46,342.51,350.63,353.79
2016-04-08 22:26:35.612000,L8,272.35,266.83,252.47,242.57,235.24,229.34,229.40,236.21,218.44,204.35,204.37,198.11,198.90,193.12,207.32,201.41,210.52,216.24,212.73,239.22,249.11,251.96,234.41,245.51,237.06,246.46,252.94,251.58,244.44,272.88,264.55,265.01,295.11,356.24,372.60,379.56,383.45,387.38,389.26,395.82,391.86,387.83,373.95,299.09,313.32,345.54,340.16,351.07,339.26,334.08,358.92,369.29,373.47,363.33,366.78,301.72,309.58,310.22,310.23,274.12,253.44,265.27,269.93,341.91
2016-05-10 22:26:31.116000,L8,278.68,278.79,256.85,252.12,240.00,235.00,235.54,238.59,218.86,207.19,206.22,198.18,199.15,191.99,202.66,198.81,202.45,201.91,205.37,244.65,248.58,250.57,230.56,243.05,231.27,239.16,256.64,251.73,279.46,305.02,296.48,299.23,296.06,344.32,370.03,374.43,380.72,387.49,380.29,394.34,385.33,382.69,363.12,293.59,317.51,347.50,343.19,347.38,341.58,336.63,363.30,377.60,375.84,375.75,368.49,302.33,311.58,313.90,305.03,284.45,253.28,277.27,271.54,323.38
2016-06-27 22:26:47.328000,L8,278.07,278.92,256.76,249.48,240.88,284.76,299.58,246.36,245.69,212.53,209.45,204.40,198.18,197.32,192.25,197.04,202.48,206.78,217.21,234.63,242.18,240.18,241.37,233.73,236.10,240.95,313.58,313.92,305.17,317.25,313.45,309.55,310.14,336.10,361.73,374.25,378.36,366.54,359.44,365.15,359.70,360.04,333.01,278.17,297.00,322.60,335.99,335.27,325.00,319.09,345.68,359.51,353.43,355.31,350.80,319.86,327.15,330.09,314.90,284.14,253.21,273.29,264.33,283.40
2016-12-04 22:27:17.474000,L8,269.78,267.75,253.86,242.95,237.94,234.84,230.06,239.34,223.55,212.61,209.44,208.14,206.20,204.84,212.07,210.97,219.59,229.05,228.28,249.04,256.21,263.35,242.70,248.84,244.30,251.49,250.87,257.27,255.68,262.90,265.09,264.15,267.82,330.93,382.82,387.54,392.21,389.09,386.79,398.94,387.65,384.79,366.61,283.73,313.64,331.60,338.19,343.31,338.09,333.79,355.81,373.12,367.37,367.77,361.44,265.31,281.00,296.80,286.99,267.57,251.52,268.83,268.66,290.83
2017-02-22 22:26:52.098000,L8,381.47,507.95,414.73,421.50,429.01,434.30,425.99,426.07,379.75,389.63,456.29,368.72,370.58,436.51,398.79,430.88,428.93,392.41,389.14,419.85,370.19,421.80,339.19,353.84,349.80,351.51,404.68,331.84,358.01,352.32,333.33,333.84,476.84,386.29,396.76,407.29,411.54,414.87,412.53,418.18,425.93,421.55,395.58,385.61,379.43,377.16,379.13,395.26,376.45,368.42,378.93,412.62,421.08,426.60,422.86,414.60,427.07,428.85,392.39,441.57,430.15,424.94,483.17,375.94
2017-03-26 22:26:34.721000,L8,254.72,255.29,244.38,236.52,227.59,218.33,216.88,225.50,213.03,198.32,200.61,193.48,191.34,190.73,192.87,182.00,200.88,197.65,201.09,230.25,237.08,249.80,227.51,233.04,227.32,231.58,232.23,236.17,236.52,244.51,251.42,212.75,215.86,319.42,368.76,362.62,359.76,359.05,353.19,367.55,365.51,363.59,342.26,286.06,301.64,278.51,344.50,319.50,331.45,406.23,468.84,325.00,356.40,363.94,350.72,245.88,247.35,258.91,282.06,206.19,,,,331.16
2017-08-01 22:26:56.477000,L8,264.96,256.62,239.14,226.50,214.96,206.51,210.89,223.71,212.90,200.33,201.31,199.05,196.14,206.09,224.87,238.24,215.25,237.36,258.62,263.38,261.93,259.15,235.50,246.96,245.20,256.42,279.19,273.38,308.46,311.08,306.17,308.27,312.51,376.80,379.78,368.75,362.00,362.68,356.65,362.46,357.32,369.61,333.05,276.63,295.24,324.84,331.64,341.86,339.13,335.60,358.23,371.98,370.19,371.98,363.23,311.36,326.94,338.32,332.52,330.50,305.43,271.78,345.24,377.09
2017-08-17 22:27:01.961000,L8,290.76,295.42,253.41,238.40,229.32,220.07,220.14,231.26,216.00,203.35,202.13,196.51,194.44,192.74,197.47,203.10,204.63,209.79,217.36,237.54,246.37,252.59,227.19,240.18,233.00,235.95,236.66,254.16,241.85,275.97,259.08,285.11,296.22,345.08,352.14,360.82,366.48,367.21,371.37,374.87,376.29,375.88,363.43,281.81,300.56,337.06,339.32,342.73,330.19,331.23,354.79,371.52,364.39,373.92,364.65,297.62,309.58,306.82,298.09,265.24,251.31,264.10,304.72,329.03
2017-09-02 22:27:04.783000,L8,275.48,275.56,249.95,240.28,230.48,223.16,223.14,233.57,217.83,205.51,202.16,198.09,196.25,193.60,203.18,204.05,208.23,214.75,216.15,238.76,198.69,201.61,216.57,236.96,219.59,213.59,211.44,221.81,235.71,250.98,299.76,307.55,390.35,348.84,355.60,372.94,367.39,374.80,383.61,386.69,387.24,386.10,376.24,282.89,292.73,345.25,336.81,342.55,337.13,329.57,344.00,373.09,361.62,359.01,357.77,506.71,368.24,397.07,512.79,445.16,370.03,264.47,326.00,341.27
2017-09-18 22:27:06.940000,L8,282.35,289.58,283.51,245.50,257.58,245.12,230.20,232.61,218.06,203.23,203.22,197.54,198.27,194.73,204.41,172.89,201.65,257.76,233.03,240.26,248.50,251.21,231.30,246.08,231.83,239.04,234.20,240.33,240.68,251.44,254.05,370.37,361.85,331.94,345.03,353.65,352.72,350.88,365.35,369.64,376.11,370.43,336.85,282.37,306.53,330.00,337.37,336.87,331.36,324.18,343.56,360.35,365.39,358.25,355.04,372.30,387.37,370.08,387.50,382.32,379.54,376.98,299.18,271.12
2017-10-04 22:27:13.567000,L8,248.31,280.13,250.91,260.49,173.97,198.12,214.24,229.42,215.64,205.72,210.66,184.30,169.64,,161.90,171.75,211.39,230.07,238.55,,,,,165.66,236.38,241.56,253.07,230.02,237.57,245.89,246.45,251.73,257.83,318.26,342.25,350.99,345.82,351.59,360.57,376.93,376.27,359.52,332.47,281.74,291.79,331.08,327.96,331.19,328.16,319.28,348.64,362.05,362.83,360.87,365.09,254.84,263.04,284.58,276.11,259.27,247.36,261.78,284.23,270.90
2017-10-20 22:27:16.389000,L8,276.62,272.82,255.30,243.55,239.45,232.49,228.92,236.54,224.43,210.78,208.45,206.71,203.19,203.61,209.71,210.85,216.41,224.01,226.59,244.65,253.05,262.39,240.59,247.46,242.96,249.90,252.50,256.30,254.62,266.05,264.17,261.86,265.09,333.59,367.84,377.19,381.98,386.59,390.42,393.32,386.10,387.12,367.37,283.31,297.67,336.46,338.83,345.15,337.05,333.49,359.36,371.94,371.49,370.98,368.47,262.37,276.28,295.50,286.82,266.94,252.14,266.86,287.52,283.20
2018-03-13 22:26:32.925000,L8,294.98,297.70,289.87,283.87,287.69,276.55,237.14,284.14,293.35,218.29,213.85,215.87,214.38,220.25,224.70,222.99,226.06,235.26,241.26,252.87,272.00,282.57,256.59,255.79,254.45,260.70,266.31,273.50,281.98,307.45,302.08,300.94,313.09,358.50,365.42,370.31,374.78,376.73,372.00,379.75,379.00,384.82,367.99,358.20,343.26,344.26,346.05,350.99,342.10,341.35,353.16,373.03,365.23,359.94,367.51,314.90,324.86,323.60,310.00,301.58,256.46,274.35,324.91,344.90
2018-03-29 22:26:26.176000,L8,277.16,278.72,255.94,248.38,239.75,230.00,226.66,234.07,220.04,207.48,204.82,201.87,199.97,197.83,204.35,202.41,209.80,216.88,219.07,239.41,250.35,260.71,233.68,243.96,239.31,244.07,251.72,255.35,241.34,273.23,265.22,266.37,273.73,356.73,350.69,369.54,379.39,362.72,366.59,377.30,375.45,370.87,355.65,290.47,302.78,333.62,334.61,340.50,337.60,339.88,361.15,376.22,373.41,375.10,371.48,278.54,287.57,304.47,290.65,269.59,252.18,267.52,284.31,323.48
2018-06-17 22:25:53.680000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.68,216.00,221.06,221.60,268.05,282.21,287.13,337.32,336.83,333.06,347.95,242.94,214.72,209.87,241.01,270.36,291.60,295.22,140.49,,202.47,316.08,337.00,335.54,337.40,340.86,219.51,215.90,193.76,193.01,205.81,192.70,210.69,211.80,248.05
2018-09-05 22:26:33.133000,L8,273.49,271.96,246.58,238.84,230.43,224.34,222.36,233.58,217.33,205.52,202.54,198.06,195.54,195.23,202.29,190.88,205.93,209.06,211.74,237.77,245.40,253.45,232.83,240.48,233.03,238.54,240.98,241.32,240.07,250.19,251.21,260.65,255.25,346.40,366.91,373.59,380.82,385.89,382.46,383.89,384.33,382.59,373.19,290.20,294.71,333.46,342.01,348.59,338.17,339.42,352.81,369.12,368.68,361.80,363.96,257.74,278.48,294.29,282.73,266.16,249.50,262.31,292.67,341.73
2018-09-21 22:26:37.516000,L8,288.36,292.12,282.39,240.13,235.82,238.47,235.10,244.04,227.81,214.09,209.74,210.57,207.79,211.01,215.65,216.23,220.85,228.24,234.51,246.09,252.83,260.47,246.04,250.33,249.62,258.13,259.37,267.93,279.97,285.08,312.26,280.65,303.67,347.83,349.07,386.72,376.40,401.65,358.71,383.77,376.01,378.87,373.68,361.13,353.28,337.05,349.95,353.14,341.41,344.97,351.69,368.50,363.28,372.63,369.04,313.68,323.72,320.19,313.14,304.62,253.25,269.00,308.84,344.15
2019-01-11 22:26:49.169000,L8,268.75,270.66,256.52,242.48,237.68,232.10,223.46,238.99,226.14,212.73,211.36,209.24,206.24,208.93,213.09,212.92,218.96,226.24,229.21,247.09,258.93,263.85,246.36,250.85,246.20,252.07,255.31,261.06,258.47,274.44,284.95,266.79,270.90,363.30,382.22,382.68,384.06,390.92,384.64,393.42,385.24,387.79,374.48,294.95,299.70,335.58,343.56,352.71,345.20,341.23,357.41,370.48,362.09,359.68,360.02,273.93,284.89,296.45,288.72,273.96,253.82,278.37,275.33,339.51
2019-01-27 22:26:45.220000,L8,246.42,252.65,235.44,226.06,208.78,200.89,207.18,217.62,192.51,181.26,184.56,181.25,172.59,,,,,,171.43,170.83,202.18,217.68,216.33,213.83,218.53,218.65,212.56,197.12,,,,,,305.28,327.82,339.42,342.07,345.07,340.91,360.94,345.75,353.18,327.18,277.53,283.07,307.56,310.59,316.47,312.31,292.54,321.64,335.76,337.98,336.21,331.73,,,,,,,,169.01,259.03
2019-02-12 22:26:43.149000,L8,266.44,270.64,254.37,247.20,239.66,233.40,230.27,235.63,223.61,210.52,210.27,205.89,206.24,204.37,210.98,210.23,217.82,225.77,229.08,244.84,256.73,260.41,243.15,249.90,244.48,250.32,255.56,257.98,275.53,279.65,273.55,268.42,273.51,345.85,367.09,374.49,377.93,379.60,379.62,388.12,381.78,382.84,351.54,295.41,293.70,332.69,337.91,350.67,339.36,337.72,357.91,370.34,372.76,363.03,363.89,279.47,289.43,300.71,292.09,274.18,253.76,274.81,264.71,276.05
2019-03-16 22:26:33.688000,L8,266.82,271.19,251.97,246.79,238.47,230.83,224.59,234.53,216.32,208.26,205.22,203.99,200.84,200.68,205.20,204.20,212.97,217.59,222.71,242.13,251.57,256.79,236.28,246.49,240.14,244.67,249.24,253.62,242.29,260.04,263.96,266.99,270.39,354.81,369.03,375.66,377.71,372.74,377.71,387.87,381.05,381.54,348.79,292.33,294.26,330.22,331.10,342.45,339.29,337.91,356.94,370.26,372.51,365.40,368.56,272.81,289.58,299.31,289.12,269.04,253.11,274.30,266.75,274.18
2019-04-17 22:26:24.837000,L8,275.48,273.32,257.11,252.89,240.98,230.97,228.22,234.25,219.50,206.84,204.70,201.47,199.86,199.81,203.99,202.35,209.99,215.10,224.41,240.37,252.00,256.71,235.64,245.24,240.35,245.83,253.71,257.41,242.64,271.19,275.09,273.26,296.29,345.74,358.00,372.67,372.27,372.99,372.42,378.82,379.98,375.14,355.34,302.21,307.55,335.65,339.67,342.02,335.38,330.26,353.19,365.43,361.58,370.82,355.30,288.48,302.82,315.49,308.28,278.77,255.01,274.69,274.72,340.23
2019-06-20 22:26:49.743000,L8,176.74,198.78,177.64,170.42,,,,,,,,,,,,,,,,,,,,,,,,,,221.10,221.28,223.15,219.80,282.56,291.10,289.34,337.71,340.09,309.64,347.14,304.44,323.87,278.46,248.99,278.41,297.70,305.79,308.43,299.53,296.60,322.08,340.24,334.72,331.30,333.07,222.86,149.28,196.49,194.30,171.93,194.03,212.09,216.15,229.68
2019-09-08 22:27:12.355000,L8,276.53,269.15,250.09,239.83,230.88,228.76,224.55,234.71,218.43,206.48,202.72,202.10,197.70,199.34,206.41,206.23,211.17,217.03,224.43,242.11,248.63,254.90,236.62,245.31,238.20,244.90,249.05,254.60,241.98,262.31,264.10,266.45,267.26,346.87,366.05,373.63,368.75,372.41,378.84,375.85,379.38,378.74,371.57,363.42,356.43,341.90,344.68,343.62,332.06,336.24,352.59,365.57,363.79,363.06,369.92,260.94,287.19,301.78,324.50,277.91,248.61,259.73,264.49,285.59
2019-11-11 22:27:19.914000,L8,262.66,266.09,234.39,164.53,229.92,217.53,231.77,258.83,224.17,207.16,203.33,204.60,194.31,207.27,229.73,221.25,205.65,246.82,222.81,240.93,249.42,258.95,244.54,247.70,249.65,253.10,261.01,409.63,383.37,386.44,373.21,422.17,418.07,341.14,347.71,375.35,380.90,373.28,362.25,378.82,355.69,359.53,333.19,289.51,293.45,326.84,332.51,338.81,326.28,327.94,353.10,366.85,361.76,358.31,357.72,386.84,431.50,320.06,366.19,353.16,418.71,403.71,393.57,447.90
2020-04-19 22:26:32.106000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.58,269.30,259.70,280.57,174.61,209.12,249.36,303.40,322.24,294.69,258.18,268.90,287.76,293.80,297.03,167.73,197.56,271.94,276.83,309.23,316.99,312.10,,,,,,,142.81,193.97,215.21
2020-08-25 22:27:04.745000,L8,299.97,289.08,266.16,250.49,232.83,237.62,239.13,244.87,209.56,216.44,207.31,206.42,203.31,216.17,247.71,269.29,237.01,255.54,241.06,253.69,276.13,287.24,258.25,256.21,245.48,260.26,257.98,258.59,268.22,325.03,301.62,316.29,313.58,371.07,382.09,401.31,394.16,400.84,381.45,402.38,401.86,391.05,359.31,349.34,325.01,336.70,346.56,342.41,327.65,316.03,328.22,,,,,322.06,328.54,330.63,301.81,274.99,257.12,267.07,271.21,304.80
2020-09-10 22:27:11.587000,L8,262.76,260.25,240.57,233.99,219.53,212.44,212.56,225.06,210.82,196.74,194.10,189.20,184.84,190.33,192.87,179.25,199.89,195.07,199.15,229.31,240.89,249.05,226.23,237.99,226.56,225.62,229.28,234.62,235.50,245.76,230.18,226.14,225.54,,341.40,357.97,349.52,351.16,345.09,356.74,350.69,348.51,345.35,278.77,191.47,157.35,241.42,335.99,324.07,321.77,340.14,337.68,336.96,213.28,233.86,193.68,226.34,192.75,220.31,,,,,
2020-10-12 22:27:18.337000,L8,296.21,267.34,252.77,239.33,234.10,232.52,226.45,237.18,223.14,209.47,207.17,204.92,206.39,207.71,211.50,213.40,218.56,225.44,228.92,242.70,252.04,256.48,245.13,250.47,245.12,253.23,256.00,257.87,275.86,280.42,262.39,269.58,365.34,336.03,367.96,371.85,380.23,372.18,376.58,381.34,378.77,379.63,371.37,339.33,303.55,333.24,335.26,336.86,333.49,332.10,341.53,370.53,361.91,362.99,360.98,379.89,384.30,394.99,389.68,265.56,304.59,327.19,337.46,286.80
2021-05-24 22:26:39.339000,L8,174.39,207.42,201.99,185.46,,,,,,,,,,,,,,,,,147.37,185.17,179.31,190.67,201.39,176.09,206.00,173.42,216.87,229.78,231.42,228.28,231.92,297.56,314.18,331.52,339.13,341.62,310.08,349.43,325.19,341.19,315.27,272.58,280.39,299.47,306.11,314.36,303.60,285.84,313.01,327.80,327.85,325.69,328.12,234.94,240.32,248.15,246.97,214.86,193.29,216.13,241.61,257.86
2021-07-27 22:26:59.768000,L8,273.04,271.62,252.70,247.38,234.33,226.36,220.34,231.37,214.99,199.94,201.95,191.58,194.32,190.20,197.72,181.91,197.88,197.85,199.36,230.98,239.50,239.32,227.45,237.74,228.18,244.98,248.76,256.31,263.22,272.74,278.27,277.56,281.45,364.41,373.39,385.51,382.70,389.56,387.14,390.93,387.32,385.58,367.46,306.58,311.75,337.62,344.01,350.15,341.73,343.77,360.76,374.49,373.99,372.45,369.68,299.73,300.98,310.70,293.46,279.78,316.71,326.30,346.57,348.51
2021-08-12 22:27:06.377000,L8,289.45,282.31,258.69,250.41,238.41,237.50,236.27,238.93,221.81,210.61,207.57,204.42,204.15,206.30,212.14,209.88,216.88,220.69,230.59,244.67,250.31,251.70,237.33,248.33,243.91,311.08,319.33,324.77,326.25,325.46,317.79,314.40,299.27,365.23,380.19,391.69,389.76,391.79,387.93,394.21,392.99,393.26,380.58,311.12,324.53,333.71,354.41,351.54,344.87,344.31,363.04,376.69,375.85,377.58,368.29,314.63,307.24,318.35,293.15,294.49,331.39,333.30,350.77,368.43
2022-01-27 22:27:14.862000,L9,272.21,270.51,254.93,247.81,244.38,232.62,231.48,236.14,226.52,211.54,208.80,206.46,207.12,209.42,215.18,213.99,220.14,228.30,234.18,246.26,252.44,258.67,249.55,253.35,245.56,252.96,255.16,259.34,262.94,267.34,271.11,272.51,274.45,330.87,371.66,381.55,383.68,386.18,376.88,389.06,382.17,382.77,358.38,303.03,306.56,322.77,343.30,347.99,342.47,335.69,355.69,368.99,368.14,368.31,359.56,277.31,291.19,298.83,280.89,260.35,238.30,260.14,263.08,277.63
2022-02-20 22:26:59.945000,L8,282.18,278.38,260.99,258.07,256.16,237.83,238.47,239.41,230.11,216.84,212.33,212.23,214.94,220.39,223.03,222.30,229.18,237.56,242.19,255.19,261.59,263.88,256.47,259.01,252.22,260.44,265.57,267.61,278.84,311.08,316.90,313.24,302.75,371.09,385.51,389.99,392.34,392.25,393.77,400.19,392.31,392.58,375.58,355.59,335.46,334.13,350.74,360.60,352.88,348.57,363.96,374.90,379.05,374.45,369.69,319.58,312.44,337.85,293.30,302.69,243.54,345.61,357.17,366.01
2022-04-17 22:26:46.754000,L9,287.82,271.70,265.83,256.09,248.43,230.01,229.45,233.15,222.86,208.49,206.58,202.30,205.82,207.41,213.60,211.73,217.96,225.33,227.96,244.25,252.12,257.63,242.52,249.23,242.98,252.20,257.10,259.48,271.37,277.53,303.43,302.98,299.64,357.03,372.86,380.22,380.20,381.50,381.63,384.67,384.41,388.77,374.68,351.78,318.67,329.03,352.70,352.09,348.62,339.82,357.52,371.42,371.02,372.88,367.06,299.04,313.03,321.98,293.18,284.41,252.50,274.13,266.00,334.73
