dates,satname,nzd0046-0000,nzd0046-0001,nzd0046-0002,nzd0046-0003,nzd0046-0004,nzd0046-0005,nzd0046-0006,nzd0046-0007,nzd0046-0008,nzd0046-0009,nzd0046-0010,nzd0046-0011,nzd0046-0012,nzd0046-0013,nzd0046-0014,nzd0046-0015,nzd0046-0016,nzd0046-0017,nzd0046-0018,nzd0046-0019,nzd0046-0020,nzd0046-0021,nzd0046-0022,nzd0046-0023,nzd0046-0024,nzd0046-0025,nzd0046-0026,nzd0046-0027,nzd0046-0028,nzd0046-0029,nzd0046-0030,nzd0046-0031,nzd0046-0032,nzd0046-0033,nzd0046-0034,nzd0046-0035,nzd0046-0036,nzd0046-0037,nzd0046-0038,nzd0046-0039,nzd0046-0043,nzd0046-0044,nzd0046-0045,nzd0046-0046,nzd0046-0055,nzd0046-0056,nzd0046-0057,nzd0046-0067,nzd0046-0068,nzd0046-0069,nzd0046-0070,nzd0046-0071,nzd0046-0072,nzd0046-0073,nzd0046-0074,nzd0046-0075,nzd0046-0076,nzd0046-0077,nzd0046-0087,nzd0046-0088,nzd0046-0089,nzd0046-0090,nzd0046-0091,nzd0046-0092,nzd0046-0040,nzd0046-0041,nzd0046-0042,nzd0046-0047,nzd0046-0048,nzd0046-0049,nzd0046-0050,nzd0046-0051,nzd0046-0052,nzd0046-0053,nzd0046-0054,nzd0046-0058,nzd0046-0059,nzd0046-0060,nzd0046-0061,nzd0046-0062,nzd0046-0063,nzd0046-0064,nzd0046-0065,nzd0046-0066,nzd0046-0078,nzd0046-0079,nzd0046-0080,nzd0046-0081,nzd0046-0082,nzd0046-0083,nzd0046-0084,nzd0046-0085,nzd0046-0086,nzd0046-0093,nzd0046-0094
2005-01-13 22:03:41.143000,L5,227.05,233.28,214.41,219.36,211.48,211.11,210.02,220.33,227.31,240.29,238.74,245.81,243.87,254.37,258.95,226.75,218.14,211.60,216.83,214.68,205.70,209.16,225.35,229.24,240.08,235.63,225.39,219.44,200.20,198.17,207.72,216.56,215.85,216.17,218.17,222.32,218.54,219.95,224.92,216.30,215.07,212.13,211.91,199.81,247.49,230.20,232.18,226.20,229.90,226.46,216.44,213.63,220.09,221.27,224.49,224.62,225.46,235.53,213.65,221.87,223.91,233.00,237.95,247.03,232.06,244.04,224.61,200.24,200.92,216.89,226.68,222.44,223.36,225.28,242.54,222.67,217.54,208.29,209.15,210.15,222.15,222.23,216.50,223.78,242.01,238.10,239.78,242.02,243.00,234.51,227.15,204.96,205.19,239.61,231.10
2005-02-14 22:04:09.465000,L5,,,,217.12,220.94,215.62,193.37,228.45,,,,,226.77,196.00,200.59,199.90,196.68,191.40,189.36,187.69,178.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.32,185.29,186.34,185.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.57,180.05,182.73,183.14,,
2005-03-02 22:04:24.338000,L5,,,,,,,,,,,,,181.79,187.61,181.67,184.63,184.78,188.83,186.36,183.89,173.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.07,182.87,180.11,182.85,186.02,186.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-03 22:04:40.528000,L5,,,,,,,184.07,187.92,185.92,190.51,190.17,191.19,190.03,189.71,186.29,182.39,180.40,,,,,,,,,,,,,,,,185.50,186.57,184.46,186.07,184.66,187.71,182.38,,,,,,,,,,,,,,,,181.15,186.78,186.94,190.46,,180.36,187.55,187.53,190.13,185.40,,,,,,,,,,,,,,,,,,,,,190.05,183.78,186.13,177.29,,,,,,187.21,183.67
2005-04-19 22:04:43.597000,L5,,,,,,,,,,184.26,184.24,184.04,189.84,193.17,190.14,186.96,179.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-06 22:05:05.724000,L5,,,,177.79,198.64,185.84,188.93,197.44,193.80,197.82,203.35,196.31,198.97,204.31,209.01,207.42,198.29,198.87,198.46,191.64,186.39,184.54,187.38,193.95,,,,,,185.89,190.28,190.56,191.54,191.02,199.40,193.91,189.71,207.81,182.91,200.35,205.54,186.94,171.50,,,,,,,250.09,274.85,262.15,192.11,201.29,198.54,201.75,195.08,204.66,204.43,203.45,262.60,198.19,236.45,194.78,188.61,189.27,192.53,,,,,,,,,,,,,,,,,,265.93,242.16,196.97,203.19,189.40,282.89,183.21,191.89,188.99,204.13,217.92
2005-08-25 22:05:41.221000,L5,196.92,239.08,249.46,206.60,205.91,218.00,216.64,221.07,231.05,244.39,237.18,242.05,240.44,246.93,251.46,237.97,247.71,216.91,237.60,205.63,230.10,215.13,248.70,195.81,186.18,189.33,178.53,216.43,192.58,198.48,203.33,195.68,216.20,211.47,215.02,237.80,197.13,215.59,212.44,216.57,200.49,207.57,197.30,422.75,,,,226.15,203.73,223.60,230.71,216.57,218.25,199.81,201.52,194.07,207.81,227.94,202.67,199.43,232.00,216.88,199.98,204.22,217.98,200.12,196.14,518.68,483.73,,,,,,,,,,,,182.06,206.12,228.57,216.18,207.29,204.21,207.55,198.30,239.16,214.22,206.50,200.85,213.81,195.75,189.62
2005-09-26 22:05:42.687000,L5,287.28,274.01,283.38,278.85,263.58,275.05,259.85,262.95,270.68,272.61,267.37,263.96,271.95,280.95,261.12,270.88,260.60,287.92,298.25,305.74,307.24,298.67,314.21,332.85,331.91,330.78,301.75,255.17,,253.17,252.62,227.88,225.66,213.64,249.03,225.30,232.39,237.60,239.42,226.59,275.62,271.17,287.73,274.47,276.03,351.79,337.06,322.33,306.29,297.61,286.32,274.24,275.64,272.12,265.97,265.17,255.54,251.06,214.49,217.03,235.63,232.29,220.59,219.65,237.81,241.96,259.92,274.27,296.72,307.40,309.59,347.29,360.34,302.96,305.63,310.28,312.94,304.97,349.98,330.31,316.69,297.59,319.91,351.03,240.08,246.72,223.22,195.28,192.66,201.57,201.97,195.73,206.34,221.50,199.19
2006-04-06 22:09:08.139000,L5,,,,,,,,,,181.47,200.45,181.74,189.33,190.13,192.93,185.76,178.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-25 22:10:20.606000,L5,,,,,,,,179.60,180.78,184.26,197.19,203.47,194.60,200.14,202.29,219.49,246.28,244.25,212.10,191.81,182.53,,,,,,,,,186.26,194.99,196.18,196.28,189.58,190.93,178.09,,,,,,,,,,,,,185.83,186.54,188.24,197.87,190.89,186.58,188.99,185.33,191.82,193.37,193.63,195.20,190.41,203.09,192.85,188.37,,,,,,,,,,,,,,,,,,,,,186.90,189.52,199.74,202.42,190.22,196.42,206.44,189.95,198.55,189.92,193.78
2006-08-12 22:10:59.603000,L5,,,,,,,,,,184.30,187.58,183.49,189.13,198.25,198.59,191.93,187.44,191.63,186.85,190.39,173.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.79,185.92,178.06,182.01,187.88,194.31,207.46,187.60,,,,,359.12,391.68,,,,,,,,,,,,,,,,,,,,,185.44,184.66,185.12,178.82,184.20,186.27,186.14,,,463.65,187.00
2006-09-13 22:11:23.474000,L5,,,,,,,,,,185.46,185.40,187.16,194.11,187.13,182.99,179.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-02 22:12:34.352000,L5,,208.67,208.73,201.52,205.30,206.65,205.59,210.72,211.32,217.15,221.41,224.77,227.59,233.63,232.54,229.68,213.94,214.47,218.59,212.06,200.94,199.07,195.08,213.05,213.03,206.14,200.93,202.21,201.40,206.82,214.07,209.96,209.98,211.41,212.57,208.29,205.95,205.03,216.42,214.80,203.23,196.38,191.13,184.41,197.08,205.26,209.88,197.66,189.93,204.08,209.09,208.10,216.50,215.86,214.54,214.87,206.88,199.75,203.40,197.63,215.48,214.76,214.56,212.63,213.55,207.52,201.41,,,,,,,186.61,200.46,211.48,183.63,,,173.73,185.79,191.58,197.32,195.16,193.95,196.88,,,,,,,192.54,212.56,203.38
2007-01-03 22:12:49.248000,L5,254.77,267.65,272.17,265.08,268.84,271.32,271.88,261.83,268.35,269.71,269.42,273.58,281.38,282.05,294.34,283.29,289.73,286.30,279.96,275.84,264.94,261.94,262.67,262.16,275.70,269.97,265.26,264.59,261.65,264.71,264.09,271.78,272.81,267.19,268.96,268.17,272.10,268.83,264.66,259.82,253.12,256.08,250.36,259.89,262.49,273.73,279.66,260.29,258.01,267.47,275.39,275.43,278.53,274.49,269.20,269.41,263.74,282.06,266.97,264.52,262.08,267.57,268.77,264.31,261.74,262.66,255.29,257.12,261.44,267.53,260.20,260.38,252.09,264.84,259.49,269.19,257.72,236.61,243.34,254.21,256.21,254.96,255.31,256.04,278.31,279.95,280.47,279.98,279.84,283.31,270.73,279.71,268.65,279.55,292.13
2007-10-02 22:10:31.289000,L5,,,,,,,,,,,,,188.16,194.87,192.89,185.44,184.84,189.01,184.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-21 22:01:05.982000,L5,,,,,,,,,,,,181.26,187.09,194.46,192.79,183.60,185.60,192.14,176.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-24 22:02:55.057000,L5,,,,187.49,193.32,190.42,197.43,208.21,212.68,220.06,218.76,218.92,225.19,219.68,209.68,207.88,203.24,203.96,205.42,203.32,203.35,204.28,200.43,200.74,205.26,198.74,192.64,196.65,199.79,201.45,202.40,200.82,204.39,199.20,196.09,187.77,199.98,205.32,209.11,199.27,187.03,193.01,190.95,193.90,196.72,204.75,206.37,191.72,190.57,195.13,201.03,201.38,200.98,190.86,196.48,206.53,208.47,214.03,200.71,212.66,215.68,213.33,205.72,205.63,187.11,182.44,185.46,203.25,206.52,205.50,205.58,202.73,204.55,206.14,202.05,194.56,185.73,183.17,187.45,189.64,195.41,194.77,188.40,183.56,214.98,212.94,216.71,220.13,212.27,210.08,212.28,203.38,200.57,210.73,218.28
2010-10-10 22:07:36.102000,L5,183.74,196.64,192.50,197.41,191.33,184.49,188.90,189.21,196.51,201.34,203.85,215.37,222.72,224.81,224.01,214.31,217.49,222.37,209.25,196.12,200.25,196.30,195.46,195.01,197.13,193.30,193.73,189.73,195.39,206.98,209.49,216.72,208.89,208.76,201.29,195.74,195.42,197.94,203.98,216.15,201.82,191.71,177.38,,211.87,222.13,220.76,193.73,196.57,200.42,211.40,228.52,243.81,208.42,209.39,221.81,219.51,221.28,221.27,201.24,198.45,194.64,197.50,205.71,204.79,201.38,201.58,,,,,,184.24,188.80,191.39,221.69,,,196.35,191.29,191.81,190.11,185.47,190.67,225.63,221.66,219.30,236.26,228.00,224.13,220.79,216.13,217.03,200.82,201.52
2013-04-25 22:19:21.025000,L8,,,,,,,,,,,,,184.44,190.67,189.01,187.20,185.41,182.56,,,,204.00,201.08,196.99,192.82,186.16,,,,,,,,216.80,204.46,191.78,212.25,213.04,214.25,220.60,,,,,215.68,203.12,205.21,,,,,,,,,,,,,,,,,,224.44,192.53,,,,,,,,,185.39,222.40,,,,,,,,,,,,,,,,,,,
2013-08-31 22:19:38.558000,L8,,,,,,,,,,,200.35,192.70,210.74,199.57,186.47,183.46,186.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-02 22:19:28.820000,L8,184.88,196.20,197.05,199.51,201.11,210.87,210.82,217.89,215.51,205.49,206.15,214.93,201.14,206.59,205.62,199.43,187.52,198.72,199.21,194.88,186.56,191.22,192.43,192.56,191.35,186.03,179.49,183.23,179.27,194.24,200.10,210.57,209.59,209.64,206.30,195.86,192.81,190.12,195.99,191.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-03 22:19:20.378000,L8,182.32,192.10,197.09,182.56,187.19,197.73,205.78,206.23,202.21,203.88,206.00,206.26,210.72,214.15,218.57,217.97,219.78,218.24,209.93,203.63,199.62,204.25,197.64,197.62,195.00,194.49,200.28,204.45,204.74,207.36,202.16,202.24,205.23,198.11,202.07,,,191.69,208.03,204.99,188.38,196.39,198.01,190.74,210.25,212.26,213.09,190.56,205.42,189.62,213.15,199.10,,197.12,199.54,214.34,217.39,211.69,,231.31,226.31,212.45,201.93,212.69,190.13,189.11,186.32,198.90,196.13,,181.45,177.08,197.99,202.55,214.39,188.12,,,,,,,,183.67,232.55,212.85,203.62,,,,,,,,
2013-12-05 22:19:13.005000,L8,,,,179.12,188.74,200.19,190.40,199.23,206.23,215.28,210.43,205.67,205.89,213.71,215.46,208.89,210.58,214.76,209.25,210.65,211.45,207.17,207.64,204.27,194.42,199.70,194.12,192.28,195.91,192.51,205.55,215.75,208.81,209.03,204.69,208.73,209.72,210.58,192.86,190.13,193.62,192.62,184.69,186.02,198.11,210.36,213.88,198.95,204.06,201.30,202.23,202.25,203.36,213.56,211.88,206.43,200.53,212.04,211.05,204.59,208.75,210.62,213.20,210.88,185.47,182.73,186.61,185.81,188.55,181.94,,,179.51,184.32,194.14,205.73,191.86,,,,,183.91,185.67,192.46,212.93,209.22,203.10,203.43,207.01,208.59,208.55,208.00,205.79,192.22,195.39
2014-04-28 22:17:22.576000,L8,,,,,,,,,,,,181.83,186.53,189.62,191.02,184.74,187.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.14,281.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.46,,,,,,,,,,,
2014-05-14 22:17:08.923000,L8,,,,,,,,,,,,201.48,189.42,196.41,187.85,186.16,186.26,211.41,,,,,,,,,,,,,,,,,,,,,,,,,,,520.47,401.94,,,,,,,,,,,,,,,,,,,,,,,,,,452.79,456.47,556.13,431.59,,,,508.25,489.61,494.72,,,,,,,,,,,,,,
2014-05-30 22:17:11.184000,L8,339.46,488.38,406.83,421.11,417.93,,493.15,426.82,205.11,219.14,238.82,239.79,182.55,207.04,185.91,180.67,,,178.35,210.46,214.07,220.81,216.12,,,,179.37,204.00,199.28,203.37,209.00,211.11,210.38,208.58,209.31,210.20,215.72,,,,,,,,,,,,,,,208.27,213.66,189.47,215.84,194.31,196.52,197.47,,,,,,,,,,,,,,,,,,,,,,,,,,,182.31,196.05,215.34,,216.20,217.39,215.57,222.53,210.38,,
2015-01-25 22:17:32.812000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,525.58,472.50,,,474.92,472.88,484.34,470.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.97,306.81,252.62,,,,,
2015-02-26 22:17:23.009000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.86,,,,,,,,,508.30
2015-08-05 22:17:13.094000,L8,245.11,266.07,212.47,214.18,256.15,258.49,221.19,215.79,213.17,216.00,220.08,232.64,244.27,210.49,190.61,182.19,181.34,,179.92,233.48,232.07,211.32,212.40,211.18,214.19,223.84,216.17,215.14,213.48,229.13,217.67,219.99,222.17,223.14,227.56,221.25,225.22,197.03,183.80,191.73,,,,,,,,198.42,,,,,,,,,,,,,,,,210.92,191.70,,,,,,,,,,,,,,,193.68,199.69,202.88,205.57,207.27,,,,,,,,,,241.89,237.07
2015-12-11 22:17:42.627000,L8,,,,184.54,197.10,202.35,200.36,203.80,213.91,213.20,203.81,205.04,212.73,203.46,202.94,199.19,209.49,187.38,193.91,191.71,186.08,189.91,192.84,197.78,201.00,196.54,188.84,186.74,188.42,193.62,196.74,195.11,190.72,178.65,182.78,188.90,186.53,187.45,187.67,173.71,,,,,208.83,219.69,224.25,,,,,189.54,213.36,198.14,199.79,196.77,195.27,202.46,,,,,,,,,,,,,,,,181.57,198.25,213.28,184.22,,,,,511.63,543.04,510.46,181.46,,,,,357.82,355.13,364.70,368.96,,
2015-12-27 22:17:43.409000,L8,427.62,439.38,415.07,181.87,190.97,200.26,189.46,192.45,191.92,195.30,204.20,205.63,201.91,211.43,217.92,212.53,209.12,204.43,201.35,195.53,195.02,197.43,204.43,192.19,189.47,192.94,198.74,205.54,194.76,198.05,199.67,201.16,197.57,180.63,183.26,186.53,198.64,184.09,187.83,194.78,177.94,182.67,192.63,186.64,207.67,211.75,210.40,,,180.67,183.70,185.26,189.77,188.95,189.87,196.74,200.63,204.98,,,196.53,199.41,191.05,207.56,196.15,204.90,184.55,183.29,181.78,180.31,181.34,,,179.01,195.35,193.99,171.55,,,,,,,,191.94,203.29,183.01,,,,,,,205.32,212.52
2016-01-12 22:17:40.472000,L8,187.45,192.25,484.74,449.16,470.66,454.73,209.21,200.49,201.66,207.15,205.50,213.65,215.78,218.29,226.06,218.28,210.57,210.25,203.07,198.27,198.11,198.15,209.14,187.86,192.32,190.03,189.65,192.67,195.48,202.22,195.77,201.06,205.14,203.75,195.63,197.08,200.37,206.69,228.48,204.82,197.28,207.44,192.37,195.08,208.90,209.68,215.57,188.53,197.05,197.08,197.04,209.81,197.26,198.02,200.44,204.12,205.62,204.34,207.68,203.03,200.73,207.13,199.57,206.90,202.59,196.62,193.09,185.71,184.42,181.20,,,,202.92,214.20,205.05,186.93,187.97,188.70,189.79,185.16,180.33,180.27,179.39,211.02,219.02,211.59,203.06,200.44,202.27,203.37,211.85,211.14,203.44,190.28
2016-01-28 22:17:39.790000,L8,201.44,206.82,206.70,212.86,208.99,210.07,211.34,218.78,207.58,219.32,212.73,187.77,205.87,219.14,224.88,218.56,184.65,190.71,183.61,,,,,,,,,,,207.08,209.45,210.52,210.70,206.57,204.92,194.14,209.51,214.46,212.88,214.11,,,,199.17,219.03,211.83,218.43,203.62,206.75,211.86,213.63,208.88,211.56,219.11,223.54,221.48,219.75,229.74,212.96,215.42,178.46,188.99,219.35,514.75,202.71,199.11,175.93,202.69,209.34,193.94,189.66,175.81,184.72,203.29,210.20,212.77,192.21,177.86,187.28,183.86,,172.67,197.31,199.14,227.41,218.43,216.38,216.09,219.25,221.11,223.37,214.66,221.72,532.82,512.46
2017-09-11 22:17:42.311000,L8,375.57,261.68,215.48,214.05,201.24,209.73,207.65,214.79,221.92,230.55,234.45,268.35,253.70,287.33,269.27,238.85,231.35,238.28,249.17,348.43,303.41,317.69,237.81,224.85,214.89,,,,,,,,,,,,245.47,179.53,420.04,418.28,239.32,200.51,208.04,230.24,220.09,220.81,318.49,213.46,343.45,433.10,417.10,254.33,238.01,234.57,232.06,225.46,227.51,241.84,376.67,417.10,371.75,222.03,245.77,252.14,243.51,234.92,240.33,238.84,294.06,408.26,468.89,339.30,226.34,193.29,,319.43,256.47,226.74,,,,,200.43,200.03,249.61,221.23,225.94,242.60,244.96,187.04,258.69,240.33,252.87,,
2017-11-30 22:17:44.511000,L8,,,,,,,,,,,,183.11,187.09,189.59,186.62,182.63,184.24,185.38,184.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.26,311.11,340.85,326.95,212.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
