dates,satname,nzd0172-0000,nzd0172-0001,nzd0172-0002,nzd0172-0003,nzd0172-0004
1999-07-18 21:58:25.703000,L7,206.41,268.49,,,
1999-07-18 21:58:49.681000,L7,246.56,269.53,,,
1999-12-09 21:58:33.708000,L7,438.45,350.19,449.91,542.96,384.72
1999-12-09 21:58:57.676000,L7,483.71,497.01,454.25,546.34,
1999-12-25 21:58:52.197000,L7,325.00,306.78,281.46,227.43,246.89
2000-01-10 21:58:52.465000,L7,367.71,299.02,284.66,249.76,236.77
2000-02-27 21:58:40.521000,L7,378.38,286.32,295.17,,
2000-03-14 21:58:11.336000,L7,373.48,313.37,213.18,289.41,287.22
2000-03-14 21:58:35.291000,L7,372.21,312.62,211.66,245.24,223.03
2000-03-30 21:58:09.573000,L7,387.52,318.38,326.74,327.60,326.24
2000-03-30 21:58:33.541000,L7,386.98,317.29,319.09,317.92,304.45
2000-05-17 21:58:07.485000,L7,400.11,384.53,420.39,394.03,390.31
2000-07-20 21:56:59.837000,L7,258.34,274.70,,,247.02
2000-08-05 21:56:44.750000,L7,355.06,288.04,295.10,209.98,264.83
2000-08-05 21:57:08.715000,L7,354.38,288.08,296.67,211.07,264.94
2001-01-12 21:56:06.772000,L7,358.60,294.64,196.52,219.42,227.70
2001-01-12 21:56:30.696000,L7,358.45,297.32,198.28,220.64,229.22
2001-03-01 21:55:57.624000,L7,326.21,309.16,301.98,302.34,271.95
2001-03-01 21:56:21.596000,L7,368.22,307.85,299.39,298.79,277.32
2001-03-17 21:56:16.575000,L7,377.31,310.63,305.91,305.66,307.61
2001-05-20 21:55:29.073000,L7,251.06,265.65,,,
2001-05-20 21:55:53.025000,L7,249.06,263.79,,,
2001-06-21 21:55:05.323000,L7,375.13,276.41,256.70,194.32,256.76
2001-06-21 21:55:29.297000,L7,254.98,275.13,,,
2001-08-08 21:55:01.113000,L7,247.55,268.26,,,
2001-09-09 21:54:12.928000,L7,365.03,286.53,293.87,287.27,255.58
2001-09-09 21:54:36.880000,L7,365.00,284.67,243.17,,
2001-09-25 21:54:04.740000,L7,382.01,298.05,304.02,297.41,524.59
2001-09-25 21:54:28.694000,L7,384.58,299.22,306.14,299.00,470.52
2001-10-11 21:53:46.024000,L7,322.63,292.49,291.90,258.11,258.68
2001-10-11 21:54:09.862000,L7,316.55,314.27,320.75,300.38,311.17
2001-12-30 21:54:13.275000,L7,501.94,433.39,522.44,495.25,520.29
2001-12-30 21:54:37.254000,L7,496.80,376.01,451.36,476.89,414.40
2002-01-15 21:54:23.534000,L7,484.44,375.24,380.50,370.28,367.87
2002-01-31 21:54:26.647000,L7,385.27,295.44,296.33,,
