dates,satname,nzd0106-0000,nzd0106-0001,nzd0106-0002,nzd0106-0003,nzd0106-0004,nzd0106-0005,nzd0106-0006,nzd0106-0007,nzd0106-0008,nzd0106-0009,nzd0106-0010,nzd0106-0011,nzd0106-0012,nzd0106-0013,nzd0106-0014,nzd0106-0015,nzd0106-0016,nzd0106-0017,nzd0106-0018,nzd0106-0019,nzd0106-0020,nzd0106-0021,nzd0106-0022,nzd0106-0023,nzd0106-0024,nzd0106-0025,nzd0106-0026,nzd0106-0027,nzd0106-0028,nzd0106-0029,nzd0106-0030,nzd0106-0031,nzd0106-0032,nzd0106-0033,nzd0106-0034,nzd0106-0035,nzd0106-0036,nzd0106-0037,nzd0106-0038,nzd0106-0039,nzd0106-0040,nzd0106-0041,nzd0106-0042,nzd0106-0043,nzd0106-0044,nzd0106-0045,nzd0106-0046,nzd0106-0047,nzd0106-0048,nzd0106-0049,nzd0106-0050,nzd0106-0051,nzd0106-0052,nzd0106-0053,nzd0106-0054,nzd0106-0055,nzd0106-0056,nzd0106-0057,nzd0106-0058,nzd0106-0059,nzd0106-0060,nzd0106-0061,nzd0106-0062,nzd0106-0063,nzd0106-0064,nzd0106-0065,nzd0106-0066,nzd0106-0067,nzd0106-0068,nzd0106-0069,nzd0106-0070,nzd0106-0071,nzd0106-0072,nzd0106-0073,nzd0106-0074,nzd0106-0075,nzd0106-0076,nzd0106-0077,nzd0106-0078,nzd0106-0079,nzd0106-0080,nzd0106-0081,nzd0106-0082,nzd0106-0083,nzd0106-0084,nzd0106-0085,nzd0106-0086,nzd0106-0087,nzd0106-0088,nzd0106-0089,nzd0106-0090,nzd0106-0091,nzd0106-0092,nzd0106-0093,nzd0106-0094,nzd0106-0095,nzd0106-0096,nzd0106-0097,nzd0106-0098,nzd0106-0099,nzd0106-0100,nzd0106-0101,nzd0106-0102,nzd0106-0103,nzd0106-0104,nzd0106-0105,nzd0106-0106,nzd0106-0107,nzd0106-0108,nzd0106-0109,nzd0106-0110,nzd0106-0111,nzd0106-0112,nzd0106-0113,nzd0106-0114,nzd0106-0115,nzd0106-0116,nzd0106-0117,nzd0106-0118,nzd0106-0119,nzd0106-0120,nzd0106-0121,nzd0106-0122,nzd0106-0123,nzd0106-0124,nzd0106-0125
2002-09-19 21:59:35.083000,L7,430.42,436.08,406.75,452.30,467.89,281.77,300.19,304.85,304.21,297.14,299.47,303.24,288.38,311.06,310.80,311.92,313.39,316.96,316.80,314.03,320.62,315.12,314.84,314.59,312.55,311.64,311.34,317.63,317.87,317.15,316.36,322.72,321.59,317.99,313.94,319.79,315.93,315.80,316.56,311.12,316.35,312.83,313.53,313.12,317.56,312.84,313.86,307.22,315.42,317.78,314.02,314.31,313.10,312.37,310.89,309.51,309.01,309.13,307.16,308.89,303.35,305.07,305.92,304.80,302.13,309.96,311.64,313.49,311.71,313.41,313.68,310.23,304.99,310.19,305.62,305.24,310.24,307.15,299.18,292.51,296.99,300.74,296.94,296.52,298.72,303.24,308.18,310.06,305.28,302.92,301.07,295.24,286.94,306.69,306.00,305.99,305.19,306.66,294.75,292.97,292.68,295.53,297.86,298.30,294.97,294.55,298.34,297.00,290.79,299.70,294.99,296.87,296.90,307.24,309.76,311.05,309.22,307.03,307.87,304.88,304.32,301.45,296.98,305.39,305.20,301.36
2002-10-21 21:59:36.443000,L7,282.29,280.40,400.78,422.85,413.97,351.05,404.30,394.00,387.72,323.41,398.90,395.54,394.16,384.18,385.10,383.58,385.26,388.73,391.95,386.39,385.40,380.42,378.59,381.63,378.84,386.63,387.09,389.64,389.06,388.54,391.59,390.31,396.91,395.52,394.76,393.40,391.28,383.57,387.75,387.57,385.04,384.09,383.47,387.14,392.48,387.48,384.36,389.40,385.15,389.16,384.83,378.50,380.92,372.70,377.33,374.82,376.02,371.34,375.38,372.17,368.65,375.03,369.08,372.14,369.32,372.18,378.38,382.86,381.84,376.48,372.96,376.10,377.24,375.46,375.97,377.76,376.29,370.79,371.06,367.79,360.88,368.93,363.62,364.27,369.31,371.99,324.41,324.99,323.96,318.68,365.85,364.75,366.11,367.00,374.29,380.38,370.24,367.38,374.34,373.36,368.81,364.52,363.04,369.40,358.68,351.42,355.47,370.23,449.20,515.56,326.48,289.00,294.70,336.93,339.78,333.46,374.06,460.29,548.76,490.02,516.67,472.07,410.12,,,297.93
2002-11-06 21:59:41.879000,L7,285.75,,496.78,428.66,418.66,422.74,412.41,402.96,394.01,414.84,428.95,427.68,417.03,459.78,472.34,452.65,389.41,391.18,392.03,394.19,384.71,392.04,388.36,402.03,384.13,389.83,397.24,394.96,396.43,394.95,392.28,396.71,390.67,399.68,397.19,397.68,392.14,401.07,386.65,394.85,392.26,390.57,391.90,388.22,386.07,394.60,390.07,393.43,390.46,390.49,387.04,378.48,381.29,374.95,379.50,372.39,381.21,372.02,378.39,395.38,399.54,396.12,436.68,382.57,373.65,386.70,383.61,387.68,383.51,383.28,377.61,390.09,394.44,392.36,388.12,431.31,391.29,408.93,380.65,377.45,392.37,374.49,370.34,371.75,371.66,383.42,379.23,381.17,374.00,373.87,373.28,388.93,377.66,371.94,383.24,383.72,380.15,373.03,378.55,407.82,427.21,413.23,394.05,388.29,389.01,396.91,385.15,380.31,385.09,382.00,367.34,363.07,365.89,391.59,379.50,402.65,366.98,363.53,364.11,363.94,379.65,368.20,372.55,364.70,357.34,376.85
2002-12-24 22:00:09.147000,L7,,,518.25,389.59,435.93,409.91,403.04,380.04,513.59,528.80,505.62,424.06,411.94,405.61,401.50,387.74,387.28,387.11,387.17,384.00,384.01,378.31,292.04,282.11,,299.69,282.47,224.53,234.04,247.01,275.10,279.42,297.43,293.10,275.67,280.80,256.71,256.41,283.50,298.53,296.25,295.72,302.08,292.80,303.43,284.38,534.06,232.80,286.90,291.68,253.98,265.87,279.46,296.57,295.00,293.07,294.76,297.54,299.94,299.51,293.67,296.08,296.63,285.95,292.83,297.40,301.77,304.30,298.13,294.46,293.70,297.04,293.36,294.90,290.04,281.25,297.07,297.66,288.29,282.43,280.10,290.12,282.40,294.48,287.90,291.30,285.09,289.29,282.21,282.77,220.59,249.57,235.18,287.37,261.71,293.42,233.32,218.89,258.41,232.57,205.99,228.34,229.60,277.22,274.30,276.71,273.25,281.39,218.75,255.46,280.09,273.33,282.94,284.73,240.69,236.78,234.55,241.08,264.45,267.82,284.02,285.16,272.15,279.63,270.17,248.88
2003-01-25 22:00:18.779000,L7,372.51,270.43,301.76,342.22,432.13,414.23,402.94,440.59,422.60,417.91,433.28,422.27,428.49,431.95,452.61,449.93,436.65,443.83,437.51,424.94,418.36,428.02,427.66,413.80,416.11,424.84,417.69,422.36,415.07,376.43,370.72,384.14,407.25,419.09,423.80,428.50,420.42,433.35,417.96,465.57,425.65,434.58,427.42,422.81,436.62,420.85,417.42,412.36,374.19,361.50,367.90,386.38,418.37,420.16,420.74,426.83,411.56,412.24,409.64,403.31,406.98,409.47,402.00,406.03,406.60,433.20,420.69,429.55,419.56,413.77,425.38,424.59,420.92,410.45,409.69,393.95,397.12,400.39,410.37,402.03,399.69,408.16,402.86,405.29,411.49,412.89,422.30,432.31,437.68,393.42,389.05,419.06,422.91,439.28,446.23,438.97,428.95,429.65,423.77,420.13,416.56,408.66,511.16,529.24,414.76,424.80,417.22,418.28,424.39,412.48,402.31,404.12,404.85,406.55,399.90,397.22,414.47,405.86,393.47,389.92,394.94,388.48,395.27,391.74,387.76,373.90
2003-03-30 22:00:31.029000,L7,233.58,215.64,394.43,404.40,407.32,405.14,404.96,392.74,398.68,333.32,381.37,389.43,391.25,386.71,337.21,384.06,338.30,387.51,390.88,339.06,384.84,380.85,373.71,381.40,376.57,385.27,388.12,394.69,384.76,392.54,387.37,382.70,345.03,479.11,494.88,508.29,471.89,387.26,345.47,340.54,389.88,386.58,393.14,340.71,382.94,384.98,385.76,492.14,491.52,468.46,458.27,373.84,445.74,458.41,462.35,453.05,373.53,366.22,373.59,374.43,379.08,374.26,366.51,325.43,375.47,381.28,379.46,392.72,384.19,371.22,461.06,415.31,432.39,439.67,200.80,207.61,218.86,243.19,354.74,293.95,246.74,,251.84,251.85,323.61,379.69,375.29,376.50,374.36,368.01,363.09,375.63,386.21,393.94,370.62,391.58,375.09,369.30,372.28,287.39,285.10,287.28,291.06,293.14,293.27,291.25,292.13,292.82,282.16,293.64,293.33,290.03,298.71,296.45,302.66,299.90,298.70,297.28,300.09,296.58,305.07,295.10,295.22,300.81,315.30,174.01
2003-08-13 21:48:45.123000,L5,,329.64,327.97,366.11,352.36,355.38,361.38,354.01,350.99,351.26,350.66,347.25,353.45,355.78,362.77,359.37,361.47,362.43,360.13,353.79,351.19,358.50,355.49,347.13,353.73,362.47,358.24,360.84,362.79,367.33,355.08,364.62,358.02,358.60,356.96,360.34,362.85,366.75,364.71,362.42,359.79,359.22,363.96,357.19,359.04,356.23,361.64,361.74,362.71,366.63,360.16,361.05,358.21,359.22,356.08,344.64,347.63,345.86,344.07,351.68,347.95,346.80,344.98,345.20,351.05,352.89,358.73,359.02,351.32,346.82,349.84,350.39,345.05,338.33,342.24,348.10,351.81,350.24,342.36,342.35,338.77,337.77,342.74,341.73,341.71,345.18,342.77,349.01,349.42,339.55,342.74,340.68,344.23,351.62,347.91,343.56,341.97,343.12,342.55,335.07,332.93,333.82,337.89,343.61,345.87,345.49,337.80,344.19,336.17,329.03,328.90,328.61,331.43,334.97,341.34,339.46,338.67,340.16,340.21,340.11,341.61,342.51,340.51,336.90,333.14,325.53
2003-09-14 21:49:18.766000,L5,,,,,,,296.33,324.34,335.07,322.82,325.41,328.72,318.41,340.90,341.28,322.94,322.10,321.81,324.61,318.72,337.19,341.21,332.92,331.10,330.16,334.43,333.54,328.70,341.47,335.35,347.89,342.17,344.52,341.09,330.05,336.35,333.20,338.48,332.62,331.35,331.65,338.93,340.83,335.66,345.37,340.50,327.13,326.41,332.05,334.92,330.38,331.21,327.44,332.57,335.02,331.39,325.92,331.21,326.83,330.79,327.57,332.31,318.22,320.60,320.30,322.77,338.51,332.79,337.99,331.71,327.43,326.92,331.71,323.77,318.01,309.61,312.79,316.97,316.04,316.65,306.42,318.26,317.96,309.65,310.60,289.61,296.68,290.66,307.39,314.90,311.05,307.89,297.98,318.19,322.55,321.83,326.53,317.80,318.71,303.86,304.53,285.36,305.86,306.55,306.99,306.39,309.60,314.47,312.93,297.69,318.09,305.66,307.94,310.01,313.01,312.27,305.29,299.70,309.46,303.30,312.81,316.74,310.99,311.64,318.88,302.37
2003-09-30 21:49:30.432000,L5,,,,,,,302.26,321.95,324.52,311.16,332.28,267.45,266.70,337.83,338.23,342.50,333.02,332.43,337.98,330.88,328.14,344.11,339.45,346.33,338.48,338.23,343.64,,,304.81,333.48,341.14,317.17,328.30,328.79,276.62,422.75,343.25,340.39,338.58,331.72,327.66,328.51,329.31,331.51,326.85,316.18,334.11,339.91,339.75,335.06,332.47,327.84,323.39,322.12,323.76,320.83,324.18,320.08,325.56,332.57,327.41,246.54,,,,,,,,,317.74,335.94,323.60,315.29,328.57,325.55,322.56,319.66,304.47,294.84,304.74,305.33,303.35,304.82,309.99,317.48,317.33,321.59,313.83,311.64,313.70,282.48,307.84,313.60,308.85,310.34,296.42,288.34,275.92,256.68,,178.24,206.22,235.27,287.39,290.36,302.15,298.81,286.69,303.49,299.14,299.79,310.73,320.23,312.94,306.35,296.92,308.44,309.56,305.94,303.58,302.16,306.56,304.43,295.41
2003-11-17 21:50:09.452000,L5,,,,,,,315.87,325.91,343.84,338.86,347.97,337.94,327.60,356.09,325.65,324.17,334.73,331.53,332.79,331.10,349.70,349.20,353.44,346.67,346.77,350.35,323.96,325.71,327.74,327.45,331.25,329.90,348.16,352.64,347.72,353.23,355.14,350.92,337.64,325.18,324.07,324.54,327.66,327.85,334.26,352.42,329.87,345.83,352.60,347.83,350.79,325.50,320.51,316.42,320.81,322.62,318.06,337.04,339.86,342.04,344.09,340.75,336.16,334.36,315.15,314.21,323.99,322.36,319.44,318.96,330.25,335.64,337.19,333.05,335.39,335.57,319.23,308.87,308.72,307.92,294.36,303.53,302.20,318.65,322.34,327.70,332.86,331.07,330.83,328.45,295.22,299.44,284.29,305.99,313.13,308.00,310.19,321.74,323.76,321.86,312.88,303.97,319.06,307.75,301.15,302.63,300.82,301.50,302.39,297.87,305.93,315.41,314.54,324.25,329.78,323.80,316.20,307.55,301.67,298.37,304.56,306.13,301.78,304.20,307.80,316.73
2003-12-03 21:50:19.675000,L5,,,,,,288.18,320.64,341.77,343.06,336.73,345.80,332.35,327.66,334.96,325.22,333.77,329.06,330.65,338.46,339.67,347.94,351.09,347.00,345.89,353.08,337.80,328.19,322.91,331.82,329.32,333.93,334.54,349.16,350.67,344.96,357.35,350.36,348.50,331.29,326.21,325.61,333.26,328.42,330.26,349.04,353.33,340.07,345.36,347.02,346.93,331.24,324.25,322.27,323.52,322.79,319.43,324.14,338.24,334.01,340.54,343.85,335.75,336.50,306.59,315.13,322.42,326.59,325.18,322.44,334.23,334.87,339.60,340.16,334.78,336.49,333.50,310.80,308.83,310.97,310.23,300.41,309.49,315.40,317.24,323.08,327.72,327.14,329.01,331.92,306.62,304.74,307.40,287.62,311.41,314.91,313.83,326.76,325.19,326.83,318.65,316.81,302.61,319.80,301.26,303.79,306.77,307.62,306.00,305.05,303.24,322.07,318.64,320.78,328.75,330.28,324.34,321.61,280.70,305.26,303.85,307.59,309.31,301.65,305.15,326.64,322.18
2004-07-30 21:54:28.143000,L5,,,,,,311.29,329.73,343.79,337.36,330.77,341.56,340.80,328.49,341.57,336.60,342.44,335.23,338.51,351.41,341.53,347.59,344.20,345.23,339.99,336.93,338.53,336.62,334.34,334.92,348.12,352.26,344.71,348.72,353.48,341.13,347.20,339.60,345.18,332.66,336.48,334.16,342.86,347.67,336.44,347.24,347.53,328.91,337.94,333.31,342.08,337.34,335.06,330.11,325.32,333.95,337.24,340.04,337.07,331.88,337.84,337.01,324.58,331.94,320.83,331.07,330.78,329.70,338.65,339.01,343.53,333.38,336.19,341.23,326.34,330.97,328.74,325.16,329.58,319.69,318.07,301.19,321.65,324.94,313.88,315.95,321.50,322.31,323.57,320.66,314.38,316.57,313.13,293.97,324.30,324.80,334.25,326.46,323.85,322.59,314.56,314.42,288.82,311.48,313.81,318.94,320.07,313.57,316.61,316.83,300.86,317.78,310.84,314.63,315.09,314.52,316.14,305.55,306.84,316.40,308.57,311.84,319.77,311.96,319.78,315.06,304.75
2004-09-16 21:55:41.721000,L5,,,,,,,315.62,333.70,331.79,322.45,332.13,326.34,306.77,332.90,336.52,327.49,335.41,332.86,334.84,337.54,339.74,337.06,339.24,336.87,335.04,328.89,322.85,325.68,331.96,329.37,333.81,344.11,338.79,342.20,340.54,342.50,342.04,335.68,328.01,329.36,323.42,325.09,330.45,331.97,334.44,338.03,322.46,330.32,336.02,339.62,326.09,327.13,322.23,319.62,320.97,321.53,325.17,323.39,328.43,330.26,331.19,328.01,321.67,312.88,317.66,320.11,325.27,327.74,315.47,320.85,312.73,308.30,326.22,327.34,336.55,322.60,341.15,317.67,325.82,321.80,293.63,282.87,310.86,311.80,316.66,306.14,,,,,,,,,313.73,312.59,299.78,302.94,290.83,292.22,298.18,282.97,297.19,302.09,301.84,306.11,304.84,304.91,306.09,293.91,311.35,305.34,302.41,306.31,310.92,305.64,250.12,377.85,310.14,303.54,287.21,268.91,298.22,304.07,300.72,
2004-10-18 21:56:23.891000,L5,,360.53,352.88,372.24,340.91,364.33,374.58,377.33,370.94,365.46,370.78,375.24,372.28,377.93,378.57,369.06,375.92,369.31,366.08,371.49,366.07,359.16,367.42,379.25,374.34,376.06,380.65,370.45,384.76,361.39,367.53,368.80,366.01,373.83,376.81,379.16,385.05,387.61,379.90,383.96,372.62,364.96,366.82,372.44,363.76,368.11,367.27,374.87,380.76,385.11,374.74,376.80,380.92,368.89,361.08,363.55,357.16,362.56,350.75,357.31,382.05,377.31,368.56,361.60,368.85,371.73,365.02,367.32,366.63,357.51,362.62,360.84,356.89,363.77,367.71,365.21,363.04,363.84,360.94,343.13,346.68,350.26,342.27,344.94,339.61,344.18,360.60,364.86,365.53,360.37,363.25,364.03,355.40,346.86,357.77,358.08,351.67,348.12,342.08,348.91,351.55,350.95,351.86,353.28,356.98,362.45,360.48,351.93,352.36,357.58,354.95,341.19,341.60,353.96,362.00,367.57,366.46,355.97,353.55,353.69,361.19,339.98,340.15,343.20,345.71,332.86
2004-11-03 21:56:42.977000,L5,211.44,376.25,359.32,384.53,355.87,368.87,384.33,381.70,381.70,371.86,376.47,382.66,392.08,391.10,392.95,385.41,390.43,394.50,377.40,383.25,382.91,381.99,385.79,386.93,387.97,391.80,378.54,389.54,394.31,384.56,384.59,392.83,385.92,388.72,389.95,393.45,407.87,407.06,396.69,396.44,386.73,386.32,380.13,386.70,380.96,383.81,390.09,386.31,395.42,400.89,395.55,397.65,397.23,389.14,395.47,373.39,368.15,375.21,372.14,366.56,373.76,391.01,393.18,383.81,395.99,383.79,387.17,377.33,365.73,365.81,365.83,362.39,368.48,368.77,382.90,380.09,381.52,379.44,373.06,372.55,356.50,352.58,358.16,354.21,356.75,355.66,367.04,375.97,375.65,373.03,369.19,367.01,366.04,371.56,360.19,359.34,361.93,357.93,351.82,353.84,354.84,362.77,361.24,366.89,370.71,361.59,360.72,362.25,349.57,349.75,348.59,345.49,351.17,355.39,359.01,370.48,368.75,364.83,369.48,363.78,359.69,360.52,353.46,355.49,344.15,335.47
2004-11-19 21:56:55.269000,L5,,,,,,,210.55,307.81,315.58,292.25,,,,,,334.91,341.48,344.21,349.80,341.26,316.12,317.18,324.43,333.48,335.56,328.10,309.99,,,,,,,,,,,172.46,311.64,329.66,343.72,349.26,346.92,348.57,349.74,326.08,316.23,317.81,326.69,330.29,325.66,332.77,329.54,323.84,325.21,334.74,341.75,340.03,318.40,321.52,318.56,318.92,309.79,308.44,337.43,343.72,345.38,343.72,339.64,335.56,327.01,331.75,334.92,308.75,301.32,293.52,295.19,316.15,307.33,315.80,315.31,328.87,323.82,310.51,305.78,305.81,314.09,314.96,307.61,303.09,310.87,321.18,301.60,329.53,336.37,322.54,324.09,307.74,300.74,294.94,294.03,277.36,290.24,298.84,,,,,,,,,,,,,,238.47,289.63,308.88,313.52,320.66,317.33,313.92,313.36,290.34
2005-02-07 21:58:15.209000,L5,,,,,297.95,343.33,358.77,362.63,361.20,351.24,348.98,327.49,318.20,344.86,335.36,331.99,344.73,359.36,369.86,358.69,362.59,357.94,351.83,339.95,339.45,352.42,338.76,334.23,341.52,351.43,362.57,366.75,373.45,368.24,357.54,337.15,347.25,347.14,346.93,337.41,348.72,369.22,361.37,363.21,367.51,366.65,356.75,359.75,334.12,347.04,338.06,340.00,336.36,343.26,353.95,351.59,352.82,357.87,353.81,353.54,338.78,337.13,345.17,334.97,339.22,356.72,361.61,370.51,401.35,381.45,359.29,351.02,344.98,325.37,323.50,319.86,319.26,327.48,325.79,330.01,352.36,349.18,362.32,431.09,457.54,385.53,368.27,342.23,354.30,378.68,403.30,371.99,342.88,339.95,343.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-23 21:58:31.621000,L5,,,270.52,256.10,375.35,392.27,401.22,406.55,397.24,395.20,387.21,385.87,384.80,386.92,384.93,381.22,385.62,388.45,390.97,391.77,391.09,394.26,381.37,382.98,385.58,386.15,381.80,385.69,381.75,395.72,394.85,397.87,392.45,387.19,393.87,387.18,391.46,392.37,387.76,389.92,386.63,390.70,395.97,401.03,404.56,400.53,395.39,389.65,388.80,393.05,380.54,381.53,381.84,378.27,382.49,379.43,382.23,385.21,379.50,382.08,378.45,377.89,375.64,372.46,376.50,372.07,384.64,388.26,390.80,380.71,378.65,385.71,381.23,374.83,377.27,379.70,377.28,370.09,364.15,369.37,365.62,366.92,366.83,362.13,367.75,375.51,374.32,378.64,379.87,379.65,379.38,376.48,369.01,381.79,397.14,390.21,388.10,378.49,378.00,360.26,360.81,361.70,362.13,365.66,365.80,368.93,368.61,378.15,367.67,372.84,371.57,371.85,367.74,379.01,377.73,370.41,363.78,364.46,361.46,361.98,359.92,368.32,373.05,372.40,368.62,370.84
2005-03-11 21:58:44.158000,L5,,,,,,293.17,326.29,332.64,331.80,317.67,327.02,319.70,295.25,341.62,330.76,331.30,327.63,333.29,341.39,327.77,339.50,330.92,336.55,333.86,333.01,334.15,325.61,324.61,330.85,335.34,330.86,340.28,330.84,338.01,335.50,335.86,338.24,336.16,323.90,325.54,327.11,333.06,331.63,330.80,333.54,336.21,321.72,324.60,334.73,336.34,330.84,323.10,323.05,327.25,322.53,326.48,319.13,323.19,328.12,324.13,327.45,333.87,321.75,318.78,318.01,324.32,328.80,333.50,326.40,321.71,324.56,320.87,318.00,321.43,318.84,318.31,315.43,318.89,312.04,306.79,297.15,307.36,276.44,273.91,286.40,302.98,317.72,317.82,314.28,314.37,300.92,299.55,281.24,305.81,317.81,306.53,308.15,306.00,308.73,307.09,292.83,267.61,308.19,305.43,306.91,289.05,284.34,285.98,254.42,194.51,,,,,243.44,285.02,252.64,275.44,299.48,300.45,301.09,305.97,299.41,305.71,302.04,301.20
2005-03-27 21:58:51.619000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.38,250.13,306.34,329.28,318.26,326.90,327.69,331.55,313.30,330.30,343.33,338.80,333.89,330.09,333.90,341.17,344.20,341.04,338.24,333.66,331.41,322.97,328.45,323.96,323.57,311.42,315.07,336.57,343.30,341.74,335.46,335.27,332.64,327.26,323.73,316.80,313.64,314.86,318.97,322.29,331.82,326.82,314.27,328.12,329.69,317.50,321.40,312.31,319.01,319.23,323.39,311.29,309.86,318.14,315.49,324.05,332.95,335.83,325.09,327.00,318.83,316.61,306.90,302.50,314.42,314.78,312.57,326.05,327.69,322.53,325.92,324.31,328.59,323.70,321.43,324.07,325.79,322.18,317.64,313.30,313.42,317.48,326.35,326.02,322.77,326.48,324.85,318.41
2005-04-12 21:58:55.193000,L5,,,,,,313.01,340.43,346.92,331.66,327.75,332.76,320.99,193.39,313.30,315.26,337.81,343.05,344.16,351.70,340.75,335.82,340.21,312.92,336.37,336.82,334.97,335.21,341.16,339.81,348.16,345.42,348.94,342.98,334.71,338.92,343.48,339.53,340.17,333.51,340.91,332.88,342.90,344.37,340.59,343.19,337.66,325.56,337.14,340.86,341.46,336.97,335.44,332.79,337.72,335.97,336.66,333.50,328.99,314.15,302.52,291.25,314.55,316.02,299.75,312.12,314.98,323.59,316.71,296.21,302.05,321.93,328.64,332.86,325.81,319.02,242.73,,,,,,255.20,317.89,308.11,310.72,314.56,318.85,320.66,316.07,312.35,316.62,315.45,271.86,267.40,273.16,309.59,322.25,315.67,315.69,302.27,306.14,287.96,309.63,308.65,311.53,318.07,315.39,314.91,315.38,293.78,317.92,302.52,308.08,318.03,314.40,313.94,265.76,298.01,307.15,310.28,314.71,319.46,309.24,311.30,313.89,298.87
2005-05-30 21:59:15.499000,L5,,,,,308.01,338.15,347.07,348.87,345.15,334.86,338.71,334.97,324.62,345.82,348.87,340.17,351.55,348.84,355.14,348.89,343.48,348.08,347.49,344.44,344.66,341.11,344.12,348.05,349.46,350.11,357.05,358.34,352.03,354.86,345.97,355.38,350.07,353.16,351.25,342.79,341.95,350.43,347.20,349.89,350.23,348.58,335.83,341.60,339.97,343.72,347.11,341.24,347.08,351.46,339.44,341.38,333.78,338.23,332.31,339.23,341.26,335.70,335.20,330.64,338.35,345.08,340.40,349.69,341.30,337.05,333.84,340.41,344.73,336.91,339.80,332.92,337.15,331.57,330.70,325.47,314.12,324.99,321.86,322.45,319.05,328.69,332.87,330.34,330.79,329.90,318.66,325.00,312.98,327.08,332.88,334.01,325.59,323.56,320.77,321.04,315.64,305.74,318.33,319.61,320.16,323.25,321.54,319.94,317.26,310.53,324.45,320.60,315.77,326.25,329.71,333.13,320.25,313.72,321.55,316.83,317.38,320.88,314.98,317.50,318.02,314.57
2005-07-17 21:59:35.576000,L5,,,,,294.37,339.90,346.56,351.71,354.72,337.07,346.80,340.68,331.89,345.50,341.72,335.84,341.90,351.17,352.51,351.02,352.87,348.18,349.56,336.96,337.97,338.31,335.81,331.43,335.63,353.58,360.15,358.15,355.18,354.36,354.38,338.27,351.58,340.56,341.52,344.15,332.25,346.66,347.89,351.21,351.31,351.19,336.75,339.79,342.53,337.57,341.13,336.92,329.35,337.27,340.36,351.33,337.59,341.05,342.37,342.68,337.63,331.87,331.41,321.20,326.33,333.30,342.67,355.50,342.70,343.33,345.39,342.42,340.98,334.98,334.66,332.14,332.73,335.58,324.79,326.74,313.57,327.73,328.13,329.37,327.44,326.78,339.46,342.58,337.02,334.18,325.30,322.29,305.65,331.15,338.66,331.20,332.28,338.68,330.16,327.15,305.29,304.15,319.07,316.47,315.48,320.32,311.17,311.49,326.08,315.31,323.73,327.98,322.21,327.78,326.73,318.81,317.72,305.30,318.53,313.59,316.35,316.65,320.92,325.28,318.90,317.02
2005-11-22 22:00:23.113000,L5,,,,,,,,,,,,,,,,,,,,,,,320.05,318.26,299.57,303.09,272.83,302.55,319.75,319.95,323.84,,,,,,,,,,325.62,325.41,320.98,340.28,346.07,351.25,329.19,341.43,345.47,328.66,324.30,328.18,325.43,337.18,348.16,340.44,330.89,329.21,275.52,272.70,,,,,,,,,,,,,,,,223.75,288.33,303.63,299.17,295.61,294.31,313.61,325.14,318.10,318.85,326.08,325.86,327.52,314.13,306.26,307.85,288.29,269.01,306.02,311.99,304.03,301.06,313.12,308.03,320.65,238.57,278.42,303.88,298.56,,,,,,,,,,,,,,,,,,,,,,
2006-05-17 22:03:57.969000,L5,,358.43,339.41,335.41,360.80,362.37,378.86,385.01,386.33,386.29,381.47,384.23,379.17,380.42,378.44,377.40,371.09,381.93,376.54,379.28,378.01,377.93,379.31,377.61,375.41,379.01,374.35,376.14,374.19,384.60,376.99,383.94,386.47,379.33,389.98,380.04,383.87,381.34,377.86,376.48,375.95,378.08,375.89,372.78,379.90,377.59,379.69,375.93,373.35,379.60,375.98,370.10,368.18,370.82,366.39,370.48,369.31,368.50,364.75,371.15,370.35,370.19,366.33,363.27,360.07,368.18,374.30,375.23,376.81,374.13,371.03,371.89,369.68,367.87,369.78,367.11,361.92,360.57,357.53,360.80,351.18,354.51,357.80,354.65,355.81,359.95,367.90,368.44,366.84,365.29,365.63,358.61,360.00,364.18,365.41,364.17,367.76,362.92,358.98,357.89,354.38,350.00,352.31,355.31,362.01,355.38,357.84,360.97,360.78,356.97,352.39,351.80,358.11,363.12,368.87,364.88,362.81,356.78,359.67,359.72,352.99,353.07,355.73,355.07,352.36,353.51
2006-07-04 22:04:41.660000,L5,,,,,,,,301.33,308.16,283.35,297.61,,,314.17,317.97,301.39,312.04,318.25,314.91,308.08,301.75,303.58,306.75,307.57,304.78,300.06,297.19,288.95,310.14,295.37,287.56,308.59,303.75,297.17,283.18,300.33,307.66,293.77,295.80,291.15,284.48,302.18,306.92,297.11,310.28,313.39,277.77,282.50,295.36,,,234.33,263.96,269.31,281.39,294.16,295.00,296.70,302.10,304.73,301.82,303.54,297.89,277.17,291.53,294.42,300.94,292.31,254.31,267.05,264.36,273.39,276.50,267.58,251.29,219.67,,,,,,166.52,217.46,235.62,232.58,252.14,265.92,252.34,218.07,205.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
