dates,satname,nzd0305-0000,nzd0305-0001,nzd0305-0002,nzd0305-0003,nzd0305-0004,nzd0305-0005,nzd0305-0006,nzd0305-0007,nzd0305-0008,nzd0305-0009,nzd0305-0010,nzd0305-0011,nzd0305-0012,nzd0305-0013,nzd0305-0014,nzd0305-0015,nzd0305-0016,nzd0305-0017,nzd0305-0018,nzd0305-0019,nzd0305-0020,nzd0305-0021,nzd0305-0022,nzd0305-0023,nzd0305-0024,nzd0305-0025,nzd0305-0026,nzd0305-0027,nzd0305-0028,nzd0305-0029,nzd0305-0030,nzd0305-0032,nzd0305-0033,nzd0305-0031,nzd0305-0034,nzd0305-0035,nzd0305-0036,nzd0305-0037
1999-08-05 21:47:23.016000,L7,350.65,332.01,326.75,322.32,321.31,326.21,323.70,331.77,321.62,375.33,367.59,391.98,349.64,351.39,339.60,330.07,342.05,343.36,312.23,329.40,528.56,502.97,494.53,516.67,354.56,482.63,518.60,530.60,504.69,296.30,335.82,281.11,253.06,,,,,
1999-08-21 21:47:20.968000,L7,348.49,336.87,310.57,319.58,320.39,322.36,314.73,308.58,320.91,340.46,351.03,365.06,337.30,332.68,199.16,314.93,336.90,337.52,336.65,340.87,348.17,348.35,354.54,366.64,365.32,350.07,461.04,183.90,291.86,329.33,346.09,313.63,362.94,246.26,342.93,341.35,211.49,254.71
1999-08-28 21:53:35.950000,L7,362.75,516.58,516.78,505.41,435.92,329.61,327.70,323.71,334.84,352.81,369.28,375.96,356.44,348.04,341.35,330.35,351.76,345.35,349.08,357.01,355.15,360.22,361.23,373.34,372.52,365.39,353.14,347.95,331.21,328.00,333.78,354.16,366.29,350.81,344.60,340.37,337.41,345.66
1999-09-22 21:47:24.746000,L7,362.99,352.75,343.06,334.99,329.96,329.70,332.81,332.16,331.82,349.09,390.49,372.50,361.34,341.26,363.84,347.78,362.58,378.94,346.21,342.15,357.09,362.03,364.24,375.38,376.93,364.68,357.95,366.74,352.78,353.54,358.09,367.93,373.72,375.30,357.95,359.76,397.60,422.26
1999-09-29 21:53:40.155000,L7,358.54,354.04,342.89,354.36,353.83,348.83,336.62,333.06,322.50,344.36,363.09,381.78,356.60,351.90,363.49,349.66,334.39,377.69,351.67,361.63,354.22,358.52,369.63,379.33,369.75,370.38,352.97,354.17,354.99,346.20,421.21,415.39,390.75,401.58,357.90,378.50,205.16,407.14
1999-10-24 21:47:20.173000,L7,366.17,359.93,344.83,332.93,346.04,354.82,328.26,315.45,321.10,361.83,389.13,385.69,354.04,350.86,358.52,348.32,353.96,350.18,395.79,396.98,359.33,363.54,376.89,408.67,379.55,361.86,350.28,366.68,365.68,356.61,367.55,407.41,379.24,395.31,371.50,361.21,351.95,390.31
1999-11-16 21:53:32.114000,L7,481.25,372.16,367.46,351.11,396.79,364.15,438.00,438.56,366.12,370.66,386.78,380.19,386.03,426.31,370.29,362.76,370.69,394.16,427.19,426.75,502.13,471.53,463.19,505.14,519.30,427.41,430.53,430.39,435.62,459.41,,499.74,500.40,498.45,484.05,473.92,,
2000-01-12 21:47:18.340000,L7,355.03,342.69,325.22,320.72,322.83,332.81,326.78,327.77,325.21,341.80,360.81,360.44,338.93,343.10,334.19,330.68,331.88,301.48,324.61,341.16,350.13,356.03,361.51,362.74,359.49,349.79,347.74,346.65,345.04,342.80,345.54,358.07,358.30,349.62,339.45,338.37,342.45,356.75
2000-01-19 21:53:25.812000,L7,366.92,352.22,339.69,331.78,391.39,369.24,393.80,378.71,418.00,398.90,394.19,408.91,419.20,411.53,403.91,388.45,409.69,405.55,401.30,394.57,390.08,448.91,426.61,424.71,377.14,277.41,315.74,314.06,391.47,315.44,328.30,314.30,177.18,325.29,183.53,233.44,223.16,242.82
2000-05-03 21:46:43.127000,L7,362.21,349.91,340.51,337.70,333.43,337.27,338.89,348.29,354.38,370.94,382.58,360.78,356.65,340.23,343.53,328.79,343.33,342.05,335.97,330.85,353.56,365.32,373.36,375.38,377.35,365.94,366.02,353.38,349.93,348.95,357.62,387.82,371.27,361.34,344.28,336.01,199.10,235.00
2000-05-19 21:46:31.829000,L7,353.50,344.33,322.06,327.81,325.90,330.46,328.07,331.67,337.73,358.45,383.26,369.50,339.69,343.87,342.63,342.02,333.98,338.05,347.29,350.13,356.71,366.08,369.42,373.42,370.53,362.29,364.70,363.35,350.67,347.61,360.65,372.43,371.08,349.16,343.52,347.36,344.63,362.71
2000-05-26 21:52:36.566000,L7,338.36,322.68,289.64,294.93,291.89,323.48,303.32,294.37,281.46,322.44,360.66,338.72,299.80,295.84,197.85,297.23,312.67,321.46,295.05,337.00,337.43,350.14,360.52,366.02,360.49,348.34,280.73,,293.63,303.08,256.01,353.54,352.27,,341.45,336.65,340.93,
2000-07-13 21:52:07.753000,L7,335.41,320.94,286.78,304.43,306.04,311.56,304.55,300.58,291.97,335.86,356.19,348.52,321.95,321.80,333.37,298.67,311.16,323.10,290.93,332.88,337.35,340.60,349.80,359.81,353.93,340.19,336.68,160.84,292.54,319.14,316.26,350.49,348.60,341.52,328.53,298.25,217.25,338.71
2000-07-29 21:51:50.349000,L7,360.80,351.28,350.49,340.52,334.27,351.05,340.23,342.70,331.23,370.54,384.81,377.93,361.29,347.03,355.63,351.41,484.05,485.21,474.84,365.08,363.47,374.73,377.36,376.51,371.22,369.49,358.71,357.22,353.67,358.06,354.68,378.40,377.21,372.04,357.04,358.44,349.41,363.41
