dates,satname,nzd0495-0000,nzd0495-0001,nzd0495-0002,nzd0495-0003,nzd0495-0004,nzd0495-0005,nzd0495-0006,nzd0495-0007,nzd0495-0010,nzd0495-0011,nzd0495-0012,nzd0495-0013,nzd0495-0014,nzd0495-0019,nzd0495-0020,nzd0495-0021,nzd0495-0022,nzd0495-0023,nzd0495-0024,nzd0495-0025,nzd0495-0026,nzd0495-0027,nzd0495-0028,nzd0495-0029,nzd0495-0030,nzd0495-0031,nzd0495-0032,nzd0495-0033,nzd0495-0034,nzd0495-0035,nzd0495-0036,nzd0495-0037,nzd0495-0038,nzd0495-0039,nzd0495-0046,nzd0495-0047,nzd0495-0048,nzd0495-0049,nzd0495-0009,nzd0495-0015,nzd0495-0016,nzd0495-0017,nzd0495-0018,nzd0495-0040,nzd0495-0041,nzd0495-0042,nzd0495-0043,nzd0495-0050,nzd0495-0051,nzd0495-0052,nzd0495-0053,nzd0495-0054,nzd0495-0055,nzd0495-0056,nzd0495-0057,nzd0495-0058,nzd0495-0059,nzd0495-0044,nzd0495-0060,nzd0495-0061,nzd0495-0045,nzd0495-0008
1999-08-26 22:07:32.686000,L7,190.12,226.38,212.73,220.17,208.01,179.83,293.03,232.05,293.37,277.78,281.22,279.24,273.85,226.52,299.16,298.05,257.84,299.59,248.08,299.48,280.97,247.61,303.72,229.31,305.15,297.30,294.05,294.92,299.18,291.51,293.35,300.14,299.20,259.18,298.17,299.18,291.12,241.39,,,,,,,,,,,,,,,,,,,,,,,,
1999-11-05 22:13:40.966000,L7,347.36,263.48,264.03,219.48,286.07,275.94,281.26,215.78,292.23,242.41,219.58,182.09,207.66,220.72,224.02,222.94,192.70,161.54,155.61,159.43,,186.80,184.75,310.88,277.21,295.30,288.12,291.86,290.54,287.26,285.83,286.13,276.25,240.32,,,,,287.06,239.71,220.06,221.98,196.11,463.41,489.82,460.70,450.52,,,,,,,,,,,,,,,
1999-11-21 22:13:35.965000,L7,266.80,269.35,285.93,216.29,200.84,153.81,,,282.53,235.17,273.57,272.94,280.68,223.20,218.73,209.38,226.75,186.10,195.10,173.96,192.35,189.35,200.35,200.99,251.93,296.58,265.22,257.36,293.24,285.81,284.23,,,,,,,,268.89,181.74,191.73,174.18,244.33,,,,,477.95,472.96,471.87,471.47,476.35,503.19,520.98,506.40,498.60,488.22,,,,,
1999-12-07 22:13:41.663000,L7,238.64,267.06,293.15,216.31,247.60,281.23,276.06,208.49,280.93,280.03,,,280.27,216.75,204.04,198.66,183.29,159.81,145.35,,,153.23,306.98,310.77,301.87,297.19,285.33,142.70,285.53,280.97,285.99,283.26,262.84,234.19,,,,,263.38,269.93,287.13,,,143.98,,,274.69,,288.62,290.94,286.69,231.41,,,,282.70,298.52,261.90,294.50,302.80,,
1999-12-16 22:07:33.708000,L7,354.07,291.20,295.83,293.08,287.54,284.12,278.84,211.45,286.70,285.83,,500.60,494.82,459.95,286.70,210.80,199.36,163.08,155.97,298.71,253.30,302.84,307.06,310.83,305.31,425.83,424.28,482.88,464.58,291.13,291.41,292.56,283.45,294.71,276.63,172.62,237.03,297.13,266.87,485.16,498.12,513.15,473.60,265.93,451.38,449.28,441.58,294.04,297.55,290.69,290.78,276.29,,,299.13,309.58,302.12,290.96,307.25,304.85,170.93,
2000-05-08 22:06:44.900000,L7,325.20,213.47,206.19,215.19,202.11,170.14,287.83,201.60,286.37,275.09,272.62,285.84,266.53,225.83,165.41,227.99,218.72,231.25,157.60,162.03,241.71,,494.43,290.28,305.27,222.88,293.86,286.97,293.74,279.53,302.15,295.03,299.03,244.30,,305.84,163.96,245.56,,,,289.60,290.00,,,,,,277.88,289.33,291.97,289.31,,,,,,,,,,
2000-06-25 22:06:19.852000,L7,173.52,220.75,216.40,218.25,211.53,,291.05,195.44,278.42,278.63,274.86,280.26,259.02,268.59,286.24,235.35,239.68,226.02,175.91,159.21,182.64,,,,297.81,290.65,298.28,306.61,294.12,288.17,278.54,292.26,305.89,237.89,,,299.06,236.92,,,,,,,,,,,,,,,355.45,346.72,350.08,,,,,,,
2000-12-18 22:05:01.704000,L7,379.46,370.20,375.30,374.50,362.71,358.20,357.99,347.93,365.49,374.45,371.55,368.02,370.63,365.88,372.64,374.54,386.58,379.88,371.04,372.72,373.83,368.07,369.57,372.65,364.96,361.99,365.08,363.68,352.43,353.45,349.05,349.19,352.20,302.07,339.75,347.53,337.21,331.04,370.75,363.97,361.98,360.32,360.59,320.95,324.11,312.19,361.21,328.84,319.48,154.84,194.12,193.67,213.44,244.97,256.02,262.06,262.30,323.85,257.84,268.46,335.12,337.72
2001-01-03 22:05:00.181000,L7,367.22,278.82,196.05,208.49,191.79,282.57,278.58,202.96,284.87,277.60,253.00,300.11,305.95,212.05,204.00,193.14,174.81,166.11,142.34,,,300.73,305.59,265.71,235.44,294.31,283.47,222.69,207.86,279.45,285.92,283.44,264.39,,204.48,303.05,362.72,293.29,,304.76,208.86,294.71,248.38,177.60,276.57,347.48,266.62,285.72,289.68,289.82,291.21,285.91,345.06,343.86,340.91,335.63,298.70,291.02,295.03,277.56,296.74,
2001-02-20 22:05:00.525000,L7,253.01,238.28,213.74,218.08,214.27,263.14,280.07,218.77,291.26,235.06,256.91,231.06,258.40,210.59,269.02,221.25,174.97,172.43,150.84,,250.19,250.90,255.11,215.74,259.77,284.37,281.77,288.34,285.10,281.86,281.57,275.92,268.46,233.77,472.24,475.63,473.25,456.71,,,,,,,,,468.13,281.79,287.98,288.55,,,,,,,,483.25,,,475.80,
