dates,satname,nzd0449-0000,nzd0449-0001,nzd0449-0002,nzd0449-0003,nzd0449-0004,nzd0449-0005,nzd0449-0007,nzd0449-0008,nzd0449-0010,nzd0449-0011,nzd0449-0012,nzd0449-0013,nzd0449-0014,nzd0449-0015,nzd0449-0016,nzd0449-0017,nzd0449-0064,nzd0449-0065,nzd0449-0066,nzd0449-0067,nzd0449-0006,nzd0449-0009,nzd0449-0018,nzd0449-0019,nzd0449-0020,nzd0449-0021,nzd0449-0022,nzd0449-0023,nzd0449-0082,nzd0449-0083,nzd0449-0084,nzd0449-0085,nzd0449-0086,nzd0449-0087,nzd0449-0088,nzd0449-0089,nzd0449-0090,nzd0449-0091,nzd0449-0092,nzd0449-0093,nzd0449-0094,nzd0449-0095,nzd0449-0096,nzd0449-0097,nzd0449-0098,nzd0449-0099,nzd0449-0100,nzd0449-0101,nzd0449-0102,nzd0449-0103,nzd0449-0104,nzd0449-0105,nzd0449-0106,nzd0449-0107,nzd0449-0108,nzd0449-0109,nzd0449-0110,nzd0449-0111,nzd0449-0112,nzd0449-0113,nzd0449-0114,nzd0449-0115,nzd0449-0116,nzd0449-0117,nzd0449-0118,nzd0449-0119,nzd0449-0120,nzd0449-0121,nzd0449-0122,nzd0449-0123,nzd0449-0124,nzd0449-0125,nzd0449-0126,nzd0449-0127,nzd0449-0128,nzd0449-0129,nzd0449-0130,nzd0449-0131,nzd0449-0132,nzd0449-0133,nzd0449-0134,nzd0449-0135,nzd0449-0136,nzd0449-0137,nzd0449-0138,nzd0449-0139,nzd0449-0140,nzd0449-0141,nzd0449-0142,nzd0449-0143,nzd0449-0144,nzd0449-0145,nzd0449-0146,nzd0449-0147,nzd0449-0148,nzd0449-0153,nzd0449-0154,nzd0449-0155,nzd0449-0156,nzd0449-0157,nzd0449-0158,nzd0449-0159,nzd0449-0160,nzd0449-0024,nzd0449-0025,nzd0449-0078,nzd0449-0079,nzd0449-0080,nzd0449-0081,nzd0449-0149,nzd0449-0026,nzd0449-0027,nzd0449-0028,nzd0449-0029,nzd0449-0030,nzd0449-0031,nzd0449-0032,nzd0449-0033,nzd0449-0034,nzd0449-0035,nzd0449-0036,nzd0449-0075,nzd0449-0076,nzd0449-0077,nzd0449-0150,nzd0449-0151,nzd0449-0152,nzd0449-0161,nzd0449-0037,nzd0449-0038,nzd0449-0039,nzd0449-0040,nzd0449-0041,nzd0449-0042,nzd0449-0043,nzd0449-0044,nzd0449-0045,nzd0449-0046,nzd0449-0047,nzd0449-0048,nzd0449-0049,nzd0449-0050,nzd0449-0051,nzd0449-0052,nzd0449-0053,nzd0449-0054,nzd0449-0055,nzd0449-0056,nzd0449-0057,nzd0449-0058,nzd0449-0059,nzd0449-0060,nzd0449-0061,nzd0449-0062,nzd0449-0063,nzd0449-0069,nzd0449-0070,nzd0449-0071,nzd0449-0072,nzd0449-0073,nzd0449-0162,nzd0449-0163,nzd0449-0164,nzd0449-0068,nzd0449-0074
2001-01-01 22:16:33.637000,L7,,,,,,,,218.05,203.75,214.78,212.52,208.24,202.22,199.53,188.91,,,,,,,182.50,,,,,,,,,,,,,,,,,,,,,,,,,,,188.20,220.21,205.03,214.62,227.82,186.68,175.54,183.70,184.58,185.03,195.42,207.74,209.79,194.97,193.69,193.68,192.39,199.69,201.71,211.07,200.91,206.33,203.93,204.40,207.35,331.93,341.03,348.56,358.80,271.55,226.76,243.81,248.26,249.90,247.67,256.65,269.26,270.65,289.35,288.48,238.63,285.61,265.99,267.08,255.19,246.97,,235.20,246.54,243.00,223.25,197.78,170.49,,,,,,,,,,,,,,,,,,,,,,,,,,227.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-26 22:10:54.748000,L7,265.48,355.06,426.18,326.61,,355.88,258.94,245.36,,252.22,276.03,316.16,263.69,258.29,197.33,221.30,,,,,378.11,230.76,220.26,241.76,278.01,262.75,215.12,204.04,,,206.98,206.83,216.19,210.80,,,,223.99,220.10,228.56,237.90,245.35,252.05,245.15,250.56,180.00,177.22,182.18,189.03,186.75,186.03,193.77,205.17,253.23,211.69,230.33,225.57,231.66,245.94,237.08,214.63,226.08,238.52,309.89,315.90,315.16,307.94,295.37,213.75,225.68,228.17,242.72,236.63,248.01,243.73,247.10,262.91,302.61,273.57,254.84,259.30,262.42,254.73,257.75,320.62,321.96,326.82,357.37,377.32,349.39,270.42,256.64,252.96,,,,,,,,,,,259.56,199.25,,,,,,163.66,209.80,192.90,234.96,187.83,182.84,189.41,192.39,195.30,175.45,,,,,,,,,,,,,181.90,173.88,180.18,192.22,173.48,204.15,203.50,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-02-27 22:10:42.180000,L7,195.87,200.93,194.72,,,,,249.86,222.99,228.50,,221.66,250.88,226.33,215.10,,,,,,,235.99,,,,,,,,,,,,,,,,,,,,,,,,225.31,231.70,195.45,194.68,210.52,210.86,214.20,212.70,218.87,232.98,236.30,227.24,250.98,275.91,229.40,292.19,259.83,249.30,244.48,237.58,228.23,241.38,229.23,237.06,,253.64,266.18,270.19,277.14,292.79,270.09,297.04,270.69,269.98,270.80,273.81,,,292.97,263.35,268.31,264.03,300.09,254.07,265.94,,,,,,306.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31 22:10:31.555000,L7,,,,,,,,315.24,239.70,241.64,236.67,231.28,230.16,217.96,217.75,200.77,,,,,,274.89,179.06,190.52,188.00,195.03,188.63,169.74,,,,,,,,,,,,,172.45,175.81,182.20,182.63,203.48,200.49,215.92,207.73,185.72,222.27,235.46,236.01,253.93,212.69,228.50,210.66,261.64,257.08,234.49,204.26,257.21,256.90,263.74,263.42,223.27,242.30,233.98,225.90,225.18,236.95,211.75,233.51,250.95,304.31,315.00,300.06,312.50,361.52,300.54,305.68,258.06,274.08,270.48,269.65,269.71,297.83,270.48,306.99,266.00,221.95,,,,,,279.95,282.21,273.17,257.08,225.08,,,,164.98,173.48,,,,,,,,,,,,,,,,,,,,,301.28,303.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-04-07 22:16:13.559000,L7,,,,,,,,,208.11,201.42,210.78,240.86,227.89,220.01,173.51,166.13,,,,,,199.17,161.48,,,,,,,,,,,,,,,,,,,209.38,216.65,225.31,226.27,219.60,204.55,,,,166.47,246.73,255.48,269.62,272.36,266.09,166.41,178.91,177.05,185.70,199.27,185.00,179.25,184.33,209.92,209.35,202.60,217.92,223.52,192.64,188.57,200.80,208.20,217.02,217.31,218.59,218.80,312.77,294.40,295.43,297.99,312.48,240.06,229.79,398.96,302.66,327.94,349.18,459.18,202.20,,,,,,262.33,248.72,233.71,223.10,211.39,182.90,,,,,,,,,,,,,,,,,,,,,,,,402.68,340.04,275.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-07 22:08:58.783000,L7,,204.02,247.32,291.54,385.21,433.15,398.76,347.71,301.32,319.13,318.80,301.49,312.48,299.05,222.30,219.38,,,,,439.13,302.34,231.23,211.26,195.37,201.22,199.97,224.11,,,,223.78,280.10,289.53,243.23,377.98,369.63,357.80,372.24,305.72,317.18,353.80,424.14,405.28,267.95,265.29,277.48,279.26,224.63,225.83,240.77,241.53,245.90,260.00,262.92,263.63,246.92,280.02,308.99,297.47,321.65,294.12,403.58,214.39,216.48,350.93,387.96,338.33,358.65,346.38,378.89,390.17,419.14,435.24,226.68,238.75,269.78,438.84,449.65,481.90,495.81,288.70,367.23,473.50,447.35,451.62,493.75,480.78,468.81,485.77,538.79,471.41,523.32,515.75,552.77,419.54,409.17,367.87,347.23,320.44,300.72,291.69,,,,,,,,230.65,,,,,,,,,,,,,,,220.45,219.39,230.92,,,,,,,,,,,,,,,,,,,,252.64,231.56,247.22,262.19,264.79,,,,,,,,,,,,,,
2001-09-23 22:08:50.923000,L7,,,,449.16,532.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.43,191.91,224.41,229.23,229.73,,,259.24,256.76,347.84,199.83,209.49,201.29,217.79,348.32,358.47,,347.67,382.67,380.12,,,,,,,,,,,,,,,,,,,354.60,496.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.06,,
2001-11-01 22:14:29.905000,L7,,,,,,,524.40,455.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.53,184.15,193.53,208.71,195.35,206.83,203.19,200.14,194.83,189.20,,,,,,,,,,,,208.51,221.38,225.38,224.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-01-20 22:15:01.686000,L7,212.40,209.09,215.07,223.67,238.97,233.44,,,,245.44,231.96,215.32,217.80,212.32,188.29,181.72,,,,,210.17,,175.21,173.83,,,,,,166.89,208.85,229.28,244.10,174.07,198.87,216.50,188.29,177.45,173.13,178.90,190.21,199.00,199.79,193.03,202.32,209.14,209.82,251.13,201.72,279.04,230.63,185.58,192.93,190.71,175.45,185.45,180.92,182.20,196.45,192.08,204.09,204.00,189.76,194.75,184.42,191.99,191.67,190.59,247.05,220.23,278.72,259.98,232.03,241.55,245.70,277.79,331.57,344.66,366.63,375.31,258.67,285.02,186.25,196.83,213.21,232.26,231.38,221.16,186.15,,,420.80,381.04,311.56,429.54,366.15,406.93,415.43,201.98,188.97,165.00,,,,,,,,,246.05,,,,,,,,,,,,,,,273.27,274.76,368.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.27,227.98,,,,,,,194.77,
2002-01-29 22:09:09.173000,L7,249.29,243.47,251.52,269.86,363.50,427.42,473.44,468.49,423.05,307.96,299.52,341.16,290.18,254.76,234.67,225.62,,184.14,195.17,194.30,466.19,467.57,240.51,220.60,223.65,249.56,264.04,285.39,197.12,204.37,207.18,226.10,274.61,255.81,301.57,222.03,202.21,222.47,279.40,288.48,272.24,281.16,282.49,261.74,237.61,280.81,274.96,268.28,275.63,277.76,321.40,323.68,270.87,264.63,252.65,271.90,288.30,278.79,299.62,283.69,294.31,280.10,307.47,272.63,301.25,326.09,314.73,354.75,321.17,284.70,267.33,282.14,294.38,282.06,294.19,303.90,320.68,346.99,312.52,301.19,322.40,316.21,329.15,364.09,353.27,353.97,373.37,398.27,347.16,220.69,,256.38,297.12,330.44,386.76,334.52,304.75,285.84,264.95,364.94,342.65,289.60,204.52,278.37,211.23,281.61,221.79,199.33,199.16,355.50,201.35,198.39,187.04,177.24,176.80,218.87,193.51,187.42,176.41,159.89,,177.74,212.31,249.98,352.08,337.54,320.90,213.23,,,,,,,175.79,186.33,176.04,166.97,211.82,216.22,168.40,204.74,178.93,173.92,176.45,164.91,196.25,171.25,167.78,178.74,172.41,,,,,230.73,202.37,200.14,170.99,189.70,186.45,173.54,,238.33,179.44
2002-02-05 22:15:01.569000,L7,297.25,168.53,179.37,189.89,224.82,214.62,473.87,481.10,226.85,234.28,208.11,201.90,204.27,202.82,178.59,163.72,,203.48,215.53,219.90,186.01,479.01,,,,,,,202.54,279.16,212.07,252.45,,,286.00,272.95,260.04,179.58,178.28,180.95,179.34,185.56,198.31,201.22,,,,,,179.22,186.37,194.44,196.56,198.88,202.42,201.81,205.21,254.85,252.95,261.13,205.01,218.54,220.67,218.39,204.19,210.69,206.34,210.50,211.12,215.54,219.24,227.96,250.36,221.44,226.05,251.70,265.96,248.19,276.23,287.56,309.22,313.48,322.67,312.45,282.09,275.00,277.36,255.85,214.93,,,,196.45,231.38,268.06,227.98,219.98,205.53,197.20,170.73,,,,,,,,171.25,187.86,271.92,,,,,,,,,,,,,,,277.30,273.41,244.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.80,223.96,238.00,,,,,,214.00,
2002-02-14 22:09:17.160000,L7,285.69,256.98,296.18,294.92,341.64,422.70,500.40,507.45,442.68,345.64,319.32,254.01,258.95,264.31,239.21,229.52,176.99,250.15,215.15,202.95,497.54,469.75,242.84,240.51,229.70,287.71,309.30,223.88,211.41,270.35,233.50,270.64,230.31,222.88,243.18,232.33,239.17,267.89,283.25,280.41,272.04,283.86,266.41,268.89,254.32,250.08,277.52,269.57,297.23,302.60,307.57,272.60,271.23,307.10,299.05,328.01,322.12,302.51,355.37,324.79,273.07,276.25,320.46,285.27,305.50,308.53,290.44,314.01,294.26,299.05,296.66,333.01,315.46,377.03,367.10,348.33,337.73,323.46,322.55,335.62,328.34,359.00,349.08,388.86,363.05,352.78,363.28,366.44,330.67,253.38,200.59,218.01,258.49,338.64,376.82,372.33,323.86,284.58,314.66,263.51,226.20,258.06,206.84,220.61,223.46,242.31,225.89,207.07,193.66,405.62,204.76,198.07,198.92,251.30,217.03,250.36,208.24,206.11,223.68,210.30,214.23,240.08,220.00,223.83,453.86,379.87,362.92,179.06,183.14,170.36,169.24,175.79,192.60,205.45,224.19,285.56,245.21,200.07,249.45,209.55,206.65,216.27,190.63,188.26,239.78,205.84,211.66,247.12,200.73,207.94,216.70,189.92,,184.92,196.02,266.14,212.91,189.46,170.64,242.37,194.46,,,201.96,245.00
2002-03-09 22:15:05.816000,L7,467.83,448.95,411.93,501.29,520.54,463.94,459.41,459.20,336.86,367.34,276.68,278.96,298.45,286.46,271.79,265.59,234.46,278.98,280.32,268.42,421.32,265.11,228.45,213.06,203.01,193.52,196.56,203.03,300.47,284.07,291.70,273.36,282.85,287.12,330.46,321.44,386.89,269.99,383.45,403.95,367.96,302.93,363.80,395.60,271.06,261.45,268.96,295.67,282.32,245.28,332.88,335.24,323.02,336.52,302.23,323.09,329.86,304.84,286.69,338.31,340.56,385.36,361.91,320.48,318.24,328.57,323.25,320.45,346.54,420.62,424.83,336.05,464.21,468.47,357.86,339.76,360.34,439.25,532.73,491.15,476.56,420.05,342.13,356.93,367.58,362.42,367.04,339.16,296.99,197.05,192.02,283.85,300.44,335.37,357.02,342.81,360.18,320.18,285.13,241.79,228.82,222.55,203.35,231.77,200.28,191.70,208.74,239.91,277.55,379.50,285.80,220.36,221.47,261.43,229.86,232.55,223.33,221.88,183.11,181.60,203.37,285.05,222.82,218.65,394.52,372.71,356.18,188.99,184.49,267.82,337.45,251.25,286.19,281.39,267.29,253.99,323.68,283.86,282.41,291.68,326.01,340.46,395.76,287.46,244.74,215.28,238.90,199.20,182.91,187.39,204.44,248.41,289.00,220.47,225.62,276.47,205.13,225.77,227.52,279.86,194.11,242.46,223.81,252.94,189.98
2002-12-31 22:08:44.062000,L7,302.42,327.98,331.91,343.86,352.35,368.25,386.17,384.45,392.67,381.54,410.54,441.17,417.02,459.94,296.11,279.81,256.06,313.94,291.87,303.73,385.98,389.12,285.65,282.52,260.35,233.77,272.21,216.73,258.90,278.46,302.32,296.59,289.71,246.79,271.67,261.59,244.57,292.35,257.06,290.48,246.61,274.49,261.38,312.16,280.23,277.92,267.18,328.22,290.78,311.77,321.70,342.43,298.23,254.82,257.53,271.31,270.53,284.66,270.45,284.41,270.19,278.65,300.70,292.84,294.29,291.12,304.61,296.66,284.30,298.68,329.06,372.12,383.30,325.25,330.14,380.21,360.76,350.24,309.88,377.54,351.32,345.98,348.17,393.11,389.95,398.62,403.28,404.00,368.26,318.57,191.72,338.33,297.01,287.97,290.40,294.62,283.97,274.57,259.45,246.66,259.86,293.57,273.27,196.83,237.51,243.55,222.61,221.15,269.97,290.51,235.14,179.93,235.66,188.83,186.17,188.11,190.69,199.61,165.25,,,195.18,267.77,226.48,299.62,308.71,325.40,339.49,,,,201.67,211.37,278.87,232.82,229.38,255.86,228.74,213.36,203.21,230.06,230.89,246.92,235.34,317.62,314.49,248.76,301.72,257.92,255.99,279.83,279.23,210.44,282.39,273.26,225.85,193.45,230.37,203.42,232.84,314.26,274.21,270.43,248.68,203.28
