dates,satname,nzd0236-0000,nzd0236-0001,nzd0236-0002,nzd0236-0003,nzd0236-0004,nzd0236-0005,nzd0236-0006,nzd0236-0007,nzd0236-0008,nzd0236-0009,nzd0236-0010,nzd0236-0011,nzd0236-0012,nzd0236-0013,nzd0236-0014,nzd0236-0015,nzd0236-0016,nzd0236-0017,nzd0236-0018,nzd0236-0019,nzd0236-0020,nzd0236-0021,nzd0236-0022,nzd0236-0023,nzd0236-0024,nzd0236-0025,nzd0236-0026,nzd0236-0027,nzd0236-0028,nzd0236-0029,nzd0236-0030,nzd0236-0031,nzd0236-0032,nzd0236-0033,nzd0236-0034,nzd0236-0035,nzd0236-0036,nzd0236-0037,nzd0236-0038,nzd0236-0039,nzd0236-0040,nzd0236-0041,nzd0236-0042,nzd0236-0043,nzd0236-0044,nzd0236-0045,nzd0236-0046,nzd0236-0047,nzd0236-0048
1999-08-05 21:46:35.104000,L7,,,,,,,,,,,,,,,,,,,,,172.22,208.36,228.70,238.16,230.10,226.50,,,,,,,,,,,,,,,,,,,,,,,
1999-08-12 21:52:44.265000,L7,,,,,,,,249.17,247.29,251.54,220.92,,,,,217.90,221.87,223.99,228.68,225.80,220.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-22 21:46:36.849000,L7,395.33,381.65,382.83,383.38,379.39,394.66,399.46,402.60,407.09,410.55,401.43,406.40,394.21,397.90,397.72,392.86,409.66,410.34,417.46,414.87,402.82,403.00,412.87,423.54,403.42,402.96,415.62,410.47,396.09,391.79,389.36,395.51,384.86,386.91,384.95,406.55,401.14,391.06,393.26,405.02,396.00,385.85,381.78,376.99,363.20,357.07,353.00,341.61,341.54
1999-09-29 21:52:52.243000,L7,384.20,389.61,381.64,384.86,388.49,390.21,386.27,398.76,407.07,404.39,400.03,395.07,391.69,396.29,413.50,413.18,404.90,406.25,405.70,408.77,419.20,414.36,406.57,411.52,408.19,401.88,404.95,407.59,407.31,410.31,400.95,418.22,424.55,434.33,404.54,409.03,410.72,415.91,466.51,445.35,416.52,413.43,411.35,377.99,361.50,355.84,363.81,349.43,344.80
1999-10-15 21:52:49.322000,L7,377.84,370.45,462.70,,,,533.06,547.53,,,467.84,393.61,386.21,393.19,391.73,389.06,395.76,397.58,393.15,392.25,390.36,395.18,399.43,394.00,399.58,396.58,393.64,389.58,391.46,388.83,379.67,383.10,385.56,388.85,389.39,377.22,363.76,348.14,353.60,349.32,348.35,342.94,330.76,324.15,316.40,319.86,322.19,279.23,247.51
1999-10-24 21:46:32.266000,L7,418.95,440.66,410.33,406.13,403.49,419.77,432.85,428.72,442.93,441.61,432.78,427.31,425.51,425.36,435.80,438.77,447.54,465.89,490.33,485.98,471.52,464.27,448.97,488.34,456.93,466.00,513.55,522.56,507.64,491.39,484.35,473.62,444.65,449.19,441.81,481.55,469.48,475.21,485.80,485.04,483.07,484.21,449.82,388.67,382.26,377.13,375.67,359.92,367.57
2000-02-04 21:52:37.377000,L7,,,,,,,,223.88,242.21,225.70,237.61,241.95,251.35,228.95,,205.28,221.19,213.41,217.60,229.19,218.42,226.57,228.15,243.86,239.26,238.85,234.08,211.48,204.70,231.65,213.25,224.93,219.16,205.14,209.95,189.11,,,,,,,,,,,,,
2000-02-20 21:52:29.720000,L7,390.62,391.30,385.08,400.56,381.48,389.11,381.76,392.78,419.35,408.64,411.46,404.51,412.01,413.55,411.15,420.14,403.60,399.31,391.24,388.48,394.45,401.30,420.89,413.55,412.79,429.46,433.99,425.75,421.03,415.98,416.38,411.84,440.51,439.28,414.02,448.99,434.71,449.43,423.68,443.63,468.34,497.39,418.52,363.20,357.76,366.60,347.05,335.65,335.37
2000-03-16 21:46:15.139000,L7,362.61,363.46,367.99,320.88,315.15,314.77,310.23,318.55,320.17,319.87,322.27,320.53,326.76,325.11,329.99,333.33,335.96,334.15,332.21,332.53,340.05,339.04,338.36,342.13,335.94,336.37,334.83,336.92,338.41,328.58,327.84,327.98,327.87,331.57,336.79,336.41,342.18,346.30,347.23,344.74,343.58,339.59,330.08,319.59,310.59,315.30,304.89,247.58,238.06
2000-05-03 21:45:55.224000,L7,272.32,245.07,266.12,259.48,248.25,,,,,,,,,,,,,,,,169.27,227.56,193.07,253.08,,,,,,,,,,,,,,,,,,,,,,,,,
