dates,satname,nzd0050-0000,nzd0050-0001,nzd0050-0002
1999-08-17 22:10:26.276000,L7,411.50,391.94,398.90
1999-09-27 22:04:25.056000,L7,234.59,240.80,218.74
1999-11-14 22:04:18.343000,L7,395.46,382.80,361.12
2000-01-01 22:04:13.486000,L7,398.45,373.53,369.46
2000-01-17 22:04:11.868000,L7,233.25,194.82,
2000-04-29 22:09:53.797000,L7,422.68,414.64,355.08
2000-05-15 22:09:42.527000,L7,443.81,429.69,418.97
2000-05-24 22:03:22.722000,L7,396.51,385.91,360.88
2000-08-03 22:08:44.137000,L7,308.26,302.71,216.28
2000-08-12 22:02:30.151000,L7,395.20,366.22,362.28
2000-08-19 22:08:38.248000,L7,398.50,395.84,389.69
2000-09-13 22:02:02.316000,L7,340.81,351.43,212.02
2000-11-07 22:07:53.532000,L7,443.28,426.41,409.25
2001-02-27 22:07:54.461000,L7,,372.11,345.52
2001-03-08 22:01:45.126000,L7,274.80,289.79,235.04
2001-03-24 22:01:35.778000,L7,319.67,351.96,350.08
2001-06-03 22:07:16.736000,L7,404.66,408.66,399.44
2001-06-19 22:07:05.722000,L7,259.74,259.26,413.76
2001-08-15 22:00:14.727000,L7,405.77,407.82,360.95
2001-09-07 22:06:11.116000,L7,389.48,385.14,361.46
2001-10-02 21:59:40.713000,L7,372.37,,312.13
2001-11-19 21:59:56.393000,L7,346.80,353.54,352.44
2001-12-05 21:59:55.034000,L7,239.86,246.63,228.79
2001-12-12 22:06:14.960000,L7,314.52,306.89,352.37
2001-12-21 22:00:05.972000,L7,225.77,376.30,352.60
2001-12-28 22:06:14.106000,L7,451.05,548.66,491.35
2002-01-22 22:00:16.971000,L7,307.08,307.05,360.70
2002-01-29 22:06:21.478000,L7,434.72,435.16,423.93
2002-02-14 22:06:29.522000,L7,413.10,405.89,386.36
2002-02-23 22:00:19.685000,L7,387.75,353.90,357.90
2002-03-27 22:00:13.634000,L7,358.97,370.04,354.38
2002-06-15 21:59:55.710000,L7,380.90,353.04,270.88
2002-07-17 21:59:44.793000,L7,382.23,354.59,348.04
2002-08-09 22:05:46.029000,L7,346.86,333.26,338.67
2002-09-19 21:59:11.129000,L7,372.80,369.34,361.03
2002-10-12 22:05:14.598000,L7,398.33,353.29,363.54
2002-10-28 22:05:22.323000,L7,436.14,431.15,444.13
2002-11-22 21:59:33.639000,L7,387.88,355.82,362.45
2003-01-09 21:59:45.950000,L7,343.69,353.95,347.04
2003-03-30 22:00:07.079000,L7,346.55,359.57,358.03
2003-04-06 22:06:21.012000,L7,394.74,385.56,367.13
2003-04-22 22:06:19.091000,L7,393.61,388.76,361.91
2003-05-24 22:06:17.162000,L7,241.85,240.32,185.83
2003-08-29 21:48:38.429000,L5,363.50,356.13,340.98
2003-10-23 21:55:36.755000,L5,296.33,302.99,207.23
2004-04-16 21:57:19.749000,L5,369.17,361.96,352.65
2004-05-18 21:58:14.785000,L5,369.36,355.31,345.42
2004-06-12 21:52:47.645000,L5,360.77,351.01,332.81
2004-07-21 22:00:04.249000,L5,375.31,372.04,358.99
2004-07-30 21:54:04.170000,L5,357.75,352.16,333.24
2004-09-16 21:55:17.605000,L5,366.29,355.83,344.53
2004-10-18 21:55:59.918000,L5,359.49,356.81,335.29
2004-11-19 21:56:31.297000,L5,274.19,340.13,328.33
2005-01-13 22:03:41.143000,L5,374.99,368.24,357.70
2005-02-14 22:04:09.465000,L5,365.33,355.64,349.89
2005-02-23 21:58:07.648000,L5,290.31,258.21,335.29
2005-03-02 22:04:24.338000,L5,305.21,290.29,334.19
2005-03-27 21:58:27.646000,L5,350.03,342.94,329.77
2005-04-03 22:04:40.528000,L5,368.22,360.59,345.18
2005-04-12 21:58:31.220000,L5,282.07,349.09,333.83
2005-04-19 22:04:43.597000,L5,415.10,365.30,378.97
2005-05-05 22:04:49.813000,L5,401.19,389.94,376.08
2005-06-06 22:05:05.724000,L5,369.44,359.49,346.49
2005-07-08 22:05:15.796000,L5,227.93,230.37,183.45
2005-08-25 22:05:41.221000,L5,363.82,357.65,351.64
2005-09-03 21:59:32.312000,L5,,352.27,304.60
2005-09-26 22:05:42.687000,L5,364.16,357.84,347.78
2005-10-05 21:59:29.384000,L5,363.39,357.91,344.53
2005-11-13 22:05:57.059000,L5,362.49,353.15,345.54
2006-02-10 22:01:51.332000,L5,355.87,350.07,336.15
2006-02-17 22:08:11.136000,L5,360.20,357.78,349.33
2006-03-14 22:02:31.280000,L5,345.14,342.68,331.30
2006-04-06 22:09:08.139000,L5,363.92,,347.06
2006-05-17 22:03:33.996000,L5,361.11,326.40,325.74
2006-06-25 22:10:20.606000,L5,365.74,359.59,347.15
2006-08-12 22:10:59.603000,L5,369.34,358.77,349.24
2006-08-21 22:04:55.513000,L5,280.34,284.40,234.80
2006-09-13 22:11:23.474000,L5,365.71,354.53,341.59
2006-09-29 22:11:34.525000,L5,393.66,386.95,379.38
2006-11-25 22:06:19.953000,L5,289.89,297.36,305.78
2006-12-02 22:12:34.352000,L5,304.08,307.41,325.53
2006-12-11 22:06:28.205000,L5,254.28,305.87,379.07
2007-02-13 22:06:23.395000,L5,355.84,296.74,243.22
2007-09-25 22:04:24.972000,L5,357.67,351.72,328.52
2007-10-02 22:10:31.289000,L5,352.48,348.61,
2008-11-21 22:01:05.982000,L5,310.48,316.29,254.05
2009-01-01 21:56:07.642000,L5,354.67,353.08,242.24
2009-01-24 22:02:55.057000,L5,359.58,352.98,350.86
2009-12-03 22:01:55.950000,L5,348.93,350.58,340.18
2010-01-27 22:08:26.527000,L5,,351.20,347.47
2010-02-12 22:08:30.110000,L5,357.37,359.21,347.40
2010-11-27 22:07:24.215000,L5,310.79,305.35,339.62
2011-01-14 22:07:31.728000,L5,403.08,391.47,376.78
2011-03-12 22:01:19.581000,L5,353.86,349.27,332.21
2011-03-28 22:01:14.403000,L5,193.16,298.33,326.13
2011-08-19 22:00:12.535000,L5,353.29,350.54,332.73
2011-09-04 22:00:03.630000,L5,365.06,355.88,338.72
2013-04-25 22:19:21.025000,L8,359.53,361.43,361.22
2013-05-11 22:19:31.249000,L8,263.92,255.02,361.80
2013-05-20 22:13:26.604000,L8,352.70,359.85,359.37
2013-06-05 22:13:27.306000,L8,355.12,363.70,359.84
2013-06-28 22:19:33.252000,L8,352.22,350.62,352.85
2013-07-07 22:13:24.262000,L8,355.77,362.75,358.01
2013-07-14 22:19:34.707000,L8,371.79,370.30,362.07
2013-09-25 22:13:17.289000,L8,349.73,354.50,353.98
2013-10-02 22:19:28.820000,L8,397.81,367.99,363.40
2013-10-11 22:13:17.650000,L8,350.05,354.48,355.66
2013-10-18 22:19:25.762000,L8,358.77,358.84,360.61
2013-11-12 22:13:08.247000,L8,321.01,,
2013-12-05 22:19:13.005000,L8,,346.66,347.43
2013-12-14 22:12:57.636000,L8,346.88,353.58,355.38
2013-12-30 22:12:49.393000,L8,351.99,353.96,355.65
2014-01-06 22:18:54.881000,L8,347.84,351.97,353.86
2014-01-15 22:12:33.689000,L8,349.49,353.52,356.71
2014-01-31 22:12:28.855000,L8,350.48,357.07,355.24
2014-02-07 22:18:33.391000,L8,350.88,355.68,356.74
2014-02-23 22:18:20.398000,L8,354.44,357.50,357.13
2014-03-04 22:11:59.077000,L8,349.27,352.24,355.01
2014-03-11 22:18:08.266000,L8,314.19,295.40,247.00
2014-03-27 22:17:50.001000,L8,360.88,367.28,361.41
2014-04-05 22:11:34.747000,L8,348.88,355.66,354.09
2014-04-12 22:17:37.464000,L8,356.53,358.92,356.35
2014-04-28 22:17:22.576000,L8,370.45,368.89,365.83
2014-05-14 22:17:08.923000,L8,371.23,372.62,364.05
2014-05-30 22:17:11.184000,L8,368.55,365.97,364.94
2014-07-01 22:17:22.417000,L8,256.81,237.47,222.20
2014-07-17 22:17:28.260000,L8,371.92,368.66,360.39
2014-07-26 22:11:19.207000,L8,357.92,365.70,360.12
2014-10-14 22:11:38.746000,L8,306.69,283.96,247.20
2014-10-30 22:11:34.905000,L8,349.03,353.39,351.83
2014-12-01 22:11:36.363000,L8,358.89,363.47,362.27
2015-01-02 22:11:27.004000,L8,355.64,362.00,358.71
2015-01-25 22:17:32.812000,L8,352.37,299.07,353.83
2015-02-10 22:17:27.012000,L8,345.93,353.68,354.25
2015-02-19 22:11:13.759000,L8,295.02,288.06,240.24
2015-03-30 22:17:01.871000,L8,358.77,354.40,364.18
2015-05-10 22:10:28.533000,L8,354.98,360.76,358.23
2015-06-02 22:16:44.532000,L8,352.40,354.82,348.98
2015-06-11 22:10:40.593000,L8,362.90,368.77,368.35
2015-06-27 22:10:46.339000,L8,361.41,368.39,366.79
2015-07-04 22:17:02.361000,L8,258.02,267.65,224.07
2015-07-20 22:17:10.706000,L8,381.07,370.39,362.84
