dates,satname,nzd0513-0000,nzd0513-0001,nzd0513-0002,nzd0513-0003,nzd0513-0004,nzd0513-0005,nzd0513-0006,nzd0513-0007,nzd0513-0008,nzd0513-0009,nzd0513-0010,nzd0513-0011,nzd0513-0012,nzd0513-0013,nzd0513-0014,nzd0513-0015,nzd0513-0016,nzd0513-0017,nzd0513-0018,nzd0513-0019,nzd0513-0020,nzd0513-0021,nzd0513-0022,nzd0513-0023,nzd0513-0024,nzd0513-0025,nzd0513-0026,nzd0513-0027,nzd0513-0028,nzd0513-0029,nzd0513-0030,nzd0513-0031,nzd0513-0032,nzd0513-0033,nzd0513-0034,nzd0513-0035,nzd0513-0036,nzd0513-0037,nzd0513-0038,nzd0513-0042,nzd0513-0043,nzd0513-0044,nzd0513-0046,nzd0513-0047,nzd0513-0048,nzd0513-0049,nzd0513-0050,nzd0513-0051,nzd0513-0052,nzd0513-0053,nzd0513-0054,nzd0513-0055,nzd0513-0056,nzd0513-0057,nzd0513-0058,nzd0513-0059,nzd0513-0060,nzd0513-0061,nzd0513-0062,nzd0513-0063,nzd0513-0064,nzd0513-0065,nzd0513-0066,nzd0513-0067,nzd0513-0068,nzd0513-0069,nzd0513-0070,nzd0513-0071,nzd0513-0072,nzd0513-0073,nzd0513-0074,nzd0513-0075,nzd0513-0076,nzd0513-0077,nzd0513-0078,nzd0513-0079,nzd0513-0080,nzd0513-0081,nzd0513-0082,nzd0513-0083,nzd0513-0084,nzd0513-0085,nzd0513-0086,nzd0513-0087,nzd0513-0088,nzd0513-0089,nzd0513-0090,nzd0513-0091,nzd0513-0092,nzd0513-0093,nzd0513-0094,nzd0513-0095,nzd0513-0096,nzd0513-0097,nzd0513-0098,nzd0513-0099,nzd0513-0100,nzd0513-0039,nzd0513-0040,nzd0513-0041,nzd0513-0045
2007-10-02 22:13:42.645000,L5,,,,,,,,,,,,,,,,,,,,,,,,,271.16,339.23,330.09,330.64,330.14,336.68,342.32,327.87,330.49,337.69,341.28,346.46,342.77,339.09,234.63,,,,297.91,315.62,319.15,316.51,328.49,322.42,323.34,334.53,267.98,303.31,276.44,263.52,297.49,329.89,326.70,329.49,337.04,335.39,349.22,359.49,363.04,354.74,362.50,362.89,365.67,373.96,373.01,376.77,387.00,386.04,377.72,362.51,364.16,346.75,329.47,357.91,360.63,366.12,365.90,366.81,371.09,368.09,362.25,356.58,356.34,314.55,293.96,351.29,358.15,359.69,363.85,366.73,366.81,368.44,372.38,,,,
2008-11-14 21:57:52.281000,L5,398.79,367.01,363.99,361.12,366.93,361.64,359.48,357.65,358.98,349.94,359.93,344.46,354.23,355.20,349.05,343.55,351.71,352.42,352.15,359.76,356.52,351.54,355.05,359.16,358.33,361.59,356.56,354.71,353.94,360.71,360.80,356.28,357.47,362.06,363.89,368.23,368.04,362.52,351.33,,,185.87,344.95,349.90,349.80,350.87,359.19,363.72,363.89,367.76,368.80,364.31,364.43,369.05,370.46,366.94,367.08,365.09,367.00,365.52,369.63,370.81,379.85,379.03,378.99,376.06,375.80,379.29,377.38,384.17,386.99,386.50,388.67,366.26,368.19,357.77,347.37,368.94,377.62,382.53,382.56,385.51,387.53,383.78,379.24,373.90,363.75,321.34,307.14,359.04,365.58,365.36,360.65,364.09,367.07,369.03,364.27,,,,280.03
2008-12-23 22:05:16.170000,L5,366.40,364.68,359.77,364.46,367.45,362.15,362.03,360.63,364.60,350.28,354.00,355.38,353.84,356.98,350.76,342.92,351.46,352.10,353.32,358.05,357.31,352.49,354.84,358.28,358.39,366.14,350.77,348.33,349.18,357.48,359.64,357.71,353.71,361.39,363.87,369.18,368.30,362.80,351.23,,,221.77,345.19,351.21,348.71,351.32,359.47,363.65,364.18,367.71,367.87,363.10,370.62,359.18,362.29,361.45,363.18,361.41,365.86,362.89,368.68,368.59,376.03,376.46,374.24,373.35,372.54,375.61,376.97,382.11,391.60,390.97,385.73,373.02,370.40,352.17,347.88,372.14,379.61,387.30,383.50,387.42,391.63,385.10,381.56,372.46,360.05,318.35,305.36,352.87,362.90,361.72,356.65,362.08,362.75,361.92,360.56,,,,295.72
2009-01-17 21:59:44.398000,L5,367.49,359.90,361.99,360.70,366.40,360.19,357.40,359.81,359.16,353.56,353.67,351.20,349.90,356.09,350.13,342.86,349.18,351.38,349.21,355.02,352.33,349.47,350.81,352.10,355.69,354.40,352.98,348.55,348.74,357.46,359.53,357.59,353.73,360.55,365.24,370.73,370.40,365.73,353.01,,,225.98,345.20,350.36,345.45,345.36,355.51,357.35,359.07,360.41,365.01,361.44,362.21,365.06,366.83,363.55,364.67,362.42,364.91,364.99,365.30,368.50,378.06,382.15,380.38,379.86,377.97,382.00,382.85,386.73,392.35,389.60,387.03,373.37,370.74,354.80,341.50,369.73,372.85,378.69,380.41,377.99,384.17,379.19,375.26,368.32,363.81,327.35,305.96,354.48,360.43,362.79,367.40,367.56,373.71,369.65,371.82,,,,303.09
2010-02-05 22:05:29.575000,L5,357.63,359.80,361.12,363.34,365.18,362.89,359.89,357.24,357.80,348.80,349.40,348.71,353.49,351.63,349.47,346.75,347.94,350.68,352.53,359.37,352.05,350.15,350.07,357.36,357.21,356.20,353.33,349.30,350.05,357.21,361.92,356.96,355.55,363.88,365.86,375.24,367.46,366.62,354.78,,,198.47,345.72,351.80,347.94,347.11,357.15,360.95,362.04,361.36,365.44,361.08,363.31,368.41,367.49,361.51,364.41,361.93,366.75,366.14,369.38,370.61,380.66,381.22,381.72,378.30,377.20,380.59,381.36,386.78,394.62,388.67,386.82,370.12,371.18,352.62,342.25,371.21,370.90,379.31,379.31,380.79,383.83,380.46,376.59,368.05,363.28,321.24,303.02,355.27,362.45,363.20,368.18,369.43,371.16,369.26,371.94,,,,303.28
2010-10-26 22:10:38.745000,L5,382.98,371.10,369.50,367.72,369.41,364.03,365.13,360.82,365.22,357.78,355.60,354.83,355.92,360.90,352.57,348.27,353.09,354.74,358.21,365.65,360.75,361.28,360.83,365.35,366.70,366.58,363.64,361.95,361.80,369.94,374.59,369.11,368.62,374.04,382.53,385.81,385.52,373.77,362.07,,,184.85,344.19,351.21,353.40,355.92,362.65,373.69,374.53,378.35,377.98,374.82,377.05,375.67,379.05,372.42,372.42,376.95,373.86,376.50,377.64,380.04,386.45,389.10,387.15,388.59,376.22,376.64,380.87,383.55,390.23,386.88,381.88,367.24,367.85,358.02,343.82,368.58,372.02,378.59,382.30,391.68,399.81,395.92,389.28,384.48,374.78,339.35,335.49,375.82,375.55,377.45,376.70,380.63,385.98,372.77,366.13,,,,288.01
2010-11-27 22:10:35.713000,L5,376.60,363.85,362.12,364.67,363.25,360.93,358.48,353.49,356.84,347.76,350.62,349.49,347.62,351.60,347.60,342.42,341.42,348.74,350.44,352.43,351.30,349.15,356.69,360.13,361.38,364.06,358.01,358.67,358.00,364.24,369.37,363.77,362.86,370.89,378.19,378.62,376.33,371.34,356.36,,,185.96,338.52,346.03,344.27,346.08,356.29,357.07,364.00,369.07,370.23,366.74,370.03,371.82,373.29,366.63,368.81,370.17,371.97,374.02,375.18,374.35,382.21,382.90,383.55,380.51,379.42,386.13,373.13,377.94,381.23,380.36,371.54,363.55,360.97,350.13,334.47,362.06,367.59,375.40,375.36,375.25,386.10,389.16,384.34,379.69,368.26,330.13,338.63,368.58,372.59,370.71,371.19,374.38,377.57,375.69,372.80,,,,278.88
2010-12-22 22:04:29.137000,L5,375.33,368.33,372.94,366.96,371.63,366.77,363.84,363.32,363.71,355.60,356.77,356.18,355.00,361.41,353.36,349.74,350.65,352.53,355.00,356.73,354.66,351.34,352.83,358.77,358.64,357.98,354.52,351.30,353.04,360.68,361.70,361.72,357.58,366.55,376.27,376.55,373.09,370.84,356.32,,,209.41,350.40,352.72,345.57,347.91,358.15,357.51,363.20,363.40,367.93,363.77,365.57,367.75,369.02,366.00,367.29,364.29,367.77,366.40,372.73,379.34,377.79,383.95,384.55,379.98,383.08,383.21,386.93,389.43,397.23,390.90,390.64,375.13,373.55,361.92,352.67,369.61,376.65,384.64,385.41,392.11,392.39,390.98,384.45,381.31,376.99,348.00,330.33,364.19,380.50,424.91,416.83,447.22,479.26,483.48,485.04,,,,316.77
2011-02-08 22:04:35.159000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.15,312.36,317.66,313.43,305.03,241.15,265.44,229.44,216.83,207.51,,,,,131.07,239.13,293.77,307.42,303.46,321.29,326.25,333.16,326.22,,,,,,,336.46,341.22,341.31,342.78,343.85,349.51,351.06,348.66,346.00,345.54,348.47,350.34,342.91,340.68,323.82,339.58,326.68,276.90,,,,336.64,265.66,357.11,340.65,348.89,340.11,274.41,,,,,,,,,,,,,,,,
2011-03-12 22:04:31.079000,L5,325.26,327.85,320.22,326.15,323.57,320.68,321.20,320.26,296.02,208.77,206.17,278.55,297.98,269.96,297.92,300.06,306.85,233.60,305.63,302.18,306.38,299.74,290.13,307.35,314.13,321.37,302.67,,299.13,303.91,285.13,281.58,294.89,280.40,253.33,238.63,230.77,172.89,,,,,,263.36,204.20,240.14,254.48,256.09,248.92,295.12,301.07,300.13,309.31,315.05,304.92,317.20,313.84,324.99,324.59,327.44,331.97,205.05,298.86,306.16,338.46,332.86,333.31,339.56,338.06,322.90,316.01,318.13,342.94,325.02,313.35,290.27,192.80,186.43,183.04,200.52,185.45,178.93,178.37,342.08,336.12,329.57,301.09,277.57,265.25,,312.60,321.27,318.23,323.15,,,,,,,
2013-05-11 22:22:42.945000,L8,361.49,355.47,351.22,351.95,348.50,349.42,345.80,347.00,344.46,335.60,329.87,334.20,338.09,339.25,333.91,331.18,332.59,337.93,339.25,344.08,341.14,336.78,341.34,343.49,347.86,344.60,225.31,215.85,336.28,341.59,348.21,355.30,352.71,354.01,356.13,361.96,360.88,356.84,355.10,,,,340.53,344.48,339.29,341.43,351.07,355.72,354.35,356.04,357.88,360.28,359.13,360.26,361.95,357.15,352.14,351.64,347.34,343.46,350.28,349.37,362.01,359.35,363.39,362.01,352.12,354.10,354.82,363.95,375.34,377.33,370.04,352.70,349.10,336.64,323.90,340.86,351.51,352.39,356.24,362.36,366.63,365.85,360.33,356.20,357.99,331.37,297.49,339.06,346.11,349.17,347.79,342.00,342.25,346.40,344.74,334.82,,,333.68
2013-06-05 22:16:38.960000,L8,220.12,239.95,214.74,213.33,174.97,,,227.73,281.18,,,,236.30,237.85,280.21,298.46,306.55,259.91,311.50,317.19,309.85,297.51,292.94,303.87,312.13,252.52,307.69,,277.42,262.98,298.61,249.36,217.34,,209.86,199.43,332.95,314.58,314.63,,,,282.28,248.27,267.72,,327.44,328.56,284.84,333.03,168.27,236.01,235.26,261.36,282.07,282.33,299.60,303.51,315.50,298.86,300.88,,,,,,330.58,263.87,328.79,322.90,,320.19,332.09,236.92,240.54,,,,318.99,315.50,317.63,322.37,320.89,222.87,290.34,288.11,272.55,289.89,,,,299.76,282.76,258.22,322.53,327.87,326.00,,,,
2013-06-28 22:22:44.910000,L8,,229.00,186.04,,,,,,,,,,,,259.43,291.78,299.33,262.46,308.49,316.97,310.85,295.12,293.43,300.42,310.47,313.78,307.36,,283.34,261.93,303.57,255.48,208.07,,246.37,328.94,336.73,292.29,323.86,,,,289.08,316.85,315.39,147.49,331.11,330.42,332.95,334.94,240.53,237.67,240.06,274.22,281.50,285.28,304.51,311.99,319.41,314.41,319.53,179.40,180.51,,,337.43,335.13,333.01,335.06,332.69,,326.37,344.48,327.39,298.15,,283.89,315.50,324.63,321.35,325.07,325.49,327.61,324.83,293.00,291.78,281.27,301.90,245.26,314.00,303.73,302.24,325.30,322.26,326.27,330.77,333.49,,,,
2013-07-23 22:16:34.633000,L8,312.09,273.90,315.38,332.79,287.50,249.73,203.99,318.14,308.51,254.09,229.68,289.02,296.41,321.67,285.06,313.22,321.94,318.74,324.34,326.70,321.96,308.06,302.05,322.98,314.01,331.33,313.47,282.59,288.25,279.67,299.54,254.13,259.85,,247.69,348.96,343.84,328.99,342.46,,,,288.59,315.41,270.96,317.40,306.97,331.13,332.36,340.24,254.17,248.56,234.65,259.95,278.34,284.68,302.82,315.52,320.13,312.15,318.18,195.11,177.41,215.76,241.83,232.72,175.89,331.95,334.60,331.50,,324.50,340.18,323.34,300.82,,284.08,310.14,320.99,259.81,325.00,323.62,312.52,321.41,291.89,286.07,282.92,299.87,,,229.44,296.99,279.51,319.60,325.05,255.30,329.04,,,,
2013-08-08 22:16:37.441000,L8,361.31,357.10,349.96,351.57,347.62,344.70,344.67,343.92,341.95,335.55,331.51,330.68,336.91,339.03,332.79,332.37,333.07,336.75,336.27,343.11,342.32,336.54,340.11,342.61,347.27,343.43,340.41,336.36,335.75,341.33,348.43,353.20,349.73,352.84,354.76,361.70,357.11,355.14,355.00,,,,338.67,343.85,340.51,338.75,348.82,354.41,351.52,353.47,356.08,357.62,357.47,357.22,358.42,354.52,348.54,348.61,342.06,339.59,343.35,349.06,361.27,360.51,361.92,359.17,349.84,350.16,353.29,359.08,371.64,372.86,367.01,350.77,346.22,332.98,321.88,341.41,349.38,350.36,353.67,357.60,360.35,359.72,353.44,352.09,353.43,329.59,287.62,333.77,340.40,345.00,344.73,339.42,340.72,343.97,348.17,296.45,,,327.56
2013-08-31 22:22:50.245000,L8,363.15,355.51,353.53,358.03,352.08,348.38,346.47,342.45,345.45,336.20,326.59,330.92,336.23,336.09,332.13,329.31,332.29,337.05,337.52,341.38,339.57,335.18,338.63,341.49,345.64,345.39,341.03,335.67,332.82,339.03,345.40,350.52,349.21,350.28,354.64,360.58,357.90,352.70,354.21,,,,334.54,341.22,335.92,337.48,347.52,350.24,349.54,352.14,354.22,353.91,352.31,356.34,355.47,350.33,347.40,346.49,344.41,342.09,346.35,350.40,359.13,358.35,358.85,357.24,349.43,352.18,354.39,359.87,371.12,372.02,366.17,350.18,343.22,332.04,316.40,338.81,348.76,351.94,354.21,357.37,359.65,359.88,352.18,352.70,353.59,331.01,289.29,330.71,340.79,343.65,344.25,338.89,338.72,346.05,345.05,324.94,,,322.84
2013-09-25 22:16:28.938000,L8,379.16,358.92,351.76,350.29,350.19,345.51,345.78,345.57,346.10,333.99,327.43,329.71,335.43,335.23,329.51,326.30,330.20,333.13,336.23,343.34,341.24,334.89,336.48,338.50,341.32,341.88,336.99,333.34,330.27,333.05,341.96,345.62,345.21,344.59,351.25,356.47,354.38,349.45,350.25,,,,325.69,335.69,332.89,329.87,344.17,345.70,346.09,349.13,350.45,349.09,350.27,352.74,350.40,347.54,342.84,340.75,342.28,341.63,346.71,351.11,357.70,357.30,355.53,353.22,345.33,351.74,352.97,358.66,368.01,366.66,363.33,346.33,340.60,328.27,307.70,335.88,346.07,351.14,352.71,354.89,356.94,358.36,349.54,348.45,347.96,329.22,285.31,325.22,335.31,339.77,339.61,334.76,336.78,341.40,342.56,264.16,,,
2013-10-02 22:22:40.460000,L8,330.01,344.29,338.64,338.07,334.89,333.56,331.11,330.97,332.33,270.87,195.30,219.66,293.40,322.83,311.97,315.11,317.84,319.70,323.68,323.85,322.73,320.24,318.70,322.61,310.55,289.23,,,,,,,,,218.84,217.45,210.62,,,,,,289.61,315.43,306.96,317.27,326.98,327.02,331.19,330.55,265.99,272.03,275.98,281.14,289.34,293.88,325.19,320.97,236.12,228.41,243.98,281.22,276.36,266.88,345.52,341.07,336.57,340.87,342.86,345.37,326.81,322.34,342.70,333.86,317.15,303.65,168.09,316.73,324.80,323.55,337.35,333.02,330.55,323.65,289.21,295.48,225.39,160.97,270.15,263.46,321.71,316.44,319.88,322.42,156.95,200.58,206.56,,,,
2013-10-11 22:16:29.291000,L8,365.26,363.02,356.30,354.10,351.19,350.20,349.04,346.85,349.02,338.34,332.71,332.23,336.72,335.35,332.51,327.35,331.98,338.04,339.77,344.98,339.18,335.47,339.12,344.08,345.30,345.89,338.14,337.33,333.31,339.26,343.45,344.61,347.22,348.63,354.18,360.76,360.72,353.89,353.34,,,,332.10,341.39,335.89,336.51,347.56,350.00,349.84,351.83,354.03,350.16,352.69,355.21,354.08,349.47,349.57,348.69,344.77,344.13,348.13,353.78,360.61,361.49,361.80,360.26,354.36,356.39,359.12,359.57,370.53,370.95,364.23,354.00,345.95,334.57,313.54,344.91,350.83,358.64,357.04,362.56,365.94,362.59,354.53,352.40,354.35,335.72,293.84,333.68,342.91,344.86,345.54,341.70,343.06,338.36,346.42,272.82,,,
2013-10-18 22:22:37.411000,L8,388.62,364.00,354.78,354.14,348.35,345.31,349.46,345.88,344.68,333.88,327.50,329.01,332.27,333.33,328.14,325.05,329.25,332.65,334.05,339.53,334.20,333.43,333.83,340.44,341.58,343.11,337.50,336.10,333.00,338.93,346.06,353.25,357.01,357.31,363.28,363.03,360.09,350.75,350.47,,,,327.50,336.32,330.14,329.04,340.24,342.14,343.40,346.21,347.71,344.58,346.10,348.40,345.32,342.24,342.13,341.77,342.29,341.29,346.16,352.88,359.85,360.03,359.77,356.01,350.74,354.80,359.41,359.28,367.24,370.90,365.95,352.14,393.97,379.62,380.54,399.90,412.90,420.03,427.54,436.92,445.87,432.07,415.19,403.90,357.01,339.11,299.60,341.76,345.08,346.05,343.76,340.64,341.94,346.77,345.25,202.33,,,200.51
2013-11-12 22:16:19.914000,L8,375.61,361.00,358.06,352.38,352.99,351.10,347.49,345.08,343.55,335.18,330.59,330.80,334.68,334.93,332.70,327.11,330.89,333.51,335.40,341.52,335.43,335.59,336.50,339.77,342.92,342.42,337.33,335.77,332.60,335.24,343.75,346.40,347.15,347.70,351.46,357.68,354.84,349.61,350.30,,,175.80,328.37,338.31,331.83,332.61,344.85,347.52,348.01,350.64,352.46,348.14,351.20,350.04,351.27,349.04,348.92,347.42,344.95,343.21,348.73,353.48,359.24,360.18,360.35,357.12,353.11,356.05,360.71,358.64,366.55,368.38,364.36,349.75,344.31,332.71,310.51,344.02,347.08,363.68,356.37,361.96,367.67,363.98,356.36,352.49,352.75,329.47,291.16,326.13,344.81,342.70,344.41,340.24,343.16,347.63,343.17,265.87,,,198.72
2013-11-19 22:22:25.407000,L8,373.30,355.52,350.19,347.70,346.93,346.72,341.02,342.59,341.79,333.21,327.60,328.13,331.12,332.72,325.61,324.88,327.80,329.59,333.53,337.42,333.36,332.30,332.09,335.97,339.84,338.77,332.90,331.99,327.93,330.94,340.89,343.40,343.43,344.29,348.35,353.81,351.14,345.96,347.62,,,186.30,325.46,335.31,329.21,330.19,342.22,344.24,346.12,347.16,348.97,347.17,348.65,348.98,349.52,346.89,345.74,344.25,343.41,342.26,346.41,350.77,357.92,358.53,356.92,354.08,349.01,354.25,356.87,357.22,363.15,366.49,361.38,347.70,342.03,329.53,309.15,340.57,346.14,358.67,354.31,358.45,363.64,359.84,353.64,349.86,350.05,327.70,287.24,323.38,338.58,341.56,341.19,336.72,337.62,343.85,337.77,264.91,,,284.76
2013-12-30 22:16:01.055000,L8,355.04,353.20,352.43,354.28,352.07,349.50,342.00,344.54,342.58,334.65,331.66,331.30,334.93,334.68,329.69,327.39,330.77,333.60,336.00,340.99,334.95,333.41,335.55,338.72,341.79,342.74,337.87,335.76,329.80,335.86,344.66,345.27,345.92,348.37,351.35,357.40,354.57,348.16,349.59,,,175.98,325.04,338.37,331.26,332.08,344.41,346.33,348.53,350.53,354.19,350.80,352.04,354.46,354.20,350.74,351.01,352.25,350.00,347.95,348.73,354.07,359.47,361.81,359.49,357.69,345.13,354.23,357.51,360.64,369.44,379.69,334.43,361.57,324.71,302.57,336.76,337.27,351.49,333.08,353.03,185.73,367.79,365.32,345.11,,,,,,,,,347.17,344.96,346.82,334.60,270.99,,,217.79
2014-02-23 22:21:32.043000,L8,372.15,358.25,352.88,354.11,346.32,344.26,342.26,346.17,342.70,335.43,328.65,331.41,336.45,334.70,331.68,327.63,331.53,332.37,335.85,341.03,335.74,335.40,338.12,339.17,340.59,341.63,338.08,335.11,331.86,338.02,344.90,346.55,347.72,349.06,350.92,356.89,355.17,350.68,350.98,,,192.84,331.70,340.25,335.27,333.68,343.53,346.37,348.10,350.55,355.67,353.27,352.82,355.73,355.56,351.09,351.08,350.76,349.69,346.67,348.24,353.74,361.32,362.79,363.59,358.81,352.99,356.12,360.38,361.47,372.51,373.76,370.53,356.42,349.55,337.45,317.65,347.14,358.49,365.65,364.19,363.78,370.72,367.13,362.88,356.02,358.05,328.94,301.27,337.67,348.88,349.59,348.18,345.45,344.10,349.21,345.25,273.27,,,318.27
2014-03-11 22:21:19.920000,L8,367.53,355.95,352.41,350.79,345.53,345.89,340.22,341.23,340.51,332.38,326.03,327.54,329.17,333.48,327.03,324.44,327.04,327.85,333.38,338.39,334.11,331.47,333.64,336.11,339.69,340.71,335.54,332.16,327.72,332.79,343.20,346.15,345.70,346.49,349.39,354.73,354.10,348.30,349.35,,,179.81,325.85,336.55,330.80,329.90,340.40,344.95,345.82,349.72,352.22,348.76,350.88,353.55,351.61,348.72,347.11,345.68,344.90,343.38,346.85,350.58,358.02,357.98,356.92,355.15,348.31,353.37,354.46,357.44,366.96,369.99,366.83,350.58,343.02,330.79,313.38,340.55,352.64,358.24,355.60,359.34,364.13,361.00,355.69,351.81,351.55,326.69,287.20,325.06,338.17,341.51,343.49,336.60,337.22,342.28,340.59,266.36,,,195.91
2014-03-20 22:15:01.497000,L8,318.33,339.34,334.33,335.69,332.69,336.53,330.47,326.84,331.07,319.05,315.63,283.42,316.08,321.60,311.19,313.07,311.36,316.22,316.67,320.01,320.67,313.18,316.93,322.91,325.41,326.27,318.49,317.04,294.40,289.14,299.39,302.85,309.48,288.09,275.69,333.76,278.13,281.26,325.53,,,,,314.19,297.47,312.49,319.12,322.98,329.39,329.03,331.76,312.01,290.02,306.31,292.26,291.75,222.82,245.94,237.70,236.34,264.28,300.28,284.18,298.24,293.16,339.50,334.52,339.44,342.58,342.93,330.36,329.66,347.75,334.36,320.31,310.26,153.40,311.27,332.57,325.71,341.17,328.87,339.34,331.53,333.71,329.00,238.38,305.71,267.55,243.99,317.32,319.99,318.98,318.71,318.79,327.24,319.65,,,,
2014-04-21 22:14:29.865000,L8,260.79,333.70,310.69,322.21,297.69,270.13,318.83,305.48,311.46,171.55,168.90,238.28,247.85,271.57,264.33,295.63,298.14,307.58,310.15,317.27,305.88,298.36,291.94,275.45,308.01,311.52,314.50,,280.18,268.93,250.48,256.98,238.31,,207.60,200.81,196.80,139.22,,,,,,,,,,,,,234.58,243.77,246.15,274.66,280.97,280.61,303.73,317.03,320.10,312.82,271.73,181.76,164.56,232.58,248.59,238.06,223.13,220.79,229.61,232.24,245.10,317.17,339.81,323.93,241.22,,,,319.63,312.46,320.82,324.80,320.93,321.97,298.61,227.36,288.00,301.78,260.48,,,,,312.41,317.59,325.76,316.36,,,,
2014-05-30 22:20:22.872000,L8,221.38,236.24,197.61,213.59,139.63,,,226.21,284.21,,,,262.59,284.33,282.88,295.40,301.77,306.58,310.48,320.33,308.67,298.55,295.05,286.21,310.07,310.87,306.11,298.22,281.17,258.03,297.95,253.01,227.37,,206.94,199.74,189.85,138.75,,,,,,,,,,,,,251.17,248.06,243.89,261.17,278.48,279.02,241.03,314.50,317.63,238.78,265.81,190.29,167.81,,,,333.05,327.76,328.31,330.06,327.11,319.72,333.83,319.91,249.09,,,309.55,316.89,317.51,314.50,322.60,306.56,316.23,288.30,287.59,276.94,288.76,,,,,274.76,311.77,316.05,324.73,319.46,,,,
2014-07-17 22:20:39.943000,L8,307.64,325.96,219.88,324.67,276.49,152.92,233.88,313.26,301.12,246.37,288.07,179.69,297.77,322.69,311.07,310.40,313.40,319.60,319.89,332.22,322.35,315.45,326.78,325.08,316.99,331.05,322.64,315.48,295.91,275.23,305.51,290.55,263.93,,268.45,345.69,342.72,323.89,,,,,,,,,,,,210.18,262.78,256.18,246.43,265.93,278.43,282.34,304.28,318.39,320.80,234.56,312.62,198.56,182.61,240.36,266.66,333.00,335.59,328.53,330.55,333.05,328.71,325.01,337.70,321.80,271.74,,271.12,317.54,321.49,321.53,321.06,322.75,309.37,304.86,290.13,287.87,280.27,300.01,,,,292.27,284.68,319.26,322.98,329.05,324.90,,,,
2014-08-02 22:20:46.799000,L8,311.81,332.57,314.22,335.12,292.79,205.47,317.81,322.65,308.42,259.42,234.10,288.49,297.57,323.22,309.98,313.31,313.50,317.20,318.12,323.94,320.93,314.32,319.96,322.03,316.83,330.06,318.67,315.36,295.84,279.91,298.24,251.06,231.05,,246.19,234.92,194.32,147.45,,,,,,,,,,,,210.32,263.38,254.83,246.12,209.56,238.19,282.96,301.86,316.16,320.04,312.65,320.45,200.01,230.45,242.13,260.67,242.91,223.70,182.61,223.28,223.59,207.81,147.99,335.82,320.72,301.07,,,312.67,322.30,315.91,320.25,320.64,307.85,298.54,285.41,283.68,286.35,301.67,248.77,,,,,315.78,322.58,326.26,326.11,,,,
2014-08-11 22:14:39.696000,L8,309.97,331.68,321.69,327.40,330.16,328.11,328.96,322.09,327.82,168.33,230.05,290.50,292.21,308.45,309.62,313.56,312.32,320.28,321.09,265.24,161.71,324.71,326.48,328.85,331.45,315.26,331.29,334.41,327.94,329.79,341.69,345.61,325.01,344.58,349.49,,,,,,,,311.53,316.68,293.19,326.31,343.43,349.25,348.90,351.75,355.76,356.74,359.10,353.69,359.15,349.79,350.24,345.31,343.22,218.20,306.52,239.60,259.24,301.38,346.91,351.81,351.41,346.03,337.01,359.05,374.43,322.49,333.18,344.53,340.58,283.61,287.81,336.63,224.72,275.42,286.19,315.38,321.61,344.37,349.24,348.94,330.80,316.80,274.91,315.34,290.47,235.28,313.27,331.78,334.35,315.44,,,,,209.37
2014-08-18 22:20:51.886000,L8,314.78,338.64,333.83,335.25,329.57,329.35,329.00,324.55,328.34,294.74,289.50,283.43,296.04,324.91,311.08,310.42,314.14,318.17,318.09,324.94,319.39,316.23,317.52,318.79,314.90,229.34,240.99,267.33,243.00,171.97,299.56,258.08,225.73,,202.47,201.11,194.03,146.06,,,,,,,,,,,,,254.53,253.69,244.06,218.47,228.29,282.51,307.83,316.85,321.97,234.47,324.17,329.48,315.96,240.38,261.08,242.92,227.00,,217.42,224.06,200.71,317.04,333.98,322.92,307.03,152.48,,309.36,321.85,319.56,328.46,320.43,308.75,298.21,285.93,188.20,281.96,229.78,226.58,,,,,315.89,261.96,326.85,324.20,,,,
2014-09-03 22:20:54.579000,L8,309.44,335.18,324.01,328.56,321.70,323.43,326.86,322.36,190.91,241.72,176.16,264.26,293.04,319.99,286.61,308.20,309.45,315.67,314.29,319.62,317.60,310.17,193.30,185.89,231.21,236.78,244.81,272.44,254.54,190.74,182.38,248.06,,,,,,,,,,,,,,,,,,,252.04,253.31,237.48,,220.66,278.26,305.10,310.13,318.26,317.03,317.44,327.33,319.93,241.26,261.09,135.06,177.92,199.13,226.75,227.84,209.53,256.93,325.48,321.16,262.19,161.67,,306.91,321.15,314.09,320.96,314.23,301.71,290.38,281.60,278.65,285.10,302.14,257.31,,,,,311.28,314.33,324.35,322.96,,,,
2014-09-19 22:20:54.477000,L8,327.29,339.91,334.93,335.06,332.06,331.47,329.21,325.04,330.17,322.92,314.58,308.20,315.22,322.43,311.72,313.84,313.99,318.41,320.88,322.03,321.60,320.21,318.49,322.02,320.00,323.64,318.59,317.69,313.02,286.15,298.84,258.10,250.83,,332.70,337.69,337.73,329.58,315.12,,,,,,262.84,309.37,319.59,,,215.48,257.44,261.51,273.17,264.49,275.98,286.20,315.33,319.67,326.75,324.82,330.11,334.43,335.16,344.70,341.73,335.54,318.78,330.69,333.93,337.97,299.11,315.34,338.22,326.62,317.01,277.15,169.02,317.66,264.52,322.33,333.62,204.64,317.58,312.67,293.11,292.64,309.58,220.33,263.71,237.36,,,,316.64,322.45,256.19,325.05,,,,
