dates,satname,nzd0513-0000,nzd0513-0001,nzd0513-0002,nzd0513-0003,nzd0513-0004,nzd0513-0005,nzd0513-0006,nzd0513-0007,nzd0513-0008,nzd0513-0009,nzd0513-0010,nzd0513-0011,nzd0513-0012,nzd0513-0013,nzd0513-0014,nzd0513-0015,nzd0513-0016,nzd0513-0017,nzd0513-0018,nzd0513-0019,nzd0513-0020,nzd0513-0021,nzd0513-0022,nzd0513-0023,nzd0513-0024,nzd0513-0025,nzd0513-0026,nzd0513-0027,nzd0513-0028,nzd0513-0029,nzd0513-0030,nzd0513-0031,nzd0513-0032,nzd0513-0033,nzd0513-0034,nzd0513-0035,nzd0513-0036,nzd0513-0037,nzd0513-0038,nzd0513-0042,nzd0513-0043,nzd0513-0044,nzd0513-0046,nzd0513-0047,nzd0513-0048,nzd0513-0049,nzd0513-0050,nzd0513-0051,nzd0513-0052,nzd0513-0053,nzd0513-0054,nzd0513-0055,nzd0513-0056,nzd0513-0057,nzd0513-0058,nzd0513-0059,nzd0513-0060,nzd0513-0061,nzd0513-0062,nzd0513-0063,nzd0513-0064,nzd0513-0065,nzd0513-0066,nzd0513-0067,nzd0513-0068,nzd0513-0069,nzd0513-0070,nzd0513-0071,nzd0513-0072,nzd0513-0073,nzd0513-0074,nzd0513-0075,nzd0513-0076,nzd0513-0077,nzd0513-0078,nzd0513-0079,nzd0513-0080,nzd0513-0081,nzd0513-0082,nzd0513-0083,nzd0513-0084,nzd0513-0085,nzd0513-0086,nzd0513-0087,nzd0513-0088,nzd0513-0089,nzd0513-0090,nzd0513-0091,nzd0513-0092,nzd0513-0093,nzd0513-0094,nzd0513-0095,nzd0513-0096,nzd0513-0097,nzd0513-0098,nzd0513-0099,nzd0513-0100,nzd0513-0039,nzd0513-0040,nzd0513-0041,nzd0513-0045
2001-04-09 22:04:41.882000,L7,334.84,351.09,337.69,340.77,346.99,340.83,341.36,340.52,334.71,328.04,320.99,326.25,334.27,327.46,327.81,320.48,325.94,324.68,327.57,325.00,324.72,328.18,325.35,329.41,336.21,336.32,321.46,321.33,292.05,301.66,319.60,336.65,309.32,288.90,319.49,320.51,338.75,416.32,419.51,,,,,287.99,294.36,308.45,322.05,326.30,324.23,331.25,343.72,255.30,333.42,351.72,400.79,393.11,345.11,344.71,351.58,350.59,354.59,359.38,365.30,358.05,363.11,354.50,351.69,350.16,350.92,354.84,344.22,359.98,366.05,347.70,343.47,331.91,285.12,319.56,342.07,349.86,347.08,349.44,353.59,352.91,346.05,343.81,341.86,303.99,291.55,312.22,334.22,333.73,330.30,327.59,332.61,341.35,335.66,418.88,440.22,,
2001-04-16 22:10:54.636000,L7,312.04,337.96,330.61,337.69,329.82,323.70,326.47,326.99,330.91,284.82,241.17,275.57,258.43,321.80,313.24,314.75,308.50,308.08,319.53,317.32,320.85,301.44,304.72,322.31,308.84,326.58,306.36,313.80,288.88,286.85,303.14,298.78,279.72,,257.15,235.20,254.45,186.85,173.46,,,,,,265.95,262.20,240.75,274.97,232.85,264.45,245.89,237.24,247.11,275.55,289.79,289.51,322.19,266.08,285.43,334.00,341.44,339.08,346.02,219.40,231.21,210.18,203.37,339.29,349.48,352.27,341.81,262.37,327.44,327.93,323.15,307.54,233.62,186.39,281.82,330.23,342.01,339.42,345.56,344.61,340.79,334.56,293.33,,,,,304.18,332.34,326.68,334.61,331.63,329.47,,,,
2001-08-15 22:03:26.328000,L7,433.22,449.08,443.60,441.13,440.54,430.17,,,,,373.03,367.07,506.27,363.42,361.56,365.59,332.55,367.35,370.49,363.73,366.55,364.20,364.98,448.30,354.47,463.55,388.37,459.32,457.95,460.68,468.36,459.98,449.45,523.92,451.47,449.68,478.05,466.77,319.90,405.95,154.35,199.31,269.25,317.32,322.57,329.13,343.06,346.86,352.22,350.72,362.21,367.76,363.14,360.70,364.16,363.90,362.17,355.86,358.42,357.35,361.03,378.01,372.16,373.17,380.66,453.92,410.16,392.39,408.35,,,408.65,399.80,392.21,386.14,414.77,478.39,377.22,360.84,484.99,447.93,418.95,406.09,414.67,357.61,488.56,498.13,481.67,374.13,372.44,379.85,355.67,382.08,440.10,378.97,377.83,378.60,373.70,405.54,400.79,181.84
2001-12-12 22:09:26.650000,L7,,,444.23,512.40,469.52,465.29,409.90,427.34,437.22,335.84,355.86,328.71,330.44,362.06,356.46,349.86,354.41,364.89,361.97,365.00,358.67,363.29,366.19,367.15,371.32,377.91,378.10,371.82,380.28,388.99,387.57,376.36,395.35,397.23,378.14,387.19,398.08,342.12,382.63,363.35,377.45,373.89,359.64,360.63,368.85,367.16,371.89,381.09,375.25,378.83,,443.14,488.24,,,,,418.84,408.48,394.17,358.02,416.77,271.64,278.89,278.98,244.12,133.32,219.23,221.15,178.57,485.39,505.69,389.39,343.03,320.75,316.11,220.46,207.00,192.39,186.19,175.29,163.33,153.19,,,,,,,,,408.78,479.14,468.39,386.78,340.19,397.99,386.43,395.35,301.36,372.94
2002-01-29 22:09:33.112000,L7,,,,,,,,,350.07,362.25,362.26,361.48,362.71,338.28,334.17,354.07,356.57,362.20,335.40,367.19,367.73,361.68,366.74,368.06,366.08,376.88,373.20,372.67,372.28,406.24,395.41,383.73,395.65,405.65,406.80,412.78,407.99,347.56,393.61,358.64,181.14,364.76,380.28,374.36,367.95,368.20,379.97,382.98,379.62,375.33,376.24,380.95,344.35,383.06,389.94,386.73,387.51,383.40,383.33,387.05,351.69,354.87,398.70,395.66,394.45,394.85,383.68,391.82,404.87,417.97,431.18,426.76,410.38,397.30,406.31,381.24,381.46,399.59,399.83,398.19,400.25,409.92,365.58,413.58,402.21,406.68,433.79,,406.63,402.98,389.44,390.98,389.52,390.50,391.18,388.45,394.75,391.07,384.43,375.37,370.85
2002-03-11 22:03:31.366000,L7,,,,,,,,,,361.45,336.60,334.12,364.25,367.40,357.78,357.83,355.77,361.92,362.70,368.24,366.90,337.62,366.55,369.41,368.54,369.44,371.04,364.08,377.69,382.20,384.24,384.69,382.65,403.65,346.79,398.56,405.24,387.39,516.88,477.86,512.53,380.23,381.51,386.85,324.53,366.53,381.63,383.11,372.39,380.70,378.74,384.19,388.34,394.79,386.49,374.07,375.28,357.89,381.64,384.03,386.17,389.23,392.92,395.30,396.91,398.90,394.27,393.49,399.07,406.70,412.44,423.23,418.84,403.05,394.99,382.60,379.20,393.71,396.32,402.13,403.61,401.03,410.00,410.39,403.23,397.80,400.92,373.45,393.60,388.30,387.41,388.32,387.73,386.45,390.35,395.11,397.67,484.23,480.17,491.32,379.59
2002-04-12 22:03:25.302000,L7,281.26,336.12,317.41,330.70,313.47,296.23,300.83,325.76,308.81,208.49,213.62,186.01,294.66,266.44,227.94,300.92,299.35,313.86,308.30,311.25,308.68,311.52,299.70,285.97,308.99,315.88,306.30,,275.58,285.36,259.88,300.67,185.41,165.75,250.41,247.53,252.07,187.76,,,,,,,148.91,224.34,242.54,258.95,239.46,264.72,247.47,195.73,215.60,271.92,297.56,284.11,204.19,260.73,290.05,244.62,267.62,310.14,318.25,314.98,291.63,210.79,342.08,342.12,341.08,342.10,335.54,336.65,341.24,324.97,317.04,309.07,153.55,198.58,192.77,320.22,336.06,328.30,346.16,338.73,339.67,331.59,234.59,288.20,,,,224.65,320.55,325.74,328.50,327.37,313.87,,,,
2002-05-05 22:09:37.985000,L7,280.97,309.44,310.44,321.84,280.18,253.61,238.39,313.50,292.82,258.49,160.72,,246.79,296.15,229.89,300.81,297.74,291.25,317.77,304.42,296.15,292.83,293.58,301.65,235.99,260.22,284.19,292.95,242.77,218.41,179.27,251.93,270.11,,176.58,195.21,208.68,163.25,,,,,,,141.12,203.97,228.55,221.58,224.16,144.85,245.02,242.34,244.64,277.88,287.44,297.68,321.71,195.26,170.92,311.69,323.80,330.46,,293.43,345.53,338.19,336.24,336.12,333.81,329.47,338.98,324.23,332.26,324.40,313.52,303.11,289.04,,,,332.53,337.82,348.67,338.17,310.67,316.77,290.46,278.22,,,,,,328.56,323.30,332.34,317.21,,,,
2002-09-10 22:08:43.416000,L7,366.08,359.74,351.86,358.43,350.41,346.23,351.16,347.03,345.64,336.96,333.95,325.66,333.28,334.93,327.43,328.12,325.58,330.98,454.48,463.79,499.78,476.72,333.06,329.49,334.84,337.46,329.31,321.46,310.06,331.44,335.25,335.27,321.33,294.52,331.00,336.07,343.12,332.40,190.96,,,520.95,505.25,301.49,307.91,315.90,324.86,335.22,336.49,332.45,339.03,335.85,338.96,348.61,341.28,347.21,345.69,345.93,340.83,343.41,348.42,350.54,358.71,355.70,213.23,146.91,348.75,344.38,346.86,356.67,289.81,360.96,361.64,348.90,336.06,325.04,293.03,325.84,343.27,346.62,350.64,350.48,342.27,351.58,431.24,421.31,422.12,290.47,415.32,392.46,418.82,411.72,420.02,331.01,428.68,432.41,435.54,203.62,,,491.29
2002-11-29 22:09:01.492000,L7,391.86,395.63,426.27,403.90,392.63,491.23,,,,,,,,,,476.14,459.55,447.71,472.07,483.97,482.11,484.96,489.94,511.60,506.65,472.72,462.23,465.45,451.45,429.79,477.17,432.23,433.09,438.37,513.90,462.29,481.09,507.92,529.18,511.04,519.65,505.49,479.48,496.31,487.53,506.21,491.20,485.92,477.91,492.41,472.43,488.64,471.80,459.97,449.13,455.90,474.14,480.51,482.74,443.29,450.95,479.38,475.36,464.82,408.11,375.50,378.91,379.40,385.52,392.54,396.89,396.31,389.46,380.80,381.67,368.00,363.73,382.81,360.18,395.90,396.25,398.20,400.19,399.92,400.23,392.86,395.05,385.29,315.31,386.43,387.62,354.40,393.51,399.36,350.32,406.49,399.11,507.03,507.66,490.15,461.39
2002-12-24 22:02:57.022000,L7,410.48,437.24,451.74,471.42,472.17,480.23,457.67,434.64,434.14,453.45,465.36,480.84,469.60,467.03,488.43,476.21,499.70,491.20,480.38,486.61,467.12,443.88,462.27,472.42,482.06,467.66,470.92,480.05,480.78,473.69,489.39,489.08,496.61,496.09,500.54,496.98,484.75,474.04,483.37,208.40,350.51,363.46,369.17,362.35,364.54,357.85,361.22,352.23,496.07,502.99,498.17,488.91,480.15,479.75,486.31,490.44,494.21,487.83,497.41,513.04,511.67,377.34,378.41,,,,,,,,,,,,,,,,,,,,,,,374.56,374.75,380.04,382.43,366.95,371.71,374.79,369.31,348.95,376.00,388.14,369.19,508.16,491.95,482.67,369.45
2003-02-01 22:09:21.746000,L7,,,,,,,,,,355.14,487.42,506.99,490.29,358.75,352.22,345.66,,,356.06,363.64,367.07,361.73,362.96,362.85,360.64,362.14,499.34,488.83,472.78,438.97,459.05,380.13,395.86,421.09,433.25,427.94,426.94,416.66,393.69,230.63,400.17,397.05,423.63,427.97,439.10,409.85,397.27,399.66,399.79,409.08,405.82,403.98,402.07,408.75,403.68,398.26,401.91,385.16,380.77,386.32,401.59,402.29,395.29,396.36,393.87,390.64,385.91,383.83,389.85,395.87,401.76,404.39,401.38,385.88,350.31,373.73,364.90,384.53,395.14,396.39,397.36,399.34,404.43,402.93,394.30,355.90,396.62,399.63,275.94,394.51,390.22,392.23,395.74,393.00,395.76,400.45,400.90,397.09,397.76,395.65,390.79
2003-08-13 21:51:32.649000,L5,318.02,330.06,334.16,333.93,315.30,324.23,333.33,325.70,316.46,241.56,300.86,304.88,319.48,317.21,306.71,318.34,320.44,318.55,323.06,326.24,315.55,313.28,314.95,317.61,331.66,328.80,318.02,306.22,285.92,317.52,312.65,274.52,245.77,303.21,199.16,214.46,204.75,241.35,,,,,,,,,,139.91,162.44,165.38,194.29,232.96,239.96,283.95,291.18,317.07,321.54,308.85,329.35,324.29,335.85,318.06,337.84,344.22,332.57,314.29,331.39,327.64,327.06,322.80,245.75,265.94,348.96,328.29,309.05,,,328.09,340.40,272.15,334.91,330.80,327.58,333.79,325.89,323.26,188.06,194.32,209.51,141.78,227.95,204.38,196.22,331.50,339.02,341.78,342.25,,,,
2003-08-29 21:51:49.928000,L5,325.68,326.57,328.93,332.07,321.08,328.57,332.76,324.98,311.60,300.37,236.49,282.54,306.10,299.94,302.08,313.32,318.17,316.35,323.38,314.07,289.90,194.17,269.78,313.45,322.56,323.75,311.47,295.35,288.83,300.10,264.95,,,,,,,,,,,,,,,,,,147.27,157.34,175.03,182.83,238.19,242.27,268.78,309.67,312.66,310.13,247.35,252.53,254.90,308.81,291.57,281.66,265.04,265.12,227.79,235.05,234.93,241.99,252.70,267.99,249.74,252.52,263.37,,258.57,318.87,335.31,319.64,335.38,315.43,333.82,305.91,303.64,307.82,309.95,267.80,262.11,,,,,319.34,332.41,337.35,337.31,,,,
2003-09-30 21:52:18.101000,L5,330.89,336.86,338.64,342.66,346.93,345.31,344.37,343.39,337.96,328.74,321.22,322.38,331.82,333.63,325.60,329.83,333.21,327.14,340.02,337.76,331.14,329.08,335.74,335.87,350.21,336.93,338.73,336.28,337.43,341.92,347.61,338.95,337.37,342.97,351.38,359.04,360.87,355.12,231.13,,,,295.44,324.74,328.30,330.24,335.09,337.84,338.79,349.70,340.32,329.38,335.57,333.25,346.79,342.34,343.42,346.34,349.25,352.41,358.03,360.57,363.80,366.79,363.57,357.50,360.68,354.73,354.82,337.57,336.17,360.18,367.64,352.20,345.40,323.49,313.91,338.40,350.45,352.78,358.77,344.68,309.10,258.14,309.23,332.02,325.40,281.77,278.70,245.09,155.28,,,,,,,,,,
2003-10-07 21:58:35.519000,L5,366.87,363.87,364.63,362.66,367.74,364.93,361.82,359.93,358.06,351.63,349.94,346.93,352.12,355.72,347.20,345.80,354.31,353.45,354.21,363.20,355.06,350.00,354.91,359.64,361.43,357.70,356.23,354.17,354.54,361.63,364.44,359.80,358.18,362.10,372.39,370.51,373.04,370.67,341.14,,,,330.10,345.00,349.33,353.70,361.33,364.40,364.21,365.99,366.03,357.75,355.86,364.56,367.49,366.85,367.56,363.73,370.78,369.96,376.07,378.04,389.13,381.67,379.93,373.83,374.68,377.94,377.26,380.14,387.55,390.87,392.65,373.07,369.01,350.92,340.66,363.76,380.58,380.19,383.08,385.95,385.72,385.25,380.88,378.57,367.30,315.03,304.17,366.86,373.72,373.61,372.00,364.08,372.71,371.62,367.34,,,,
2003-11-17 21:52:57.120000,L5,361.04,363.45,361.01,365.12,365.83,361.89,361.43,363.58,359.37,355.92,352.81,351.70,355.16,352.86,349.40,347.64,352.59,350.21,354.35,357.76,349.89,346.27,345.49,351.61,353.83,351.34,348.52,345.69,346.23,351.34,357.24,350.06,353.25,353.71,361.85,368.12,379.21,367.54,258.47,,163.20,216.31,339.94,350.37,352.97,353.66,354.03,357.97,359.41,360.73,356.99,356.02,353.15,360.56,365.37,357.58,365.82,364.22,365.87,368.77,373.13,376.35,375.35,380.44,383.00,386.61,383.45,384.59,386.42,388.32,395.21,394.51,395.63,379.90,373.49,350.65,346.86,376.56,384.99,382.71,382.63,379.91,386.03,384.38,381.47,374.04,363.86,318.71,298.66,354.51,365.90,368.94,363.48,366.99,376.44,377.24,376.76,,,,253.97
2003-12-26 21:59:30.091000,L5,366.37,362.72,363.19,365.62,369.79,366.43,362.74,360.93,358.38,358.91,350.93,348.01,351.85,356.25,349.60,348.44,357.16,355.41,357.88,365.56,354.48,349.64,351.59,360.66,363.53,360.75,360.00,357.00,348.57,358.74,360.43,357.43,355.55,369.79,360.46,366.57,366.50,357.37,340.03,,,,320.11,345.84,350.83,355.42,362.49,364.85,365.78,366.01,368.51,361.88,364.48,370.19,372.29,371.67,372.05,368.34,373.48,376.89,378.91,388.45,379.40,377.77,379.42,377.43,374.41,379.50,379.94,384.25,389.26,389.46,393.24,374.63,367.83,351.34,332.64,368.38,388.81,395.35,390.88,391.73,399.17,444.30,420.80,392.57,366.66,317.53,344.17,377.90,381.54,376.54,376.07,369.41,368.85,368.66,363.77,,,,
2004-01-27 21:59:38.149000,L5,361.65,356.34,359.13,359.65,358.24,359.71,347.15,341.67,339.57,350.20,350.76,349.02,351.19,351.95,347.88,344.31,352.61,350.88,352.54,361.31,353.05,350.98,352.18,358.43,359.67,357.05,357.29,347.60,349.93,355.73,359.09,355.47,354.16,360.35,365.55,369.90,368.74,365.34,338.42,,,,336.57,345.72,345.07,353.31,360.34,366.26,370.46,368.30,367.55,379.50,382.21,368.63,365.50,361.22,367.51,365.05,365.49,372.31,373.20,375.36,382.74,374.44,375.41,376.90,375.04,375.27,377.02,382.83,391.06,393.09,397.14,380.51,374.27,349.51,344.36,374.81,386.62,392.89,387.90,383.23,382.01,381.21,377.20,380.63,364.94,313.97,304.94,355.89,370.10,370.72,368.53,368.78,368.22,369.46,363.16,,,,281.24
2004-03-31 21:59:59.745000,L5,374.45,367.89,372.36,374.45,379.73,390.30,376.05,377.90,382.92,371.07,373.29,375.99,377.64,376.41,367.67,368.10,366.58,366.72,373.11,376.12,373.06,368.48,373.34,369.22,374.71,375.17,370.50,365.90,368.27,376.45,377.38,383.30,388.80,384.03,391.89,387.31,389.43,389.90,388.65,,391.06,393.60,186.91,168.76,399.70,394.55,396.28,390.89,387.87,391.96,389.62,393.48,397.20,394.76,395.04,387.98,390.30,388.67,391.66,392.66,396.28,405.91,406.32,409.19,406.85,403.83,403.98,401.32,395.54,402.28,417.53,418.73,418.12,405.84,400.05,380.48,388.37,397.12,408.54,420.35,409.40,415.74,416.53,413.01,410.54,405.46,410.81,411.72,384.46,378.17,389.51,390.87,389.18,395.36,403.33,400.17,390.34,389.20,373.04,387.42,398.13
2004-04-25 21:54:35.260000,L5,285.48,309.94,314.51,321.52,274.28,226.40,323.27,313.27,284.99,205.89,269.52,283.07,301.95,292.96,300.14,305.70,306.03,300.45,310.09,305.08,289.90,299.11,273.09,307.06,317.73,312.84,,,254.96,292.23,282.98,260.90,211.27,,,,,,,,,,,,139.58,153.93,175.69,244.68,241.61,200.36,200.72,230.14,239.93,294.21,282.59,295.32,306.72,312.32,319.50,310.55,317.73,193.45,216.68,234.32,251.09,239.47,193.07,223.99,228.29,225.02,249.55,320.09,337.30,317.99,273.12,,,321.69,325.79,301.52,338.20,335.15,330.00,320.10,331.36,318.47,308.91,259.78,,,,,313.12,328.94,323.79,325.56,,,,,
