dates,satname,nzd0011-0000,nzd0011-0001,nzd0011-0002,nzd0011-0003,nzd0011-0004,nzd0011-0005,nzd0011-0006,nzd0011-0007,nzd0011-0008,nzd0011-0009,nzd0011-0010,nzd0011-0011,nzd0011-0012,nzd0011-0013,nzd0011-0022,nzd0011-0023,nzd0011-0024,nzd0011-0025,nzd0011-0026,nzd0011-0027,nzd0011-0028,nzd0011-0029,nzd0011-0030,nzd0011-0031,nzd0011-0032,nzd0011-0033,nzd0011-0034,nzd0011-0035,nzd0011-0038,nzd0011-0039,nzd0011-0049,nzd0011-0054,nzd0011-0055,nzd0011-0056,nzd0011-0057,nzd0011-0064,nzd0011-0065,nzd0011-0066,nzd0011-0069,nzd0011-0070,nzd0011-0071,nzd0011-0072,nzd0011-0073,nzd0011-0074,nzd0011-0082,nzd0011-0083,nzd0011-0084,nzd0011-0085,nzd0011-0086,nzd0011-0088,nzd0011-0089,nzd0011-0090,nzd0011-0091,nzd0011-0092,nzd0011-0093,nzd0011-0094,nzd0011-0095,nzd0011-0014,nzd0011-0015,nzd0011-0016,nzd0011-0017,nzd0011-0018,nzd0011-0019,nzd0011-0020,nzd0011-0021,nzd0011-0036,nzd0011-0037,nzd0011-0040,nzd0011-0041,nzd0011-0042,nzd0011-0043,nzd0011-0044,nzd0011-0045,nzd0011-0046,nzd0011-0051,nzd0011-0053,nzd0011-0058,nzd0011-0059,nzd0011-0063,nzd0011-0067,nzd0011-0068,nzd0011-0077,nzd0011-0078,nzd0011-0079,nzd0011-0080,nzd0011-0081,nzd0011-0087,nzd0011-0047,nzd0011-0048,nzd0011-0050,nzd0011-0052,nzd0011-0060,nzd0011-0061,nzd0011-0062,nzd0011-0075,nzd0011-0076
1999-11-21 22:10:24.244000,L7,,,,,,,,,,,,,,,,277.06,310.01,,,,,,,,,,,,,,,,,,,,,,,,,,,521.66,,,,423.53,445.89,,,554.02,500.08,208.68,245.91,418.19,484.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.68,
1999-12-07 22:10:30.042000,L7,,280.14,237.54,297.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.44,,,,,,,,,,,,,,273.84,257.26,,,,,185.57,275.07,275.35,257.38,320.88,337.39,,,,,,,,,,,,,,,,,,,419.27,,,,,,,,,,,,,,,,,,,,
2000-09-20 22:08:03.348000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-10-06 22:07:59.689000,L7,,,,,450.35,511.79,515.53,532.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.56,479.34,529.96,,,,,491.10,481.90,,257.34,,,,329.05,179.07,196.31,218.15,280.66,311.69,349.66,334.18,,,,,,,,,,,,,,,,,,,,,,485.29,535.84,,,,,,,,,,,,,471.88,504.51,,
2000-10-22 22:07:50.487000,L7,,,,,,,,,,,,,,,520.82,523.62,547.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.61,196.37,273.12,212.48,229.97,259.73,288.40,,,,,,,536.34,526.48,,,,,,,,,,,,,,,,,545.02,523.17,508.88,,,,,,,,,,,,
2001-09-07 22:06:11.116000,L7,499.07,496.11,496.54,496.46,546.27,532.82,516.50,509.39,520.98,536.20,505.97,496.30,512.51,519.53,517.07,477.56,500.41,457.35,527.98,546.74,436.04,511.99,515.05,495.43,521.79,519.62,391.55,421.92,513.12,441.21,438.74,398.70,524.65,427.16,406.11,534.93,492.92,374.37,512.68,456.02,477.20,488.73,409.68,422.32,466.80,455.80,418.28,500.05,459.30,434.44,424.40,186.69,292.44,204.72,225.49,260.87,283.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-23 22:06:03.238000,L7,324.80,329.88,323.56,336.75,356.77,354.17,346.30,354.32,312.31,325.22,332.92,340.55,266.31,278.60,317.91,300.83,313.55,472.69,469.65,542.49,,,,318.51,285.72,288.38,,526.67,530.22,281.16,,295.51,521.58,551.22,547.15,533.85,490.01,485.74,,,,,309.41,272.84,233.43,340.08,343.76,,180.96,352.57,380.48,377.53,376.87,345.69,379.44,404.14,,345.21,276.89,300.75,268.06,305.44,334.00,326.43,293.37,522.21,469.42,350.18,344.44,344.99,335.49,345.52,293.93,337.72,294.48,290.19,312.74,284.26,454.17,499.03,509.44,320.34,317.84,378.95,361.38,355.02,198.85,,,,,,,,,
2001-12-12 22:06:14.960000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.94,259.36,275.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-28 22:06:14.106000,L7,317.08,308.59,306.78,332.68,317.41,320.13,319.30,318.77,319.18,305.85,304.42,306.68,,280.33,295.38,294.04,,285.66,299.89,389.12,378.74,390.31,308.95,291.18,337.88,307.43,299.24,487.18,,,374.61,387.58,403.48,300.40,277.67,500.33,505.18,272.25,,,458.54,448.28,257.72,310.29,287.47,337.19,335.58,333.12,325.28,517.77,178.05,192.57,307.46,295.69,317.25,354.36,412.12,305.90,311.22,301.50,290.23,298.68,294.10,290.95,235.04,,,275.73,274.37,251.85,,399.12,477.77,396.87,481.25,414.83,255.24,,511.38,432.46,460.79,464.06,452.43,286.51,492.29,307.95,508.31,299.59,276.36,476.10,303.82,485.85,486.68,476.87,302.48,307.18
2002-02-14 22:06:29.522000,L7,436.73,431.82,415.70,364.57,327.91,,546.69,190.93,203.76,251.59,356.46,382.71,500.04,494.53,506.57,309.38,309.47,291.77,,,,,244.32,278.71,288.19,370.09,401.88,382.77,,530.56,517.77,514.08,395.93,419.73,452.97,321.10,320.16,,532.55,,,,290.55,417.08,427.82,546.34,244.31,471.56,532.04,349.43,370.63,403.90,335.40,322.65,303.69,172.89,291.79,391.22,,481.21,399.83,320.51,317.72,488.21,498.72,317.63,,484.94,,,556.23,432.77,,,489.80,535.74,452.70,319.39,305.97,491.78,356.11,449.12,403.92,246.56,313.38,419.30,381.20,,462.91,463.20,535.68,318.62,307.86,307.31,531.58,487.05
2002-03-18 22:06:22.131000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.26,516.65,524.82,,,,,,,,,,,,,,,,,,,,,,
2002-06-22 22:06:03.573000,L7,,,,,,,,,,,,,,,,414.52,436.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.50,161.03,215.97,230.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-12 22:05:14.598000,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.93,198.86,227.50,252.48,280.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-28 22:05:22.323000,L7,346.00,280.56,342.29,,,,341.17,354.56,334.31,354.27,352.52,335.56,299.15,324.92,491.10,468.51,306.18,342.00,495.62,470.55,469.49,524.80,542.79,540.73,536.89,,512.91,551.91,,,537.99,514.09,512.93,548.38,322.24,,476.12,421.77,,,,443.24,470.91,421.82,,,,,555.33,194.56,185.47,196.68,349.51,306.19,410.56,429.11,333.45,291.52,322.43,324.12,333.79,317.16,,,536.91,519.35,,534.62,548.37,535.66,,314.03,515.84,510.98,492.56,524.61,,,,,,,506.28,401.25,493.98,,197.44,526.17,452.63,475.55,506.93,549.13,539.94,526.70,456.32,306.38
2002-11-13 22:05:30.425000,L7,327.57,334.13,304.54,348.87,335.77,337.01,338.29,348.37,331.03,318.91,311.48,330.24,276.07,197.84,296.97,228.85,271.81,289.92,271.70,306.82,,283.01,295.79,319.31,287.72,311.37,,198.91,253.05,279.36,280.86,302.38,,289.42,292.14,325.20,297.94,312.28,,,,534.83,255.76,283.36,507.36,291.71,312.75,306.07,179.39,286.93,253.74,219.72,312.33,301.44,329.72,355.81,534.65,332.25,335.59,321.80,304.82,312.14,284.28,300.78,284.95,285.70,289.39,,,,,266.94,287.57,543.79,235.84,280.41,288.28,299.11,435.70,,,313.28,,,507.98,509.47,258.74,511.34,216.12,272.86,296.37,262.77,337.88,310.06,367.38,344.64
2003-01-16 22:06:02.914000,L7,277.64,283.27,264.13,287.99,288.79,296.91,301.45,306.19,299.24,314.57,288.65,438.23,430.85,337.67,507.16,521.74,459.71,448.29,414.05,460.49,457.40,464.91,485.59,492.04,496.61,475.17,447.13,478.37,318.34,267.56,488.69,421.68,447.90,466.62,524.43,514.61,515.80,400.69,408.42,434.44,449.14,435.32,393.26,455.53,462.93,384.49,368.95,387.40,423.96,454.03,499.49,361.93,308.77,275.48,287.01,313.30,355.78,485.38,487.11,471.60,459.81,277.15,285.35,553.05,516.64,253.09,285.54,234.72,428.83,487.52,431.15,484.15,509.08,525.82,461.60,492.54,484.21,427.70,506.94,420.95,399.89,425.14,430.45,455.78,464.83,470.29,424.30,530.23,510.78,476.17,475.78,416.81,408.55,456.60,413.12,393.21
