dates,satname,nzd0204-0000,nzd0204-0001,nzd0204-0002,nzd0204-0003,nzd0204-0004,nzd0204-0005,nzd0204-0006,nzd0204-0007,nzd0204-0008,nzd0204-0009,nzd0204-0010,nzd0204-0011,nzd0204-0012,nzd0204-0013,nzd0204-0014,nzd0204-0015,nzd0204-0016,nzd0204-0017,nzd0204-0018,nzd0204-0019,nzd0204-0020,nzd0204-0021,nzd0204-0022,nzd0204-0023,nzd0204-0024,nzd0204-0025,nzd0204-0026,nzd0204-0027,nzd0204-0028,nzd0204-0029,nzd0204-0030,nzd0204-0031,nzd0204-0032,nzd0204-0033,nzd0204-0034,nzd0204-0035,nzd0204-0036,nzd0204-0037,nzd0204-0038,nzd0204-0039,nzd0204-0040,nzd0204-0041,nzd0204-0042,nzd0204-0043,nzd0204-0044,nzd0204-0045,nzd0204-0046,nzd0204-0047,nzd0204-0048,nzd0204-0049,nzd0204-0050,nzd0204-0051,nzd0204-0052,nzd0204-0053,nzd0204-0054,nzd0204-0055,nzd0204-0056,nzd0204-0057,nzd0204-0058,nzd0204-0059,nzd0204-0060,nzd0204-0061,nzd0204-0062,nzd0204-0063,nzd0204-0064,nzd0204-0065,nzd0204-0066,nzd0204-0067,nzd0204-0068,nzd0204-0069,nzd0204-0070,nzd0204-0071,nzd0204-0072,nzd0204-0073,nzd0204-0074,nzd0204-0075,nzd0204-0076,nzd0204-0077,nzd0204-0078,nzd0204-0079,nzd0204-0080,nzd0204-0081,nzd0204-0082,nzd0204-0083,nzd0204-0084,nzd0204-0085,nzd0204-0086,nzd0204-0087,nzd0204-0088,nzd0204-0089,nzd0204-0090,nzd0204-0091,nzd0204-0092,nzd0204-0093,nzd0204-0094,nzd0204-0095,nzd0204-0096,nzd0204-0097,nzd0204-0098,nzd0204-0099,nzd0204-0100,nzd0204-0101,nzd0204-0102,nzd0204-0103,nzd0204-0104,nzd0204-0105,nzd0204-0106,nzd0204-0107,nzd0204-0108,nzd0204-0109,nzd0204-0110,nzd0204-0111
2000-05-17 21:58:07.485000,L7,,215.16,232.52,241.86,296.90,351.53,503.80,547.89,462.16,365.96,318.87,295.56,285.01,286.11,277.72,316.24,295.98,305.76,301.10,268.47,298.80,327.67,319.44,326.26,275.27,289.43,235.95,249.26,240.34,271.82,285.78,304.47,336.09,517.02,506.70,295.31,476.07,306.62,222.58,287.67,299.83,294.54,289.72,291.77,310.02,298.95,276.14,284.38,282.85,282.09,278.37,274.70,279.61,270.93,273.52,271.74,259.65,263.09,260.87,259.71,257.23,260.91,258.67,257.49,260.75,267.00,272.45,266.96,268.47,270.10,263.58,262.96,260.08,259.11,255.40,256.15,260.54,260.24,256.78,261.27,265.84,260.54,254.68,254.40,265.39,269.24,323.32,331.73,332.10,333.11,272.66,237.69,175.61,,,,,277.64,284.42,282.34,278.20,291.08,283.06,297.62,306.73,309.78,297.14,251.68,214.53,208.09,,
2000-05-26 21:51:48.668000,L7,358.78,262.17,280.26,241.03,257.95,261.70,270.07,276.67,273.56,286.37,284.83,284.82,280.03,289.46,286.62,293.78,294.53,320.40,310.08,295.87,329.43,352.24,322.21,325.53,285.67,291.23,241.98,300.45,254.00,275.08,276.95,297.97,506.75,403.57,288.95,295.25,280.45,285.02,268.16,298.90,308.55,294.68,288.91,292.20,293.64,287.01,279.13,284.05,291.11,281.98,276.77,272.74,281.66,268.65,272.26,269.90,264.06,264.85,259.74,259.88,259.66,258.36,261.40,258.60,265.90,272.71,270.48,268.48,268.96,269.96,264.44,263.98,265.68,259.22,253.04,254.84,257.84,260.54,262.22,263.99,269.68,263.93,253.03,256.14,261.64,272.18,268.64,268.42,268.45,266.79,269.49,263.86,264.98,266.28,263.12,269.49,266.09,277.02,273.41,281.70,277.22,288.94,285.64,299.89,306.66,301.82,294.95,391.21,366.45,359.85,352.43,347.26
2000-08-05 21:57:08.715000,L7,353.62,254.66,263.59,232.38,222.97,222.43,245.81,283.11,259.92,301.03,274.35,286.00,278.01,291.33,272.92,289.64,495.83,363.59,295.16,262.56,293.78,288.74,294.10,303.85,294.53,282.43,232.85,236.03,248.15,274.36,279.51,312.49,298.93,308.38,295.32,327.18,285.56,266.25,215.08,276.10,309.28,295.61,287.62,293.34,289.63,277.90,274.82,284.61,276.84,276.93,275.73,271.73,279.01,270.45,296.15,268.78,259.87,286.33,275.24,265.94,279.01,266.99,281.75,274.77,270.25,270.77,281.30,274.35,280.80,297.08,274.25,262.48,264.25,262.49,253.78,251.85,255.58,256.91,253.58,262.87,259.76,264.37,255.05,250.46,259.17,263.43,258.24,257.50,245.83,251.96,252.61,260.11,256.89,261.65,250.40,262.08,197.33,276.13,259.96,270.92,272.74,285.66,287.25,292.18,302.97,304.84,292.83,280.54,283.67,281.05,264.10,268.11
2000-08-14 21:50:56.232000,L7,467.11,395.22,383.40,363.04,370.72,361.91,390.24,354.51,358.53,365.28,367.00,354.03,361.44,349.86,372.68,371.40,381.88,367.32,378.10,382.14,356.72,368.19,360.63,388.01,399.58,371.82,398.91,389.94,380.04,391.36,368.43,390.04,370.18,362.79,367.35,363.51,377.00,372.94,399.89,406.12,396.22,386.84,385.64,381.43,395.09,377.22,375.26,398.07,385.68,383.97,385.01,381.99,388.23,380.84,376.28,378.49,362.75,384.47,385.14,343.52,349.61,350.92,353.14,357.42,375.75,363.26,360.00,367.04,341.67,357.77,371.58,370.92,350.95,358.83,348.28,351.38,352.53,365.88,382.96,382.62,363.40,346.86,359.94,359.41,397.14,355.95,366.17,384.28,379.41,380.38,370.13,378.79,386.14,382.37,383.39,391.88,393.77,394.48,412.51,401.40,412.89,439.58,427.12,442.45,440.72,454.31,449.84,399.79,393.31,382.11,389.01,384.32
2000-09-15 21:50:25.712000,L7,452.00,363.39,342.84,346.18,349.16,344.17,347.92,350.39,344.90,342.86,338.50,343.85,339.05,336.09,338.98,339.51,339.21,355.50,346.26,348.43,354.43,352.32,352.67,354.37,367.20,355.04,348.63,350.45,350.19,339.38,381.61,376.25,360.34,352.99,342.28,349.05,348.91,345.92,368.57,364.43,364.23,368.19,369.39,372.36,355.94,355.75,349.35,351.32,357.10,356.76,355.59,358.17,352.96,358.56,359.62,372.02,385.24,378.68,366.63,334.64,322.79,330.30,330.21,330.98,337.22,360.03,378.82,351.19,344.63,338.21,337.69,334.38,338.14,355.72,342.59,324.33,322.34,335.15,342.81,351.93,357.17,349.56,346.94,344.32,353.10,365.28,364.64,373.66,361.36,350.99,372.01,350.60,359.87,361.09,346.34,374.83,370.11,402.30,372.96,431.68,412.12,401.91,390.23,434.72,427.29,414.19,436.24,426.49,412.90,410.08,369.25,376.72
2000-09-22 21:56:29.431000,L7,,,,,,,245.65,473.66,452.37,,,192.61,261.77,284.61,286.24,522.80,,459.93,438.92,461.12,,451.38,367.33,369.54,367.63,,554.99,233.92,195.71,442.59,506.14,498.02,461.29,418.19,381.44,388.30,414.20,311.89,251.21,301.97,329.38,459.10,524.64,360.86,511.13,430.72,303.64,316.71,311.50,330.09,325.36,334.09,324.63,317.32,349.76,356.77,356.18,395.72,313.65,318.80,318.94,352.13,338.07,343.74,351.25,365.00,365.60,354.11,364.13,384.11,344.68,333.71,323.19,277.39,272.85,288.55,305.10,455.10,423.73,393.45,422.13,426.36,392.94,399.21,312.14,322.23,319.09,318.62,308.28,258.15,292.43,299.72,309.91,327.25,298.47,250.83,354.14,381.96,349.87,365.68,370.92,408.62,444.15,421.04,404.12,403.35,401.01,538.22,257.72,307.15,270.61,286.03
2000-10-17 21:50:01.277000,L7,,,,,,459.97,515.08,526.47,336.69,352.25,368.23,359.10,379.27,420.80,348.44,338.62,343.92,340.01,335.65,338.16,343.24,349.89,348.32,346.05,370.19,353.25,363.67,352.27,345.98,335.52,350.78,350.05,354.02,344.09,341.79,345.14,346.54,345.50,329.89,360.20,347.57,352.68,353.03,355.94,366.76,366.14,345.67,338.13,348.09,352.37,351.64,351.71,351.26,359.40,357.33,338.12,321.16,314.67,313.89,317.36,315.79,324.80,320.29,319.79,325.28,337.93,324.50,325.39,312.11,313.87,327.39,321.54,313.73,321.15,310.40,317.05,313.50,318.74,319.30,330.38,332.11,327.78,330.28,339.37,351.09,363.47,359.87,344.01,354.68,349.49,349.37,337.33,343.89,342.85,331.91,346.84,365.86,376.34,366.25,358.12,370.60,394.96,389.20,387.67,410.51,410.86,395.94,395.72,394.40,512.37,500.11,
2000-11-09 21:56:21.390000,L7,478.14,342.63,319.31,302.50,328.74,272.45,287.31,295.78,287.75,299.75,298.33,297.99,303.98,305.69,311.38,333.40,334.25,332.68,329.52,333.18,334.16,332.56,332.66,328.85,326.20,325.40,307.92,309.75,327.26,400.82,406.95,410.55,405.78,330.07,330.46,328.80,318.88,312.28,285.49,311.38,337.00,324.36,322.90,322.70,355.11,389.39,493.57,496.55,499.22,506.72,313.78,320.10,313.12,328.48,548.70,524.12,531.15,521.76,295.11,295.90,303.14,529.43,527.68,518.23,529.93,535.29,489.07,504.27,497.48,297.50,296.52,303.53,309.49,301.15,289.42,289.66,302.17,313.92,319.93,319.54,319.46,313.83,309.12,309.50,321.76,335.96,340.17,331.24,321.16,314.24,314.27,403.34,384.11,362.04,353.56,352.31,367.66,363.14,389.20,393.95,373.95,371.67,445.73,467.16,478.32,463.30,452.57,495.39,409.54,396.43,376.11,386.35
2000-12-20 21:50:16.996000,L7,203.77,361.07,417.44,398.87,424.79,424.47,312.00,317.00,268.84,310.13,294.01,315.98,292.78,314.58,312.38,315.95,317.03,316.75,318.26,315.56,328.15,335.29,334.35,333.98,322.58,322.19,308.31,309.65,313.70,322.17,323.36,335.52,327.98,329.57,330.75,326.58,324.55,318.57,306.47,322.05,334.84,334.51,336.89,334.90,333.63,324.73,317.51,326.45,324.46,324.64,325.41,330.19,333.25,327.41,314.92,306.01,305.92,306.38,310.36,310.50,314.76,314.30,321.30,316.09,311.39,318.69,308.55,338.88,325.51,316.85,318.21,322.98,309.23,308.93,312.29,302.35,316.81,315.14,312.89,321.42,322.86,319.71,307.80,315.18,339.11,342.85,269.83,283.03,303.57,233.94,208.16,,239.58,243.38,250.74,343.01,378.03,246.86,446.64,441.45,536.23,453.15,,,,,464.58,375.18,357.43,328.92,332.31,327.48
2001-01-05 21:50:16.585000,L7,,372.82,340.71,335.75,331.49,320.79,335.12,334.09,331.42,331.72,347.13,333.16,330.76,329.91,332.76,334.84,338.49,332.89,341.93,337.18,340.87,354.03,346.59,352.08,347.73,348.41,341.48,336.59,327.25,343.36,352.31,353.19,362.25,353.94,345.73,342.25,337.61,340.27,341.31,351.86,351.49,348.53,358.54,364.15,364.07,354.80,352.10,369.92,359.93,350.32,349.30,348.63,352.49,350.46,343.05,343.85,332.90,338.70,287.65,286.71,283.94,290.48,287.19,268.00,296.29,295.76,289.57,337.15,333.28,333.80,333.25,335.52,335.41,328.13,328.92,332.63,337.40,334.31,345.40,341.50,338.09,340.95,323.31,331.87,351.50,350.31,358.29,356.99,361.86,335.87,350.14,336.50,340.69,363.08,347.50,361.42,373.27,383.04,376.36,388.24,397.52,385.60,389.89,389.73,385.21,396.77,390.15,394.21,380.05,364.69,348.01,351.43
2001-01-12 21:56:30.696000,L7,205.50,205.38,162.86,171.65,184.83,213.27,255.34,299.23,355.72,390.62,432.49,459.33,479.27,,,,,,,,,195.65,320.66,,,,,,,,,,,455.97,397.18,369.62,481.04,,,,,,,,,,,332.29,339.73,351.70,466.82,396.96,361.75,327.15,342.66,390.48,522.40,544.32,449.73,502.46,494.37,399.88,323.64,,528.10,323.64,313.07,471.18,,429.48,496.71,295.05,354.20,286.30,281.74,278.42,287.15,281.84,284.19,289.32,299.38,274.81,313.72,300.27,330.24,348.28,419.05,394.09,332.44,310.37,310.19,324.38,330.86,323.13,314.38,290.15,229.75,203.34,298.19,315.64,327.80,491.14,503.59,496.07,487.39,400.71,329.80,343.15,317.05,288.34,424.82,353.03
2001-03-10 21:50:10.732000,L7,357.12,286.76,271.44,266.37,251.16,257.04,355.33,361.84,336.77,317.59,324.92,317.62,294.02,310.77,308.32,311.43,311.50,350.29,318.83,329.20,325.41,326.24,337.49,327.29,361.18,395.49,383.97,372.07,267.43,301.13,378.53,331.60,340.36,332.13,321.12,339.27,308.53,260.37,266.62,297.38,321.96,311.35,350.90,322.83,306.61,346.88,311.40,308.20,382.78,309.39,307.16,401.10,380.81,358.88,293.62,292.41,289.35,301.09,294.95,295.92,296.37,294.64,325.14,283.20,289.77,295.60,295.52,299.05,310.88,298.90,303.24,300.27,334.88,293.60,309.28,309.37,308.84,294.75,289.22,308.28,315.61,299.65,292.50,300.05,308.13,307.00,339.44,302.37,284.45,286.70,286.06,278.03,305.34,283.68,254.05,287.62,298.56,309.57,311.40,309.01,312.98,310.79,308.47,311.63,338.83,345.58,338.53,334.05,318.65,315.93,313.62,305.10
2001-03-26 21:50:01.268000,L7,487.98,503.66,275.13,442.40,373.27,359.76,,368.74,357.43,463.72,487.03,514.10,,368.41,,,,,,,,,,,,199.11,298.83,316.56,344.54,364.50,399.39,348.92,308.48,289.87,,,,,,,,,538.29,421.26,541.25,325.84,324.06,338.70,332.53,328.65,313.72,332.30,534.98,472.18,340.47,291.61,287.08,424.90,495.11,383.55,405.23,280.01,313.24,318.50,315.52,319.32,319.83,320.68,324.31,315.21,313.05,292.13,295.41,302.83,255.60,256.83,287.46,290.17,266.80,300.57,267.02,287.98,284.59,285.71,293.97,297.78,271.73,291.87,297.03,302.94,265.46,289.42,271.12,299.50,300.96,305.63,308.70,316.30,282.96,324.13,289.67,329.32,329.98,374.67,377.98,370.10,363.36,355.08,342.80,336.17,329.17,327.36
2001-06-21 21:55:29.297000,L7,509.54,407.30,381.80,384.86,390.51,377.30,363.00,368.95,363.63,380.57,394.21,377.55,366.86,364.58,425.83,401.15,459.90,455.42,390.71,389.42,377.34,379.04,408.25,408.17,369.38,376.59,406.08,428.29,411.26,452.08,428.76,445.04,386.63,383.14,371.44,414.69,416.57,408.34,424.95,386.80,395.76,378.93,379.03,373.32,375.45,373.24,371.17,370.50,409.46,429.03,391.24,385.63,385.92,412.45,424.98,377.53,376.40,388.32,369.68,402.58,401.62,363.32,352.32,387.32,361.66,393.96,388.62,406.95,404.53,378.42,393.42,403.00,384.98,385.02,370.57,381.39,370.05,353.15,385.07,424.65,378.46,409.80,437.85,381.78,380.87,401.66,398.47,397.87,412.16,407.53,405.42,424.30,390.34,369.44,389.67,403.13,434.55,420.70,444.29,396.78,422.44,413.88,445.07,413.03,428.15,428.06,435.78,387.54,375.40,397.13,363.61,369.26
2001-06-30 21:49:12.248000,L7,253.92,379.11,299.22,321.99,314.25,254.97,307.49,306.14,280.54,335.34,333.54,330.95,333.32,336.84,325.61,325.81,299.53,294.63,296.11,352.00,339.18,348.45,356.55,350.85,336.07,340.60,326.78,270.27,271.82,282.51,392.56,399.56,445.62,424.04,314.10,338.06,330.40,340.59,307.66,308.78,314.27,300.59,349.56,335.11,335.22,286.72,311.43,287.61,339.51,363.33,385.57,338.34,353.70,347.21,333.78,300.89,336.99,339.22,320.33,323.72,329.97,317.57,349.61,285.38,334.07,298.03,302.04,302.93,299.46,299.98,291.86,293.52,294.69,292.87,283.15,291.72,295.14,307.27,263.11,292.49,299.19,295.56,283.42,257.56,298.51,306.08,303.13,302.73,299.11,303.69,299.05,299.53,308.78,304.38,304.80,301.44,318.30,325.88,325.96,327.41,327.82,335.98,343.96,352.48,360.13,354.81,342.90,332.58,327.90,310.22,306.21,306.85
2001-08-24 21:54:48.593000,L7,,519.21,537.18,420.97,440.43,445.17,481.52,354.67,362.26,375.09,365.52,237.19,213.26,189.09,,,,,,,,525.82,204.12,,,,,,,,,,,,,,,481.32,395.26,391.06,381.92,327.42,329.53,366.41,394.81,423.10,391.25,401.72,437.93,340.29,292.72,330.78,395.43,393.56,402.68,401.29,416.07,380.67,386.16,339.33,320.55,398.43,320.72,280.08,415.27,375.16,483.57,371.03,385.48,456.62,538.84,435.42,406.70,390.31,300.22,380.16,382.94,397.08,418.06,357.72,375.00,357.67,337.77,348.97,372.85,370.31,369.28,401.92,478.66,278.23,306.70,257.00,,,,540.60,448.35,398.46,413.46,393.75,386.31,315.44,448.51,321.55,340.78,328.97,193.25,,,,272.61,538.60
2001-09-09 21:54:36.880000,L7,361.95,262.99,252.12,236.62,225.13,222.46,256.11,269.44,253.96,271.84,266.23,261.21,264.49,272.67,269.59,264.24,276.54,284.99,287.77,279.33,292.88,272.41,292.24,325.31,270.87,278.25,228.09,247.23,248.26,270.95,279.76,302.07,296.53,352.58,323.34,323.98,280.86,261.57,264.29,267.84,296.92,290.15,288.65,293.61,292.05,281.30,277.28,275.45,276.74,275.02,273.38,268.96,270.31,331.56,329.80,334.77,313.43,288.16,261.27,257.47,256.15,312.04,319.69,330.32,325.07,332.51,338.05,267.17,265.72,263.43,262.04,254.84,253.69,251.14,249.00,250.87,256.88,260.65,260.82,264.33,256.72,253.17,251.83,244.32,261.02,264.70,260.58,262.53,255.97,253.10,247.03,258.75,255.45,257.51,263.07,260.88,227.48,273.28,266.27,270.89,277.57,282.72,289.15,296.29,297.07,294.17,315.25,344.48,310.06,296.23,307.22,304.79
