dates,satname,nzd0300-0000,nzd0300-0001,nzd0300-0002,nzd0300-0003,nzd0300-0004,nzd0300-0005,nzd0300-0006,nzd0300-0007,nzd0300-0008,nzd0300-0009,nzd0300-0010,nzd0300-0011,nzd0300-0012,nzd0300-0013,nzd0300-0014,nzd0300-0015,nzd0300-0016,nzd0300-0017,nzd0300-0018,nzd0300-0019,nzd0300-0020,nzd0300-0021,nzd0300-0022,nzd0300-0023,nzd0300-0024,nzd0300-0025,nzd0300-0026,nzd0300-0027,nzd0300-0028,nzd0300-0029,nzd0300-0030,nzd0300-0031,nzd0300-0032,nzd0300-0033,nzd0300-0034,nzd0300-0035,nzd0300-0036,nzd0300-0037,nzd0300-0038,nzd0300-0039,nzd0300-0040,nzd0300-0041,nzd0300-0042,nzd0300-0043,nzd0300-0044,nzd0300-0045,nzd0300-0046,nzd0300-0047,nzd0300-0048,nzd0300-0049,nzd0300-0050,nzd0300-0051,nzd0300-0052,nzd0300-0053,nzd0300-0054,nzd0300-0055,nzd0300-0056,nzd0300-0057,nzd0300-0058,nzd0300-0059,nzd0300-0060,nzd0300-0061,nzd0300-0062,nzd0300-0063,nzd0300-0064
2002-02-16 21:55:42.088000,L7,325.07,349.50,319.16,324.58,295.58,353.60,349.08,283.67,337.01,350.71,341.44,335.71,309.12,285.96,269.28,298.39,278.97,301.44,276.62,285.61,343.05,342.90,297.21,346.34,340.34,300.29,224.56,275.40,312.68,294.12,341.34,293.56,,,,,275.70,,,,,310.50,302.05,261.05,248.99,,276.09,195.39,264.16,230.12,249.49,262.25,221.55,213.96,274.52,352.54,353.96,359.61,295.51,,,189.92,223.97,298.90,312.85
2002-03-04 21:55:45.898000,L7,435.66,440.66,446.97,445.25,412.26,424.42,423.20,426.69,424.27,421.73,415.80,412.70,405.88,395.65,387.30,374.89,365.32,383.21,403.79,404.24,398.56,397.38,405.45,425.73,431.66,417.18,418.07,420.81,411.95,410.08,405.04,407.50,395.06,383.61,377.22,375.13,359.71,379.47,372.20,380.22,376.67,372.32,370.81,372.51,377.32,366.89,369.53,372.28,380.53,407.91,418.48,418.01,417.19,404.78,398.68,389.87,394.15,394.38,394.24,405.64,403.93,397.13,394.64,409.25,443.58
2002-05-07 21:55:39.775000,L7,,531.66,492.05,352.85,157.84,535.40,413.32,265.83,494.26,373.92,366.65,356.37,368.54,355.59,358.30,385.96,460.44,357.70,,,276.47,376.02,364.98,465.43,394.80,411.41,220.79,,,,452.98,365.85,392.46,458.17,247.44,,254.51,255.47,179.81,,,416.03,364.36,360.35,362.50,358.89,347.18,364.05,436.41,418.52,429.36,483.46,498.95,389.16,367.93,429.64,383.29,389.93,436.04,396.45,404.05,434.78,426.65,370.83,361.32
2002-10-14 21:54:31.916000,L7,,,,,,,352.13,279.22,339.89,365.61,351.68,343.03,305.74,311.91,277.28,282.76,282.21,328.16,322.34,238.39,,334.58,330.61,209.46,365.51,342.56,337.15,339.04,337.34,180.85,,,,,,,,,,169.69,275.99,285.19,261.89,311.48,265.84,219.39,215.38,221.31,185.89,193.13,165.66,361.58,367.45,341.77,,,,,,,353.21,346.50,326.79,333.51,358.75
2003-01-02 21:55:10.157000,L7,471.73,460.96,452.56,421.56,436.64,434.77,441.30,447.61,446.77,430.70,437.19,424.56,426.63,425.46,419.74,416.24,405.87,418.60,416.45,427.41,427.69,428.80,439.34,448.23,444.69,438.14,445.35,441.71,439.45,435.72,446.07,413.26,408.74,402.55,404.97,406.46,405.83,415.40,408.87,401.72,397.75,399.99,404.67,402.36,400.33,401.25,394.40,400.80,404.39,434.58,427.59,435.47,439.45,425.42,416.92,411.66,417.21,419.04,415.07,430.37,428.02,438.97,439.61,438.39,457.97
2003-02-19 21:55:30.495000,L7,393.69,412.29,466.80,475.20,454.30,439.60,371.30,363.98,375.24,369.51,361.28,405.65,406.73,434.54,398.07,425.85,419.87,407.07,409.38,404.59,423.28,427.52,443.64,451.38,448.14,433.16,411.12,412.60,482.81,465.90,438.83,507.91,,433.81,450.59,455.06,400.80,422.94,482.88,511.36,373.25,362.82,202.39,316.71,361.40,357.87,373.03,364.30,377.86,397.87,412.69,413.28,404.70,411.03,405.69,387.76,371.92,374.36,379.80,414.98,403.31,387.40,351.50,255.77,
2003-03-07 21:55:34.413000,L7,399.72,387.71,404.31,378.42,406.53,405.66,392.46,388.82,385.48,380.34,380.43,373.80,369.15,374.25,371.02,352.95,346.36,363.57,375.76,363.96,368.68,375.76,394.38,400.99,383.81,376.88,393.62,385.31,374.08,367.09,397.00,384.08,387.32,371.25,454.25,488.42,501.33,356.27,351.28,360.07,352.64,351.83,364.53,362.03,359.40,357.71,351.44,364.76,433.55,468.30,400.56,411.23,402.59,393.97,383.83,376.20,373.28,382.11,384.48,408.65,397.52,385.57,376.15,503.19,521.47
2003-03-23 21:55:28.617000,L7,398.39,401.04,401.56,389.67,437.08,407.14,399.08,394.31,398.25,387.12,483.21,482.42,473.47,463.55,463.79,416.17,357.04,362.61,381.82,369.35,372.95,382.73,394.88,304.37,257.25,375.51,352.87,298.19,,,,,153.75,237.35,367.65,358.43,333.46,305.30,,,,351.09,364.80,372.41,368.59,365.04,364.30,371.58,427.68,450.59,419.13,415.24,405.69,394.15,385.05,378.03,374.12,382.52,402.81,471.59,509.65,543.83,516.09,194.85,277.04
2003-07-21 21:43:21.660000,L5,412.90,410.57,413.92,340.33,410.78,388.78,394.81,394.50,389.46,384.97,383.77,367.37,356.44,328.84,316.01,342.50,341.17,367.54,354.31,341.56,373.67,358.52,362.32,391.31,379.71,383.44,385.42,383.68,373.46,314.66,359.37,345.44,303.73,305.02,322.46,320.98,310.72,335.57,343.20,306.17,338.45,337.94,345.03,338.38,343.20,335.07,342.36,322.29,359.84,376.07,387.40,383.93,367.11,371.54,352.18,352.70,348.64,374.53,,,372.75,373.92,361.12,355.16,383.80
2003-07-30 21:37:21.273000,L5,486.36,522.00,494.00,491.02,474.79,427.12,456.86,430.44,436.73,440.81,431.10,465.15,460.56,393.50,410.41,399.82,402.44,434.02,424.56,462.01,432.19,402.69,438.47,440.75,449.16,424.22,479.72,468.28,453.84,403.51,441.17,422.61,412.03,418.05,427.77,374.57,384.39,395.46,395.60,409.49,418.35,394.19,390.57,422.26,,,,,,,,,,,,,,,,,,,,,
2004-02-23 21:39:37.913000,L5,,,,,,372.42,352.36,387.59,391.49,384.60,376.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-18 21:46:37.219000,L5,451.22,471.72,471.43,458.24,439.42,483.60,498.24,462.71,469.41,444.92,441.47,439.91,418.12,413.87,396.69,405.20,411.67,414.40,437.29,425.56,437.20,470.77,480.84,462.09,464.21,465.91,427.92,436.04,433.24,425.45,436.68,445.38,444.29,429.55,415.94,462.79,461.41,437.57,439.02,408.48,406.65,495.12,455.10,482.12,456.79,437.81,453.21,456.20,432.70,422.69,439.19,432.09,436.34,440.43,431.22,427.10,448.60,460.54,478.21,465.83,458.03,460.59,482.84,483.84,480.83
2004-05-20 21:47:32.241000,L5,397.03,389.61,378.79,,250.86,380.82,355.48,310.19,376.12,355.87,334.57,250.54,,,,,,,,,,,,,,238.32,270.18,252.15,263.87,287.02,243.98,,,,309.57,320.41,313.87,322.74,335.70,338.80,343.86,331.29,343.06,344.52,346.41,329.62,324.08,302.84,348.91,376.09,361.98,384.17,392.06,387.83,369.94,364.51,367.97,373.09,336.34,368.11,379.10,364.32,345.32,353.15,375.50
2004-07-23 21:49:20.968000,L5,423.45,435.61,430.17,392.54,425.59,417.60,425.35,414.70,421.31,407.68,403.11,399.56,388.10,369.32,347.25,363.77,372.78,379.76,382.74,386.16,390.16,394.47,395.20,411.02,404.84,402.36,409.71,399.57,398.03,379.40,402.97,383.90,331.98,338.29,338.96,354.66,346.93,355.29,369.45,368.01,366.48,361.39,374.73,374.74,365.77,367.21,373.07,375.42,388.19,407.98,412.35,411.99,413.41,410.61,393.61,379.53,380.93,389.58,391.10,410.41,404.13,391.42,385.65,384.25,418.81
2004-08-08 21:49:38.691000,L5,434.69,433.03,434.17,406.06,428.70,425.22,419.57,433.54,419.14,423.24,407.24,403.53,394.76,374.48,363.27,369.55,374.35,389.61,390.26,388.99,404.32,402.39,416.65,422.30,421.56,402.52,407.25,409.86,398.24,398.47,407.81,397.92,373.51,350.63,352.69,360.74,357.11,371.55,364.85,378.45,372.15,373.49,377.39,373.01,384.88,367.47,370.62,375.35,380.43,413.89,413.80,421.82,420.62,433.10,431.77,515.32,537.30,472.89,464.16,429.52,414.52,412.40,418.44,409.50,466.78
2004-09-25 21:50:55.115000,L5,446.06,442.97,435.47,425.33,428.92,432.68,419.96,428.10,424.85,420.38,410.17,412.69,389.48,385.69,386.49,381.01,382.20,393.03,394.98,393.85,402.95,410.51,415.89,440.15,410.90,412.43,414.65,409.75,405.46,394.75,415.30,392.82,394.38,386.00,386.55,390.94,392.90,394.30,394.37,381.95,380.86,391.41,379.72,388.51,382.57,378.25,371.91,376.94,382.00,408.61,417.73,422.61,416.89,407.68,396.94,398.08,397.89,403.06,402.16,414.51,415.83,402.12,396.88,420.02,446.09
2005-01-15 21:52:57.240000,L5,438.73,438.02,429.04,409.47,420.66,419.32,419.27,419.80,428.71,412.16,409.57,398.63,384.31,397.63,387.85,393.22,391.56,394.74,404.53,410.29,420.91,419.37,420.27,441.14,408.02,412.98,414.25,412.36,408.54,408.31,423.43,407.73,399.45,389.97,385.99,395.01,385.57,393.93,391.33,381.01,376.84,387.72,377.92,387.36,378.18,376.43,371.84,381.64,387.57,412.23,420.20,418.41,415.97,409.17,396.59,394.02,393.82,401.53,391.84,413.30,410.52,400.49,411.37,413.79,444.67
2005-01-31 21:53:09.442000,L5,434.56,438.85,432.12,410.82,415.42,421.07,413.61,419.48,313.11,321.70,253.48,212.30,380.35,378.63,351.68,384.12,357.58,379.46,385.83,375.15,255.79,224.61,,,321.16,334.47,399.67,396.15,377.47,387.00,398.65,370.81,342.78,292.04,250.37,,,164.56,373.72,366.31,359.96,370.97,364.46,361.45,352.51,347.79,347.53,356.12,369.11,400.95,394.05,,183.87,402.71,384.85,372.45,371.73,360.42,363.84,374.89,372.85,375.54,340.79,389.08,422.21
2005-03-04 21:53:40.021000,L5,450.66,444.37,435.87,427.22,484.08,478.82,446.13,433.33,440.82,430.39,427.37,421.89,402.93,417.32,407.25,396.30,411.82,414.48,415.82,411.49,417.40,425.26,426.40,449.58,454.23,454.65,454.36,429.93,417.46,410.53,428.83,400.81,408.01,418.51,404.21,429.59,473.17,448.75,449.25,466.79,,,,,,,,,,,,532.98,489.31,472.39,451.96,446.73,407.18,409.25,448.47,456.45,428.53,440.47,435.13,441.63,460.56
2005-04-05 21:53:54.943000,L5,452.06,448.04,443.02,433.73,437.13,438.24,443.90,443.89,435.13,426.96,411.17,408.62,397.09,388.90,385.31,394.42,390.55,397.44,399.00,405.08,409.51,414.15,423.75,434.58,424.17,416.04,415.92,411.51,422.18,412.90,422.87,411.69,395.62,386.36,379.62,388.88,404.83,410.89,416.02,416.49,409.95,417.03,399.82,398.71,389.54,378.10,376.65,380.69,383.80,405.54,414.84,417.35,420.43,406.59,411.74,389.81,405.16,419.06,407.13,433.24,443.30,452.41,450.46,460.37,471.11
2005-04-21 21:53:58.696000,L5,441.42,446.69,435.46,405.59,420.36,421.29,418.40,427.01,422.95,414.05,414.34,405.62,391.75,380.78,368.51,379.29,373.95,381.21,389.96,387.01,399.83,401.20,414.93,429.28,408.10,415.27,415.13,407.05,409.62,392.70,410.02,395.59,388.16,360.53,356.56,360.21,355.75,373.40,379.22,380.03,376.81,367.38,378.85,378.89,374.27,371.81,365.82,374.45,378.15,397.65,415.87,419.33,415.76,408.23,396.72,393.43,394.07,407.97,403.23,414.79,406.44,402.64,392.38,406.49,425.47
2005-05-23 21:54:12.461000,L5,420.91,415.06,405.45,356.45,390.42,398.44,394.12,383.25,399.75,386.40,383.66,367.39,338.17,340.33,321.03,301.50,263.78,267.61,233.57,183.50,212.64,317.97,224.49,245.41,283.07,258.06,270.12,284.28,294.45,208.81,,,,,,,,,,,,,,,227.79,211.63,227.09,245.04,352.48,371.46,379.32,389.49,386.09,369.62,366.31,358.12,359.49,379.12,346.53,373.82,388.60,370.31,358.38,360.40,379.61
2005-06-08 21:54:20.810000,L5,418.81,429.68,426.42,386.47,423.00,412.13,413.60,414.28,413.45,412.44,400.38,399.54,382.10,366.30,345.11,363.46,365.81,375.47,384.22,377.04,383.78,387.09,386.08,412.23,405.16,397.30,408.50,402.21,391.31,376.99,396.41,387.83,320.25,339.52,353.36,348.27,352.22,367.08,364.26,374.79,367.35,358.67,358.82,369.20,369.81,355.69,360.53,361.94,375.23,397.00,404.63,414.36,412.03,396.46,397.36,376.50,386.22,391.18,391.71,398.21,407.07,398.26,384.43,388.63,405.11
2005-08-20 21:48:42.854000,L5,448.99,448.63,443.43,436.32,432.94,433.42,462.01,443.26,437.78,428.23,445.32,419.20,408.60,454.48,447.87,427.19,396.21,404.04,397.36,408.75,421.27,434.46,426.83,449.51,424.91,434.10,421.01,423.64,411.61,422.67,426.59,422.21,425.23,426.66,428.61,422.36,431.27,417.89,407.93,405.83,395.41,407.34,392.94,396.91,,,,,,,,,,,,,,,,,,,,,
2005-08-27 21:54:55.892000,L5,437.58,439.75,437.08,412.76,434.44,425.19,420.00,434.04,418.18,420.89,419.56,415.09,390.75,385.07,369.89,382.17,387.94,398.90,399.72,401.51,411.24,411.69,420.51,434.98,424.89,421.61,418.08,411.69,398.44,389.46,410.84,395.27,403.14,369.33,354.72,361.65,358.58,368.28,372.04,376.39,377.91,363.61,376.93,378.22,379.21,373.11,367.51,381.17,391.30,414.69,422.12,421.54,419.31,410.15,397.89,392.95,393.44,405.19,397.52,415.87,419.92,400.58,390.36,395.66,437.78
2005-09-12 21:54:58.298000,L5,439.06,438.53,435.55,413.48,425.96,418.56,424.42,421.47,423.75,412.64,410.40,406.25,385.72,376.99,367.36,374.54,375.68,384.98,394.75,392.28,400.36,408.23,416.08,431.71,412.99,412.61,415.27,406.51,399.74,388.27,413.26,396.93,386.78,378.10,350.77,374.84,365.83,365.60,373.64,378.67,366.99,373.43,371.84,377.27,371.31,368.49,366.84,376.10,387.83,396.03,418.61,416.82,413.68,405.84,395.33,385.46,388.18,391.02,396.85,407.53,408.23,402.23,388.36,394.05,431.99
2005-09-28 21:54:56.334000,L5,443.88,439.95,437.49,425.48,431.28,432.36,427.33,433.37,425.05,423.96,414.23,408.63,398.87,400.36,403.38,386.96,385.92,402.98,405.59,405.97,414.40,420.27,420.62,437.24,419.75,414.41,414.04,414.50,409.66,398.49,419.50,403.99,403.01,395.58,388.65,401.62,397.36,402.58,388.36,379.90,377.65,386.09,378.25,380.69,377.09,375.62,369.57,382.10,387.35,410.20,418.20,419.44,417.75,411.38,399.79,400.43,400.18,409.99,402.07,423.24,416.11,402.99,414.34,428.95,451.27
2005-10-30 21:54:51.334000,L5,413.40,415.03,412.29,382.32,391.35,398.58,393.47,343.61,391.48,386.25,384.32,356.20,317.63,348.72,325.58,,,,,,376.11,374.03,357.98,382.45,324.01,353.96,374.31,384.78,376.98,373.01,358.72,346.99,346.58,329.54,324.89,356.14,340.78,358.55,359.49,349.13,350.72,361.78,351.60,354.17,350.39,332.70,340.81,339.23,354.69,373.50,356.42,382.28,392.56,388.07,379.00,362.03,362.63,367.20,346.39,372.16,374.78,379.74,372.76,388.92,412.19
2005-11-08 21:48:52.559000,L5,438.77,441.50,438.80,419.42,428.26,424.16,428.28,427.19,429.56,419.05,418.28,409.03,392.36,406.24,393.35,,,,,,,,,,,,,,,,,409.60,393.38,385.30,385.59,392.95,384.51,395.31,387.64,376.86,376.38,386.98,,,,,,,,,,,,,,,,,,,,,,,
2006-02-03 21:57:06.838000,L5,423.33,435.05,428.42,408.86,419.74,418.35,418.08,414.00,413.56,409.89,404.38,402.95,385.85,396.87,390.18,384.49,385.73,394.04,406.71,404.58,416.51,415.48,421.82,434.77,421.84,409.99,420.54,429.74,439.10,418.54,421.79,405.13,390.26,390.87,386.72,388.52,390.56,396.03,401.78,392.15,391.18,415.14,436.00,419.86,421.50,425.04,432.28,414.60,416.19,418.04,417.89,436.28,448.55,452.73,487.67,494.79,509.50,464.46,439.38,449.62,412.73,406.01,427.09,435.54,459.86
2006-06-27 21:59:36.315000,L5,421.09,432.49,423.21,385.84,427.63,414.50,422.39,415.47,428.11,408.67,406.45,400.18,382.29,372.88,347.44,364.91,365.82,376.20,381.81,393.91,386.27,388.26,398.60,418.90,413.68,398.38,412.19,402.87,395.41,387.79,399.17,387.13,327.46,341.47,340.64,354.65,366.29,358.60,375.98,372.48,366.64,365.99,369.21,372.17,366.21,373.95,358.18,371.60,383.12,396.20,410.33,407.26,411.55,404.59,390.56,383.16,384.94,390.90,393.63,409.88,406.10,390.41,384.46,390.41,416.21
2006-08-23 21:54:11.272000,L5,469.02,481.52,483.14,455.65,486.60,462.52,495.93,489.03,510.63,525.81,487.69,489.54,475.14,428.21,427.95,405.41,415.20,414.01,419.06,413.71,420.76,424.10,432.45,443.80,443.13,430.90,434.00,429.09,427.47,427.49,439.68,452.62,461.93,438.13,419.75,478.90,474.44,454.88,440.46,443.26,,,,,,,,,,,,,,,,,,,,,,,,,
2006-10-10 21:54:44.695000,L5,411.17,413.70,413.93,378.90,345.64,391.88,315.71,306.57,273.71,383.94,382.34,363.15,325.80,341.62,293.61,293.44,306.50,356.43,359.96,322.60,372.41,366.42,363.49,383.26,379.05,378.50,371.25,371.10,359.32,349.57,364.80,360.89,329.40,315.12,325.06,339.58,312.71,342.77,341.52,329.28,339.14,283.18,,,,,,,,,,,,,,,,,,,,,,,
