dates,satname,nzd0257-0000,nzd0257-0001,nzd0257-0002,nzd0257-0003,nzd0257-0004,nzd0257-0005,nzd0257-0006,nzd0257-0007,nzd0257-0008,nzd0257-0009,nzd0257-0010,nzd0257-0011,nzd0257-0012,nzd0257-0013,nzd0257-0014,nzd0257-0015,nzd0257-0016,nzd0257-0017,nzd0257-0018,nzd0257-0019,nzd0257-0020,nzd0257-0021,nzd0257-0022,nzd0257-0023,nzd0257-0024,nzd0257-0025,nzd0257-0026,nzd0257-0027
1999-12-25 21:59:16.152000,L7,397.86,282.61,260.50,250.10,244.36,243.71,235.63,241.82,386.55,412.37,416.83,425.02,244.39,241.54,248.44,245.66,247.23,240.56,250.05,253.36,242.50,244.05,234.31,223.63,217.46,233.67,196.67,240.10
2000-01-10 21:59:16.407000,L7,311.53,295.26,272.00,263.05,255.24,374.51,356.47,369.21,386.46,248.48,258.09,231.01,255.98,250.33,258.57,253.94,256.71,247.72,412.93,405.35,411.64,424.81,422.26,432.74,425.44,422.73,430.08,421.58
2000-01-26 21:59:14.283000,L7,317.64,293.81,263.14,259.78,250.58,253.97,244.28,374.61,534.08,197.91,200.99,266.80,303.95,287.70,196.63,233.92,323.25,418.10,432.78,329.43,370.24,287.17,479.36,470.66,466.15,466.45,508.74,504.93
2000-03-14 21:58:59.247000,L7,340.88,380.81,366.28,461.39,465.72,350.13,386.44,336.64,344.22,407.23,413.07,409.24,438.14,464.07,482.31,468.07,466.87,481.91,475.34,486.04,492.78,491.19,494.57,505.15,501.93,494.81,378.86,459.03
2000-03-30 21:58:57.484000,L7,317.40,341.64,332.10,310.80,313.19,321.04,336.02,355.57,489.79,482.26,263.12,238.62,390.35,403.77,410.02,416.25,414.71,412.03,419.74,417.70,427.88,441.58,247.79,232.67,221.74,233.82,458.39,462.92
2000-07-04 21:58:02.420000,L7,359.99,331.45,387.54,378.06,350.02,348.59,323.60,337.57,334.49,370.42,419.56,415.08,406.20,262.77,259.96,404.60,425.59,437.15,440.24,421.80,410.07,413.19,433.63,383.41,,,,
2000-08-05 21:57:32.751000,L7,287.24,275.04,251.37,245.98,245.72,380.04,398.85,423.31,256.80,223.99,550.77,530.53,549.45,520.67,548.31,230.30,239.30,223.21,236.02,246.33,233.84,438.17,434.23,,,,,
2000-09-22 21:56:53.357000,L7,,,,,,,,,,,,185.35,225.78,213.64,225.74,225.84,223.36,223.81,232.73,195.59,,,,,,,,
2000-11-09 21:56:45.337000,L7,329.07,343.31,333.03,308.84,283.66,291.53,300.35,338.55,332.99,292.18,285.69,268.49,275.02,281.97,279.09,279.41,284.40,274.04,289.38,292.17,288.38,284.47,267.94,262.16,263.65,274.62,258.96,325.30
2000-11-25 21:56:47.006000,L7,,,,,,,,211.34,246.66,233.73,245.97,,,222.22,231.75,245.62,231.45,237.46,243.40,252.96,236.16,238.34,229.77,214.30,220.83,231.05,210.46,236.82
2001-03-17 21:56:40.512000,L7,335.11,312.82,300.40,288.32,286.00,274.76,272.60,263.36,280.21,274.61,273.01,247.83,271.39,274.27,271.84,267.77,274.35,268.62,284.32,288.94,281.22,280.06,267.76,259.59,258.00,298.36,195.16,244.85
2001-09-09 21:55:00.813000,L7,,,,420.35,443.21,464.37,,,,,,481.01,520.93,536.14,399.77,466.70,284.20,272.79,435.25,435.97,438.06,265.18,434.90,471.55,429.93,253.58,194.14,212.91
2001-09-25 21:54:52.649000,L7,328.00,312.90,298.27,277.82,269.80,266.89,260.55,265.26,284.35,278.49,276.74,246.67,264.84,270.47,269.79,263.41,267.51,260.68,277.99,278.47,274.11,263.64,257.34,248.86,458.09,467.99,493.07,479.51
2001-10-11 21:54:33.822000,L7,335.38,422.29,427.09,550.74,526.02,536.88,534.04,480.48,497.96,510.90,514.08,520.09,517.91,542.87,500.89,451.45,468.84,480.71,401.82,469.60,488.80,463.85,536.73,541.55,453.65,448.96,424.16,431.91
2002-02-16 21:55:18.119000,L7,327.54,317.30,297.15,292.95,282.33,286.88,272.52,277.14,286.58,272.25,274.85,243.01,267.50,278.47,279.26,271.16,271.84,260.39,273.77,270.30,270.55,269.20,261.87,256.27,258.78,257.37,259.83,267.05
2002-08-27 21:54:24.198000,L7,282.43,267.51,238.65,236.62,232.34,229.03,215.44,224.70,240.01,209.10,223.27,202.62,217.78,226.94,225.74,222.77,,,,,,,,,,,,
2002-10-14 21:54:07.948000,L7,314.37,290.34,271.48,266.07,263.44,255.58,250.28,251.62,265.75,244.25,256.84,221.03,244.90,253.93,257.53,251.59,257.14,245.57,252.51,261.67,249.74,252.82,243.72,231.35,232.73,435.61,445.35,490.44
2002-12-01 21:54:40.891000,L7,338.03,320.41,325.18,361.17,376.16,389.99,373.47,385.91,412.76,410.43,428.52,435.08,450.52,274.27,274.14,270.79,380.28,341.73,397.93,424.17,420.85,454.85,311.86,323.57,350.06,426.14,410.56,356.59
