dates,satname,nzd0070-0000,nzd0070-0001,nzd0070-0002,nzd0070-0003,nzd0070-0004,nzd0070-0005,nzd0070-0011,nzd0070-0012,nzd0070-0013,nzd0070-0014,nzd0070-0015,nzd0070-0016,nzd0070-0017,nzd0070-0023,nzd0070-0024,nzd0070-0025,nzd0070-0026,nzd0070-0027,nzd0070-0028,nzd0070-0029,nzd0070-0030,nzd0070-0032,nzd0070-0033,nzd0070-0034,nzd0070-0035,nzd0070-0036,nzd0070-0006,nzd0070-0007,nzd0070-0008,nzd0070-0009,nzd0070-0010,nzd0070-0018,nzd0070-0019,nzd0070-0020,nzd0070-0021,nzd0070-0022,nzd0070-0031
1999-10-04 22:10:38.131000,L7,469.87,470.69,473.26,464.70,506.57,530.75,525.86,537.70,525.89,512.45,525.80,544.51,507.16,546.04,514.54,486.19,514.58,538.70,546.38,290.36,268.68,264.87,316.36,494.50,492.36,489.97,,,,,,,,,,,
2000-03-28 22:10:31.187000,L7,515.50,513.51,487.91,484.27,419.92,421.06,495.40,252.25,266.60,529.64,418.29,422.43,435.85,554.21,538.28,521.79,534.59,516.13,529.27,514.07,501.08,504.69,509.83,486.38,460.34,494.22,429.83,398.97,513.43,517.84,514.83,419.46,275.24,390.23,445.81,270.54,497.58
2000-11-23 22:08:18.410000,L7,,,,,,,,,235.97,202.84,221.59,204.77,,,,,,,,,,,191.42,190.35,259.34,273.03,,,,,,,,,,,
2001-10-02 22:00:04.650000,L7,418.22,415.55,465.57,457.62,430.95,462.97,358.82,403.57,384.73,408.92,455.21,446.11,511.98,478.13,494.36,551.86,544.60,482.22,481.78,488.28,291.81,360.27,374.35,361.04,394.92,489.58,383.14,482.42,217.86,465.14,472.26,521.88,489.67,531.78,447.50,461.69,322.42
2001-11-26 22:06:09.518000,L7,351.97,331.80,505.24,504.84,495.96,461.14,471.59,421.97,411.57,412.46,419.91,434.70,449.69,432.44,442.46,426.00,414.26,405.58,419.40,437.51,439.46,301.30,307.13,263.28,285.90,305.74,468.80,457.98,455.70,485.12,479.64,441.75,434.97,435.67,440.78,430.74,433.07
2001-12-05 22:00:18.987000,L7,357.80,326.69,329.59,340.35,332.95,355.02,244.89,247.62,269.76,260.20,225.12,362.11,304.92,419.28,441.82,432.89,426.37,446.70,454.70,482.05,397.31,370.24,373.53,416.36,397.20,516.81,359.60,367.11,342.90,336.54,327.49,353.32,391.04,413.12,416.43,394.47,429.48
2001-12-12 22:06:14.960000,L7,459.83,455.11,347.41,363.16,360.40,380.30,234.98,274.10,289.39,281.72,268.57,317.48,300.31,368.12,313.08,308.68,322.06,310.73,,213.61,320.37,317.75,208.89,527.46,499.05,500.78,359.61,351.46,351.58,369.53,238.55,306.30,302.78,390.68,362.24,364.04,317.06
2002-02-14 22:06:29.522000,L7,344.10,346.97,281.29,272.70,305.97,268.74,464.18,453.85,462.70,379.59,511.31,492.02,482.13,180.23,181.82,218.74,247.43,250.26,269.29,203.89,433.94,537.98,534.75,370.25,412.11,445.62,223.51,251.58,246.98,487.21,546.80,517.73,441.02,437.31,506.05,529.42,471.17
2002-02-23 22:00:43.620000,L7,,,,,,,,,,,,,,,,,,,,,,,185.04,247.10,333.34,338.17,,,,,,,,,,,
2002-03-18 22:06:46.073000,L7,,,,,,,,,,,,,,,,,,,,,,,,,249.00,248.29,,,,,,,,,,,
2002-04-12 22:00:37.812000,L7,250.46,240.87,188.80,191.84,225.39,196.82,352.06,341.76,357.27,364.60,367.46,396.11,446.00,556.89,478.16,500.54,415.08,422.91,422.21,458.56,545.36,346.29,354.00,336.22,362.94,,200.02,264.49,204.79,341.09,323.02,402.77,400.40,297.75,333.58,536.12,335.21
2002-10-28 22:05:22.323000,L7,408.31,433.97,403.22,424.30,392.50,402.40,343.43,490.07,471.09,466.65,475.77,512.05,503.17,526.39,399.56,,373.44,405.88,521.07,496.80,377.96,197.48,511.14,507.67,501.07,461.33,413.40,408.15,417.49,298.91,354.48,496.86,433.54,266.46,545.56,533.07,179.35
2002-11-06 21:59:41.879000,L7,,,470.75,471.16,549.69,484.44,461.97,227.41,228.16,252.77,278.87,281.78,274.16,251.58,265.31,306.24,327.37,315.93,554.48,301.08,335.36,263.48,284.15,260.26,344.99,393.40,483.72,,421.38,451.08,390.97,192.43,381.94,366.14,400.75,358.56,221.50
2002-11-13 22:05:30.425000,L7,382.90,367.01,450.50,495.79,475.23,319.17,283.99,290.60,305.60,485.66,495.50,451.95,472.42,326.66,283.87,243.44,,,,339.28,433.75,493.82,,,,547.22,297.78,293.21,327.25,522.82,289.28,490.49,408.79,380.98,260.26,365.37,507.74
2003-01-16 22:06:26.858000,L7,362.65,343.30,490.41,491.18,419.08,413.73,408.68,308.88,424.92,418.09,416.15,464.16,297.99,385.62,403.85,340.62,409.06,388.42,424.90,424.10,381.49,449.79,415.24,381.93,388.75,371.18,420.09,370.50,352.00,422.23,421.33,544.37,515.38,491.37,362.33,241.35,509.71
2003-07-28 21:48:28.960000,L5,,,,,,,175.01,213.05,239.03,229.62,222.65,219.42,,,,,,,196.17,207.86,205.31,274.74,291.29,293.35,330.00,389.31,,,,,,,,,,,241.74
2003-08-13 21:48:45.123000,L5,,,,,,,,,,,,,,,,,,,184.30,204.55,213.16,276.44,289.51,291.68,344.74,410.68,,,,,,,,,,,235.47
2003-09-14 21:49:18.766000,L5,,,,,,,178.10,238.90,244.29,235.63,229.30,217.58,,,,,,,,,180.47,280.57,209.97,282.68,357.75,407.64,,,,,,,,,,,239.84
2003-12-03 21:50:19.675000,L5,,,,,,,,240.48,243.05,240.06,232.51,216.88,,,,,,,,,219.95,287.24,298.29,323.27,364.23,426.08,,,,,,,,,,,244.90
2004-05-18 21:58:14.785000,L5,,,,,,,195.95,222.82,238.12,231.99,218.98,205.36,,,,,,,,,,193.14,204.63,199.50,241.24,284.90,,,,,188.56,,,,,,
2004-06-12 21:53:11.618000,L5,,,,,,,,,,,358.61,363.27,373.24,,,,,,,,,,,279.13,335.88,326.96,,,,,,371.25,375.94,424.61,392.84,,
