dates,satname,nzd0141-0000,nzd0141-0001,nzd0141-0003,nzd0141-0004,nzd0141-0005,nzd0141-0006,nzd0141-0007,nzd0141-0008,nzd0141-0002,nzd0141-0009
1999-08-26 22:04:44.971000,L7,,,251.36,271.87,264.36,295.13,307.97,299.13,265.53,298.18
1999-09-20 21:58:32.521000,L7,242.67,240.86,241.76,262.48,208.18,292.04,291.86,286.53,,
1999-09-27 22:04:48.949000,L7,280.06,255.17,262.89,273.27,265.92,299.31,306.62,302.92,269.70,296.39
1999-11-14 22:04:42.286000,L7,246.08,237.10,270.84,285.07,264.22,303.84,309.75,303.56,264.86,294.68
1999-12-09 21:58:33.708000,L7,235.24,,262.07,263.45,223.33,,192.96,366.73,268.51,293.28
1999-12-09 21:58:57.676000,L7,,,,,,,,270.42,,291.00
1999-12-25 21:58:52.197000,L7,230.45,221.89,239.05,284.86,253.84,289.33,304.76,301.58,260.02,290.85
2000-02-11 21:58:22.025000,L7,246.61,217.76,,276.35,254.82,282.26,309.82,294.43,,294.97
2000-02-18 22:04:29.218000,L7,249.75,231.16,,200.72,214.96,289.19,321.76,322.33,249.51,311.41
2000-03-30 21:58:09.573000,L7,252.95,231.07,238.68,266.93,264.68,300.84,254.78,193.92,184.71,187.40
2000-03-30 21:58:33.541000,L7,252.68,230.44,235.86,266.55,265.15,300.51,316.36,307.87,180.28,295.31
2000-05-17 21:58:07.485000,L7,247.68,239.27,223.01,268.77,,288.26,307.82,296.50,263.78,
2000-05-24 22:03:46.662000,L7,,,,276.19,269.88,297.03,319.60,299.61,,288.02
2000-08-12 22:02:54.094000,L7,,,,,,289.82,290.37,272.98,,
2000-09-13 22:02:26.190000,L7,,,,238.46,234.06,,291.10,285.63,,
2000-10-15 22:01:56.204000,L7,283.15,281.82,291.96,300.37,288.22,303.68,317.03,308.17,283.80,300.81
2000-12-11 21:56:00.959000,L7,277.40,264.43,273.80,283.89,266.11,299.78,311.36,305.60,274.74,300.37
2001-01-03 22:02:12.432000,L7,302.63,299.45,311.89,311.02,271.11,303.12,316.25,313.84,301.75,308.30
2001-02-13 21:56:03.778000,L7,,,,,,275.78,292.99,288.74,,279.61
2001-03-01 21:55:57.624000,L7,247.97,252.58,265.16,272.41,261.31,307.66,305.85,304.76,267.99,297.48
2001-03-01 21:56:21.596000,L7,,,,259.20,245.32,298.98,286.52,282.79,,288.45
2001-03-17 21:56:16.575000,L7,250.75,238.45,246.50,275.36,262.90,300.56,305.10,302.75,269.01,285.11
2001-03-24 22:01:59.719000,L7,247.99,197.08,218.21,269.35,245.20,289.99,293.47,291.12,,284.47
2001-08-08 21:55:01.113000,L7,,,250.34,275.85,262.54,299.48,307.23,303.36,,293.00
2001-08-15 22:00:38.680000,L7,,,,273.18,269.77,309.02,299.39,297.27,,295.67
2001-08-24 21:54:24.664000,L7,,,271.19,281.24,269.25,295.92,307.97,302.10,196.58,294.35
2001-08-24 21:54:48.593000,L7,,,246.95,229.60,,271.91,282.44,271.58,,275.85
2001-09-09 21:54:12.928000,L7,249.24,235.08,255.59,272.85,257.75,304.06,298.23,300.67,265.37,290.40
2001-09-09 21:54:36.880000,L7,,,238.71,264.33,231.02,288.99,282.62,282.97,,276.87
2001-09-25 21:54:04.740000,L7,245.13,214.78,246.03,268.41,260.53,283.73,298.46,298.74,,289.36
2001-09-25 21:54:28.694000,L7,250.64,252.58,271.01,276.00,269.61,307.70,305.68,306.77,267.71,298.30
2001-10-02 22:00:04.650000,L7,246.26,208.94,,,,279.04,293.76,285.55,,285.72
2001-10-11 21:53:46.024000,L7,,,257.88,272.59,260.83,319.01,299.64,298.37,259.08,294.09
2001-10-11 21:54:09.862000,L7,,,263.15,272.71,260.45,274.20,300.31,297.86,259.91,295.90
2001-11-03 22:00:10.954000,L7,,,,,199.17,290.07,303.75,299.26,,294.24
2002-01-22 22:00:40.906000,L7,237.83,220.69,241.21,271.77,255.23,295.19,308.62,298.73,,296.56
2002-01-31 21:54:26.647000,L7,,,242.79,266.85,257.07,250.17,302.81,299.72,188.58,202.73
2002-01-31 21:54:50.570000,L7,246.05,214.51,254.79,282.94,261.13,296.34,314.08,297.44,244.96,217.63
2002-02-16 21:54:54.191000,L7,,,236.11,265.21,239.38,289.88,300.83,291.96,231.34,282.83
2002-05-23 21:54:18.991000,L7,,,,,,291.75,305.09,296.36,,284.76
2002-06-24 21:54:04.370000,L7,,,,271.09,,311.52,319.81,300.89,,300.54
2002-06-24 21:54:28.353000,L7,,,,,,302.75,306.12,299.01,,296.80
2002-07-17 22:00:08.747000,L7,,,,278.72,259.03,314.68,321.92,304.83,,301.48
2002-08-18 21:59:57.690000,L7,246.28,247.86,204.51,270.66,264.01,308.15,304.91,292.20,185.59,295.08
2002-08-27 21:53:36.267000,L7,240.49,234.54,233.18,273.69,263.47,288.89,294.60,290.91,205.57,286.69
2002-08-27 21:54:00.253000,L7,222.56,177.41,210.87,267.19,250.56,279.21,292.14,279.98,183.13,286.42
2002-09-12 21:53:31.762000,L7,,,,,,,293.24,286.11,,280.79
2002-10-14 21:53:19.813000,L7,280.42,264.59,274.85,288.84,279.16,315.41,322.45,310.46,276.16,300.63
2002-10-14 21:53:43.769000,L7,277.13,265.00,319.27,297.50,279.42,316.25,322.55,310.53,277.53,300.29
2002-10-21 21:59:36.443000,L7,,,,273.77,256.00,288.85,300.90,301.75,,291.44
2002-10-30 21:53:25.867000,L7,246.87,263.07,273.78,276.25,274.66,290.20,298.60,224.80,265.34,288.14
2002-12-01 21:53:52.985000,L7,295.51,217.62,,268.27,322.46,306.65,325.92,316.41,,306.73
2002-12-01 21:54:16.937000,L7,,,,,169.95,297.18,320.43,311.30,,302.14
2002-12-24 22:00:09.147000,L7,243.45,224.60,266.19,270.66,241.84,294.55,303.84,302.43,258.67,295.23
2003-01-18 21:54:06.301000,L7,240.25,220.67,,186.62,178.08,256.20,307.60,301.81,,295.85
2003-01-18 21:54:30.278000,L7,241.90,225.09,176.02,264.31,242.71,292.53,308.60,302.14,253.00,295.01
2003-01-25 22:00:18.779000,L7,,,241.56,271.19,240.38,297.97,304.39,305.00,260.36,299.17
