dates,satname,nzd0477-0000,nzd0477-0001,nzd0477-0002,nzd0477-0003,nzd0477-0004,nzd0477-0005,nzd0477-0006,nzd0477-0007,nzd0477-0008,nzd0477-0009,nzd0477-0010,nzd0477-0011,nzd0477-0012,nzd0477-0013,nzd0477-0014,nzd0477-0015,nzd0477-0016,nzd0477-0017,nzd0477-0018,nzd0477-0019,nzd0477-0020,nzd0477-0021,nzd0477-0022,nzd0477-0023,nzd0477-0024,nzd0477-0025,nzd0477-0026,nzd0477-0027,nzd0477-0028,nzd0477-0029,nzd0477-0030,nzd0477-0031,nzd0477-0032,nzd0477-0033,nzd0477-0034
2001-06-28 22:03:56.771000,L7,338.81,314.35,310.63,323.46,301.46,315.69,315.81,322.22,322.94,311.49,303.74,317.31,308.69,311.03,307.79,317.35,326.03,326.11,319.41,317.60,306.69,307.28,302.37,308.26,307.63,304.72,288.08,312.35,253.46,,,,,329.15,336.52
2001-07-14 22:03:33.580000,L7,339.51,182.62,271.90,310.60,304.79,314.22,313.00,317.83,311.56,303.23,300.87,313.80,306.11,277.38,207.03,165.65,217.16,322.19,316.09,320.66,303.26,302.37,301.76,307.22,309.71,304.16,288.05,305.89,257.75,,,,,309.05,246.07
2001-07-14 22:03:57.537000,L7,337.46,311.74,305.63,309.27,299.83,313.97,311.41,313.24,309.97,302.27,298.81,311.97,306.83,275.83,308.23,315.05,319.74,321.21,315.09,318.24,301.31,303.92,299.04,304.92,307.86,303.98,289.20,305.78,250.35,,,,,310.27,319.83
2001-08-15 22:03:02.378000,L7,346.06,315.62,220.24,239.54,249.43,256.15,264.10,316.30,319.76,316.49,309.88,310.77,306.19,306.48,308.05,310.95,318.08,319.30,306.50,309.24,305.11,310.32,300.50,308.48,307.92,300.96,301.23,314.53,303.97,186.35,302.96,301.85,296.20,321.02,339.32
2001-08-15 22:03:26.328000,L7,344.30,311.20,213.66,230.14,242.11,251.03,262.22,311.36,314.52,307.30,304.90,304.94,300.22,299.86,297.96,304.12,185.36,306.13,304.88,306.61,292.50,298.56,296.27,296.64,291.41,283.37,295.62,310.09,301.03,171.98,298.44,289.62,334.43,348.36,338.22
2002-03-11 22:03:31.366000,L7,,,,,211.93,249.27,307.16,280.89,272.83,263.13,239.31,147.27,,,,,,306.53,299.61,297.26,230.57,193.29,143.71,159.17,271.15,260.50,239.88,266.34,,,,,,,
2002-04-12 22:03:01.345000,L7,285.69,295.99,209.80,208.07,207.77,309.41,309.92,297.50,307.05,296.48,285.65,291.19,297.70,287.44,292.07,285.70,210.27,241.48,221.30,300.72,290.20,300.90,297.49,297.82,286.92,281.18,290.95,291.68,238.65,,,,,,
2002-05-14 22:02:55.455000,L7,,297.38,,,256.31,300.63,303.32,294.76,310.62,306.80,300.56,250.30,281.04,269.70,288.37,234.36,316.76,310.85,305.11,212.86,220.41,252.34,189.11,300.26,140.95,,,,,,,,,,
2002-05-30 22:02:49.483000,L7,,,,,,,,234.48,307.15,,,,,,,,194.58,320.67,314.93,310.19,291.48,279.42,,,279.28,273.07,293.68,303.09,285.78,,,,,,
2002-07-01 22:02:38.940000,L7,343.34,326.13,312.76,307.38,306.80,311.03,,321.83,323.33,317.31,315.08,312.24,326.95,323.22,313.67,317.00,327.35,322.54,321.24,320.85,315.38,313.02,317.28,319.29,308.71,304.93,306.06,321.90,164.69,347.64,358.28,337.00,326.93,311.87,333.99
2002-11-22 22:02:21.568000,L7,238.23,286.93,282.19,174.72,158.01,155.34,,296.65,300.96,299.02,294.62,203.37,,,,,,,,277.74,274.86,261.45,280.86,283.21,288.55,281.64,290.85,296.24,287.05,160.67,,258.53,277.32,279.76,
2002-12-08 22:02:27.564000,L7,297.13,284.87,253.29,281.83,274.12,288.84,246.11,295.58,297.72,293.75,283.10,197.89,,,,,,,,,,,,,281.92,279.32,287.67,,,,,,,,
2002-12-24 22:02:33.044000,L7,315.32,285.48,289.79,290.73,287.17,298.73,299.06,296.24,301.89,299.45,296.49,300.05,294.97,293.18,292.21,292.71,144.94,,,,,,,,291.27,287.63,292.64,273.79,,,,,279.09,286.71,358.71
2003-08-13 21:51:08.818000,L5,355.35,330.13,328.61,,,,,340.88,339.06,339.11,342.36,295.56,326.33,308.28,,327.59,331.44,329.33,328.88,323.24,316.50,317.08,307.73,324.64,325.78,321.34,333.52,331.12,332.86,299.36,316.04,307.42,298.91,294.06,338.97
2003-08-29 21:51:26.098000,L5,363.30,329.31,319.73,,,,,322.92,317.84,304.23,315.34,210.71,,,,,,,,,,,,,,,,,,,,,,,
2003-09-14 21:51:42.461000,L5,368.41,338.49,330.01,327.28,325.18,332.18,333.66,340.81,337.66,335.73,340.19,333.74,251.51,259.32,328.40,338.20,338.99,336.25,329.00,326.44,319.46,320.78,319.17,325.35,329.03,324.81,332.45,333.50,333.42,303.56,318.88,308.05,296.69,306.79,333.93
2003-10-16 21:52:08.058000,L5,363.96,337.50,323.26,315.35,301.00,,,324.71,330.25,324.73,325.03,234.44,,,,,,,,,,,,,309.92,310.12,324.61,327.92,324.56,285.55,309.01,304.14,292.60,286.84,333.14
2003-11-17 21:52:33.290000,L5,359.68,335.38,263.61,,,,,326.44,324.36,319.49,317.69,228.21,,,,,,329.26,333.31,329.43,325.55,,,291.16,306.20,303.21,312.97,310.27,315.21,276.76,313.77,302.89,300.27,290.91,328.84
2003-11-17 21:52:57.120000,L5,,,,,,,,,,,,,,,,,342.31,345.85,342.38,337.63,335.88,321.18,305.48,304.75,309.66,306.27,316.23,312.94,320.94,294.07,320.25,308.57,305.26,301.37,333.78
2004-01-20 21:53:24.777000,L5,,,,,,,,,329.95,325.84,327.39,329.16,326.14,325.10,310.45,314.64,308.18,311.87,308.63,305.20,305.55,311.57,309.59,317.59,307.53,310.15,314.21,316.66,292.44,229.13,280.84,277.60,276.73,281.18,320.05
2004-04-25 21:54:11.287000,L5,361.73,343.71,348.80,348.24,343.84,351.91,354.50,360.11,370.86,385.34,371.57,365.39,356.88,341.02,333.60,342.07,343.18,301.86,308.54,306.88,319.69,282.46,302.47,282.52,263.53,295.43,294.34,284.72,293.24,269.13,295.97,212.94,276.06,317.72,322.56
2004-05-27 21:55:06.972000,L5,296.64,310.15,304.59,303.41,294.98,310.92,307.72,311.54,315.11,305.10,310.43,307.91,307.30,304.21,303.53,306.70,304.07,177.92,178.87,191.48,184.38,174.06,176.38,171.96,207.36,219.70,142.16,,,,,,,,
2004-06-12 21:55:35.599000,L5,333.59,313.46,302.91,308.78,288.56,163.71,271.75,314.30,318.83,308.94,319.13,309.55,312.21,305.09,309.71,310.59,249.76,225.77,,,,,,,194.89,234.89,298.29,211.05,,,,,,,276.08
2004-06-12 21:55:59.429000,L5,333.34,314.56,306.06,309.39,291.01,206.75,298.89,318.95,321.13,311.58,319.99,310.54,311.83,307.46,311.64,310.38,283.95,247.42,,,,,,,184.46,287.47,306.33,291.39,277.71,,,,,,292.22
2004-06-28 21:56:04.477000,L5,343.01,326.84,322.97,322.61,315.38,322.84,326.91,335.31,331.90,332.12,327.50,326.07,328.40,324.14,324.51,329.88,318.48,,,,,,,304.56,311.14,312.73,320.90,325.62,319.34,,298.82,291.32,265.91,283.51,312.37
2004-06-28 21:56:28.308000,L5,,,,,,322.92,326.00,334.21,332.05,329.59,327.51,324.99,328.45,322.59,323.78,329.37,319.36,,,,,,,276.61,310.64,313.09,321.48,324.30,319.77,278.55,259.30,291.81,266.37,284.83,315.44
2004-07-30 21:56:51.838000,L5,348.95,330.83,327.07,331.40,324.98,335.46,334.22,340.48,339.82,338.31,339.15,332.07,333.46,328.82,325.57,332.47,279.02,295.38,282.38,298.66,278.71,285.97,275.25,289.06,319.89,319.02,327.84,327.39,322.85,293.58,304.47,300.87,286.94,263.40,325.20
2004-07-30 21:57:15.668000,L5,,,,331.26,322.96,335.09,334.99,338.80,338.51,337.91,339.15,331.83,334.63,328.82,325.00,332.83,319.89,329.14,324.99,314.53,317.62,314.21,301.71,321.78,318.89,319.17,331.52,326.74,324.32,295.72,304.26,304.27,288.49,265.14,331.13
2004-08-15 21:57:13.549000,L5,353.31,325.31,317.26,314.66,314.33,331.41,334.55,339.18,340.01,332.72,332.93,332.13,331.50,326.43,324.40,329.54,319.55,,,,,,,311.53,315.10,314.78,326.20,323.29,314.55,268.22,299.52,292.44,295.52,284.85,325.88
2004-08-15 21:57:37.379000,L5,353.14,325.01,317.26,314.47,316.44,331.26,334.77,339.76,339.83,331.27,333.16,332.26,332.54,327.10,324.44,328.33,320.02,,,,,,,308.40,317.25,315.54,325.92,324.04,314.84,269.71,301.17,295.50,295.88,287.32,327.53
2004-10-18 21:58:47.729000,L5,361.56,324.40,320.06,320.90,319.49,327.25,330.24,332.98,344.57,341.12,335.07,332.15,331.37,328.16,325.51,322.40,305.98,,,,,,,315.74,316.96,317.67,322.83,325.69,319.96,277.76,298.57,290.26,284.77,286.78,327.17
2004-10-18 21:59:11.702000,L5,,,,,,,,,,,333.64,331.73,330.66,327.06,324.11,321.20,308.75,,,,,,295.27,315.33,316.61,316.39,321.45,325.10,318.92,276.57,298.38,288.59,283.90,287.47,328.70
2005-01-13 22:06:28.954000,L5,338.41,310.74,297.77,297.09,294.71,303.81,,,,,,,,,,307.31,309.31,312.43,307.99,304.98,459.39,,,,,,,,292.22,233.06,284.45,271.50,269.53,284.19,329.97
2005-02-07 22:01:03.020000,L5,,,,,,,,,,,,,,,328.79,332.97,330.11,335.22,333.61,329.05,308.34,304.35,300.25,300.25,296.63,294.24,315.20,330.30,328.01,200.09,305.36,290.68,306.94,299.95,302.69
2005-02-14 22:06:57.276000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.55,277.85,238.67,268.22
2005-02-23 22:00:55.316000,L5,316.38,310.97,305.77,295.40,295.62,304.48,312.35,318.94,323.74,323.38,314.64,240.76,169.94,171.40,219.88,308.55,290.07,287.72,303.99,298.99,303.35,277.65,281.96,295.17,309.72,304.30,314.99,318.18,312.47,237.73,294.60,282.06,280.30,278.02,329.49
2005-03-11 22:01:07.710000,L5,386.11,349.49,344.29,341.27,343.31,348.81,354.06,351.39,355.85,349.78,349.72,348.08,347.91,345.46,347.04,350.63,352.64,353.87,349.48,345.73,345.95,340.73,336.76,336.41,343.00,333.99,346.62,341.44,344.20,314.96,329.33,317.93,320.57,335.09,368.10
2005-03-11 22:01:31.683000,L5,,,,,,,,,,,,,373.68,364.48,370.89,373.77,372.86,382.62,374.42,369.57,366.52,356.60,356.73,356.29,362.26,358.61,376.01,393.05,403.54,405.41,531.29,487.97,468.55,399.36,467.56
2005-04-12 22:01:18.889000,L5,387.52,368.22,362.55,364.88,352.58,360.89,363.40,366.48,375.55,365.48,357.09,353.84,360.31,359.35,355.31,360.77,356.18,362.52,352.47,354.79,355.52,354.47,348.66,349.30,347.80,343.32,359.20,362.87,357.81,353.66,344.54,334.13,327.97,328.09,350.13
2005-04-12 22:01:42.862000,L5,,,,,,,,,,,,,,,,,,,,,,,,,305.39,302.16,314.76,317.10,310.38,234.50,294.88,285.60,274.43,268.14,310.05
2005-04-19 22:07:31.266000,L5,,,,,,,,317.07,324.08,315.41,281.87,271.06,274.54,230.51,,,,,,,,,,,,,,,,,,,,,
2005-05-05 22:07:37.767000,L5,,324.73,323.10,320.20,317.51,328.98,327.03,333.20,332.61,329.08,322.83,321.84,323.34,316.28,312.01,317.63,301.11,307.13,,,,,,,305.09,301.39,313.10,312.95,306.50,173.39,290.13,283.46,266.79,270.27,318.40
2005-06-22 22:07:59.036000,L5,,,,,,,,,,322.44,315.61,300.27,303.13,296.30,295.66,,,,,,,,,,300.34,297.81,305.17,233.38,300.26,,,,,,
2005-07-08 22:08:03.465000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,294.54,223.58,296.65,,,,,,
2005-10-05 22:02:17.195000,L5,356.31,330.74,326.65,324.40,322.55,330.83,338.06,338.87,341.82,329.89,323.72,321.39,319.33,319.07,315.94,322.85,325.57,332.87,326.27,322.96,310.07,,,294.44,314.24,312.66,317.71,319.17,313.86,286.47,308.47,301.84,296.69,291.59,334.51
2005-11-06 22:02:22.875000,L5,349.37,321.22,318.62,317.74,316.29,321.94,327.04,345.31,349.47,341.16,339.94,327.20,289.68,323.82,316.20,,,,,,,,,319.17,327.30,323.98,333.28,326.98,321.50,261.40,298.58,286.25,282.29,283.87,331.98
2005-11-06 22:02:46.848000,L5,,,,,,,,,,351.55,349.77,344.09,343.71,339.99,331.96,326.99,330.48,331.20,330.04,323.57,321.22,317.49,331.53,332.40,337.59,333.09,342.71,339.79,330.82,284.13,310.17,300.51,293.02,300.76,341.40
2006-02-01 22:10:37.799000,L5,464.21,397.49,386.76,383.72,378.60,386.22,384.34,,,,,,,,,,,,,,,,,,,,,,,405.12,402.58,382.82,376.24,375.18,371.91
2006-02-10 22:04:39.000000,L5,344.21,319.09,307.71,233.94,302.13,308.65,321.11,319.61,323.30,314.07,316.18,323.75,322.95,321.72,320.51,329.01,305.05,141.08,,,,,,,296.72,289.76,316.54,318.70,307.51,251.29,301.99,291.18,282.29,270.39,254.82
2006-02-17 22:10:58.804000,L5,,,,,,,,,384.38,383.47,379.65,380.70,371.83,383.08,275.26,,,,,,,,375.95,373.18,380.40,375.87,386.68,406.64,,,,,,,
2006-02-26 22:04:59.098000,L5,,483.08,437.12,402.62,395.85,394.84,379.46,381.89,382.51,382.87,377.08,398.85,398.52,392.27,390.71,393.07,396.49,393.50,377.10,381.07,374.50,374.04,362.19,373.74,365.66,381.25,388.68,394.69,406.09,411.01,407.56,394.13,382.17,379.25,373.78
2006-02-26 22:05:22.928000,L5,,483.08,432.93,398.58,391.18,393.74,378.77,381.46,380.17,380.91,375.39,396.91,398.96,388.51,390.59,391.39,397.66,391.69,375.21,380.20,373.12,373.55,362.45,371.86,363.69,382.82,389.39,394.29,405.25,411.40,407.41,393.82,380.42,378.30,373.74
2006-03-05 22:11:18.784000,L5,,,,,,,,,,,358.49,360.23,360.61,340.97,351.01,352.25,,,,,,,,,,343.50,350.10,347.43,350.33,344.69,351.54,435.66,,,
2006-07-04 22:07:05.212000,L5,354.96,336.82,326.51,332.03,334.10,336.49,339.85,347.04,327.61,344.55,342.91,325.51,330.44,319.94,316.32,322.91,325.47,330.10,274.44,201.55,161.78,,,,,,,,,280.41,300.69,311.95,296.21,,
2006-08-05 22:07:31.136000,L5,329.25,316.22,311.67,310.84,305.21,322.38,318.98,319.86,324.38,316.11,314.99,198.17,,,,,,,,,,,,,188.48,287.87,295.83,,,,,,,,
2006-08-21 22:07:43.467000,L5,415.30,399.32,408.32,394.78,389.93,402.33,402.72,395.93,391.13,383.98,386.08,391.72,383.58,389.00,380.00,401.71,410.13,406.39,404.45,397.79,382.36,387.79,367.61,370.32,363.73,369.53,377.28,375.67,385.73,414.42,406.64,385.16,385.92,385.45,370.37
2006-08-21 22:08:07.440000,L5,,,,,,,,,,,,,,,,,334.54,337.07,329.48,329.39,326.75,320.75,308.85,310.50,310.72,302.12,316.06,313.95,315.46,293.96,310.93,305.06,297.66,298.04,338.83
2006-10-24 22:08:26.357000,L5,355.13,329.32,331.17,328.19,328.69,336.86,341.90,332.25,328.77,,,,,,,,,,,,,,,,284.60,291.07,295.18,290.18,297.76,277.34,247.32,,280.01,286.02,313.88
2007-02-13 22:09:11.063000,L5,327.57,303.70,298.93,305.65,297.67,308.00,317.93,326.17,333.64,332.12,328.10,309.42,308.78,264.56,293.32,298.68,160.43,,,,,,,,311.07,311.52,316.69,305.42,298.41,222.02,288.98,278.41,278.78,265.66,320.22
2007-09-09 22:07:21.190000,L5,358.77,332.61,327.94,328.15,321.70,326.78,328.64,333.94,332.65,,,,,,,,,,,,,,,275.73,310.05,307.09,321.62,327.51,321.48,285.02,306.86,302.71,291.09,297.81,340.04
2007-09-16 22:13:28.554000,L5,349.49,322.32,314.78,317.14,313.82,323.37,327.09,347.29,344.29,,,,,,,,,,,,,,,319.37,322.90,323.90,327.97,336.20,311.49,274.44,299.34,287.79,285.63,293.35,331.67
2008-02-16 22:04:45.714000,L5,447.65,420.59,411.89,403.68,398.48,447.99,448.90,420.04,413.69,407.07,406.51,391.53,404.15,404.33,398.65,415.98,409.16,413.51,386.47,384.99,375.25,378.76,385.54,374.01,370.59,393.75,400.96,388.20,392.44,374.94,373.87,353.91,346.29,349.39,356.71
2008-10-29 21:57:48.288000,L5,383.73,362.32,355.68,359.01,373.41,372.70,380.02,379.19,376.65,369.26,365.34,357.77,349.18,360.92,357.89,353.38,355.89,356.12,354.78,373.74,374.17,359.55,359.60,356.68,357.25,349.05,351.81,346.58,346.62,330.89,341.00,324.29,323.84,342.31,374.67
2008-11-14 21:57:28.308000,L5,346.31,323.97,323.90,324.01,319.59,330.04,333.23,340.02,343.17,333.87,332.69,327.19,327.38,316.73,314.29,322.79,315.80,324.93,320.22,323.33,317.87,312.25,317.03,313.91,314.14,313.21,321.70,314.15,309.80,267.34,303.13,292.63,286.56,286.56,339.99
2008-11-14 21:57:52.281000,L5,346.56,324.16,323.48,323.91,319.14,329.39,331.98,339.54,342.98,333.64,332.58,327.02,327.11,316.27,313.41,322.26,315.72,324.11,319.26,323.22,317.84,311.76,315.13,313.83,314.11,313.03,321.05,312.36,309.32,265.28,303.13,291.00,286.34,286.46,339.41
2009-01-01 21:58:55.309000,L5,382.37,355.45,351.20,351.24,345.00,352.91,355.55,363.92,358.51,359.81,350.92,360.82,360.62,357.64,359.90,362.14,363.24,364.09,362.70,353.61,352.20,344.61,335.46,335.20,329.60,335.22,348.26,345.89,344.69,334.27,340.45,329.33,326.16,323.68,348.73
2009-01-17 21:59:20.568000,L5,370.71,350.09,347.22,348.30,340.08,352.50,354.34,352.69,350.92,350.81,346.55,350.16,345.45,341.42,351.65,356.30,363.42,356.26,355.10,349.03,349.19,337.43,333.59,334.45,332.02,327.09,330.72,331.11,337.96,325.53,333.18,317.87,317.56,318.16,353.26
2009-01-17 21:59:44.398000,L5,,,,,,,,,,,,,,,,,361.29,355.24,354.29,345.80,348.15,335.52,331.85,333.04,330.61,325.83,329.00,330.42,337.24,324.67,332.89,316.47,317.38,318.36,352.80
2010-01-27 22:11:14.336000,L5,,,,,263.10,283.52,293.64,288.12,198.90,,,,,,,,,238.73,266.56,267.06,269.10,221.93,208.54,,,,,,,,,,,,
2010-02-05 22:05:29.575000,L5,,,,,,,,,,,,,,,,,,216.45,183.82,226.50,241.92,213.93,202.88,171.81,288.17,292.41,297.47,294.36,292.22,236.55,302.32,286.90,286.15,275.22,307.32
2010-02-12 22:11:17.920000,L5,333.32,313.90,315.83,308.18,310.95,,,,,,,,,,,,,,,,,,,,,,,297.20,299.44,250.12,299.72,284.12,283.51,,
2010-12-22 22:04:05.307000,L5,371.74,342.07,347.11,334.94,345.23,355.26,353.91,343.83,351.81,351.86,344.47,346.06,340.38,342.97,353.84,362.34,366.84,361.08,356.35,354.66,350.35,337.60,344.55,346.01,336.37,342.35,330.71,307.27,321.07,291.43,251.13,294.75,297.80,,282.52
2010-12-22 22:04:29.137000,L5,,,,,,,,,,,,,,,,341.42,347.10,344.93,340.14,338.70,335.47,321.91,327.85,325.33,318.21,318.26,298.32,280.69,292.61,237.14,196.83,183.99,166.69,,244.14
2011-01-07 22:04:08.243000,L5,338.70,334.14,332.82,334.45,322.88,333.59,332.15,334.90,331.94,330.47,326.89,327.37,331.76,328.76,332.85,331.43,334.47,337.36,335.09,330.65,325.14,329.17,321.16,325.15,315.68,325.57,429.84,451.23,335.46,309.43,410.67,315.72,300.08,293.78,340.58
2011-02-08 22:04:11.186000,L5,357.57,326.06,328.90,325.86,321.57,334.12,335.29,336.58,250.74,287.15,275.71,277.53,336.95,328.75,333.06,326.58,328.47,331.79,327.36,326.56,321.19,315.48,320.02,326.56,325.84,327.35,337.48,329.05,329.58,292.87,311.07,301.51,294.73,298.41,330.02
2011-03-12 22:04:07.249000,L5,359.22,338.06,339.72,334.98,331.48,343.06,340.17,344.49,343.56,340.23,334.40,332.17,247.63,256.53,249.56,166.01,336.57,338.09,334.73,333.03,329.95,323.58,323.05,320.67,320.53,321.18,329.08,326.94,325.61,297.61,320.41,306.92,301.45,300.74,337.35
