dates,satname,nzd0470-0000,nzd0470-0001,nzd0470-0002,nzd0470-0003,nzd0470-0004,nzd0470-0005,nzd0470-0006,nzd0470-0007,nzd0470-0008,nzd0470-0009,nzd0470-0010,nzd0470-0011,nzd0470-0012,nzd0470-0013,nzd0470-0014,nzd0470-0015,nzd0470-0016,nzd0470-0017,nzd0470-0018,nzd0470-0019,nzd0470-0020,nzd0470-0021,nzd0470-0022,nzd0470-0023,nzd0470-0024,nzd0470-0025,nzd0470-0026,nzd0470-0027,nzd0470-0028,nzd0470-0029,nzd0470-0030,nzd0470-0032,nzd0470-0033,nzd0470-0034,nzd0470-0035,nzd0470-0036,nzd0470-0037,nzd0470-0038,nzd0470-0039,nzd0470-0040,nzd0470-0041,nzd0470-0043,nzd0470-0044,nzd0470-0045,nzd0470-0046,nzd0470-0047,nzd0470-0049,nzd0470-0050,nzd0470-0051,nzd0470-0052,nzd0470-0053,nzd0470-0054,nzd0470-0055,nzd0470-0056,nzd0470-0057,nzd0470-0058,nzd0470-0059,nzd0470-0060,nzd0470-0061,nzd0470-0062,nzd0470-0063,nzd0470-0064,nzd0470-0065,nzd0470-0066,nzd0470-0067,nzd0470-0068,nzd0470-0069,nzd0470-0070,nzd0470-0071,nzd0470-0072,nzd0470-0073,nzd0470-0074,nzd0470-0075,nzd0470-0076,nzd0470-0077,nzd0470-0078,nzd0470-0079,nzd0470-0080,nzd0470-0081,nzd0470-0082,nzd0470-0083,nzd0470-0084,nzd0470-0085,nzd0470-0086,nzd0470-0087,nzd0470-0088,nzd0470-0089,nzd0470-0090,nzd0470-0091,nzd0470-0092,nzd0470-0093,nzd0470-0094,nzd0470-0095,nzd0470-0096,nzd0470-0097,nzd0470-0098,nzd0470-0099,nzd0470-0100,nzd0470-0101,nzd0470-0102,nzd0470-0103,nzd0470-0104,nzd0470-0105,nzd0470-0106,nzd0470-0107,nzd0470-0108,nzd0470-0109,nzd0470-0110,nzd0470-0111,nzd0470-0112,nzd0470-0113,nzd0470-0114,nzd0470-0115,nzd0470-0116,nzd0470-0117,nzd0470-0118,nzd0470-0119,nzd0470-0120,nzd0470-0121,nzd0470-0122,nzd0470-0123,nzd0470-0124,nzd0470-0125,nzd0470-0126,nzd0470-0127,nzd0470-0128,nzd0470-0129,nzd0470-0130,nzd0470-0131,nzd0470-0132,nzd0470-0133,nzd0470-0031,nzd0470-0042,nzd0470-0048
2001-01-03 22:04:36.218000,L7,376.03,367.54,378.70,387.98,385.60,377.41,384.30,371.82,373.37,363.14,363.60,367.09,369.69,374.68,376.07,369.58,378.25,382.06,374.15,375.15,378.03,374.99,381.22,381.05,377.34,377.81,383.57,388.09,433.44,411.89,412.34,402.10,398.46,395.47,403.92,397.79,387.88,395.70,501.21,,,,,,,,,,,,,,,,,,,,,404.71,392.14,383.00,388.38,391.11,391.58,391.46,397.58,399.67,397.04,390.27,395.87,405.48,402.14,388.48,391.98,391.68,384.41,376.57,381.90,378.09,382.50,372.66,371.43,370.06,365.71,366.33,359.00,359.36,354.94,360.84,351.63,357.54,368.74,371.91,373.20,372.44,373.16,373.10,381.44,377.25,371.97,373.76,386.07,395.33,392.77,386.44,387.92,388.87,386.91,386.85,401.93,390.32,400.25,398.11,394.36,398.34,388.26,385.79,390.46,395.39,388.90,385.14,377.56,365.95,289.03,334.64,321.79,312.84,304.29,335.92,371.87,402.77,,
2001-02-20 22:04:36.568000,L7,,,,,,,,,,,,200.85,206.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.74,234.81,235.24,217.77,230.30,251.08,187.50,,,,,,,,,,,,177.12,173.26,199.13,208.21,248.85,271.45,275.14,264.32,245.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.29
2001-04-09 22:04:17.927000,L7,,,,,,,,,,,,,,258.40,250.00,257.24,220.06,214.85,258.65,248.73,256.09,267.22,,,244.10,272.10,270.47,141.21,288.53,174.52,,,,,,,,,,,,,,,,,168.16,272.33,253.15,258.94,,241.56,296.28,285.09,289.22,267.84,202.17,263.06,259.84,271.62,269.89,,181.59,226.54,276.87,285.30,,,195.79,290.93,253.66,,,,,,201.26,213.54,250.91,,219.60,255.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-28 22:03:32.813000,L7,231.73,152.67,,233.56,320.86,338.30,341.55,323.08,305.35,314.37,333.49,316.12,334.20,331.45,329.73,326.64,321.42,321.47,335.46,328.57,327.35,320.24,325.49,335.53,335.32,328.95,340.66,331.75,349.22,345.72,347.97,346.42,343.43,345.17,339.83,341.13,341.50,341.69,319.17,284.89,173.92,471.53,317.88,504.52,392.49,425.07,409.76,407.79,322.63,343.15,343.72,343.15,340.92,323.66,327.66,329.86,328.31,330.89,340.45,315.74,338.58,292.37,337.11,314.12,308.10,310.49,329.62,340.19,,,188.92,215.18,277.25,303.24,304.30,321.43,329.28,334.67,327.76,327.40,324.24,321.09,324.27,321.86,323.20,316.14,316.30,315.08,312.70,298.42,268.01,302.31,300.26,293.21,298.06,291.71,288.92,278.03,254.16,263.02,257.62,246.76,253.34,,,,,,,245.68,243.36,216.87,,,,,,,,,,,,,,,,,,,,341.76,437.96,403.61
2001-07-14 22:03:33.580000,L7,,,,,,,,,,,,,,,,,,244.92,261.11,267.82,263.97,247.19,272.22,253.93,263.69,269.78,218.62,171.13,234.94,273.67,,,,,,,,,,,,170.19,275.57,191.05,227.07,,,,,294.50,279.77,250.35,280.64,304.18,296.68,301.02,295.78,292.85,284.72,288.82,278.29,259.54,279.76,271.24,276.04,291.63,245.39,257.92,,,,,,,,,257.21,262.02,278.91,263.35,274.51,263.20,255.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-08-15 22:03:02.378000,L7,,,,,,191.19,271.25,158.01,250.54,249.09,276.38,274.46,282.09,280.53,187.44,,,,,,255.66,268.60,263.55,267.24,259.75,270.15,254.09,,,,,269.01,300.72,278.96,246.06,,,,,,206.93,237.14,290.53,288.16,295.03,272.04,256.77,,,,,311.79,306.12,309.78,294.50,306.67,283.76,284.35,289.82,281.59,289.58,268.91,274.20,294.91,293.27,290.97,285.33,259.18,,,,,,,,,,,,267.64,258.25,268.59,231.23,,,,,,,,,,,,,,,,,220.22,236.21,240.59,235.93,,,,,,,,,,214.87,213.43,193.67,151.64,214.33,223.37,219.24,220.64,199.66,190.63,135.55,,,,,,,,,,221.34,261.98
2001-10-02 22:02:28.410000,L7,,,,,,,,,,,,215.35,256.24,,,,,,,,256.25,263.74,181.91,,,,,,,,,241.13,253.00,155.73,,,,,,,,228.17,,,,235.39,249.77,,236.01,278.29,287.88,280.70,289.35,284.15,266.71,262.47,284.17,275.60,281.33,270.63,279.81,,260.34,252.51,208.43,153.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.93,219.55,197.29,175.30,191.70,,,,,,,,,,,219.23,244.18
2001-11-03 22:02:34.745000,L7,434.84,362.63,369.76,355.08,367.39,366.44,387.29,385.53,377.93,383.95,369.12,386.77,375.59,387.48,382.19,379.73,352.49,358.17,354.02,355.37,386.31,357.17,404.60,380.13,405.62,405.53,371.70,369.91,367.41,362.81,363.44,364.13,362.95,361.52,393.53,409.38,389.67,388.86,385.65,388.89,405.44,361.89,355.30,350.82,350.35,349.96,384.25,357.02,401.40,410.63,419.64,412.44,418.95,369.87,373.02,368.24,390.62,358.44,373.37,360.00,367.99,357.14,363.39,401.84,389.20,399.04,378.65,356.98,368.25,358.58,365.84,374.20,357.81,362.67,407.56,391.83,415.10,402.59,391.38,360.55,360.77,347.76,349.26,343.59,333.99,345.18,334.17,343.07,327.22,321.24,326.44,334.87,335.99,373.20,345.01,349.12,346.43,346.10,351.17,364.42,351.36,355.17,368.34,364.61,373.53,378.38,368.70,368.01,356.61,356.63,359.80,359.74,351.43,362.75,357.63,356.33,374.19,396.39,368.93,347.53,339.25,323.77,309.43,346.36,333.66,333.01,349.22,351.16,366.10,,,366.41,367.44,347.05
2002-03-11 22:03:07.402000,L7,,,,,,,,,,160.43,162.08,162.79,161.95,271.30,248.88,223.01,,,,,,194.76,218.45,255.71,,,,,251.17,176.67,269.89,,,,,,,,,,,,,,,,,,234.11,186.55,239.56,249.22,224.95,255.98,288.98,229.60,223.47,267.94,242.02,182.12,276.42,259.91,237.05,260.54,223.83,254.50,218.35,226.95,259.70,292.51,255.85,286.37,247.44,177.35,184.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.40,,
2002-04-12 22:03:01.345000,L7,,,,,,,,,,267.81,271.78,266.94,263.96,270.12,268.34,219.26,,231.73,220.33,264.63,,,,,,215.37,270.84,,231.06,197.87,224.17,276.97,259.57,239.41,,,,,,,,,,,,,,,,,,,,181.06,227.46,227.13,267.88,267.94,273.12,262.28,273.31,224.92,275.41,263.53,237.47,189.54,208.57,193.10,,,,,,203.43,189.92,217.26,254.59,262.35,187.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.99,206.81,197.97,168.36,186.04,,,,,,,,,,,,,,,,,184.31,,
2002-05-14 22:02:55.455000,L7,,,,,,,,,,261.87,156.68,226.86,243.27,276.62,270.81,228.96,255.86,262.43,267.62,269.25,266.80,259.88,262.38,276.15,274.02,271.60,265.52,,,263.29,231.61,289.62,277.90,224.95,,,,,,,,,,,,,182.02,243.07,238.76,283.92,156.33,,,,,,,,,,212.83,210.23,237.34,246.47,275.60,293.09,283.77,272.49,,,,,232.19,257.66,253.63,240.86,290.41,282.75,264.35,256.68,262.07,259.50,156.18,,240.55,240.19,246.17,254.51,176.09,,,,,,,,240.99,222.90,228.19,186.24,,,,,,,,,,,227.51,209.96,222.81,,,,214.41,215.60,201.98,165.63,,,,,,,,,,,,,,203.26
2002-05-30 22:02:49.483000,L7,,,,,,,,,,,242.60,274.21,278.32,275.88,274.86,248.58,272.78,266.65,262.93,275.06,264.38,270.35,270.08,250.66,272.69,270.30,267.61,,246.49,259.13,295.30,,,,,,,,,,,,,,,,,,256.04,267.65,189.55,,,,,,,,,257.66,262.87,262.59,251.23,241.22,212.77,,,,,,,,,,,,171.76,240.02,239.85,266.62,275.69,264.85,266.24,208.73,230.45,253.57,248.40,249.77,161.35,,,,,,,167.95,239.69,246.42,244.05,218.23,,,,,,,,,,200.88,227.66,213.26,211.58,206.83,,,211.93,186.91,192.62,181.91,153.79,153.25,,,,,,,,,,258.38,,
2002-06-15 22:02:43.613000,L7,,,,,,,,,,,,,,,273.34,229.55,137.00,269.69,290.69,257.88,197.07,255.18,255.22,,,,,238.46,147.34,,292.04,262.33,182.21,219.22,213.60,176.79,,,,,,,210.93,186.16,271.78,246.70,274.97,242.76,260.41,292.47,289.48,,,274.64,288.46,271.70,288.56,283.07,286.32,294.10,277.45,240.30,261.93,277.08,289.05,266.98,206.91,262.98,229.03,289.21,259.52,269.05,250.82,277.87,222.22,267.59,268.08,257.01,267.85,261.08,268.57,261.87,241.71,,,,,,,,,,,,,,,,206.92,235.67,204.51,246.55,225.93,,,,,,,,206.57,212.95,225.65,209.96,,,198.63,216.21,216.25,218.43,183.69,190.73,,,,,,,,,,229.70,,279.37
2002-07-01 22:02:38.940000,L7,,,,,,,,,,,,,,,,,233.47,200.76,264.57,248.31,,,,,,,,,,,,,,,191.69,189.44,,,,,,,,,283.23,151.99,253.34,266.78,,,,,,,,,,,,204.12,244.44,236.18,241.60,214.18,283.26,272.31,295.15,141.33,240.03,141.40,,,181.21,243.95,216.85,266.80,251.70,239.75,275.55,242.88,259.38,234.18,167.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.18,188.26,208.27,169.61,,,,,,,,,,,,,,,,,,,,233.44
2002-09-03 22:02:12.015000,L7,393.04,355.70,349.95,346.70,356.88,357.31,350.63,348.02,340.12,345.32,341.81,341.09,385.31,343.77,342.09,349.07,351.09,340.17,359.16,352.76,381.75,399.70,412.12,392.82,391.33,388.04,399.72,405.37,411.29,417.06,400.83,427.38,410.02,417.43,400.73,414.71,417.99,407.85,413.99,419.64,414.54,420.24,412.69,503.04,455.74,378.19,453.23,488.55,495.06,464.70,354.29,388.81,389.55,385.79,393.37,386.61,,385.14,391.48,383.85,376.22,381.43,375.55,,,,,,372.19,374.68,383.16,372.21,369.11,360.01,375.28,376.36,380.54,369.52,355.73,370.24,373.95,380.98,436.07,489.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.09,413.65,427.08,374.09
2002-10-05 22:01:55.235000,L7,,,,,,,,,,,263.36,154.98,211.83,211.38,277.49,253.03,225.82,,,,,,,,,,,,,,,223.50,205.07,219.36,197.92,271.45,,255.24,259.69,223.92,236.52,278.34,228.12,231.24,261.06,279.77,279.34,267.91,248.21,247.89,211.20,246.78,295.95,294.28,292.36,280.89,272.41,262.75,165.67,178.04,273.41,265.62,232.33,253.41,270.63,289.17,286.55,236.73,156.54,167.08,206.13,272.84,253.69,283.57,277.22,,,,,,,257.70,261.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.52,187.35,200.80,172.55,153.01,155.08,188.10,180.01,177.74,186.64,133.33,,,,,,,,,,252.83,265.84
2002-11-22 22:02:21.568000,L7,,,,,,,,,,154.13,156.00,169.43,222.17,159.41,271.06,262.94,206.91,,,,,,,,,,,196.96,265.20,182.98,292.70,277.69,,,,,,281.01,276.81,164.84,,,,,,,,,,,,183.52,225.95,275.18,293.83,261.23,273.65,227.54,281.22,267.86,225.07,216.49,274.24,274.04,288.43,295.86,289.50,291.69,280.94,291.98,297.31,287.35,243.40,,,,258.78,271.82,277.34,278.39,209.59,196.92,,,,,,,,,,,,,,,,,,,,,,,230.89,247.18,212.35,,,,,,,,213.48,210.31,209.05,212.81,215.82,212.95,,,,,,,,,,,,233.50,,
2002-12-08 22:02:27.564000,L7,,,,,,,,,,,,,,,,,,213.37,243.30,268.53,,,,,,,,264.23,231.91,,270.55,214.90,261.40,239.45,252.50,273.53,,,280.91,219.16,226.07,263.08,,,,,258.89,275.16,,,,,,256.88,286.47,,270.50,263.29,280.20,247.10,279.13,188.09,205.08,287.96,278.13,292.36,281.44,249.77,273.98,274.95,282.75,284.59,281.68,292.10,281.30,,295.92,295.87,295.28,281.72,,,,256.33,228.21,184.41,191.60,188.08,189.75,174.57,235.45,236.97,,,,,,,,,,,,,239.72,253.09,208.11,251.33,,,208.70,236.39,229.97,,,,,,,,,,,,,,,,,,,261.82,248.32,260.93
2002-12-24 22:02:33.044000,L7,,,,,,,,219.70,161.62,149.53,157.57,151.32,157.92,154.06,170.66,258.90,,,,,,,,,,,252.14,145.70,277.63,225.71,280.67,201.22,252.11,,,,,,,,,,,,,,257.70,261.26,224.20,194.02,246.14,290.30,285.36,291.63,286.27,272.63,286.36,283.11,287.97,163.60,279.82,220.16,252.97,292.44,257.08,,,218.10,279.74,293.63,293.01,274.47,156.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.03,233.51,223.97,199.07,,,,,,,,,,,,,,,,,,215.85,,261.44
2003-08-13 21:51:08.818000,L5,340.85,344.36,341.62,347.51,348.71,349.23,353.12,347.80,343.89,344.25,341.74,347.46,343.03,334.87,341.10,339.45,342.74,339.56,340.93,341.46,344.13,341.75,342.66,343.63,347.12,347.89,346.62,346.30,348.92,352.26,360.30,352.76,347.85,351.67,351.35,357.70,357.72,357.29,355.42,352.61,353.16,349.85,341.13,342.22,340.88,350.06,350.99,352.64,352.17,358.69,363.80,363.67,363.08,359.90,358.86,351.66,348.21,344.89,349.61,350.52,349.62,340.56,338.42,350.52,350.32,351.87,349.17,351.40,354.29,350.79,353.65,355.02,346.85,357.27,351.47,357.15,349.11,348.98,353.68,346.75,339.97,339.20,333.73,334.59,333.83,339.31,332.80,333.83,327.03,321.18,305.69,316.38,310.86,313.72,310.46,310.24,310.66,310.05,310.17,320.58,312.97,318.60,315.74,318.90,309.15,305.52,318.34,311.17,304.42,286.41,296.42,305.01,292.81,298.67,286.70,292.65,292.32,320.72,301.16,300.55,281.38,264.22,248.68,225.48,230.88,180.14,,,,,,355.54,348.85,348.35
2003-09-14 21:51:42.461000,L5,342.67,345.66,345.99,346.53,348.13,349.27,352.15,349.55,344.47,337.16,334.56,342.11,341.59,342.21,347.24,341.45,341.31,339.30,346.79,346.90,348.31,344.30,345.01,343.90,346.74,345.69,350.24,345.03,352.29,349.64,354.79,353.76,353.22,352.51,349.07,358.84,354.34,357.28,350.90,352.72,350.07,348.02,349.45,347.07,352.57,343.09,347.62,353.16,351.22,358.89,357.31,360.20,359.18,355.61,354.83,352.46,354.76,353.58,353.78,355.49,352.39,346.73,344.37,349.23,349.25,348.21,347.90,346.96,348.39,348.07,350.80,351.70,352.51,353.39,354.53,352.36,352.28,347.30,347.95,343.66,336.90,338.58,334.52,334.44,338.01,340.49,333.32,335.53,329.81,323.13,307.41,312.64,306.66,307.87,307.92,313.46,312.48,319.21,324.66,322.84,315.80,315.79,315.38,319.61,308.74,298.69,321.62,316.66,313.91,295.75,300.54,310.04,298.07,298.12,294.23,309.76,307.87,314.07,300.01,288.66,281.00,266.91,249.12,225.93,219.82,184.61,,,,,,352.12,351.18,351.04
