dates,satname,nzd0216-0000,nzd0216-0001,nzd0216-0004,nzd0216-0005,nzd0216-0006,nzd0216-0007,nzd0216-0008,nzd0216-0013,nzd0216-0014,nzd0216-0015,nzd0216-0016,nzd0216-0017,nzd0216-0002,nzd0216-0003,nzd0216-0009,nzd0216-0010,nzd0216-0011,nzd0216-0012,nzd0216-0018,nzd0216-0019,nzd0216-0020
1999-12-25 21:58:52.197000,L7,271.06,243.37,196.53,200.87,235.91,226.58,246.80,223.80,207.63,210.26,243.80,268.49,,,,,,,,,
2000-01-10 21:58:52.465000,L7,305.63,305.09,476.05,480.50,532.79,521.20,530.74,295.08,308.41,317.63,315.73,324.94,486.16,483.02,525.76,282.11,277.44,244.88,334.41,441.30,483.06
2000-03-14 21:58:35.291000,L7,199.06,281.29,185.27,236.52,245.25,262.99,226.25,271.53,299.01,302.38,300.83,301.16,307.21,,224.62,244.89,267.35,233.26,312.17,292.47,298.46
2000-03-30 21:58:33.541000,L7,300.52,302.09,280.32,276.96,464.24,445.93,530.74,292.12,306.22,317.10,317.31,320.85,236.86,297.93,475.46,504.84,279.86,247.02,325.00,329.11,311.55
2000-07-04 21:57:38.483000,L7,,,,,,,,221.28,268.50,273.45,,,,,201.41,271.14,268.23,205.88,,,
2000-08-05 21:57:08.715000,L7,,,,,216.81,224.93,254.82,259.89,275.47,265.26,261.12,290.25,,,,,,,211.87,,
2000-11-09 21:56:21.390000,L7,314.65,442.30,285.08,308.08,330.79,286.20,301.54,301.26,308.76,313.52,308.62,321.88,407.46,274.46,290.66,280.20,498.47,446.58,334.95,331.28,412.30
2001-03-01 21:56:21.596000,L7,283.49,249.74,211.25,242.19,237.77,236.41,252.58,279.67,282.92,301.67,298.02,303.29,177.18,184.75,266.48,258.03,255.93,214.09,310.64,294.01,
2001-03-17 21:56:16.575000,L7,306.88,314.72,313.18,557.94,531.54,540.42,509.77,478.69,314.79,324.85,325.54,330.87,332.17,307.95,551.59,539.69,505.43,514.53,337.90,337.57,329.26
2001-05-20 21:55:53.025000,L7,,,,,214.50,224.43,256.98,252.85,252.15,193.92,270.05,284.29,,,,,,,278.08,,
2001-06-05 21:55:40.577000,L7,,,395.56,395.75,397.96,435.64,385.50,429.90,438.07,444.63,512.10,417.44,346.04,322.89,415.11,491.28,508.49,463.64,332.07,271.78,294.78
2001-06-21 21:55:29.297000,L7,466.67,414.41,393.40,394.51,468.94,480.70,472.20,377.62,381.06,384.65,415.08,406.66,404.17,248.54,405.55,378.90,377.78,378.57,408.04,251.32,247.45
2001-08-08 21:55:01.113000,L7,473.58,467.61,551.43,444.34,446.71,254.40,521.77,291.35,300.13,522.12,,,450.53,428.67,480.72,274.83,291.81,252.96,178.09,333.58,383.15
2001-08-24 21:54:48.593000,L7,,,,,227.04,222.43,261.85,,,,,,,,250.28,,,,,,
2001-09-25 21:54:28.694000,L7,310.09,317.35,326.10,308.91,307.07,303.45,308.89,518.63,501.03,517.63,516.43,530.08,334.52,309.43,302.79,295.92,291.91,428.94,342.14,341.02,339.41
2002-02-16 21:54:54.191000,L7,320.16,324.67,326.07,321.30,423.53,425.03,424.31,307.16,320.52,326.27,326.83,333.02,340.29,317.64,432.38,415.91,466.30,460.90,343.41,344.77,346.30
2002-03-20 21:54:48.224000,L7,,,206.16,241.95,235.91,239.89,253.99,261.90,278.51,296.35,288.18,296.92,,174.61,266.88,257.41,258.87,218.38,303.02,298.30,296.31
2002-08-27 21:54:00.253000,L7,315.02,309.97,241.77,279.96,248.12,250.11,286.86,297.32,316.35,339.98,321.93,323.74,199.87,216.03,281.73,280.54,278.85,245.68,339.87,333.75,332.20
2002-10-14 21:53:43.769000,L7,319.21,324.91,320.06,309.84,308.23,306.25,311.50,310.87,322.98,326.21,333.51,334.39,335.08,315.37,297.36,285.72,287.23,267.40,342.73,348.71,343.62
2002-12-01 21:54:16.937000,L7,501.87,519.44,327.86,317.03,311.02,309.36,313.10,463.56,457.30,458.60,437.11,536.59,479.51,326.05,310.78,382.51,467.67,529.62,426.56,408.47,520.40
2003-03-23 21:54:40.711000,L7,529.28,537.84,220.66,250.18,248.38,278.03,270.26,283.37,297.69,313.02,311.87,312.64,538.12,193.78,276.01,269.78,271.99,231.24,326.29,322.73,311.84
2003-04-08 21:54:47.577000,L7,,,,,,,,,,,,247.74,,,,,,,242.06,282.94,
2003-04-24 21:54:46.433000,L7,,,203.28,237.97,223.04,214.45,257.60,259.00,271.59,300.55,290.90,284.49,,200.47,257.09,251.74,260.64,211.28,302.18,296.43,
2003-07-21 21:42:33.857000,L5,265.35,195.44,222.52,249.81,240.59,240.40,277.75,286.28,298.28,319.02,311.87,321.12,179.75,222.47,268.42,273.86,277.82,251.35,315.80,,
2003-08-06 21:42:51.203000,L5,298.83,219.41,232.96,275.57,246.26,242.63,273.31,289.51,312.18,325.74,319.29,326.08,206.51,226.50,263.21,269.93,276.03,251.26,334.75,305.51,199.65
2003-10-25 21:44:04.226000,L5,319.49,327.00,317.14,304.44,310.21,297.67,302.73,300.14,317.03,325.25,327.45,334.57,329.02,318.00,286.51,291.75,280.77,249.74,340.27,340.60,334.45
2004-03-01 21:45:02.553000,L5,271.44,286.16,278.19,241.58,269.70,282.14,267.34,259.40,274.09,285.92,289.40,295.05,298.65,283.14,251.41,245.57,240.34,199.72,308.60,,
2004-03-17 21:45:08.368000,L5,,,205.74,228.36,245.91,199.25,234.32,258.30,271.90,285.79,281.94,271.19,,178.43,231.17,237.78,239.67,196.01,294.81,296.27,295.10
2004-04-02 21:45:18.969000,L5,265.28,286.92,258.29,251.19,252.36,271.46,264.00,260.50,255.70,240.56,229.94,247.61,290.24,200.26,,,,,254.56,,
2004-04-18 21:45:49.558000,L5,306.03,300.13,290.38,283.36,279.39,291.19,282.65,294.03,309.52,311.61,313.54,329.01,297.57,282.35,278.54,277.48,286.00,247.50,327.52,323.93,322.52
2004-05-04 21:46:16.049000,L5,291.27,288.44,238.24,274.94,281.22,254.96,279.05,285.29,296.99,315.51,307.33,311.91,200.00,229.44,270.85,270.60,275.48,248.06,320.97,307.06,288.37
2004-07-07 21:48:09.180000,L5,,,220.91,244.83,237.16,230.56,272.77,258.36,281.80,299.23,283.83,288.56,170.28,194.96,241.19,254.68,261.04,226.82,,,
2004-07-23 21:48:33.165000,L5,183.05,206.37,222.01,272.73,246.56,248.43,269.70,284.48,305.37,312.39,309.14,311.26,187.30,201.65,264.02,268.52,269.26,241.00,213.51,,
2004-08-24 21:49:18.016000,L5,302.88,306.97,300.31,284.45,285.36,290.42,280.62,298.98,312.03,317.85,312.64,327.81,306.36,287.71,287.92,270.75,275.00,255.31,336.20,333.64,333.28
2004-09-25 21:50:07.312000,L5,258.61,270.91,240.99,235.14,243.37,268.66,255.29,253.66,270.03,290.60,276.29,294.48,266.86,183.77,241.16,238.84,179.08,,303.63,299.58,295.21
2004-10-27 21:50:47.740000,L5,307.69,324.65,321.39,317.12,313.03,305.55,298.30,299.90,304.16,313.03,319.78,334.67,332.25,328.02,286.50,285.13,281.28,262.80,338.94,335.54,333.95
2005-02-16 21:52:37.927000,L5,364.38,372.31,365.36,308.81,308.73,303.54,322.40,335.09,356.24,345.76,382.87,338.96,384.78,311.78,305.91,332.26,333.32,282.04,397.54,381.49,354.56
2005-03-04 21:52:52.217000,L5,278.07,280.96,187.34,227.12,274.03,279.48,231.91,261.53,279.55,287.43,295.61,295.52,293.45,220.08,242.77,239.35,249.21,208.77,305.29,299.91,293.06
2005-04-21 21:53:10.893000,L5,280.99,285.46,278.92,265.08,254.29,280.10,264.28,280.06,291.07,306.02,305.31,308.22,282.84,206.28,266.03,267.91,266.18,235.49,315.26,314.29,310.03
2005-06-08 21:53:33.007000,L5,,,,,,186.49,227.60,210.30,241.85,235.16,,,,,198.92,231.02,217.06,183.43,,,
2005-10-30 21:54:03.531000,L5,318.14,338.85,331.01,322.87,325.59,316.04,308.62,305.16,317.80,343.57,338.45,347.25,341.24,327.39,301.89,299.88,282.97,255.74,355.66,353.26,352.62
2005-11-15 21:54:26.309000,L5,330.33,324.90,325.71,317.84,313.23,318.09,324.86,291.47,308.92,317.75,329.14,335.18,324.04,319.57,310.48,304.32,289.96,260.27,340.94,347.15,334.69
2006-02-03 21:56:19.035000,L5,309.81,317.53,311.79,290.47,300.23,300.88,307.45,305.61,317.67,322.77,321.91,324.76,327.83,305.38,293.37,297.92,283.17,253.92,335.17,333.32,342.71
2006-02-19 21:56:39.909000,L5,297.92,310.73,317.80,305.02,304.52,304.15,311.57,292.93,303.35,314.23,316.94,326.06,317.20,303.50,297.17,293.70,277.38,245.18,337.03,340.13,337.82
2006-06-27 21:58:48.654000,L5,256.84,251.95,259.17,271.58,258.40,244.22,274.13,288.07,301.91,316.72,304.88,319.37,223.37,252.72,274.86,271.60,278.97,247.66,314.09,,254.82
2006-07-13 21:59:02.335000,L5,279.52,233.06,242.70,265.97,252.39,243.54,276.60,282.10,300.18,312.15,304.91,313.21,255.36,264.10,268.64,273.16,276.10,245.92,322.36,283.17,295.59
2007-09-25 22:05:12.918000,L5,,,268.11,227.74,249.84,272.48,267.82,,,,,,,,243.05,236.80,,,,,
2008-02-25 21:56:25.254000,L5,270.27,288.57,289.02,254.23,280.72,286.46,285.37,265.86,279.54,300.26,305.18,304.58,294.81,277.59,253.90,211.34,255.40,225.39,314.60,291.28,285.87
2008-12-25 21:50:34.359000,L5,266.58,276.59,194.16,223.97,251.57,189.77,270.31,255.52,275.17,284.68,293.95,287.30,286.75,268.16,252.56,237.45,,,300.51,291.61,285.99
2009-11-26 21:56:28.873000,L5,315.01,338.60,332.41,316.91,318.52,316.02,319.31,350.56,334.07,349.04,357.29,338.82,340.05,329.17,317.64,357.26,392.55,391.22,369.28,379.47,373.34
2009-12-12 21:56:37.955000,L5,327.60,342.91,326.15,316.62,321.88,319.02,314.25,308.67,324.83,335.75,335.02,336.66,336.39,325.10,309.09,307.49,304.27,284.82,340.73,347.89,346.31
2010-01-13 21:56:49.389000,L5,319.05,333.70,318.94,305.14,306.78,307.37,311.54,308.32,315.34,332.62,331.54,337.09,329.48,318.11,306.92,306.51,301.44,262.35,342.25,339.83,336.00
2010-01-29 21:56:53.427000,L5,310.81,322.71,317.68,307.97,307.38,308.81,314.59,298.93,307.88,316.62,319.65,330.11,327.61,313.66,310.61,305.58,292.26,260.24,339.78,340.67,335.63
2010-10-28 21:55:51.312000,L5,277.16,293.05,216.46,223.60,268.41,274.65,261.53,276.75,290.83,298.20,290.41,301.86,301.25,281.20,262.50,253.59,251.43,218.28,314.90,305.72,306.17
2010-12-31 21:55:56.533000,L5,,,,,,263.23,273.47,305.30,314.43,309.63,311.84,311.91,,,257.98,212.88,224.02,251.11,335.53,334.39,328.76
2011-01-16 21:55:58.174000,L5,345.50,337.02,329.02,327.10,333.41,317.96,322.98,316.79,338.61,338.48,339.41,339.60,344.55,339.70,312.50,314.10,311.25,332.72,340.43,341.65,347.47
2011-02-17 21:56:00.979000,L5,333.28,344.97,344.77,331.40,329.57,333.96,335.41,325.58,337.32,334.76,350.47,357.05,345.41,343.82,319.75,312.26,302.15,309.48,359.50,350.86,370.46
2011-03-28 22:02:02.349000,L5,,,,,,,,,,,247.44,243.51,,,,,,,257.12,233.20,235.12
2011-09-04 22:00:51.576000,L5,,,209.35,232.77,233.25,219.70,251.77,,,,,,,,223.31,223.79,,,,,
2013-04-27 22:07:47.557000,L8,305.76,306.34,310.32,299.47,300.59,306.31,283.41,306.42,308.60,314.41,320.15,319.36,323.47,269.34,279.48,276.00,283.09,256.96,355.74,337.52,303.36
2013-08-17 22:08:03.120000,L8,,,,229.98,238.54,254.46,257.82,212.14,233.64,268.74,271.11,293.38,,,219.49,,,,308.21,301.75,301.76
2013-09-02 22:08:04.598000,L8,309.23,316.93,314.12,339.23,316.28,311.94,304.14,331.62,351.84,344.63,339.34,357.46,332.64,307.89,298.91,288.53,291.67,271.25,368.10,353.40,347.98
2013-11-05 22:07:46.855000,L8,304.34,317.17,310.14,293.90,286.92,296.91,299.76,298.64,300.99,309.80,315.21,343.56,330.27,312.96,301.72,307.18,306.42,266.36,325.82,343.17,310.51
