dates,satname,nzd0273-0000,nzd0273-0001,nzd0273-0002,nzd0273-0003,nzd0273-0004,nzd0273-0005,nzd0273-0006,nzd0273-0007,nzd0273-0008,nzd0273-0009,nzd0273-0010,nzd0273-0011,nzd0273-0012,nzd0273-0013,nzd0273-0014,nzd0273-0015
1999-12-09 21:59:21.619000,L7,242.75,235.47,248.40,233.58,184.85,279.89,243.21,220.17,197.11,272.19,249.27,264.05,244.50,243.68,268.07,
2000-01-10 21:59:16.407000,L7,,,,231.45,282.64,263.73,279.54,244.77,251.90,267.39,231.00,191.08,180.47,,,
2000-01-26 21:59:14.283000,L7,294.39,294.03,293.41,306.53,315.96,316.70,316.24,303.22,299.08,295.17,295.29,281.46,272.51,275.79,278.64,310.46
2000-03-14 21:58:59.247000,L7,427.26,339.35,452.42,444.34,445.32,413.43,503.39,461.88,450.17,313.18,323.87,297.54,436.82,441.81,448.12,441.69
2000-03-30 21:58:57.484000,L7,,,,,,,,229.84,243.02,265.44,177.96,,,,,
2000-07-04 21:58:02.420000,L7,305.00,297.52,295.77,308.51,321.67,323.65,322.40,298.40,313.31,288.28,267.87,287.05,288.91,274.88,287.71,277.80
2000-09-22 21:56:53.357000,L7,421.81,389.27,401.62,405.31,419.41,419.08,422.75,339.18,440.85,429.04,420.59,448.04,,,,455.36
2000-11-09 21:56:45.337000,L7,382.64,390.97,390.71,386.09,374.24,397.76,368.87,369.39,358.53,352.76,353.34,344.30,355.04,374.81,368.27,390.84
2000-11-25 21:56:47.006000,L7,277.88,278.37,275.82,298.70,,,,,282.35,263.27,,,,,,
2001-03-17 21:56:40.512000,L7,327.78,333.47,339.75,367.13,387.80,458.76,458.84,462.57,407.94,326.59,331.19,315.39,325.35,313.45,440.63,425.55
2001-08-24 21:55:12.571000,L7,283.35,277.76,,,,,,,,271.35,277.23,267.12,237.19,213.69,,
2001-09-09 21:55:00.813000,L7,449.64,365.85,442.29,460.77,443.79,378.42,457.19,480.78,345.83,227.29,292.29,298.09,286.47,346.88,347.41,352.52
2001-09-25 21:54:52.649000,L7,283.05,288.77,290.12,240.81,243.00,263.58,283.01,229.17,291.15,284.59,274.63,274.57,257.52,260.85,267.13,273.96
2001-10-11 21:54:33.822000,L7,298.15,288.72,278.77,283.65,275.59,270.53,260.77,246.81,295.08,288.51,296.93,277.95,271.59,277.83,183.67,275.35
2002-02-16 21:55:18.119000,L7,382.70,373.49,368.81,366.67,391.94,396.88,405.92,387.22,374.57,386.24,350.70,339.72,349.37,347.86,361.34,374.46
2002-05-07 21:55:15.811000,L7,,,,,,,,,,,,229.97,234.17,,,
2002-10-14 21:54:07.948000,L7,270.71,269.45,263.67,282.85,286.07,284.39,286.41,280.25,264.51,272.50,233.79,261.13,252.85,219.81,,
2002-12-01 21:54:40.891000,L7,309.32,306.82,300.31,317.10,325.93,333.98,321.67,311.75,323.39,307.92,323.50,302.92,295.11,289.63,295.36,309.34
2003-02-03 21:55:01.991000,L7,,,,,,,,,257.96,290.86,254.69,271.14,256.08,222.76,,
2003-02-19 21:55:06.528000,L7,218.97,203.29,200.93,193.79,178.77,346.59,192.18,199.50,197.88,202.39,196.62,276.50,247.31,173.67,,
2003-03-07 21:55:10.647000,L7,423.01,333.42,380.09,422.29,404.55,361.96,341.80,318.91,315.27,312.19,322.14,303.65,303.85,292.29,298.80,343.31
2003-04-08 21:55:11.531000,L7,461.07,456.96,462.33,475.08,480.73,421.55,342.13,335.74,327.04,468.21,464.15,446.21,432.65,438.43,438.85,470.85
2003-04-24 21:55:10.390000,L7,291.67,288.59,285.82,301.92,305.17,307.00,300.11,295.93,303.94,291.13,298.61,280.13,273.30,273.38,230.97,207.97
2003-05-26 21:55:07.877000,L7,298.59,289.89,289.11,285.95,313.00,312.85,303.78,300.76,297.61,276.76,297.49,279.60,251.30,269.00,277.35,261.49
2003-07-21 21:42:57.544000,L5,313.83,319.78,315.58,331.31,333.92,339.29,326.33,310.31,311.59,307.65,307.61,297.41,293.49,286.80,296.36,314.16
2004-03-01 21:45:26.384000,L5,,283.45,289.60,303.62,310.95,309.03,313.71,306.12,305.12,292.95,293.39,284.04,275.00,264.86,270.93,297.59
2004-03-17 21:45:32.199000,L5,305.68,316.78,309.31,325.80,329.29,329.27,323.83,306.47,308.51,297.59,301.82,288.01,283.15,282.24,291.94,323.83
2004-04-02 21:45:42.656000,L5,295.10,304.39,297.49,320.74,326.12,319.74,320.88,306.90,307.09,301.83,302.10,281.86,278.32,274.30,279.99,308.13
2004-04-18 21:46:13.246000,L5,316.04,324.76,317.93,333.07,338.68,334.30,332.88,315.83,317.34,308.95,308.74,301.64,299.23,284.23,295.62,331.77
2004-05-20 21:47:08.268000,L5,306.64,311.99,316.29,332.16,340.19,338.10,323.62,319.44,317.35,306.50,312.59,296.58,289.21,287.70,291.39,321.38
2004-07-07 21:48:33.010000,L5,314.39,313.75,315.16,331.44,329.80,328.74,326.37,315.83,310.13,301.88,309.66,294.29,299.29,281.29,299.58,308.30
2004-07-23 21:48:56.995000,L5,314.84,319.64,311.50,335.39,340.35,338.78,332.68,322.00,321.65,306.21,316.35,301.20,301.30,286.24,300.90,327.94
2004-08-08 21:49:14.576000,L5,340.64,329.98,319.83,330.19,327.86,325.82,321.17,312.74,312.01,303.67,306.80,296.60,296.96,286.79,295.45,321.49
2004-09-25 21:50:31.000000,L5,318.17,302.34,305.22,319.98,323.90,317.90,313.69,308.47,308.65,305.17,303.44,295.97,287.37,284.95,282.48,318.26
2005-01-31 21:52:45.327000,L5,333.69,337.19,347.69,338.27,342.94,341.53,341.68,330.08,324.85,344.67,351.66,309.08,328.95,326.41,310.91,342.80
2005-03-04 21:53:16.048000,L5,329.07,332.05,319.40,329.75,333.50,338.44,327.58,328.06,323.90,318.71,318.89,303.26,301.51,308.91,308.93,336.93
2005-04-21 21:53:34.581000,L5,304.99,311.85,301.44,313.61,324.57,314.34,311.99,311.42,307.40,304.87,306.29,294.60,291.76,285.79,294.28,308.54
2005-06-08 21:53:56.837000,L5,302.45,307.62,301.35,320.43,327.45,317.97,314.28,307.45,306.05,298.47,302.38,287.18,285.57,277.25,281.07,302.08
2005-09-28 21:54:32.218000,L5,307.38,311.79,308.48,326.18,332.79,327.12,326.09,313.61,312.73,301.53,305.36,296.40,293.75,287.12,295.44,320.94
2005-10-30 21:54:27.218000,L5,310.80,311.83,319.85,346.57,356.23,344.49,351.17,341.27,343.29,318.87,307.43,289.50,293.24,282.16,292.42,333.28
2006-02-03 21:56:42.865000,L5,324.56,340.43,324.90,347.77,353.84,346.56,346.21,328.20,325.80,307.14,320.56,302.65,320.93,303.26,348.89,354.65
