dates,satname,nzd0418-0000,nzd0418-0001,nzd0418-0002,nzd0418-0003,nzd0418-0004,nzd0418-0005,nzd0418-0006,nzd0418-0007,nzd0418-0008,nzd0418-0009,nzd0418-0010,nzd0418-0011,nzd0418-0012,nzd0418-0013,nzd0418-0014,nzd0418-0015,nzd0418-0016,nzd0418-0017,nzd0418-0018,nzd0418-0019,nzd0418-0020,nzd0418-0021,nzd0418-0022,nzd0418-0023,nzd0418-0024,nzd0418-0025,nzd0418-0026,nzd0418-0027,nzd0418-0028,nzd0418-0029,nzd0418-0030,nzd0418-0031,nzd0418-0032,nzd0418-0033,nzd0418-0034,nzd0418-0035,nzd0418-0036,nzd0418-0037,nzd0418-0038,nzd0418-0039,nzd0418-0040,nzd0418-0041,nzd0418-0042,nzd0418-0043,nzd0418-0044,nzd0418-0045,nzd0418-0046,nzd0418-0047,nzd0418-0048,nzd0418-0049,nzd0418-0050,nzd0418-0051,nzd0418-0052,nzd0418-0053,nzd0418-0054,nzd0418-0055,nzd0418-0056,nzd0418-0057,nzd0418-0058,nzd0418-0059,nzd0418-0060,nzd0418-0061,nzd0418-0062,nzd0418-0063,nzd0418-0064,nzd0418-0065,nzd0418-0066,nzd0418-0067,nzd0418-0068,nzd0418-0069,nzd0418-0070,nzd0418-0071,nzd0418-0072,nzd0418-0073,nzd0418-0074,nzd0418-0075,nzd0418-0076,nzd0418-0077,nzd0418-0078,nzd0418-0079,nzd0418-0080,nzd0418-0081,nzd0418-0082
2017-02-15 22:19:55.596000,L8,,,,,,,,,,,,,258.68,255.53,256.85,259.96,256.13,254.63,255.94,254.28,248.12,,,,,,,,249.20,209.34,247.07,248.91,228.96,,,,,,,255.16,267.23,277.07,284.27,293.95,295.44,289.53,296.37,256.74,173.41,,,,,,,,,,,,,,217.73,247.11,262.35,277.57,297.00,303.76,303.42,321.48,285.41,191.12,,,,,,,,,,,
2017-04-20 22:19:23.200000,L8,,,,,,,,,,,,253.64,258.68,252.19,255.58,255.66,256.08,251.92,252.48,252.86,250.38,,,,,,,,,,244.77,272.89,282.79,,,,,,,207.29,257.74,270.89,316.26,280.21,266.81,266.07,262.10,256.31,,,,,,,,,,,,,,,,236.95,257.43,310.70,283.16,274.92,280.61,287.34,286.01,,,,,,,,,,,,
2017-06-07 22:19:38.989000,L8,,,,,,,,,,,,,,221.59,229.75,235.71,238.74,228.79,234.05,230.19,230.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-09 22:19:47.659000,L8,,,,,,,,,,,,,,219.33,230.24,235.18,239.59,223.73,234.34,230.17,230.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-30 22:20:08.264000,L8,,,,,,,,,,,,250.43,259.80,254.06,259.52,263.59,262.23,260.48,259.63,250.75,244.50,,,,,,,,,,,,,,,,,,,,212.89,254.24,259.39,263.81,242.78,235.28,,,,,,,,,,,,,,,,,,196.59,238.60,252.78,267.31,249.76,252.11,,,,,,,,,,,,,,
2018-01-17 22:20:01.210000,L8,,,,,,,,,,,,,247.70,241.52,247.43,250.16,247.67,236.83,244.63,237.56,227.46,,,,,,,,,,,,,,,,,,,,,255.97,255.19,261.72,223.96,,,,,,,,,,,,,,,,,,,,239.06,251.23,264.92,233.50,,,,,,,,,,,,,,,
2018-03-06 22:19:38.520000,L8,,,,,,,,,,,,,255.14,243.19,247.77,251.41,245.03,246.05,251.80,250.89,236.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-01 22:19:54.556000,L8,,,,,,,,,,,,,255.46,244.87,246.66,252.83,247.37,244.97,257.39,246.70,239.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-05 22:19:45.318000,L8,,,,,,,,,,,,,253.80,245.96,248.11,253.36,244.12,247.11,254.62,248.60,238.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31 22:20:02.646000,L8,,,,,,,,,,,,,259.65,248.80,251.24,255.67,253.65,248.46,253.42,252.28,246.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-17 22:20:17.064000,L8,,,,,,,,,,,,,255.73,245.40,248.50,252.64,248.09,244.14,253.76,245.85,234.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-22 22:20:15.572000,L8,,,,,,,,,,,,309.27,316.20,312.51,247.09,250.34,243.51,238.96,251.27,243.09,229.83,,,,,,,,,,,,,248.49,233.82,270.57,277.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08 22:20:02.656000,L8,,,,,,,,,,,,,251.61,241.98,245.27,238.26,232.24,234.35,245.73,240.52,227.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24 22:19:58.916000,L8,,,,,,,,,,,,,257.30,245.70,248.51,252.23,244.95,243.46,253.68,247.72,237.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-11 22:19:52.609000,L8,,,,,,,,,,,,,253.80,244.47,248.52,251.34,246.79,242.91,253.32,246.26,236.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27 22:19:43.868000,L8,,,,,,,,,,,,,252.12,244.12,247.48,250.83,246.07,241.75,251.65,245.26,234.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17 22:19:52.728000,L8,,,,,,,,,,,,,,225.49,227.01,235.15,234.54,220.81,236.15,235.96,210.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-19 22:20:15.764000,L8,,,,1659.42,1660.44,1661.69,1663.37,316.33,318.32,,301.16,287.13,297.31,311.88,318.35,312.02,321.47,315.16,255.20,250.36,243.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-21 22:20:19.635000,L8,,,,,,,,,,297.28,326.07,341.36,354.73,244.16,247.12,249.70,244.97,239.45,251.44,244.60,236.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-25 22:20:07.939000,L8,,,,,,,,,,,,275.40,253.00,239.98,246.78,251.01,244.63,239.55,253.80,244.71,235.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-30 22:19:46.369000,L8,,,,,,,,,,,,,258.15,240.25,246.33,250.72,244.44,244.65,251.86,246.27,235.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-01 22:19:31.568000,L8,,,,,,,,,,,,,262.91,244.20,249.27,255.62,250.18,247.36,255.82,265.46,244.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 22:22:10.853000,L9,,,,,,,,,,,308.95,312.65,317.17,259.79,259.51,262.64,260.74,253.53,258.71,252.17,244.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11 22:20:20.735000,L8,,,,,,,,,,,,249.71,264.30,252.33,257.93,256.76,253.21,246.41,253.25,248.09,237.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 22:20:15.895000,L9,,,,,,,,,,,,252.53,261.63,254.30,254.31,253.92,251.14,245.42,251.90,247.05,238.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-12 22:20:13.302000,L8,,,,,,,,,,,,,258.98,247.15,250.21,253.35,248.35,244.45,251.50,245.03,233.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20 22:20:15.352000,L9,,,,,,,,,,,,,259.16,246.38,249.62,255.08,251.97,244.22,255.06,245.90,238.06,,,,,,,275.49,264.68,267.43,257.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-28 22:20:07.765000,L8,,,,,,,,,,,,,255.96,245.49,248.25,253.42,245.88,245.04,251.28,245.91,236.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-13 22:20:04.573000,L8,,,,,,,1658.14,271.51,276.89,278.97,291.90,288.10,289.97,292.35,256.15,255.27,253.41,248.86,253.67,249.66,239.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01 22:20:00.590000,L8,,,,,,,,,,,,,260.22,245.18,250.00,250.33,250.05,244.22,252.39,246.86,235.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-09 22:20:01.331000,L9,,,,,,,,,,,,,259.00,245.50,250.03,252.03,246.37,245.67,251.61,248.70,236.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17 22:19:53.789000,L8,,,,,,,,,,,,,,229.27,233.22,238.23,232.57,228.96,240.98,233.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-25 22:19:56.534000,L9,,,,,,,,,,,,,261.78,251.90,253.64,256.46,254.24,251.26,254.36,252.27,244.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-02 22:19:43.573000,L8,,,,,,,,,,,,,290.88,251.51,257.83,254.66,256.42,248.56,256.73,249.21,242.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-26 22:19:44.760000,L9,,,,,,,,,,,,271.58,292.86,252.78,296.39,257.05,259.47,248.94,257.14,252.29,248.75,,,,,,,,252.54,272.57,257.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-21 22:20:12.723000,L8,,,,,,,,,,,,,253.48,243.90,245.11,249.28,249.95,243.82,247.46,248.97,237.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-09 22:20:35.372000,L8,,,,,,,,,,,,,259.07,249.62,249.85,253.56,254.02,245.73,255.05,245.99,237.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-04 22:20:24.254000,L9,,,,,,,,,,,271.98,268.30,276.29,276.87,294.65,302.67,308.64,273.29,283.24,282.98,248.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.79,317.56,317.53,322.46,328.99,331.79,,,,,,,,,,,,,,,,,,325.35,326.43,322.65,329.92,334.49,333.37,,
2022-12-22 22:20:23.268000,L9,,,,,,,,,,267.08,274.76,266.02,263.20,250.27,250.87,252.07,285.01,246.68,290.02,244.91,236.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-30 22:20:24.536000,L8,,,,,,,,,,,,,256.36,250.77,253.90,254.66,253.91,249.03,260.80,245.60,243.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-07 22:20:26.525000,L9,,,,,,,,,,,,,255.29,247.46,279.89,252.20,253.04,246.18,257.54,244.57,241.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-15 22:20:17.720000,L8,,,,,,,,,,,,250.24,257.03,249.38,254.46,253.98,253.52,251.85,255.02,247.82,236.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-23 22:20:20.544000,L9,,,,,,,,,,,,249.98,255.02,249.78,253.91,253.33,256.11,244.75,263.17,245.78,243.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-08 22:20:30.253000,L9,,,,,,,,,,,,250.00,258.44,252.00,263.07,259.94,282.18,285.12,295.02,304.03,304.06,312.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-16 22:20:13.766000,L8,,,,,,,,,,,,,259.62,250.36,286.12,254.53,257.49,247.51,259.28,246.19,239.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-24 22:20:15.533000,L9,,,,,,,,,,,,,,226.63,230.40,233.07,230.41,224.50,235.52,226.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-12 22:20:08.489000,L9,,,,,,,,,,,,252.08,258.59,252.09,256.42,252.31,256.38,247.63,252.84,246.38,237.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28 22:19:57.226000,L9,,,,,,,,,,,,,256.51,248.82,252.96,252.75,250.85,246.93,253.57,246.04,241.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05 22:19:40.549000,L8,,,,,,,,,,,,253.57,263.22,263.30,265.28,262.21,262.00,270.37,276.52,264.99,276.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-13 22:19:50.783000,L9,,,,,,,,,,,,,257.37,249.91,257.98,256.13,259.04,258.05,260.85,247.16,242.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16 22:19:18.751000,L9,,,,,,,,,277.52,260.86,267.61,266.93,271.19,267.83,267.36,278.18,263.39,264.56,264.70,273.14,245.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-26 22:19:47.089000,L8,,,,,,,,,,,,,,229.10,233.12,239.49,239.64,227.21,238.90,234.74,216.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-27 22:19:59.676000,L8,,,,,,,,268.29,267.88,270.17,263.18,256.19,277.32,275.74,299.01,285.76,274.29,314.38,258.13,254.35,248.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-12 22:20:01.977000,L8,,,,,,,,,,,,,,231.85,236.26,241.08,239.27,231.37,240.19,236.37,213.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-06 22:20:06.973000,L9,,,,,,,,,,,253.19,253.38,261.84,252.77,269.72,254.41,261.94,248.45,251.81,248.20,247.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-15 22:20:11.604000,L8,,,,,,,,,,,,,249.55,262.42,256.65,277.58,281.31,293.74,250.14,245.97,234.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-23 22:20:17.141000,L9,,,,,,,,,266.73,267.09,264.22,270.04,267.20,268.09,278.73,285.31,282.28,289.69,294.87,294.35,234.58,283.50,279.71,286.08,301.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-09 22:20:14.489000,L9,,,,,,,,,282.43,285.39,289.72,269.38,281.95,276.32,284.30,274.61,283.97,289.61,294.51,304.53,291.00,247.89,259.37,228.01,298.41,291.07,275.58,314.60,316.60,282.69,283.08,286.90,283.87,224.42,221.63,245.62,211.45,212.83,212.44,208.76,295.93,287.89,293.91,278.93,268.02,210.55,237.07,215.02,231.42,290.61,283.59,307.58,301.17,264.99,321.17,280.97,315.37,313.46,,,176.55,167.58,178.86,276.34,272.53,287.77,282.13,275.41,223.35,221.32,249.02,260.03,317.66,304.88,327.71,320.43,340.28,283.78,338.24,322.34,315.00,,
2023-12-17 22:20:12.171000,L8,,,,,,,,,,,,255.68,260.88,255.88,262.86,264.61,264.59,267.11,270.49,252.26,243.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-26 22:20:14.221000,L9,,,,,,,,,,,257.37,258.15,259.63,265.42,266.64,269.78,271.74,274.33,273.82,275.92,273.12,271.55,281.37,293.79,291.97,,,,,,271.52,275.30,261.00,264.46,256.53,269.86,,,,,,,,,,,,,,,153.39,192.80,205.15,154.52,183.37,,,,,,,,,,,,,,,,,,,176.62,220.07,221.31,166.73,187.96,,,,,
2024-02-19 22:20:03.384000,L8,,,,,,,,,,,,,273.31,281.95,279.69,300.99,256.44,251.78,254.07,250.55,239.43,,,,,,,,,,,,,277.47,276.62,276.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-27 22:20:07.716000,L9,,,,,,,,,,,,,254.71,251.40,259.63,257.44,262.06,248.71,253.56,245.80,238.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-22 22:19:42.401000,L8,,,,,,,,,,,,,,215.04,231.18,221.51,229.00,224.10,234.63,227.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07 22:19:35.570000,L8,,,,,,,,,265.84,267.79,265.85,259.32,258.99,258.29,258.67,264.51,263.98,269.67,266.09,275.42,241.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26 22:19:16.412000,L8,,,,,,,,,,,,,,230.43,231.83,234.02,238.26,229.11,240.47,237.67,230.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-20 22:19:26.642000,L9,,,,,,,,,,,,,,238.00,244.24,250.38,245.18,234.00,246.36,239.58,231.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04 22:20:02.767000,L8,,,,,,,,,,,,254.55,254.59,253.70,256.13,256.72,256.34,250.45,255.92,245.52,236.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-12 22:20:09.312000,L9,,,,,,,,,,,,260.18,251.58,251.07,252.90,255.00,255.65,257.56,266.25,259.34,237.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-20 22:20:01.302000,L8,,,,,,,,,,,,250.46,250.42,250.82,253.92,258.35,258.24,257.44,258.45,249.31,236.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-13 22:20:10.653000,L9,,,,,,,,,,,,,248.68,253.50,258.46,256.23,255.76,248.75,253.57,247.30,236.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21 22:19:55.138000,L8,,,,,,,,,,,,,249.32,250.35,254.19,257.59,255.23,254.33,255.73,251.32,238.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
