dates,satname,nzd0360-0000,nzd0360-0001,nzd0360-0002,nzd0360-0003,nzd0360-0004,nzd0360-0005,nzd0360-0006,nzd0360-0007,nzd0360-0008,nzd0360-0009,nzd0360-0010,nzd0360-0011,nzd0360-0012,nzd0360-0013,nzd0360-0014,nzd0360-0015,nzd0360-0016,nzd0360-0020,nzd0360-0021,nzd0360-0022,nzd0360-0023,nzd0360-0024,nzd0360-0025,nzd0360-0026,nzd0360-0027,nzd0360-0028,nzd0360-0029,nzd0360-0030,nzd0360-0031,nzd0360-0032,nzd0360-0033,nzd0360-0034,nzd0360-0035,nzd0360-0036,nzd0360-0037,nzd0360-0038,nzd0360-0039,nzd0360-0040,nzd0360-0041,nzd0360-0042,nzd0360-0043,nzd0360-0044,nzd0360-0045,nzd0360-0046,nzd0360-0047,nzd0360-0048,nzd0360-0049,nzd0360-0050,nzd0360-0051,nzd0360-0052,nzd0360-0053,nzd0360-0054,nzd0360-0055,nzd0360-0056,nzd0360-0057,nzd0360-0058,nzd0360-0059,nzd0360-0017,nzd0360-0018,nzd0360-0019,nzd0360-0060,nzd0360-0061,nzd0360-0062,nzd0360-0063,nzd0360-0064,nzd0360-0065,nzd0360-0066,nzd0360-0067,nzd0360-0068,nzd0360-0069,nzd0360-0070,nzd0360-0071,nzd0360-0072,nzd0360-0073,nzd0360-0074
2004-05-04 21:47:27.968000,L5,351.63,356.55,287.84,283.57,275.85,462.97,472.47,467.87,435.57,,,,,,,,,,,,,,,,,,,344.08,375.24,369.71,281.83,355.13,357.68,353.07,334.47,326.10,331.26,317.86,323.44,308.20,281.23,299.31,292.20,263.45,256.01,235.61,241.39,233.16,238.52,236.51,208.18,210.80,223.60,236.30,233.09,218.71,211.78,,,,175.75,189.78,189.36,204.29,195.25,176.71,167.04,180.95,180.20,160.77,,,,,
2004-05-20 21:47:56.357000,L5,499.85,514.22,514.02,504.54,493.59,486.45,478.02,489.55,481.12,465.00,483.18,472.71,452.67,444.77,439.43,430.62,408.92,,343.90,337.54,347.72,373.42,392.42,390.63,390.02,385.96,388.09,371.98,367.84,363.78,358.87,364.22,350.39,335.77,330.07,337.68,335.89,332.44,322.38,309.07,287.99,293.45,291.92,267.38,252.02,243.07,240.83,229.16,225.41,214.82,146.77,184.28,195.41,209.59,205.41,153.27,,419.83,339.32,240.14,,,,,,,,,,,,,,,
2004-06-05 21:48:24.950000,L5,,,,,,,,,,,,519.73,517.52,507.36,508.34,503.34,502.83,487.04,483.89,490.40,481.85,467.78,455.56,455.95,454.66,440.36,440.87,425.03,429.52,422.17,426.60,428.94,417.84,397.72,397.71,393.14,396.26,387.55,379.63,372.93,353.55,358.57,351.22,330.67,304.24,297.59,294.46,282.47,282.82,276.24,276.97,278.99,308.05,292.95,282.71,274.03,264.17,494.38,488.56,494.01,238.53,223.72,218.70,222.10,224.28,200.05,198.43,210.11,210.45,209.73,197.44,192.38,187.99,188.50,191.84
2004-07-07 21:49:21.098000,L5,504.51,515.28,518.87,504.10,487.32,473.32,476.09,415.60,,,,,,,,,,,208.84,284.69,309.05,,328.03,337.60,222.50,368.17,367.57,355.69,365.48,363.48,356.52,354.22,334.85,268.94,259.60,292.43,,,,,,271.31,280.75,245.99,220.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-23 21:49:45.084000,L5,449.43,515.74,413.75,422.72,492.84,475.37,475.29,493.05,484.97,463.02,483.29,468.89,455.21,436.89,433.27,430.28,,,163.01,320.27,312.95,,319.68,360.12,338.81,265.79,273.69,231.50,275.21,329.00,337.60,354.97,323.68,200.83,169.81,,,302.52,250.46,224.84,251.65,277.40,281.99,248.70,243.19,238.24,242.99,230.16,214.31,197.91,132.53,165.83,182.50,216.74,169.60,147.06,,,,,,,,,,,,,,,,,,,
2004-08-24 21:50:29.935000,L5,506.21,518.90,410.35,414.84,487.90,220.16,207.45,294.72,377.04,403.31,415.36,398.70,454.03,253.82,288.18,290.66,341.46,317.39,348.32,349.22,356.25,383.87,396.16,400.18,392.00,382.08,372.41,367.53,366.96,365.25,361.23,363.65,349.83,333.69,329.34,340.28,334.01,335.71,325.04,309.01,285.04,289.18,284.73,263.09,250.09,243.36,246.57,231.02,230.63,216.75,157.10,191.64,205.87,217.69,216.21,160.72,202.40,417.60,344.50,267.91,,,,,,,,,,,,,,,
2004-09-25 21:51:19.231000,L5,,,,,,,,,,,524.77,524.88,514.77,515.67,505.55,497.63,497.98,508.43,507.55,491.91,504.90,490.90,470.53,455.08,456.53,437.28,431.48,425.93,441.98,437.17,425.09,423.87,417.21,401.00,394.95,396.69,394.31,398.07,388.41,360.37,352.39,345.62,338.91,324.49,318.22,310.16,312.32,294.04,296.62,294.76,292.53,337.77,378.68,300.07,284.70,276.21,265.00,510.26,530.03,527.00,238.50,232.43,252.18,272.64,234.08,232.19,216.23,216.75,215.58,236.60,246.89,234.56,211.51,213.94,222.56
2004-10-27 21:51:59.516000,L5,,,524.84,512.88,504.57,495.09,486.77,496.65,504.25,495.87,496.36,482.91,471.19,461.57,452.67,431.73,421.53,353.37,366.47,365.14,378.75,398.35,411.95,415.18,407.53,404.16,389.26,381.25,375.07,371.76,369.82,373.06,354.13,352.63,347.95,351.22,355.41,347.52,340.25,321.27,295.75,296.85,300.66,277.61,266.00,263.69,267.25,256.07,251.98,243.39,227.00,223.08,240.20,242.93,245.08,245.45,235.65,439.17,361.33,295.74,210.80,204.47,201.39,209.34,196.22,172.93,164.18,175.67,177.08,161.57,,,,,
2004-11-12 21:52:15.232000,L5,,,,,,,,,,528.26,516.05,507.59,504.91,495.93,489.77,484.49,487.23,481.62,475.45,472.79,466.50,440.57,443.03,431.35,438.60,421.00,415.41,419.13,420.53,415.89,414.72,418.72,409.80,396.47,389.09,378.95,375.67,368.68,362.94,338.64,328.96,325.01,341.25,322.13,304.73,296.45,295.86,281.46,279.86,273.80,268.74,270.60,309.05,290.70,280.15,273.70,251.66,491.71,486.69,490.29,228.18,214.87,212.22,219.76,215.11,199.38,194.92,199.75,202.72,204.99,187.43,180.12,181.66,188.64,186.22
2005-01-15 21:53:21.356000,L5,462.02,440.28,505.18,488.44,479.99,471.51,468.49,471.58,476.88,389.92,420.67,413.92,460.98,452.58,320.32,415.60,393.54,,342.28,350.90,364.66,378.33,363.83,368.85,387.46,386.20,362.70,354.27,344.92,340.92,343.85,344.95,340.15,332.16,329.68,341.72,250.47,222.79,294.27,279.53,241.99,272.35,275.12,252.25,242.90,244.97,247.26,228.27,224.98,209.12,144.84,175.82,191.29,194.62,171.64,149.80,,425.27,338.56,272.17,,,,,,,,,,,,,,,
2005-03-04 21:54:04.136000,L5,495.77,419.07,410.35,500.65,387.62,478.93,472.65,212.99,360.77,484.40,488.69,477.04,461.32,449.64,431.47,431.25,405.87,159.60,343.89,339.20,352.94,374.83,389.06,381.45,294.86,335.45,359.14,352.09,347.85,338.38,343.95,341.69,350.97,336.47,321.54,338.67,331.95,314.29,310.10,274.93,197.48,273.25,267.51,257.69,255.19,251.43,256.08,236.57,240.24,211.96,162.73,167.34,177.12,214.54,,,,433.18,353.86,288.16,,,,,,,,,,,,,,,
2005-04-05 21:54:19.058000,L5,501.74,518.49,514.71,505.42,492.94,189.79,196.16,220.08,372.92,391.35,407.01,400.17,459.84,446.33,274.47,284.48,338.37,159.02,343.90,338.94,349.17,366.26,356.64,356.19,386.55,384.06,385.21,375.02,365.52,358.05,357.51,362.45,352.19,335.10,332.09,337.66,334.37,326.98,321.33,305.98,287.09,290.49,295.11,262.99,258.32,254.01,254.62,244.35,236.56,206.13,147.52,184.09,206.80,210.92,214.54,,,432.85,349.31,283.34,,,,,,,,,,,,,,,
2005-04-21 21:54:22.812000,L5,500.22,513.73,511.26,502.50,493.45,211.68,205.96,228.52,378.04,326.67,414.00,405.46,452.75,442.29,439.66,426.78,396.18,149.66,345.45,345.14,354.09,374.50,396.74,388.36,387.94,382.39,380.67,370.84,364.07,363.11,362.61,367.55,352.42,337.26,333.49,341.17,338.03,327.56,322.40,306.40,287.51,294.52,291.97,267.18,256.43,249.84,257.62,242.18,233.35,209.12,165.48,181.69,193.49,223.04,177.75,153.60,197.51,431.14,344.79,280.96,,,,,,,,,,,,,,,
2005-05-23 21:54:36.577000,L5,520.17,528.17,172.63,407.87,390.31,225.11,207.51,226.77,350.97,317.50,156.64,479.11,467.46,458.33,277.29,282.52,341.93,367.58,375.18,362.54,368.97,401.51,410.90,411.82,406.76,398.76,396.79,388.54,380.51,378.41,375.29,376.03,361.91,349.36,344.68,350.82,348.94,340.49,334.29,316.92,301.66,305.77,304.00,279.22,268.42,258.93,260.93,248.12,244.64,229.90,217.62,207.47,240.71,236.12,234.22,206.34,214.19,364.54,362.69,291.49,174.90,,,,,,,,,,,,,,
2005-06-08 21:54:44.925000,L5,,,,530.05,178.81,196.28,188.09,219.13,278.76,306.11,505.56,497.00,482.96,473.90,474.23,466.67,451.76,451.74,451.08,435.83,440.79,434.93,432.81,428.06,420.34,411.80,409.21,396.50,389.83,388.39,385.52,389.25,372.66,359.25,360.05,362.82,364.60,356.51,349.50,329.81,317.71,313.88,312.15,288.45,278.11,274.69,273.88,261.18,257.28,255.28,239.32,233.58,262.17,256.56,242.64,242.12,230.19,456.84,458.33,451.15,199.60,193.97,191.55,200.51,191.47,179.20,174.01,184.51,187.96,172.98,151.09,,,,
2005-07-10 21:54:55.488000,L5,,,,,532.48,516.65,514.92,521.08,520.67,509.48,512.09,506.86,493.88,478.82,477.72,477.98,481.68,469.02,466.67,462.38,453.90,454.88,446.31,438.25,425.78,422.05,423.92,417.03,508.82,,,505.75,543.68,390.12,464.15,,,,,,325.56,311.28,315.98,288.09,281.65,278.21,282.15,273.12,268.09,262.83,248.33,242.24,265.52,262.97,258.94,268.05,254.12,474.97,465.23,457.47,229.68,213.66,209.74,206.51,196.28,185.70,183.35,192.82,202.10,200.91,187.51,155.41,,,
2005-08-27 21:55:20.007000,L5,,,,,,,,,,,527.47,527.36,519.80,522.20,518.25,505.87,512.16,486.90,489.80,479.60,476.26,467.09,465.07,465.49,464.56,453.28,441.36,426.83,421.76,412.70,414.48,414.61,400.09,391.40,383.43,382.57,388.60,394.46,375.66,368.28,348.81,343.49,332.96,317.26,306.02,314.01,299.18,280.70,282.12,286.08,280.04,352.58,345.69,292.85,275.54,268.84,250.99,506.93,492.62,506.23,246.19,237.40,240.59,253.94,231.93,212.55,214.86,228.45,238.61,237.79,239.85,212.83,205.52,188.54,215.27
2005-09-28 21:55:20.450000,L5,505.17,517.03,516.48,502.22,493.75,482.46,179.77,287.39,376.76,388.98,415.35,410.97,449.56,442.92,299.48,424.26,401.43,331.89,349.26,345.60,357.37,379.74,395.06,403.73,396.50,395.84,388.73,376.25,365.76,359.61,359.15,364.62,349.47,331.86,329.56,340.85,339.24,334.88,326.47,309.55,284.18,291.64,289.19,266.35,255.28,250.94,255.58,237.78,235.64,159.37,140.25,134.78,146.64,211.52,210.12,161.33,179.05,429.19,347.32,275.13,163.45,,,,,,,,,,,,,,
2006-02-19 21:57:51.685000,L5,453.40,516.58,421.27,503.73,399.87,476.31,470.87,192.26,361.69,468.08,408.79,398.87,460.23,447.81,441.22,439.86,413.80,149.54,334.19,331.22,346.51,368.73,380.98,385.25,385.96,388.73,385.50,372.41,362.41,350.70,353.20,356.65,347.16,332.68,325.99,333.07,330.22,323.31,312.44,294.48,280.50,285.30,288.95,269.00,248.70,247.75,251.58,224.28,227.58,211.39,156.45,185.71,181.65,211.61,204.65,154.62,185.65,433.64,347.98,280.53,165.19,,,,,,,,,,,,,,
2006-06-27 22:00:00.431000,L5,,,,,171.22,191.12,188.90,213.88,273.33,300.89,517.13,505.12,497.77,493.84,261.82,276.38,317.93,465.08,461.31,462.54,467.73,455.09,444.49,435.58,425.06,424.28,414.35,409.46,402.75,392.27,394.47,399.52,376.91,363.48,364.28,365.41,373.86,359.92,355.48,339.61,320.43,312.80,314.30,294.46,287.24,294.36,283.50,268.54,261.15,259.59,249.82,245.48,278.80,283.05,261.95,245.84,245.65,321.75,474.10,476.42,230.94,211.03,202.52,205.83,200.99,186.07,183.16,188.30,189.56,171.25,,,,,
2006-09-15 22:01:03.273000,L5,501.54,512.79,510.42,502.80,503.66,490.80,488.54,496.06,490.44,294.15,471.39,408.52,441.77,431.48,288.67,411.65,337.16,345.17,356.17,355.12,354.26,378.47,396.44,394.61,389.58,384.68,381.29,378.50,370.62,369.78,364.43,369.32,350.85,327.88,309.77,322.91,319.62,319.33,315.60,295.31,273.02,282.86,296.22,263.65,253.74,249.62,256.27,236.52,227.77,211.42,200.59,187.52,220.16,228.32,219.60,158.25,195.30,214.67,351.65,281.43,,,,,,,,,,,,,,,
2006-11-02 22:01:32.743000,L5,,,,,,,,,,,,514.82,505.19,499.25,493.78,491.47,489.95,485.71,491.11,488.41,473.09,466.73,445.31,437.01,429.22,423.43,419.05,411.69,405.68,419.12,420.27,416.65,408.55,397.84,394.44,396.72,389.48,380.82,364.49,349.60,332.87,330.45,327.90,318.89,311.72,314.11,330.09,295.52,295.63,299.09,291.76,305.87,348.65,285.90,283.71,280.54,269.29,483.78,489.80,495.70,249.72,256.01,264.12,271.61,254.38,218.19,206.93,207.07,199.76,238.30,227.68,194.78,213.35,184.60,213.16
2007-01-05 22:02:04.371000,L5,501.38,519.64,509.27,507.71,495.03,468.43,466.99,477.49,473.67,467.11,402.67,472.64,460.52,449.78,439.23,433.67,416.55,,338.78,332.15,348.38,376.62,383.71,341.06,386.93,382.19,372.22,367.18,285.63,221.20,280.72,197.01,341.50,322.69,317.53,332.77,255.65,263.18,286.26,270.52,217.41,280.79,271.14,192.80,243.95,246.09,249.44,227.33,227.82,184.08,85.89,156.38,169.58,169.67,,,,434.78,343.07,282.81,,,,,,,,,,,,,,,
2007-01-21 22:02:09.591000,L5,447.52,430.91,347.14,425.04,396.13,474.70,463.75,474.38,475.72,467.43,475.00,472.08,462.77,455.77,440.11,445.64,419.24,156.95,337.86,328.85,344.68,369.69,381.54,336.71,320.79,379.86,374.32,293.60,295.63,289.63,275.40,264.93,341.26,322.58,318.32,324.61,322.99,317.10,246.83,243.69,255.35,274.65,275.92,247.68,244.96,245.68,248.73,225.25,229.13,193.92,158.39,161.51,176.64,206.49,178.75,,,439.83,349.78,280.74,,,,,,,,,,,,,,,
2007-02-06 22:02:11.997000,L5,495.44,523.31,426.21,504.38,481.16,472.75,467.05,478.58,477.24,470.12,405.08,476.80,460.26,451.76,440.82,442.66,413.24,166.69,333.82,327.61,343.64,370.14,373.03,341.53,324.25,275.15,374.48,280.22,292.70,230.43,269.53,273.41,344.97,331.05,321.73,336.46,331.56,261.98,241.32,224.50,263.47,273.98,262.88,246.66,242.69,248.20,247.43,235.88,224.79,187.20,158.86,156.84,171.00,213.26,205.32,155.17,197.02,426.93,352.17,290.56,171.53,,,,,,,,,,,,,,
2008-02-25 21:57:37.029000,L5,497.35,515.50,507.94,498.81,491.10,483.20,475.24,490.03,486.58,474.46,482.12,470.09,453.08,440.31,430.51,425.91,408.95,170.96,340.36,327.67,337.36,371.05,388.86,378.50,297.27,374.98,367.62,353.86,,,339.81,337.44,346.47,322.17,313.78,330.11,322.11,305.20,299.88,290.98,270.36,272.61,269.28,250.82,251.32,249.61,252.40,226.59,222.23,211.48,182.44,182.69,202.69,221.44,213.16,150.34,,431.31,356.44,294.16,,,,,,,,,,,,,,,
2008-12-25 21:51:46.135000,L5,507.62,432.19,515.06,504.23,497.31,483.16,467.25,476.63,477.40,465.49,400.39,467.00,460.78,440.74,431.00,439.27,419.67,329.69,342.14,335.97,348.27,383.16,384.45,357.62,388.48,389.62,381.97,368.82,366.22,342.65,343.35,351.04,347.78,331.96,328.09,329.50,322.48,321.48,314.76,290.86,262.97,272.90,276.45,254.04,244.52,247.63,249.23,236.27,233.37,224.40,183.94,201.41,216.36,206.14,187.62,,,439.10,346.98,279.26,,,,,,,,,,,,,,,
2010-01-29 21:58:05.346000,L5,499.15,426.69,514.88,503.40,494.24,485.24,472.49,483.93,482.99,472.06,483.48,472.50,460.82,448.31,439.43,437.45,416.65,161.59,340.17,332.29,343.70,375.51,373.45,329.41,383.87,383.31,376.07,191.14,275.92,294.27,267.11,270.22,348.05,329.93,317.42,326.39,318.97,260.68,249.72,234.60,260.90,269.24,264.08,171.25,243.07,249.25,245.72,240.98,239.94,223.71,186.80,186.16,193.09,217.38,195.97,153.55,195.68,436.75,363.23,285.82,165.64,,,,,,,,,,,,,,
2010-10-12 21:57:13.086000,L5,,,,,,,,,,531.59,521.25,510.89,508.14,512.20,507.62,497.40,495.35,476.51,466.24,461.99,456.05,448.18,443.17,430.96,437.59,432.07,434.75,426.28,420.37,413.86,419.31,411.40,390.37,373.63,376.97,380.67,377.60,361.40,366.29,351.40,331.20,327.64,326.26,302.10,294.38,294.54,291.64,282.68,283.17,277.07,272.98,276.71,298.73,282.04,269.45,275.05,259.44,492.48,486.67,491.77,243.56,219.20,210.32,222.06,217.85,207.80,203.29,207.15,210.42,215.70,202.07,193.74,191.77,191.15,184.87
2011-01-16 21:57:09.950000,L5,501.03,420.80,405.50,408.31,499.37,486.61,488.53,497.35,494.25,480.01,393.88,469.39,454.27,430.36,417.69,428.88,403.91,295.01,357.95,355.85,359.67,390.22,396.24,393.09,392.53,390.48,382.72,369.01,365.05,358.01,362.23,368.11,359.37,292.86,174.59,212.51,169.68,310.42,297.88,287.01,265.67,270.03,276.13,265.18,259.18,259.30,259.47,241.60,243.27,231.84,209.29,209.45,224.01,231.23,220.01,161.16,195.22,441.90,357.43,280.40,162.85,,,,,,,,,,,,,,
2011-02-17 21:57:12.898000,L5,,,,,,,,,,,,,527.99,520.91,520.75,501.44,504.06,492.11,491.85,499.18,485.25,481.45,474.59,465.55,448.05,446.37,443.34,440.14,433.77,421.09,419.08,418.89,406.92,395.26,400.72,401.22,398.72,391.89,388.24,370.33,355.27,348.48,346.15,338.77,333.09,358.07,328.42,319.91,311.40,317.97,332.08,396.23,424.63,454.70,347.00,375.84,299.25,506.09,502.95,502.14,279.86,291.20,302.19,304.62,289.05,268.19,266.25,276.40,260.89,277.68,281.45,250.17,223.60,236.70,232.11
2011-09-13 21:55:45.838000,L5,,,,,,,,,,,,520.70,525.24,516.01,515.93,506.69,496.31,478.39,470.24,473.94,469.04,452.15,450.61,450.60,438.22,431.44,432.06,421.16,413.23,410.18,405.43,403.61,389.77,385.21,382.91,377.98,374.35,374.43,374.34,351.28,335.99,332.18,325.45,308.91,294.26,290.51,294.81,284.39,286.60,281.51,292.23,297.18,330.53,278.51,269.14,264.11,251.86,493.00,496.17,487.42,238.22,232.56,251.74,258.64,231.84,212.12,207.03,218.47,221.72,234.04,227.14,228.48,217.72,210.28,216.60
2013-04-11 22:09:26.995000,L8,495.92,503.31,501.45,485.48,483.55,277.85,191.06,217.57,271.79,392.35,317.54,460.60,282.10,268.44,381.48,302.55,328.38,324.28,361.18,320.62,426.52,420.43,398.34,393.80,389.27,379.60,375.13,363.14,352.37,351.27,349.87,354.71,337.40,316.94,325.86,325.06,319.75,306.14,303.98,289.14,276.25,283.09,277.11,263.59,262.53,261.76,265.02,254.51,253.07,253.45,211.12,218.96,224.55,224.29,210.11,158.86,198.05,404.42,434.72,442.88,170.96,,,,,,,,,,,,,,
2013-05-13 22:09:11.169000,L8,337.00,500.38,507.93,495.03,179.33,211.92,196.91,217.66,272.07,391.41,305.55,459.58,442.17,437.32,411.49,420.50,397.53,328.48,365.36,326.83,344.74,407.36,394.80,388.10,387.64,372.94,367.80,365.40,355.61,350.02,353.48,352.03,347.37,330.98,328.50,327.00,326.05,316.90,310.75,297.48,292.93,285.43,288.92,279.70,266.01,278.61,273.40,258.62,258.39,256.35,228.74,228.61,231.12,231.37,218.33,201.41,202.09,424.70,318.82,301.09,174.01,181.00,182.30,183.58,176.37,174.89,,,,,,,,,
2013-05-29 22:09:17.297000,L8,504.32,500.77,508.02,493.78,208.47,222.47,207.81,277.48,287.54,392.41,306.62,460.72,446.52,268.16,410.74,419.32,392.21,328.79,377.68,386.79,345.94,410.18,399.22,390.55,389.91,378.94,375.47,364.49,359.84,354.79,356.58,352.28,341.63,327.44,331.38,331.18,319.49,310.37,310.83,298.30,286.28,285.83,282.44,272.36,263.58,262.08,265.47,254.39,253.06,253.50,223.80,227.33,231.46,230.27,215.00,199.50,201.13,237.88,316.86,302.43,170.82,,,,,,,,,,,,,,
2013-06-30 22:09:11.994000,L8,,,,,536.99,531.77,528.60,529.43,529.39,532.10,512.53,506.93,511.36,499.15,488.91,483.55,483.60,473.56,467.56,464.26,461.87,451.19,437.28,430.57,426.83,420.21,418.20,407.30,403.66,403.96,397.09,404.30,391.54,375.88,368.16,372.72,361.88,363.74,360.17,339.73,324.50,319.84,324.27,311.15,304.57,296.27,295.74,279.88,279.09,285.11,285.03,285.49,298.01,289.12,286.92,285.41,268.95,483.47,477.79,477.73,235.61,227.85,240.74,214.38,206.44,194.87,193.75,196.58,201.22,197.05,189.02,180.29,172.39,196.06,190.30
2013-09-02 22:09:16.475000,L8,,,,,,,,,,,530.44,511.24,513.84,520.00,510.41,516.06,511.78,486.67,470.26,488.11,485.01,482.53,463.78,444.39,456.44,433.89,420.46,429.74,417.74,420.22,417.19,401.43,381.75,380.25,393.48,389.30,383.00,372.86,364.12,349.01,348.60,346.89,311.65,326.82,349.16,361.36,357.15,337.31,313.61,320.72,309.90,337.39,381.25,430.02,299.00,378.13,394.19,520.09,503.24,490.30,256.05,269.66,300.07,302.62,277.80,257.80,255.25,252.78,238.98,267.28,247.64,248.46,231.58,216.09,228.24
2013-12-07 22:08:50.709000,L8,448.56,499.34,428.47,373.30,414.71,207.76,214.79,159.22,314.39,280.88,234.04,261.30,388.26,319.15,415.89,420.84,405.66,334.06,354.22,338.96,354.48,403.87,389.58,383.45,382.52,374.40,367.13,365.92,360.00,353.97,355.70,356.63,333.06,318.32,322.86,320.50,321.60,310.52,310.46,291.48,276.95,278.77,275.78,268.62,264.08,259.45,266.18,256.67,258.18,257.17,223.67,225.95,224.97,226.47,217.18,197.72,199.63,408.75,332.66,300.70,172.74,179.20,175.86,174.94,170.95,,,,,,,,,,
2014-01-24 22:08:21.364000,L8,,,,,,,,,,,531.19,524.39,499.96,507.49,507.94,489.20,482.26,468.84,466.19,457.31,450.43,442.69,432.44,426.67,424.29,408.29,415.34,404.10,390.92,398.31,394.11,392.48,366.38,379.06,380.90,352.31,365.37,368.62,370.59,321.44,310.92,317.97,304.76,300.42,295.52,287.28,284.92,299.68,271.16,273.68,261.73,252.58,288.91,266.22,254.53,247.82,243.62,484.40,473.07,477.59,225.71,207.15,200.56,199.56,197.75,188.90,179.87,187.58,186.09,191.01,189.05,179.55,170.97,173.47,175.69
2014-02-09 22:08:09.113000,L8,437.00,427.66,388.28,401.15,238.39,338.58,181.87,452.14,439.15,,,,,,196.05,218.45,369.74,317.14,344.36,322.01,338.86,382.88,381.97,384.51,376.91,370.67,356.48,353.70,349.81,204.78,235.51,214.53,214.84,180.47,192.87,315.01,201.48,207.20,231.03,215.02,178.66,252.38,258.08,201.34,199.08,233.89,,,,,,,,,,,,398.64,296.18,177.57,,,,,,,,,,,,,,,
2014-03-13 22:07:45.256000,L8,,,,,,,,,,,531.15,516.58,504.56,517.08,518.79,501.67,511.21,499.07,476.11,492.67,472.71,459.94,459.62,436.93,451.24,436.64,423.95,432.68,423.86,412.94,416.21,407.84,406.52,381.49,395.46,383.70,386.88,376.19,367.17,362.13,344.41,335.06,337.63,331.48,319.91,307.81,306.46,294.65,300.89,296.82,300.73,308.18,313.50,278.38,275.33,273.48,262.49,490.28,482.26,507.22,266.76,231.44,233.23,242.37,246.04,225.61,213.09,231.13,231.00,239.40,240.03,219.99,200.25,205.09,204.62
2014-04-30 22:06:58.400000,L8,328.90,362.03,339.08,362.20,340.95,302.23,457.87,461.66,459.79,,,,415.71,398.88,400.72,390.82,382.09,,296.33,317.10,330.40,331.11,362.99,352.59,340.05,318.18,356.53,346.36,347.49,342.48,346.12,337.30,333.63,305.45,314.98,312.19,308.11,296.41,289.66,274.68,266.81,268.27,273.38,260.93,255.51,251.74,256.70,247.21,246.46,254.77,175.22,208.16,208.89,220.62,204.34,,,402.77,312.62,203.47,,,,,,,,,,,,,,,
2014-05-16 22:06:45.666000,L8,511.30,511.06,512.38,496.19,492.81,208.11,187.82,211.12,264.88,376.46,473.97,466.83,454.04,429.00,286.73,289.88,321.72,466.93,458.66,413.64,413.38,412.25,430.50,401.44,392.57,384.92,373.29,370.27,364.66,360.28,359.63,359.44,347.09,325.16,332.94,333.97,329.79,320.07,321.22,304.45,294.52,289.69,293.16,280.84,276.80,271.51,283.67,265.74,273.41,271.17,271.29,240.82,245.94,244.56,243.82,235.93,226.11,351.25,395.72,431.40,219.14,199.61,200.79,201.47,187.22,184.75,178.96,186.73,183.38,181.65,,,,,
2014-06-01 22:06:50.694000,L8,508.96,513.96,517.17,498.20,166.97,213.49,183.98,170.85,263.82,392.23,300.27,467.55,438.57,268.12,289.97,191.86,403.08,336.68,372.56,382.77,428.32,419.41,406.56,406.33,396.85,388.17,390.22,381.23,370.07,364.45,366.38,380.32,363.19,331.50,340.60,348.23,332.03,326.06,325.03,314.74,308.47,320.15,305.44,293.43,280.93,277.33,288.75,279.40,283.64,277.59,255.32,246.67,302.84,257.84,258.28,228.30,231.46,400.78,318.68,303.92,200.92,203.45,196.53,199.21,209.35,179.85,173.52,179.99,,,,,,,
2014-07-03 22:07:01.995000,L8,,,,517.91,174.16,190.18,184.75,210.61,265.91,322.50,506.16,505.03,493.75,464.08,278.96,289.75,318.57,464.69,458.32,453.54,442.01,437.23,431.77,417.52,406.62,398.81,393.56,392.29,384.00,375.91,378.58,382.94,358.25,345.86,339.19,351.18,347.19,348.80,339.90,319.30,308.50,303.05,305.74,288.46,279.16,277.03,276.76,267.22,267.56,268.51,258.78,251.67,256.48,251.16,244.28,237.79,223.76,353.36,473.13,476.72,210.61,203.28,199.66,199.94,197.20,180.62,182.33,181.98,181.45,,,,,,
2014-08-04 22:07:14.381000,L8,321.78,365.82,193.57,301.56,461.10,443.38,448.75,455.32,444.35,,,,,,,,,,339.10,296.81,333.84,375.06,381.40,373.36,373.44,362.52,356.85,351.63,343.81,341.48,342.10,335.02,322.55,288.00,302.57,307.24,307.56,239.11,260.50,253.88,231.13,266.88,271.12,254.54,249.40,238.64,246.14,234.39,232.52,185.46,,156.43,170.00,,,,,,,,,,,,,,,,,,,,,,
2014-09-05 22:07:21.754000,L8,498.49,508.57,382.34,487.21,481.77,458.50,179.11,357.05,268.10,391.87,382.97,307.07,308.80,270.70,384.08,423.89,389.89,326.23,354.99,327.70,353.37,404.11,401.87,392.19,383.95,377.34,369.66,367.07,359.79,354.00,357.03,354.58,336.72,316.48,322.40,322.37,319.98,313.01,310.26,289.45,276.99,281.46,280.01,266.20,260.35,253.93,262.24,251.90,252.86,254.42,219.07,222.78,229.03,221.86,210.28,196.70,196.97,412.04,317.75,282.98,168.89,,,,,,,,,,,,,,
2014-10-07 22:07:25.795000,L8,429.65,508.59,503.92,500.89,487.68,476.41,476.14,480.63,490.80,388.73,320.90,307.32,307.87,400.32,410.89,421.27,395.39,329.57,352.16,333.73,351.80,415.28,403.98,395.09,389.98,382.55,380.74,371.69,359.45,357.42,362.12,358.76,343.48,325.15,329.03,326.20,328.43,325.39,317.98,309.87,280.65,288.39,289.47,275.47,260.42,258.47,267.09,256.00,254.20,250.73,222.04,224.53,230.26,226.90,213.66,200.42,198.43,408.44,313.27,292.92,171.34,,,,,,,,,,,,,,
