dates,satname,nzd0414-0000,nzd0414-0001,nzd0414-0002,nzd0414-0003,nzd0414-0004,nzd0414-0005,nzd0414-0006,nzd0414-0007,nzd0414-0008,nzd0414-0009,nzd0414-0010,nzd0414-0011,nzd0414-0012,nzd0414-0013,nzd0414-0014,nzd0414-0015,nzd0414-0016,nzd0414-0017,nzd0414-0018,nzd0414-0019,nzd0414-0020,nzd0414-0021,nzd0414-0022,nzd0414-0023,nzd0414-0024,nzd0414-0025,nzd0414-0026,nzd0414-0027,nzd0414-0028,nzd0414-0029,nzd0414-0030,nzd0414-0031,nzd0414-0032,nzd0414-0033,nzd0414-0034,nzd0414-0035,nzd0414-0036,nzd0414-0037,nzd0414-0038,nzd0414-0039,nzd0414-0040,nzd0414-0041,nzd0414-0042,nzd0414-0043,nzd0414-0044,nzd0414-0045,nzd0414-0046,nzd0414-0047,nzd0414-0048,nzd0414-0049,nzd0414-0050,nzd0414-0051,nzd0414-0052,nzd0414-0053,nzd0414-0054
2018-06-26 22:19:00.588000,L8,198.50,187.04,167.72,171.16,177.48,168.67,181.08,210.37,219.21,216.49,217.34,226.76,234.21,245.02,251.57,238.60,234.67,209.05,214.79,214.22,212.25,215.26,219.23,217.86,217.09,232.76,245.98,215.34,,,,,,,230.69,257.69,262.07,194.15,,,236.89,278.13,272.72,,,,,255.72,250.12,255.13,,,,,
2018-08-29 22:19:32.027000,L8,194.87,184.57,180.62,177.47,181.32,173.77,193.77,222.48,224.86,,,187.60,225.34,240.14,243.03,238.81,229.10,216.18,219.36,219.68,219.89,218.76,221.58,219.71,221.95,229.12,240.19,247.72,242.18,247.02,243.45,240.78,248.56,245.85,249.10,252.48,259.91,273.40,281.83,277.11,280.11,274.18,276.87,272.43,269.49,263.90,252.02,255.55,255.22,227.75,223.19,,,,
2018-11-01 22:19:54.556000,L8,253.49,207.52,271.23,220.99,187.81,184.63,214.94,238.52,240.42,236.76,236.42,247.53,253.51,262.09,264.75,258.18,255.98,243.48,237.93,234.89,238.08,232.74,239.51,233.31,241.78,248.98,258.43,261.79,253.94,259.20,255.59,255.50,259.74,257.34,262.24,266.84,275.03,285.19,296.60,300.53,298.67,294.24,288.71,284.22,280.21,278.55,293.03,266.52,264.52,267.03,266.47,274.68,279.55,282.01,298.66
2018-12-03 22:19:53.961000,L8,,,,,,,,,,,,,,,,212.03,216.23,206.15,206.20,208.56,208.47,193.93,,,,,,,,,,,,,,,,,,,,236.85,270.36,265.56,252.25,258.49,238.71,,,,,,,,
2019-02-05 22:19:45.318000,L8,,,,,,,180.07,210.82,210.71,204.58,196.81,207.06,213.98,219.13,225.12,220.66,202.45,195.90,196.01,198.53,201.76,201.16,201.57,200.64,206.17,215.06,229.38,232.98,228.03,231.40,228.14,,,,,175.38,239.49,238.81,249.28,255.24,272.24,246.99,243.19,250.21,251.67,245.79,238.76,239.85,238.14,222.10,,,,,
2019-05-12 22:19:32.441000,L8,,,,,,,180.96,206.07,211.90,216.03,218.32,237.61,245.66,248.46,256.10,242.65,234.65,222.76,219.22,212.65,212.59,210.89,219.29,218.27,216.36,231.15,207.73,204.79,,,,,,,243.09,253.51,257.61,264.63,,,277.60,272.13,270.36,,,,,247.42,240.92,161.66,,,,,
2019-06-29 22:19:53.477000,L8,,,,,,,184.48,211.59,217.87,217.61,218.83,234.87,244.22,243.50,252.25,243.11,233.28,211.05,216.40,212.20,212.01,213.18,218.90,218.93,217.66,231.26,245.96,244.99,,,,,,,254.81,258.22,264.04,197.23,,,280.13,275.61,273.16,,,,,,,,,,,,
2019-07-31 22:20:02.646000,L8,,,,,,167.29,188.16,227.15,218.30,215.68,216.47,227.67,232.45,241.95,247.49,231.12,229.28,202.67,208.22,209.95,209.46,208.65,216.08,213.92,212.51,229.89,234.75,239.29,,,,,,,,,,,,,277.80,271.75,267.73,,,,,,,,,,,,
2019-09-17 22:20:17.064000,L8,,,,,,,183.92,213.54,212.82,209.45,203.80,210.45,217.35,225.05,232.99,232.70,216.00,207.16,207.34,208.99,211.67,208.95,207.39,212.03,216.93,226.66,236.93,241.30,231.72,242.56,235.96,234.84,243.93,238.64,243.70,252.53,259.18,268.53,232.77,278.10,281.10,276.40,269.59,262.74,256.89,260.26,244.66,245.83,242.14,248.17,,,,,
2019-12-22 22:20:15.572000,L8,208.02,208.95,207.35,222.68,224.02,218.11,229.52,251.58,278.46,286.37,265.65,263.31,236.81,241.38,254.77,238.59,227.31,231.70,240.17,243.59,256.45,279.69,243.85,229.82,235.43,241.52,254.98,270.45,254.91,330.96,325.56,332.78,333.74,257.37,260.24,264.92,276.28,284.25,299.37,307.10,299.78,293.84,300.82,282.54,279.33,276.77,274.29,270.16,270.91,266.92,281.57,275.40,357.01,380.63,372.70
2020-02-08 22:20:02.656000,L8,,,,,,,188.88,213.77,211.36,205.44,201.69,204.53,208.74,211.31,219.42,209.47,200.27,196.05,201.49,199.92,203.23,206.73,205.27,209.16,208.48,217.40,232.56,235.80,230.02,232.74,231.06,221.94,235.82,226.37,217.67,243.86,252.01,262.19,268.54,274.60,275.73,271.46,267.09,257.50,255.12,253.78,241.30,240.53,238.50,221.90,199.69,,,,
2020-03-11 22:19:52.609000,L8,236.04,239.85,259.53,258.85,253.39,234.51,225.42,259.93,267.15,265.69,278.27,286.60,276.45,267.87,280.30,262.49,268.68,243.75,238.52,240.73,239.79,252.31,256.03,270.65,287.00,257.41,284.34,335.13,306.27,279.82,268.63,268.76,278.46,271.70,281.62,273.61,281.30,294.51,310.10,370.24,383.36,298.84,298.75,287.18,288.22,277.45,268.57,270.41,274.79,269.32,288.12,287.51,281.98,286.09,298.66
2020-03-27 22:19:43.868000,L8,,,,,,,197.01,222.47,218.87,211.91,206.28,211.21,218.05,222.63,228.53,213.91,205.37,197.12,204.17,209.42,206.19,210.18,209.21,213.78,218.38,226.52,239.05,239.63,235.72,240.42,237.49,236.51,243.30,237.79,245.07,248.20,261.45,267.05,277.59,280.63,283.87,277.77,270.18,265.90,261.09,262.62,249.11,248.87,244.48,247.70,247.05,249.10,,,272.53
2020-04-28 22:19:28.688000,L8,,,,,,,184.99,213.64,212.36,212.55,213.87,210.21,216.18,222.52,229.37,222.23,201.08,199.41,203.11,208.14,211.28,208.00,217.84,212.77,217.21,228.40,231.56,217.75,,,,,,,,,,,,,278.33,272.34,270.14,,,,,,,,,,,,
2020-05-30 22:19:28.682000,L8,198.50,184.48,177.67,174.97,180.46,167.66,192.22,226.29,218.16,215.67,216.90,218.96,219.54,220.54,234.98,221.93,202.98,201.66,208.70,212.95,211.23,211.79,221.55,217.31,218.23,231.42,241.04,244.49,,,,,,,249.25,255.53,262.18,270.63,,280.83,281.85,277.10,273.55,,,,242.65,253.48,252.60,237.62,,,,,
2020-07-01 22:19:46.705000,L8,200.36,186.71,184.52,177.93,180.27,167.75,191.08,227.53,221.14,219.57,219.59,224.84,224.66,225.10,237.59,225.81,210.22,205.46,213.40,214.27,212.84,217.95,225.29,220.61,225.27,234.80,211.82,211.21,225.37,204.29,220.68,219.63,208.08,229.39,229.94,213.38,266.28,272.56,280.71,282.83,286.88,280.21,275.37,,246.22,265.90,259.11,257.73,,,,,,,
2020-07-17 22:19:52.728000,L8,198.51,186.29,178.39,176.79,180.26,168.95,191.78,218.82,219.67,216.94,217.08,221.99,222.48,222.00,233.33,221.51,205.03,202.41,210.01,212.42,212.24,214.56,222.55,218.98,220.01,234.18,244.13,247.43,233.40,,,243.12,250.86,244.88,252.16,256.91,265.13,192.06,,280.46,284.31,279.14,273.55,268.27,266.03,265.26,257.63,254.02,225.75,,,,,,
2020-10-21 22:20:19.635000,L8,,,,,,,177.51,174.10,161.99,195.60,187.20,198.68,202.20,207.39,216.66,206.28,196.11,191.33,193.72,195.20,200.21,199.29,201.17,201.67,205.08,214.74,229.75,232.19,227.75,234.04,232.68,227.27,236.60,235.12,240.50,245.79,253.02,263.01,163.30,269.50,275.05,273.01,267.56,261.13,257.90,257.36,243.91,240.45,237.21,244.03,237.83,234.85,252.53,242.81,266.32
2021-01-25 22:20:07.939000,L8,,,,,,,189.10,211.71,210.02,201.95,195.99,199.66,201.82,208.85,218.27,204.83,190.72,191.11,192.99,198.32,199.87,199.10,200.77,202.23,204.85,214.69,228.50,235.03,219.52,232.18,227.42,225.35,233.51,226.83,235.42,243.11,250.97,258.88,247.49,274.19,273.91,272.32,262.76,258.18,252.88,255.99,239.07,240.31,239.16,214.50,175.84,,,,259.29
2021-03-30 22:19:46.369000,L8,244.03,235.42,239.81,232.91,233.25,211.81,229.69,251.82,254.22,263.51,264.29,246.73,260.95,262.48,263.46,266.56,248.83,236.59,241.65,254.53,243.14,266.16,241.28,247.76,252.76,266.17,279.23,308.00,289.49,285.46,291.24,272.20,274.15,274.43,275.55,298.65,296.15,304.22,319.41,310.30,302.44,298.51,296.18,292.25,285.25,349.96,281.77,267.15,270.28,264.59,271.33,273.45,278.31,281.45,299.84
2021-05-17 22:19:36.460000,L8,251.81,243.80,231.44,219.21,219.18,232.56,231.51,275.42,280.71,238.57,235.32,247.48,258.12,264.06,266.23,253.95,240.61,242.40,246.63,269.56,256.72,260.57,246.87,238.37,245.13,253.56,271.92,281.80,290.70,297.34,284.09,310.96,309.51,281.54,284.56,291.66,293.39,306.19,324.73,327.08,319.84,314.84,326.57,321.30,303.44,297.72,299.91,282.76,283.53,291.02,295.93,294.13,300.55,301.20,324.00
2021-11-06 22:14:47.800000,L9,,,,,,,197.65,218.23,213.72,208.98,203.40,207.71,215.36,219.33,225.79,216.47,203.84,200.84,206.00,207.84,210.72,212.18,211.43,213.82,215.85,225.33,239.14,243.18,236.10,240.97,239.36,238.72,242.82,241.61,246.72,252.25,256.55,271.81,279.47,281.40,282.69,276.64,270.66,256.76,260.68,256.16,,,,,,,,,
2021-11-21 22:22:10.853000,L9,,,,,,,194.05,214.92,212.36,203.00,197.25,200.48,209.60,211.34,217.59,209.38,199.34,193.73,198.37,199.31,201.80,203.38,202.46,205.43,208.81,217.83,233.76,238.50,228.39,234.09,233.32,230.58,238.36,234.68,240.09,246.20,251.75,263.90,269.96,275.14,276.71,273.58,268.67,262.64,260.23,256.16,242.69,241.23,243.57,246.56,241.28,236.53,216.86,221.52,230.96
2021-12-11 22:20:20.735000,L8,231.38,224.53,239.84,219.36,238.49,195.94,218.61,245.41,251.34,236.57,233.38,238.12,245.76,247.58,248.58,244.00,231.00,225.60,233.50,233.56,244.00,243.87,236.88,252.46,252.90,256.14,269.41,261.06,253.49,258.55,257.58,258.00,267.83,267.59,261.40,270.11,280.06,284.87,297.19,301.16,301.32,298.83,295.20,290.26,281.73,285.53,271.48,270.54,269.72,273.65,277.09,276.80,283.68,282.88,301.60
2022-01-04 22:20:15.895000,L9,345.93,351.07,362.17,344.17,314.69,292.09,279.05,285.81,293.77,270.47,260.50,273.15,273.79,271.15,274.25,279.84,264.47,252.06,252.05,265.44,266.04,277.69,257.71,263.82,285.35,316.34,359.90,343.37,346.65,316.43,360.33,348.23,334.29,361.26,349.26,351.02,321.44,326.97,326.23,363.13,380.16,420.93,398.76,395.48,374.40,341.20,400.50,391.78,352.45,350.24,367.20,360.43,354.52,352.20,356.18
2022-01-12 22:20:13.302000,L8,230.64,225.10,210.71,214.90,227.49,200.66,219.51,243.21,249.04,240.31,230.90,232.24,239.99,233.43,241.87,232.75,224.47,218.21,222.62,225.08,226.87,224.63,228.21,240.43,239.17,253.39,261.67,263.18,254.66,260.03,254.65,254.84,259.89,260.45,266.94,271.40,273.43,284.19,294.57,299.20,300.38,299.61,296.25,288.92,280.70,282.03,270.77,271.41,268.58,273.82,272.00,272.59,279.06,283.30,301.84
2022-01-20 22:20:15.352000,L9,347.94,356.15,349.11,358.25,504.70,519.67,366.40,302.74,290.93,268.24,260.71,267.31,333.29,329.98,300.34,270.18,349.96,395.90,309.35,335.87,358.60,335.28,321.43,381.87,329.92,357.21,395.99,367.54,347.04,329.63,360.31,386.16,337.16,349.86,364.37,386.37,401.10,379.70,375.22,438.09,425.07,452.69,448.28,411.18,423.25,439.15,414.55,422.20,411.11,419.64,442.89,406.64,400.99,438.37,438.25
2022-01-28 22:20:07.765000,L8,,,,,,,185.71,212.77,210.57,200.80,193.40,197.16,203.86,208.46,214.32,206.88,192.29,188.75,192.93,193.93,199.97,199.06,197.23,200.94,203.04,214.72,229.73,231.88,227.08,223.47,223.52,225.20,233.75,229.93,233.89,243.74,250.98,258.07,266.63,271.38,274.84,269.71,267.49,260.70,252.69,250.23,238.17,240.98,240.70,240.69,237.63,236.50,249.05,248.26,269.29
2022-02-13 22:20:04.573000,L8,229.45,224.54,223.56,216.00,193.01,191.39,214.71,240.66,237.81,224.97,225.62,222.71,230.40,230.82,240.52,230.10,222.67,211.80,220.27,223.20,222.65,219.94,226.88,226.59,239.30,248.04,263.79,258.60,263.87,260.62,257.04,256.23,283.29,266.26,270.50,278.56,285.07,290.05,299.30,310.07,322.49,320.00,329.80,286.75,322.85,277.28,268.96,269.11,268.04,271.80,273.25,273.50,290.27,282.98,324.39
2022-03-01 22:20:00.590000,L8,,,,,,,192.43,216.24,211.10,203.99,198.05,203.17,210.40,213.57,220.77,209.39,199.62,191.26,197.75,198.22,202.90,201.33,201.78,204.66,208.88,218.30,233.63,238.60,223.59,234.95,231.44,228.53,234.13,234.37,240.29,245.22,251.56,262.37,271.06,275.24,274.74,273.69,265.35,261.83,253.58,257.22,241.60,242.27,242.09,242.45,244.79,244.16,253.36,200.57,272.90
2022-03-09 22:20:01.331000,L9,437.53,330.40,494.04,445.08,516.14,354.78,311.60,308.49,296.60,421.59,388.47,423.29,385.77,354.38,329.13,290.56,371.94,252.55,278.58,268.46,340.09,262.97,280.05,266.11,288.32,322.93,373.32,335.57,340.27,346.20,316.46,330.70,365.81,378.03,362.36,354.63,362.73,386.11,380.46,422.87,454.20,410.22,399.66,412.88,411.90,410.44,443.49,417.51,381.80,406.39,424.43,431.24,426.82,434.88,453.42
2022-03-17 22:19:53.789000,L8,,,,,,,188.47,210.26,209.05,204.77,194.97,198.10,205.36,205.70,217.82,208.14,190.78,187.35,192.75,196.40,202.06,198.12,197.11,202.31,202.08,215.68,231.03,233.60,,,,,,,230.32,242.59,249.86,256.87,258.55,256.54,274.60,268.08,264.29,245.52,249.20,254.42,229.13,230.84,237.02,183.95,,,,,
2022-03-25 22:19:56.534000,L9,233.90,221.26,217.66,213.09,223.33,194.35,225.26,256.69,258.08,255.20,241.97,255.31,256.41,244.84,257.83,258.84,246.27,244.00,244.93,231.15,246.30,245.59,250.68,244.64,262.60,264.50,272.62,276.51,275.81,261.67,260.91,262.16,264.85,266.41,270.14,274.43,280.71,290.42,300.85,305.92,307.71,301.06,297.12,292.34,287.61,285.65,276.34,273.47,275.58,276.01,282.02,279.27,284.71,285.96,302.86
2022-04-02 22:19:43.573000,L8,,,,,182.49,200.69,216.19,243.88,247.53,226.77,223.50,240.11,232.22,232.73,236.63,225.82,229.48,219.74,219.69,219.25,217.57,223.26,222.04,229.26,230.19,240.45,261.64,261.41,,,,,258.48,255.88,260.37,268.29,274.25,291.73,293.54,297.61,297.80,293.76,286.66,284.55,277.89,276.73,270.74,265.74,264.77,264.42,273.37,269.85,276.17,277.30,296.45
2022-04-26 22:19:44.760000,L9,,,,,,,187.59,207.49,208.73,209.04,198.77,201.59,208.16,202.04,218.13,207.70,191.24,192.76,187.36,199.39,198.12,196.65,200.82,193.63,203.93,219.78,228.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-15 22:19:48.449000,L9,200.32,186.29,187.07,185.33,182.01,168.95,204.52,228.20,222.96,220.67,216.78,216.55,225.73,225.87,233.46,222.77,214.02,206.09,210.20,212.72,212.66,211.14,216.98,214.35,,228.98,243.38,246.75,225.30,244.60,237.63,242.82,248.58,245.74,252.95,212.94,262.72,227.43,277.61,277.60,280.71,276.48,272.28,,,,,,,,,,,,
2022-07-31 22:20:03.350000,L9,,,,,,,,,,,,,,,,,,,,,,,,,203.13,225.29,235.35,241.46,226.98,242.48,236.36,238.99,245.94,241.34,250.51,250.35,253.93,266.93,277.78,281.01,279.84,278.70,274.57,270.61,265.87,266.12,254.50,255.05,251.09,254.18,254.76,,,262.25,284.69
2022-08-08 22:20:28.949000,L8,,,,,,,196.01,218.10,218.86,213.55,207.32,210.55,218.02,224.05,228.88,217.43,208.41,204.22,205.68,210.56,209.06,208.60,205.18,212.11,212.93,219.29,216.19,,,,,,,,,,,,,,,,,,,,,,,,,,,248.42,274.88
2022-09-09 22:20:35.372000,L8,,,,,,,182.20,212.07,202.99,208.98,199.10,198.55,206.98,207.57,216.50,208.78,194.73,192.90,193.21,197.64,201.94,197.88,197.35,204.82,203.73,217.14,229.71,237.58,,,,,,,216.81,242.95,252.46,260.72,,,275.08,213.80,211.69,187.90,211.08,192.36,178.33,211.58,243.79,242.31,,,,,
2022-10-11 22:20:30.658000,L8,,,,,,,188.64,213.92,207.86,202.59,194.50,198.63,206.91,208.09,214.71,207.56,195.39,191.70,194.39,196.00,201.59,199.64,199.21,202.35,205.04,216.59,231.79,231.99,,,,,,,,,,,250.06,239.20,273.29,270.26,267.58,260.13,251.79,254.89,233.44,242.24,241.61,239.02,237.92,232.62,248.55,250.98,270.57
2022-11-04 22:20:24.254000,L9,,,,,,,186.93,211.82,207.15,203.26,192.46,,,,,,,,197.42,195.73,201.97,198.17,201.47,204.78,204.89,220.76,231.04,233.99,226.75,232.73,227.29,221.83,237.88,230.16,237.02,245.75,250.99,264.86,259.62,268.43,275.10,271.01,266.69,259.39,254.89,255.98,241.55,240.89,239.19,241.54,,,,,261.22
2022-12-22 22:20:23.268000,L9,311.61,317.96,289.97,309.87,297.17,271.56,301.80,293.32,268.98,351.03,341.91,330.51,292.53,291.09,348.98,347.42,289.89,297.79,323.35,302.53,297.32,290.23,281.27,289.41,268.50,265.06,322.54,270.92,270.13,262.17,264.84,273.29,280.92,277.77,277.92,282.54,282.19,300.99,315.07,359.86,319.45,334.36,331.49,349.79,366.64,321.91,328.93,337.43,325.84,328.55,326.15,326.22,331.59,330.62,330.01
2022-12-30 22:20:24.536000,L8,314.18,324.95,281.07,299.61,294.54,298.37,306.77,290.95,361.49,375.78,308.40,343.72,311.86,320.69,324.14,331.98,313.52,307.33,311.19,322.57,324.59,398.09,392.77,375.65,358.63,289.97,306.28,315.47,299.60,305.53,311.03,319.67,348.25,343.87,367.38,333.23,334.40,345.78,418.26,400.23,401.69,422.99,426.94,385.93,391.56,384.46,343.22,339.30,331.83,388.60,391.76,402.10,352.52,370.49,346.51
2023-01-07 22:20:26.525000,L9,285.58,311.85,363.49,374.01,376.95,370.00,349.44,372.05,374.16,358.13,343.38,330.24,327.46,346.45,346.76,352.20,351.31,331.88,324.73,329.03,337.11,353.97,359.39,356.66,347.77,328.99,343.44,318.91,291.20,315.36,282.14,303.60,297.68,325.48,338.39,341.58,310.99,309.57,357.85,346.40,349.89,350.78,345.56,346.82,364.45,341.09,332.62,352.20,329.31,317.36,328.23,325.40,326.87,341.43,349.92
2023-01-15 22:20:17.720000,L8,230.02,220.61,211.30,202.48,203.00,243.48,260.18,264.15,257.02,248.16,237.05,235.45,244.55,249.63,252.63,246.13,225.47,220.24,226.02,230.04,229.56,244.31,235.32,238.67,233.04,243.31,256.63,260.14,251.39,259.01,254.82,255.13,259.09,259.42,262.88,265.85,272.50,282.81,294.79,297.78,298.92,295.05,291.30,287.58,281.74,282.40,270.73,268.98,266.99,268.32,270.85,271.52,277.49,282.73,299.67
2023-01-23 22:20:20.544000,L9,221.89,213.36,211.06,202.20,199.92,189.90,252.87,258.40,255.91,242.54,232.86,234.59,242.68,242.73,255.28,242.77,224.74,219.39,225.12,228.91,228.87,226.63,228.51,233.87,230.82,239.24,257.23,253.46,249.12,256.20,251.49,252.13,259.23,258.16,261.27,265.45,270.08,282.25,296.50,296.66,297.46,292.63,286.74,281.68,279.42,279.20,267.87,267.26,264.79,265.97,267.60,268.89,276.34,278.83,297.93
2023-02-08 22:20:30.253000,L9,234.00,222.92,245.94,262.81,258.50,252.05,214.75,262.01,261.71,263.37,250.78,260.26,296.58,314.36,268.48,254.86,279.08,269.69,278.68,247.82,248.11,247.36,240.89,246.77,229.03,244.70,257.18,267.39,252.22,263.80,304.84,284.95,311.45,260.27,307.24,322.22,282.94,283.82,298.96,307.49,312.70,328.19,338.31,326.15,318.03,316.28,325.47,267.82,265.54,268.53,275.75,318.40,320.86,328.51,340.94
2023-02-16 22:20:13.766000,L8,225.35,216.42,211.49,210.63,207.77,195.59,215.24,261.62,260.18,254.66,245.34,246.84,251.58,258.20,262.26,244.78,234.75,224.01,230.67,233.65,228.96,240.46,238.48,244.30,247.24,251.72,257.96,263.08,253.24,282.09,257.70,256.57,259.55,260.74,263.45,269.96,275.19,283.93,294.85,298.16,303.93,297.72,294.43,288.94,284.44,284.89,272.49,269.40,267.88,268.40,271.60,272.50,279.47,280.81,300.87
2023-02-24 22:20:15.533000,L9,230.76,218.07,217.55,212.11,208.71,191.80,219.96,255.61,252.10,241.86,236.93,242.79,245.61,251.05,253.55,246.22,228.91,223.18,231.07,231.43,234.60,237.17,235.52,237.37,243.51,250.33,260.30,262.64,252.34,262.00,252.45,255.68,260.42,263.91,264.02,270.78,276.19,284.95,297.02,298.51,299.93,298.02,290.81,288.39,282.37,284.06,282.31,268.85,267.32,268.19,267.26,270.33,278.14,282.72,299.15
2023-03-28 22:19:57.226000,L9,,,,,,,194.33,223.15,217.69,209.26,203.85,208.92,215.69,221.64,229.19,212.79,200.89,194.62,201.56,206.17,202.48,208.46,206.38,206.97,208.80,225.63,234.82,236.01,228.09,238.23,236.42,234.07,243.20,234.96,243.34,246.47,255.24,264.32,270.62,276.42,275.91,274.58,269.10,264.87,258.56,258.92,244.88,248.19,245.12,246.74,,,,,275.34
2023-04-05 22:19:40.549000,L8,,,,,,,187.01,212.06,212.92,209.20,201.86,205.75,213.92,204.49,218.46,207.17,191.67,193.58,199.05,202.48,200.81,200.12,195.90,196.43,209.51,221.26,227.47,231.98,,,,,,,,239.39,251.78,253.58,237.13,236.05,271.18,270.44,261.85,242.90,244.32,251.65,209.59,239.31,233.71,169.57,,,,,
2023-04-13 22:19:50.783000,L9,199.34,188.42,181.61,179.13,182.94,167.23,205.77,226.84,223.76,216.82,210.24,212.94,220.00,224.26,229.34,215.71,206.18,201.91,204.73,208.78,208.44,207.91,206.37,210.18,212.64,223.64,237.58,240.26,,,,,,,,,,,,,,,,197.59,262.94,258.96,238.76,246.30,242.21,243.87,,,,,
2023-05-23 22:19:17.699000,L8,206.29,180.46,178.86,184.27,181.58,167.28,195.01,226.84,222.84,222.44,219.18,217.47,222.38,223.28,236.54,221.82,206.38,199.37,208.14,210.47,215.32,210.01,215.08,215.27,218.67,230.38,246.48,248.59,,,,,,250.83,254.96,258.07,264.71,197.28,278.04,,279.95,277.09,274.02,,,,,229.36,243.94,,,,,,
2023-06-08 22:19:24.116000,L8,,,,,,,199.06,227.25,222.22,219.99,215.65,216.91,220.46,222.24,232.59,220.05,204.82,203.30,210.49,213.15,210.57,211.67,211.36,213.02,219.97,231.24,241.66,206.17,,248.63,237.98,243.27,248.13,246.72,250.52,257.38,265.72,268.11,171.99,279.01,281.92,280.07,274.36,268.65,265.06,265.67,252.82,257.30,252.21,255.84,,,,,
2023-06-16 22:19:18.751000,L9,199.83,187.81,171.34,175.66,182.60,,195.48,224.91,223.30,218.93,213.95,215.07,218.48,218.13,230.30,220.15,202.77,206.40,208.62,210.65,210.98,212.16,208.26,214.27,219.61,228.63,246.05,245.59,241.34,248.10,240.80,243.17,248.65,247.66,251.57,258.14,265.61,271.36,280.73,280.97,281.35,239.82,274.55,269.44,266.50,229.37,257.10,258.17,253.43,256.93,254.38,,,,
2023-07-26 22:19:47.089000,L8,203.32,183.32,190.27,183.82,183.16,167.44,191.19,227.29,222.29,221.16,220.10,219.42,222.73,226.29,235.80,221.92,205.76,206.34,206.56,209.04,215.57,210.85,218.17,216.92,220.22,231.98,247.22,247.40,,,,,,226.67,255.89,200.95,260.85,191.67,213.56,,,,,,,,,,,,,,,,
2023-08-27 22:19:59.676000,L8,195.76,179.86,178.70,172.60,178.31,,197.47,226.12,220.87,212.38,207.12,209.71,217.81,220.35,228.48,213.94,204.72,199.21,203.26,202.55,206.52,209.47,205.93,213.72,213.70,228.07,237.78,242.56,230.65,243.75,236.68,240.91,245.86,244.58,246.83,254.49,256.97,266.69,276.34,278.76,282.95,276.99,270.69,268.23,264.46,263.86,250.50,254.87,247.02,253.62,,,,,
2023-09-12 22:20:01.977000,L8,210.96,206.71,191.58,193.47,194.00,198.75,215.90,236.64,233.27,227.54,220.39,225.52,231.43,232.14,233.28,224.91,209.41,208.90,211.70,216.90,214.13,206.28,209.68,214.21,223.83,255.48,268.45,253.22,248.00,258.52,258.26,255.43,260.00,259.62,266.79,267.05,274.81,284.18,292.38,294.51,299.25,294.85,293.66,288.36,287.20,269.27,260.12,261.96,262.97,268.96,265.03,268.86,276.34,217.95,
2023-10-06 22:20:06.973000,L9,249.19,253.02,254.89,246.87,240.03,204.60,218.92,240.37,232.73,243.65,227.09,237.52,239.74,242.30,250.38,238.81,233.29,223.15,229.38,225.74,226.15,222.81,224.63,226.71,248.78,264.50,273.72,268.70,258.15,266.20,266.47,259.47,266.63,276.95,276.49,275.51,282.35,290.12,379.03,391.22,396.89,403.87,404.04,295.69,288.46,289.25,274.98,271.10,340.44,316.67,365.47,370.65,371.75,359.97,335.57
2023-10-30 22:20:12.688000,L8,,,,,,,183.79,210.76,203.16,195.83,188.35,196.98,201.49,207.98,213.80,200.68,198.03,191.60,191.72,194.78,195.52,197.54,198.16,200.34,205.22,213.84,232.81,234.94,222.16,233.86,226.93,,,,225.11,243.61,245.93,256.06,247.52,260.00,273.25,269.18,264.56,251.98,251.46,252.77,219.01,224.68,230.53,183.63,,,,,
2023-11-15 22:20:11.604000,L8,247.66,247.56,246.39,237.31,246.24,231.61,257.15,272.45,252.80,242.13,238.59,240.23,239.79,242.74,243.36,230.72,226.84,218.77,226.67,231.55,230.79,228.60,228.45,228.72,236.74,242.56,264.98,275.06,279.44,298.53,291.36,310.40,326.79,305.83,306.40,316.59,335.93,324.57,357.22,326.57,370.82,351.33,364.71,372.84,323.25,304.17,352.85,345.99,332.45,349.34,353.92,347.45,356.41,359.22,339.57
2023-11-23 22:20:17.141000,L9,246.19,238.75,318.58,376.94,393.07,189.06,217.53,250.69,264.11,254.65,242.43,253.91,249.49,254.71,248.27,229.99,230.15,216.97,217.19,220.62,225.07,228.58,225.31,225.01,228.26,238.25,254.01,259.95,262.12,275.34,288.95,253.65,259.96,260.68,294.55,303.31,320.23,318.34,294.67,298.77,297.12,294.81,289.63,288.41,282.74,282.89,271.69,269.25,268.84,267.36,270.99,282.70,276.56,342.83,343.97
2023-12-09 22:20:14.489000,L9,,,,,,,190.13,211.53,209.38,199.59,190.50,198.15,201.15,205.16,214.08,200.52,190.64,182.85,188.13,193.77,200.01,186.01,190.69,193.26,185.50,213.02,225.14,231.99,215.95,228.52,221.86,217.72,232.52,227.03,232.69,239.42,246.37,255.34,253.01,261.07,266.59,266.22,260.13,250.38,250.04,248.98,228.94,228.48,227.75,199.41,,,,,
2023-12-17 22:20:12.171000,L8,353.64,482.42,435.34,356.36,401.94,466.46,449.91,387.24,401.49,338.84,352.82,298.54,354.13,351.31,366.48,377.53,394.21,377.82,298.97,413.33,320.71,287.27,385.53,351.05,379.59,282.26,290.67,294.18,286.23,295.12,308.89,316.81,325.59,336.62,332.44,336.08,342.34,347.86,378.07,398.81,381.13,381.16,416.21,420.81,373.18,373.83,413.12,412.90,369.07,402.78,384.38,370.72,374.33,380.44,412.11
