dates,satname,nzd0213-0000,nzd0213-0001,nzd0213-0002,nzd0213-0003,nzd0213-0004,nzd0213-0005,nzd0213-0006,nzd0213-0007,nzd0213-0008,nzd0213-0009,nzd0213-0010,nzd0213-0011,nzd0213-0012,nzd0213-0013,nzd0213-0014,nzd0213-0015,nzd0213-0016,nzd0213-0017,nzd0213-0018,nzd0213-0019,nzd0213-0020,nzd0213-0021,nzd0213-0022,nzd0213-0023,nzd0213-0024,nzd0213-0025,nzd0213-0026,nzd0213-0027,nzd0213-0028,nzd0213-0029,nzd0213-0030,nzd0213-0031,nzd0213-0032,nzd0213-0033,nzd0213-0034,nzd0213-0035,nzd0213-0036,nzd0213-0037,nzd0213-0038,nzd0213-0039,nzd0213-0040,nzd0213-0041,nzd0213-0042,nzd0213-0043,nzd0213-0044,nzd0213-0045,nzd0213-0046,nzd0213-0047,nzd0213-0048,nzd0213-0049,nzd0213-0050
2005-05-09 21:40:56.205000,L5,327.19,302.87,276.59,259.74,265.17,266.59,276.42,303.85,279.70,288.20,267.73,257.92,254.35,260.56,268.82,259.21,259.53,264.69,270.72,274.01,272.01,287.47,271.26,274.92,282.03,280.11,266.87,263.92,,,,,,264.54,251.27,296.16,299.46,306.24,315.85,310.82,311.85,295.98,271.41,220.32,241.50,312.04,335.73,349.05,340.96,329.26,332.45
2005-06-01 21:47:18.718000,L5,302.63,271.81,243.48,238.38,238.97,244.94,250.36,280.93,248.37,252.64,198.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-10 21:41:12.271000,L5,326.68,298.41,274.65,261.59,257.23,265.48,272.15,301.42,282.67,282.97,271.83,262.71,252.89,258.60,268.44,264.83,260.27,264.72,269.00,278.46,278.12,280.34,274.96,278.06,284.87,284.90,266.71,267.39,,,,,,254.06,251.25,291.10,297.09,306.12,317.85,311.89,308.07,300.30,272.28,222.18,233.19,307.22,331.72,344.32,341.67,328.35,342.72
2005-06-26 21:41:16.724000,L5,320.93,289.90,272.76,256.89,252.62,259.81,269.85,298.00,273.34,279.23,258.55,257.75,250.45,251.15,266.64,257.15,259.51,255.17,262.41,270.57,266.33,269.59,270.36,268.06,276.72,279.96,252.67,246.83,,,,,,246.61,239.04,282.27,289.79,297.30,304.32,299.44,296.81,266.86,236.08,204.58,226.39,305.24,328.90,346.83,336.94,323.29,323.14
2005-07-12 21:41:23.560000,L5,336.12,307.67,289.99,274.64,271.89,289.64,280.60,313.56,291.43,281.32,282.04,298.09,264.40,261.97,281.02,301.41,278.73,285.10,292.54,288.88,285.29,284.67,285.10,298.83,286.56,283.34,260.88,241.85,,,,,,239.26,242.19,270.99,280.02,305.45,326.61,314.28,314.04,228.15,222.19,204.00,229.74,313.18,336.73,352.93,345.27,328.76,322.98
2005-08-13 21:41:41.670000,L5,304.16,278.44,260.69,243.59,251.32,264.32,278.80,279.26,211.89,242.01,226.07,252.93,239.71,246.25,256.52,241.94,239.94,239.65,249.65,248.86,248.13,225.94,,,,,,,,,,,,230.73,230.12,266.28,270.87,286.08,285.24,286.18,270.22,227.39,183.61,,200.85,288.75,324.39,339.21,331.53,318.73,315.39
2005-08-29 21:41:46.875000,L5,314.71,294.10,273.87,257.87,257.43,260.88,270.48,296.62,271.90,276.13,258.01,248.20,243.19,250.15,261.56,258.13,252.91,258.95,264.93,269.89,267.96,274.11,274.63,275.73,284.12,280.51,266.85,262.57,,,,,,245.96,247.93,277.44,286.49,295.15,307.07,308.10,308.61,297.12,269.33,227.67,248.06,320.32,342.83,342.36,335.10,320.34,327.25
2005-11-17 21:42:07.585000,L5,308.84,289.51,267.89,257.22,260.68,264.42,271.55,298.85,271.40,279.40,249.15,240.85,236.37,244.02,257.21,247.97,245.32,253.09,258.79,269.37,265.67,273.77,270.50,275.15,275.52,274.34,265.65,259.85,,,,,,241.70,238.58,267.15,287.67,300.22,307.43,305.15,304.44,294.28,279.66,252.50,256.24,313.02,330.62,337.29,329.67,316.19,315.30
2005-11-24 21:48:28.120000,L5,308.45,287.02,266.03,258.16,262.43,265.82,274.95,,,,,,,,,,430.40,377.62,332.07,279.59,273.28,277.06,275.46,281.59,277.70,276.87,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-12 21:50:20.287000,L5,309.37,295.14,268.71,253.78,259.01,261.36,272.19,298.69,268.65,280.99,,,,,,,,,,272.25,270.43,277.43,271.77,280.69,281.22,276.59,269.00,207.61,,,,,,,,,,,,,305.44,296.71,263.16,217.26,250.64,314.42,,,,,
2006-04-10 21:45:17.175000,L5,311.94,298.29,270.46,255.00,257.44,263.26,258.44,,,,,,,,,,,,,,260.96,268.60,273.11,282.18,267.96,265.22,260.72,224.85,,,,,,,,,,,,,,,198.81,198.15,226.78,300.78,323.60,339.37,335.19,315.42,322.17
2006-06-13 21:46:13.914000,L5,330.75,306.38,279.91,262.55,265.30,270.31,273.76,307.12,287.58,278.62,260.97,267.60,256.53,257.81,264.22,266.63,267.26,270.49,271.92,278.18,273.00,276.23,281.80,281.80,282.61,291.44,259.89,237.36,,,,,,239.54,227.98,239.63,254.56,283.65,318.75,306.83,310.08,242.23,230.55,202.75,227.29,305.27,331.53,341.92,333.53,320.03,311.32
2006-06-29 21:46:28.892000,L5,382.62,357.73,344.43,338.69,342.05,346.47,352.55,363.02,351.15,356.97,356.92,357.25,366.42,364.11,367.52,361.15,359.73,366.20,364.95,364.47,360.79,359.97,362.67,358.94,358.02,358.26,358.98,359.90,362.41,356.12,279.53,280.14,288.58,279.28,350.79,350.52,366.65,343.52,370.56,371.47,365.79,361.46,362.42,360.43,363.73,363.90,354.85,368.86,363.49,371.66,364.93
2006-07-22 21:52:58.572000,L5,328.30,300.98,285.50,258.51,,,,,,,,,,,,,,262.03,273.05,274.37,273.43,280.25,273.73,271.78,278.45,275.20,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-23 21:53:23.469000,L5,327.01,301.12,277.71,261.40,249.33,251.97,256.33,294.21,257.13,277.29,,,,,,261.50,267.36,267.01,279.67,276.80,272.88,277.45,274.33,281.49,,,,,,,,,,,,,258.69,271.84,274.18,308.31,318.30,293.37,243.50,204.18,,,,,,,
2006-09-01 21:47:19.401000,L5,322.01,298.25,273.43,256.08,253.11,253.10,260.52,298.96,271.74,287.39,269.59,257.56,251.14,254.44,273.45,269.17,267.94,262.45,268.73,273.22,265.32,270.52,271.76,271.85,272.67,268.43,257.03,217.43,,,,,,244.31,238.41,249.95,260.02,270.84,268.83,301.87,307.80,291.80,249.01,209.05,232.33,313.18,336.05,350.75,343.28,334.38,340.30
2006-09-17 21:47:31.164000,L5,328.24,297.67,273.44,255.91,255.18,254.88,264.12,297.50,275.72,288.43,263.33,264.12,258.31,263.22,275.47,265.42,271.94,272.02,272.93,270.29,264.77,274.01,269.93,274.69,273.40,272.47,263.94,230.71,,,,,,242.86,232.85,245.78,260.12,268.53,267.82,300.07,305.41,294.94,238.18,197.17,228.44,311.57,340.12,357.56,353.52,330.98,326.84
2006-10-03 21:47:41.787000,L5,,,231.22,221.52,230.46,222.27,225.48,256.06,215.11,204.60,204.46,196.71,205.72,213.23,223.46,170.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-06 21:48:41.029000,L5,362.96,348.83,490.75,519.51,,479.46,515.72,529.52,484.37,415.69,419.23,369.94,370.40,371.77,374.59,374.16,373.40,377.60,372.47,378.84,391.04,381.99,385.80,389.93,395.34,394.03,311.48,,,,,233.57,303.42,300.11,304.80,310.49,322.62,341.40,373.46,387.43,391.71,411.16,396.77,406.73,408.13,411.19,421.21,430.41,408.66,404.13,434.23
2007-02-08 21:48:38.839000,L5,295.06,269.46,313.23,262.71,262.73,247.48,257.26,284.18,272.58,,,,,,,,,,,,,263.88,268.87,279.56,269.72,262.65,263.06,227.82,,,,,,229.62,230.45,251.72,245.86,260.08,233.75,207.46,205.27,218.85,230.27,220.36,259.49,315.83,336.18,349.41,333.66,318.75,321.80
2011-01-25 21:49:47.233000,L5,315.81,292.14,275.60,258.28,263.09,264.39,267.77,297.19,258.77,278.83,266.75,260.83,266.83,262.38,269.69,267.21,265.63,264.52,262.51,262.40,266.11,291.71,251.30,249.55,245.44,256.29,251.06,,,,,,216.00,245.39,228.38,237.21,249.47,269.69,272.17,286.91,281.40,280.11,250.55,200.18,225.15,288.19,314.63,327.61,319.66,314.71,321.31
2011-03-07 21:43:36.874000,L5,352.62,336.69,325.94,325.06,323.35,335.34,345.80,351.85,349.82,348.89,352.38,350.80,348.83,346.48,347.84,348.72,349.14,355.68,351.92,359.22,356.72,361.78,298.65,306.30,310.53,291.56,371.16,372.52,,363.87,367.38,360.28,354.64,343.17,340.30,341.02,339.72,338.64,336.61,331.28,327.05,326.05,328.17,329.65,330.12,347.54,342.46,368.36,344.99,338.77,340.99
2011-10-24 21:47:48.042000,L5,309.04,293.62,266.00,258.46,259.66,262.76,274.22,300.54,254.57,293.23,262.80,256.05,252.05,253.79,264.14,262.66,260.25,260.29,269.86,274.13,271.04,266.28,261.69,258.35,260.07,267.53,257.78,,,,,,203.00,248.50,244.81,254.63,252.45,263.25,278.00,290.64,282.23,260.09,263.28,231.09,244.81,305.51,320.41,353.19,340.20,313.52,329.37
2013-05-31 21:55:43.729000,L8,360.46,337.56,304.12,292.44,294.90,298.02,301.77,333.41,303.01,318.85,306.15,285.86,285.99,279.77,287.70,284.17,284.44,290.66,296.80,298.88,296.73,292.50,285.42,282.50,284.23,293.72,289.73,,,,,,243.21,281.27,270.19,265.22,270.44,286.38,308.93,322.16,315.80,306.96,292.32,253.41,254.37,326.99,350.33,360.53,345.14,328.52,363.29
2013-06-23 22:01:46.719000,L8,373.90,341.07,308.98,303.64,299.41,304.83,308.37,339.07,309.26,325.92,316.53,297.10,300.20,286.75,308.33,297.48,294.50,300.35,303.50,303.76,300.73,296.63,291.87,287.24,284.48,293.81,303.31,,,,,,243.68,286.40,271.61,259.21,272.50,298.86,312.38,324.69,324.56,312.73,298.57,233.45,258.27,329.00,355.60,368.03,353.57,342.84,330.38
2013-07-25 22:01:49.952000,L8,354.29,331.24,298.33,287.49,288.10,289.75,299.23,327.42,300.41,310.44,289.86,281.42,280.68,274.52,286.36,283.34,280.91,288.69,293.68,296.22,296.37,289.50,288.03,283.81,280.77,283.11,291.37,,,,,,209.51,261.90,251.89,249.84,260.33,298.40,309.94,310.22,314.02,296.08,226.55,225.41,253.91,343.88,358.94,364.42,348.07,329.62,327.18
2013-10-06 21:55:33.702000,L8,350.85,324.74,290.54,279.17,281.69,284.77,291.53,317.36,259.09,313.49,282.47,277.65,275.48,266.30,280.76,275.51,273.94,278.11,288.49,292.85,290.29,284.61,278.86,275.84,274.06,280.91,282.53,,,,,,230.59,271.31,255.15,256.92,259.19,293.71,301.20,316.30,309.93,274.95,237.82,220.76,256.29,311.96,346.91,350.05,339.84,323.94,323.14
2013-10-29 22:01:34.321000,L8,392.49,377.36,362.47,350.72,348.98,359.89,373.18,383.81,380.90,380.73,366.76,378.38,378.69,372.67,374.23,372.59,368.74,373.23,371.16,367.36,369.03,372.28,370.08,375.21,375.45,376.33,374.96,372.66,370.20,361.57,237.50,369.83,365.60,369.23,369.96,382.60,394.64,390.86,416.39,397.99,377.03,378.42,375.47,381.46,372.28,368.20,371.77,379.29,359.01,348.24,351.53
