dates,satname,nzd0456-0000,nzd0456-0001,nzd0456-0002,nzd0456-0003,nzd0456-0004,nzd0456-0005,nzd0456-0006,nzd0456-0007,nzd0456-0008,nzd0456-0009,nzd0456-0010,nzd0456-0011,nzd0456-0012,nzd0456-0013,nzd0456-0014,nzd0456-0015,nzd0456-0016,nzd0456-0017,nzd0456-0018,nzd0456-0019,nzd0456-0020,nzd0456-0021,nzd0456-0022,nzd0456-0023,nzd0456-0024,nzd0456-0025
1999-11-12 22:19:27.510000,L7,,,,,,,,,,,,,,,,,,,,,,,,,222.46,241.29
2000-11-14 22:16:54.735000,L7,385.87,383.27,381.01,369.11,352.35,375.28,365.04,386.66,395.11,393.45,396.43,379.35,366.69,349.91,375.12,411.64,380.15,417.23,412.81,416.73,422.64,443.80,451.26,475.98,448.42,505.23
2002-01-20 22:15:25.657000,L7,,,,,,,,,,,,,,,,,,,,,,,464.64,471.91,465.33,443.91
2002-02-05 22:15:25.531000,L7,,,,,,,,,,,,,,,,,,353.16,391.48,401.11,,,,,,
2003-02-24 22:15:13.300000,L7,,,,,,,,,,,,,,,180.46,214.14,188.69,179.53,170.32,170.82,182.57,,,170.84,223.41,226.19
2003-03-12 22:15:18.779000,L7,,,,,,,,,,,,,,,,,,,,370.27,373.67,380.40,376.59,368.52,403.67,414.45
2003-12-01 22:05:04.787000,L5,229.55,231.15,217.91,207.14,202.21,207.77,221.92,219.03,215.76,230.41,197.31,184.81,179.56,185.72,209.77,237.59,241.24,224.43,216.92,215.92,222.59,230.36,243.19,254.02,260.53,274.70
2004-09-30 22:10:46.090000,L5,,,,,,,,,,,,,,,,,,,,,166.64,176.65,201.66,182.59,196.95,236.48
2005-09-17 22:14:42.676000,L5,236.16,229.08,222.68,211.25,209.07,209.46,221.57,223.19,232.39,244.07,212.19,199.42,201.34,194.94,229.41,232.68,238.35,226.23,219.27,212.21,223.14,231.19,246.69,256.81,268.33,269.55
2006-02-08 22:16:57.956000,L5,239.28,231.17,225.77,210.10,207.55,217.62,216.50,235.98,237.68,255.24,227.90,232.25,261.18,223.18,248.43,252.62,242.73,262.69,297.16,246.20,238.67,246.98,265.99,285.15,293.37,297.21
2006-12-09 22:21:12.760000,L5,,,,,,,,,,,,,,,,,,,,,170.91,175.43,198.07,186.82,190.77,223.05
2007-01-26 22:21:31.018000,L5,227.36,225.32,219.01,204.75,201.94,207.98,221.23,219.82,227.61,233.65,207.30,192.15,189.70,190.72,218.93,237.38,234.60,220.83,213.54,214.14,227.48,233.90,245.17,257.39,266.23,276.74
2007-02-11 22:21:32.545000,L5,,,,,,,,,,,,,,,,,,,,,,,168.02,217.65,226.58,241.11
2007-02-27 22:21:32.058000,L5,260.00,243.64,233.18,222.98,215.38,216.29,228.86,236.76,285.65,284.11,281.76,255.30,259.01,270.16,272.40,265.17,270.19,254.62,267.68,274.58,268.30,291.55,278.81,302.69,297.30,311.16
2007-09-23 22:19:35.432000,L5,228.79,222.23,217.16,211.58,207.58,212.40,221.23,224.15,234.40,246.39,206.25,195.66,188.90,191.59,216.88,226.39,238.17,229.70,216.35,219.81,224.66,235.62,255.99,261.78,261.85,268.41
2010-02-19 22:17:29.925000,L5,204.67,195.11,185.63,176.86,171.49,175.38,183.96,186.01,192.86,204.06,174.68,,,,,,,,,,,,,,,
2011-01-12 22:22:41.029000,L5,277.36,268.33,252.03,245.54,245.57,253.23,251.95,252.90,259.15,259.78,217.62,192.55,186.59,186.39,207.31,213.93,212.63,195.84,191.92,184.73,192.91,194.54,211.98,213.21,197.88,205.48
2011-01-21 22:16:30.381000,L5,254.74,253.69,230.86,212.94,224.97,218.23,236.58,229.76,242.26,268.09,220.59,196.55,194.27,193.30,223.96,247.60,243.02,229.71,233.54,223.17,233.26,237.59,262.00,276.82,287.21,294.71
2013-05-02 22:28:22.407000,L8,210.49,203.04,201.77,185.94,181.35,190.86,202.05,201.09,209.85,212.60,197.22,176.27,170.19,,,,,,,,,,,,,
2013-06-26 22:34:41.856000,L8,,,,,,211.79,204.53,212.63,209.64,214.46,187.33,,,,,,,,,,,,,,,
2013-07-12 22:34:44.323000,L8,263.55,247.40,234.32,222.77,218.73,220.44,220.60,223.51,222.82,219.70,196.28,178.29,,,,,,,,,,,,,,
2013-08-13 22:34:45.445000,L8,261.62,249.50,234.06,222.93,220.40,223.42,221.92,226.20,224.21,220.65,197.71,175.50,168.40,,,,,,,,,,,,,
2013-09-14 22:34:43.899000,L8,295.11,288.44,267.84,257.04,252.30,254.00,254.00,254.96,258.34,259.35,229.50,208.68,202.67,203.15,218.84,227.15,224.67,205.84,191.82,190.56,190.07,194.83,214.31,248.44,239.29,245.19
2013-11-10 22:28:18.375000,L8,245.80,236.30,231.15,219.54,211.12,214.96,227.63,225.44,236.69,242.87,221.67,201.40,304.00,297.91,292.17,301.33,240.28,233.34,225.46,219.24,222.41,229.76,250.26,289.71,304.03,290.81
2013-11-17 22:34:25.042000,L8,303.24,293.74,276.69,259.77,254.27,253.15,255.92,257.01,263.40,257.65,232.11,214.03,208.21,204.45,224.30,234.21,228.36,210.25,197.59,199.60,195.45,199.61,214.88,229.21,232.35,238.60
2013-12-03 22:34:22.573000,L8,289.13,285.63,260.31,247.57,243.51,247.53,245.75,248.96,249.62,249.16,223.28,205.53,198.03,196.57,217.28,225.44,221.89,200.61,189.29,187.14,188.09,196.02,209.28,213.95,237.37,233.95
2013-12-19 22:34:12.842000,L8,246.90,241.34,223.24,223.33,221.13,220.11,218.33,229.29,228.47,169.35,191.98,176.93,178.32,169.88,191.10,206.29,197.52,161.96,,,,,,,,
2014-01-13 22:27:45.180000,L8,285.92,278.51,278.13,258.51,258.20,265.02,244.20,243.86,261.71,304.48,289.29,294.51,290.34,281.95,249.62,284.82,287.57,239.41,245.31,242.68,293.90,283.32,263.40,298.71,300.04,297.64
2014-02-05 22:33:44.781000,L8,291.34,285.02,263.15,247.97,245.60,246.39,248.07,249.64,252.44,250.33,224.51,204.65,197.72,193.31,218.08,225.62,221.73,200.55,190.31,187.24,191.40,195.17,208.13,220.06,220.07,243.83
2014-03-02 22:27:09.178000,L8,243.45,232.28,230.80,213.59,223.57,214.37,260.89,276.12,234.92,274.94,221.04,199.53,203.87,196.64,222.92,237.63,238.51,229.87,218.78,216.58,225.24,271.35,277.43,267.78,304.72,298.93
2014-04-10 22:32:49.425000,L8,265.08,255.63,236.43,224.83,223.06,222.91,222.21,221.66,223.84,220.16,198.28,178.51,168.74,,,,,,,,,,,,,
2014-05-12 22:32:19.647000,L8,264.94,247.25,236.64,223.11,217.50,221.20,220.34,222.01,221.04,221.00,193.94,174.23,,,,,,,,,,,,,,
2014-07-15 22:32:37.463000,L8,265.95,252.26,237.49,224.43,219.11,219.80,217.15,224.90,218.08,216.76,188.26,168.28,,,,,,,,,,,,,,
2014-09-01 22:32:51.438000,L8,293.35,285.95,265.52,250.29,246.49,244.98,246.02,249.61,253.71,255.28,225.09,207.14,198.00,193.95,214.69,227.58,222.39,201.24,184.66,185.77,189.50,194.50,209.85,216.05,222.29,247.98
2014-09-26 22:26:40.595000,L8,221.40,210.00,207.94,191.26,186.96,195.57,204.59,204.41,211.71,219.61,201.00,177.66,179.34,173.08,196.14,199.45,216.40,204.80,187.03,176.74,168.42,193.70,185.33,,,
2014-10-03 22:32:56.013000,L8,327.68,326.79,316.61,297.79,288.27,250.54,259.96,247.98,305.44,314.56,296.71,263.56,197.67,226.00,252.39,225.60,260.73,198.25,183.58,183.73,186.71,191.47,208.23,219.59,259.80,232.41
2014-11-04 22:32:58.094000,L8,337.56,335.22,319.18,304.08,296.12,303.80,310.46,326.87,349.13,336.03,344.26,346.32,336.58,331.50,308.80,332.00,304.84,320.60,298.34,271.91,294.24,291.48,295.42,295.77,275.68,279.42
2014-12-15 22:26:40.930000,L8,248.32,239.67,234.32,220.73,214.38,215.41,227.37,225.21,239.11,248.41,224.96,202.95,206.79,200.59,227.40,236.21,242.15,232.03,226.11,219.01,229.81,234.08,252.78,271.69,278.86,285.59
2014-12-22 22:32:52.265000,L8,299.91,292.97,274.01,259.17,254.15,253.24,251.84,256.36,264.14,261.20,227.49,211.26,205.53,205.93,223.52,230.73,227.76,206.53,197.60,194.06,194.40,201.40,214.48,221.11,244.04,235.38
2014-12-31 22:26:35.482000,L8,,,,,,,,,,,197.90,183.20,188.75,186.21,211.98,221.31,230.38,217.56,205.64,202.12,210.81,221.99,236.85,253.84,267.22,279.34
2015-02-08 22:32:38.133000,L8,293.90,287.06,266.85,254.40,250.75,250.92,250.25,251.19,258.20,258.20,226.44,209.49,201.40,203.35,220.02,227.47,224.65,203.34,193.36,189.91,192.50,193.57,212.36,219.73,241.27,241.69
2015-02-17 22:26:23.050000,L8,251.54,239.40,232.56,227.97,216.86,218.48,229.86,229.03,238.52,246.91,221.44,206.23,207.90,195.13,226.59,235.16,241.95,230.76,220.93,218.90,225.87,232.29,251.09,269.34,276.43,284.35
2015-04-13 22:32:08.069000,L8,296.46,288.79,267.54,253.24,250.27,295.68,302.37,287.59,332.18,257.45,232.72,207.97,201.46,195.43,221.28,230.93,227.51,205.12,190.37,189.87,197.57,197.18,209.62,246.59,256.65,240.57
2015-05-24 22:25:38.197000,L8,215.93,203.56,204.98,188.82,186.26,193.06,200.41,201.13,212.55,216.89,197.96,174.91,174.77,,,,,,,,,,,,,
2015-08-19 22:32:30.043000,L8,258.17,247.02,227.19,218.46,212.68,213.14,210.41,218.37,218.97,,,,,,,,,,,,,,,,,
2015-09-20 22:32:43.512000,L8,290.35,282.78,260.27,247.93,244.86,244.97,244.55,249.20,251.11,253.53,228.31,205.39,197.35,195.48,213.63,223.56,220.53,198.81,183.49,183.38,185.20,188.90,205.98,214.10,220.83,239.68
2015-12-18 22:26:42.726000,L8,253.80,242.24,237.22,226.97,221.36,220.74,232.75,232.65,244.70,255.69,231.03,213.58,210.72,200.22,231.81,241.05,245.90,234.10,226.39,218.93,227.09,233.26,261.34,275.25,288.51,320.02
2016-01-03 22:26:39.547000,L8,245.32,236.76,232.99,218.26,212.85,216.39,227.28,228.73,239.06,239.79,224.33,204.28,205.17,194.79,226.13,236.33,241.59,230.86,223.05,218.10,227.15,233.41,254.54,270.65,281.22,285.02
2016-01-10 22:32:49.418000,L8,326.23,307.49,267.70,292.81,280.68,281.67,251.37,252.89,257.27,254.58,229.45,209.12,203.43,200.15,220.66,232.44,227.52,203.59,193.61,188.79,192.78,198.55,214.26,248.62,249.04,244.00
2016-02-20 22:26:27.762000,L8,243.91,236.42,230.90,215.42,241.83,214.22,256.61,225.45,237.89,245.76,221.56,199.54,203.77,189.20,,,,,,,,,,,302.45,285.49
2016-02-27 22:32:38.835000,L8,400.07,365.89,329.19,306.55,303.27,300.00,308.44,274.59,325.32,303.57,230.97,208.41,201.66,198.28,221.95,226.74,226.06,204.00,197.75,187.90,193.71,196.90,214.68,252.29,246.29,242.15
2016-03-07 22:26:26.859000,L8,211.69,206.25,204.58,188.18,182.64,192.07,203.80,201.41,208.66,218.41,195.01,174.87,175.92,164.14,181.07,188.43,207.24,199.59,186.61,183.35,193.42,203.39,202.73,177.22,236.93,240.82
2016-04-08 22:26:11.653000,L8,,,,176.11,175.00,188.17,193.56,195.73,205.68,212.39,,,,,,,,,,,,,,,,
2016-04-24 22:26:04.497000,L8,212.31,206.17,202.27,188.38,184.22,190.47,203.75,199.06,210.78,219.78,192.57,173.65,173.89,,,,,,,,,,,,,
2016-05-26 22:26:12.554000,L8,219.21,210.38,209.65,194.05,188.66,196.92,205.81,202.99,218.89,225.68,201.81,176.93,175.72,,,,,,,,,,,,,
2016-06-11 22:26:15.919000,L8,218.81,209.61,207.40,190.92,189.04,196.03,205.48,204.15,216.52,220.67,200.88,177.06,178.96,,,,,,,,,,,,,
2016-06-27 22:26:23.365000,L8,,,190.84,183.01,175.72,188.97,195.54,195.29,209.46,209.58,186.73,170.98,,,,,,,,,,,,,,
2016-07-04 22:32:37.915000,L8,274.67,269.07,247.12,235.68,229.80,233.71,230.59,236.40,238.21,232.48,210.51,184.80,177.52,,,,,,,,,,,,,
2016-07-20 22:32:44.045000,L8,266.09,258.55,240.54,229.81,224.55,225.77,227.31,229.14,232.74,218.82,199.42,179.70,167.25,,,,,,,,,,,,,
2016-08-05 22:32:46.763000,L8,268.35,260.46,239.87,229.93,222.70,227.13,223.38,229.23,231.24,217.77,199.38,177.01,171.40,,,,,,,,,,,,,
2016-08-14 22:26:38.015000,L8,216.56,208.23,208.04,189.89,187.33,192.83,203.62,200.82,214.62,218.87,197.75,173.27,172.11,,,,,,,,,,,,,
2016-09-22 22:32:59.262000,L8,255.47,248.02,226.81,217.77,212.64,212.06,208.31,213.35,217.57,,,,,,,,,,,,,,,,,
2016-10-08 22:33:02.908000,L8,361.67,345.45,317.34,328.86,318.65,249.49,324.21,323.86,319.28,286.23,306.20,309.54,284.11,278.34,286.55,291.71,223.68,203.44,190.89,191.08,186.60,193.04,208.05,245.68,233.28,234.06
2016-11-09 22:33:04.659000,L8,370.58,317.27,344.37,323.84,321.72,314.06,317.34,334.79,343.71,354.35,325.15,319.47,315.08,277.08,318.70,315.38,314.44,301.69,293.20,298.80,268.95,266.35,237.09,249.29,230.46,319.70
2016-12-04 22:26:53.506000,L8,211.86,204.90,200.36,187.28,181.81,189.60,202.31,201.28,209.11,217.06,175.60,171.77,174.19,164.03,188.04,186.17,202.90,196.93,186.32,177.21,189.27,182.24,181.46,187.34,229.43,247.09
2016-12-11 22:33:02.499000,L8,359.42,308.29,298.89,309.55,305.67,311.16,318.80,321.54,309.96,282.06,272.99,253.72,239.30,250.74,283.48,268.97,292.78,284.26,266.23,263.67,259.00,255.47,240.81,244.17,243.43,239.07
2017-02-22 22:26:28.144000,L8,239.57,234.47,230.15,213.90,208.68,212.13,224.48,223.04,235.77,247.13,219.50,197.74,200.19,192.34,221.30,231.38,237.72,228.95,217.00,215.21,226.74,231.35,246.90,263.94,292.19,291.84
2017-03-26 22:26:10.766000,L8,212.21,205.71,203.13,187.92,183.09,189.98,201.71,200.71,208.86,218.39,,,,159.91,182.48,184.29,202.93,197.39,178.34,163.20,,,,,210.89,237.95
2017-04-02 22:32:18.852000,L8,358.13,360.02,344.47,335.54,243.71,247.58,272.88,293.35,256.84,257.68,283.74,277.12,249.98,259.13,276.92,276.33,280.17,280.58,274.82,278.67,183.50,186.84,206.83,222.48,255.60,258.68
2017-05-04 22:32:03.123000,L8,266.72,260.60,240.65,229.60,225.34,227.56,224.94,228.90,233.21,210.49,200.03,178.44,169.86,,,,,,,,,,,,,
