dates,satname,nzd0035-0000,nzd0035-0001,nzd0035-0002,nzd0035-0003
1999-07-25 22:04:15.362000,L7,,300.61,330.18,342.43
1999-08-17 22:10:26.276000,L7,242.64,222.23,298.17,358.97
1999-09-27 22:04:25.056000,L7,370.60,317.70,341.54,341.04
1999-10-04 22:10:38.131000,L7,319.51,283.04,291.04,318.22
1999-10-13 22:04:24.936000,L7,396.11,344.52,317.48,345.16
1999-11-14 22:04:18.343000,L7,376.78,306.73,345.25,348.37
1999-11-30 22:04:11.332000,L7,433.48,392.04,364.26,558.52
1999-12-07 22:10:30.042000,L7,380.15,393.26,401.24,392.24
2000-02-09 22:10:19.398000,L7,410.59,398.48,406.84,415.43
2000-04-29 22:09:53.797000,L7,323.16,305.11,301.88,326.51
2000-05-15 22:09:42.527000,L7,,,,328.97
2000-05-24 22:03:22.722000,L7,308.92,301.69,316.95,344.54
2000-08-03 22:08:44.137000,L7,323.12,325.69,331.81,361.90
2000-08-12 22:02:30.151000,L7,269.30,321.75,348.31,354.82
2000-08-19 22:08:38.248000,L7,345.72,326.22,327.42,354.47
2000-09-04 22:08:22.800000,L7,334.12,313.33,334.13,339.52
2000-09-13 22:02:02.316000,L7,326.61,312.86,337.74,345.34
2000-10-15 22:01:32.252000,L7,380.72,347.50,353.11,358.18
2000-10-22 22:07:50.487000,L7,340.35,293.16,302.51,328.19
2001-02-27 22:07:54.461000,L7,274.64,280.27,295.50,
2001-03-08 22:01:45.126000,L7,349.89,316.58,316.58,335.16
2001-03-24 22:01:35.778000,L7,340.00,315.04,330.17,337.82
2001-06-03 22:07:16.736000,L7,318.13,298.56,323.48,326.79
2001-06-19 22:07:05.722000,L7,,231.87,234.16,
2001-08-15 22:00:14.727000,L7,189.36,314.16,347.25,334.73
2001-10-18 21:59:42.412000,L7,375.21,306.58,319.52,339.99
2001-11-19 21:59:56.393000,L7,376.77,307.70,337.84,351.63
2001-11-26 22:06:09.518000,L7,390.41,421.93,469.47,508.12
2001-12-21 22:00:05.972000,L7,372.85,358.58,348.89,359.77
2001-12-28 22:06:14.106000,L7,382.97,405.09,408.51,412.51
2002-01-22 22:00:16.971000,L7,380.44,299.70,306.13,328.60
2002-01-29 22:06:21.478000,L7,356.32,364.48,368.77,375.53
2002-02-14 22:06:29.522000,L7,345.55,307.33,313.53,326.80
2002-02-23 22:00:19.685000,L7,370.48,298.64,306.68,342.33
2002-03-27 22:00:13.634000,L7,,301.07,306.29,326.03
2002-04-28 22:00:14.417000,L7,,282.81,186.92,
2002-06-15 21:59:55.710000,L7,,,303.56,333.44
2002-06-22 22:06:03.573000,L7,316.34,273.51,282.65,
2002-07-17 21:59:44.793000,L7,345.92,366.04,426.28,375.73
2002-08-09 22:05:46.029000,L7,333.56,276.14,320.72,337.64
2002-08-18 21:59:33.737000,L7,178.70,309.29,316.54,337.30
2002-09-19 21:59:11.129000,L7,451.58,427.53,426.04,417.52
2002-10-21 21:59:12.494000,L7,383.22,299.77,333.87,350.83
2002-10-28 22:05:22.323000,L7,340.63,299.81,342.36,344.31
2002-11-13 22:05:30.425000,L7,435.77,445.78,440.07,448.44
2002-11-22 21:59:33.639000,L7,389.08,399.70,319.21,534.36
2003-01-09 21:59:45.950000,L7,338.21,296.55,309.01,
2003-04-06 22:06:21.012000,L7,303.68,274.17,301.10,313.44
2003-04-22 22:06:19.091000,L7,262.42,285.98,298.16,315.53
2003-05-08 22:06:20.773000,L7,264.81,281.65,294.08,323.56
2003-05-24 22:06:17.162000,L7,,207.90,230.36,
2003-07-28 21:48:04.987000,L5,430.49,370.71,215.99,356.96
2003-08-29 21:48:38.429000,L5,332.93,303.97,304.68,307.67
2003-09-30 21:49:06.317000,L5,352.07,305.28,311.65,319.77
2003-12-26 21:56:18.593000,L5,320.68,296.55,301.74,317.59
2004-05-18 21:58:14.785000,L5,361.06,339.28,341.59,348.34
2004-06-12 21:52:47.645000,L5,,211.10,304.02,312.41
2004-07-21 22:00:04.249000,L5,327.53,317.31,323.20,333.70
2004-07-30 21:54:04.170000,L5,322.58,314.17,312.27,317.94
2004-11-03 21:56:19.004000,L5,473.43,403.50,398.01,385.86
2004-11-19 21:56:31.297000,L5,363.70,335.41,326.14,331.65
2005-01-13 22:03:41.143000,L5,333.59,303.29,295.93,309.87
2005-02-23 21:58:07.648000,L5,338.93,316.04,313.18,320.56
2005-03-11 21:58:20.185000,L5,336.99,316.46,311.32,316.28
2005-03-27 21:58:27.646000,L5,321.07,315.88,310.01,309.54
2005-04-03 22:04:40.528000,L5,307.03,296.22,296.69,308.94
2005-04-12 21:58:31.220000,L5,355.87,339.48,327.50,330.83
2005-05-05 22:04:49.813000,L5,,,280.19,303.08
2005-06-06 22:05:05.724000,L5,301.21,288.54,301.00,311.60
2005-07-08 22:05:15.796000,L5,,213.64,270.73,299.15
