dates,satname,nzd0464-0000,nzd0464-0001,nzd0464-0002,nzd0464-0003,nzd0464-0004,nzd0464-0005,nzd0464-0006,nzd0464-0007,nzd0464-0008,nzd0464-0009,nzd0464-0010,nzd0464-0011,nzd0464-0012,nzd0464-0013,nzd0464-0014,nzd0464-0015,nzd0464-0016,nzd0464-0017,nzd0464-0018,nzd0464-0019,nzd0464-0020,nzd0464-0021,nzd0464-0022,nzd0464-0023,nzd0464-0024,nzd0464-0025,nzd0464-0026,nzd0464-0027,nzd0464-0028,nzd0464-0029,nzd0464-0030,nzd0464-0031,nzd0464-0032,nzd0464-0033,nzd0464-0034,nzd0464-0035,nzd0464-0036,nzd0464-0037,nzd0464-0038,nzd0464-0039,nzd0464-0040,nzd0464-0041,nzd0464-0042,nzd0464-0043,nzd0464-0044,nzd0464-0045,nzd0464-0046,nzd0464-0047,nzd0464-0048,nzd0464-0049,nzd0464-0050,nzd0464-0051,nzd0464-0052,nzd0464-0053,nzd0464-0054,nzd0464-0055,nzd0464-0056,nzd0464-0057,nzd0464-0058,nzd0464-0059,nzd0464-0060,nzd0464-0061,nzd0464-0062,nzd0464-0063,nzd0464-0064,nzd0464-0065,nzd0464-0066,nzd0464-0067,nzd0464-0068,nzd0464-0069,nzd0464-0070,nzd0464-0071,nzd0464-0072,nzd0464-0073,nzd0464-0074,nzd0464-0075,nzd0464-0076,nzd0464-0077,nzd0464-0078,nzd0464-0079,nzd0464-0080,nzd0464-0081,nzd0464-0082,nzd0464-0083,nzd0464-0084,nzd0464-0085,nzd0464-0086,nzd0464-0087,nzd0464-0088,nzd0464-0089,nzd0464-0090,nzd0464-0091,nzd0464-0092,nzd0464-0093,nzd0464-0094,nzd0464-0095,nzd0464-0096,nzd0464-0097,nzd0464-0098,nzd0464-0099,nzd0464-0100,nzd0464-0101,nzd0464-0102,nzd0464-0103,nzd0464-0104,nzd0464-0105,nzd0464-0106,nzd0464-0107,nzd0464-0108,nzd0464-0109,nzd0464-0110,nzd0464-0111,nzd0464-0112,nzd0464-0113,nzd0464-0114,nzd0464-0115,nzd0464-0116,nzd0464-0117,nzd0464-0118,nzd0464-0119,nzd0464-0120,nzd0464-0121,nzd0464-0122,nzd0464-0123,nzd0464-0124,nzd0464-0125,nzd0464-0126,nzd0464-0127,nzd0464-0128,nzd0464-0129,nzd0464-0130,nzd0464-0131,nzd0464-0132,nzd0464-0133
1999-08-26 22:07:08.722000,L7,350.80,349.16,481.38,486.33,476.37,495.36,504.52,514.52,360.28,347.36,346.16,343.16,340.72,413.58,417.08,425.11,431.74,430.60,335.33,412.07,438.39,438.67,438.21,344.69,335.81,431.10,472.39,468.16,299.29,440.13,440.95,458.59,435.38,447.22,351.16,338.68,416.60,430.70,435.40,435.96,430.36,433.34,432.63,419.11,447.18,421.33,416.71,436.76,443.20,438.52,440.27,446.32,351.45,292.37,296.18,290.80,284.53,247.80,237.49,322.37,304.14,323.25,340.36,337.89,342.02,343.73,344.36,327.83,328.47,334.17,336.08,334.68,340.15,334.47,329.74,335.30,339.19,329.45,321.82,335.45,340.12,348.16,316.63,310.28,319.58,308.15,296.99,309.62,307.69,308.41,300.14,339.15,342.29,339.51,340.74,331.58,352.39,356.17,348.56,346.15,353.44,360.90,315.58,312.58,327.75,350.66,313.35,350.33,350.17,300.28,303.27,304.07,294.46,292.17,283.69,303.90,296.35,293.82,289.57,296.74,273.34,296.33,306.19,303.75,309.09,307.33,306.98,303.79,299.98,286.47,202.92,188.63,175.46,241.89
1999-09-27 22:07:12.757000,L7,388.76,382.69,386.13,388.84,390.38,384.52,390.90,446.70,461.65,464.04,475.12,428.80,371.53,382.17,355.34,383.77,384.76,423.30,414.78,411.27,417.14,419.60,417.52,430.36,513.46,,,,,,,,,,,388.72,385.56,506.65,481.26,441.43,434.00,438.12,423.11,375.28,373.05,380.95,389.97,422.51,418.92,414.94,411.65,413.38,365.14,363.87,371.39,411.45,400.29,386.81,393.94,395.31,411.05,407.79,408.63,362.71,398.49,360.61,382.79,356.80,348.52,343.83,340.69,341.95,343.29,390.29,384.35,373.01,348.38,342.46,356.99,384.43,398.20,406.07,423.47,429.09,428.64,417.79,423.07,416.34,408.19,401.73,374.69,368.34,357.05,351.93,349.77,360.32,371.04,373.84,366.96,366.14,362.94,365.38,373.77,372.68,374.76,377.09,370.81,372.46,368.96,368.44,368.96,405.23,407.66,366.93,383.77,370.34,370.72,370.28,362.57,375.94,369.94,377.55,362.51,356.34,358.98,349.87,361.20,348.48,350.27,340.71,344.39,360.96,171.65,250.68
1999-10-13 22:07:12.582000,L7,360.87,357.54,356.40,360.94,358.74,355.59,360.67,360.22,349.81,355.59,351.99,357.53,349.47,351.90,353.24,354.52,355.70,351.67,351.87,350.77,349.82,360.37,357.17,355.40,356.13,353.81,354.46,352.41,354.48,354.00,356.13,355.31,357.26,353.62,354.60,354.83,346.38,316.30,342.71,149.40,331.79,358.14,353.64,355.23,357.33,353.05,346.76,362.61,361.54,350.81,352.41,342.69,309.06,309.92,309.92,313.81,304.66,337.72,307.83,329.47,346.41,351.54,351.57,355.19,387.08,390.19,400.75,393.10,414.63,409.62,429.88,407.83,404.82,384.36,419.23,440.27,408.08,447.32,387.90,391.22,376.87,379.08,400.54,,,,419.63,478.07,332.75,464.29,465.65,344.90,333.88,331.32,339.66,345.68,337.62,345.72,346.10,343.46,360.37,328.64,327.34,309.95,312.35,310.60,290.10,269.28,289.51,286.99,298.29,304.64,309.10,315.46,320.74,319.09,313.97,307.35,302.25,302.66,295.56,289.13,294.09,298.17,308.02,310.41,309.80,306.56,310.82,303.88,293.49,297.12,292.52,274.77
1999-11-30 22:06:59.059000,L7,342.74,339.58,338.80,344.14,343.05,350.55,345.27,354.86,346.32,348.57,348.92,347.86,344.11,340.11,333.23,251.55,256.64,338.22,342.67,347.24,344.88,359.81,353.22,349.66,356.45,341.14,339.80,384.46,341.89,339.12,340.33,336.32,340.60,347.26,343.31,354.02,349.21,356.03,353.61,355.63,350.28,355.18,349.20,372.03,386.90,367.50,374.92,367.51,321.70,347.75,363.26,377.07,312.45,304.90,294.73,300.02,273.20,300.93,261.33,309.02,339.21,358.03,345.40,345.38,346.43,341.17,337.82,143.56,331.09,330.13,336.94,336.78,332.75,323.31,301.89,248.39,320.68,331.02,336.27,330.53,335.10,357.72,384.22,359.40,309.05,304.87,299.53,322.66,315.62,341.09,296.92,315.56,318.71,334.93,311.43,297.46,306.81,315.41,325.79,322.99,310.89,312.45,308.35,305.13,308.38,316.88,314.53,315.94,310.75,300.38,306.19,307.37,312.06,311.73,325.06,311.58,320.76,309.55,317.00,325.67,330.49,326.78,325.54,315.07,331.02,314.55,315.82,307.71,308.69,295.40,286.52,202.74,215.14,259.65
1999-12-16 22:07:09.748000,L7,408.54,366.52,371.74,373.34,372.36,370.59,358.58,435.03,419.81,421.25,428.77,364.52,367.07,363.95,363.99,402.11,408.52,419.76,418.58,425.40,404.44,415.90,369.78,372.67,368.04,415.04,419.44,412.64,404.76,360.99,343.61,367.53,358.48,360.81,374.28,374.89,379.19,380.85,370.19,374.98,419.78,431.08,430.80,426.58,430.36,440.76,469.48,427.06,416.70,423.98,415.30,420.53,404.38,406.62,393.02,396.16,392.26,339.09,350.26,351.61,359.81,363.51,342.66,361.95,362.94,346.12,367.65,361.83,360.44,441.96,421.59,415.34,443.98,400.66,454.73,450.71,425.56,423.81,449.65,455.98,463.09,462.61,450.17,444.75,440.09,445.06,450.93,445.67,446.45,453.85,448.87,436.63,432.71,421.87,452.07,415.23,416.43,438.64,416.59,410.31,428.50,421.11,419.62,415.85,424.34,419.58,421.75,425.06,442.81,420.41,423.43,420.81,418.72,416.44,419.94,419.92,419.68,423.23,420.59,401.93,417.81,423.93,416.09,404.66,412.34,425.75,414.15,416.81,406.83,401.42,407.07,408.42,404.63,402.28
2000-03-21 22:06:49.022000,L7,324.90,321.77,319.15,320.06,320.59,323.90,325.18,324.21,321.48,323.91,325.52,321.97,317.70,321.08,313.10,310.58,311.09,314.34,311.61,318.84,312.65,328.84,319.39,323.36,312.36,318.33,320.97,317.43,310.27,309.12,314.15,314.69,315.22,313.28,318.72,317.64,299.56,238.31,155.48,155.94,139.52,,,,,,171.93,320.64,315.52,311.55,313.71,287.38,274.96,272.80,272.56,274.71,252.58,246.16,250.75,266.85,307.71,319.25,318.10,322.06,320.33,320.15,313.87,306.90,295.86,,,,,150.61,288.98,285.93,288.74,288.91,284.44,283.11,289.90,285.79,288.68,285.41,292.01,276.85,278.14,291.97,284.92,267.61,263.90,273.42,277.54,278.65,279.91,276.51,280.71,282.10,281.02,281.55,284.32,274.36,277.94,280.86,291.33,296.00,287.77,286.50,281.93,275.19,277.53,277.69,266.55,266.91,240.10,287.51,285.23,288.54,275.80,287.75,285.16,281.49,288.61,282.05,291.07,284.93,288.57,284.81,286.49,268.41,268.38,277.49,254.64,267.44
2000-05-08 22:06:20.956000,L7,355.22,345.88,344.53,344.18,352.05,355.77,352.28,349.70,352.15,348.44,350.89,352.06,349.34,341.59,346.38,347.72,352.70,351.79,350.69,349.99,351.01,352.24,350.68,353.87,353.33,350.65,348.78,350.49,346.55,354.82,352.85,349.90,349.20,351.49,354.17,351.85,350.78,355.96,352.29,352.85,349.57,352.81,357.40,361.64,351.10,353.45,359.83,358.35,355.43,354.56,347.32,345.53,324.19,317.72,332.97,318.63,314.18,284.03,268.65,325.45,346.18,349.67,345.70,351.30,351.13,354.28,345.13,343.22,340.81,338.74,335.74,331.05,326.40,334.69,332.65,333.65,340.38,335.53,320.85,336.73,328.90,336.97,345.73,356.05,337.69,341.24,325.45,330.03,324.67,339.79,315.73,341.18,342.37,336.71,326.56,343.63,342.08,329.27,333.91,338.08,337.66,346.12,357.32,349.42,363.36,350.84,349.19,344.72,345.66,339.98,334.80,340.41,327.39,338.92,341.17,347.55,347.47,352.34,348.84,356.34,356.00,350.44,354.40,352.19,337.81,344.89,336.10,332.23,343.52,337.40,330.75,321.79,326.41,291.46
2000-05-24 22:06:10.472000,L7,333.03,324.29,327.59,324.73,329.30,332.89,331.70,327.69,321.48,325.17,324.74,318.43,316.98,322.24,317.66,322.55,326.52,326.14,328.90,328.49,323.68,331.67,311.37,324.15,329.92,319.46,319.13,323.55,313.05,316.95,318.18,315.74,315.77,315.76,314.99,319.93,299.44,311.17,323.11,323.42,322.42,323.79,323.04,318.99,319.69,323.83,314.75,326.03,320.69,321.54,318.85,284.61,270.44,266.60,264.75,266.71,255.88,258.63,256.11,278.27,314.04,322.69,315.12,318.80,313.75,314.20,325.79,326.45,309.01,,293.03,170.78,162.29,209.65,,,,288.89,288.50,290.05,293.91,286.45,290.26,279.07,283.84,275.83,279.40,285.49,283.46,238.81,269.37,279.52,276.94,279.57,278.05,272.15,277.24,279.88,280.93,278.78,278.43,275.61,283.94,284.00,290.52,284.12,274.21,276.14,266.78,256.91,271.24,262.20,254.58,276.05,271.98,277.60,286.92,288.61,289.81,288.68,287.97,289.18,289.91,292.43,295.49,290.96,293.63,292.88,287.23,271.07,265.79,274.38,230.15,247.28
2000-07-27 22:05:24.302000,L7,350.89,339.31,382.55,350.53,355.81,346.66,354.17,354.83,352.14,342.29,349.81,344.24,339.13,342.07,342.62,341.85,341.06,348.20,347.09,353.23,350.19,352.63,351.92,348.06,349.93,336.64,353.27,355.29,345.69,342.04,352.49,360.42,351.23,350.83,349.37,350.03,345.99,347.90,353.48,351.67,348.57,350.56,349.63,352.08,356.58,352.83,353.45,361.07,361.07,354.03,344.47,317.78,295.61,313.55,299.32,299.59,300.45,293.89,285.42,328.36,365.90,339.11,333.89,351.83,348.08,344.02,346.57,343.84,347.26,350.77,336.70,337.34,336.06,333.04,321.21,151.06,332.44,327.81,325.75,322.23,323.72,316.28,315.06,315.59,324.05,323.97,335.30,341.88,347.53,317.30,320.65,334.99,316.92,325.11,323.77,312.69,334.71,321.39,381.38,329.75,346.52,345.21,344.52,334.18,330.56,351.05,341.94,329.23,318.25,336.36,316.52,330.13,336.93,329.94,348.77,336.18,351.86,345.26,328.89,330.52,164.44,219.23,218.32,206.75,199.30,327.94,337.14,330.17,351.83,307.14,314.89,301.71,247.85,284.12
2000-08-12 22:05:17.927000,L7,353.82,357.77,350.31,344.55,354.35,353.87,357.67,351.37,345.09,352.71,357.58,349.05,350.17,342.43,347.58,349.86,350.12,344.16,351.57,354.82,353.06,357.88,356.18,359.38,348.87,351.40,359.47,354.28,351.77,349.12,352.80,356.54,357.10,358.16,351.78,358.02,347.96,350.22,351.53,357.88,351.81,355.57,354.30,356.72,352.96,354.51,358.41,367.18,358.12,354.68,349.27,316.48,294.32,296.07,280.00,286.34,338.70,305.78,313.09,288.17,353.61,350.47,354.43,355.79,347.70,361.01,351.81,350.41,348.42,346.26,349.17,341.04,332.06,332.73,288.54,338.00,334.37,341.33,326.96,335.60,339.84,315.19,318.15,308.09,320.75,322.06,310.19,306.79,324.49,342.00,350.93,310.02,308.91,320.88,313.79,302.24,302.29,328.98,333.27,365.33,355.97,352.61,359.37,312.80,356.31,309.52,312.73,319.13,315.92,302.83,297.96,319.47,351.16,341.88,358.82,321.31,320.80,354.79,312.24,317.20,327.57,353.65,352.90,354.00,349.00,355.51,358.92,362.39,305.90,300.71,299.94,299.87,277.31,246.85
