dates,satname,nzd0029-0000,nzd0029-0001,nzd0029-0002,nzd0029-0003,nzd0029-0004,nzd0029-0005,nzd0029-0006,nzd0029-0007,nzd0029-0008,nzd0029-0009,nzd0029-0010,nzd0029-0011,nzd0029-0012,nzd0029-0013,nzd0029-0014,nzd0029-0015,nzd0029-0016,nzd0029-0017,nzd0029-0018,nzd0029-0019,nzd0029-0020,nzd0029-0021,nzd0029-0022,nzd0029-0023,nzd0029-0024,nzd0029-0025,nzd0029-0026,nzd0029-0027,nzd0029-0028,nzd0029-0029,nzd0029-0030,nzd0029-0031,nzd0029-0032,nzd0029-0033,nzd0029-0034,nzd0029-0035,nzd0029-0036,nzd0029-0037,nzd0029-0038,nzd0029-0039,nzd0029-0040,nzd0029-0041,nzd0029-0042,nzd0029-0043,nzd0029-0044,nzd0029-0045,nzd0029-0046,nzd0029-0047,nzd0029-0048,nzd0029-0049,nzd0029-0050,nzd0029-0051,nzd0029-0052,nzd0029-0053,nzd0029-0054,nzd0029-0055,nzd0029-0056,nzd0029-0057,nzd0029-0058,nzd0029-0059,nzd0029-0060,nzd0029-0061,nzd0029-0062,nzd0029-0063,nzd0029-0064,nzd0029-0065,nzd0029-0066,nzd0029-0067,nzd0029-0068,nzd0029-0069,nzd0029-0070,nzd0029-0071,nzd0029-0072,nzd0029-0073,nzd0029-0074,nzd0029-0075,nzd0029-0076,nzd0029-0077,nzd0029-0078,nzd0029-0079,nzd0029-0080,nzd0029-0081,nzd0029-0082,nzd0029-0083,nzd0029-0084,nzd0029-0085,nzd0029-0086,nzd0029-0087,nzd0029-0088,nzd0029-0089,nzd0029-0090,nzd0029-0091,nzd0029-0092,nzd0029-0093,nzd0029-0094,nzd0029-0095,nzd0029-0096,nzd0029-0097,nzd0029-0098,nzd0029-0099,nzd0029-0100,nzd0029-0101,nzd0029-0102,nzd0029-0103,nzd0029-0104,nzd0029-0105,nzd0029-0106,nzd0029-0107,nzd0029-0108,nzd0029-0109,nzd0029-0110,nzd0029-0111,nzd0029-0112,nzd0029-0113,nzd0029-0114,nzd0029-0115,nzd0029-0116,nzd0029-0117,nzd0029-0118,nzd0029-0119,nzd0029-0120,nzd0029-0121,nzd0029-0122,nzd0029-0123,nzd0029-0124,nzd0029-0125,nzd0029-0126,nzd0029-0127,nzd0029-0128,nzd0029-0129,nzd0029-0130,nzd0029-0131,nzd0029-0132,nzd0029-0133,nzd0029-0134,nzd0029-0135,nzd0029-0136,nzd0029-0137,nzd0029-0138,nzd0029-0139,nzd0029-0140,nzd0029-0141,nzd0029-0142,nzd0029-0143,nzd0029-0144,nzd0029-0145,nzd0029-0146,nzd0029-0147,nzd0029-0148,nzd0029-0149,nzd0029-0150,nzd0029-0151,nzd0029-0152,nzd0029-0153,nzd0029-0154,nzd0029-0155,nzd0029-0156,nzd0029-0157,nzd0029-0158,nzd0029-0159,nzd0029-0160,nzd0029-0161,nzd0029-0162,nzd0029-0163,nzd0029-0164,nzd0029-0165,nzd0029-0166,nzd0029-0167,nzd0029-0168,nzd0029-0169,nzd0029-0170,nzd0029-0171,nzd0029-0172,nzd0029-0173,nzd0029-0174,nzd0029-0175,nzd0029-0176,nzd0029-0177,nzd0029-0178
1999-10-04 22:10:38.131000,L7,487.55,497.00,438.78,399.33,367.48,384.84,333.53,374.91,325.24,331.68,342.58,535.08,541.85,508.01,518.68,511.72,512.32,507.23,520.53,515.86,521.42,515.85,510.22,499.08,484.64,485.15,490.91,484.75,488.06,495.76,544.37,515.44,527.87,538.23,549.40,516.50,506.13,386.90,488.33,491.11,473.49,542.37,528.02,554.98,490.68,498.16,495.36,492.37,499.64,550.83,530.18,517.20,532.59,527.49,495.34,532.91,538.07,500.54,495.15,494.16,483.28,476.70,471.20,518.51,364.45,343.95,494.06,509.39,501.65,518.79,512.53,525.49,403.91,335.02,366.77,487.47,481.44,488.52,482.75,367.04,502.51,522.73,522.94,522.15,487.33,518.94,489.78,327.56,313.85,315.62,316.59,300.70,323.82,300.68,303.27,297.27,350.20,326.28,337.22,313.63,304.27,335.09,353.80,350.95,349.64,334.76,329.42,327.31,327.66,309.68,329.74,347.34,341.16,472.96,441.02,469.16,443.51,255.61,269.42,302.64,274.56,456.59,449.77,434.99,415.61,404.21,282.35,252.00,301.45,308.67,335.10,297.30,466.32,470.04,324.33,315.10,540.46,481.04,490.98,291.44,271.50,459.98,457.01,457.42,291.65,313.46,322.19,325.96,336.79,329.11,341.51,353.58,349.55,336.50,492.74,475.25,516.47,503.23,531.63,321.25,332.15,310.88,293.42,280.91,278.20,298.23,310.75,373.58,397.51,436.97,444.90,452.66,437.17,340.13,536.98,526.65,535.72,420.00,411.42
2000-02-09 22:10:19.398000,L7,497.00,500.24,539.39,509.94,487.82,488.85,495.72,393.40,500.28,376.10,511.52,512.34,502.40,499.28,509.43,495.11,482.06,,,531.17,527.00,524.01,520.31,501.79,491.99,493.51,406.14,394.67,484.12,487.81,486.81,478.82,480.04,478.77,386.52,482.47,489.01,488.60,488.67,485.85,475.91,423.15,471.63,486.69,494.49,496.25,498.78,497.59,495.62,490.53,483.04,430.49,488.72,495.34,493.68,495.27,496.26,497.95,501.09,508.40,487.45,484.20,476.83,468.17,462.68,447.56,439.26,461.87,470.96,466.88,468.80,472.69,466.98,457.48,510.79,523.92,515.32,495.13,509.17,534.13,532.89,516.99,524.04,449.58,469.78,466.92,456.20,436.17,412.72,354.07,412.30,405.27,391.62,349.23,500.11,520.89,514.25,462.86,455.15,458.66,482.40,495.22,477.48,482.31,517.53,502.50,454.69,454.37,438.23,428.39,418.84,439.79,466.12,489.71,518.48,548.56,410.65,421.58,426.27,440.69,282.24,303.46,301.45,288.07,299.00,223.41,302.52,335.91,344.98,345.36,344.72,334.78,333.97,330.73,334.78,328.27,333.34,327.09,319.17,319.28,285.16,308.28,295.51,304.45,332.99,331.23,333.69,339.10,343.96,337.51,351.01,363.66,361.15,344.45,364.18,363.75,352.47,368.57,335.01,332.70,343.37,316.22,298.89,291.25,330.03,331.66,320.15,395.92,405.06,440.38,456.28,456.00,446.40,479.51,477.64,377.07,394.19,434.50,459.48
2000-03-28 22:10:07.233000,L7,493.87,500.78,445.54,398.35,379.21,385.07,367.35,380.52,335.42,540.14,531.01,531.68,520.98,537.04,388.23,404.02,406.35,400.46,405.06,408.32,404.76,407.13,370.41,379.19,381.05,384.02,361.28,383.86,384.54,406.43,396.21,382.14,400.50,381.80,378.61,385.39,383.97,389.52,383.64,402.20,374.91,383.11,374.36,365.85,379.77,388.53,399.77,387.57,386.93,385.93,375.54,372.65,385.81,388.79,385.08,401.49,378.44,379.17,433.55,424.66,421.98,417.14,373.04,374.88,363.94,342.09,391.77,368.97,414.18,407.92,413.85,388.19,404.04,333.42,377.34,343.37,333.12,387.68,396.78,370.42,354.34,363.94,363.32,364.66,374.41,363.67,348.91,326.41,310.81,313.69,357.12,505.61,490.27,495.31,302.71,340.70,353.95,356.22,342.89,325.54,340.01,358.84,356.68,376.37,346.76,357.42,330.88,326.91,334.43,305.13,334.56,347.26,341.22,322.34,347.74,370.84,341.46,265.66,268.47,298.63,275.59,298.59,290.95,278.30,274.74,215.15,296.64,324.26,335.45,335.68,315.98,323.36,323.85,321.93,325.21,314.19,317.32,311.58,307.40,314.41,270.72,254.10,270.07,301.82,323.13,316.11,328.27,333.71,341.28,329.11,347.67,356.36,353.74,335.71,352.84,354.38,340.27,353.21,326.52,321.59,507.13,505.23,508.91,501.62,276.61,295.85,304.80,275.27,393.28,432.42,446.36,450.04,436.05,333.57,391.57,366.51,401.78,421.75,459.99
2000-04-29 22:09:53.797000,L7,506.61,526.84,456.30,417.69,411.99,405.50,411.44,442.50,438.71,441.66,444.98,448.54,447.04,450.40,469.53,451.22,452.07,458.44,463.53,465.38,465.66,467.61,460.71,447.16,432.12,433.35,429.08,435.63,435.25,434.34,440.38,434.21,427.21,402.13,431.90,431.72,407.13,403.28,441.18,437.66,427.00,428.22,422.73,433.68,443.67,441.37,414.56,402.51,445.31,445.30,434.78,433.77,440.45,447.49,446.92,454.86,447.96,444.19,444.25,436.43,427.76,427.66,428.07,418.83,410.82,397.95,403.51,417.12,423.13,421.07,422.04,420.35,415.68,405.15,400.51,403.75,399.88,399.24,410.03,422.85,417.31,427.67,424.24,429.60,433.66,422.22,408.54,383.88,366.85,360.92,364.45,366.43,355.47,357.41,359.08,359.87,360.82,368.44,358.26,358.91,361.12,373.72,382.90,389.40,386.47,374.34,361.16,561.62,554.88,513.89,505.03,523.12,394.43,396.54,390.71,377.00,358.74,309.23,357.16,382.81,422.16,381.32,378.37,363.98,361.05,358.87,357.28,346.94,347.96,350.04,347.52,348.72,344.49,345.78,337.13,330.73,337.34,339.89,333.41,327.26,316.41,330.45,331.61,320.49,336.95,339.57,343.60,348.61,350.75,339.82,359.15,376.86,371.41,352.64,367.83,372.35,385.64,382.21,375.63,387.70,392.02,401.24,365.14,368.81,411.30,388.78,458.05,453.37,470.13,454.71,460.49,488.76,483.50,483.44,484.52,485.60,486.13,483.25,495.74
2000-05-15 22:09:42.527000,L7,502.20,521.00,452.06,412.34,384.17,391.26,387.03,398.85,362.77,370.27,379.31,398.61,402.30,398.89,439.48,406.30,396.52,373.68,458.01,408.51,417.83,411.04,391.10,384.27,382.75,385.57,363.43,388.47,387.77,407.38,430.62,430.12,315.85,398.51,384.53,387.87,396.46,396.21,389.15,406.11,381.61,381.62,374.64,367.08,382.68,395.44,399.88,392.24,394.60,384.99,377.64,369.93,390.81,381.39,389.17,408.74,375.46,381.21,394.52,385.79,421.61,416.43,374.37,405.53,372.62,349.43,393.43,369.89,490.55,427.61,362.16,384.91,384.48,327.86,326.55,344.58,339.80,392.78,403.24,372.95,366.78,364.18,369.07,368.88,381.06,368.91,360.51,335.18,,,,,291.70,310.78,314.79,314.46,348.86,359.26,347.90,327.27,310.65,346.01,364.99,381.12,356.99,357.59,322.71,334.51,335.83,318.13,320.58,348.83,357.09,362.57,340.17,315.07,264.97,265.02,269.32,297.98,276.64,299.40,296.92,278.15,284.04,355.98,344.14,330.37,335.34,338.48,337.32,333.65,329.25,335.58,466.74,471.00,319.86,315.76,329.75,301.77,274.12,256.29,274.64,292.14,292.30,323.02,479.34,476.95,480.79,325.38,345.09,356.83,358.10,337.06,351.71,355.42,346.60,355.33,331.90,323.85,336.36,309.44,296.95,283.25,283.64,304.77,317.56,378.31,401.75,434.74,447.03,451.05,437.27,336.40,396.20,371.93,391.26,429.61,413.57
2000-09-04 22:08:22.800000,L7,312.48,165.69,,526.10,494.03,480.14,468.85,478.76,387.34,391.23,384.33,342.49,273.59,195.76,,,,,,,272.90,453.02,501.99,532.73,517.85,521.01,509.55,503.89,554.49,230.90,213.64,,,480.45,283.61,179.49,195.31,332.74,497.30,401.68,,,,,,,,,,397.07,452.50,486.98,513.59,520.65,531.06,540.38,540.54,525.45,530.82,514.04,458.11,454.15,456.24,454.25,490.23,482.09,399.21,410.06,420.44,414.16,416.01,412.31,408.16,397.32,390.81,395.27,394.25,391.68,404.68,412.73,411.18,423.31,389.96,432.36,435.28,362.82,402.26,373.74,360.69,354.96,360.26,360.90,349.05,350.45,356.40,345.63,359.11,360.14,348.96,348.14,346.57,361.82,372.72,383.73,382.05,364.05,349.44,343.68,344.89,449.15,419.68,472.95,465.70,387.03,381.50,369.15,341.02,289.98,348.80,428.95,445.52,550.57,448.26,476.92,492.27,328.71,187.03,410.89,409.73,410.66,344.85,326.94,330.18,328.64,329.00,323.47,322.32,322.66,317.30,315.42,298.74,316.01,306.57,330.59,343.72,398.14,376.58,389.88,411.71,446.77,436.28,526.55,359.14,362.98,362.56,362.68,366.84,375.52,444.87,462.75,472.75,324.17,522.02,340.73,343.01,324.26,357.27,386.35,409.22,439.01,448.46,455.96,445.92,475.24,472.01,446.49,442.33,448.56,522.81
2000-09-20 22:08:03.348000,L7,507.29,528.83,537.77,492.49,,,,,,,483.39,492.39,483.19,483.76,497.57,486.30,488.16,486.06,494.42,501.82,500.11,501.19,491.65,485.04,469.09,471.01,470.47,437.50,470.23,477.56,476.38,473.33,464.90,458.08,458.15,464.84,470.26,473.63,470.29,471.15,460.58,461.51,460.40,472.30,475.49,471.10,474.91,470.48,479.29,473.49,435.34,466.42,478.04,489.24,481.92,485.21,447.00,474.95,475.94,468.61,456.25,455.84,455.46,448.31,446.75,434.28,444.31,455.63,462.95,456.98,450.51,449.61,443.67,435.48,433.77,433.87,430.87,436.64,453.43,455.18,455.31,457.79,456.69,462.07,459.36,447.08,430.43,415.30,402.12,400.84,401.33,400.56,381.91,385.19,396.41,398.10,397.65,402.71,399.93,383.36,386.27,383.61,452.93,472.08,470.82,467.53,462.40,469.04,475.13,450.42,472.81,501.02,500.73,499.85,488.86,488.80,491.43,507.59,491.66,493.72,315.76,404.05,414.10,401.15,395.53,384.49,436.26,406.10,393.76,394.93,382.99,424.20,433.96,439.12,450.60,442.69,432.36,445.85,434.67,444.01,441.67,452.93,456.44,448.74,446.39,378.54,512.91,357.81,287.75,353.49,373.57,401.36,554.09,464.85,,,416.42,422.76,440.17,552.10,502.79,512.71,512.01,516.01,563.58,473.97,478.41,510.59,508.97,448.42,512.23,530.04,477.46,518.14,523.67,518.85,513.16,520.63,541.96
2000-10-06 22:07:59.689000,L7,503.67,527.09,546.61,464.84,461.69,509.18,512.40,469.52,533.02,453.33,535.01,534.62,534.79,534.89,544.74,537.04,511.29,512.43,525.03,521.03,521.19,519.90,514.45,541.28,531.41,438.50,427.25,435.35,420.35,433.15,422.85,396.77,416.11,401.16,427.08,432.67,408.08,411.94,403.55,410.79,392.45,424.46,425.45,435.08,442.74,307.51,336.95,516.12,509.37,482.38,477.05,517.29,345.70,,443.11,449.14,386.98,390.56,443.23,525.59,497.01,413.35,257.34,231.05,235.98,184.75,552.73,495.25,470.02,427.83,421.13,483.18,419.35,489.12,399.38,414.78,406.56,410.13,356.72,414.77,338.45,311.11,325.55,430.29,396.84,391.90,351.24,342.78,325.56,329.04,351.20,364.60,286.53,301.10,294.62,310.18,309.51,353.74,,,488.27,513.99,486.98,456.15,377.93,365.17,535.98,547.52,496.38,324.85,329.34,367.95,342.18,319.77,383.95,367.02,322.09,287.24,329.08,310.63,274.28,304.47,302.69,351.66,347.04,323.47,489.74,477.70,411.99,189.16,415.23,466.21,362.03,348.28,349.24,342.13,343.59,340.05,339.68,518.29,459.91,445.85,532.21,354.87,434.69,409.06,387.27,519.90,514.78,534.62,404.88,217.65,342.77,,,,547.28,529.20,419.60,283.93,405.18,,393.92,375.28,299.26,295.58,227.62,348.04,471.45,382.04,346.76,276.94,263.70,288.83,272.76,270.83,311.81,428.58,463.09
2000-10-22 22:07:50.487000,L7,498.90,501.60,447.51,404.60,383.88,387.51,385.91,385.28,377.54,526.62,518.75,529.94,519.34,519.78,542.82,534.85,418.41,407.31,413.52,404.60,411.09,,330.57,397.80,387.89,,368.44,258.38,391.80,,,460.13,507.56,386.51,503.64,432.37,399.53,389.89,398.60,399.84,380.52,385.69,377.67,429.31,381.11,390.10,443.39,429.33,391.85,554.05,498.86,497.49,531.92,438.68,442.78,541.44,218.77,350.52,397.81,342.24,513.10,533.54,377.25,407.40,392.30,348.07,396.19,378.53,418.73,406.79,416.01,399.04,390.18,337.81,373.30,389.15,346.44,382.95,417.27,396.94,370.97,369.71,370.66,372.44,391.00,541.16,351.30,,,,,262.57,350.77,475.27,,437.19,472.54,505.86,516.77,468.47,419.00,332.60,360.61,376.56,378.08,350.89,328.04,354.85,332.74,325.41,354.48,376.96,393.87,387.69,396.35,379.45,296.97,293.84,270.07,292.36,274.04,299.81,290.84,289.71,364.10,,,336.78,346.89,187.07,212.51,236.29,206.29,221.64,252.24,549.39,247.86,537.14,456.90,449.07,281.46,290.57,239.40,233.99,250.15,257.60,284.75,262.26,363.88,364.15,365.57,383.01,372.97,339.50,,216.99,262.84,365.76,334.24,329.67,333.41,331.60,400.79,406.62,291.95,321.30,322.84,377.21,431.60,436.38,448.22,450.82,536.87,526.24,545.48,377.80,395.25,432.77,457.87
2000-11-07 22:07:53.532000,L7,411.41,414.56,445.17,540.45,507.82,393.93,503.89,506.17,502.92,498.48,495.75,500.48,496.24,500.11,463.46,503.02,507.55,453.76,516.89,525.12,528.47,512.83,515.46,535.51,430.86,432.54,421.17,434.52,405.14,494.42,529.95,532.53,,471.13,234.55,519.90,516.94,404.24,438.02,442.87,428.64,360.48,342.69,357.48,345.87,384.10,407.43,396.55,369.23,,310.24,361.45,353.93,400.15,443.69,455.06,455.35,454.74,437.02,432.86,431.24,410.33,402.06,352.59,378.72,359.82,437.85,485.78,514.20,219.59,,,455.98,437.78,393.52,422.82,,,,,,365.83,370.97,,266.54,283.59,520.08,,,,,233.88,243.31,390.13,447.52,493.35,406.70,513.66,373.10,358.94,,,,301.33,406.32,382.97,501.19,489.77,418.78,493.24,530.19,561.18,366.86,,,,,280.68,351.02,308.13,279.15,303.29,363.91,343.63,345.59,224.25,308.77,337.16,344.49,342.00,342.00,323.00,333.41,327.88,329.72,322.23,323.85,319.04,317.37,305.66,284.54,269.01,273.86,309.13,332.60,322.15,333.63,336.88,361.12,395.56,385.56,399.48,406.65,457.68,367.28,365.71,378.94,311.46,261.28,183.11,,,467.17,457.72,,,,,,,,,,,429.52,334.27,254.14,286.88,530.09
