dates,satname,nzd0475-0000,nzd0475-0001,nzd0475-0002,nzd0475-0003,nzd0475-0004,nzd0475-0005
1999-08-26 22:07:08.722000,L7,271.01,181.43,216.04,279.89,261.16,277.10
1999-10-13 22:07:12.582000,L7,266.58,264.59,247.42,278.68,306.28,310.11
1999-11-30 22:06:59.059000,L7,364.67,347.37,337.63,351.16,342.62,345.76
1999-12-16 22:07:09.748000,L7,314.47,299.07,300.17,308.66,307.13,296.61
2000-03-21 22:06:49.022000,L7,276.10,282.19,291.94,281.72,269.91,286.08
2000-05-08 22:06:20.956000,L7,250.69,280.80,292.10,286.08,176.73,165.41
2000-06-25 22:05:55.844000,L7,249.90,293.08,301.39,307.29,304.10,308.91
2000-07-27 22:05:24.302000,L7,264.84,327.17,340.51,326.80,304.16,335.88
2000-08-03 22:11:31.842000,L7,239.81,267.64,293.06,148.40,178.16,192.37
2000-08-12 22:05:17.927000,L7,281.96,298.63,311.09,314.16,319.27,311.56
2000-09-20 22:10:50.972000,L7,300.63,290.07,302.19,300.64,293.58,290.65
2000-12-18 22:04:37.758000,L7,325.36,332.89,329.92,329.62,336.35,322.82
2001-01-03 22:04:36.218000,L7,303.01,292.40,292.67,297.11,291.82,295.61
2001-02-20 22:04:36.568000,L7,316.27,286.31,298.37,303.23,286.53,294.38
2001-04-09 22:04:17.927000,L7,267.95,289.93,301.78,306.59,302.46,298.60
2001-06-28 22:03:32.813000,L7,,272.15,297.92,301.59,265.04,293.78
2001-07-14 22:03:33.580000,L7,252.52,273.46,294.74,295.68,289.45,278.52
2001-08-15 22:03:02.378000,L7,265.62,290.15,300.76,304.64,296.65,297.14
2001-11-03 22:02:34.745000,L7,,,382.04,393.71,383.48,389.94
2002-04-12 22:03:01.345000,L7,265.64,291.61,296.36,292.35,292.38,285.90
2002-05-14 22:02:55.455000,L7,168.41,283.12,288.36,283.10,267.41,238.75
2002-05-30 22:02:49.483000,L7,264.08,298.07,309.18,315.30,312.28,305.94
2002-06-15 22:02:43.613000,L7,228.67,277.93,291.79,285.19,270.91,250.93
2002-07-01 22:02:38.940000,L7,191.07,,171.53,292.25,266.72,239.46
2002-11-22 22:02:21.568000,L7,332.81,313.15,309.23,314.54,189.20,167.49
2002-12-08 22:02:27.564000,L7,292.09,285.62,288.93,294.67,287.26,289.72
2002-12-24 22:02:33.044000,L7,343.68,330.36,334.49,346.65,313.95,319.55
2003-08-13 21:51:08.818000,L5,312.82,305.30,315.65,315.38,315.11,310.60
2003-08-29 21:51:26.098000,L5,296.02,309.92,312.23,305.79,294.75,281.05
2003-09-14 21:51:42.461000,L5,304.11,295.68,302.83,301.93,302.46,297.66
2003-10-16 21:52:08.058000,L5,318.08,301.55,311.96,317.25,314.51,311.75
2003-11-17 21:52:33.290000,L5,314.20,298.73,305.34,301.39,297.29,301.82
2004-04-25 21:54:11.287000,L5,,172.66,228.29,287.44,299.72,293.52
2004-05-27 21:55:06.972000,L5,276.88,242.28,286.64,291.02,298.40,282.61
2004-06-12 21:55:35.599000,L5,278.99,258.89,289.08,291.38,296.81,281.52
2004-06-28 21:56:04.477000,L5,285.89,276.72,304.59,301.57,302.00,294.26
2004-07-30 21:56:51.838000,L5,326.31,314.60,326.67,327.68,330.17,323.52
2004-08-15 21:57:13.549000,L5,303.91,294.93,308.21,301.77,304.22,299.14
2004-10-18 21:58:47.729000,L5,329.08,308.34,314.31,316.63,312.42,305.09
2005-03-11 22:01:07.710000,L5,321.82,299.68,311.68,306.29,300.73,286.24
2005-04-12 22:01:18.889000,L5,305.07,293.63,302.19,302.46,301.59,284.62
2005-04-19 22:07:31.266000,L5,261.55,270.79,265.48,,,
2005-05-05 22:07:37.767000,L5,299.61,295.13,299.36,296.15,293.61,
2005-06-22 22:07:59.036000,L5,291.46,309.40,315.04,313.04,311.95,341.84
2005-07-08 22:08:03.465000,L5,,,,310.31,310.97,306.18
2005-10-05 22:02:17.195000,L5,335.38,312.36,321.22,320.71,314.84,316.24
2005-11-06 22:02:22.875000,L5,332.38,314.69,322.06,317.80,315.90,299.63
2006-02-26 22:04:59.098000,L5,340.31,323.60,321.27,318.52,323.21,314.37
2006-07-04 22:07:05.212000,L5,221.11,168.50,176.07,285.84,290.26,264.91
2006-07-27 22:13:34.900000,L5,252.95,298.50,309.04,307.93,424.44,
2006-08-05 22:07:31.136000,L5,311.13,305.74,304.11,308.33,302.79,292.26
2006-08-21 22:07:43.467000,L5,301.02,294.62,303.77,303.21,301.52,295.79
2006-10-24 22:08:26.357000,L5,,,,199.76,238.26,298.77
2006-12-11 22:08:52.184000,L5,356.29,332.87,336.92,336.63,333.75,328.59
2007-02-13 22:09:11.063000,L5,352.73,334.59,345.71,340.84,330.91,329.40
2007-09-09 22:07:21.190000,L5,318.92,301.18,313.29,310.58,311.25,303.21
2007-09-16 22:13:28.554000,L5,333.20,314.80,320.64,320.00,317.10,285.45
2008-02-16 22:04:45.714000,L5,311.02,298.41,306.29,301.70,303.69,307.95
2008-11-14 21:57:28.308000,L5,338.68,309.97,315.33,309.74,302.43,295.79
2008-11-14 21:57:52.281000,L5,340.27,310.81,316.50,311.33,303.68,297.23
2009-01-01 21:58:55.309000,L5,313.74,292.70,302.56,301.70,301.72,300.40
2009-01-17 21:59:20.568000,L5,306.02,291.80,300.88,294.09,291.67,297.59
2011-02-08 22:04:11.186000,L5,325.96,306.73,313.98,310.28,307.19,303.15
2011-03-12 22:04:07.249000,L5,305.43,288.04,296.83,291.41,284.30,288.04
2011-03-28 22:04:02.070000,L5,303.57,285.67,296.09,293.63,295.31,283.19
2013-05-11 22:22:18.973000,L8,274.60,279.74,297.30,273.73,273.36,273.53
2013-06-05 22:16:15.001000,L8,268.15,279.33,266.76,260.96,259.34,254.73
2013-06-28 22:22:20.943000,L8,269.94,290.56,301.28,276.23,277.42,292.34
2013-07-07 22:16:11.966000,L8,274.86,298.18,303.96,297.92,296.81,303.93
2013-07-07 22:16:35.929000,L8,274.48,297.96,303.93,297.99,296.90,304.10
2013-07-23 22:16:10.674000,L8,329.52,307.74,316.03,326.25,321.75,323.56
2013-07-23 22:16:34.633000,L8,329.53,308.46,316.50,328.45,323.30,324.54
2013-08-31 22:22:26.282000,L8,276.06,281.58,289.71,262.30,261.37,267.26
2013-09-25 22:16:04.975000,L8,301.15,282.01,289.71,270.95,289.13,277.52
2013-09-25 22:16:28.938000,L8,291.03,277.00,284.89,265.40,273.52,268.88
2013-10-02 22:22:16.506000,L8,340.28,334.06,339.36,340.33,325.86,325.96
2013-10-11 22:16:05.328000,L8,329.60,311.48,314.10,313.80,310.48,310.61
2013-10-11 22:16:29.291000,L8,328.27,308.19,313.67,313.82,309.98,311.11
2013-10-27 22:15:55.590000,L8,329.89,302.78,308.64,313.59,306.76,310.22
2013-10-27 22:16:19.549000,L8,329.96,302.82,308.64,313.69,306.71,310.29
2013-11-19 22:22:01.448000,L8,333.08,328.91,331.90,327.11,325.70,320.35
2013-12-21 22:21:51.057000,L8,322.72,297.47,305.43,316.63,268.76,175.16
2013-12-30 22:15:37.096000,L8,293.94,282.28,277.67,271.35,283.14,277.55
2013-12-30 22:16:01.055000,L8,293.61,281.61,277.48,271.31,282.65,278.04
2014-01-22 22:21:31.494000,L8,295.38,282.97,290.98,287.97,283.78,291.48
2014-02-23 22:21:08.076000,L8,339.48,296.58,305.40,304.62,303.05,306.00
2014-03-11 22:20:55.957000,L8,300.37,293.91,294.69,,260.48,282.51
2014-03-20 22:14:37.534000,L8,329.03,292.85,302.73,302.03,297.33,302.34
2014-03-20 22:15:01.497000,L8,304.32,286.42,295.92,267.70,265.68,294.62
2014-03-27 22:20:37.696000,L8,278.11,279.42,268.22,264.11,265.04,262.15
2014-05-23 22:13:42.455000,L8,261.95,217.25,193.01,266.37,257.31,231.78
2014-05-30 22:19:58.900000,L8,267.04,289.83,299.62,261.98,259.92,249.80
2014-07-01 22:20:10.138000,L8,271.28,285.87,297.08,259.41,254.59,215.51
2014-07-17 22:20:15.980000,L8,315.84,297.55,301.93,301.84,300.11,257.33
2014-08-11 22:14:15.733000,L8,344.55,338.58,330.72,348.04,330.09,337.39
2014-08-11 22:14:39.696000,L8,345.54,338.85,332.60,349.33,331.25,338.33
2014-08-27 22:14:17.177000,L8,271.12,258.98,270.72,255.99,251.78,214.53
2014-09-03 22:20:30.612000,L8,319.71,289.24,304.36,302.44,297.73,292.55
2014-09-19 22:20:30.514000,L8,305.46,284.17,295.12,265.35,268.19,250.02
2014-09-28 22:14:20.662000,L8,310.59,289.08,299.57,300.91,296.12,244.46
2014-09-28 22:14:44.621000,L8,303.85,283.49,292.67,258.23,257.21,226.56
2014-10-21 22:20:37.449000,L8,308.68,292.24,303.17,301.91,298.34,252.47
2014-11-06 22:20:37.163000,L8,318.21,287.61,296.54,297.79,262.49,224.92
2014-11-15 22:14:25.347000,L8,296.97,269.33,286.77,225.65,214.76,214.21
2014-11-22 22:20:33.645000,L8,348.03,328.16,330.23,327.98,320.08,326.12
2014-12-01 22:14:24.062000,L8,319.27,299.66,308.54,310.65,303.68,303.57
2015-01-02 22:14:14.716000,L8,361.63,334.10,308.78,308.30,306.10,302.33
2015-01-02 22:14:38.674000,L8,361.28,334.37,308.77,308.18,306.03,302.27
2015-01-18 22:14:12.454000,L8,303.73,290.21,295.68,299.40,297.39,305.70
2015-02-10 22:20:14.711000,L8,302.77,288.18,295.73,295.57,294.02,297.86
2015-02-19 22:14:01.458000,L8,353.69,290.04,300.02,300.99,297.20,304.13
2015-02-26 22:20:10.708000,L8,308.01,291.24,301.21,301.54,299.81,299.89
2015-03-07 22:13:53.954000,L8,338.31,320.41,316.23,316.36,496.13,415.45
2015-03-14 22:19:59.243000,L8,302.85,284.47,295.14,267.59,268.69,232.59
2015-04-15 22:19:46.550000,L8,284.86,272.41,287.01,265.57,263.67,229.56
2015-04-24 22:13:32.133000,L8,273.49,269.83,271.13,265.01,263.15,145.01
2015-05-01 22:19:36.381000,L8,294.84,275.64,288.97,269.37,265.75,233.16
2015-06-11 22:13:28.321000,L8,310.10,298.27,305.73,305.26,302.94,252.66
2015-06-11 22:13:52.284000,L8,286.44,293.55,300.89,300.14,300.14,233.41
2015-06-27 22:13:34.068000,L8,267.92,266.87,298.27,275.36,265.10,150.00
