dates,satname,nzd0506-0000,nzd0506-0001,nzd0506-0002,nzd0506-0003,nzd0506-0004,nzd0506-0005,nzd0506-0006,nzd0506-0007,nzd0506-0008,nzd0506-0009,nzd0506-0010,nzd0506-0011,nzd0506-0012,nzd0506-0013,nzd0506-0014,nzd0506-0015,nzd0506-0016,nzd0506-0017,nzd0506-0019,nzd0506-0020,nzd0506-0021,nzd0506-0022,nzd0506-0023,nzd0506-0024,nzd0506-0025,nzd0506-0026,nzd0506-0027,nzd0506-0028,nzd0506-0029,nzd0506-0030,nzd0506-0031,nzd0506-0032,nzd0506-0033,nzd0506-0034,nzd0506-0035,nzd0506-0036,nzd0506-0037,nzd0506-0038,nzd0506-0039,nzd0506-0040,nzd0506-0041,nzd0506-0042,nzd0506-0043,nzd0506-0044,nzd0506-0045,nzd0506-0018,nzd0506-0046
2004-06-12 21:55:59.429000,L5,,,,264.77,259.11,248.09,256.69,260.48,255.24,257.65,262.93,241.50,260.99,272.35,264.19,264.14,225.94,263.99,255.35,201.42,227.01,233.04,260.06,273.68,242.36,190.38,233.26,205.65,253.96,293.45,295.67,309.16,300.44,303.28,292.86,296.52,297.19,295.78,294.13,298.33,299.31,298.17,285.16,,,222.83,
2004-07-30 21:57:15.668000,L5,,,279.51,279.22,276.66,273.48,272.40,272.25,274.72,276.33,268.81,252.94,273.92,277.56,276.41,274.03,266.76,271.56,263.16,254.62,273.89,273.70,292.94,293.66,290.12,295.04,306.00,309.27,314.61,315.91,320.81,327.31,328.64,324.25,323.64,318.93,324.27,322.08,322.30,316.56,318.77,314.76,303.15,295.68,278.67,253.92,
2004-10-18 21:59:11.702000,L5,280.61,285.29,297.87,301.41,297.92,298.00,296.63,300.48,297.64,304.05,298.20,294.20,298.40,300.09,299.32,299.84,303.15,306.74,308.72,310.24,313.81,320.66,317.71,314.35,319.58,317.22,321.87,323.46,325.60,334.00,336.54,344.82,342.87,345.85,340.45,340.46,338.76,334.89,328.62,328.27,329.50,324.20,318.89,314.14,314.63,310.18,324.88
2005-01-22 22:00:50.292000,L5,326.80,280.72,288.12,288.81,302.11,301.13,299.54,301.77,307.23,307.98,307.71,294.48,298.23,298.15,299.13,295.02,296.20,300.84,317.61,318.62,321.66,326.70,329.40,327.17,316.89,317.16,316.10,320.37,324.70,325.01,328.43,343.50,348.27,345.25,345.11,344.54,343.27,342.40,332.00,325.85,324.52,322.19,318.99,320.25,317.02,314.03,323.02
2005-02-07 22:01:03.020000,L5,311.36,276.74,286.67,285.82,283.42,279.70,283.52,306.35,309.01,312.92,311.97,310.14,311.97,313.61,290.46,288.66,290.19,293.85,295.03,295.62,319.13,325.40,329.76,328.18,328.81,329.49,326.05,313.83,320.34,318.68,322.87,327.51,327.86,325.82,343.91,345.03,346.67,344.89,343.65,339.34,339.25,321.64,315.10,308.74,308.29,295.06,319.39
2005-03-11 22:01:31.683000,L5,298.08,292.63,302.54,296.30,299.60,295.59,296.96,298.03,303.43,308.06,309.86,303.35,306.56,301.37,303.66,298.93,301.30,304.63,303.91,303.55,310.31,316.31,321.43,317.75,320.77,317.22,318.39,323.00,325.01,329.34,330.27,334.90,335.31,335.28,338.39,340.92,338.75,340.68,335.15,333.38,326.58,323.85,319.58,317.23,313.85,306.59,334.08
2005-05-14 22:01:54.308000,L5,,,,256.33,255.10,260.27,256.57,263.45,259.75,256.82,263.47,249.97,261.82,265.24,257.96,154.36,,257.64,258.82,164.63,232.66,163.12,,,,,,,230.78,268.57,288.68,295.49,290.27,278.60,285.05,278.20,280.43,269.64,297.05,294.77,295.61,289.18,285.77,,,223.94,
2005-09-19 22:02:44.739000,L5,263.34,259.34,275.04,272.29,,,,,,,,249.91,264.51,284.17,279.49,261.89,262.46,271.87,274.96,269.67,280.33,288.18,296.36,285.96,292.59,283.78,245.24,279.88,282.34,210.29,,236.11,277.85,245.20,277.65,,,,,,,,,,,276.91,
2005-10-05 22:02:41.026000,L5,300.50,296.17,305.32,300.23,299.74,297.55,298.21,295.50,300.86,302.46,310.38,307.15,307.20,312.19,314.19,298.04,302.46,310.75,308.17,307.40,312.08,316.91,320.87,324.52,324.99,322.94,332.11,334.51,338.81,338.03,335.83,338.14,340.43,341.47,336.45,341.20,338.45,340.29,338.94,336.52,334.80,334.18,329.32,322.64,316.81,306.73,332.42
2006-02-26 22:05:22.928000,L5,285.98,284.05,291.61,294.23,291.25,291.81,288.84,303.82,311.63,314.56,317.18,312.22,312.85,312.90,306.34,293.67,292.48,307.03,305.80,303.24,320.90,325.93,330.38,328.07,326.98,324.81,326.81,319.85,321.81,325.00,327.30,330.37,332.64,330.42,346.10,347.29,345.35,350.55,342.67,338.96,336.36,331.71,313.42,309.04,313.93,301.69,333.38
2006-03-14 22:05:42.635000,L5,281.06,281.18,289.38,291.51,290.22,290.25,291.25,292.65,304.70,312.23,313.95,307.74,311.65,310.02,313.18,288.44,290.85,300.47,305.17,303.23,312.54,324.12,330.53,327.81,326.59,325.20,330.30,330.91,323.24,325.28,328.64,332.10,334.96,334.29,337.12,345.49,344.31,349.24,341.80,338.59,334.32,332.76,316.46,311.43,313.46,304.98,332.34
2006-04-15 22:06:18.610000,L5,,291.34,302.45,299.85,304.89,303.94,303.04,308.55,308.78,313.29,311.86,316.99,307.08,309.64,312.00,305.06,305.08,313.77,314.08,320.90,321.44,324.87,327.31,324.89,330.02,322.73,333.05,330.62,335.67,339.44,337.51,343.68,344.80,348.24,345.99,345.44,349.50,348.30,341.42,340.99,337.56,330.53,323.41,320.05,319.21,315.25,343.93
2006-11-25 22:09:07.763000,L5,340.38,289.79,307.11,308.16,310.31,305.59,308.80,305.78,307.48,303.01,302.32,299.07,298.51,301.00,300.04,301.95,303.32,318.59,323.60,321.34,324.65,318.84,319.25,316.10,319.10,317.09,323.29,321.06,340.05,342.03,350.38,347.67,355.99,351.98,351.29,346.58,337.50,338.32,336.91,330.10,328.68,326.09,316.77,325.29,329.62,317.33,345.59
2006-12-11 22:09:16.015000,L5,333.18,296.38,306.47,293.74,291.51,293.81,291.34,294.10,292.57,304.73,314.19,317.46,315.13,318.47,316.58,309.63,308.91,305.37,307.38,305.49,312.37,314.58,322.04,332.32,333.92,336.07,337.93,339.64,344.54,343.20,332.33,335.32,340.40,339.74,341.62,342.18,338.93,354.90,350.76,346.57,343.63,343.26,332.52,327.46,330.57,305.24,328.38
2008-11-14 21:57:52.281000,L5,354.30,293.29,299.59,304.16,305.35,302.56,300.82,304.00,299.82,303.07,305.33,302.60,304.51,305.41,308.05,304.25,302.24,314.74,318.84,316.26,318.33,318.83,318.14,321.64,322.99,325.63,325.88,336.89,338.40,340.03,343.32,344.75,346.90,348.29,345.78,336.92,337.73,337.90,335.10,331.78,324.38,324.20,331.78,326.73,328.07,318.27,344.33
2009-01-17 21:59:44.398000,L5,366.96,349.21,336.22,336.45,336.73,346.14,343.81,348.35,340.97,351.21,350.68,352.27,348.58,355.13,343.54,345.91,340.79,337.95,335.73,344.31,340.84,344.26,349.69,355.67,350.30,352.18,355.02,350.50,354.18,350.22,347.35,352.07,347.59,349.48,347.27,345.20,350.09,352.04,351.97,347.56,342.99,342.11,340.61,347.03,347.59,338.89,377.25
2010-02-05 22:05:29.575000,L5,312.88,306.82,304.84,306.22,303.67,304.28,301.88,304.89,306.13,314.85,316.72,314.78,315.50,317.05,317.23,313.75,310.12,314.46,316.21,313.70,319.28,320.78,326.06,329.25,326.40,326.84,327.83,334.21,338.83,328.05,329.71,333.69,334.92,336.74,332.90,331.34,336.48,339.89,337.26,332.61,329.38,329.43,327.05,323.52,316.47,312.09,337.05
2010-12-22 22:04:29.137000,L5,328.99,306.28,302.16,308.40,307.54,304.62,305.73,306.19,312.24,324.53,322.94,324.14,323.38,326.07,325.73,318.25,308.12,315.66,315.26,321.00,322.29,328.21,339.91,334.63,335.90,332.95,339.21,343.11,346.96,328.60,332.21,336.21,336.29,338.58,335.47,335.90,340.76,345.64,339.22,334.00,330.31,329.87,333.00,320.04,320.60,313.11,333.91
2011-02-08 22:04:35.159000,L5,279.74,281.02,292.52,302.41,302.37,301.63,299.20,294.84,301.20,298.92,286.69,286.41,291.65,283.01,282.57,278.20,289.61,301.52,316.20,309.14,306.23,317.13,313.01,307.58,303.18,302.88,304.32,297.99,301.84,320.70,326.40,331.38,331.97,332.27,334.49,292.97,224.03,217.42,181.23,,,,,,,303.46,
2011-03-12 22:04:31.079000,L5,362.12,348.61,342.48,340.77,334.26,335.25,337.83,335.24,335.07,345.60,347.41,344.41,345.58,350.35,343.29,341.23,341.83,343.73,347.73,354.79,359.87,362.09,363.40,355.23,355.75,358.20,361.82,365.98,376.33,378.12,384.19,386.23,378.49,375.68,377.45,372.25,378.80,378.96,369.22,364.04,360.23,358.49,349.72,343.43,338.42,341.60,356.91
2013-06-05 22:16:38.960000,L8,,,,,,243.51,250.41,248.26,248.44,257.45,254.71,252.32,251.58,258.06,251.98,,,,193.31,181.22,200.43,177.72,,149.39,183.78,178.52,180.70,177.06,243.70,270.47,275.15,281.10,277.39,279.09,279.78,266.37,281.87,285.68,271.61,286.63,271.43,276.46,,,,201.18,
2013-07-07 22:16:35.929000,L8,,,260.33,319.62,327.05,327.95,329.20,330.05,327.68,329.80,330.03,323.25,321.70,321.24,321.49,324.54,326.77,332.48,331.37,331.79,335.11,346.52,356.10,354.45,352.02,351.30,348.96,340.54,345.85,344.04,346.85,357.53,359.99,357.71,352.01,354.86,357.92,357.24,355.64,346.93,348.15,352.20,352.70,348.47,344.89,331.71,362.78
2013-07-23 22:16:34.633000,L8,,,277.04,329.44,328.09,328.22,322.73,324.92,329.26,328.22,335.99,326.64,323.65,326.86,331.28,334.31,343.41,353.74,354.83,351.79,343.94,355.12,348.06,345.36,339.87,331.43,340.44,342.85,517.43,496.15,479.86,472.57,469.65,447.57,469.14,481.03,486.34,517.83,377.73,364.83,360.56,351.61,344.72,344.62,324.57,358.15,321.99
2013-08-08 22:16:37.441000,L8,,,247.70,246.05,247.23,250.73,253.62,253.17,256.77,262.36,262.15,259.57,255.53,242.43,261.70,245.62,254.87,259.80,198.17,187.79,203.10,184.49,241.80,265.56,252.16,248.35,182.07,206.12,263.53,272.04,277.88,286.05,285.33,286.35,288.19,289.89,293.01,290.01,285.45,290.14,281.61,283.75,,,,205.14,
2013-09-25 22:16:28.938000,L8,274.57,306.69,317.62,314.14,311.78,312.07,307.38,305.50,304.51,309.51,309.34,310.71,309.99,307.95,305.52,307.30,314.30,313.63,316.16,319.58,327.30,323.23,329.39,323.78,320.45,327.45,328.44,334.52,337.17,331.26,330.98,336.02,339.06,337.16,339.55,338.77,335.25,329.32,331.92,327.04,326.76,329.80,331.57,330.69,326.96,313.31,338.55
2013-10-11 22:16:29.291000,L8,257.86,283.65,289.35,295.01,293.98,290.23,294.06,293.20,296.05,297.47,292.92,296.66,293.28,297.28,298.51,295.68,300.17,292.31,293.87,300.38,300.27,304.68,312.08,310.79,316.94,317.49,318.55,320.97,311.87,305.23,320.96,325.15,322.88,319.62,322.32,321.87,325.03,313.47,315.67,313.54,314.81,307.34,311.45,310.21,312.40,301.27,318.39
2013-10-27 22:16:19.549000,L8,309.13,312.50,313.05,314.45,314.54,306.66,304.14,305.76,311.06,317.77,317.75,305.13,295.85,298.50,311.98,272.44,275.40,279.60,282.83,280.37,292.35,293.21,292.11,283.86,279.42,284.80,290.48,338.63,332.18,332.62,332.42,344.06,337.78,332.61,339.83,337.56,330.85,337.49,337.61,323.96,329.83,339.84,335.76,343.17,335.17,280.21,337.85
2013-11-19 22:22:25.407000,L8,252.08,258.99,273.96,280.30,281.87,278.32,274.48,277.03,274.89,280.93,277.27,277.17,278.68,281.79,300.18,295.29,273.89,276.67,279.96,282.32,285.60,285.32,278.40,272.54,278.27,280.33,280.95,283.73,293.72,288.76,287.16,293.40,300.31,,,,,,,,,,,,,281.96,
2013-12-30 22:16:01.055000,L8,244.12,268.80,277.03,276.39,276.27,275.96,276.10,275.87,278.67,283.26,283.45,280.84,281.07,280.34,278.59,274.24,275.71,279.98,284.25,282.06,290.77,292.35,282.90,292.35,281.86,283.94,285.62,289.44,293.61,288.08,298.04,300.16,303.19,306.30,308.13,308.98,308.65,307.71,305.71,301.58,299.54,303.13,296.81,290.19,290.48,282.67,300.52
2014-02-23 22:21:32.043000,L8,227.68,260.36,269.40,273.12,270.66,272.52,269.91,271.93,274.15,278.71,276.25,275.28,271.33,271.70,273.44,267.28,266.21,272.62,276.45,277.44,279.92,280.12,284.04,280.89,275.14,273.75,278.51,284.88,283.58,283.03,286.36,291.90,293.91,298.16,302.21,300.92,305.88,301.25,297.03,296.45,293.24,296.55,289.03,282.77,283.11,275.54,296.35
2014-03-11 22:21:19.920000,L8,240.40,262.06,274.03,273.59,273.13,274.68,270.63,274.05,273.35,280.16,276.93,275.59,272.63,272.12,273.37,269.17,267.08,274.63,275.24,276.09,280.26,280.35,282.43,283.88,277.12,274.67,279.16,286.21,284.07,284.27,286.57,291.07,294.33,297.75,302.96,301.39,306.76,302.69,299.32,297.97,294.92,298.84,290.38,285.19,284.29,274.96,291.16
2014-03-20 22:15:01.497000,L8,256.31,261.55,270.52,273.92,271.75,274.19,272.20,272.76,273.32,278.78,277.08,275.93,274.74,275.60,274.16,269.96,265.62,272.46,275.73,275.57,278.43,279.65,284.65,282.24,277.79,272.51,279.11,284.44,286.64,284.26,285.91,290.49,296.24,300.12,302.98,301.05,306.38,303.81,301.52,301.24,295.92,299.25,289.57,284.57,282.04,275.32,227.35
2014-04-21 22:14:29.865000,L8,,244.50,269.12,266.84,273.08,269.34,270.81,269.62,270.51,276.94,274.44,271.09,267.07,272.16,271.21,263.88,265.24,267.98,275.45,274.33,278.68,279.94,280.68,277.54,275.09,273.39,278.73,287.05,286.89,285.21,289.72,295.49,297.94,297.89,302.58,302.02,307.39,307.16,302.98,302.48,297.37,301.67,289.78,285.31,279.74,271.44,290.41
2014-08-11 22:14:39.696000,L8,,245.23,324.70,314.24,317.92,314.71,309.96,309.95,310.40,315.44,312.60,310.09,311.28,319.01,316.49,312.46,322.98,325.18,327.24,323.78,335.57,344.14,348.95,342.11,345.96,353.92,342.83,354.43,353.01,357.84,365.33,365.68,376.45,375.77,369.78,368.70,366.12,366.89,363.76,360.76,360.35,350.21,333.74,320.48,321.65,324.30,326.99
2014-09-28 22:14:44.621000,L8,283.52,357.89,471.39,509.49,490.39,444.53,471.87,467.26,459.13,481.13,441.75,323.74,325.14,327.43,329.79,339.87,340.93,344.58,351.17,440.16,460.45,469.60,466.45,382.91,374.14,364.56,361.29,366.04,499.15,503.04,474.76,494.91,399.33,397.19,385.44,383.63,383.22,379.66,374.22,370.11,368.56,376.66,375.76,365.44,349.65,345.16,356.03
2014-11-15 22:14:49.314000,L8,237.60,266.64,272.01,271.89,266.92,269.71,268.49,273.50,271.20,280.23,278.16,275.45,284.96,276.57,278.63,273.34,273.49,269.72,281.08,278.76,287.54,290.27,293.55,290.62,282.05,281.24,288.67,294.69,300.26,292.82,296.09,300.42,304.31,307.91,311.16,312.18,314.06,311.13,308.61,305.20,303.23,303.96,292.57,284.13,269.56,279.29,278.45
2015-01-02 22:14:38.674000,L8,240.02,271.07,272.81,269.43,267.43,265.21,263.74,264.03,266.94,270.41,273.32,270.74,269.68,271.50,272.03,267.85,272.55,279.18,280.44,281.15,282.26,288.13,291.05,286.97,283.00,277.42,280.27,287.99,292.92,289.43,290.82,295.88,299.96,304.68,307.40,308.03,308.20,309.13,306.39,303.06,301.11,299.61,288.69,277.41,264.82,279.76,276.01
2015-02-10 22:20:38.674000,L8,,236.57,244.17,240.58,244.40,243.58,242.51,245.79,244.25,248.97,248.53,244.91,245.22,245.62,245.64,205.06,252.38,256.93,197.43,240.55,211.35,220.39,249.53,262.55,229.39,245.72,218.66,229.71,236.58,249.21,259.97,268.51,269.65,263.65,225.52,248.66,237.57,282.67,263.10,271.42,,,,,,243.37,
2015-06-27 22:13:58.027000,L8,,,245.74,292.17,300.91,289.10,291.23,288.30,283.08,280.67,276.80,273.98,268.30,276.47,278.38,273.80,281.92,286.36,293.98,290.00,295.75,309.35,319.46,304.98,309.87,311.34,302.62,338.48,337.37,326.93,329.63,335.59,344.12,342.82,343.81,348.90,348.12,347.18,342.79,335.58,335.29,333.31,327.81,324.98,294.42,287.34,316.13
2015-07-29 22:14:13.585000,L8,471.71,479.35,462.65,443.21,423.55,427.21,409.45,459.36,467.16,475.10,457.83,359.10,362.80,356.84,395.47,424.48,406.63,480.56,462.96,451.48,464.76,475.66,420.30,442.88,438.41,427.12,424.34,376.49,395.27,457.56,443.96,475.83,469.34,367.46,510.44,517.58,445.68,501.89,363.38,355.99,358.67,365.19,368.39,372.07,370.76,477.26,391.05
2015-10-17 22:14:38.194000,L8,236.32,260.17,268.22,265.32,265.70,264.94,263.95,265.58,267.24,287.43,136.17,,,,,,,198.10,304.47,295.62,304.30,278.20,303.16,278.85,278.31,274.06,273.59,275.19,280.64,298.14,314.87,321.77,322.01,317.36,310.35,322.92,323.35,311.11,312.35,307.47,312.49,301.67,287.86,276.73,267.98,233.00,279.79
2015-11-18 22:14:44.822000,L8,348.29,327.92,343.43,332.49,340.32,331.86,325.07,319.48,310.82,309.63,296.61,293.78,294.39,296.39,301.33,301.76,304.44,305.56,309.90,315.98,323.66,323.77,334.51,325.45,320.37,313.15,307.56,314.98,316.16,321.41,328.58,332.02,330.19,321.95,322.56,331.72,325.84,345.27,338.15,333.01,334.56,338.60,332.64,325.87,322.10,311.24,337.39
2016-01-05 22:14:40.992000,L8,232.03,257.54,262.92,261.22,263.37,261.69,260.45,261.42,256.87,254.55,250.89,246.05,244.89,244.88,244.71,247.48,253.68,259.01,265.02,265.87,267.40,270.09,277.59,276.48,272.33,272.12,271.19,274.02,276.89,281.08,292.42,299.39,296.09,288.54,290.28,293.99,298.04,304.16,307.18,301.01,299.25,298.46,288.40,276.43,267.96,261.10,281.88
2016-04-26 22:14:08.933000,L8,,228.28,262.65,263.50,262.13,264.50,260.99,260.70,258.35,251.18,248.80,244.18,247.02,247.51,242.94,244.88,249.06,256.81,265.86,266.73,267.18,265.63,278.78,277.00,265.51,271.78,273.94,271.50,275.55,283.32,289.13,303.31,300.78,287.56,289.47,292.44,298.55,306.60,308.30,304.82,301.79,297.58,288.19,275.81,271.24,259.00,281.04
2016-05-12 22:14:08.416000,L8,457.07,453.28,,415.41,426.03,416.04,501.49,442.87,475.52,426.36,448.10,455.38,476.08,451.91,419.28,,396.52,389.75,368.38,350.53,337.10,358.83,384.48,374.94,366.99,409.65,410.46,349.09,457.55,507.64,511.81,497.95,515.48,493.53,412.23,427.21,475.61,495.94,484.09,475.60,407.80,432.60,414.05,419.98,461.17,376.41,360.09
2016-07-15 22:14:34.059000,L8,242.61,253.00,270.79,311.29,314.90,332.19,327.43,291.08,317.40,293.97,315.91,320.91,314.23,307.37,307.35,303.13,308.37,304.74,304.91,468.28,444.90,442.43,456.35,439.78,446.52,450.44,445.50,314.64,315.02,309.67,318.35,327.10,321.56,316.13,318.82,325.43,325.59,317.69,330.62,335.63,324.56,304.65,292.46,285.27,271.38,304.12,283.93
2016-08-16 22:14:41.427000,L8,,245.77,266.06,273.46,262.72,270.37,265.51,261.47,257.10,259.72,258.92,245.88,245.30,251.12,251.67,253.43,248.72,252.40,265.73,273.05,274.73,269.87,283.15,279.26,274.50,275.39,274.71,272.66,276.46,315.78,294.68,324.14,323.18,320.33,323.82,326.07,324.54,330.84,329.63,310.67,313.86,313.19,309.09,305.50,159.45,260.20,291.92
2017-01-23 22:14:43.048000,L8,234.24,260.61,263.06,262.80,261.78,259.98,263.92,260.97,261.62,252.70,254.52,250.27,251.11,249.51,251.68,250.14,253.26,262.59,263.42,266.98,267.16,266.12,277.92,283.45,274.98,273.48,275.40,275.29,277.83,282.52,283.14,287.19,285.89,285.35,287.02,290.78,294.08,297.30,298.89,302.76,300.15,299.69,294.42,286.21,276.99,261.97,286.54
2017-02-08 22:14:34.654000,L8,233.38,258.12,261.06,260.55,262.00,257.77,262.20,261.31,263.76,254.73,253.10,247.04,250.30,250.04,251.55,251.69,252.55,263.16,263.47,264.95,266.91,265.16,275.58,279.95,273.32,271.88,274.09,273.85,275.96,280.94,280.28,284.73,282.27,282.95,288.74,287.95,293.17,295.62,297.51,299.89,298.14,298.77,292.49,284.85,273.49,259.20,216.85
2017-02-15 22:20:43.526000,L8,237.73,260.14,266.13,266.59,277.38,278.51,300.06,282.23,277.84,251.45,249.47,257.65,259.26,271.63,273.03,269.92,278.35,282.11,311.57,303.96,274.14,313.95,312.71,319.22,314.88,316.32,314.75,320.59,280.70,282.91,284.69,335.23,289.45,289.85,299.16,299.73,307.77,331.10,331.86,329.66,329.31,306.80,303.51,299.41,289.97,266.98,300.01
2017-04-04 22:20:20.280000,L8,483.38,381.24,267.97,266.94,263.20,281.32,267.02,284.43,343.03,201.73,397.24,344.87,288.08,258.08,255.56,254.51,261.23,266.57,300.73,266.37,271.24,271.00,278.17,282.83,275.08,306.16,316.26,276.16,276.69,282.15,283.54,289.51,287.67,285.13,286.80,289.87,298.99,300.49,304.20,304.35,302.02,301.04,295.60,289.84,273.91,274.80,287.70
2017-04-20 22:20:11.117000,L8,,233.71,262.22,259.17,261.44,258.62,259.64,261.84,257.89,251.15,248.49,245.23,247.70,246.80,252.90,247.39,250.37,258.49,260.51,262.14,263.46,264.02,271.71,272.53,267.61,270.33,275.86,272.94,274.78,282.22,282.35,290.07,286.17,281.44,285.60,286.65,295.01,297.81,301.50,303.89,299.28,300.47,291.61,288.07,272.09,256.89,284.34
2017-07-02 22:14:23.696000,L8,258.22,247.20,252.04,261.37,260.87,260.84,262.29,261.63,254.62,255.11,260.10,252.20,254.27,253.98,262.28,252.86,247.83,261.94,254.96,254.89,244.69,,,,237.12,191.99,152.68,211.07,269.63,289.55,285.36,290.32,288.35,290.35,289.20,290.32,300.22,303.94,284.93,289.43,212.73,201.72,170.33,167.93,155.59,258.93,
2017-08-03 22:14:35.682000,L8,,,263.94,263.20,261.06,261.47,260.27,258.44,256.01,252.15,258.61,249.97,251.18,251.49,261.04,248.61,249.67,257.90,261.35,262.00,263.94,265.70,277.26,274.13,271.45,269.91,284.01,276.91,277.13,287.14,285.48,321.22,294.20,292.58,291.79,295.63,307.98,307.64,324.57,329.11,325.17,306.74,301.45,292.19,277.23,255.47,289.42
2017-12-25 22:14:47.702000,L8,237.18,259.21,263.34,261.86,262.15,261.77,261.86,261.81,256.93,251.39,250.13,247.41,248.74,246.93,251.39,249.76,249.93,261.06,265.27,266.16,265.14,266.98,274.74,280.86,274.06,271.22,277.22,280.49,280.47,282.25,284.33,288.23,290.76,290.88,291.46,295.76,297.98,300.99,304.28,303.03,303.36,301.04,295.86,289.76,280.92,262.82,291.51
2018-02-11 22:14:26.201000,L8,229.96,257.34,262.64,260.05,262.43,260.05,261.22,263.22,260.71,249.16,252.54,247.18,250.62,245.97,248.65,246.90,250.51,259.22,263.01,265.62,265.29,266.22,272.81,278.38,271.77,271.22,276.35,274.30,277.42,281.15,283.59,287.71,287.90,286.89,289.16,291.93,293.74,297.29,297.38,297.62,298.49,296.21,284.48,279.92,274.21,259.57,287.83
