dates,satname,nzd0312-0000,nzd0312-0001,nzd0312-0002,nzd0312-0003,nzd0312-0004,nzd0312-0005,nzd0312-0006,nzd0312-0007,nzd0312-0008,nzd0312-0009,nzd0312-0010,nzd0312-0011,nzd0312-0012,nzd0312-0013,nzd0312-0014,nzd0312-0015,nzd0312-0016,nzd0312-0017,nzd0312-0018,nzd0312-0019,nzd0312-0020,nzd0312-0021,nzd0312-0022,nzd0312-0023,nzd0312-0024,nzd0312-0025,nzd0312-0026,nzd0312-0027,nzd0312-0028,nzd0312-0029,nzd0312-0030,nzd0312-0031,nzd0312-0032,nzd0312-0033,nzd0312-0034,nzd0312-0035,nzd0312-0036,nzd0312-0037,nzd0312-0038,nzd0312-0039,nzd0312-0040,nzd0312-0041,nzd0312-0042,nzd0312-0043,nzd0312-0044,nzd0312-0045,nzd0312-0046,nzd0312-0047,nzd0312-0048,nzd0312-0049,nzd0312-0050,nzd0312-0051,nzd0312-0052,nzd0312-0053,nzd0312-0054,nzd0312-0055,nzd0312-0056,nzd0312-0057,nzd0312-0058,nzd0312-0059,nzd0312-0060,nzd0312-0061,nzd0312-0062,nzd0312-0063,nzd0312-0064,nzd0312-0065,nzd0312-0066,nzd0312-0067,nzd0312-0068,nzd0312-0072,nzd0312-0073,nzd0312-0074,nzd0312-0088,nzd0312-0089,nzd0312-0090,nzd0312-0091,nzd0312-0092,nzd0312-0093,nzd0312-0094,nzd0312-0095,nzd0312-0096,nzd0312-0097,nzd0312-0098,nzd0312-0099,nzd0312-0100,nzd0312-0101,nzd0312-0102,nzd0312-0103,nzd0312-0104,nzd0312-0105,nzd0312-0106,nzd0312-0107,nzd0312-0108,nzd0312-0109,nzd0312-0110,nzd0312-0111,nzd0312-0112,nzd0312-0124,nzd0312-0125,nzd0312-0126,nzd0312-0127,nzd0312-0128,nzd0312-0129,nzd0312-0130,nzd0312-0131,nzd0312-0132,nzd0312-0069,nzd0312-0070,nzd0312-0071,nzd0312-0075,nzd0312-0076,nzd0312-0077,nzd0312-0078,nzd0312-0079,nzd0312-0080,nzd0312-0081,nzd0312-0082,nzd0312-0083,nzd0312-0084,nzd0312-0085,nzd0312-0086,nzd0312-0087,nzd0312-0113,nzd0312-0114,nzd0312-0115,nzd0312-0116,nzd0312-0117,nzd0312-0118,nzd0312-0119,nzd0312-0120,nzd0312-0121,nzd0312-0122,nzd0312-0123,nzd0312-0133,nzd0312-0134,nzd0312-0135,nzd0312-0136
2000-07-13 21:52:07.753000,L7,,,509.21,434.13,447.08,391.40,420.20,425.63,440.66,471.38,475.03,192.30,250.02,301.82,253.28,207.12,429.93,447.86,426.05,422.97,425.41,382.15,434.54,460.97,494.55,522.31,498.06,512.99,533.56,346.89,352.16,349.20,357.28,377.52,385.26,390.32,414.36,386.17,388.72,322.00,355.66,401.76,288.53,402.40,508.14,510.00,508.47,523.96,512.99,485.04,506.71,497.84,464.32,471.17,469.77,472.24,482.37,471.94,436.68,439.50,472.02,479.80,479.29,487.27,493.66,493.17,487.14,523.35,477.89,424.34,378.58,481.54,357.04,345.66,357.93,349.44,354.17,365.93,372.88,382.59,391.22,390.48,389.41,385.96,387.17,385.26,376.64,380.32,375.62,386.89,378.00,337.36,322.77,329.74,324.18,329.33,324.63,383.06,424.92,385.07,401.13,416.72,401.56,398.53,409.91,425.51,497.97,235.68,,379.89,493.58,,,438.34,469.33,476.79,479.66,486.78,494.36,501.93,482.37,345.14,328.05,329.18,350.24,358.70,373.58,389.77,408.07,395.33,358.71,226.46,404.16,416.78,402.44,405.38,463.06
2000-07-29 21:51:50.349000,L7,447.03,459.48,399.74,463.25,498.36,230.34,156.49,472.64,507.97,512.74,514.63,513.34,320.89,441.72,448.72,448.76,490.93,481.36,483.09,446.17,448.42,511.29,419.78,410.22,414.75,482.37,530.24,487.79,512.51,502.40,507.72,469.92,472.05,474.92,480.13,417.54,405.45,408.11,406.83,346.23,392.14,423.31,434.90,524.54,508.60,263.64,266.03,262.56,244.93,204.38,,,,,463.54,435.80,440.05,454.87,450.38,447.39,,167.73,223.80,238.13,258.76,292.21,263.81,497.89,502.16,395.35,460.43,477.51,509.73,507.16,468.35,383.30,403.64,406.10,400.36,445.02,492.21,504.99,262.23,196.28,498.12,501.15,466.50,465.47,470.83,,454.73,435.52,466.01,467.14,487.30,447.29,440.90,391.61,448.36,391.66,514.03,522.36,514.54,414.81,421.25,440.64,507.75,521.33,497.81,460.30,451.21,445.98,428.18,454.27,455.48,453.41,454.69,452.49,462.73,465.30,512.11,517.71,465.62,434.71,,,,,,,,529.33,309.76,416.34,417.41,516.77,
2000-08-07 21:45:32.940000,L7,349.64,349.94,509.53,454.31,421.22,337.27,367.75,465.89,446.45,462.78,512.89,343.01,521.37,493.59,495.80,498.25,446.45,435.75,425.77,383.61,386.04,377.74,359.45,255.52,448.16,461.61,461.35,460.79,458.44,371.30,510.93,492.48,470.54,479.28,481.88,494.21,512.99,493.02,502.89,528.57,500.80,371.42,360.12,406.84,420.84,485.66,479.35,475.81,470.49,466.96,465.08,456.25,479.83,443.65,439.95,438.76,467.69,455.13,441.71,443.07,454.34,464.43,419.67,364.34,402.50,395.34,314.28,314.53,321.64,325.37,449.96,349.81,435.86,485.29,433.47,509.67,431.51,433.79,424.29,473.27,505.11,489.74,449.86,422.61,460.16,504.57,517.30,468.12,504.26,430.97,532.38,479.53,438.85,438.64,320.24,325.05,335.79,485.18,514.37,472.64,520.64,422.52,417.50,403.23,410.26,423.31,351.40,350.61,295.20,301.43,325.53,342.47,403.91,420.98,416.38,532.67,467.04,471.94,418.67,462.45,456.41,443.76,333.36,401.33,439.08,524.10,,524.63,385.99,398.59,384.26,522.93,523.22,430.70,390.08,384.36,369.87
2000-08-14 21:51:44.223000,L7,429.71,481.23,443.89,421.99,439.65,520.60,398.53,486.77,507.16,419.97,350.19,489.67,450.33,462.16,481.70,467.36,466.84,467.81,472.71,506.93,507.94,503.26,457.30,453.84,416.90,411.94,410.62,416.39,296.21,285.45,248.77,281.16,443.27,448.05,454.30,459.48,495.86,508.26,272.38,333.00,301.14,219.13,242.34,250.58,306.72,282.71,268.71,277.14,265.55,208.98,255.30,216.40,258.70,272.88,241.94,286.73,293.12,260.39,284.34,288.82,161.68,277.56,261.98,263.73,280.58,279.67,309.79,281.55,307.76,323.85,349.90,344.89,503.89,501.90,501.42,500.31,495.25,493.82,496.15,485.83,457.84,453.88,476.78,,,,436.07,457.65,481.20,522.63,498.82,460.40,458.87,429.25,328.27,476.85,475.99,402.59,443.15,443.98,488.75,420.66,417.15,410.33,416.14,423.10,312.22,239.41,297.92,474.64,458.89,469.95,471.94,475.11,485.86,475.01,478.84,470.13,472.57,421.46,522.94,510.66,458.71,461.86,491.24,494.28,497.86,458.35,460.16,461.45,392.38,373.37,406.44,412.26,398.25,386.14,372.44
2000-09-15 21:51:13.624000,L7,246.76,246.20,224.36,201.72,,235.10,184.27,221.69,264.14,171.86,286.03,272.56,305.55,328.15,323.57,320.56,320.45,289.43,281.71,280.91,280.52,267.81,245.31,217.30,202.20,187.81,532.51,539.27,502.84,,,,511.41,518.71,518.69,528.33,529.80,,,,,,,,429.09,481.04,453.20,439.30,437.10,427.48,,527.96,509.04,512.04,454.10,440.46,448.70,419.73,496.09,495.67,514.74,512.33,521.26,488.96,159.43,173.90,181.03,205.27,224.42,277.13,280.31,278.49,282.35,270.04,267.14,297.05,293.83,310.40,325.77,337.42,348.87,345.54,359.51,361.40,352.31,346.86,405.76,,494.85,377.84,342.77,312.13,263.62,278.29,270.94,295.64,313.43,,425.45,425.43,,260.96,246.58,438.98,473.15,485.59,228.40,236.51,262.82,270.40,270.00,279.43,266.39,269.92,259.00,273.03,268.91,313.81,307.87,300.36,318.84,297.10,326.17,349.46,399.66,359.77,317.78,179.56,,,,422.39,353.19,480.29,513.48,488.43,500.20
2000-10-26 21:44:46.815000,L7,419.96,413.54,442.50,450.80,,,,,476.81,434.54,425.94,387.03,449.57,492.87,465.32,488.72,436.72,498.54,464.45,450.52,441.25,422.77,416.23,430.19,430.29,431.59,443.93,439.98,421.76,509.25,486.18,507.38,521.75,477.97,454.94,482.82,484.07,481.85,483.78,491.26,515.32,519.63,,492.62,424.89,501.99,246.21,257.19,180.83,248.47,,266.25,332.51,511.75,516.38,499.13,520.16,512.70,508.66,496.28,,141.52,486.19,517.30,513.60,,,516.32,523.22,486.41,478.69,434.99,487.49,485.70,484.54,390.94,399.33,460.26,468.29,476.22,525.57,485.77,490.81,,,,529.80,469.80,459.98,476.98,496.10,503.43,488.08,472.97,462.15,462.91,490.00,,253.32,485.60,416.88,481.89,330.78,473.67,452.95,391.34,475.22,405.99,452.53,456.98,452.24,490.49,429.91,522.08,517.93,529.86,521.30,445.93,490.18,475.07,504.34,491.69,504.36,418.55,413.85,337.11,361.25,446.30,521.34,530.38,,,,,493.08,234.69,394.73
2000-12-04 21:50:58.069000,L7,359.13,440.72,447.80,439.01,317.69,305.64,300.62,406.96,460.74,463.54,431.64,437.78,412.83,344.65,346.44,348.56,347.82,350.25,343.10,333.11,314.14,317.12,534.90,472.71,518.56,341.54,226.49,204.24,272.62,275.47,266.29,302.96,317.74,317.92,,423.36,326.63,516.08,532.96,380.78,415.03,407.17,362.48,352.39,274.43,274.58,358.54,349.75,254.32,317.60,336.76,279.70,336.07,259.91,268.94,299.49,332.09,333.52,325.18,243.05,254.09,226.33,213.20,181.36,442.17,444.70,460.31,449.33,444.28,461.96,405.87,444.50,472.51,490.02,472.80,481.53,521.72,,,464.58,481.28,474.54,454.76,378.45,426.73,502.50,493.38,436.62,522.35,484.14,375.50,462.17,462.31,456.26,410.65,391.66,367.32,519.20,340.08,340.68,173.49,370.36,373.31,373.99,459.68,497.83,487.23,473.84,482.30,437.66,343.61,491.14,398.81,405.19,443.51,522.33,514.83,368.65,362.72,358.71,443.52,520.71,481.21,419.81,473.29,247.95,301.86,507.06,521.34,510.45,520.35,495.20,498.28,414.70,408.48,453.51,434.54
2000-12-13 21:44:52.270000,L7,359.24,340.29,328.00,430.31,441.68,422.97,415.30,372.52,364.25,478.78,444.26,442.50,366.83,441.04,515.16,381.07,369.83,337.83,456.94,527.57,453.44,517.21,320.31,309.12,318.89,329.52,502.00,531.04,515.85,467.45,303.26,311.52,472.37,491.86,525.58,515.55,212.47,226.11,364.23,384.91,395.80,401.24,402.72,305.04,286.09,256.72,383.66,502.44,244.57,319.09,363.83,308.71,399.87,309.62,349.15,306.20,356.96,269.98,315.92,350.96,356.71,512.08,312.82,400.42,385.25,408.58,324.76,334.39,338.55,374.96,524.10,525.67,375.68,372.00,366.03,496.95,519.83,510.31,523.86,500.82,485.07,520.37,532.52,514.69,415.63,420.93,494.50,504.11,528.04,416.77,371.13,403.26,456.07,449.77,428.96,438.47,468.30,489.64,517.62,485.95,506.01,525.20,513.96,444.95,435.35,437.57,328.82,364.35,372.00,517.74,494.70,382.50,400.15,417.62,527.11,415.15,404.14,398.97,493.50,444.87,417.09,408.59,483.89,416.59,472.60,226.03,330.21,338.57,332.49,341.34,215.46,506.83,496.41,437.40,452.57,460.97,472.68
2001-01-05 21:51:04.492000,L7,498.86,480.59,466.51,450.34,347.44,352.60,353.62,342.29,341.16,339.03,350.50,358.23,357.75,378.84,386.56,389.53,449.23,431.11,518.94,496.21,388.34,386.32,391.61,384.22,309.57,294.45,312.24,386.80,390.77,394.95,393.93,400.67,397.61,401.96,411.85,515.10,376.52,328.94,315.34,311.43,314.91,310.51,327.90,327.99,214.94,269.68,260.79,264.92,243.81,200.92,341.36,362.24,359.33,356.08,335.68,324.83,340.26,346.39,341.32,343.13,340.49,357.80,419.20,411.03,429.86,473.87,359.84,366.69,378.99,443.52,445.10,467.70,482.71,509.84,414.89,319.46,295.05,340.33,346.60,518.26,414.93,418.30,414.60,416.87,406.91,403.58,412.20,410.96,415.59,424.29,422.28,402.28,350.21,357.76,366.01,366.15,362.73,389.06,388.28,396.93,413.71,421.56,421.39,419.62,425.42,439.33,370.53,434.92,429.17,420.95,421.45,414.45,410.23,416.64,432.67,453.51,,486.76,490.33,494.10,484.89,466.78,379.58,378.05,373.53,375.33,384.51,402.08,407.47,404.77,393.08,383.89,384.36,437.19,432.46,463.31,482.88
2001-01-14 21:44:57.122000,L7,236.09,228.53,206.01,200.23,,501.16,506.02,187.52,294.86,276.53,292.39,335.80,353.03,336.85,345.96,339.32,331.03,309.74,299.74,281.77,275.04,270.53,255.60,241.48,217.19,176.25,513.30,514.42,506.49,488.73,509.50,509.31,510.25,531.92,508.90,517.37,488.49,486.69,511.18,509.72,472.89,449.83,477.86,453.04,471.71,507.46,518.23,471.94,457.94,530.76,452.22,497.69,511.73,513.51,509.15,504.57,489.45,500.97,501.92,471.18,463.76,,,454.93,459.68,471.51,439.93,153.95,185.17,260.49,258.82,261.46,277.14,274.06,284.14,314.35,283.56,349.67,354.24,366.15,364.68,372.49,367.19,367.65,366.73,358.08,358.57,363.19,360.74,367.54,352.48,314.31,280.16,289.47,283.86,286.75,420.45,481.39,472.81,511.79,434.54,324.67,330.23,348.50,372.86,399.71,185.27,208.11,238.33,263.14,264.32,272.30,275.45,268.64,286.85,272.31,291.59,299.72,298.62,297.81,291.71,286.99,491.28,449.50,397.35,332.70,185.70,390.95,,,327.85,320.52,498.80,392.93,368.05,363.31,355.30
2001-01-21 21:51:10.359000,L7,464.09,466.90,403.74,418.28,525.83,519.20,514.89,472.57,460.09,318.54,477.31,500.21,511.80,354.59,370.19,365.25,359.47,491.05,477.01,460.62,458.85,325.10,326.51,303.93,235.77,194.16,164.70,,335.48,339.92,231.11,272.76,230.90,380.36,392.49,381.81,261.23,225.78,228.84,184.90,233.03,205.77,249.91,212.19,167.80,179.42,178.24,178.82,169.50,386.84,367.92,,,,,,,,,,,,,,147.74,151.64,163.79,176.57,205.45,277.92,281.97,280.66,289.98,289.49,297.49,323.54,348.43,364.42,381.47,501.92,520.93,522.24,528.55,507.46,454.55,495.90,443.58,478.99,457.85,478.29,487.31,511.67,499.53,514.45,501.73,497.71,487.99,342.37,348.63,353.52,372.08,381.07,379.07,381.28,381.40,396.00,215.05,238.81,264.96,283.50,284.54,292.77,328.35,286.82,297.20,306.77,307.77,309.56,309.03,304.88,316.35,300.74,492.16,509.49,528.25,264.86,341.20,356.21,357.33,362.44,349.39,342.93,341.84,380.80,360.52,261.86,303.18
