dates,satname,nzd0147-0000,nzd0147-0001,nzd0147-0002,nzd0147-0005,nzd0147-0006,nzd0147-0007,nzd0147-0008,nzd0147-0009,nzd0147-0010,nzd0147-0011,nzd0147-0012,nzd0147-0013,nzd0147-0003,nzd0147-0004,nzd0147-0014
1999-08-26 22:04:44.971000,L7,267.26,264.77,272.55,268.13,243.72,286.83,284.03,248.84,277.29,277.50,268.49,271.49,,,
1999-09-20 21:58:32.521000,L7,264.60,265.63,272.79,269.34,276.94,,257.20,244.54,201.54,189.81,248.02,196.66,247.34,272.55,
1999-09-27 22:04:48.949000,L7,276.01,233.70,281.90,275.65,278.50,298.74,286.58,259.71,291.03,289.19,285.73,286.27,252.84,278.96,290.25
1999-11-14 22:04:42.286000,L7,276.55,220.34,273.94,244.97,234.70,295.26,276.17,199.48,211.53,253.20,277.11,194.39,245.45,247.23,
1999-12-09 21:58:33.708000,L7,,,,,,,,238.24,275.32,187.70,224.42,267.80,,,
1999-12-25 21:58:52.197000,L7,326.59,314.44,301.46,315.48,322.23,332.98,341.74,365.87,339.08,381.08,332.78,312.06,298.54,307.02,421.19
2000-01-01 22:04:37.439000,L7,277.22,229.07,271.01,,,298.33,281.91,195.33,296.06,,280.83,271.93,,,280.13
2000-02-18 22:04:29.218000,L7,315.89,310.19,313.31,409.30,407.74,289.88,403.98,352.44,331.42,285.56,286.31,278.62,420.46,425.50,296.85
2000-03-30 21:58:09.573000,L7,265.63,,,,235.56,215.99,,,,,,,,,223.76
2000-05-24 22:03:46.662000,L7,272.41,264.66,277.46,270.85,239.94,296.39,233.20,255.49,275.71,292.09,,,258.01,257.90,
2000-07-11 22:03:17.779000,L7,283.58,269.10,283.49,277.90,261.17,303.83,240.39,296.05,239.08,200.94,173.64,273.38,275.92,271.51,
2000-08-12 22:02:54.094000,L7,271.62,267.86,275.08,272.05,270.74,290.51,242.16,247.47,264.03,281.18,273.13,274.28,249.43,269.51,
2000-09-06 21:56:22.949000,L7,269.42,265.79,277.32,,,,243.33,252.67,280.67,285.53,274.94,273.63,249.83,268.36,
2000-09-13 22:02:26.190000,L7,270.71,262.13,273.74,,,,240.18,244.54,215.95,181.57,,,,,223.55
2000-10-15 22:01:56.204000,L7,266.80,268.22,,234.93,223.11,223.23,233.58,239.52,252.47,278.05,264.83,267.99,,,220.45
2000-12-11 21:56:00.959000,L7,268.88,265.55,277.22,273.36,271.87,286.21,242.49,246.23,275.75,279.20,270.18,272.91,292.72,267.71,278.79
2001-02-13 21:56:03.778000,L7,263.50,223.36,258.65,,,,,237.98,191.37,185.38,243.89,,,,255.16
2001-03-01 21:55:57.624000,L7,,,,,,,,199.76,230.98,274.79,245.39,266.14,,,279.19
2001-03-01 21:56:21.596000,L7,,,,,,,,,,,,,,,252.90
2001-03-17 21:56:16.575000,L7,272.40,265.26,266.28,269.76,240.91,288.71,245.03,249.66,256.75,280.94,264.15,272.67,248.25,250.64,289.75
2001-03-24 22:01:59.719000,L7,268.46,264.58,265.62,,230.48,219.51,244.45,244.99,252.37,280.80,259.29,,250.36,232.95,252.27
2001-06-12 22:01:24.980000,L7,277.58,270.16,276.25,296.45,299.57,307.78,302.23,309.70,273.58,193.82,292.26,300.39,296.53,302.76,
2001-08-08 21:55:01.113000,L7,279.53,262.85,278.93,274.25,270.62,299.48,242.34,295.98,281.11,286.89,283.96,277.94,253.96,272.61,
2001-08-15 22:00:38.680000,L7,273.56,266.07,274.59,268.36,252.01,294.28,277.83,252.38,275.25,281.72,272.74,265.80,247.64,270.71,
2001-08-24 21:54:24.664000,L7,271.68,264.60,279.56,,,,244.11,242.34,211.98,281.75,262.14,,247.47,266.57,
2001-08-24 21:54:48.593000,L7,269.55,239.26,274.33,,,,,241.71,200.77,194.66,209.32,,273.24,,
