dates,satname,nzd0263-0000,nzd0263-0001,nzd0263-0002,nzd0263-0003,nzd0263-0004,nzd0263-0005,nzd0263-0006,nzd0263-0007,nzd0263-0008,nzd0263-0009,nzd0263-0010,nzd0263-0011,nzd0263-0012,nzd0263-0013,nzd0263-0014,nzd0263-0015,nzd0263-0016,nzd0263-0017,nzd0263-0018,nzd0263-0019,nzd0263-0020,nzd0263-0021,nzd0263-0022,nzd0263-0023,nzd0263-0024,nzd0263-0025,nzd0263-0026,nzd0263-0027
1999-08-05 21:46:59.046000,L7,,,,,178.89,221.30,178.54,195.24,243.44,255.50,266.19,264.59,259.34,222.54,208.34,216.46,227.61,,,,,,,,172.96,222.57,246.80,323.40
1999-08-21 21:46:56.985000,L7,310.08,305.48,311.09,306.71,322.69,346.08,368.06,342.07,329.26,385.13,372.70,347.55,342.07,336.11,327.35,342.31,353.14,342.90,338.86,337.49,341.59,345.91,344.02,351.13,371.47,400.50,401.09,406.91
1999-09-22 21:47:00.785000,L7,287.02,292.88,296.51,458.89,489.62,511.72,505.17,292.93,314.09,312.98,314.95,304.58,304.54,263.02,288.34,490.19,507.40,504.65,479.91,464.74,483.77,444.16,449.03,459.80,463.29,399.19,394.32,396.11
1999-10-24 21:46:56.203000,L7,301.69,300.80,313.54,392.35,385.10,347.93,293.62,297.33,304.91,311.39,304.45,307.38,299.85,291.65,288.01,275.45,314.19,298.34,291.96,284.52,289.26,294.02,291.65,445.34,404.96,419.66,429.32,430.56
2000-02-13 21:46:48.016000,L7,269.07,271.05,275.45,280.55,288.43,309.03,298.69,164.65,218.56,226.97,228.09,227.90,227.19,225.40,228.95,237.48,393.55,411.05,424.05,426.94,419.75,423.02,402.60,402.81,402.15,279.74,312.54,310.58
2000-04-01 21:46:34.573000,L7,,,,,162.78,219.60,173.02,185.40,202.61,225.53,219.51,220.19,186.59,227.83,243.21,265.10,277.65,263.19,253.66,235.29,255.59,264.27,257.84,160.40,275.42,262.41,224.16,
2000-05-19 21:46:07.873000,L7,250.16,280.21,301.64,293.48,302.72,298.72,300.94,296.04,298.63,302.73,300.15,293.48,295.72,292.48,287.88,301.57,293.58,297.24,289.13,251.27,293.38,291.99,286.89,292.15,310.56,332.37,389.29,388.46
2000-08-07 21:45:08.975000,L7,243.22,238.47,259.63,266.88,271.73,301.77,271.98,194.97,258.95,269.55,269.58,264.73,267.73,266.11,261.65,272.04,292.73,270.96,343.82,336.60,330.90,334.28,299.66,333.26,343.40,360.77,184.69,373.99
2000-10-26 21:44:22.850000,L7,,,,473.30,464.63,,,377.14,501.04,,499.51,,,210.76,221.83,227.66,236.35,270.32,265.74,297.27,314.53,318.87,319.19,319.73,328.53,332.00,331.15,306.54
2000-11-27 21:44:26.720000,L7,241.46,290.52,289.69,296.78,261.70,210.49,177.34,195.78,248.95,256.58,251.85,256.50,252.98,249.51,257.95,270.17,283.02,266.69,259.45,239.92,262.87,269.56,266.10,272.88,269.83,296.68,470.77,231.01
2000-12-13 21:44:28.287000,L7,,,,,,,,,,216.37,212.66,219.36,195.33,184.09,214.51,263.28,278.44,262.31,253.41,231.86,255.16,265.36,262.98,240.64,282.37,338.96,347.92,349.56
2001-04-04 21:44:06.948000,L7,303.77,304.43,309.10,324.75,430.51,454.29,446.80,422.03,443.96,423.30,462.62,439.03,465.33,446.98,468.19,475.89,467.37,345.50,341.18,342.67,352.01,351.39,343.73,358.02,380.49,392.31,402.16,405.02
2001-04-20 21:44:10.657000,L7,214.41,235.85,249.42,206.26,258.44,288.52,264.80,190.17,254.01,263.19,257.96,254.33,250.00,332.81,336.71,345.48,352.80,411.26,450.26,450.01,444.92,442.59,431.09,343.08,362.24,377.71,381.38,387.49
2001-05-22 21:43:54.652000,L7,301.71,302.77,265.53,314.92,358.46,351.71,328.31,327.79,336.14,345.11,354.32,340.52,359.37,326.38,331.55,333.47,362.09,343.87,345.98,341.01,350.38,348.08,345.77,348.86,360.66,377.62,381.21,378.42
2001-07-25 21:43:18.753000,L7,234.70,224.49,252.11,,234.18,221.74,215.12,199.37,251.45,230.30,258.33,262.72,177.89,252.53,252.09,270.82,287.24,270.90,267.91,252.33,269.36,274.54,318.69,317.33,331.97,360.33,362.28,262.28
2001-08-10 21:43:00.495000,L7,259.56,264.57,262.01,261.67,287.75,300.41,278.74,281.61,269.91,273.41,341.12,367.70,368.49,263.31,322.49,361.77,369.70,429.21,404.98,284.96,283.86,291.84,415.92,418.52,422.17,446.43,437.72,365.86
2001-09-11 21:42:38.257000,L7,,,,,260.31,285.38,188.91,190.35,250.87,219.75,251.34,255.16,223.57,219.24,253.09,272.12,288.71,269.69,265.92,256.24,266.66,272.84,206.63,262.30,208.42,354.31,367.41,371.45
