dates,satname,nzd0556-0000,nzd0556-0001,nzd0556-0002,nzd0556-0003,nzd0556-0004,nzd0556-0005,nzd0556-0006,nzd0556-0007,nzd0556-0008,nzd0556-0009,nzd0556-0010,nzd0556-0011,nzd0556-0012,nzd0556-0013
2003-10-07 21:58:35.519000,L5,,172.26,186.96,234.46,259.92,262.26,247.07,246.61,234.52,251.73,269.40,278.84,296.59,305.79
2003-12-26 21:59:30.091000,L5,160.58,187.25,203.12,257.27,267.62,262.02,253.69,248.41,231.94,255.07,273.90,282.27,297.13,300.16
2004-01-27 21:59:38.149000,L5,,,,156.11,196.37,210.31,211.40,207.60,196.66,210.99,240.65,249.12,261.95,266.88
2004-03-31 21:59:59.745000,L5,,,,,,,,192.28,182.51,197.46,198.11,221.41,228.17,210.22
2004-05-02 22:00:57.398000,L5,,,,,,,,,176.89,208.50,188.20,228.21,248.17,227.91
2004-05-18 22:01:26.569000,L5,,,,,,,,,,,176.90,214.44,240.74,196.88
2005-01-13 22:06:52.927000,L5,147.45,186.85,200.15,249.33,270.05,265.78,261.58,258.88,248.83,249.09,269.06,276.42,297.79,300.97
2005-02-14 22:07:21.106000,L5,137.37,173.15,179.42,249.48,267.25,264.69,259.29,261.70,249.73,269.67,276.69,275.58,294.40,300.00
2005-08-09 22:08:46.932000,L5,,,,,,,,,167.76,214.47,209.22,235.55,250.61,250.63
2005-09-10 22:08:55.708000,L5,,,,149.97,194.03,211.35,210.34,172.15,179.69,218.96,233.73,242.59,257.25,254.87
2005-11-13 22:09:08.414000,L5,165.69,175.35,180.69,233.13,254.09,252.65,249.91,248.87,234.26,265.69,282.43,295.02,314.06,312.50
2006-02-17 22:11:22.491000,L5,159.62,175.25,191.53,241.11,258.85,255.66,250.47,248.92,235.87,258.60,272.69,283.75,299.81,306.14
2006-04-22 22:12:36.093000,L5,154.37,167.87,188.79,239.43,249.20,249.65,240.66,243.18,227.38,249.53,266.45,274.51,300.61,302.46
2006-07-27 22:13:58.731000,L5,,,,,,,,,164.65,218.59,207.96,237.46,245.41,238.74
2006-08-28 22:14:23.601000,L5,,,153.97,193.34,236.21,240.90,241.27,239.15,224.19,256.14,262.59,276.23,288.88,279.19
2007-02-04 22:15:45.266000,L5,,,,166.47,196.70,203.14,205.98,205.70,188.18,200.49,221.70,236.03,262.37,267.62
2010-10-26 22:10:38.745000,L5,,141.28,190.41,246.30,250.28,241.99,229.66,224.60,216.25,243.96,252.40,270.35,285.36,286.35
2010-11-27 22:10:35.713000,L5,,,,162.56,199.18,230.31,228.85,223.49,186.99,206.51,236.85,239.53,,
2013-05-11 22:22:42.945000,L8,,,,,,,,,,188.99,202.43,215.10,228.00,236.98
2013-10-02 22:22:40.460000,L8,,,147.60,216.29,224.08,234.39,229.57,226.30,215.25,239.28,245.12,260.68,278.03,282.14
2013-10-18 22:22:37.411000,L8,,,,,,,,,,155.06,205.90,219.70,238.69,244.51
2014-02-23 22:21:32.043000,L8,,,148.96,217.80,231.98,234.67,228.66,224.31,211.10,245.77,255.22,279.60,286.21,280.28
2014-03-11 22:21:19.920000,L8,,,147.93,217.71,226.34,233.62,223.55,225.52,208.68,232.12,244.37,259.16,277.52,279.77
2014-04-12 22:20:49.109000,L8,,,,,169.45,204.08,201.22,184.25,183.27,208.99,211.74,200.27,164.77,
2014-07-17 22:20:39.943000,L8,,,,,,,,,,,187.33,199.41,221.10,216.17
2014-08-18 22:20:51.886000,L8,,,,,,,,,147.99,197.14,212.55,220.79,238.37,249.42
2014-09-03 22:20:54.579000,L8,,,,,163.07,188.90,196.56,169.23,164.30,200.12,216.05,220.27,239.83,248.64
2014-09-19 22:20:54.477000,L8,,,145.93,219.59,230.53,232.60,218.92,224.12,204.04,235.34,240.70,252.79,276.19,277.66
2014-09-19 22:21:18.444000,L8,,,,,,,,222.92,202.59,232.11,239.15,250.89,272.65,274.59
2014-11-06 22:21:01.126000,L8,,,147.98,214.81,234.10,234.56,224.88,226.34,211.40,228.60,241.25,253.37,276.72,278.78
2015-03-14 22:20:23.206000,L8,,,149.24,219.47,234.03,232.10,221.82,226.33,212.38,235.57,245.74,259.61,278.45,279.97
2015-03-14 22:20:47.169000,L8,,,151.26,222.47,237.58,235.32,225.97,228.02,215.90,241.59,250.26,264.38,283.84,283.68
2015-08-21 22:20:33.210000,L8,,,,158.41,205.41,206.51,206.07,184.39,183.47,214.88,224.79,235.34,246.34,258.75
2015-10-24 22:20:52.499000,L8,,,,,,,,,,,213.75,219.70,238.19,245.86
2016-03-16 22:20:36.438000,L8,,,151.69,222.38,233.44,233.62,224.98,228.72,211.33,258.31,247.06,263.21,275.77,280.18
2016-09-08 22:21:00.541000,L8,,,,,134.60,200.47,195.17,181.64,174.26,203.95,217.48,222.58,238.82,250.64
2016-11-27 22:21:07.723000,L8,,,180.17,230.60,242.97,242.52,253.45,266.33,240.31,268.33,270.71,288.69,308.03,311.49
2017-01-30 22:20:50.623000,L8,,,149.63,228.83,242.14,240.32,234.23,237.02,221.85,254.59,263.93,283.57,296.99,302.60
2017-04-04 22:20:20.280000,L8,,,,,,,,,166.25,203.92,215.78,231.70,246.98,232.96
2017-04-04 22:20:44.243000,L8,,,,,,207.99,205.50,206.45,176.33,210.30,220.59,237.99,251.27,256.50
2017-04-20 22:20:11.117000,L8,,,,,,,,,,192.82,215.10,218.49,238.31,226.62
