dates,satname,nzd0130-0000,nzd0130-0001,nzd0130-0002,nzd0130-0003,nzd0130-0004,nzd0130-0005,nzd0130-0006,nzd0130-0007,nzd0130-0008
1999-08-26 22:04:44.971000,L7,407.87,405.86,409.78,398.07,404.53,403.14,388.12,385.84,382.81
1999-09-27 22:04:48.949000,L7,389.97,389.17,387.20,382.99,377.87,384.89,374.92,371.24,372.78
1999-11-14 22:04:42.286000,L7,387.57,388.77,384.45,378.80,378.81,378.23,371.22,369.94,371.61
1999-12-09 21:58:33.708000,L7,,,,,289.47,261.48,270.86,330.52,333.75
2000-02-11 21:58:22.025000,L7,370.95,370.45,369.66,365.50,359.11,362.78,362.39,362.92,367.52
2000-02-27 21:58:16.566000,L7,368.82,374.73,372.44,378.27,372.42,383.39,370.17,376.59,402.10
2000-03-30 21:58:09.573000,L7,,,,249.53,277.41,255.65,330.18,334.20,344.27
2000-05-24 22:03:46.662000,L7,377.78,376.13,351.65,359.42,365.28,369.79,365.24,362.29,370.32
2000-07-11 22:03:17.779000,L7,400.84,402.56,394.29,393.78,398.20,397.67,404.44,392.88,394.88
2000-08-12 22:02:54.094000,L7,408.12,426.93,408.85,408.19,413.98,413.40,406.96,406.99,411.85
2000-09-06 21:56:22.949000,L7,238.31,333.33,338.43,348.88,340.49,343.43,459.56,484.76,
2000-10-15 22:01:56.204000,L7,,,484.50,528.84,520.13,398.49,502.78,401.70,
2000-12-11 21:56:00.959000,L7,381.12,385.20,379.47,377.71,380.31,378.40,371.43,372.05,369.57
2001-01-03 22:02:12.432000,L7,372.99,269.25,248.51,220.98,361.93,380.71,340.73,371.12,367.34
2001-02-13 21:56:03.778000,L7,369.31,372.65,373.46,368.41,369.47,364.27,362.90,360.46,366.71
2001-03-01 21:55:57.624000,L7,258.05,235.29,334.87,365.11,389.37,385.38,378.04,380.59,377.84
2001-03-24 22:01:59.719000,L7,394.02,395.77,390.05,389.47,389.98,387.53,379.51,375.09,370.58
2001-06-05 21:55:16.607000,L7,387.69,390.32,381.58,388.74,378.42,391.15,384.79,363.74,378.55
2001-08-15 22:00:38.680000,L7,385.70,304.93,313.12,356.47,364.36,276.51,334.19,351.83,383.73
2001-08-24 21:54:24.664000,L7,381.68,391.09,385.70,383.70,360.12,387.41,365.78,368.26,368.10
2001-09-09 21:54:12.928000,L7,396.91,396.97,391.33,386.28,378.33,386.66,373.57,374.02,374.50
2001-09-25 21:54:04.740000,L7,423.07,418.06,421.33,410.52,414.73,412.22,402.88,395.96,397.93
