dates,satname,nzd0189-0000,nzd0189-0001,nzd0189-0002,nzd0189-0003,nzd0189-0004,nzd0189-0005,nzd0189-0006,nzd0189-0007,nzd0189-0008,nzd0189-0009,nzd0189-0010,nzd0189-0011,nzd0189-0012,nzd0189-0013,nzd0189-0014,nzd0189-0015,nzd0189-0016,nzd0189-0017,nzd0189-0018,nzd0189-0019,nzd0189-0020,nzd0189-0021,nzd0189-0022,nzd0189-0023,nzd0189-0024,nzd0189-0025,nzd0189-0026,nzd0189-0027,nzd0189-0028,nzd0189-0029,nzd0189-0030,nzd0189-0031
1999-09-29 21:52:52.243000,L7,300.18,311.08,323.82,336.25,353.75,359.32,353.97,355.35,355.64,353.56,343.37,284.88,285.73,325.34,327.12,290.73,301.85,308.23,308.57,314.63,314.49,309.96,299.59,298.71,304.25,304.18,302.52,304.66,307.23,297.90,300.73,293.67
1999-10-15 21:52:49.322000,L7,167.05,217.12,215.39,232.52,252.37,257.35,260.23,274.47,248.00,235.07,183.45,246.62,201.89,255.07,233.74,200.50,241.50,200.72,225.33,317.63,359.97,329.97,319.14,324.23,327.49,336.71,335.03,331.00,334.24,328.46,324.47,321.77
1999-12-09 21:58:57.676000,L7,319.14,331.85,338.03,327.37,291.38,294.90,302.93,318.14,308.39,243.29,263.75,257.75,252.85,222.00,245.69,199.89,244.24,203.99,275.23,241.31,238.21,251.38,241.90,217.02,246.05,236.76,245.79,227.18,234.21,307.12,306.95,306.63
1999-12-25 21:58:52.197000,L7,295.25,295.19,299.85,295.74,279.30,325.42,363.57,363.77,305.63,247.04,193.33,205.50,196.78,241.42,301.49,307.09,313.95,377.59,368.23,226.27,240.97,247.69,253.15,220.61,253.20,228.13,247.36,213.91,189.36,326.62,218.49,271.02
2000-02-04 21:52:37.377000,L7,353.08,305.24,350.76,342.49,306.15,353.64,348.66,345.44,340.47,342.69,347.72,347.49,337.86,294.15,334.02,212.03,356.18,354.80,351.96,248.53,312.40,354.76,359.08,360.51,358.78,360.73,362.48,359.99,362.70,334.85,355.50,328.95
2000-03-14 21:58:35.291000,L7,317.81,361.97,311.96,366.28,358.23,317.93,360.48,351.44,336.88,294.22,342.20,348.73,344.08,333.47,330.77,347.34,362.34,359.14,363.92,371.22,314.08,381.21,374.43,318.26,371.18,366.33,374.12,375.23,357.41,373.10,372.84,349.64
2000-03-30 21:58:33.541000,L7,362.27,221.65,214.50,227.63,245.46,264.21,271.26,274.96,262.90,229.74,345.09,351.41,344.53,348.06,345.96,345.67,350.50,354.04,311.61,363.47,360.88,363.33,360.03,362.50,361.84,365.19,357.69,353.63,324.78,368.55,205.42,248.52
2000-04-24 21:52:10.308000,L7,239.45,240.27,290.65,291.62,306.78,329.57,328.23,327.60,321.97,318.71,333.65,331.12,328.67,320.18,317.64,207.71,321.15,321.74,326.18,330.06,341.32,342.34,341.20,337.11,330.87,333.88,336.92,236.72,241.67,253.88,219.53,244.55
2000-05-17 21:58:07.485000,L7,,,,214.36,229.99,198.76,217.35,221.58,194.38,,,176.40,170.85,184.70,208.88,188.09,,,,,,,,,,,,,,,,
2000-08-05 21:57:08.715000,L7,,,,215.03,223.14,196.36,214.28,216.44,210.40,,195.10,173.31,175.54,184.60,204.57,204.43,173.40,195.61,210.15,209.67,223.13,224.96,,,232.16,212.47,225.99,212.40,,,,
2000-08-14 21:50:56.232000,L7,,,325.05,221.65,234.09,199.77,234.86,224.65,198.27,210.72,188.82,181.86,178.12,191.27,211.25,204.85,246.83,330.65,335.26,325.74,328.44,335.93,336.85,319.13,,,,,,,,
2000-09-22 21:56:29.431000,L7,380.29,475.52,,,353.24,302.95,319.35,323.35,305.61,295.64,309.55,324.31,306.15,312.52,302.96,282.24,259.45,291.33,286.76,283.29,316.57,328.07,289.95,379.23,524.46,410.32,493.70,527.42,447.00,517.66,304.40,364.06
2000-10-17 21:50:01.277000,L7,296.69,210.62,214.52,242.34,245.23,210.52,331.34,338.36,327.27,232.09,183.14,208.57,189.49,243.82,226.74,203.99,255.47,215.37,244.99,225.68,243.99,243.42,230.26,345.49,334.76,324.75,320.46,229.69,240.24,245.35,206.40,174.66
2000-11-09 21:56:21.390000,L7,,,,234.79,241.58,194.57,250.62,199.64,,,,,283.84,207.22,218.98,,,,,,,,,,,,,,,,,
2000-12-20 21:50:16.996000,L7,311.26,327.23,308.40,318.18,326.82,332.82,341.36,340.87,332.92,336.47,335.61,333.39,328.88,327.64,324.40,328.29,330.74,329.65,337.15,338.03,335.59,331.90,312.19,333.72,338.18,332.40,328.28,326.04,255.05,258.18,329.17,328.17
2001-01-05 21:50:16.585000,L7,325.18,316.32,314.76,318.57,343.58,302.75,357.79,352.63,347.96,359.62,356.28,350.61,301.33,333.63,340.94,347.13,350.54,342.87,306.25,363.34,362.17,356.67,350.54,351.23,350.86,351.87,343.73,344.03,311.04,334.53,312.39,345.73
2001-01-12 21:56:30.696000,L7,308.15,322.36,299.19,309.03,287.52,272.60,320.21,251.94,276.77,171.23,283.11,303.07,267.56,338.32,354.28,348.34,325.59,308.11,306.24,302.94,281.50,,,,,,,,,,,237.57
2001-03-10 21:50:10.732000,L7,308.46,200.38,210.02,223.38,240.88,321.74,320.09,328.88,314.76,203.57,189.61,217.42,207.27,211.09,215.96,204.05,241.66,201.97,217.84,223.57,240.07,240.68,220.00,199.03,244.32,237.18,239.04,207.16,246.52,197.14,204.91,254.14
2001-06-05 21:55:40.577000,L7,241.52,247.60,203.71,223.44,242.40,206.06,359.88,344.09,368.47,346.25,335.47,333.89,324.92,209.12,342.90,347.90,337.68,338.54,337.82,298.52,341.53,350.32,341.29,341.11,339.52,334.38,336.23,336.37,341.59,333.41,215.92,239.28
2001-06-21 21:55:29.297000,L7,,,,216.35,239.24,200.03,265.14,215.36,213.21,334.99,205.86,218.37,162.17,191.91,210.40,200.13,338.95,315.57,332.10,236.98,251.03,237.14,234.34,214.30,245.75,229.62,234.28,216.66,245.92,,,
2001-09-02 21:48:29.341000,L7,,194.71,193.41,225.85,332.07,321.51,310.66,219.11,215.32,257.54,260.74,258.34,242.14,308.95,315.03,309.48,301.68,266.65,249.95,260.97,238.41,238.07,262.58,204.41,233.48,222.03,244.85,234.06,235.29,250.32,218.52,207.38
2001-09-09 21:54:36.880000,L7,342.49,203.99,210.30,225.94,241.36,206.18,257.71,229.16,218.81,210.43,192.70,190.87,195.34,199.64,215.01,206.46,244.64,207.26,226.15,248.34,238.55,238.66,243.67,207.59,241.10,229.69,232.27,219.11,238.61,,,227.58
2001-09-25 21:54:28.694000,L7,382.08,375.69,364.28,349.48,348.78,304.85,324.87,327.80,215.75,230.06,194.19,246.40,195.35,253.22,236.57,205.88,247.54,212.01,245.27,255.76,254.77,245.16,234.91,207.63,241.34,229.72,241.26,232.61,242.12,248.17,204.59,235.67
2001-10-11 21:54:09.862000,L7,385.72,377.01,368.79,374.58,368.46,304.50,383.02,398.98,405.87,383.66,392.25,258.38,381.03,355.65,281.15,293.80,292.10,293.47,300.83,297.89,301.58,308.14,307.16,300.07,300.26,302.99,298.04,301.03,305.36,298.36,293.31,292.79
2001-12-30 21:54:37.254000,L7,358.89,352.84,341.97,342.02,343.78,342.26,353.32,351.47,343.29,339.14,336.57,344.75,335.98,330.32,337.76,340.22,309.07,325.26,334.47,334.97,337.05,336.51,339.75,335.23,244.81,230.93,242.53,222.77,245.87,259.86,211.37,250.17
2002-01-24 21:48:42.967000,L7,168.94,219.61,214.88,232.34,246.76,217.24,262.63,247.11,237.49,243.08,186.91,212.03,224.36,234.56,248.79,352.06,346.98,310.76,353.91,250.74,251.07,244.77,237.98,185.42,353.83,352.75,355.03,240.50,250.36,262.62,331.62,341.72
2002-01-31 21:54:50.570000,L7,,400.89,352.60,351.24,348.42,352.60,360.21,354.10,356.73,354.56,349.64,372.99,369.78,359.72,379.83,376.66,173.16,205.27,209.30,205.29,234.68,235.98,228.72,387.52,357.60,298.47,297.36,317.65,308.47,315.20,303.81,241.77
2002-02-16 21:54:54.191000,L7,388.47,197.31,204.29,226.44,231.04,198.35,242.70,223.99,221.31,217.20,172.66,230.87,180.51,236.90,203.43,186.30,188.85,199.61,203.99,208.24,221.83,228.28,248.97,198.42,228.94,208.36,227.08,216.73,224.45,307.27,314.98,358.16
2002-02-25 21:48:47.943000,L7,178.40,341.03,328.42,317.66,256.26,261.45,259.96,256.65,249.69,247.95,191.56,251.84,230.63,264.11,247.12,236.68,253.95,203.74,270.24,252.57,248.90,245.52,,,,,242.61,236.63,250.78,254.01,208.91,236.70
2002-03-20 21:54:48.224000,L7,383.78,206.51,204.71,223.45,241.48,207.25,254.06,233.88,225.38,219.87,187.61,178.28,198.93,194.46,215.15,201.88,209.76,202.00,211.14,218.04,241.68,238.42,227.25,209.23,241.58,231.92,232.58,221.11,240.86,251.18,203.16,237.77
2002-03-29 21:48:39.145000,L7,381.62,364.47,345.27,346.66,344.51,344.71,342.38,344.76,367.27,327.84,356.77,322.79,336.62,327.10,319.47,323.53,331.85,335.37,336.33,325.79,326.36,244.72,264.72,341.74,336.39,335.03,336.36,330.80,326.81,320.13,315.47,273.12
2002-08-20 21:47:58.545000,L7,,,,514.02,202.53,275.40,264.54,223.57,215.54,261.68,256.88,416.57,305.22,464.12,343.55,334.20,316.30,298.76,306.58,284.45,240.70,300.31,200.78,420.76,346.18,354.24,374.51,,214.60,240.16,212.05,231.62
2002-08-27 21:54:00.253000,L7,362.94,365.10,343.80,282.20,341.96,346.20,353.61,370.80,371.23,358.55,353.38,364.26,348.68,299.09,356.52,356.56,354.29,290.03,348.71,355.05,305.17,299.69,307.71,318.08,316.92,313.15,318.28,304.00,311.50,269.62,304.07,292.23
2002-10-07 21:47:33.100000,L7,289.72,349.21,322.12,325.41,327.45,350.92,350.97,354.29,369.38,331.24,184.59,343.65,330.47,330.75,252.15,293.61,330.88,349.33,354.38,350.32,342.81,324.38,331.68,302.59,301.75,301.31,337.69,324.58,253.38,255.15,309.12,298.92
2002-10-14 21:53:43.769000,L7,355.33,297.63,322.47,323.87,341.09,359.39,367.56,362.61,354.32,356.05,357.91,297.42,307.62,350.08,352.91,233.21,354.65,343.93,341.64,337.67,352.45,349.98,352.45,360.53,366.42,367.02,360.91,351.03,348.46,347.27,348.74,327.85
2002-10-23 21:47:39.211000,L7,172.32,212.57,214.72,236.19,249.85,225.35,255.26,234.31,233.11,239.68,231.57,254.54,250.81,255.94,234.28,248.92,251.80,265.39,265.60,263.64,243.31,247.32,249.06,210.65,243.54,238.51,246.16,243.93,254.72,255.55,204.23,241.32
2002-11-08 21:47:44.401000,L7,342.47,334.35,315.83,326.00,326.94,348.77,360.59,319.52,355.71,358.09,351.57,342.82,344.69,343.21,316.81,339.71,305.18,335.99,336.53,339.25,350.58,349.84,349.73,351.82,351.05,346.83,347.44,348.36,328.29,267.04,217.05,306.14
2002-12-01 21:54:16.937000,L7,343.95,331.02,323.91,321.35,331.08,280.38,344.16,339.45,342.64,334.64,336.25,284.37,328.74,277.91,261.60,520.76,521.58,489.26,473.98,488.05,462.73,463.06,466.20,284.66,291.04,237.33,294.42,292.21,287.17,279.40,283.41,274.23
2003-01-18 21:54:30.278000,L7,345.26,213.23,214.17,232.76,247.61,216.71,255.68,230.78,218.95,233.31,180.18,190.90,195.43,253.34,219.80,192.78,235.16,208.25,225.88,211.15,244.87,243.57,239.20,204.85,243.47,235.68,240.46,243.28,247.38,258.79,206.88,227.79
2003-03-23 21:54:40.711000,L7,171.71,211.75,215.50,227.87,245.48,217.93,405.27,371.62,361.08,406.91,188.53,303.08,202.55,268.45,232.80,259.08,290.25,288.99,423.18,311.16,341.97,417.70,421.23,427.15,367.92,315.52,236.84,257.95,266.04,258.26,342.97,314.98
2003-05-03 21:48:37.175000,L7,,,,213.17,220.71,193.21,198.34,209.55,199.08,,,,,,,,,,,,,,,,,,,,,,,
2003-07-21 21:42:33.857000,L5,213.51,238.15,242.92,264.82,272.69,272.36,274.70,273.17,277.75,274.56,276.89,266.58,275.14,280.70,277.19,264.01,267.52,285.01,288.70,275.09,282.06,274.48,285.23,203.84,282.05,204.14,276.91,230.09,269.25,263.04,220.57,206.35
2003-08-06 21:42:51.203000,L5,216.01,224.68,232.11,255.05,261.89,266.44,269.70,263.28,272.99,273.42,273.55,254.66,267.41,275.60,280.60,247.30,,223.74,269.15,268.84,268.62,,244.13,201.91,219.99,189.37,257.99,181.97,263.67,249.44,198.86,199.11
2003-08-15 21:36:48.503000,L5,213.55,236.16,242.95,270.04,274.46,274.12,275.54,275.22,279.59,279.45,275.20,264.15,270.34,275.23,278.42,268.14,161.61,284.84,282.70,281.79,277.61,,275.80,203.72,262.06,198.88,253.12,251.72,269.02,261.89,220.18,209.33
2003-08-31 21:37:06.588000,L5,220.51,235.18,246.45,266.01,275.36,275.34,275.87,268.52,272.00,276.92,276.82,265.57,275.07,281.05,280.66,270.57,275.39,289.68,275.81,285.31,285.93,290.78,292.59,205.54,264.36,255.44,262.45,211.69,268.30,258.27,194.09,
2003-10-18 21:37:48.406000,L5,251.47,265.81,276.14,294.84,299.78,301.53,303.01,298.06,302.61,300.56,299.62,298.17,301.45,305.98,301.81,308.26,306.43,312.62,319.60,314.30,317.20,319.22,319.91,316.20,311.37,312.19,312.35,305.70,304.26,299.20,270.87,249.60
2003-10-25 21:44:04.226000,L5,301.32,311.08,315.71,350.35,371.29,366.45,360.84,355.87,361.10,368.42,352.39,350.82,363.04,368.19,376.42,368.86,340.66,340.28,332.46,341.96,334.29,339.23,337.41,349.81,353.08,352.73,357.54,359.07,343.13,336.59,332.07,330.25
2003-11-19 21:38:14.402000,L5,216.47,233.82,238.10,265.00,268.91,267.63,267.80,258.76,264.80,261.57,180.27,273.68,276.09,281.91,268.12,259.15,264.94,277.28,284.50,268.01,283.49,288.82,295.78,298.17,290.49,294.60,290.79,281.84,280.66,267.77,218.38,221.34
2004-01-22 21:38:40.402000,L5,,,,,,232.15,243.25,252.36,259.15,253.12,260.72,225.64,227.19,189.07,269.32,211.65,174.89,282.61,278.78,276.19,291.11,287.93,291.09,281.53,286.01,295.79,296.27,287.13,284.02,281.14,253.25,235.06
2004-02-14 21:44:57.678000,L5,,,,,,,,234.18,293.06,280.57,274.23,270.02,272.79,282.48,279.64,269.41,279.51,292.15,306.83,301.58,311.78,307.30,311.18,313.00,312.95,303.30,298.30,289.25,289.27,286.00,246.95,245.98
2004-03-01 21:45:02.553000,L5,242.51,258.29,268.14,287.57,291.90,296.89,299.62,302.98,306.14,305.91,302.62,300.85,303.33,310.64,297.80,295.66,296.33,301.98,310.26,303.15,309.93,318.24,321.24,326.06,321.00,322.32,321.36,312.49,301.41,295.78,267.38,246.16
2004-03-17 21:45:08.368000,L5,255.13,269.26,280.83,296.25,301.59,295.72,299.56,298.95,299.19,294.89,292.34,292.40,304.40,310.23,306.77,309.54,312.58,312.62,322.34,310.13,314.75,310.84,317.62,317.59,316.08,314.57,318.36,311.50,311.70,306.89,283.58,250.17
2004-04-02 21:45:18.969000,L5,214.36,227.92,235.83,264.27,263.70,266.14,268.60,263.81,254.48,,,259.20,261.70,253.05,258.57,198.96,187.78,,270.02,249.69,275.39,276.70,270.40,283.03,286.14,283.91,290.68,265.80,274.62,267.75,220.42,216.85
2004-04-18 21:45:49.558000,L5,218.14,228.27,244.27,274.13,278.17,279.79,276.30,262.67,257.78,,,,,,,,,263.41,272.13,223.03,264.91,277.85,248.44,178.23,269.97,278.27,219.69,210.45,205.25,260.71,235.12,224.97
2004-05-20 21:46:44.438000,L5,216.78,208.02,237.19,260.66,267.18,269.39,270.95,266.21,264.70,233.49,262.29,264.84,267.26,278.05,282.78,269.36,,280.44,289.95,283.71,289.81,285.70,283.30,,,,,266.44,267.90,261.62,218.03,222.79
2004-06-30 21:41:46.478000,L5,225.39,221.87,248.72,265.00,268.54,,,,,,,253.35,283.95,290.91,291.52,286.18,282.69,163.08,,,,,301.43,302.92,299.24,286.11,293.77,283.41,280.69,274.21,226.64,221.39
2004-07-07 21:48:09.180000,L5,,210.80,245.79,265.37,269.45,276.42,281.64,274.22,278.23,277.88,278.77,273.04,275.57,284.05,283.62,279.78,276.77,285.31,293.34,290.84,270.22,267.24,288.56,266.98,288.41,199.40,272.61,,,262.23,222.00,217.28
2004-07-23 21:48:33.165000,L5,210.12,211.14,242.11,265.36,270.38,271.62,275.76,270.94,274.86,274.28,272.24,267.89,278.98,284.43,284.46,282.58,276.62,286.99,290.90,284.09,263.86,229.85,289.91,280.10,282.28,207.10,277.19,266.63,269.14,268.89,225.34,217.99
2004-08-08 21:48:50.888000,L5,,,222.50,249.28,259.72,261.61,268.27,262.33,212.00,258.26,252.06,254.60,272.21,278.64,279.00,274.90,268.17,274.15,282.44,279.56,258.99,,,,,,,,236.35,240.50,205.62,209.50
2004-09-18 21:43:46.845000,L5,,,260.21,285.97,293.91,295.28,298.50,292.33,296.72,295.81,299.99,291.86,293.86,297.96,297.11,298.73,301.65,314.71,317.75,317.68,309.50,307.34,309.76,,,305.75,299.05,294.82,286.13,,,
2004-09-25 21:50:07.312000,L5,255.10,254.51,266.75,289.44,294.76,297.83,299.91,299.02,300.20,306.89,304.12,298.66,305.24,312.36,310.46,309.46,301.69,308.34,313.30,309.10,306.66,307.02,313.77,321.77,322.99,316.92,316.37,309.16,304.07,302.12,269.50,239.26
2004-10-20 21:44:28.706000,L5,254.15,262.63,278.53,295.64,303.85,302.86,308.17,304.23,301.92,303.70,299.20,297.69,300.69,306.23,307.87,307.92,309.76,312.97,318.30,317.24,313.57,313.25,317.33,320.29,314.98,313.19,311.72,305.76,303.43,304.22,274.22,252.16
2004-10-27 21:50:47.740000,L5,202.37,204.98,231.28,254.75,262.55,265.61,266.71,263.67,274.01,272.54,264.72,271.42,276.35,285.18,280.09,272.01,267.15,277.11,286.65,276.71,277.34,278.92,293.34,298.15,295.67,286.63,290.26,280.82,278.95,261.22,211.69,210.92
2004-12-07 21:45:24.093000,L5,247.29,260.70,271.95,289.02,290.40,292.42,294.82,294.90,294.26,291.95,290.52,291.38,295.00,304.61,302.58,299.91,256.15,235.64,246.99,237.26,187.99,246.14,237.63,192.57,306.86,319.08,317.66,306.89,296.19,290.03,257.28,253.98
2004-12-23 21:45:40.703000,L5,229.21,242.14,250.85,275.04,276.50,279.28,279.74,278.19,278.60,278.12,277.26,279.32,282.64,290.47,290.04,284.63,284.70,285.57,279.41,191.77,,,,,,282.43,292.94,285.28,286.39,279.32,245.08,231.91
2005-01-15 21:52:09.437000,L5,263.63,274.62,282.81,304.50,310.88,312.13,315.43,291.53,291.26,291.29,287.44,286.08,290.03,303.41,314.32,314.28,316.55,320.06,328.19,320.45,321.80,306.90,307.46,310.04,305.35,307.98,304.37,297.74,312.91,313.23,285.60,256.80
2005-01-24 21:46:06.161000,L5,221.20,234.05,241.80,271.01,271.17,267.08,261.87,238.14,236.70,,,,,266.55,269.17,192.55,215.47,,,,259.44,260.69,268.77,,270.17,267.45,271.34,273.44,277.23,265.15,227.30,228.74
2005-02-09 21:46:19.482000,L5,232.17,242.84,251.40,278.50,263.78,263.03,265.25,251.24,240.40,,,263.64,268.10,276.92,278.92,272.95,237.96,272.12,267.28,244.13,265.54,262.33,269.98,166.69,268.85,274.37,288.51,278.05,279.84,276.72,241.34,232.16
